"abrogar"-verb-es "abrogi"-verb-eo
"cuántico"-adjective-es "kvantuma"-adjective-eo
"supera ĉambro"-noun-eo "cámara alta"-noun-es
"cámara alta"-noun-es "supera ĉambro"-noun-eo
"malsupera ĉambro"-noun-eo "cámara baja"-noun-es
"cámara baja"-noun-es "malsupera ĉambro"-noun-eo
"strekokodo"-noun-eo "código de barras"-noun-es
"código de barras"-noun-es "strekokodo"-noun-eo
"Darvino"-properNoun-eo "Darwin"-properNoun-es
"Darwin"-properNoun-es "Darvino"-properNoun-eo
"Darwin"-properNoun-es "Darvino"-noun-eo
"Darwin"-properNoun-es "Darwin"-properNoun-eo
"Darwin"-properNoun-es "Darwin"-noun-eo
"Darvino"-noun-eo "Darwin"-properNoun-es
"Darwin"-properNoun-eo "Darwin"-properNoun-es
"Darwin"-noun-eo "Darwin"-properNoun-es
"duope"-adverb-eo "de dos en dos"-adverb-es
"de dos en dos"-adverb-es "duope"-adverb-eo
"defendanta"-adjective-eo "defensor"-adjective-es
"defensor"-adjective-es "defendanta"-adjective-eo
"senarbarigo"-noun-eo "deforestación"-noun-es
"deforestación"-noun-es "senarbarigo"-noun-eo
"deforestación"-noun-es "senarbigo"-noun-eo
"senarbigo"-noun-eo "deforestación"-noun-es
"Delhio"-properNoun-eo "Delhi"-properNoun-es
"Delhi"-properNoun-es "Delhio"-properNoun-eo
"delimitación"-noun-es "limsignado"-noun-eo
"demonstracii"-verb-eo "demostrar"-verb-es
"demostrar"-verb-es "demonstracii"-verb-eo
"elmontra"-adjective-eo "demostrativo"-adjective-es
"demostrativo"-adjective-es "elmontra"-adjective-eo
"veinda"-adjective-eo "deplorable"-adjective-es
"deplorable"-adjective-es "veinda"-adjective-eo
"depreco"-noun-eo "depreciación"-noun-es
"depreciación"-noun-es "depreco"-noun-eo
"depreciación"-noun-es "deprecado"-noun-eo
"deprecado"-noun-eo "depreciación"-noun-es
"depreci"-verb-eo "depreciar"-verb-es
"depreciar"-verb-es "depreci"-verb-eo
"dekstrisma"-adjective-eo "derechista"-adjective-es
"derechista"-adjective-es "dekstrisma"-adjective-eo
"derivado"-noun-eo "derivación"-noun-es
"derivación"-noun-es "derivado"-noun-eo
"nuliga"-adjective-eo "derogatorio"-adjective-es
"derogatorio"-adjective-es "nuliga"-adjective-eo
"derogatorio"-adjective-es "abola"-adjective-eo
"abola"-adjective-eo "derogatorio"-adjective-es
"senaktivigo"-noun-eo "desactivación"-noun-es
"desactivación"-noun-es "senaktivigo"-noun-eo
"desactivación"-noun-es "senaktiviĝo"-noun-eo
"senaktiviĝo"-noun-eo "desactivación"-noun-es
"nedankema"-adjective-eo "ingrato"-adjective-es
"ingrato"-adjective-es "nedankema"-adjective-eo
"senrimarka"-adjective-eo "desapercibido"-adjective-es
"desapercibido"-adjective-es "senrimarka"-adjective-eo
"senŝua"-adjective-eo "descalzo"-adjective-es
"descalzo"-adjective-es "senŝua"-adjective-eo
"descendiente"-adjective-es "descenda"-adjective-eo
"descendiente"-adjective-es "malaltiĝanta"-adjective-eo
"malaltiĝanta"-adjective-eo "descendiente"-adjective-es
"malkoloniado"-noun-eo "descolonización"-noun-es
"descolonización"-noun-es "malkoloniado"-noun-eo
"malkoncentriĝo"-noun-eo "desconcentración"-noun-es
"desconcentración"-noun-es "malkoncentriĝo"-noun-eo
"desconcentración"-noun-es "malkoncentrigo"-noun-eo
"malkoncentrigo"-noun-eo "desconcentración"-noun-es
"senĝeno"-noun-eo "desenfado"-noun-es
"desenfado"-noun-es "senĝeno"-noun-eo
"espeluznante"-adjective-es "harstariga"-adjective-eo
"misregado"-noun-eo "desgobierno"-noun-es
"desgobierno"-noun-es "misregado"-noun-eo
"desgobierno"-noun-es "mismatrumado"-noun-eo
"mismatrumado"-noun-eo "desgobierno"-noun-es
"misinformado"-noun-eo "desinformación"-noun-es
"desinformación"-noun-es "misinformado"-noun-eo
"sentoksigo"-noun-eo "desintoxicación"-noun-es
"desintoxicación"-noun-es "sentoksigo"-noun-eo
"desintoxicación"-noun-es "sentoksiĝo"-noun-eo
"sentoksiĝo"-noun-eo "desintoxicación"-noun-es
"niveldiferenco"-noun-eo "desnivel"-noun-es
"desnivel"-noun-es "niveldiferenco"-noun-eo
"nudo"-noun-eo "desnudo"-noun-es
"desnudo"-noun-es "nudo"-noun-eo
"desnudo"-noun-es "nudaĵo"-noun-eo
"desnudo"-noun-es "nud-pentraĵo"-noun-eo
"desnudo"-noun-es "nud-foto"-noun-eo
"nudaĵo"-noun-eo "desnudo"-noun-es
"nud-pentraĵo"-noun-eo "desnudo"-noun-es
"nud-foto"-noun-eo "desnudo"-noun-es
"misorientiĝo"-noun-eo "desorientación"-noun-es
"desorientación"-noun-es "misorientiĝo"-noun-eo
"desorientación"-noun-es "misorientado"-noun-eo
"misorientado"-noun-eo "desorientación"-noun-es
"laŭpeco"-noun-eo "destajo"-noun-es
"destajo"-noun-es "laŭpeco"-noun-eo
"arkaikiĝo"-noun-eo "desuso"-noun-es
"desuso"-noun-es "arkaikiĝo"-noun-eo
"misfamiganto"-noun-eo "detractor"-noun-es
"detractor"-noun-es "misfamiganto"-noun-eo
"detractor"-noun-es "diskreditanto"-noun-eo
"diskreditanto"-noun-eo "detractor"-noun-es
"misfamiga"-adjective-eo "detractor"-adjective-es
"detractor"-adjective-es "misfamiga"-adjective-eo
"detractor"-adjective-es "diskredita"-adjective-eo
"diskredita"-adjective-eo "detractor"-adjective-es
"ŝuldanta"-adjective-eo "deudor"-adjective-es
"deudor"-adjective-es "ŝuldanta"-adjective-eo
"ŝanĝo-procezo"-noun-eo "devenir"-noun-es
"devenir"-noun-es "ŝanĝo-procezo"-noun-eo
"digestigaĵo"-noun-eo "digestivo"-noun-es
"digestivo"-noun-es "digestigaĵo"-noun-eo
"eltemaĵo"-noun-eo "digresión"-noun-es
"digresión"-noun-es "eltemaĵo"-noun-eo
"diskaro"-noun-eo "discografía"-noun-es
"discografía"-noun-es "diskaro"-noun-eo
"disk-eldonejo"-noun-eo "discográfica"-noun-es
"discográfica"-noun-es "disk-eldonejo"-noun-eo
"son-diska"-adjective-eo "discográfico"-adjective-es
"discográfico"-adjective-es "son-diska"-adjective-eo
"discográfico"-adjective-es "diska"-adjective-eo
"diska"-adjective-eo "discográfico"-adjective-es
"Disney"-properNoun-eo "Disney"-properNoun-es
"Disney"-properNoun-eo "Disney"-noun-es
"Disney"-properNoun-es "Disney"-properNoun-eo
"Disney"-properNoun-es "Disney"-noun-eo
"Disney"-noun-es "Disney"-properNoun-eo
"Disney"-noun-es "Disney"-noun-eo
"Disney"-noun-eo "Disney"-properNoun-es
"Disney"-noun-eo "Disney"-noun-es
"dislimiga"-adjective-eo "divisorio"-adjective-es
"divisorio"-adjective-es "dislimiga"-adjective-eo
"diésel"-noun-es "dizel-oleo"-noun-eo
"gasóleo"-noun-es "dizel-oleo"-noun-eo
"dominga"-adjective-eo "dominicano"-adjective-es
"dominicano"-adjective-es "dominga"-adjective-eo
"dora"-adjective-eo "dórico"-adjective-es
"dórico"-adjective-es "dora"-adjective-eo
"dórico"-adjective-es "dorika"-adjective-eo
"dorika"-adjective-eo "dórico"-adjective-es
"dorsa numero"-noun-eo "dorsal"-noun-es
"dorsal"-noun-es "dorsa numero"-noun-eo
"dona"-noun-eo "doña"-noun-es
"doña"-noun-es "dona"-noun-eo
"Doŭro"-properNoun-eo "Duero"-properNoun-es
"Duero"-properNoun-es "Doŭro"-properNoun-eo
"ekoturismo"-noun-eo "ecoturismo"-noun-es
"ecoturismo"-noun-es "ekoturismo"-noun-eo
"ekvadora"-adjective-eo "ecuatoriano"-adjective-es
"ecuatoriano"-adjective-es "ekvadora"-adjective-eo
"Edimburgo"-properNoun-eo "Edimburgo"-properNoun-es
"Edimburgo"-properNoun-es "Edimburgo"-properNoun-eo
"Edipo"-properNoun-eo "Edipo"-properNoun-es
"Edipo"-properNoun-es "Edipo"-properNoun-eo
"egiptologia"-adjective-eo "egiptológico"-adjective-es
"egiptológico"-adjective-es "egiptologia"-adjective-eo
"eminente"-adverb-eo "eminentemente"-adverb-es
"eminentemente"-adverb-es "eminente"-adverb-eo
"ekzempligo"-noun-eo "ejemplificación"-noun-es
"ejemplificación"-noun-es "ekzempligo"-noun-eo
"El Corte Inglés"-properNoun-eo "El Corte Inglés"-properNoun-es
"El Corte Inglés"-properNoun-es "El Corte Inglés"-properNoun-eo
"ellaboro"-noun-eo "elaboración"-noun-es
"elaboración"-noun-es "ellaboro"-noun-eo
"Elektro"-properNoun-eo "Electra"-properNoun-es
"Electra"-properNoun-es "Elektro"-properNoun-eo
"elektrekzekuto"-noun-eo "electrocución"-noun-es
"electrocución"-noun-es "elektrekzekuto"-noun-eo
"electrocución"-noun-es "elektrekzekutado"-noun-eo
"elektrekzekutado"-noun-eo "electrocución"-noun-es
"elimina konkurso"-noun-eo "eliminatoria"-noun-es
"eliminatoria"-noun-es "elimina konkurso"-noun-eo
"elisio"-noun-eo "elisión"-noun-es
"elisión"-noun-es "elisio"-noun-eo
"diglago"-noun-eo "embalse"-noun-es
"embalse"-noun-es "diglago"-noun-eo
"elsendilo"-noun-eo "emisor"-noun-es
"emisor"-noun-es "elsendilo"-noun-eo
"elsendejo"-noun-eo "emisora"-noun-es
"emisora"-noun-es "elsendejo"-noun-eo
"remisi"-verb-eo "empatar"-verb-es
"empatar"-verb-es "remisi"-verb-eo
"instepo"-noun-eo "empeine"-noun-es
"empeine"-noun-es "instepo"-noun-eo
"en certa mezuro"-adverb-eo "en cierta medida"-adverb-es
"en cierta medida"-adverb-es "en certa mezuro"-adverb-eo
"per kontanta mono"-adverb-eo "en efectivo"-adverb-es
"en efectivo"-adverb-es "per kontanta mono"-adverb-eo
"majuskle"-adverb-eo "en mayúsculas"-adverb-es
"en mayúsculas"-adverb-es "majuskle"-adverb-eo
"minuskle"-adverb-eo "en minúsculas"-adverb-es
"en minúsculas"-adverb-es "minuskle"-adverb-eo
"enamiĝinta"-adjective-eo "enamorado"-adjective-es
"enamorado"-adjective-es "enamiĝinta"-adjective-eo
"enkursigo"-noun-eo "encaminamiento"-noun-es
"encaminamiento"-noun-es "enkursigo"-noun-eo
"kontaktŝtopilo"-noun-eo "enchufe"-noun-es
"enchufe"-noun-es "kontaktŝtopilo"-noun-eo
"endogena"-adjective-eo "endógeno"-adjective-es
"endógeno"-adjective-es "endogena"-adjective-eo
"energidone"-adverb-eo "energéticamente"-adverb-es
"energéticamente"-adverb-es "energidone"-adverb-eo
"elnomado"-noun-eo "enumeración"-noun-es
"enumeración"-noun-es "elnomado"-noun-eo
"formulado"-noun-eo "enunciación"-noun-es
"formulado"-noun-eo "formulación"-noun-es
"enunciación"-noun-es "formulado"-noun-eo
"formulación"-noun-es "formulado"-noun-eo
"trimila"-adjective-eo "enésimo"-adjective-es
"enésimo"-adjective-es "trimila"-adjective-eo
"epigono"-noun-eo "epígono"-noun-es
"epígono"-noun-es "epigono"-noun-eo
"samdistanca"-adjective-eo "equidistante"-adjective-es
"equidistante"-adjective-es "samdistanca"-adjective-eo
"gradigita"-adjective-eo "escalonado"-adjective-es
"escalonado"-adjective-es "gradigita"-adjective-eo
"Esmeralda"-properNoun-eo "Esmeralda"-properNoun-es
"Esmeralda"-properNoun-es "Esmeralda"-properNoun-eo
"zorgego"-noun-eo "esmero"-noun-es
"esmero"-noun-es "zorgego"-noun-eo
"hispana naciismo"-noun-eo "españolismo"-noun-es
"españolismo"-noun-es "hispana naciismo"-noun-eo
"hispan-naciisma"-adjective-eo "españolista"-adjective-es
"españolista"-adjective-es "hispan-naciisma"-adjective-eo
"españolista"-adjective-es "hispan-naciista"-adjective-eo
"hispan-naciista"-adjective-eo "españolista"-adjective-es
"fakiĝo"-noun-eo "especialización"-noun-es
"especialización"-noun-es "fakiĝo"-noun-eo
"spektra"-adjective-eo "espectral"-adjective-es
"espectral"-adjective-es "spektra"-adjective-eo
"spermatozoo"-noun-eo "espermatozoide"-noun-es
"espermatozoide"-noun-es "spermatozoo"-noun-eo
"Esĥilo"-properNoun-eo "Esquilo"-properNoun-es
"Esquilo"-properNoun-es "Esĥilo"-properNoun-eo
"disdegna"-adjective-eo "esquivo"-adjective-es
"esquivo"-adjective-es "disdegna"-adjective-eo
"stampedo"-noun-eo "estampida"-noun-es
"estampida"-noun-es "stampedo"-noun-eo
"stertoro"-noun-eo "estertor"-noun-es
"estertor"-noun-es "stertoro"-noun-eo
"stetoskopo"-noun-eo "estetoscopio"-noun-es
"estetoscopio"-noun-es "stetoskopo"-noun-eo
"stiligo"-noun-eo "estilización"-noun-es
"estilización"-noun-es "stiligo"-noun-eo
"estilización"-noun-es "stiliĝo"-noun-eo
"stiliĝo"-noun-eo "estilización"-noun-es
"stratego"-noun-eo "estratega"-noun-es
"estratega"-noun-es "stratego"-noun-eo
"Ĝibraltara Markolo"-properNoun-eo "estrecho de Gibraltar"-properNoun-es
"estrecho de Gibraltar"-properNoun-es "Ĝibraltara Markolo"-properNoun-eo
"kajtielpluo"-noun-eo "etcétera"-noun-es
"etcétera"-noun-es "kajtielpluo"-noun-eo
"eŭrozono"-noun-eo "eurozona"-noun-es
"eurozona"-noun-es "eŭrozono"-noun-eo
"Eŭripido"-properNoun-eo "Eurípides"-properNoun-es
"Eurípides"-properNoun-es "Eŭripido"-properNoun-eo
"eŭsklingviĝo"-noun-eo "euskaldunización"-noun-es
"euskaldunización"-noun-es "eŭsklingviĝo"-noun-eo
"euskaldunización"-noun-es "eŭsklingvigo"-noun-eo
"eŭsklingvigo"-noun-eo "euskaldunización"-noun-es
"eŭska lingvo"-noun-eo "euskara"-noun-es
"eŭska lingvo"-noun-eo "euskera"-noun-es
"euskara"-noun-es "eŭska lingvo"-noun-eo
"euskera"-noun-es "eŭska lingvo"-noun-eo
"fosmaŝino"-noun-eo "excavadora"-noun-es
"excavadora"-noun-es "fosmaŝino"-noun-eo
"eksklavo"-noun-eo "exclave"-noun-es
"exclave"-noun-es "eksklavo"-noun-eo
"esplanado"-noun-eo "explanada"-noun-es
"explanada"-noun-es "esplanado"-noun-eo
"eksponenciala"-adjective-eo "exponencial"-adjective-es
"exponencial"-adjective-es "eksponenciala"-adjective-eo
"eksponenciale"-adverb-eo "exponencialmente"-adverb-es
"exponencialmente"-adverb-es "eksponenciale"-adverb-eo
"eksprezidanto"-noun-eo "expresidente"-noun-es
"expresidente"-noun-es "eksprezidanto"-noun-eo
"expresidente"-noun-es "eksprezidento"-noun-eo
"expresidente"-noun-es "prezidinto"-noun-eo
"eksprezidento"-noun-eo "expresidente"-noun-es
"prezidinto"-noun-eo "expresidente"-noun-es
"citronpremilo"-noun-eo "exprimidor"-noun-es
"exprimidor"-noun-es "citronpremilo"-noun-eo
"eksterkontrakta"-adjective-eo "extracontractual"-adjective-es
"extracontractual"-adjective-es "eksterkontrakta"-adjective-eo
"Facebook"-properNoun-eo "Facebook"-properNoun-es
"Facebook"-properNoun-es "Facebook"-properNoun-eo
"faktorio"-noun-eo "factoría"-noun-es
"factoría"-noun-es "faktorio"-noun-eo
"falangisto"-noun-eo "falangista"-noun-es
"falangista"-noun-es "falangisto"-noun-eo
"falangista"-adjective-eo "falangista"-adjective-es
"falangista"-adjective-es "falangista"-adjective-eo
"falangista"-adjective-es "falangisma"-adjective-eo
"falangisma"-adjective-eo "falangista"-adjective-es
"fiaska"-adjective-eo "fallido"-adjective-es
"fallido"-adjective-es "fiaska"-adjective-eo
"Federico"-properNoun-eo "Federico"-properNoun-es
"Federico"-properNoun-es "Federico"-properNoun-eo
"pordo-mato"-noun-eo "felpudo"-noun-es
"felpudo"-noun-es "pordo-mato"-noun-eo
"karbolo"-noun-eo "fenol"-noun-es
"fenol"-noun-es "karbolo"-noun-eo
"kruelego"-noun-eo "ferocidad"-noun-es
"ferocidad"-noun-es "kruelego"-noun-eo
"fekundiga"-adjective-eo "fertilizante"-adjective-es
"fertilizante"-adjective-es "fekundiga"-adjective-eo
"fetiĉismo"-noun-eo "fetichismo"-noun-es
"fetichismo"-noun-es "fetiĉismo"-noun-eo
"Fidel"-properNoun-eo "Fidel"-properNoun-es
"Fidel"-properNoun-es "Fidel"-properNoun-eo
"prokurorejo"-noun-eo "fiscalía"-noun-es
"fiscalía"-noun-es "prokurorejo"-noun-eo
"fiscalía"-noun-es "prokuroreco"-noun-eo
"prokuroreco"-noun-eo "fiscalía"-noun-es
"fizikkemia"-adjective-eo "fisicoquímico"-adjective-es
"fisicoquímico"-adjective-es "fizikkemia"-adjective-eo
"fisicoquímico"-adjective-es "fizikĥemia"-adjective-eo
"fizikĥemia"-adjective-eo "fisicoquímico"-adjective-es
"fiziologie"-adverb-eo "fisiológicamente"-adverb-es
"fisiológicamente"-adverb-es "fiziologie"-adverb-eo
"fizikoterapeŭto"-noun-eo "fisioterapeuta"-noun-es
"fisioterapeuta"-noun-es "fizikoterapeŭto"-noun-eo
"flutisto"-noun-eo "flautista"-noun-es
"flautista"-noun-es "flutisto"-noun-eo
"Florentino"-properNoun-eo "Florentino"-properNoun-es
"Florentino"-properNoun-es "Florentino"-properNoun-eo
"molaĉa"-adjective-eo "flácido"-adjective-es
"flácido"-adjective-es "molaĉa"-adjective-eo
"formanta"-adjective-eo "formativo"-adjective-es
"formativo"-adjective-es "formanta"-adjective-eo
"franclingva komunumo"-noun-eo "francofonía"-noun-es
"francofonía"-noun-es "franclingva komunumo"-noun-eo
"tiraljoro"-noun-eo "francotirador"-noun-es
"francotirador"-noun-es "tiraljoro"-noun-eo
"Franz"-properNoun-eo "Franz"-properNoun-es
"Franz"-properNoun-es "Franz"-properNoun-eo
"frondoriĉa"-adjective-eo "frondoso"-adjective-es
"frondoso"-adjective-es "frondoriĉa"-adjective-eo
"fruktozo"-noun-eo "fructosa"-noun-es
"fructosa"-noun-es "fruktozo"-noun-eo
"fundamentado"-noun-eo "fundamentación"-noun-es
"fundamentación"-noun-es "fundamentado"-noun-eo
"funebraĵo"-noun-eo "funeral"-noun-es
"funeral"-noun-es "funebraĵo"-noun-eo
"tablofutbalo"-noun-eo "futbolín"-noun-es
"futbolín"-noun-es "tablofutbalo"-noun-eo
"Gaddafi"-properNoun-eo "Gaddafi"-properNoun-es
"Gaddafi"-properNoun-eo "Gaddafi"-noun-es
"Gaddafi"-properNoun-es "Gaddafi"-properNoun-eo
"Gaddafi"-properNoun-es "Gaddafi"-noun-eo
"Gaddafi"-noun-es "Gaddafi"-properNoun-eo
"Gaddafi"-noun-es "Gaddafi"-noun-eo
"Gaddafi"-noun-eo "Gaddafi"-properNoun-es
"Gaddafi"-noun-eo "Gaddafi"-noun-es
"Gagarin"-properNoun-eo "Gagarin"-properNoun-es
"Gagarin"-properNoun-es "Gagarin"-properNoun-eo
"Gagarin"-properNoun-es "Gagarin"-noun-eo
"Gagarin"-noun-eo "Gagarin"-properNoun-es
"galvanizo"-noun-eo "galvanización"-noun-es
"galvanización"-noun-es "galvanizo"-noun-eo
"zinki"-verb-eo "galvanizar"-verb-es
"galvanizar"-verb-es "zinki"-verb-eo
"gameto"-noun-eo "gameto"-noun-es
"gameto"-noun-es "gameto"-noun-eo
"bruto-bredisto"-noun-eo "ganadero"-noun-es
"ganadero"-noun-es "bruto-bredisto"-noun-eo
"ĉirkaŭminaĵo"-noun-eo "ganga"-noun-es
"ganga"-noun-es "ĉirkaŭminaĵo"-noun-eo
"Gates"-properNoun-eo "Gates"-properNoun-es
"Gates"-properNoun-eo "Gates"-noun-es
"Gates"-properNoun-es "Gates"-properNoun-eo
"Gates"-properNoun-es "Gates"-noun-eo
"Gates"-noun-es "Gates"-properNoun-eo
"Gates"-noun-es "Gates"-noun-eo
"Gates"-noun-eo "Gates"-properNoun-es
"Gates"-noun-eo "Gates"-noun-es
"genotipo"-noun-eo "genotipo"-noun-es
"genotipo"-noun-es "genotipo"-noun-eo
"Georges"-properNoun-eo "Georges"-properNoun-es
"Georges"-properNoun-es "Georges"-properNoun-eo
"ĝibraltarano"-noun-eo "gibraltareño"-noun-es
"gibraltareño"-noun-es "ĝibraltarano"-noun-eo
"ĝibraltara"-adjective-eo "gibraltareño"-adjective-es
"gibraltareño"-adjective-es "ĝibraltara"-adjective-eo
"gluono"-noun-eo "gluón"-noun-es
"gluón"-noun-es "gluono"-noun-eo
"goli"-verb-eo "golear"-verb-es
"golear"-verb-es "goli"-verb-eo
"Gorbaĉov"-properNoun-eo "Gorbachov"-properNoun-es
"Gorbaĉov"-properNoun-eo "Gorbachov"-noun-es
"Gorbachov"-properNoun-es "Gorbaĉov"-properNoun-eo
"Gorbachov"-properNoun-es "Gorbaĉov"-noun-eo
"Gorbachov"-noun-es "Gorbaĉov"-properNoun-eo
"Gorbachov"-noun-es "Gorbaĉov"-noun-eo
"Gorbaĉov"-noun-eo "Gorbachov"-properNoun-es
"Gorbaĉov"-noun-eo "Gorbachov"-noun-es
"gradualmente"-adverb-es "laŭgrade"-adverb-eo
"granada"-adjective-eo "granadino"-adjective-es
"granadino"-adjective-es "granada"-adjective-eo
"agrafilo"-noun-eo "grapadora"-noun-es
"grapadora"-noun-es "agrafilo"-noun-eo
"gratenilo"-noun-eo "gratinador"-noun-es
"gratinador"-noun-es "gratenilo"-noun-eo
"gilda"-adjective-eo "gremial"-adjective-es
"gremial"-adjective-es "gilda"-adjective-eo
"Gvadalkiviro"-properNoun-eo "Guadalquivir"-properNoun-es
"Guadalquivir"-properNoun-es "Gvadalkiviro"-properNoun-eo
"Gvadiano"-properNoun-eo "Guadiana"-properNoun-es
"Guadiana"-properNoun-es "Gvadiano"-properNoun-eo
"gvatemalano"-noun-eo "guatemalteco"-noun-es
"guatemalteco"-noun-es "gvatemalano"-noun-eo
"gvatemala"-adjective-eo "guatemalteco"-adjective-es
"guatemalteco"-adjective-es "gvatemala"-adjective-eo
"Gipuzko"-properNoun-eo "Guipúzcoa"-properNoun-es
"Guipúzcoa"-properNoun-es "Gipuzko"-properNoun-eo
"glutemo"-noun-eo "gula"-noun-es
"gula"-noun-es "glutemo"-noun-eo
"loĝeblo"-noun-eo "habitabilidad"-noun-es
"habitabilidad"-noun-es "loĝeblo"-noun-eo
"habitabilidad"-noun-es "loĝebleco"-noun-eo
"loĝebleco"-noun-eo "habitabilidad"-noun-es
"suben"-adverb-eo "hacia abajo"-adverb-es
"hacia abajo"-adverb-es "suben"-adverb-eo
"dekstren"-adverb-eo "hacia la derecha"-adverb-es
"hacia la derecha"-adverb-es "dekstren"-adverb-eo
"maldekstren"-adverb-eo "hacia la izquierda"-adverb-es
"hacia la izquierda"-adverb-es "maldekstren"-adverb-eo
"en ioma grado"-adverb-eo "hasta cierto punto"-adverb-es
"hasta cierto punto"-adverb-es "en ioma grado"-adverb-eo
"ĝis baldaŭ"-interjection-eo "hasta pronto"-interjection-es
"hasta pronto"-interjection-es "ĝis baldaŭ"-interjection-eo
"hemofilio"-noun-eo "hemofilia"-noun-es
"hemofilia"-noun-es "hemofilio"-noun-eo
"hemoroido"-noun-eo "hemorroide"-noun-es
"hemorroide"-noun-es "hemoroido"-noun-eo
"herbo-manĝa"-adjective-eo "herbívoro"-adjective-es
"herbívoro"-adjective-es "herbo-manĝa"-adjective-eo
"herbo-manĝulo"-noun-eo "herbívoro"-noun-es
"herbívoro"-noun-es "herbo-manĝulo"-noun-eo
"Herodo"-properNoun-eo "Herodes"-properNoun-es
"Herodes"-properNoun-es "Herodo"-properNoun-eo
"heraldika"-adjective-eo "heráldico"-adjective-es
"heráldico"-adjective-es "heraldika"-adjective-eo
"travintrado"-noun-eo "hibernación"-noun-es
"hibernación"-noun-es "travintrado"-noun-eo
"hibernación"-noun-es "vintro-dormado"-noun-eo
"vintro-dormado"-noun-eo "hibernación"-noun-es
"supersentiveco"-noun-eo "hipersensibilidad"-noun-es
"hipersensibilidad"-noun-es "supersentiveco"-noun-eo
"hipertensio"-noun-eo "hipertensión"-noun-es
"hipertensión"-noun-es "hipertensio"-noun-eo
"hipoteka"-adjective-eo "hipotecario"-adjective-es
"hipotecario"-adjective-es "hipoteka"-adjective-eo
"Hispan-ameriko"-properNoun-eo "Hispanoamérica"-properNoun-es
"Hispanoamérica"-properNoun-es "Hispan-ameriko"-properNoun-eo
"Hollywood"-properNoun-eo "Hollywood"-properNoun-es
"Hollywood"-properNoun-es "Hollywood"-properNoun-eo
"homogeneco"-noun-eo "homogeneidad"-noun-es
"homogeneidad"-noun-es "homogeneco"-noun-eo
"homogeneidad"-noun-es "homogeno"-noun-eo
"homogeno"-noun-eo "homogeneidad"-noun-es
"samnoma"-adjective-eo "homónimo"-adjective-es
"homónimo"-adjective-es "samnoma"-adjective-eo
"samnomulo"-noun-eo "tocayo"-noun-es
"tocayo"-noun-es "samnomulo"-noun-eo
"hondurano"-noun-eo "hondureño"-noun-es
"hondureño"-noun-es "hondurano"-noun-eo
"hondura"-adjective-eo "hondureño"-adjective-es
"hondureño"-adjective-es "hondura"-adjective-eo
"ciperaĵo"-noun-eo "horchata"-noun-es
"horchata"-noun-es "ciperaĵo"-noun-eo
"bakaĵo"-noun-eo "hornada"-noun-es
"hornada"-noun-es "bakaĵo"-noun-eo
"home"-adverb-eo "humanamente"-adverb-es
"humanamente"-adverb-es "home"-adverb-eo
"horzono"-noun-eo "huso horario"-noun-es
"huso horario"-noun-es "horzono"-noun-eo
"Iber-Ameriko"-properNoun-eo "Iberoamérica"-properNoun-es
"Iberoamérica"-properNoun-es "Iber-Ameriko"-properNoun-eo
"idealiĝo"-noun-eo "idealización"-noun-es
"idealización"-noun-es "idealiĝo"-noun-eo
"idealización"-noun-es "idealigo"-noun-eo
"idealigo"-noun-eo "idealización"-noun-es
"identigebla"-adjective-eo "identificable"-adjective-es
"identificable"-adjective-es "identigebla"-adjective-eo
"iglo"-noun-eo "iglú"-noun-es
"iglú"-noun-es "iglo"-noun-eo
"fajrimuna"-adjective-eo "ignífugo"-adjective-es
"ignífugo"-adjective-es "fajrimuna"-adjective-eo
"samrajta"-adjective-eo "igualitario"-adjective-es
"igualitario"-adjective-es "samrajta"-adjective-eo
"samrajtismo"-noun-eo "igualitarismo"-noun-es
"igualitarismo"-noun-es "samrajtismo"-noun-eo
"eksterleĝigo"-noun-eo "ilegalización"-noun-es
"ilegalización"-noun-es "eksterleĝigo"-noun-eo
"ilegalización"-noun-es "eksterleĝiĝo"-noun-eo
"eksterleĝiĝo"-noun-eo "ilegalización"-noun-es
"nepago"-noun-eo "impago"-noun-es
"impago"-noun-es "nepago"-noun-eo
"senpersona"-adjective-eo "impersonal"-adjective-es
"impersonal"-adjective-es "senpersona"-adjective-eo
"implicite"-adverb-eo "implícitamente"-adverb-es
"implícitamente"-adverb-es "implicite"-adverb-eo
"importa"-adjective-eo "importador"-adjective-es
"importador"-adjective-es "importa"-adjective-eo
"manko de antaŭvido"-noun-eo "imprevisión"-noun-es
"imprevisión"-noun-es "manko de antaŭvido"-noun-eo
"enspezimposto"-noun-eo "impuesto sobre la renta"-noun-es
"impuesto sobre la renta"-noun-es "enspezimposto"-noun-eo
"lastsekunde"-adverb-eo "in extremis"-adverb-es
"in extremis"-adverb-es "lastsekunde"-adverb-eo
"manko de agado"-noun-eo "inacción"-noun-es
"inacción"-noun-es "manko de agado"-noun-eo
"inacción"-noun-es "nenifarado"-noun-eo
"nenifarado"-noun-eo "inacción"-noun-es
"necedebla"-adjective-eo "inalienable"-adjective-es
"inalienable"-adjective-es "necedebla"-adjective-eo
"nekohereco"-noun-eo "incoherencia"-noun-es
"incoherencia"-noun-es "nekohereco"-noun-eo
"incoherencia"-noun-es "nekohero"-noun-eo
"nekohero"-noun-eo "incoherencia"-noun-es
"nekohere"-adverb-eo "incoherentemente"-adverb-es
"incoherentemente"-adverb-es "nekohere"-adverb-eo
