"the other"-pronoun-en "l'altre"-pronoun-ca
"fora de servei"-adverb-ca "out of commission"-adverb-en
"out of commission"-adverb-en "fora de servei"-adverb-ca
"off limits"-adverb-en "fora dels límits"-adverb-ca
"fora dels límits"-adverb-ca "off limits"-adverb-en
"off the air"-adverb-en "fora d'antena"-adverb-ca
"fora d'antena"-adverb-ca "off the air"-adverb-en
"offensively"-adverb-en "de manera ofensiva"-adverb-ca
"de manera ofensiva"-adverb-ca "offensively"-adverb-en
"on a different scale"-adverb-en "a una altra escala"-adverb-ca
"a una altra escala"-adverb-ca "on a different scale"-adverb-en
"on a sale or return basis"-adverb-en "en dipòsit"-adverb-ca
"en dipòsit"-adverb-ca "on a sale or return basis"-adverb-en
"a la corda fluixa"-adverb-ca "walking a tightrope"-adverb-en
"walking a tightrope"-adverb-en "a la corda fluixa"-adverb-ca
"on account"-adverb-en "a compte"-adverb-ca
"a compte"-adverb-ca "on account"-adverb-en
"on all fours"-adverb-en "de quatre grapes"-adverb-ca
"de quatre grapes"-adverb-ca "on all fours"-adverb-en
"de quatre grapes"-adverb-ca "on hands and knees"-adverb-en
"on hands and knees"-adverb-en "de quatre grapes"-adverb-ca
"on an equal footing"-adverb-en "en les mateixes condicions"-adverb-ca
"en les mateixes condicions"-adverb-ca "on an equal footing"-adverb-en
"en les mateixes condicions"-adverb-ca "other things being equal"-adverb-en
"other things being equal"-adverb-en "en les mateixes condicions"-adverb-ca
"on and on"-adverb-en "una vegada i una altra"-adverb-ca
"una vegada i una altra"-adverb-ca "on and on"-adverb-en
"on approval"-adverb-en "a prova"-adverb-ca
"a prova"-adverb-ca "on approval"-adverb-en
"a prova"-adverb-ca "on trial"-adverb-en
"a prova"-adverb-ca "to the test"-adverb-en
"on trial"-adverb-en "a prova"-adverb-ca
"on trial"-adverb-en "en prova"-adverb-ca
"to the test"-adverb-en "a prova"-adverb-ca
"on arrival of the goods"-adverb-en "en arribar les mercaderies"-adverb-ca
"en arribar les mercaderies"-adverb-ca "on arrival of the goods"-adverb-en
"on credit terms"-adverb-en "a termini"-adverb-ca
"a termini"-adverb-ca "on credit terms"-adverb-en
"a termini"-adverb-ca "on credit"-adverb-en
"a termini"-adverb-ca "on the never-never"-adverb-en
"on credit"-adverb-en "a termini"-adverb-ca
"on credit"-adverb-en "a crèdit"-adverb-ca
"on the never-never"-adverb-en "a termini"-adverb-ca
"a crèdit"-adverb-ca "on credit"-adverb-en
"on cue"-adverb-en "en el moment just"-adverb-ca
"en el moment just"-adverb-ca "on cue"-adverb-en
"on demand"-adverb-en "a petició"-adverb-ca
"a petició"-adverb-ca "on demand"-adverb-en
"a petició"-adverb-ca "upon request"-adverb-en
"upon request"-adverb-en "a petició"-adverb-ca
"on easy terms"-adverb-en "en bones relacions"-adverb-ca
"en bones relacions"-adverb-ca "on easy terms"-adverb-en
"en bones relacions"-adverb-ca "on good terms"-adverb-en
"en bones relacions"-adverb-ca "on speaking terms"-adverb-en
"on good terms"-adverb-en "en bones relacions"-adverb-ca
"on speaking terms"-adverb-en "en bones relacions"-adverb-ca
"on further acquaintance"-adverb-en "considerant-ho més detalladament"-adverb-ca
"considerant-ho més detalladament"-adverb-ca "on further acquaintance"-adverb-en
"considerant-ho més detalladament"-adverb-ca "on further consideration"-adverb-en
"on further consideration"-adverb-en "considerant-ho més detalladament"-adverb-ca
"per la seua banda"-adverb-ca "on her part"-adverb-en
"per la seua banda"-adverb-ca "on his part"-adverb-en
"per la seua banda"-adverb-ca "on their part"-adverb-en
"de vacances"-adverb-ca "on vacation"-adverb-en
"on vacation"-adverb-en "de vacances"-adverb-ca
"on home ground"-adverb-en "en terreny propi"-adverb-ca
"en terreny propi"-adverb-ca "on home ground"-adverb-en
"per si sola"-adverb-ca "on its own"-adverb-en
"per si sol"-adverb-ca "on its own"-adverb-en
"on location"-adverb-en "en exteriors"-adverb-ca
"en exteriors"-adverb-ca "on location"-adverb-en
"on my account"-adverb-en "en nom meu"-adverb-ca
"en nom meu"-adverb-ca "on my account"-adverb-en
"on our account"-adverb-en "en nom nostre"-adverb-ca
"en nom nostre"-adverb-ca "on our account"-adverb-en
"on principle"-adverb-en "per principis"-adverb-ca
"per principis"-adverb-ca "on principle"-adverb-en
"on second thoughts"-adverb-en "ben mirat"-adverb-ca
"ben mirat"-adverb-ca "on second thoughts"-adverb-en
"on social grounds"-adverb-en "per motius socials"-adverb-ca
"per motius socials"-adverb-ca "on social grounds"-adverb-en
"on stage"-adverb-en "en escena"-adverb-ca
"en escena"-adverb-ca "on stage"-adverb-en
"on television"-adverb-en "a la televisió"-adverb-ca
"a la televisió"-adverb-ca "on television"-adverb-en
"on the agenda"-adverb-en "en l'ordre del dia"-adverb-ca
"en l'ordre del dia"-adverb-ca "on the agenda"-adverb-en
"on the air"-adverb-en "en antena"-adverb-ca
"en antena"-adverb-ca "on the air"-adverb-en
"en antena"-adverb-ca "on the airwaves"-adverb-en
"on the airwaves"-adverb-en "en antena"-adverb-ca
"on the average"-adverb-en "de mitjana"-adverb-ca
"de mitjana"-adverb-ca "on the average"-adverb-en
"on the dole"-adverb-en "a l'atur"-adverb-ca
"a l'atur"-adverb-ca "on the dole"-adverb-en
"on the father's side"-adverb-en "per part de pare"-adverb-ca
"per part de pare"-adverb-ca "on the father's side"-adverb-en
"per part de pare"-adverb-ca "on the paternal side"-adverb-en
"on the paternal side"-adverb-en "per part de pare"-adverb-ca
"on the hour"-adverb-en "a l'hora en punt"-adverb-ca
"a l'hora en punt"-adverb-ca "on the hour"-adverb-en
"on the increase"-adverb-en "a l'alça"-adverb-ca
"a l'alça"-adverb-ca "on the increase"-adverb-en
"a l'alça"-adverb-ca "on the rise"-adverb-en
"on the rise"-adverb-en "a l'alça"-adverb-ca
"on the left hand"-adverb-en "a mà esquerra"-adverb-ca
"a mà esquerra"-adverb-ca "on the left hand"-adverb-en
"on the left side of the road"-adverb-en "a la banda esquerra de la carretera"-adverb-ca
"a la banda esquerra de la carretera"-adverb-ca "on the left side of the road"-adverb-en
"on the maternal side"-adverb-en "per part de mare"-adverb-ca
"per part de mare"-adverb-ca "on the maternal side"-adverb-en
"per part de mare"-adverb-ca "on the mother's side"-adverb-en
"on the mother's side"-adverb-en "per part de mare"-adverb-ca
"on the mend"-adverb-en "millorant"-adverb-ca
"millorant"-adverb-ca "on the mend"-adverb-en
"millorant"-adverb-ca "on the up and up"-adverb-en
"on the up and up"-adverb-en "millorant"-adverb-ca
"on the phone"-adverb-en "al telèfon"-adverb-ca
"al telèfon"-adverb-ca "on the phone"-adverb-en
"al telèfon"-adverb-ca "on the telephone"-adverb-en
"on the telephone"-adverb-en "al telèfon"-adverb-ca
"on the right hand"-adverb-en "a mà dreta"-adverb-ca
"a mà dreta"-adverb-ca "on the right hand"-adverb-en
"on the right side of the road"-adverb-en "a la banda dreta de la carretera"-adverb-ca
"a la banda dreta de la carretera"-adverb-ca "on the right side of the road"-adverb-en
"on the road"-adverb-en "a la carretera"-adverb-ca
"a la carretera"-adverb-ca "on the road"-adverb-en
"on the same terms"-adverb-en "en els mateixos termes"-adverb-ca
"en els mateixos termes"-adverb-ca "on the same terms"-adverb-en
"on the same wavelength"-adverb-en "en la mateixa ona"-adverb-ca
"en la mateixa ona"-adverb-ca "on the same wavelength"-adverb-en
"on the spot"-adverb-en "en el mateix moment"-adverb-ca
"en el mateix moment"-adverb-ca "on the spot"-adverb-en
"en prova"-adverb-ca "on trial"-adverb-en
"on unequal terms"-adverb-en "en condicions diferents"-adverb-ca
"en condicions diferents"-adverb-ca "on unequal terms"-adverb-en
"on your part"-adverb-en "per la teua banda"-adverb-ca
"on your part"-adverb-en "per part teua"-adverb-ca
"on your part"-adverb-en "per la teva banda"-adverb-ca
"on your part"-adverb-en "per part teva"-adverb-ca
"on your part"-adverb-en "per la vostra banda"-adverb-ca
"on your part"-adverb-en "per part vostra"-adverb-ca
"per la teua banda"-adverb-ca "on your part"-adverb-en
"per part teua"-adverb-ca "on your part"-adverb-en
"per la teva banda"-adverb-ca "on your part"-adverb-en
"per part teva"-adverb-ca "on your part"-adverb-en
"per la vostra banda"-adverb-ca "on your part"-adverb-en
"per part vostra"-adverb-ca "on your part"-adverb-en
"on your terms"-adverb-en "a la vostra manera"-adverb-ca
"a la vostra manera"-adverb-ca "on your terms"-adverb-en
"once more"-adverb-en "altre cop"-adverb-ca
"altre cop"-adverb-ca "once more"-adverb-en
"once upon a time"-adverb-en "hi havia una vegada"-adverb-ca
"hi havia una vegada"-adverb-ca "once upon a time"-adverb-en
"one of these days"-adverb-en "un dia d'aquests"-adverb-ca
"un dia d'aquests"-adverb-ca "one of these days"-adverb-en
"operationally"-adverb-en "operacionalment"-adverb-ca
"operacionalment"-adverb-ca "operationally"-adverb-en
"opportunistically"-adverb-en "oportuníticament"-adverb-ca
"oportuníticament"-adverb-ca "opportunistically"-adverb-en
"optimally"-adverb-en "òptimament"-adverb-ca
"òptimament"-adverb-ca "optimally"-adverb-en
"organizationally"-adverb-en "organitzativament"-adverb-ca
"organitzativament"-adverb-ca "organizationally"-adverb-en
"out here"-adverb-en "aquí fora"-adverb-ca
"aquí fora"-adverb-ca "out here"-adverb-en
"out of all fairness"-adverb-en "amb justícia"-adverb-ca
"amb justícia"-adverb-ca "out of all fairness"-adverb-en
"out of effect"-adverb-en "sense efecte"-adverb-ca
"sense efecte"-adverb-ca "out of effect"-adverb-en
"out of office"-adverb-en "fora del poder"-adverb-ca
"fora del poder"-adverb-ca "out of office"-adverb-en
"over age"-adverb-en "massa gran"-adverb-ca
"massa gran"-adverb-ca "over age"-adverb-en
"overwhelmingly"-adverb-en "de manera aclaparadora"-adverb-ca
"de manera aclaparadora"-adverb-ca "overwhelmingly"-adverb-en
"owing to circumstances"-adverb-en "a causa de les circumstàncies"-adverb-ca
"a causa de les circumstàncies"-adverb-ca "owing to circumstances"-adverb-en
"part way"-adverb-en "a mitges"-adverb-ca
"a mitges"-adverb-ca "part way"-adverb-en
"a mitges"-adverb-ca "partway"-adverb-en
"partway"-adverb-en "a mitges"-adverb-ca
"pejoratively"-adverb-en "pejorativament"-adverb-ca
"pejorativament"-adverb-ca "pejoratively"-adverb-en
"per annum"-adverb-en "l'any"-adverb-ca
"l'any"-adverb-ca "per annum"-adverb-en
"per head"-adverb-en "per cap"-adverb-ca
"per cap"-adverb-ca "per head"-adverb-en
"phonemically"-adverb-en "fonèmicament"-adverb-ca
"fonèmicament"-adverb-ca "phonemically"-adverb-en
"phytogeographically"-adverb-en "fitogeogràficament"-adverb-ca
"fitogeogràficament"-adverb-ca "phytogeographically"-adverb-en
"piece by piece"-adverb-en "peça per peça"-adverb-ca
"peça per peça"-adverb-ca "piece by piece"-adverb-en
"piggyback"-adverb-en "a coll"-adverb-ca
"a coll"-adverb-ca "piggyback"-adverb-en
"plumb in the middle"-adverb-en "just al mig"-adverb-ca
"just al mig"-adverb-ca "plumb in the middle"-adverb-en
"just al mig"-adverb-ca "right in the middle"-adverb-en
"right in the middle"-adverb-en "just al mig"-adverb-ca
"pointedly"-adverb-en "enfàticament"-adverb-ca
"enfàticament"-adverb-ca "pointedly"-adverb-en
"pretty well"-adverb-en "força bé"-adverb-ca
"força bé"-adverb-ca "pretty well"-adverb-en
"força bé"-adverb-ca "quite well"-adverb-en
"quite well"-adverb-en "força bé"-adverb-ca
"probabilistically"-adverb-en "probabilísticament"-adverb-ca
"probabilísticament"-adverb-ca "probabilistically"-adverb-en
"profusely"-adverb-en "de manera abundant"-adverb-ca
"de manera abundant"-adverb-ca "profusely"-adverb-en
"prohibitively"-adverb-en "de manera prohibitiva"-adverb-ca
"de manera prohibitiva"-adverb-ca "prohibitively"-adverb-en
"prolifically"-adverb-en "prolíficament"-adverb-ca
"prolíficament"-adverb-ca "prolifically"-adverb-en
"prominently"-adverb-en "prominentment"-adverb-ca
"prominentment"-adverb-ca "prominently"-adverb-en
"provably"-adverb-en "de manera demostrable"-adverb-ca
"de manera demostrable"-adverb-ca "provably"-adverb-en
"provocatively"-adverb-en "provocativament"-adverb-ca
"provocativament"-adverb-ca "provocatively"-adverb-en
"prudently"-adverb-en "amb prudència"-adverb-ca
"amb prudència"-adverb-ca "prudently"-adverb-en
"quadratically"-adverb-en "quadràticament"-adverb-ca
"quadràticament"-adverb-ca "quadratically"-adverb-en
"quintessentially"-adverb-en "prototípicament"-adverb-ca
"prototípicament"-adverb-ca "quintessentially"-adverb-en
"quite long enough"-adverb-en "més que suficient"-adverb-ca
"més que suficient"-adverb-ca "quite long enough"-adverb-en
"realistically"-adverb-en "realisticament"-adverb-ca
"realisticament"-adverb-ca "realistically"-adverb-en
"recognizably"-adverb-en "reconeixiblement"-adverb-ca
"reconeixiblement"-adverb-ca "recognizably"-adverb-en
"recreationally"-adverb-en "de manera recreativa"-adverb-ca
"de manera recreativa"-adverb-ca "recreationally"-adverb-en
"recursively"-adverb-en "recursivament"-adverb-ca
"recursivament"-adverb-ca "recursively"-adverb-en
"relativistically"-adverb-en "de manera relativista"-adverb-ca
"de manera relativista"-adverb-ca "relativistically"-adverb-en
"remotely"-adverb-en "remotament"-adverb-ca
"remotament"-adverb-ca "remotely"-adverb-en
"reproductively"-adverb-en "reproductivament"-adverb-ca
"reproductivament"-adverb-ca "reproductively"-adverb-en
"retroactively"-adverb-en "retroactivament"-adverb-ca
"retroactivament"-adverb-ca "retroactively"-adverb-en
"reversibly"-adverb-en "de manera reversible"-adverb-ca
"de manera reversible"-adverb-ca "reversibly"-adverb-en
"rhetorically"-adverb-en "retòricament"-adverb-ca
"retòricament"-adverb-ca "rhetorically"-adverb-en
"right and left"-adverb-en "a dreta i esquerra"-adverb-ca
"a dreta i esquerra"-adverb-ca "right and left"-adverb-en
"right from the cradle"-adverb-en "des de petit"-adverb-ca
"des de petit"-adverb-ca "right from the cradle"-adverb-en
"right in front"-adverb-en "just davant"-adverb-ca
"just davant"-adverb-ca "right in front"-adverb-en
"right through the middle"-adverb-en "just pel mig"-adverb-ca
"just pel mig"-adverb-ca "right through the middle"-adverb-en
"round and round"-adverb-en "fent voltes"-adverb-ca
"fent voltes"-adverb-ca "round and round"-adverb-en
"round the clock"-adverb-en "les vint-i quatre hores del dia"-adverb-ca
"les vint-i quatre hores del dia"-adverb-ca "round the clock"-adverb-en
"ruthlessly"-adverb-en "sense compassió"-adverb-ca
"sense compassió"-adverb-ca "ruthlessly"-adverb-en
"scrupulously"-adverb-en "escrupulosament"-adverb-ca
"escrupulosament"-adverb-ca "scrupulously"-adverb-en
"seamlessly"-adverb-en "sense interrupcions"-adverb-ca
"sense interrupcions"-adverb-ca "seamlessly"-adverb-en
"seasonally"-adverb-en "estacionalment"-adverb-ca
"estacionalment"-adverb-ca "seasonally"-adverb-en
"secondarily"-adverb-en "secundàriament"-adverb-ca
"secundàriament"-adverb-ca "secondarily"-adverb-en
"seismically"-adverb-en "sísmicament"-adverb-ca
"sísmicament"-adverb-ca "seismically"-adverb-en
"per separat"-adverb-ca "under separate cover"-adverb-en
"under separate cover"-adverb-en "per separat"-adverb-ca
"sequentially"-adverb-en "seqüencialment"-adverb-ca
"seqüencialment"-adverb-ca "sequentially"-adverb-en
"seriously though"-adverb-en "seriosament però"-adverb-ca
"seriosament però"-adverb-ca "seriously though"-adverb-en
"shockingly"-adverb-en "de manera escandalosa"-adverb-ca
"de manera escandalosa"-adverb-ca "shockingly"-adverb-en
"shoulder to shoulder"-adverb-en "braç a braç"-adverb-ca
"braç a braç"-adverb-ca "shoulder to shoulder"-adverb-en
"skillfully"-adverb-en "amb destresa"-adverb-ca
"amb destresa"-adverb-ca "skillfully"-adverb-en
"slowly but surely"-adverb-en "de manera lenta però segura"-adverb-ca
"de manera lenta però segura"-adverb-ca "slowly but surely"-adverb-en
"so be it"-adverb-en "així sigui"-adverb-ca
"així sigui"-adverb-ca "so be it"-adverb-en
"so much the better"-adverb-en "encara millor"-adverb-ca
"encara millor"-adverb-ca "so much the better"-adverb-en
"someplace else"-adverb-en "en algun altre lloc"-adverb-ca
"en algun altre lloc"-adverb-ca "someplace else"-adverb-en
"en algun altre lloc"-adverb-ca "somewhere else"-adverb-en
"somewhere else"-adverb-en "en algun altre lloc"-adverb-ca
"cap al sud-est"-adverb-ca "southeastwards"-adverb-en
"cap al sud-est"-adverb-ca "to the south-east"-adverb-en
"southeastwards"-adverb-en "cap al sud-est"-adverb-ca
"to the south-east"-adverb-en "cap al sud-est"-adverb-ca
"cap al sud-oest"-adverb-ca "southwestwards"-adverb-en
"cap al sud-oest"-adverb-ca "to the south-west"-adverb-en
"southwestwards"-adverb-en "cap al sud-oest"-adverb-ca
"to the south-west"-adverb-en "cap al sud-oest"-adverb-ca
"speculatively"-adverb-en "especulativament"-adverb-ca
"especulativament"-adverb-ca "speculatively"-adverb-en
"spherically"-adverb-en "esfèricament"-adverb-ca
"esfèricament"-adverb-ca "spherically"-adverb-en
"squarely"-adverb-en "honradament"-adverb-ca
"honradament"-adverb-ca "squarely"-adverb-en
"stably"-adverb-en "de manera estable"-adverb-ca
"de manera estable"-adverb-ca "stably"-adverb-en
"stage by stage"-adverb-en "pas a pas"-adverb-ca
"pas a pas"-adverb-ca "stage by stage"-adverb-en
"staunchly"-adverb-en "incondicionalment"-adverb-ca
"incondicionalment"-adverb-ca "staunchly"-adverb-en
"stereotypically"-adverb-en "de manera estereotípica"-adverb-ca
"de manera estereotípica"-adverb-ca "stereotypically"-adverb-en
"straight ahead"-adverb-en "tot recte"-adverb-ca
"tot recte"-adverb-ca "straight ahead"-adverb-en
"straightforwardly"-adverb-en "de manera directa"-adverb-ca
"de manera directa"-adverb-ca "straightforwardly"-adverb-en
"strange to say"-adverb-en "per estrany que sembli"-adverb-ca
"per estrany que sembli"-adverb-ca "strange to say"-adverb-en
"strangely enough"-adverb-en "encara que sembli mentida"-adverb-ca
"encara que sembli mentida"-adverb-ca "strangely enough"-adverb-en
"strictly between ourselves"-adverb-en "entre nosaltres"-adverb-ca
"entre nosaltres"-adverb-ca "strictly between ourselves"-adverb-en
"sustainably"-adverb-en "sosteniblement"-adverb-ca
"sosteniblement"-adverb-ca "sustainably"-adverb-en
"sympathetically"-adverb-en "amb compassió"-adverb-ca
"amb compassió"-adverb-ca "sympathetically"-adverb-en
"synonymously"-adverb-en "sinonímicament"-adverb-ca
"sinonímicament"-adverb-ca "synonymously"-adverb-en
"systemically"-adverb-en "sistèmicament"-adverb-ca
"sistèmicament"-adverb-ca "systemically"-adverb-en
"taking this opportunity"-adverb-en "aprofitant aquesta oportunitat"-adverb-ca
"aprofitant aquesta oportunitat"-adverb-ca "taking this opportunity"-adverb-en
"tearfully"-adverb-en "amb llàgrimes als ulls"-adverb-ca
"amb llàgrimes als ulls"-adverb-ca "tearfully"-adverb-en
"ten to one"-adverb-en "deu a un"-adverb-ca
"deu a un"-adverb-ca "ten to one"-adverb-en
"theatrically"-adverb-en "melodramàticament"-adverb-ca
"melodramàticament"-adverb-ca "theatrically"-adverb-en
"the first time"-adverb-en "el primer cop"-adverb-ca
"the first time"-adverb-en "la primera vegada"-adverb-ca
"el primer cop"-adverb-ca "the first time"-adverb-en
"la primera vegada"-adverb-ca "the first time"-adverb-en
"the other night"-adverb-en "l'altra nit"-adverb-ca
"l'altra nit"-adverb-ca "the other night"-adverb-en
"the second time"-adverb-en "el segon cop"-adverb-ca
"the second time"-adverb-en "la segona vegada"-adverb-ca
"el segon cop"-adverb-ca "the second time"-adverb-en
"la segona vegada"-adverb-ca "the second time"-adverb-en
"the third time"-adverb-en "el tercer cop"-adverb-ca
"the third time"-adverb-en "la tercera vegada"-adverb-ca
"el tercer cop"-adverb-ca "the third time"-adverb-en
"la tercera vegada"-adverb-ca "the third time"-adverb-en
"thence"-adverb-en "d'allí"-adverb-ca
"d'allí"-adverb-ca "thence"-adverb-en
"therapeutically"-adverb-en "terapèuticament"-adverb-ca
"terapèuticament"-adverb-ca "therapeutically"-adverb-en
"there and back"-adverb-en "d'anada i tornada"-adverb-ca
"d'anada i tornada"-adverb-ca "there and back"-adverb-en
"thermally"-adverb-en "termalment"-adverb-ca
"termalment"-adverb-ca "thermally"-adverb-en
"this time last autumn"-adverb-en "la tardor passada per aquestes dates"-adverb-ca
"la tardor passada per aquestes dates"-adverb-ca "this time last autumn"-adverb-en
"la tardor passada per aquestes dates"-adverb-ca "this time last fall"-adverb-en
"this time last fall"-adverb-en "la tardor passada per aquestes dates"-adverb-ca
"this time last month"-adverb-en "el mes passat per aquestes dates"-adverb-ca
"el mes passat per aquestes dates"-adverb-ca "this time last month"-adverb-en
"this time last spring"-adverb-en "la primavera passada per aquestes dates"-adverb-ca
"la primavera passada per aquestes dates"-adverb-ca "this time last spring"-adverb-en
"this time last summer"-adverb-en "l'estiu passat per aquestes dates"-adverb-ca
"l'estiu passat per aquestes dates"-adverb-ca "this time last summer"-adverb-en
"this time last winter"-adverb-en "l'hivern passat per aquestes dates"-adverb-ca
"l'hivern passat per aquestes dates"-adverb-ca "this time last winter"-adverb-en
"tidally"-adverb-en "per la marea"-adverb-ca
"per la marea"-adverb-ca "tidally"-adverb-en
"en gran manera"-adverb-ca "to a large measure"-adverb-en
"to a large measure"-adverb-en "en gran manera"-adverb-ca
"to and fro"-adverb-en "d'un costat a l'altre"-adverb-ca
"d'un costat a l'altre"-adverb-ca "to and fro"-adverb-en
"to be more precise"-adverb-en "per ser més precisos"-adverb-ca
"per ser més precisos"-adverb-ca "to be more precise"-adverb-en
"to be on the safe side"-adverb-en "per estar-ne més segurs"-adverb-ca
"per estar-ne més segurs"-adverb-ca "to be on the safe side"-adverb-en
"to be perfectly frank"-adverb-en "per ser ben francs"-adverb-ca
"per ser ben francs"-adverb-ca "to be perfectly frank"-adverb-en
"to be precise"-adverb-en "per ser precisos"-adverb-ca
"per ser precisos"-adverb-ca "to be precise"-adverb-en
"per ser precisos"-adverb-ca "to be strictly accurate"-adverb-en
"to be strictly accurate"-adverb-en "per ser precisos"-adverb-ca
"to excess"-adverb-en "amb excés"-adverb-ca
"amb excés"-adverb-ca "to excess"-adverb-en
"to make matters worse"-adverb-en "per acabar-ho d'adobar"-adverb-ca
"per acabar-ho d'adobar"-adverb-ca "to make matters worse"-adverb-en
"to one side"-adverb-en "cap a un costat"-adverb-ca
"cap a un costat"-adverb-ca "to one side"-adverb-en
"to save space"-adverb-en "per estalviar espai"-adverb-ca
"per estalviar espai"-adverb-ca "to save space"-adverb-en
"to say the least of it"-adverb-en "per no dir-ne res més"-adverb-ca
"per no dir-ne res més"-adverb-ca "to say the least of it"-adverb-en
"per no dir-ne res més"-adverb-ca "to say the least"-adverb-en
"to say the least"-adverb-en "per no dir-ne res més"-adverb-ca
"to the brim"-adverb-en "fins a dalt"-adverb-ca
"fins a dalt"-adverb-ca "to the brim"-adverb-en
"to the ends of the earth"-adverb-en "fins a la fi del món"-adverb-ca
"fins a la fi del món"-adverb-ca "to the ends of the earth"-adverb-en
"fins a la fi del món"-adverb-ca "to the ends of the world"-adverb-en
"to the ends of the world"-adverb-en "fins a la fi del món"-adverb-ca
"to the maximum"-adverb-en "al màxim"-adverb-ca
"al màxim"-adverb-ca "to the maximum"-adverb-en
"to the outside"-adverb-en "cap a fora"-adverb-ca
"cap a fora"-adverb-ca "to the outside"-adverb-en
"to what extent"-adverb-en "fins a quin punt"-adverb-ca
"fins a quin punt"-adverb-ca "to what extent"-adverb-en
"towards evening"-adverb-en "cap al vespre"-adverb-ca
"cap al vespre"-adverb-ca "towards evening"-adverb-en
"towards midnight"-adverb-en "cap a mitjanit"-adverb-ca
"cap a mitjanit"-adverb-ca "towards midnight"-adverb-en
"towards morning"-adverb-en "cap al matí"-adverb-ca
"cap al matí"-adverb-ca "towards morning"-adverb-en
"transparently to the code"-adverb-en "de manera transparent al codi"-adverb-ca
"de manera transparent al codi"-adverb-ca "transparently to the code"-adverb-en
"twice a week"-adverb-en "dues vegades a la setmana"-adverb-ca
"dues vegades a la setmana"-adverb-ca "twice a week"-adverb-en
"two abreast"-adverb-en "en fila de dos"-adverb-ca
"en fila de dos"-adverb-ca "two abreast"-adverb-en
"uncomfortably"-adverb-en "incòmodament"-adverb-ca
"incòmodament"-adverb-ca "uncomfortably"-adverb-en
"uncommonly"-adverb-en "de manera poc habitual"-adverb-ca
"de manera poc habitual"-adverb-ca "uncommonly"-adverb-en
"uncontrollably"-adverb-en "descontroladament"-adverb-ca
"descontroladament"-adverb-ca "uncontrollably"-adverb-en
"uncountably"-adverb-en "incontablement"-adverb-ca
"incontablement"-adverb-ca "uncountably"-adverb-en
"uncritically"-adverb-en "sense sentit crític"-adverb-ca
"sense sentit crític"-adverb-ca "uncritically"-adverb-en
"under age"-adverb-en "menor d'edat"-adverb-ca
"menor d'edat"-adverb-ca "under age"-adverb-en
"under an alias"-adverb-en "sota un àlies"-adverb-ca
"sota un àlies"-adverb-ca "under an alias"-adverb-en
"under discussion"-adverb-en "en discussió"-adverb-ca
"en discussió"-adverb-ca "under discussion"-adverb-en
"under full sail"-adverb-en "a tota vela"-adverb-ca
"a tota vela"-adverb-ca "under full sail"-adverb-en
"under guard"-adverb-en "en guàrdia"-adverb-ca
"en guàrdia"-adverb-ca "under guard"-adverb-en
"sota llicència"-adverb-ca "under license"-adverb-en
"under license"-adverb-en "sota llicència"-adverb-ca
"under lock and key"-adverb-en "amb pany i clau"-adverb-ca
"amb pany i clau"-adverb-ca "under lock and key"-adverb-en
"under no condition"-adverb-en "sota cap condició"-adverb-ca
"sota cap condició"-adverb-ca "under no condition"-adverb-en
"under ordinary circumstances"-adverb-en "en circumstàncies normals"-adverb-ca
"en circumstàncies normals"-adverb-ca "under ordinary circumstances"-adverb-en
"under preparation"-adverb-en "en preparació"-adverb-ca
"en preparació"-adverb-ca "under preparation"-adverb-en
"under sail"-adverb-en "a vela"-adverb-ca
"a vela"-adverb-ca "under sail"-adverb-en
"under scrutiny"-adverb-en "en escrutini"-adverb-ca
"en escrutini"-adverb-ca "under scrutiny"-adverb-en
"under the present circumstances"-adverb-en "en les circumstàncies actuals"-adverb-ca
"en les circumstàncies actuals"-adverb-ca "under the present circumstances"-adverb-en
"unequally"-adverb-en "de manera desigual"-adverb-ca
"de manera desigual"-adverb-ca "unequally"-adverb-en
"unfavourably"-adverb-en "infavorablement"-adverb-ca
"infavorablement"-adverb-ca "unfavourably"-adverb-en
"unnaturally"-adverb-en "innaturalment"-adverb-ca
"innaturalment"-adverb-ca "unnaturally"-adverb-en
"unrealistically"-adverb-en "de manera poc realista"-adverb-ca
"de manera poc realista"-adverb-ca "unrealistically"-adverb-en
"unreasonably"-adverb-en "ilògicament"-adverb-ca
"ilògicament"-adverb-ca "unreasonably"-adverb-en
"unsuccessfully"-adverb-en "sense èxit"-adverb-ca
"sense èxit"-adverb-ca "unsuccessfully"-adverb-en
"up here"-adverb-en "aquí dalt"-adverb-ca
"aquí dalt"-adverb-ca "up here"-adverb-en
"up to here and no further"-adverb-en "fins aquí i prou"-adverb-ca
"fins aquí i prou"-adverb-ca "up to here and no further"-adverb-en
"up to there"-adverb-en "fins allà"-adverb-ca
"fins allà"-adverb-ca "up to there"-adverb-en
"upwind"-adverb-en "contra el vent"-adverb-ca
"contra el vent"-adverb-ca "upwind"-adverb-en
"very much in the future"-adverb-en "d'aquí a molt temps"-adverb-ca
"d'aquí a molt temps"-adverb-ca "very much in the future"-adverb-en
"volcanically"-adverb-en "volcànicament"-adverb-ca
"volcànicament"-adverb-ca "volcanically"-adverb-en
"warts and all"-adverb-en "amb tots els seus defectes"-adverb-ca
"amb tots els seus defectes"-adverb-ca "warts and all"-adverb-en
"way over"-adverb-en "molt per sobre"-adverb-ca
"molt per sobre"-adverb-ca "way over"-adverb-en
"way up"-adverb-en "molt amunt"-adverb-ca
