"any"-determiner-en "gens de"-determiner-ca
"next February"-adverb-en "el febrer que ve"-adverb-ca
"next February"-adverb-en "el proper febrer"-adverb-ca
"el febrer que ve"-adverb-ca "next February"-adverb-en
"el proper febrer"-adverb-ca "next February"-adverb-en
"el proper febrer"-adverb-ca "the next February"-adverb-en
"the next February"-adverb-en "el proper febrer"-adverb-ca
"next Friday"-adverb-en "divendres que ve"-adverb-ca
"next Friday"-adverb-en "divendres vinent"-adverb-ca
"next Friday"-adverb-en "el divendres que ve"-adverb-ca
"next Friday"-adverb-en "el proper divendres"-adverb-ca
"divendres que ve"-adverb-ca "next Friday"-adverb-en
"divendres que ve"-adverb-ca "the next Friday"-adverb-en
"divendres vinent"-adverb-ca "next Friday"-adverb-en
"el divendres que ve"-adverb-ca "next Friday"-adverb-en
"el proper divendres"-adverb-ca "next Friday"-adverb-en
"el proper divendres"-adverb-ca "the next Friday"-adverb-en
"the next Friday"-adverb-en "divendres que ve"-adverb-ca
"the next Friday"-adverb-en "el proper divendres"-adverb-ca
"next January"-adverb-en "el gener que ve"-adverb-ca
"next January"-adverb-en "el proper gener"-adverb-ca
"el gener que ve"-adverb-ca "next January"-adverb-en
"el proper gener"-adverb-ca "next January"-adverb-en
"el proper gener"-adverb-ca "the next January"-adverb-en
"the next January"-adverb-en "el proper gener"-adverb-ca
"next July"-adverb-en "el juliol que ve"-adverb-ca
"next July"-adverb-en "el proper juliol"-adverb-ca
"el juliol que ve"-adverb-ca "next July"-adverb-en
"el proper juliol"-adverb-ca "next July"-adverb-en
"el proper juliol"-adverb-ca "the next July"-adverb-en
"the next July"-adverb-en "el proper juliol"-adverb-ca
"next June"-adverb-en "el juny que ve"-adverb-ca
"next June"-adverb-en "el proper juny"-adverb-ca
"el juny que ve"-adverb-ca "next June"-adverb-en
"el proper juny"-adverb-ca "next June"-adverb-en
"el proper juny"-adverb-ca "the next June"-adverb-en
"the next June"-adverb-en "el proper juny"-adverb-ca
"next March"-adverb-en "el març que ve"-adverb-ca
"next March"-adverb-en "el proper març"-adverb-ca
"el març que ve"-adverb-ca "next March"-adverb-en
"el proper març"-adverb-ca "next March"-adverb-en
"el proper març"-adverb-ca "the next March"-adverb-en
"the next March"-adverb-en "el proper març"-adverb-ca
"next May"-adverb-en "el maig que ve"-adverb-ca
"next May"-adverb-en "el proper maig"-adverb-ca
"el maig que ve"-adverb-ca "next May"-adverb-en
"el proper maig"-adverb-ca "next May"-adverb-en
"el proper maig"-adverb-ca "the next May"-adverb-en
"the next May"-adverb-en "el proper maig"-adverb-ca
"next Monday"-adverb-en "dilluns que ve"-adverb-ca
"next Monday"-adverb-en "dilluns vinent"-adverb-ca
"next Monday"-adverb-en "el dilluns que ve"-adverb-ca
"next Monday"-adverb-en "el proper dilluns"-adverb-ca
"dilluns que ve"-adverb-ca "next Monday"-adverb-en
"dilluns que ve"-adverb-ca "the next Monday"-adverb-en
"dilluns vinent"-adverb-ca "next Monday"-adverb-en
"el dilluns que ve"-adverb-ca "next Monday"-adverb-en
"el proper dilluns"-adverb-ca "next Monday"-adverb-en
"el proper dilluns"-adverb-ca "the next Monday"-adverb-en
"the next Monday"-adverb-en "dilluns que ve"-adverb-ca
"the next Monday"-adverb-en "el proper dilluns"-adverb-ca
"next November"-adverb-en "el novembre que ve"-adverb-ca
"next November"-adverb-en "el proper novembre"-adverb-ca
"el novembre que ve"-adverb-ca "next November"-adverb-en
"el proper novembre"-adverb-ca "next November"-adverb-en
"el proper novembre"-adverb-ca "the next November"-adverb-en
"the next November"-adverb-en "el proper novembre"-adverb-ca
"next October"-adverb-en "el proper octubre"-adverb-ca
"next October"-adverb-en "l'octubre que ve"-adverb-ca
"el proper octubre"-adverb-ca "next October"-adverb-en
"el proper octubre"-adverb-ca "the next October"-adverb-en
"l'octubre que ve"-adverb-ca "next October"-adverb-en
"the next October"-adverb-en "el proper octubre"-adverb-ca
"next Saturday"-adverb-en "dissabte que ve"-adverb-ca
"next Saturday"-adverb-en "dissabte vinent"-adverb-ca
"next Saturday"-adverb-en "el dissabte que ve"-adverb-ca
"next Saturday"-adverb-en "el proper dissabte"-adverb-ca
"dissabte que ve"-adverb-ca "next Saturday"-adverb-en
"dissabte que ve"-adverb-ca "the next Saturday"-adverb-en
"dissabte vinent"-adverb-ca "next Saturday"-adverb-en
"el dissabte que ve"-adverb-ca "next Saturday"-adverb-en
"el proper dissabte"-adverb-ca "next Saturday"-adverb-en
"el proper dissabte"-adverb-ca "the next Saturday"-adverb-en
"the next Saturday"-adverb-en "dissabte que ve"-adverb-ca
"the next Saturday"-adverb-en "el proper dissabte"-adverb-ca
"next September"-adverb-en "el proper setembre"-adverb-ca
"next September"-adverb-en "el setembre que ve"-adverb-ca
"el proper setembre"-adverb-ca "next September"-adverb-en
"el proper setembre"-adverb-ca "the next September"-adverb-en
"el setembre que ve"-adverb-ca "next September"-adverb-en
"the next September"-adverb-en "el proper setembre"-adverb-ca
"next spring"-adverb-en "la primavera que ve"-adverb-ca
"next spring"-adverb-en "la propera primavera"-adverb-ca
"la primavera que ve"-adverb-ca "next spring"-adverb-en
"la propera primavera"-adverb-ca "next spring"-adverb-en
"la propera primavera"-adverb-ca "the next spring"-adverb-en
"the next spring"-adverb-en "la propera primavera"-adverb-ca
"next summer"-adverb-en "el proper estiu"-adverb-ca
"next summer"-adverb-en "l'estiu que ve"-adverb-ca
"el proper estiu"-adverb-ca "next summer"-adverb-en
"el proper estiu"-adverb-ca "the next summer"-adverb-en
"l'estiu que ve"-adverb-ca "next summer"-adverb-en
"the next summer"-adverb-en "el proper estiu"-adverb-ca
"next Sunday"-adverb-en "diumenge que ve"-adverb-ca
"next Sunday"-adverb-en "diumenge vinent"-adverb-ca
"next Sunday"-adverb-en "el diumenge que ve"-adverb-ca
"next Sunday"-adverb-en "el proper diumenge"-adverb-ca
"diumenge que ve"-adverb-ca "next Sunday"-adverb-en
"diumenge que ve"-adverb-ca "the next Sunday"-adverb-en
"diumenge vinent"-adverb-ca "next Sunday"-adverb-en
"el diumenge que ve"-adverb-ca "next Sunday"-adverb-en
"el proper diumenge"-adverb-ca "next Sunday"-adverb-en
"el proper diumenge"-adverb-ca "the next Sunday"-adverb-en
"the next Sunday"-adverb-en "diumenge que ve"-adverb-ca
"the next Sunday"-adverb-en "el proper diumenge"-adverb-ca
"next Thursday"-adverb-en "dijous que ve"-adverb-ca
"next Thursday"-adverb-en "dijous vinent"-adverb-ca
"next Thursday"-adverb-en "el dijous que ve"-adverb-ca
"next Thursday"-adverb-en "el proper dijous"-adverb-ca
"dijous que ve"-adverb-ca "next Thursday"-adverb-en
"dijous que ve"-adverb-ca "the next Thursday"-adverb-en
"dijous vinent"-adverb-ca "next Thursday"-adverb-en
"el dijous que ve"-adverb-ca "next Thursday"-adverb-en
"el proper dijous"-adverb-ca "next Thursday"-adverb-en
"el proper dijous"-adverb-ca "the next Thursday"-adverb-en
"the next Thursday"-adverb-en "dijous que ve"-adverb-ca
"the next Thursday"-adverb-en "el proper dijous"-adverb-ca
"next Tuesday"-adverb-en "dimarts que ve"-adverb-ca
"next Tuesday"-adverb-en "dimarts vinent"-adverb-ca
"next Tuesday"-adverb-en "el dimarts que ve"-adverb-ca
"next Tuesday"-adverb-en "el proper dimarts"-adverb-ca
"dimarts que ve"-adverb-ca "next Tuesday"-adverb-en
"dimarts que ve"-adverb-ca "the next Tuesday"-adverb-en
"dimarts vinent"-adverb-ca "next Tuesday"-adverb-en
"el dimarts que ve"-adverb-ca "next Tuesday"-adverb-en
"el proper dimarts"-adverb-ca "next Tuesday"-adverb-en
"el proper dimarts"-adverb-ca "the next Tuesday"-adverb-en
"the next Tuesday"-adverb-en "dimarts que ve"-adverb-ca
"the next Tuesday"-adverb-en "el proper dimarts"-adverb-ca
"next Wednesday"-adverb-en "dimecres que ve"-adverb-ca
"next Wednesday"-adverb-en "dimecres vinent"-adverb-ca
"next Wednesday"-adverb-en "el dimecres que ve"-adverb-ca
"next Wednesday"-adverb-en "el proper dimecres"-adverb-ca
"dimecres que ve"-adverb-ca "next Wednesday"-adverb-en
"dimecres que ve"-adverb-ca "the next Wednesday"-adverb-en
"dimecres vinent"-adverb-ca "next Wednesday"-adverb-en
"el dimecres que ve"-adverb-ca "next Wednesday"-adverb-en
"el proper dimecres"-adverb-ca "next Wednesday"-adverb-en
"el proper dimecres"-adverb-ca "the next Wednesday"-adverb-en
"the next Wednesday"-adverb-en "dimecres que ve"-adverb-ca
"the next Wednesday"-adverb-en "el proper dimecres"-adverb-ca
"next week"-adverb-en "la propera setmana"-adverb-ca
"next week"-adverb-en "la setmana que ve"-adverb-ca
"next week"-adverb-en "setmana que ve"-adverb-ca
"la propera setmana"-adverb-ca "next week"-adverb-en
"la propera setmana"-adverb-ca "the next week"-adverb-en
"la setmana que ve"-adverb-ca "next week"-adverb-en
"setmana que ve"-adverb-ca "next week"-adverb-en
"the next week"-adverb-en "la propera setmana"-adverb-ca
"next winter"-adverb-en "el proper hivern"-adverb-ca
"next winter"-adverb-en "l'hivern que ve"-adverb-ca
"el proper hivern"-adverb-ca "next winter"-adverb-en
"el proper hivern"-adverb-ca "the next winter"-adverb-en
"l'hivern que ve"-adverb-ca "next winter"-adverb-en
"the next winter"-adverb-en "el proper hivern"-adverb-ca
"next year"-adverb-en "any que ve"-adverb-ca
"next year"-adverb-en "el proper any"-adverb-ca
"any que ve"-adverb-ca "next year"-adverb-en
"el proper any"-adverb-ca "next year"-adverb-en
"el proper any"-adverb-ca "the next year"-adverb-en
"the next year"-adverb-en "el proper any"-adverb-ca
"night and day"-adverb-en "nit i dia"-adverb-ca
"nit i dia"-adverb-ca "night and day"-adverb-en
"nine times out of ten"-adverb-en "nou vegades de cada deu"-adverb-ca
"nou vegades de cada deu"-adverb-ca "nine times out of ten"-adverb-en
"ninety-nine times out of a hundred"-adverb-en "noranta-nou vegades de cada cent"-adverb-ca
"noranta-nou vegades de cada cent"-adverb-ca "ninety-nine times out of a hundred"-adverb-en
"non-functionally"-adverb-en "no funcionalment"-adverb-ca
"no funcionalment"-adverb-ca "non-functionally"-adverb-en
"northeast"-adverb-en "cap al nord-est"-adverb-ca
"cap al nord-est"-adverb-ca "northeast"-adverb-en
"north"-adverb-en "cap al nord"-adverb-ca
"cap al nord"-adverb-ca "north"-adverb-en
"northwest"-adverb-en "cap al nord-oest"-adverb-ca
"cap al nord-oest"-adverb-ca "northwest"-adverb-en
"now more than ever"-adverb-en "ara més que mai"-adverb-ca
"ara més que mai"-adverb-ca "now more than ever"-adverb-en
"now or never"-adverb-en "ara o mai"-adverb-ca
"ara o mai"-adverb-ca "now or never"-adverb-en
"o'clock"-adverb-en "en punt"-adverb-ca
"en punt"-adverb-ca "o'clock"-adverb-en
"en punt"-adverb-ca "on the dot"-adverb-en
"on the dot"-adverb-en "en punt"-adverb-ca
"of all time"-adverb-en "de tots els temps"-adverb-ca
"de tots els temps"-adverb-ca "of all time"-adverb-en
"per voluntat pròpia"-adverb-ca "voluntarily"-adverb-en
"voluntarily"-adverb-en "per voluntat pròpia"-adverb-ca
"off duty"-adverb-en "fora de servei"-adverb-ca
"fora de servei"-adverb-ca "off duty"-adverb-en
"often"-adverb-en "tot sovint"-adverb-ca
"tot sovint"-adverb-ca "often"-adverb-en
"on a case by case basis"-adverb-en "cas per cas"-adverb-ca
"cas per cas"-adverb-ca "on a case by case basis"-adverb-en
"on a shoestring"-adverb-en "amb poquíssim diners"-adverb-ca
"amb poquíssim diners"-adverb-ca "on a shoestring"-adverb-en
"on a tightrope"-adverb-en "a la corda fluixa"-adverb-ca
"a la corda fluixa"-adverb-ca "on a tightrope"-adverb-en
"on an international scale"-adverb-en "a escala internacional"-adverb-ca
"a escala internacional"-adverb-ca "on an international scale"-adverb-en
"on call"-adverb-en "de guàrdia"-adverb-ca
"de guàrdia"-adverb-ca "on call"-adverb-en
"on exhibition"-adverb-en "en exposició"-adverb-ca
"en exposició"-adverb-ca "on exhibition"-adverb-en
"on holiday"-adverb-en "de vacances"-adverb-ca
"de vacances"-adverb-ca "on holiday"-adverb-en
"per la meua banda"-adverb-ca "on my part"-adverb-en
"per la meva banda"-adverb-ca "on my part"-adverb-en
"en cap concepte"-adverb-ca "on no account"-adverb-en
"per la nostra banda"-adverb-ca "on our part"-adverb-en
"on request"-adverb-en "a sol·licitud"-adverb-ca
"a sol·licitud"-adverb-ca "on request"-adverb-en
"on the contrary"-adverb-en "al contrari"-adverb-ca
"al contrari"-adverb-ca "on the contrary"-adverb-en
"on the high seas"-adverb-en "en alta mar"-adverb-ca
"en alta mar"-adverb-ca "on the high seas"-adverb-en
"a la callada"-adverb-ca "on the quiet"-adverb-en
"on the same line"-adverb-en "en la mateixa línia"-adverb-ca
"en la mateixa línia"-adverb-ca "on the same line"-adverb-en
"d'amagatotis"-adverb-ca "on the sly"-adverb-en
"on the warpath"-adverb-en "en peu de guerra"-adverb-ca
"en peu de guerra"-adverb-ca "on the warpath"-adverb-en
"on the way"-adverb-en "en el camí"-adverb-ca
"en el camí"-adverb-ca "on the way"-adverb-en
"once a day"-adverb-en "una vegada al dia"-adverb-ca
"once a day"-adverb-en "un cop al dia"-adverb-ca
"una vegada al dia"-adverb-ca "once a day"-adverb-en
"un cop al dia"-adverb-ca "once a day"-adverb-en
"once a month"-adverb-en "una vegada al mes"-adverb-ca
"una vegada al mes"-adverb-ca "once a month"-adverb-en
"once a week"-adverb-en "una vegada a la setmana"-adverb-ca
"once a week"-adverb-en "un cop a la setmana"-adverb-ca
"una vegada a la setmana"-adverb-ca "once a week"-adverb-en
"un cop a la setmana"-adverb-ca "once a week"-adverb-en
"once a year"-adverb-en "una vegada a l'any"-adverb-ca
"once a year"-adverb-en "un cop l'any"-adverb-ca
"una vegada a l'any"-adverb-ca "once a year"-adverb-en
"un cop l'any"-adverb-ca "once a year"-adverb-en
"once again"-adverb-en "un cop més"-adverb-ca
"un cop més"-adverb-ca "once again"-adverb-en
"de tard en tard"-adverb-ca "once in a blue moon"-adverb-en
"one by one"-adverb-en "d'un en un"-adverb-ca
"one by one"-adverb-en "un per un"-adverb-ca
"d'un en un"-adverb-ca "one by one"-adverb-en
"un per un"-adverb-ca "one by one"-adverb-en
"onward"-adverb-en "cap avant"-adverb-ca
"cap avant"-adverb-ca "onward"-adverb-en
"cap avant"-adverb-ca "onwards"-adverb-en
"onwards"-adverb-en "cap avant"-adverb-ca
"out of breath"-adverb-en "sense alè"-adverb-ca
"sense alè"-adverb-ca "out of breath"-adverb-en
"out of context"-adverb-en "fora de context"-adverb-ca
"fora de context"-adverb-ca "out of context"-adverb-en
"out of control"-adverb-en "fora de control"-adverb-ca
"fora de control"-adverb-ca "out of control"-adverb-en
"out of harm's way"-adverb-en "fora del perill"-adverb-ca
"fora del perill"-adverb-ca "out of harm's way"-adverb-en
"out of place"-adverb-en "fora de lloc"-adverb-ca
"fora de lloc"-adverb-ca "out of place"-adverb-en
"fora de lloc"-adverb-ca "out of position"-adverb-en
"fora de lloc"-adverb-ca "out of turn"-adverb-en
"out of position"-adverb-en "fora de lloc"-adverb-ca
"out of turn"-adverb-en "fora de lloc"-adverb-ca
"out of season"-adverb-en "fora de temporada"-adverb-ca
"fora de temporada"-adverb-ca "out of season"-adverb-en
"out of sorts"-adverb-en "a mal borràs"-adverb-ca
"out of sorts"-adverb-en "de mal borràs"-adverb-ca
"a mal borràs"-adverb-ca "out of sorts"-adverb-en
"de mal borràs"-adverb-ca "out of sorts"-adverb-en
"over my dead body"-adverb-en "per sobre del meu cadàver"-adverb-ca
"per sobre del meu cadàver"-adverb-ca "over my dead body"-adverb-en
"over time"-adverb-en "amb el temps"-adverb-ca
"amb el temps"-adverb-ca "over time"-adverb-en
"per person"-adverb-en "per persona"-adverb-ca
"per persona"-adverb-ca "per person"-adverb-en
"permanently"-adverb-en "de forma permanent"-adverb-ca
"de forma permanent"-adverb-ca "permanently"-adverb-en
"plausibly"-adverb-en "factiblement"-adverb-ca
"factiblement"-adverb-ca "plausibly"-adverb-en
"a crema-roba"-adverb-ca "point-blank"-adverb-en
"a frec de roba"-adverb-ca "point-blank"-adverb-en
"poorly"-adverb-en "pobrament"-adverb-ca
"pobrament"-adverb-ca "poorly"-adverb-en
"pobrament"-adverb-ca "shabbily"-adverb-en
"shabbily"-adverb-en "pobrament"-adverb-ca
"preceptively"-adverb-en "preceptivament"-adverb-ca
"preceptivament"-adverb-ca "preceptively"-adverb-en
"prestissimo"-adverb-en "prestissimo"-adverb-ca
"prestissimo"-adverb-ca "prestissimo"-adverb-en
"presto"-adverb-en "presto"-adverb-ca
"presto"-adverb-ca "presto"-adverb-en
"pro tempore"-adverb-en "pro tempore"-adverb-ca
"pro tempore"-adverb-ca "pro tempore"-adverb-en
"proudly"-adverb-en "amb orgull"-adverb-ca
"amb orgull"-adverb-ca "proudly"-adverb-en
"quietly"-adverb-en "calladament"-adverb-ca
"calladament"-adverb-ca "quietly"-adverb-en
"malgrat tot"-adverb-ca "regardless"-adverb-en
"reliably"-adverb-en "de manera fiable"-adverb-ca
"de manera fiable"-adverb-ca "reliably"-adverb-en
"reportedly"-adverb-en "segons es diu"-adverb-ca
"segons es diu"-adverb-ca "reportedly"-adverb-en
"right at the end"-adverb-en "just al final"-adverb-ca
"just al final"-adverb-ca "right at the end"-adverb-en
"rightwards"-adverb-en "cap a la dreta"-adverb-ca
"cap a la dreta"-adverb-ca "rightwards"-adverb-en
"routinely"-adverb-en "rutinàriament"-adverb-ca
"rutinàriament"-adverb-ca "routinely"-adverb-en
"safely"-adverb-en "de forma segura"-adverb-ca
"de forma segura"-adverb-ca "safely"-adverb-en
"sarcastically"-adverb-en "amb sarcasme"-adverb-ca
"amb sarcasme"-adverb-ca "sarcastically"-adverb-en
"scantily"-adverb-en "curtament"-adverb-ca
"curtament"-adverb-ca "scantily"-adverb-en
"scherzando"-adverb-en "scherzando"-adverb-ca
"scherzando"-adverb-ca "scherzando"-adverb-en
"separately"-adverb-en "per separat"-adverb-ca
"per separat"-adverb-ca "separately"-adverb-en
"sharply"-adverb-en "agudament"-adverb-ca
"agudament"-adverb-ca "sharply"-adverb-en
"shortly"-adverb-en "abans de gaire"-adverb-ca
"shortly"-adverb-en "d'aquí a una mica"-adverb-ca
"shortly"-adverb-en "en breu"-adverb-ca
"abans de gaire"-adverb-ca "shortly"-adverb-en
"d'aquí a una mica"-adverb-ca "shortly"-adverb-en
"en breu"-adverb-ca "shortly"-adverb-en
"sine die"-adverb-en "sine die"-adverb-ca
"sine die"-adverb-ca "sine die"-adverb-en
"slowly"-adverb-en "lent"-adverb-ca
"lent"-adverb-ca "slowly"-adverb-en
"so little"-adverb-en "tan poc"-adverb-ca
"tan poc"-adverb-ca "so little"-adverb-en
"sometime"-adverb-en "algun cop"-adverb-ca
"algun cop"-adverb-ca "sometime"-adverb-en
"sotto voce"-adverb-en "sotto voce"-adverb-ca
"sotto voce"-adverb-ca "sotto voce"-adverb-en
"southeast"-adverb-en "cap al sud-est"-adverb-ca
"cap al sud-est"-adverb-ca "southeast"-adverb-en
"south"-adverb-en "cap al sud"-adverb-ca
"cap al sud"-adverb-ca "south"-adverb-en
"southwest"-adverb-en "cap al sud-oest"-adverb-ca
"cap al sud-oest"-adverb-ca "southwest"-adverb-en
"spontaneously"-adverb-en "de forma espontània"-adverb-ca
"de forma espontània"-adverb-ca "spontaneously"-adverb-en
"squatting"-adverb-en "a la gatzoneta"-adverb-ca
"a la gatzoneta"-adverb-ca "squatting"-adverb-en
"pas a pas"-adverb-ca "step by step"-adverb-en
"step by step"-adverb-en "pas a pas"-adverb-ca
"incondicionalment"-adverb-ca "unconditionally"-adverb-en
"unconditionally"-adverb-en "incondicionalment"-adverb-ca
"straight"-adverb-en "a seques"-adverb-ca
"a seques"-adverb-ca "straight"-adverb-en
"stupendously"-adverb-en "estupendament"-adverb-ca
"estupendament"-adverb-ca "stupendously"-adverb-en
"such and such"-adverb-en "tal i tal"-adverb-ca
"tal i tal"-adverb-ca "such and such"-adverb-en
"suddenly"-adverb-en "de colp i volta"-adverb-ca
"suddenly"-adverb-en "de cop i volta"-adverb-ca
"suddenly"-adverb-en "tot d'una"-adverb-ca
"de colp i volta"-adverb-ca "suddenly"-adverb-en
"de cop i volta"-adverb-ca "suddenly"-adverb-en
"tot d'una"-adverb-ca "suddenly"-adverb-en
"summarily"-adverb-en "sumàriament"-adverb-ca
"sumàriament"-adverb-ca "summarily"-adverb-en
"suspiciously"-adverb-en "cavil·losament"-adverb-ca
"cavil·losament"-adverb-ca "suspiciously"-adverb-en
"tandem"-adverb-en "en tàndem"-adverb-ca
"en tàndem"-adverb-ca "tandem"-adverb-en
"taxonomically"-adverb-en "taxonomicament"-adverb-ca
"taxonomicament"-adverb-ca "taxonomically"-adverb-en
"telephonically"-adverb-en "via telefònica"-adverb-ca
"via telefònica"-adverb-ca "telephonically"-adverb-en
"the day after tomorrow"-adverb-en "despús-ahir"-adverb-ca
"the day after tomorrow"-adverb-en "despús-demà"-adverb-ca
"despús-ahir"-adverb-ca "the day after tomorrow"-adverb-en
"despús-ahir"-adverb-ca "the day before yesterday"-adverb-en
"despús-demà"-adverb-ca "the day after tomorrow"-adverb-en
"the day before yesterday"-adverb-en "despús-ahir"-adverb-ca
"the day before yesterday"-adverb-en "dellà-ahir"-adverb-ca
"the day after"-adverb-en "el dia després"-adverb-ca
"el dia després"-adverb-ca "the day after"-adverb-en
"dellà-ahir"-adverb-ca "the day before yesterday"-adverb-en
"the day before"-adverb-en "el dia abans"-adverb-ca
"el dia abans"-adverb-ca "the day before"-adverb-en
"the evening before"-adverb-en "el vespre abans"-adverb-ca
"el vespre abans"-adverb-ca "the evening before"-adverb-en
"the last time"-adverb-en "l'última vegada"-adverb-ca
"l'última vegada"-adverb-ca "the last time"-adverb-en
"the other afternoon"-adverb-en "l'altra tarda"-adverb-ca
"the other afternoon"-adverb-en "l'altra vesprada"-adverb-ca
"l'altra tarda"-adverb-ca "the other afternoon"-adverb-en
"l'altra vesprada"-adverb-ca "the other afternoon"-adverb-en
"the other day"-adverb-en "l'altre dia"-adverb-ca
"l'altre dia"-adverb-ca "the other day"-adverb-en
"the other evening"-adverb-en "l'altre vespre"-adverb-ca
"l'altre vespre"-adverb-ca "the other evening"-adverb-en
"the other morning"-adverb-en "l'altre matí"-adverb-ca
"l'altre matí"-adverb-ca "the other morning"-adverb-en
"the other week"-adverb-en "l'altra setmana"-adverb-ca
"l'altra setmana"-adverb-ca "the other week"-adverb-en
"the way things are going"-adverb-en "tal com van les coses"-adverb-ca
"tal com van les coses"-adverb-ca "the way things are going"-adverb-en
"this afternoon"-adverb-en "aquesta tarda"-adverb-ca
"this afternoon"-adverb-en "aquesta vesprada"-adverb-ca
"aquesta tarda"-adverb-ca "this afternoon"-adverb-en
"aquesta vesprada"-adverb-ca "this afternoon"-adverb-en
"this evening"-adverb-en "aquest vespre"-adverb-ca
"aquest vespre"-adverb-ca "this evening"-adverb-en
"this noon"-adverb-en "aquest migdia"-adverb-ca
"aquest migdia"-adverb-ca "this noon"-adverb-en
"thrice"-adverb-en "tres vegades"-adverb-ca
"tres vegades"-adverb-ca "thrice"-adverb-en
"through thick and thin"-adverb-en "de manera incondicional"-adverb-ca
"de manera incondicional"-adverb-ca "through thick and thin"-adverb-en
"through word of mouth"-adverb-en "de boca en boca"-adverb-ca
"de boca en boca"-adverb-ca "through word of mouth"-adverb-en
"tightly"-adverb-en "atapeïdament"-adverb-ca
"atapeïdament"-adverb-ca "tightly"-adverb-en
"till lately"-adverb-en "fins fa poc"-adverb-ca
"fins fa poc"-adverb-ca "till lately"-adverb-en
"tirelessly"-adverb-en "incansablement"-adverb-ca
"incansablement"-adverb-ca "tirelessly"-adverb-en
"incansablement"-adverb-ca "untiringly"-adverb-en
"incansablement"-adverb-ca "unwearyingly"-adverb-en
"untiringly"-adverb-en "incansablement"-adverb-ca
"unwearyingly"-adverb-en "incansablement"-adverb-ca
"to a high degree"-adverb-en "en alt grau"-adverb-ca
"en alt grau"-adverb-ca "to a high degree"-adverb-en
"to a large extent"-adverb-en "en gran manera"-adverb-ca
"en gran manera"-adverb-ca "to a large extent"-adverb-en
"to be exact"-adverb-en "per ser exactes"-adverb-ca
"per ser exactes"-adverb-ca "to be exact"-adverb-en
"to be frank"-adverb-en "per ser francs"-adverb-ca
"per ser francs"-adverb-ca "to be frank"-adverb-en
"to tell the truth"-adverb-en "si hem d'ésser francs"-adverb-ca
"si hem d'ésser francs"-adverb-ca "to tell the truth"-adverb-en
"to the end"-adverb-en "cap al final"-adverb-ca
"cap al final"-adverb-ca "to the end"-adverb-en
"to the top"-adverb-en "fins al capdamunt"-adverb-ca
"fins al capdamunt"-adverb-ca "to the top"-adverb-en
"to the utmost"-adverb-en "amb totes les forces"-adverb-ca
"amb totes les forces"-adverb-ca "to the utmost"-adverb-en
"tomorrow afternoon"-adverb-en "demà a la vesprada"-adverb-ca
"demà a la vesprada"-adverb-ca "tomorrow afternoon"-adverb-en
"too close up"-adverb-en "massa a prop"-adverb-ca
"massa a prop"-adverb-ca "too close up"-adverb-en
"too late"-adverb-en "massa tard"-adverb-ca
"massa tard"-adverb-ca "too late"-adverb-en
"tremendously"-adverb-en "tremendament"-adverb-ca
"tremendament"-adverb-ca "tremendously"-adverb-en
"twice a day"-adverb-en "dues vegades al dia"-adverb-ca
"dues vegades al dia"-adverb-ca "twice a day"-adverb-en
"twice a month"-adverb-en "dues vegades al mes"-adverb-ca
"dues vegades al mes"-adverb-ca "twice a month"-adverb-en
"twice a year"-adverb-en "dues vegades a l'any"-adverb-ca
"dues vegades a l'any"-adverb-ca "twice a year"-adverb-en
"two by two"-adverb-en "de dos en dos"-adverb-ca
"de dos en dos"-adverb-ca "two by two"-adverb-en
"unawares"-adverb-en "per sorpresa"-adverb-ca
"per sorpresa"-adverb-ca "unawares"-adverb-en
"undeniably"-adverb-en "innegablement"-adverb-ca
"innegablement"-adverb-ca "undeniably"-adverb-en
"under contract"-adverb-en "sota contracte"-adverb-ca
"sota contracte"-adverb-ca "under contract"-adverb-en
"under control"-adverb-en "sota control"-adverb-ca
"sota control"-adverb-ca "under control"-adverb-en
"under licence"-adverb-en "sota llicència"-adverb-ca
"sota llicència"-adverb-ca "under licence"-adverb-en
"under no circumstances"-adverb-en "en cap circumstància"-adverb-ca
"en cap circumstància"-adverb-ca "under no circumstances"-adverb-en
"under the counter"-adverb-en "per sota mà"-adverb-ca
"per sota mà"-adverb-ca "under the counter"-adverb-en
"under the influence"-adverb-en "sota la influència"-adverb-ca
"sota la influència"-adverb-ca "under the influence"-adverb-en
"under the same roof"-adverb-en "sota el mateix sostre"-adverb-ca
"sota el mateix sostre"-adverb-ca "under the same roof"-adverb-en
"uneasily"-adverb-en "inquietament"-adverb-ca
"inquietament"-adverb-ca "uneasily"-adverb-en
"unexpectedly"-adverb-en "a la impensada"-adverb-ca
"a la impensada"-adverb-ca "unexpectedly"-adverb-en
"unnecessarily"-adverb-en "unnecessàriament"-adverb-ca
"unnecessàriament"-adverb-ca "unnecessarily"-adverb-en
"unsurprisingly"-adverb-en "sense sorpresa"-adverb-ca
"sense sorpresa"-adverb-ca "unsurprisingly"-adverb-en
"until further notice"-adverb-en "fins a un altre avís"-adverb-ca
"fins a un altre avís"-adverb-ca "until further notice"-adverb-en
"until further orders"-adverb-en "fins a una altra ordre"-adverb-ca
"fins a una altra ordre"-adverb-ca "until further orders"-adverb-en
"until no more is needed nor desired"-adverb-en "fins a la sacietat"-adverb-ca
"fins a la sacietat"-adverb-ca "until no more is needed nor desired"-adverb-en
"up to a point"-adverb-en "fins a un cert punt"-adverb-ca
"fins a un cert punt"-adverb-ca "up to a point"-adverb-en
