mı	particle	crh	mı	particle	tur
eyecanlan	verb	crh	heyecanlan	verb	tur
eyileş	verb	crh	iyileş	verb	tur
eşleş	verb	crh	düş	verb	tur
fısıldaş	verb	crh	fısıldaş	verb	tur
gecele	verb	crh	gecele	verb	tur
horazlan	verb	crh	horozlan	verb	tur
ilerilet	verb	crh	ilerlet	verb	tur
ilin	verb	crh	iliş	verb	tur
iri	verb	crh	eri	verb	tur
irkil	verb	crh	birik	verb	tur
iteş	verb	crh	elleş	verb	tur
iteş	verb	crh	itiş	verb	tur
kederlen	verb	crh	düşün	verb	tur
keliş	verb	crh	sözleş	verb	tur
kemalatlan	verb	crh	yetkinleş	verb	tur
kenişle	verb	crh	genişle	verb	tur
kerile	verb	crh	çekil	verb	tur
kerile	verb	crh	gerile	verb	tur
kesil	verb	crh	kesil	verb	tur
kesil	verb	crh	devril	verb	tur
kesil	verb	crh	fosilleş	verb	tur
kezin	verb	crh	gezin	verb	tur
keç	verb	crh	geç	verb	tur
kibirlen	verb	crh	böbürlen	verb	tur
kifayetlen	verb	crh	yetin	verb	tur
kir	verb	crh	gir	verb	tur
kiyikleş	verb	crh	yabanileş	verb	tur
kiyikleş	verb	crh	vahşileş	verb	tur
kiyin	verb	crh	giyin	verb	tur
kömül	verb	crh	gömül	verb	tur
köpükle	verb	crh	köpür	verb	tur
köpür	verb	crh	köpür	verb	tur
közle	verb	crh	gezle	verb	tur
köç	verb	crh	geç	verb	tur
köç	verb	crh	göçet	verb	tur
köç	verb	crh	göç	verb	tur
kül	verb	crh	gül	verb	tur
külümsire	verb	crh	gülümse	verb	tur
kürmekleş	verb	crh	örtül	verb	tur
lekelen	verb	crh	kirlen	verb	tur
lekelen	verb	crh	pislen	verb	tur
bin	verb	crh	bin	verb	tur
bin	verb	crh	in	verb	tur
bin	verb	crh	şiş	verb	tur
min	verb	crh	bin	verb	tur
min	verb	crh	in	verb	tur
min	verb	crh	şiş	verb	tur
mükemmelleş	verb	crh	mükemmelleş	verb	tur
mürekkepleş	verb	crh	güçleş	verb	tur
müşkülleş	verb	crh	ciddileş	verb	tur
nazlan	verb	crh	nazlan	verb	tur
patla	verb	crh	patla	verb	tur
paylaş	verb	crh	paylaş	verb	tur
qaarlen	verb	crh	alın	verb	tur
qaarlen	verb	crh	kahrol	verb	tur
qabar	verb	crh	kabar	verb	tur
qal	verb	crh	kalk	verb	tur
qanaatlen	verb	crh	kanıklan	verb	tur
qan	verb	crh	kan	verb	tur
qarış	verb	crh	karış	verb	tur
qatlan	verb	crh	katlan	verb	tur
qattılaş	verb	crh	katılaş	verb	tur
qavurıl	verb	crh	kavrul	verb	tur
qavuş	verb	crh	kavuş	verb	tur
qon	verb	crh	kon	verb	tur
qop	verb	crh	kop	verb	tur
qorq	verb	crh	kork	verb	tur
qurtul	verb	crh	kurtul	verb	tur
qıbırda	verb	crh	kıpırda	verb	tur
qız	verb	crh	kızış	verb	tur
qız	verb	crh	kız	verb	tur
rastkel	verb	crh	rastla	verb	tur
razılaş	verb	crh	hayırlaş	verb	tur
sadeleş	verb	crh	basitleş	verb	tur
sadeleş	verb	crh	sadeleş	verb	tur
sallan	verb	crh	sallan	verb	tur
saplan	verb	crh	saplan	verb	tur
saqın	verb	crh	sakın	verb	tur
sarq	verb	crh	sark	verb	tur
sarsı	verb	crh	sarsıl	verb	tur
sarın	verb	crh	sarıl	verb	tur
seril	verb	crh	geril	verb	tur
seril	verb	crh	seril	verb	tur
serinleş	verb	crh	serinle	verb	tur
serinleş	verb	crh	şiddetlen	verb	tur
sertleş	verb	crh	sertleş	verb	tur
sertleş	verb	crh	nasırlaş	verb	tur
sesken	verb	crh	silkin	verb	tur
seslen	verb	crh	seslen	verb	tur
seslen	verb	crh	söyle	verb	tur
sivril	verb	crh	seçil	verb	tur
siyrekleş	verb	crh	seyrekleş	verb	tur
siñ	verb	crh	emil	verb	tur
sürtün	verb	crh	sürün	verb	tur
süzül	verb	crh	süzül	verb	tur
sın	verb	crh	sın	verb	tur
sıqlaş	verb	crh	sıklaş	verb	tur
sıqıl	verb	crh	kısıl	verb	tur
sıqıl	verb	crh	sıkıl	verb	tur
sığ	verb	crh	sığ	verb	tur
taclan	verb	crh	taçlan	verb	tur
tal	verb	crh	çatla	verb	tur
taran	verb	crh	taran	verb	tur
tartış	verb	crh	yarış	verb	tur
tay	verb	crh	kay	verb	tur
tenbelleş	verb	crh	tembelleş	verb	tur
terbiyelen	verb	crh	yetiş	verb	tur
teşil	verb	crh	delin	verb	tur
tikil	verb	crh	gel	verb	tur
toluş	verb	crh	doluş	verb	tur
tozlan	verb	crh	tozlan	verb	tur
tozlan	verb	crh	toza	verb	tur
tutaş	verb	crh	tutuş	verb	tur
tutul	verb	crh	tutul	verb	tur
tut	verb	crh	tuttur	verb	tur
tökül	verb	crh	dökül	verb	tur
tüken	verb	crh	tüken	verb	tur
tüzen	verb	crh	süslen	verb	tur
tüzlen	verb	crh	düzel	verb	tur
tüzlen	verb	crh	düzleş	verb	tur
tüş	verb	crh	düş	verb	tur
tınış	verb	crh	yatış	verb	tur
tıqıl	verb	crh	tıkıl	verb	tur
tırmaş	verb	crh	tırman	verb	tur
ufal	verb	crh	ufalan	verb	tur
ufan	verb	crh	ufalan	verb	tur
um	verb	crh	um	verb	tur
uslan	verb	crh	uslan	verb	tur
utan	verb	crh	utan	verb	tur
uyan	verb	crh	uyan	verb	tur
uyuş	verb	crh	uyuş	verb	tur
uzan	verb	crh	uzan	verb	tur
uzaqlaş	verb	crh	uzaklaş	verb	tur
uç	verb	crh	uç	verb	tur
vedalaş	verb	crh	vedalaş	verb	tur
yanaş	verb	crh	yakınlaş	verb	tur
yanaş	verb	crh	yanaşıl	verb	tur
yanaş	verb	crh	yanaş	verb	tur
yaqınlaş	verb	crh	yaklaş	verb	tur
yaqınlaş	verb	crh	yakınlaş	verb	tur
yaqınlaş	verb	crh	yanaşıl	verb	tur
yaqınlaş	verb	crh	yanaş	verb	tur
yaqınlaş	verb	crh	yakış	verb	tur
yaralan	verb	crh	yaralan	verb	tur
yara	verb	crh	yaran	verb	tur
yarıl	verb	crh	yarıl	verb	tur
yarıl	verb	crh	kırıl	verb	tur
yarışlaş	verb	crh	yarış	verb	tur
yaslan	verb	crh	yaslan	verb	tur
yat	verb	crh	yat	verb	tur
yañıl	verb	crh	yanıl	verb	tur
yağ	verb	crh	yağ	verb	tur
yet	verb	crh	yetiş	verb	tur
yollan	verb	crh	yollan	verb	tur
yorul	verb	crh	yorul	verb	tur
yuqla	verb	crh	uyu	verb	tur
yuvarlan	verb	crh	yuvarlan	verb	tur
yönel	verb	crh	gönderil	verb	tur
yönel	verb	crh	yollan	verb	tur
yönel	verb	crh	yönel	verb	tur
yöne	verb	crh	yönel	verb	tur
yüklen	verb	crh	yüklen	verb	tur
yüksel	verb	crh	yüksel	verb	tur
yıqıl	verb	crh	yıkıl	verb	tur
yırtıl	verb	crh	yırtıl	verb	tur
zayıflaş	verb	crh	zayıfla	verb	tur
zenginleş	verb	crh	zenginleş	verb	tur
çalqan	verb	crh	çalkalan	verb	tur
çarpın	verb	crh	çarpıl	verb	tur
çatla	verb	crh	çatla	verb	tur
çatış	verb	crh	çatış	verb	tur
çekkeleş	verb	crh	çekiş	verb	tur
çetle	verb	crh	çekil	verb	tur
çevir	verb	crh	çevir	verb	tur
çevir	verb	crh	devir	verb	tur
çevir	verb	crh	evirt	verb	tur
çezil	verb	crh	çözül	verb	tur
çoqlaş	verb	crh	çoğal	verb	tur
ögren	verb	crh	öğren	verb	tur
öl	verb	crh	öl	verb	tur
ürk	verb	crh	ürk	verb	tur
üyüril	verb	crh	bükül	verb	tur
şeklen	verb	crh	kuşkulan	verb	tur
şeklen	verb	crh	şüphelen	verb	tur
şeklen	verb	crh	vesveselen	verb	tur
şeklen	verb	crh	evhamlan	verb	tur
şeklen	verb	crh	vehimlen	verb	tur
şeñlen	verb	crh	eğlen	verb	tur
şeñlen	verb	crh	şenlen	verb	tur
şişel	verb	crh	şiş	verb	tur
şübelen	verb	crh	şüphelen	verb	tur
yani	interjection	crh	yani	interjection	tur
evet	interjection	crh	evet	interjection	tur
soq.	properNoun	crh	sokak	noun	tur
ss.	properNoun	crh	sene	noun	tur
s.	properNoun	crh	sene	noun	tur
ss.	properNoun	crh	sene	noun	tur
km	properNoun	crh	km	properNoun	tur
mln	properNoun	crh	milyon	numeral	tur
mlrd	properNoun	crh	milyar	numeral	tur
m	properNoun	crh	m/s	properNoun	tur
mm	properNoun	crh	mm	properNoun	tur
sm	properNoun	crh	cm	properNoun	tur
kg	properNoun	crh	kg	properNoun	tur
Dr.	properNoun	crh	Dr	properNoun	tur
A.	properNoun	crh	A.	properNoun	tur
B.	properNoun	crh	B.	properNoun	tur
C.	properNoun	crh	C.	properNoun	tur
D.	properNoun	crh	D.	properNoun	tur
E.	properNoun	crh	E.	properNoun	tur
F.	properNoun	crh	F.	properNoun	tur
G.	properNoun	crh	G.	properNoun	tur
H.	properNoun	crh	H.	properNoun	tur
I.	properNoun	crh	I.	properNoun	tur
K.	properNoun	crh	K.	properNoun	tur
M.	properNoun	crh	M.	properNoun	tur
N.	properNoun	crh	N.	properNoun	tur
O.	properNoun	crh	O.	properNoun	tur
P.	properNoun	crh	P.	properNoun	tur
R.	properNoun	crh	R.	properNoun	tur
T.	properNoun	crh	T.	properNoun	tur
V.	properNoun	crh	V.	properNoun	tur
Y.	properNoun	crh	Y.	properNoun	tur
Z.	properNoun	crh	Z.	properNoun	tur
Ş.	properNoun	crh	Ş.	properNoun	tur
...	punctuation	crh	...	punctuation	tur
)	closeParenthesis	crh	)	closeParenthesis	tur
(	openParenthesis	crh	(	openParenthesis	tur
»	punctuation	crh	»	punctuation	tur
«	punctuation	crh	«	punctuation	tur
”	punctuation	crh	”	punctuation	tur
“	punctuation	crh	“	punctuation	tur
"	punctuation	crh	"	punctuation	tur
–	punctuation	crh	–	punctuation	tur
—	punctuation	crh	—	punctuation	tur
-	punctuation	crh	-	punctuation	tur
sağ	adjective	crh	sağ	adjective	tur
qapalı	adjective	crh	kapalı	adjective	tur
keç	adjective	crh	geç	adjective	tur
sevgili	adjective	crh	sevgili	adjective	tur
sevimli	adjective	crh	sevimli	adjective	tur
qanlı	adjective	crh	kanlı	adjective	tur
tatlı	adjective	crh	tatlı	adjective	tur
parlaq	adjective	crh	parlak	adjective	tur
boğuq	adjective	crh	boğuk	adjective	tur
sönük	adjective	crh	sönük	adjective	tur
boş	adjective	crh	boş	adjective	tur
qafa	noun	crh	kafa	noun	tur
ata	noun	crh	ata	noun	tur
deva	noun	crh	deva	noun	tur
ağaç	noun	crh	ağaç	noun	tur
qılıç	noun	crh	kılıç	noun	tur
ece	noun	crh	ece	noun	tur
dede	noun	crh	dede	noun	tur
süre	noun	crh	süre	noun	tur
köşe	noun	crh	köşe	noun	tur
deve	noun	crh	deve	noun	tur
cenaze	noun	crh	cenaze	noun	tur
raf	noun	crh	raf	noun	tur
ağ	noun	crh	ağ	noun	tur
yağ	noun	crh	yağ	noun	tur
acı	noun	crh	acı	noun	tur
efendi	noun	crh	efendi	noun	tur
bilgi	noun	crh	bilgi	noun	tur
tilki	noun	crh	tilki	noun	tur
yapı	noun	crh	yapı	noun	tur
dudaq	noun	crh	dudak	noun	tur
qaymaq	noun	crh	kaymak	noun	tur
ayaq	noun	crh	ayak	noun	tur
ipek	noun	crh	ipek	noun	tur
kötek	noun	crh	kötek	noun	tur
istek	noun	crh	istek	noun	tur
delik	noun	crh	delik	noun	tur
ışıq	noun	crh	ışık	noun	tur
boşluq	noun	crh	boşluk	noun	tur
masal	noun	crh	masal	noun	tur
temel	noun	crh	temel	noun	tur
qalem	noun	crh	kalem	noun	tur
biçim	noun	crh	biçim	noun	tur
yıldırım	noun	crh	yıldırım	noun	tur
qum	noun	crh	kum	noun	tur
çoban	noun	crh	çoban	noun	tur
can	noun	crh	can	noun	tur
yılan	noun	crh	yılan	noun	tur
destan	noun	crh	destan	noun	tur
in	noun	crh	in	noun	tur
top	noun	crh	top	noun	tur
damar	noun	crh	damar	noun	tur
kenar	noun	crh	kenar	noun	tur
tutar	noun	crh	tutar	noun	tur
duvar	noun	crh	duvar	noun	tur
yazar	noun	crh	yazar	noun	tur
er	noun	crh	er	noun	tur
ter	noun	crh	ter	noun	tur
qır	noun	crh	kır	noun	tur
bor	noun	crh	bor	noun	tur
nur	noun	crh	nur	noun	tur
taş	noun	crh	taş	noun	tur
es	noun	crh	es	noun	tur
duş	noun	crh	duş	noun	tur
at¹	noun	crh	at	noun	tur
at²	noun	crh	at	noun	tur
bulut	noun	crh	bulut	noun	tur
qomşu	noun	crh	komşu	noun	tur
arzu	noun	crh	arzu	noun	tur
çay	noun	crh	çay	noun	tur
oyun	noun	crh	oyun	noun	tur
qoy	noun	crh	koy	noun	tur
soy	noun	crh	soy	noun	tur
kez	noun	crh	kez	noun	tur
ağız	noun	crh	ağız	noun	tur
qozu	noun	crh	koz	noun	tur
omuz	noun	crh	omuz	noun	tur
artıq	adverb	crh	artık	adverb	tur
biraz	adverb	crh	biraz	adverb	tur
sıçra	verb	crh	sıçra	verb	tur
in	verb	crh	in	verb	tur
qarar	verb	crh	karar	verb	tur
qızar	verb	crh	kızar	verb	tur
taş	verb	crh	taş	verb	tur
tasarlan	verb	crh	tasarla	verb	tur
taşla	verb	crh	taşla	verb	tur
yasa	verb	crh	yasa	verb	tur
sal	verb	crh	sal	verb	tur
saldır	verb	crh	sal	verb	tur
kestir	verb	crh	kes	verb	tur
dağıt	verb	crh	dağıt	verb	tur
añla	verb	crh	anla	verb	tur
ez	verb	crh	ez	verb	tur
karşılaş	verb	crh	karşılaş	verb	tur
karşılaştır	verb	crh	karşılaştır	verb	tur
cemiyet	noun	crh	cemiyet	noun	tur
teşkilâtçı	noun	crh	düzenleyici	noun	tur
mahsulat	noun	crh	mahsulat	noun	tur
hastahane	noun	crh	hastahane	noun	tur
avdet	noun	crh	dönüş	noun	tur
devletçilik	noun	crh	devletçilik	noun	tur
cinayetçi	noun	crh	katil	noun	tur
hususiyet	noun	crh	hususiyet	noun	tur
tuğra	noun	crh	tuğra	noun	tur
zabit	noun	crh	zabit	noun	tur
tarik	noun	crh	tarik	noun	tur
talil	noun	crh	talil	noun	tur
milletçi	noun	crh	milletçi	noun	tur
ötmek	noun	crh	ötmek	noun	tur
transport	noun	crh	transport	noun	tur
ismet	noun	crh	ismet	noun	tur
tuman	noun	crh	duman	noun	tur
noqtaiy nazar	noun	crh	nokta-i nazar	noun	tur
noqtaiy nazar	noun	crh	açı	noun	tur
mecburiyet	noun	crh	mecburiyet	noun	tur
cemaatçı	noun	crh	aktivist	noun	tur
tapa	noun	crh	tapa	noun	tur
matbaa	noun	crh	matbaa	noun	tur
insaniyetlik	noun	crh	insanlık	noun	tur
milletçilik	noun	crh	milletçilik	noun	tur
keyfiyet	noun	crh	keyfiyet	noun	tur
ecdat	noun	crh	ecdat	noun	tur
tertipsizlik	noun	crh	düzensizlik	noun	tur
tertipsizlik	noun	crh	kargaşa	noun	tur
şamata	noun	crh	şamata	noun	tur
bostan	noun	crh	bostan	noun	tur
bent	noun	crh	bent	noun	tur
kâinat	noun	crh	kainat	noun	tur
mevlüt	noun	crh	mevlüt	noun	tur
esaret	noun	crh	esaret	noun	tur
cinayetçilik	noun	crh	katillik	noun	tur
titan	noun	crh	titan	noun	tur
türkü	noun	crh	türkü	noun	tur
stabillik	noun	crh	stabillik	noun	tur
riyaziyat	noun	crh	matematik	noun	tur
istihbaratçı	noun	crh	istihbaratçı	noun	tur
istidat	noun	crh	istidat	noun	tur
baht	noun	crh	baht	noun	tur
tefsir	noun	crh	tefsir	noun	tur
davetname	noun	crh	davetname	noun	tur
ruhiyatçı	noun	crh	psikolog	noun	tur
maiyet	noun	crh	maiyet	noun	tur
maiyet	noun	crh	eşlik	noun	tur
maiyet	noun	crh	dostluk	noun	tur
maiyet	noun	crh	öz	noun	tur
murat	noun	crh	murat	noun	tur
izzet	noun	crh	izzet	noun	tur
tunç	noun	crh	tunç	noun	tur
mefruşat	noun	crh	mefruşat	noun	tur
kurultay	noun	crh	kurultay	noun	tur
ehemmiyet	noun	crh	ehemmiyet	noun	tur
feraset	noun	crh	feraset	noun	tur
baytar	noun	crh	baytar	noun	tur
baytar	noun	crh	veteriner	noun	tur
demet	noun	crh	demet	noun	tur
tarikçi	noun	crh	tahrikçi	noun	tur
tarikçi	noun	crh	provokatör	noun	tur
gülistan	noun	crh	gülistan	noun	tur
ameliyathane	noun	crh	ameliyathane	noun	tur
aitlik	noun	crh	aitlik	noun	tur
aitlik	noun	crh	aidiyet	noun	tur
taun	noun	crh	salgın	noun	tur
riyaziyatçı	noun	crh	matematikçi	noun	tur
insaniyetsizlik	noun	crh	insaniyetsizlik	noun	tur
felekiyat	noun	crh	felekiyat	noun	tur
cesaretlik	noun	crh	cesaretlik	noun	tur
yutum	noun	crh	yudum	noun	tur
terbiyeci	noun	crh	terbiyeci	noun	tur
tabilik	noun	crh	tabilik	noun	tur
şikâyetçi	noun	crh	şikayetçi	noun	tur
plato	noun	crh	plato	noun	tur
antisemitizm	noun	crh	antisemitizm	noun	tur
tapmaca	noun	crh	tapmaca	noun	tur
mevta	noun	crh	ölü	noun	tur
mevta	noun	crh	ceset	noun	tur
mevta	noun	crh	cenaze	noun	tur
mevta	noun	crh	naaş	noun	tur
medeniyetlik	noun	crh	medeniyetlik	noun	tur
mabut	noun	crh	mabut	noun	tur
mabut	noun	crh	put	noun	tur
mabut	noun	crh	tanrı	noun	tur
mabut	noun	crh	ilah	noun	tur
hutbe	noun	crh	hutbe	noun	tur
hattat	noun	crh	hattat	noun	tur
fitne	noun	crh	fitne	noun	tur
çeşitlik	noun	crh	çeşitlilik	noun	tur
bereketlik	noun	crh	bereketlik	noun	tur
apostrof	noun	crh	apostrof	noun	tur
tornacı	noun	crh	tornacı	noun	tur
terbiyesizlik	noun	crh	terbiyesizlik	noun	tur
tayga	noun	crh	tayga	noun	tur
taraş	noun	crh	taraş	noun	tur
şeftali	noun	crh	şeftali	noun	tur
primitivizm	noun	crh	primitivizm	noun	tur
kitabe	noun	crh	kitabe	noun	tur
jilet	noun	crh	jilet	noun	tur
icatçı	noun	crh	icatçı	noun	tur
hikmet	noun	crh	hikmet	noun	tur
diyalekt	noun	crh	lehçe	noun	tur
umumiyet	noun	crh	umumiyet	noun	tur
tire	noun	crh	tire	noun	tur
tepme	noun	crh	tepme	noun	tur
ruhiyat	noun	crh	psikoloji	noun	tur
palto	noun	crh	palto	noun	tur
neşriyatçı	noun	crh	neşriyatçı	noun	tur
nebat	noun	crh	nebat	noun	tur
nasihat	noun	crh	nasihat	noun	tur
mürettip	noun	crh	mürettip	noun	tur
merametsizlik	noun	crh	merhametsizlik	noun	tur
kit	noun	crh	kit	noun	tur
istinat	noun	crh	istinat	noun	tur
iftihar	noun	crh	iftihar	noun	tur
hürmet	noun	crh	hürmet	noun	tur
hıyanet	noun	crh	hıyanet	noun	tur
hasiyet	noun	crh	özellik	noun	tur
hasiyet	noun	crh	vasıf	noun	tur
güldeste	noun	crh	güldeste	noun	tur
getto	noun	crh	getto	noun	tur
getto	noun	crh	varoş	noun	tur
fistan	noun	crh	fistan	noun	tur
dikdörtgen	noun	crh	dikdörtgen	noun	tur
bostancı	noun	crh	bostancı	noun	tur
bereketlilik	noun	crh	bereketlilik	noun	tur
ahiret	noun	crh	ahiret	noun	tur
tulup-zurna	noun	crh	tulup-zurna	noun	tur
tulumba	noun	crh	tulumba	noun	tur
topaz	noun	crh	topaz	noun	tur
timsalcilik	noun	crh	timsalcilik	noun	tur
teşkilci	noun	crh	düzenleyici	noun	tur
terennüm	noun	crh	terennüm	noun	tur
temrin	noun	crh	temrin	noun	tur
teklik	noun	crh	teklik	noun	tur
tecvit	noun	crh	tecvit	noun	tur
tayyare	noun	crh	teyyare	noun	tur
tayyare	noun	crh	uçak	noun	tur
tayfa	noun	crh	tayfa	noun	tur
safsata	noun	crh	safsata	noun	tur
putperestlik	noun	crh	putperestlik	noun	tur
pelit	noun	crh	pelit	noun	tur
neft	noun	crh	petrol	noun	tur
nedamet	noun	crh	nedamet	noun	tur
mülkiyetçi	noun	crh	mülkiyetçi	noun	tur
köfte	noun	crh	köfte	noun	tur
kitabet	noun	crh	kitabet	noun	tur
işaretleme	noun	crh	işaretleme	noun	tur
işaretçik	noun	crh	işaretçik	noun	tur
imdat	noun	crh	imdat	noun	tur
hacet	noun	crh	hacet	noun	tur
depozit	noun	crh	depozit	noun	tur
beşeriyet	noun	crh	beşeriyet	noun	tur
alpinist	noun	crh	alpinist	noun	tur
abdest	noun	crh	abdest	noun	tur
qıta	noun	crh	kıta	noun	tur
tüs	noun	crh	gökkuşağı	noun	tur
esperanto	noun	crh	esperanto	noun	tur
ayatiyat	noun	crh	biyoloji	noun	tur
arnavutlıq	noun	crh	arnavutluk	noun	tur
kompyuter	noun	crh	bilgisayar	noun	tur
telekörüv	noun	crh	televizyon	noun	tur
torğay	noun	crh	serçe	noun	tur
şeadet	noun	crh	şehadet	noun	tur
matematika	noun	crh	matematik	noun	tur
avtobus	noun	crh	otobus	noun	tur
hızmetçi	noun	crh	hizmetçi	noun	tur
altı	numeral	crh	altı	numeral	tur
teatr	noun	crh	tiyatro	noun	tur
kontsert	noun	crh	konser	noun	tur
obyekt	noun	crh	obje	noun	tur
obyekt	noun	crh	nesne	noun	tur
batalyon	noun	crh	tabur	noun	tur
batalyon	noun	crh	kıta	noun	tur
terrorist	noun	crh	terörist	noun	tur
metr	noun	crh	metre	noun	tur
tamam	interjection	crh	tamam	interjection	tur
advokat	noun	crh	advokat	noun	tur
fakultet	noun	crh	fakülte	noun	tur
kommunist	adjective	crh	komünist	adjective	tur
kitaphane	noun	crh	kitaphane	noun	tur
tsentr	noun	crh	merkez	noun	tur
rezolütsiya	noun	crh	devrim	noun	tur
subyekt	noun	crh	özne	noun	tur
assotsiatsiya	noun	crh	birleşme	noun	tur
assotsiatsiya	noun	crh	ortakık	noun	tur
struktura	noun	crh	yapı	noun	tur
stantsiya	noun	crh	istasyon	noun	tur
demokratiya	noun	crh	demokrasi	noun	tur
dostluq	noun	crh	dostluk	noun	tur
dostluq	noun	crh	arkadaşlık	noun	tur
strategiya	noun	crh	strateji	noun	tur
rektor	noun	crh	rektör	noun	tur
aviatsiya	noun	crh	havacılık	noun	tur
palata	noun	crh	oda	noun	tur
palata	noun	crh	saray	noun	tur
saray	noun	crh	saray	noun	tur
inauguratsiya	noun	crh	açılış	noun	tur
separatizm	noun	crh	ayrılıkçılık	noun	tur
separatizm	noun	crh	özerkçilik	noun	tur
printsip	noun	crh	prensip	noun	tur
ucüm	noun	crh	saldırı	noun	tur
printsip	noun	crh	ilke	noun	tur
printsip	noun	crh	ana	noun	tur
ne vaqıt	adverb	crh	ne zaman	adverb	tur
stsenariy	noun	crh	sahne	noun	tur
kilometr	noun	crh	kilometre	noun	tur
trolleybus	noun	crh	tramvay	noun	tur
trolleybus	noun	crh	troleybüs	noun	tur
operativ	noun	crh	operatör	noun	tur
aviatsion	noun	crh	havacılık	noun	tur
operatsiya	noun	crh	operasyon	noun	tur
obyektiv	noun	crh	objektif	noun	tur
obyektiv	noun	crh	mercek	noun	tur
natsizm	noun	crh	nazizm	noun	tur
sığdır	verb	crh	sığdır	verb	tur
koalitsiya	noun	crh	koalisyon	noun	tur
aktual	adjective	crh	gerçek	adjective	tur
qutu	noun	crh	kutu	noun	tur
marşrutka	noun	crh	dolmuş	noun	tur
karikatura	noun	crh	karikatür	noun	tur
terror	noun	crh	terör	noun	tur
televizion	adjective	crh	televizyon	adjective	tur
qandır	verb	crh	kandır	verb	tur
deklaratsiya	noun	crh	bildiri	noun	tur
kvota	noun	crh	kota	noun	tur
intiqam	noun	crh	intikam	noun	tur
tamirle	verb	crh	tamir et	verb	tur
informatsiya	noun	crh	bilişim	noun	tur
plakat	noun	crh	afiş	noun	tur
tasavur	noun	crh	tasavvur	noun	tur
kommunikatsiya	noun	crh	iletişim	noun	tur
istiqrar	noun	crh	istikrar	noun	tur
aydut	noun	crh	haydut	noun	tur
yedinstvo	noun	crh	birlik	noun	tur
yataq	noun	crh	yatak	noun	tur
tecribeli	adjective	crh	tecrübeli	adjective	tur
taqvim	noun	crh	takvim	noun	tur
tehnologiya	noun	crh	teknoloji	noun	tur
stadion	noun	crh	saha	noun	tur
qatil	noun	crh	katil	noun	tur
kapitan	noun	crh	kaptan	noun	tur
istiraat	noun	crh	istirahat	noun	tur
milliyleştirüv	noun	crh	kamulaştırma	noun	tur
komendant	noun	crh	komutan	noun	tur
detsentralizatsiya	noun	crh	ademimerkeziyet	noun	tur
tedqiqat	noun	crh	doğrulama	noun	tur
azlaştır	verb	crh	azalt	verb	tur
tañrı	noun	crh	tanrı	noun	tur
qabiliyet	noun	crh	kabiliyet	noun	tur
istisal	noun	crh	istihsal	noun	tur
temizlev	noun	crh	temizlik	noun	tur
kezinti	noun	crh	gezinti	noun	tur
ğurbet	noun	crh	gurbet	noun	tur
faktor	noun	crh	faktör	noun	tur
suiqast	noun	crh	suikast	noun	tur
seyaat	noun	crh	seyahat	noun	tur
kinoteatr	noun	crh	sinema	noun	tur
dotsent	noun	crh	doçent	noun	tur
zaruriyet	noun	crh	zaruriyet	noun	tur
yımırta	noun	crh	yumurta	noun	tur
yigit	noun	crh	yiğit	noun	tur
qurtulış	noun	crh	qurtuluş	noun	tur
kinofestival	noun	crh	film festivali	noun	tur
diplomatiya	noun	crh	diplomasi	noun	tur
taraq	noun	crh	tarak	noun	tur
mobilizatsiya	noun	crh	seferberlik	noun	tur
inspektsiya	noun	crh	denetim	noun	tur
inspektsiya	noun	crh	teftiş	noun	tur
avtovokzal	noun	crh	otogar	noun	tur
televizor	noun	crh	televizyon	noun	tur
kvartira	noun	crh	apartman	noun	tur
instantsiya	noun	crh	örnek	noun	tur
nutuq	noun	crh	nutuk	noun	tur
leytenant	noun	crh	teğmen	noun	tur
diqqatlı	adjective	crh	dikkatli	adjective	tur
anketa	noun	crh	anket	noun	tur
aktsioner	noun	crh	hissedar	noun	tur
qabaatsız	adjective	crh	suçsuz	adjective	tur
minnetdar	adjective	crh	minnettar	adjective	tur
integratsiya	noun	crh	birleşme	noun	tur
ekspeditsiya	noun	crh	sefer	noun	tur
ekspeditsiya	noun	crh	çabukluk	noun	tur
britaniyalı	noun	crh	ingiliz	noun	tur
aftalıq	adjective	crh	haftalık	adjective	tur
federalizatsiya	noun	crh	federalleştirme	noun	tur
ustalıq	noun	crh	ustalık	noun	tur
tafsilât	noun	crh	tafsilat	noun	tur
ruhsetname	noun	crh	ruhsatname	noun	tur
povest	noun	crh	hikaye	noun	tur
povest	noun	crh	öykü	noun	tur
port	noun	crh	liman	noun	tur
petitsiya	noun	crh	talep	noun	tur
petitsiya	noun	crh	dilek	noun	tur
litr	noun	crh	litre	noun	tur
iqtisat	noun	crh	iktisat	noun	tur
cezalandır	verb	crh	cezalandır	verb	tur
avtomatik	adjective	crh	otomatik	adjective	tur
tavuq	noun	crh	tavuk	noun	tur
serjant	noun	crh	çavuş	noun	tur
otrâd	noun	crh	takım	noun	tur
aeronavigatsion	noun	crh	hava gemiciliği	noun	tur
kategoriya	noun	crh	kategori	noun	tur
istiqbal	noun	crh	istikbal	noun	tur
aeroport	noun	crh	havalımanı	noun	tur
aeroport	noun	crh	havaalanı	noun	tur
aeronavigatsiya	noun	crh	hava gemiciliği	noun	tur
ürmetli	adjective	crh	hürmetli	adjective	tur
ortaqlıq	noun	crh	ortaklık	noun	tur
laboratoriya	noun	crh	laboratuvar	noun	tur
istimalcı	noun	crh	kullanıcı	noun	tur
