"qualsevol"-determiner-ca "ajna"-determiner-eo
"immòbil"-adjective-ca "senmova"-adjective-eo
"strategia"-adjective-eo "estratègic"-adjective-ca
"estratègic"-adjective-ca "strategia"-adjective-eo
"estructural"-adjective-ca "struktura"-adjective-eo
"struktura"-adjective-eo "estructural"-adjective-ca
"oficial"-adjective-ca "oficiala"-adjective-eo
"oficiala"-adjective-eo "oficial"-adjective-ca
"simbola"-adjective-eo "simbòlic"-adjective-ca
"simbòlic"-adjective-ca "simbola"-adjective-eo
"teknika"-adjective-eo "tècnic"-adjective-ca
"tècnic"-adjective-ca "teknika"-adjective-eo
"teknologia"-adjective-eo "tecnològic"-adjective-ca
"tecnològic"-adjective-ca "teknologia"-adjective-eo
"itinerant"-adjective-ca "migra"-adjective-eo
"migra"-adjective-eo "itinerant"-adjective-ca
"textual"-adjective-ca "laŭteksta"-adjective-eo
"laŭteksta"-adjective-eo "textual"-adjective-ca
"criminal"-adjective-ca "krima"-adjective-eo
"krima"-adjective-eo "criminal"-adjective-ca
"kriminala"-adjective-eo "penal"-adjective-ca
"penal"-adjective-ca "kriminala"-adjective-eo
"katastrofa"-adjective-eo "catastròfic"-adjective-ca
"catastròfic"-adjective-ca "katastrofa"-adjective-eo
"elèctric"-adjective-ca "elektra"-adjective-eo
"elektra"-adjective-eo "elèctric"-adjective-ca
"turista"-adjective-eo "turístic"-adjective-ca
"turístic"-adjective-ca "turista"-adjective-eo
"unuvoĉa"-adjective-eo "unànime"-adjective-ca
"unànime"-adjective-ca "unuvoĉa"-adjective-eo
"unànime"-adjective-ca "unuanima"-adjective-eo
"unuanima"-adjective-eo "unànime"-adjective-ca
"semajna"-adjective-eo "setmanal"-adjective-ca
"setmanal"-adjective-ca "semajna"-adjective-eo
"dogmàtic"-adjective-ca "dogma"-adjective-eo
"dogma"-adjective-eo "dogmàtic"-adjective-ca
"conscient"-adjective-ca "konscia"-adjective-eo
"konscia"-adjective-eo "conscient"-adjective-ca
"malrapida"-adjective-eo "lent"-adjective-ca
"lent"-adjective-ca "malrapida"-adjective-eo
"frumatura"-adjective-eo "precoç"-adjective-ca
"precoç"-adjective-ca "frumatura"-adjective-eo
"federal"-adjective-ca "federala"-adjective-eo
"federala"-adjective-eo "federal"-adjective-ca
"sanitara"-adjective-eo "sanitari"-adjective-ca
"sanitari"-adjective-ca "sanitara"-adjective-eo
"nova"-adjective-eo "nou"-adjective-ca
"nou"-adjective-ca "nova"-adjective-eo
"barat"-adjective-ca "malkara"-adjective-eo
"malkara"-adjective-eo "barat"-adjective-ca
"recuperar"-verb-ca "rekuperi"-verb-eo
"rekuperi"-verb-eo "recuperar"-verb-ca
"prometre"-verb-ca "promesi"-verb-eo
"promesi"-verb-eo "prometre"-verb-ca
"pronunciar"-verb-ca "prononci"-verb-eo
"prononci"-verb-eo "pronunciar"-verb-ca
"plugi"-verb-eo "llaurar"-verb-ca
"llaurar"-verb-ca "plugi"-verb-eo
"subhastar"-verb-ca "aŭkcii"-verb-eo
"aŭkcii"-verb-eo "subhastar"-verb-ca
"lubrificar"-verb-ca "lubriki"-verb-eo
"lubriki"-verb-eo "lubrificar"-verb-ca
"bremsi"-verb-eo "frenar"-verb-ca
"frenar"-verb-ca "bremsi"-verb-eo
"feki"-verb-eo "cagar"-verb-ca
"cagar"-verb-ca "feki"-verb-eo
"encadenar"-verb-ca "ĉeni"-verb-eo
"ĉeni"-verb-eo "encadenar"-verb-ca
"deportar"-verb-ca "deporti"-verb-eo
"deporti"-verb-eo "deportar"-verb-ca
"galopar"-verb-ca "galopi"-verb-eo
"galopi"-verb-eo "galopar"-verb-ca
"konkeri"-verb-eo "conquistar"-verb-ca
"konkeri"-verb-eo "conquerir"-verb-ca
"conquistar"-verb-ca "konkeri"-verb-eo
"conquerir"-verb-ca "konkeri"-verb-eo
"vagi"-verb-eo "vagar"-verb-ca
"vagar"-verb-ca "vagi"-verb-eo
"apudmeti"-verb-eo "juxtaposar"-verb-ca
"juxtaposar"-verb-ca "apudmeti"-verb-eo
"kontrasti"-verb-eo "contrastar"-verb-ca
"contrastar"-verb-ca "kontrasti"-verb-eo
"asimili"-verb-eo "assimilar"-verb-ca
"assimilar"-verb-ca "asimili"-verb-eo
"analizi"-verb-eo "analitzar"-verb-ca
"analitzar"-verb-ca "analizi"-verb-eo
"ilustri"-verb-eo "il·lustrar"-verb-ca
"il·lustrar"-verb-ca "ilustri"-verb-eo
"kontempli"-verb-eo "contemplar"-verb-ca
"contemplar"-verb-ca "kontempli"-verb-eo
"dekreti"-verb-eo "decretar"-verb-ca
"decretar"-verb-ca "dekreti"-verb-eo
"sufiĉi"-verb-eo "bastar"-verb-ca
"bastar"-verb-ca "sufiĉi"-verb-eo
"absoldre"-verb-ca "absolvi"-verb-eo
"absolvi"-verb-eo "absoldre"-verb-ca
"excusar"-verb-ca "ekskuzi"-verb-eo
"ekskuzi"-verb-eo "excusar"-verb-ca
"ekskuzi"-verb-eo "disculpar"-verb-ca
"disculpar"-verb-ca "ekskuzi"-verb-eo
"vibri"-verb-eo "vibrar"-verb-ca
"vibrar"-verb-ca "vibri"-verb-eo
"sidi"-verb-eo "seure"-verb-ca
"seure"-verb-ca "sidi"-verb-eo
"vetoi"-verb-eo "vetar"-verb-ca
"vetar"-verb-ca "vetoi"-verb-eo
"frosti"-verb-eo "gelar"-verb-ca
"frosti"-verb-eo "glaçar"-verb-ca
"gelar"-verb-ca "frosti"-verb-eo
"glaçar"-verb-ca "frosti"-verb-eo
"telefoni"-verb-eo "telefonar"-verb-ca
"telefonar"-verb-ca "telefoni"-verb-eo
"telefònic"-adjective-ca "telefona"-adjective-eo
"telefona"-adjective-eo "telefònic"-adjective-ca
"fregir"-verb-ca "friti"-verb-eo
"friti"-verb-eo "fregir"-verb-ca
"meriti"-verb-eo "merèixer"-verb-ca
"merèixer"-verb-ca "meriti"-verb-eo
"eskorti"-verb-eo "escortar"-verb-ca
"escortar"-verb-ca "eskorti"-verb-eo
"vori"-verb-eo "devorar"-verb-ca
"devorar"-verb-ca "vori"-verb-eo
"tenyir"-verb-ca "tinkturi"-verb-eo
"tinkturi"-verb-eo "tenyir"-verb-ca
"multipliki"-verb-eo "multiplicar"-verb-ca
"multiplicar"-verb-ca "multipliki"-verb-eo
"importi"-verb-eo "importar"-verb-ca
"importar"-verb-ca "importi"-verb-eo
"injekti"-verb-eo "injectar"-verb-ca
"injectar"-verb-ca "injekti"-verb-eo
"hipoteki"-verb-eo "hipotecar"-verb-ca
"hipotecar"-verb-ca "hipoteki"-verb-eo
"aparcar"-verb-ca "parki"-verb-eo
"parki"-verb-eo "aparcar"-verb-ca
"pisi"-verb-eo "pixar"-verb-ca
"pixar"-verb-ca "pisi"-verb-eo
"grefti"-verb-eo "empeltar"-verb-ca
"empeltar"-verb-ca "grefti"-verb-eo
"suposar"-verb-ca "supozi"-verb-eo
"supozi"-verb-eo "suposar"-verb-ca
"apliki"-verb-eo "aplicar"-verb-ca
"aplicar"-verb-ca "apliki"-verb-eo
"abstini"-verb-eo "abstenir"-verb-ca
"abstenir"-verb-ca "abstini"-verb-eo
"Jordanio"-properNoun-eo "Jordània"-properNoun-ca
"Jordània"-properNoun-ca "Jordanio"-properNoun-eo
"Kartvelio"-properNoun-eo "Geòrgia"-properNoun-ca
"Geòrgia"-properNoun-ca "Kartvelio"-properNoun-eo
"Jesús"-properNoun-ca "Jesuo"-properNoun-eo
"Jesuo"-properNoun-eo "Jesús"-properNoun-ca
"Anglio"-properNoun-eo "Anglaterra"-properNoun-ca
"Anglaterra"-properNoun-ca "Anglio"-properNoun-eo
"Latvio"-properNoun-eo "Letònia"-properNoun-ca
"Letònia"-properNoun-ca "Latvio"-properNoun-eo
"Eŭskio"-properNoun-eo "País Basc"-properNoun-ca
"País Basc"-properNoun-ca "Eŭskio"-properNoun-eo
"Nov-Jorko"-properNoun-eo "Nova York"-properNoun-ca
"Nova York"-properNoun-ca "Nov-Jorko"-properNoun-eo
"Afganio"-properNoun-eo "Afganistan"-properNoun-ca
"Afganistan"-properNoun-ca "Afganio"-properNoun-eo
"Afriko"-properNoun-eo "Àfrica"-properNoun-ca
"Àfrica"-properNoun-ca "Afriko"-properNoun-eo
"Alasko"-properNoun-eo "Alaska"-properNoun-ca
"Alaska"-properNoun-ca "Alasko"-properNoun-eo
"Albanio"-properNoun-eo "Albània"-properNoun-ca
"Albània"-properNoun-ca "Albanio"-properNoun-eo
"Alĝerio"-properNoun-eo "Algèria"-properNoun-ca
"Algèria"-properNoun-ca "Alĝerio"-properNoun-eo
"Amsterdamo"-properNoun-eo "Amsterdam"-properNoun-ca
"Amsterdam"-properNoun-ca "Amsterdamo"-properNoun-eo
"Andaluzio"-properNoun-eo "Andalusia"-properNoun-ca
"Andalusia"-properNoun-ca "Andaluzio"-properNoun-eo
"Andoro"-properNoun-eo "Andorra"-properNoun-ca
"Andorra"-properNoun-ca "Andoro"-properNoun-eo
"Angolo"-properNoun-eo "Angola"-properNoun-ca
"Angola"-properNoun-ca "Angolo"-properNoun-eo
"Aragono"-properNoun-eo "Aragó"-properNoun-ca
"Aragó"-properNoun-ca "Aragono"-properNoun-eo
"Armènia"-properNoun-ca "Armenio"-properNoun-eo
"Armenio"-properNoun-eo "Armènia"-properNoun-ca
"Azio"-properNoun-eo "Àsia"-properNoun-ca
"Àsia"-properNoun-ca "Azio"-properNoun-eo
"Astúries"-properNoun-ca "Asturio"-properNoun-eo
"Asturio"-properNoun-eo "Astúries"-properNoun-ca
"Ateno"-properNoun-eo "Atenes"-properNoun-ca
"Atenes"-properNoun-ca "Ateno"-properNoun-eo
"Aŭstralio"-properNoun-eo "Austràlia"-properNoun-ca
"Austràlia"-properNoun-ca "Aŭstralio"-properNoun-eo
"Aŭstrio"-properNoun-eo "Àustria"-properNoun-ca
"Àustria"-properNoun-ca "Aŭstrio"-properNoun-eo
"Azerbajĝano"-properNoun-eo "Azerbaidjan"-properNoun-ca
"Azerbaidjan"-properNoun-ca "Azerbajĝano"-properNoun-eo
"Bahamoj"-properNoun-eo "Bahames"-properNoun-ca
"Bahames"-properNoun-ca "Bahamoj"-properNoun-eo
"Barcelona"-properNoun-eo "Barcelona"-properNoun-ca
"Barcelona"-properNoun-ca "Barcelona"-properNoun-eo
"Barcelona"-properNoun-ca "Barcelono"-properNoun-eo
"Barcelono"-properNoun-eo "Barcelona"-properNoun-ca
"Belgio"-properNoun-eo "Bèlgica"-properNoun-ca
"Bèlgica"-properNoun-ca "Belgio"-properNoun-eo
"Beogrado"-properNoun-eo "Belgrad"-properNoun-ca
"Belgrad"-properNoun-ca "Beogrado"-properNoun-eo
"Bolivio"-properNoun-eo "Bolívia"-properNoun-ca
"Bolívia"-properNoun-ca "Bolivio"-properNoun-eo
"Bocvano"-properNoun-eo "Botswana"-properNoun-ca
"Botswana"-properNoun-ca "Bocvano"-properNoun-eo
"Bruselo"-properNoun-eo "Brussel·les"-properNoun-ca
"Brussel·les"-properNoun-ca "Bruselo"-properNoun-eo
"Bonaero"-properNoun-eo "Buenos Aires"-properNoun-ca
"Buenos Aires"-properNoun-ca "Bonaero"-properNoun-eo
"Bulgario"-properNoun-eo "Bulgària"-properNoun-ca
"Bulgària"-properNoun-ca "Bulgario"-properNoun-eo
"Burkino"-properNoun-eo "Burkina Faso"-properNoun-ca
"Burkina Faso"-properNoun-ca "Burkino"-properNoun-eo
"Birmo"-properNoun-eo "Birmània"-properNoun-ca
"Birmània"-properNoun-ca "Birmo"-properNoun-eo
"Burundo"-properNoun-eo "Burundi"-properNoun-ca
"Burundi"-properNoun-ca "Burundo"-properNoun-eo
"Belorusio"-properNoun-eo "Bielorússia"-properNoun-ca
"Bielorússia"-properNoun-ca "Belorusio"-properNoun-eo
"Kalifornio"-properNoun-eo "Califòrnia"-properNoun-ca
"Califòrnia"-properNoun-ca "Kalifornio"-properNoun-eo
"Kamboĝo"-properNoun-eo "Cambodja"-properNoun-ca
"Cambodja"-properNoun-ca "Kamboĝo"-properNoun-eo
"Kanado"-properNoun-eo "Canadà"-properNoun-ca
"Canadà"-properNoun-ca "Kanado"-properNoun-eo
"Catalunya"-properNoun-ca "Katalunio"-properNoun-eo
"Katalunio"-properNoun-eo "Catalunya"-properNoun-ca
"Ĉadio"-properNoun-eo "Txad"-properNoun-ca
"Txad"-properNoun-ca "Ĉadio"-properNoun-eo
"Ĉilio"-properNoun-eo "Xile"-properNoun-ca
"Xile"-properNoun-ca "Ĉilio"-properNoun-eo
"Kolombio"-properNoun-eo "Colòmbia"-properNoun-ca
"Colòmbia"-properNoun-ca "Kolombio"-properNoun-eo
"Kroatio"-properNoun-eo "Croàcia"-properNoun-ca
"Croàcia"-properNoun-ca "Kroatio"-properNoun-eo
"Dinamarca"-properNoun-ca "Danio"-properNoun-eo
"Danio"-properNoun-eo "Dinamarca"-properNoun-ca
"Ekvadoro"-properNoun-eo "Equador"-properNoun-ca
"Equador"-properNoun-ca "Ekvadoro"-properNoun-eo
"Egiptio"-properNoun-eo "Egipte"-properNoun-ca
"Egipte"-properNoun-ca "Egiptio"-properNoun-eo
"Eritrea"-properNoun-ca "Eritreo"-properNoun-eo
"Eritreo"-properNoun-eo "Eritrea"-properNoun-ca
"Estonio"-properNoun-eo "Estònia"-properNoun-ca
"Estònia"-properNoun-ca "Estonio"-properNoun-eo
"Etiopio"-properNoun-eo "Etiòpia"-properNoun-ca
"Etiòpia"-properNoun-ca "Etiopio"-properNoun-eo
"Eŭropo"-properNoun-eo "Europa"-properNoun-ca
"Europa"-properNoun-ca "Eŭropo"-properNoun-eo
"Fiĝioj"-properNoun-eo "Fiji"-properNoun-ca
"Fiji"-properNoun-ca "Fiĝioj"-properNoun-eo
"Frankfurto"-properNoun-eo "Frankfurt"-properNoun-ca
"Frankfurt"-properNoun-ca "Frankfurto"-properNoun-eo
"Gabono"-properNoun-eo "Gabon"-properNoun-ca
"Gabon"-properNoun-ca "Gabono"-properNoun-eo
"Gambio"-properNoun-eo "Gàmbia"-properNoun-ca
"Gàmbia"-properNoun-ca "Gambio"-properNoun-eo
"Germanio"-properNoun-eo "Alemanya"-properNoun-ca
"Alemanya"-properNoun-ca "Germanio"-properNoun-eo
"Ganao"-properNoun-eo "Ghana"-properNoun-ca
"Ghana"-properNoun-ca "Ganao"-properNoun-eo
"Gvineo"-properNoun-eo "Guinea"-properNoun-ca
"Guinea"-properNoun-ca "Gvineo"-properNoun-eo
"Hamburgo"-properNoun-eo "Hamburg"-properNoun-ca
"Hamburg"-properNoun-ca "Hamburgo"-properNoun-eo
"Hawaii"-properNoun-ca "Havajo"-properNoun-eo
"Havajo"-properNoun-eo "Hawaii"-properNoun-ca
"Hungario"-properNoun-eo "Hongria"-properNoun-ca
"Hongria"-properNoun-ca "Hungario"-properNoun-eo
"Islando"-properNoun-eo "Islàndia"-properNoun-ca
"Islàndia"-properNoun-ca "Islando"-properNoun-eo
"Indonezio"-properNoun-eo "Indonèsia"-properNoun-ca
"Indonèsia"-properNoun-ca "Indonezio"-properNoun-eo
"Iraq"-properNoun-ca "Irako"-properNoun-eo
"Irako"-properNoun-eo "Iraq"-properNoun-ca
"Israelo"-properNoun-eo "Israel"-properNoun-ca
"Israel"-properNoun-ca "Israelo"-properNoun-eo
"Eburbordo"-properNoun-eo "Costa d'Ivori"-properNoun-ca
"Costa d'Ivori"-properNoun-ca "Eburbordo"-properNoun-eo
"Kazaĥio"-properNoun-eo "Kazakhstan"-properNoun-ca
"Kazakhstan"-properNoun-ca "Kazaĥio"-properNoun-eo
"Koreio"-properNoun-eo "Corea"-properNoun-ca
"Corea"-properNoun-ca "Koreio"-properNoun-eo
"Kuvajto"-properNoun-eo "Kuwait"-properNoun-ca
"Kuwait"-properNoun-ca "Kuvajto"-properNoun-eo
"Laoso"-properNoun-eo "Laos"-properNoun-ca
"Laos"-properNoun-ca "Laoso"-properNoun-eo
"Libano"-properNoun-eo "Líban"-properNoun-ca
"Líban"-properNoun-ca "Libano"-properNoun-eo
"Lesoto"-properNoun-eo "Lesotho"-properNoun-ca
"Lesotho"-properNoun-ca "Lesoto"-properNoun-eo
"Libio"-properNoun-eo "Líbia"-properNoun-ca
"Líbia"-properNoun-ca "Libio"-properNoun-eo
"Liĥtenŝtejno"-properNoun-eo "Liechtenstein"-properNoun-ca
"Liechtenstein"-properNoun-ca "Liĥtenŝtejno"-properNoun-eo
"Lisbono"-properNoun-eo "Lisboa"-properNoun-ca
"Lisboa"-properNoun-ca "Lisbono"-properNoun-eo
"Litovio"-properNoun-eo "Lituània"-properNoun-ca
"Lituània"-properNoun-ca "Litovio"-properNoun-eo
"Madagaskaro"-properNoun-eo "Madagascar"-properNoun-ca
"Madagascar"-properNoun-ca "Madagaskaro"-properNoun-eo
"Malavio"-properNoun-eo "Malawi"-properNoun-ca
"Malawi"-properNoun-ca "Malavio"-properNoun-eo
"Malajzio"-properNoun-eo "Malàisia"-properNoun-ca
"Malàisia"-properNoun-ca "Malajzio"-properNoun-eo
"Maldivoj"-properNoun-eo "Maldives"-properNoun-ca
"Maldives"-properNoun-ca "Maldivoj"-properNoun-eo
"Maŭritanio"-properNoun-eo "Mauritània"-properNoun-ca
"Mauritània"-properNoun-ca "Maŭritanio"-properNoun-eo
"Mèxic"-properNoun-ca "Meksiko"-properNoun-eo
"Meksiko"-properNoun-eo "Mèxic"-properNoun-ca
"Monako"-properNoun-eo "Mònaco"-properNoun-ca
"Mònaco"-properNoun-ca "Monako"-properNoun-eo
"Mongolio"-properNoun-eo "Mongòlia"-properNoun-ca
"Mongòlia"-properNoun-ca "Mongolio"-properNoun-eo
"Maroko"-properNoun-eo "Marroc"-properNoun-ca
"Marroc"-properNoun-ca "Maroko"-properNoun-eo
"Moskvo"-properNoun-eo "Moscou"-properNoun-ca
"Moscou"-properNoun-ca "Moskvo"-properNoun-eo
"Mozambiko"-properNoun-eo "Moçambic"-properNoun-ca
"Moçambic"-properNoun-ca "Mozambiko"-properNoun-eo
"Namibio"-properNoun-eo "Namíbia"-properNoun-ca
"Namíbia"-properNoun-ca "Namibio"-properNoun-eo
"Navaro"-properNoun-eo "Navarra"-properNoun-ca
"Navarra"-properNoun-ca "Navaro"-properNoun-eo
"Navarra"-properNoun-ca "Nafaro"-properNoun-eo
"Nafaro"-properNoun-eo "Navarra"-properNoun-ca
"Nov-Zelando"-properNoun-eo "Nova Zelanda"-properNoun-ca
"Nova Zelanda"-properNoun-ca "Nov-Zelando"-properNoun-eo
"Nikaragvo"-properNoun-eo "Nicaragua"-properNoun-ca
"Nicaragua"-properNoun-ca "Nikaragvo"-properNoun-eo
"Nigèria"-properNoun-ca "Niĝerio"-properNoun-eo
"Niĝerio"-properNoun-eo "Nigèria"-properNoun-ca
"Niĝero"-properNoun-eo "Níger"-properNoun-ca
"Níger"-properNoun-ca "Niĝero"-properNoun-eo
"Amèrica del Nord"-properNoun-ca "Nord-Ameriko"-properNoun-eo
"Nord-Ameriko"-properNoun-eo "Amèrica del Nord"-properNoun-ca
"Norvegio"-properNoun-eo "Noruega"-properNoun-ca
"Noruega"-properNoun-ca "Norvegio"-properNoun-eo
"Pakistano"-properNoun-eo "Pakistan"-properNoun-ca
"Pakistan"-properNoun-ca "Pakistano"-properNoun-eo
"Panamo"-properNoun-eo "Panamà"-properNoun-ca
"Panamà"-properNoun-ca "Panamo"-properNoun-eo
"Paragvajo"-properNoun-eo "Paraguai"-properNoun-ca
"Paraguai"-properNoun-ca "Paragvajo"-properNoun-eo
"Pekino"-properNoun-eo "Pequín"-properNoun-ca
"Pequín"-properNoun-ca "Pekino"-properNoun-eo
"Peruo"-properNoun-eo "Perú"-properNoun-ca
"Perú"-properNoun-ca "Peruo"-properNoun-eo
"Filipinoj"-properNoun-eo "Filipines"-properNoun-ca
"Filipines"-properNoun-ca "Filipinoj"-properNoun-eo
"Pollando"-properNoun-eo "Polònia"-properNoun-ca
"Polònia"-properNoun-ca "Pollando"-properNoun-eo
"Portugalio"-properNoun-eo "Portugal"-properNoun-ca
"Portugal"-properNoun-ca "Portugalio"-properNoun-eo
"Pirineus"-properNoun-ca "Pireneoj"-properNoun-eo
"Pireneoj"-properNoun-eo "Pirineus"-properNoun-ca
"Pireneoj"-properNoun-eo "Pirineu"-properNoun-ca
"Pirineu"-properNoun-ca "Pireneoj"-properNoun-eo
"Romania"-properNoun-ca "Rumanio"-properNoun-eo
"Rumanio"-properNoun-eo "Romania"-properNoun-ca
"Sàhara"-properNoun-ca "Saharo"-properNoun-eo
"Saharo"-properNoun-eo "Sàhara"-properNoun-ca
"Samoo"-properNoun-eo "Samoa"-properNoun-ca
"Samoa"-properNoun-ca "Samoo"-properNoun-eo
"Senegalo"-properNoun-eo "Senegal"-properNoun-ca
"Senegal"-properNoun-ca "Senegalo"-properNoun-eo
"Serbio"-properNoun-eo "Sèrbia"-properNoun-ca
"Sèrbia"-properNoun-ca "Serbio"-properNoun-eo
"Sejŝeloj"-properNoun-eo "Seychelles"-properNoun-ca
"Seychelles"-properNoun-ca "Sejŝeloj"-properNoun-eo
"Tajlando"-properNoun-eo "Tailàndia"-properNoun-ca
"Tailàndia"-properNoun-ca "Tajlando"-properNoun-eo
"Sieraleono"-properNoun-eo "Sierra Leone"-properNoun-ca
"Sierra Leone"-properNoun-ca "Sieraleono"-properNoun-eo
"Singapuro"-properNoun-eo "Singapur"-properNoun-ca
"Singapur"-properNoun-ca "Singapuro"-properNoun-eo
"Slovakio"-properNoun-eo "Eslovàquia"-properNoun-ca
"Eslovàquia"-properNoun-ca "Slovakio"-properNoun-eo
"Slovenio"-properNoun-eo "Eslovènia"-properNoun-ca
"Eslovènia"-properNoun-ca "Slovenio"-properNoun-eo
"Japanio"-properNoun-eo "Japó"-properNoun-ca
"Japó"-properNoun-ca "Japanio"-properNoun-eo
"Ĉinio"-properNoun-eo "Xina"-properNoun-ca
"Xina"-properNoun-ca "Ĉinio"-properNoun-eo
"Rusio"-properNoun-eo "Rússia"-properNoun-ca
"Rússia"-properNoun-ca "Rusio"-properNoun-eo
"Somalio"-properNoun-eo "Somàlia"-properNoun-ca
"Somàlia"-properNoun-ca "Somalio"-properNoun-eo
"Sud-àfrica"-properNoun-ca "Sud-Afriko"-properNoun-eo
"Sud-Afriko"-properNoun-eo "Sud-àfrica"-properNoun-ca
"Hispanio"-properNoun-eo "Espanya"-properNoun-ca
"Espanya"-properNoun-ca "Hispanio"-properNoun-eo
"Sudano"-properNoun-eo "Sudan"-properNoun-ca
"Sudan"-properNoun-ca "Sudano"-properNoun-eo
"Surinamo"-properNoun-eo "Surinam"-properNoun-ca
"Surinam"-properNoun-ca "Surinamo"-properNoun-eo
"Swazilàndia"-properNoun-ca "Svazilando"-properNoun-eo
"Svazilando"-properNoun-eo "Swazilàndia"-properNoun-ca
"Svedio"-properNoun-eo "Suècia"-properNoun-ca
"Suècia"-properNoun-ca "Svedio"-properNoun-eo
"Svislando"-properNoun-eo "Suïssa"-properNoun-ca
"Suïssa"-properNoun-ca "Svislando"-properNoun-eo
"Sirio"-properNoun-eo "Síria"-properNoun-ca
"Síria"-properNoun-ca "Sirio"-properNoun-eo
"Taĝikio"-properNoun-eo "Tadjikistan"-properNoun-ca
"Tadjikistan"-properNoun-ca "Taĝikio"-properNoun-eo
"Tanzanio"-properNoun-eo "Tanzània"-properNoun-ca
"Tanzània"-properNoun-ca "Tanzanio"-properNoun-eo
"Texas"-properNoun-ca "Teksaso"-properNoun-eo
"Teksaso"-properNoun-eo "Texas"-properNoun-ca
"Tokio"-properNoun-eo "Tòquio"-properNoun-ca
"Tòquio"-properNoun-ca "Tokio"-properNoun-eo
"Tongo"-properNoun-eo "Tonga"-properNoun-ca
"Tonga"-properNoun-ca "Tongo"-properNoun-eo
"Tunísia"-properNoun-ca "Tunizio"-properNoun-eo
"Tunizio"-properNoun-eo "Tunísia"-properNoun-ca
"Turkio"-properNoun-eo "Turquia"-properNoun-ca
"Turquia"-properNoun-ca "Turkio"-properNoun-eo
"Ugando"-properNoun-eo "Uganda"-properNoun-ca
"Uganda"-properNoun-ca "Ugando"-properNoun-eo
"Ukrainio"-properNoun-eo "Ucraïna"-properNoun-ca
"Ucraïna"-properNoun-ca "Ukrainio"-properNoun-eo
"Urugvajo"-properNoun-eo "Uruguai"-properNoun-ca
"Uruguai"-properNoun-ca "Urugvajo"-properNoun-eo
"Uzbekio"-properNoun-eo "Uzbekistan"-properNoun-ca
"Uzbekistan"-properNoun-ca "Uzbekio"-properNoun-eo
"Veneçuela"-properNoun-ca "Venezuelo"-properNoun-eo
"Venezuelo"-properNoun-eo "Veneçuela"-properNoun-ca
"Gal·les"-properNoun-ca "Kimrio"-properNoun-eo
"Kimrio"-properNoun-eo "Gal·les"-properNoun-ca
"Zambio"-properNoun-eo "Zàmbia"-properNoun-ca
"Zàmbia"-properNoun-ca "Zambio"-properNoun-eo
"Zimbabwe"-properNoun-ca "Zimbabvo"-properNoun-eo
"Zimbabvo"-properNoun-eo "Zimbabwe"-properNoun-ca
"deserto"-noun-eo "postres"-noun-ca
"postres"-noun-ca "deserto"-noun-eo
"almozo"-noun-eo "almoina"-noun-ca
"almoina"-noun-ca "almozo"-noun-eo
"amnezio"-noun-eo "amnèsia"-noun-ca
"amnèsia"-noun-ca "amnezio"-noun-eo
"triomf"-noun-ca "triumfo"-noun-eo
"triumfo"-noun-eo "triomf"-noun-ca
"ceramiko"-noun-eo "ceràmica"-noun-ca
"ceràmica"-noun-ca "ceramiko"-noun-eo
"tos"-noun-ca "tuso"-noun-eo
"tuso"-noun-eo "tos"-noun-ca
"entomologia"-noun-ca "entomologio"-noun-eo
"entomologio"-noun-eo "entomologia"-noun-ca
"ERC"-noun-eo "ERC"-noun-ca
"ERC"-noun-ca "ERC"-noun-eo
"hokeo"-noun-eo "hoquei"-noun-ca
"hoquei"-noun-ca "hokeo"-noun-eo
"ĵazo"-noun-eo "jazz"-noun-ca
"jazz"-noun-ca "ĵazo"-noun-eo
"NATO"-noun-eo "OTAN"-noun-ca
"OTAN"-noun-ca "NATO"-noun-eo
"ortopèdia"-noun-ca "ortopedio"-noun-eo
"ortopedio"-noun-eo "ortopèdia"-noun-ca
"PSOE"-noun-eo "PSOE"-noun-ca
"PSOE"-noun-ca "PSOE"-noun-eo
"piĵamo"-noun-eo "pijama"-noun-ca
"pijama"-noun-ca "piĵamo"-noun-eo
"pirotekniko"-noun-eo "pirotècnia"-noun-ca
"pirotècnia"-noun-ca "pirotekniko"-noun-eo
"tisores"-noun-ca "tondilo"-noun-eo
"tondilo"-noun-eo "tisores"-noun-ca
"tondilo"-noun-eo "estisores"-noun-ca
"estisores"-noun-ca "tondilo"-noun-eo
"accionista"-noun-ca "akciulo"-noun-eo
"akciulo"-noun-eo "accionista"-noun-ca
"sociolingüística"-noun-ca "socilingvistiko"-noun-eo
"socilingvistiko"-noun-eo "sociolingüística"-noun-ca
"hispano"-noun-eo "espanyol"-noun-ca
"espanyol"-noun-ca "hispano"-noun-eo
"nora"-noun-ca "bofilo"-noun-eo
"bofilo"-noun-eo "nora"-noun-ca
"bofilo"-noun-eo "gendre"-noun-ca
"gendre"-noun-ca "bofilo"-noun-eo
"seu"-adjective-ca "lia"-adjective-eo
"lia"-adjective-eo "seu"-adjective-ca
"mia"-adjective-eo "meu"-adjective-ca
"meu"-adjective-ca "mia"-adjective-eo
"nia"-adjective-eo "nostre"-adjective-ca
"nostre"-adjective-ca "nia"-adjective-eo
"via"-adjective-eo "teu"-adjective-ca
"teu"-adjective-ca "via"-adjective-eo
"Linukso"-properNoun-eo "Linux"-properNoun-ca
"Linux"-properNoun-ca "Linukso"-properNoun-eo
"estúpidament"-adverb-ca "stulte"-adverb-eo
"stulte"-adverb-eo "estúpidament"-adverb-ca
