"a algún lugar"-adverb-es "to somewhere"-adverb-en
"salir perdiendo"-verb-es "come off worst"-verb-en
"salir perdiendo"-verb-es "lose out"-verb-en
"come off worst"-verb-en "salir perdiendo"-verb-es
"lose out"-verb-en "salir perdiendo"-verb-es
"set off for"-verb-en "salir hacia"-verb-es
"salir hacia"-verb-es "set off for"-verb-en
"be up to me"-verb-en "depender de mí"-verb-es
"depender de mí"-verb-es "be up to me"-verb-en
"be up to you"-verb-en "depender de ti"-verb-es
"depender de ti"-verb-es "be up to you"-verb-en
"be up to us"-verb-en "depender de nosotros"-verb-es
"depender de nosotros"-verb-es "be up to us"-verb-en
"be up to them"-verb-en "depender de ellos"-verb-es
"depender de ellos"-verb-es "be up to them"-verb-en
"coalmine"-noun-en "mina de carbón"-noun-es
"mina de carbón"-noun-es "coalmine"-noun-en
"mina de carbón"-noun-es "coal mine"-noun-en
"coal mine"-noun-en "mina de carbón"-noun-es
"warring"-adjective-en "en guerra"-adjective-es
"en guerra"-adjective-es "warring"-adjective-en
"political forecaster"-noun-en "analista político"-noun-es
"analista político"-noun-es "political forecaster"-noun-en
"economic forecaster"-noun-en "analista económico"-noun-es
"analista económico"-noun-es "economic forecaster"-noun-en
"Hindi"-noun-en "hindi"-noun-es
"hindi"-noun-es "Hindi"-noun-en
"slideshow"-noun-en "presentación de diapositivas"-noun-es
"presentación de diapositivas"-noun-es "slideshow"-noun-en
"PO box"-noun-en "apartado postal"-noun-es
"apartado postal"-noun-es "PO box"-noun-en
"falling"-adjective-en "en descenso"-adjective-es
"en descenso"-adjective-es "falling"-adjective-en
"ugliness"-noun-en "fealdad"-noun-es
"fealdad"-noun-es "ugliness"-noun-en
"no rest"-adverb-en "sin descanso"-adverb-es
"sin descanso"-adverb-es "no rest"-adverb-en
"shovel"-verb-en "palear"-verb-es
"palear"-verb-es "shovel"-verb-en
"twilight"-adjective-en "crepuscular"-adjective-es
"crepuscular"-adjective-es "twilight"-adjective-en
"toil"-noun-en "trabajo duro"-noun-es
"trabajo duro"-noun-es "toil"-noun-en
"trabajo duro"-noun-es "hard work"-noun-en
"hard work"-noun-en "trabajo duro"-noun-es
"trabajar duro"-verb-es "work hard"-verb-en
"work hard"-verb-en "trabajar duro"-verb-es
"be hard at work"-verb-en "estar trabajando duro"-verb-es
"estar trabajando duro"-verb-es "be hard at work"-verb-en
"gracious living"-noun-en "vida refinada"-noun-es
"vida refinada"-noun-es "gracious living"-noun-en
"scroll down"-verb-en "desplazar hacia abajo"-verb-es
"desplazar hacia abajo"-verb-es "scroll down"-verb-en
"scroll up"-verb-en "desplazar hacia arriba"-verb-es
"desplazar hacia arriba"-verb-es "scroll up"-verb-en
"plumed"-adjective-en "plumado"-adjective-es
"plumado"-adjective-es "plumed"-adjective-en
"robed"-adjective-en "togado"-adjective-es
"togado"-adjective-es "robed"-adjective-en
"evanescent"-adjective-en "evanescente"-adjective-es
"evanescente"-adjective-es "evanescent"-adjective-en
"seminude"-adjective-en "semidesnudo"-adjective-es
"semidesnudo"-adjective-es "seminude"-adjective-en
"semidesnudo"-adjective-es "half-naked"-adjective-en
"half-naked"-adjective-en "semidesnudo"-adjective-es
"semidarkness"-noun-en "semioscuridad"-noun-es
"semioscuridad"-noun-es "semidarkness"-noun-en
"semioscuridad"-noun-es "semi-darkness"-noun-en
"semi-darkness"-noun-en "semioscuridad"-noun-es
"deservedly"-adverb-en "merecidamente"-adverb-es
"merecidamente"-adverb-es "deservedly"-adverb-en
"simplista"-adjective-es "simplistic"-adjective-en
"simplistic"-adjective-en "simplista"-adjective-es
"prime time"-noun-en "horario de máxima audiencia"-noun-es
"horario de máxima audiencia"-noun-es "prime time"-noun-en
"horario de máxima audiencia"-noun-es "primetime"-noun-en
"primetime"-noun-en "horario de máxima audiencia"-noun-es
"mimado"-adjective-es "spoiled"-adjective-en
"spoiled"-adjective-en "mimado"-adjective-es
"spoiled"-adjective-en "consentido"-adjective-es
"consentido"-adjective-es "spoiled"-adjective-en
"redhead"-noun-en "pelirrojo"-noun-es
"pelirrojo"-noun-es "redhead"-noun-en
"wholehearted"-adjective-en "sin reservas"-adjective-es
"sin reservas"-adjective-es "wholehearted"-adjective-en
"half-hearted"-adjective-en "desganado"-adjective-es
"desganado"-adjective-es "half-hearted"-adjective-en
"misty-eyed"-adjective-en "de ojos llorosos"-adjective-es
"de ojos llorosos"-adjective-es "misty-eyed"-adjective-en
"sea bass"-noun-en "róbalo"-noun-es
"sea bass"-noun-en "robalo"-noun-es
"róbalo"-noun-es "sea bass"-noun-en
"robalo"-noun-es "sea bass"-noun-en
"wipe"-noun-en "toallita húmeda"-noun-es
"toallita húmeda"-noun-es "wipe"-noun-en
"baby wipe"-noun-en "toallita húmeda para bebés"-noun-es
"toallita húmeda para bebés"-noun-es "baby wipe"-noun-en
"wipe away"-verb-en "enjugar"-verb-es
"enjugar"-verb-es "wipe away"-verb-en
"right-winger"-noun-en "extremo derecha"-noun-es
"extremo derecha"-noun-es "right-winger"-noun-en
"left-winger"-noun-en "extremo izquierda"-noun-es
"extremo izquierda"-noun-es "left-winger"-noun-en
"rear-view mirror"-noun-en "espejo retrovisor"-noun-es
"espejo retrovisor"-noun-es "rear-view mirror"-noun-en
"burrow"-noun-en "conejera"-noun-es
"conejera"-noun-es "burrow"-noun-en
"fade away"-verb-en "desvanecerse"-pronoun-es
"fade away"-verb-en "desvanecerse"-verb-es
"desvanecerse"-pronoun-es "fade away"-verb-en
"desvanecerse"-verb-es "fade away"-verb-en
"Muammar el-Qaddafi"-properNoun-en "Muammar el-Gaddafi"-properNoun-es
"Muammar el-Gaddafi"-properNoun-es "Muammar el-Qaddafi"-properNoun-en
"abalone"-noun-en "oreja de mar"-noun-es
"oreja de mar"-noun-es "abalone"-noun-en
"abstainer"-adjective-en "abstinente"-adjective-es
"abstinente"-adjective-es "abstainer"-adjective-en
"abstruse"-adjective-en "abstruso"-adjective-es
"abstruso"-adjective-es "abstruse"-adjective-en
"conspiratorial"-adjective-en "conspirador"-adjective-es
"conspirador"-adjective-es "conspiratorial"-adjective-en
"accoutrements"-noun-en "pertrechos"-noun-es
"pertrechos"-noun-es "accoutrements"-noun-en
"acrid"-adjective-en "acre"-adjective-es
"acre"-adjective-es "acrid"-adjective-en
"acrylic"-noun-en "acrílico"-noun-es
"acrílico"-noun-es "acrylic"-noun-en
"adjustable"-adjective-en "ajustable"-adjective-es
"ajustable"-adjective-es "adjustable"-adjective-en
"adrift"-adjective-en "a la deriva"-adjective-es
"a la deriva"-adjective-es "adrift"-adjective-en
"aerobatics"-noun-en "acrobacia aérea"-noun-es
"acrobacia aérea"-noun-es "aerobatics"-noun-en
"aerostat"-noun-en "aerostato"-noun-es
"aerostato"-noun-es "aerostat"-noun-en
"affront"-noun-en "afrenta"-noun-es
"afrenta"-noun-es "affront"-noun-en
"above-mentioned"-adjective-en "antes mencionado"-adjective-es
"antes mencionado"-adjective-es "above-mentioned"-adjective-en
"agglomerated"-adjective-en "aglomerado"-adjective-es
"aglomerado"-adjective-es "agglomerated"-adjective-en
"aghast"-adjective-en "aterrado"-adjective-es
"aghast"-adjective-en "aterrorizado"-adjective-es
"aterrado"-adjective-es "aghast"-adjective-en
"aterrado"-adjective-es "terrified"-adjective-en
"aterrorizado"-adjective-es "aghast"-adjective-en
"aterrorizado"-adjective-es "terrified"-adjective-en
"terrified"-adjective-en "aterrado"-adjective-es
"terrified"-adjective-en "aterrorizado"-adjective-es
"computer-aided"-adjective-en "asistido por ordenador"-adjective-es
"asistido por ordenador"-adjective-es "computer-aided"-adjective-en
"puente aéreo"-noun-es "shuttle service"-noun-en
"shuttle service"-noun-en "puente aéreo"-noun-es
"airy"-adjective-en "ventilado"-adjective-es
"airy"-adjective-en "aireado"-adjective-es
"ventilado"-adjective-es "airy"-adjective-en
"ventilado"-adjective-es "ventilated"-adjective-en
"aireado"-adjective-es "airy"-adjective-en
"ventilated"-adjective-en "ventilado"-adjective-es
"alarmist"-adjective-en "alarmista"-adjective-es
"alarmista"-adjective-es "alarmist"-adjective-en
"the great outdoors"-noun-en "la naturaleza"-noun-es
"la naturaleza"-noun-es "the great outdoors"-noun-en
"be alight"-verb-en "estar ardiendo"-verb-es
"estar ardiendo"-verb-es "be alight"-verb-en
"swamp"-noun-en "ciénaga"-noun-es
"ciénaga"-noun-es "swamp"-noun-en
"LaGuardia Community College"-properNoun-en "LaGuardia Community College"-properNoun-es
"LaGuardia Community College"-properNoun-es "LaGuardia Community College"-properNoun-en
"no-flight zone"-noun-en "área de exclusión aérea"-noun-es
"área de exclusión aérea"-noun-es "no-flight zone"-noun-en
"área de exclusión aérea"-noun-es "no-fly zone"-noun-en
"área de exclusión aérea"-noun-es "no-fly-zone"-noun-en
"no-fly zone"-noun-en "área de exclusión aérea"-noun-es
"no-fly-zone"-noun-en "área de exclusión aérea"-noun-es
"Portman"-noun-en "Portman"-noun-es
"Portman"-noun-en "Portman"-properNoun-es
"Portman"-noun-es "Portman"-noun-en
"Portman"-noun-es "Portman"-properNoun-en
"Portman"-properNoun-es "Portman"-noun-en
"Portman"-properNoun-es "Portman"-properNoun-en
"Portman"-properNoun-en "Portman"-noun-es
"Portman"-properNoun-en "Portman"-properNoun-es
"bewitched"-adjective-en "embrujado"-adjective-es
"embrujado"-adjective-es "bewitched"-adjective-en
"Redgrave"-noun-en "Redgrave"-noun-es
"Redgrave"-noun-en "Redgrave"-properNoun-es
"Redgrave"-noun-es "Redgrave"-noun-en
"Redgrave"-noun-es "Redgrave"-properNoun-en
"Redgrave"-properNoun-es "Redgrave"-noun-en
"Redgrave"-properNoun-es "Redgrave"-properNoun-en
"Redgrave"-properNoun-en "Redgrave"-noun-es
"Redgrave"-properNoun-en "Redgrave"-properNoun-es
"Murdoch"-noun-en "Murdoch"-noun-es
"Murdoch"-noun-en "Murdoch"-properNoun-es
"Murdoch"-noun-es "Murdoch"-noun-en
"Murdoch"-noun-es "Murdoch"-properNoun-en
"Murdoch"-properNoun-es "Murdoch"-noun-en
"Murdoch"-properNoun-es "Murdoch"-properNoun-en
"Murdoch"-properNoun-en "Murdoch"-noun-es
"Murdoch"-properNoun-en "Murdoch"-properNoun-es
"grilled"-adjective-en "a la parrilla"-adjective-es
"a la parrilla"-adjective-es "grilled"-adjective-en
"anchorage"-noun-en "fondeadero"-noun-es
"fondeadero"-noun-es "anchorage"-noun-en
"anesthesiologist"-noun-en "anestesiólogo"-noun-es
"anestesiólogo"-noun-es "anesthesiologist"-noun-en
"anisette"-noun-en "anisete"-noun-es
"anisete"-noun-es "anisette"-noun-en
"anti-ballistic missile"-noun-en "misil antibalístico"-noun-es
"anti-ballistic missile"-noun-en "mísil antibalístico"-noun-es
"misil antibalístico"-noun-es "anti-ballistic missile"-noun-en
"mísil antibalístico"-noun-es "anti-ballistic missile"-noun-en
"antipodes"-noun-en "antípodas"-noun-es
"antípodas"-noun-es "antipodes"-noun-en
"antonomasia"-noun-en "antonomasia"-noun-es
"antonomasia"-noun-es "antonomasia"-noun-en
"apostolate"-noun-en "apostolado"-noun-es
"apostolado"-noun-es "apostolate"-noun-en
"Aquarius"-properNoun-en "Aquarius"-properNoun-es
"Aquarius"-properNoun-en "Acuario"-properNoun-es
"Aquarius"-properNoun-es "Aquarius"-properNoun-en
"Acuario"-properNoun-es "Aquarius"-properNoun-en
"arbour"-noun-en "cenador"-noun-es
"cenador"-noun-es "arbour"-noun-en
"arcane"-noun-en "arcano"-noun-es
"arcano"-noun-es "arcane"-noun-en
"aries"-adjective-en "aries"-adjective-es
"aries"-adjective-es "aries"-adjective-en
"aquarius"-adjective-en "acuario"-adjective-es
"acuario"-adjective-es "aquarius"-adjective-en
"attire"-noun-en "atavío"-noun-es
"atavío"-noun-es "attire"-noun-en
"augustinian"-adjective-en "agustiniano"-adjective-es
"agustiniano"-adjective-es "augustinian"-adjective-en
"Augustinian"-noun-en "agustino"-noun-es
"agustino"-noun-es "Augustinian"-noun-en
"auspicious"-adjective-en "auspicioso"-adjective-es
"auspicioso"-adjective-es "auspicious"-adjective-en
"autistic"-noun-en "autista"-noun-es
"autista"-noun-es "autistic"-noun-en
"Ávila de los Caballeros"-properNoun-en "Ávila de los Caballeros"-properNoun-es
"Ávila de los Caballeros"-properNoun-es "Ávila de los Caballeros"-properNoun-en
"Ávila del Rey"-properNoun-en "Ávila del Rey"-properNoun-es
"Ávila del Rey"-properNoun-es "Ávila del Rey"-properNoun-en
"Ávila de los leales"-properNoun-en "Ávila de los leales"-properNoun-es
"Ávila de los leales"-properNoun-es "Ávila de los leales"-properNoun-en
"in awe"-adjective-en "intimidado"-adjective-es
"intimidado"-adjective-es "in awe"-adjective-en
"intimidado"-adjective-es "intimidated"-adjective-en
"intimidated"-adjective-en "intimidado"-adjective-es
"New World"-properNoun-en "Nuevo Mundo"-properNoun-es
"Nuevo Mundo"-properNoun-es "New World"-properNoun-en
"full-fledged"-adjective-en "de pleno derecho"-adjective-es
"de pleno derecho"-adjective-es "full-fledged"-adjective-en
"legated"-adjective-en "legado"-adjective-es
"legado"-adjective-es "legated"-adjective-en
"misnomer"-noun-en "nombre poco adecuado"-noun-es
"nombre poco adecuado"-noun-es "misnomer"-noun-en
"Peter Martyr d'Anghiera"-properNoun-en "Pedro Mártir de Anglería"-properNoun-es
"Pedro Mártir de Anglería"-properNoun-es "Peter Martyr d'Anghiera"-properNoun-en
"Hernán Cortés"-properNoun-en "Hernán Cortés"-properNoun-es
"Hernán Cortés"-properNoun-es "Hernán Cortés"-properNoun-en
"aided by"-adjective-en "asistido por"-adjective-es
"asistido por"-adjective-es "aided by"-adjective-en
"self-dramatisation"-noun-en "autodramatización"-noun-es
"autodramatización"-noun-es "self-dramatisation"-noun-en
"Díaz del Castillo"-noun-en "Díaz del Castillo"-noun-es
"Díaz del Castillo"-noun-en "Díaz del Castillo"-properNoun-es
"Díaz del Castillo"-noun-es "Díaz del Castillo"-noun-en
"Díaz del Castillo"-noun-es "Díaz del Castillo"-properNoun-en
"Díaz del Castillo"-properNoun-es "Díaz del Castillo"-noun-en
"Díaz del Castillo"-properNoun-es "Díaz del Castillo"-properNoun-en
"Díaz del Castillo"-properNoun-en "Díaz del Castillo"-noun-es
"Díaz del Castillo"-properNoun-en "Díaz del Castillo"-properNoun-es
"memorable"-adverb-en "memorable"-adverb-es
"memorable"-adverb-es "memorable"-adverb-en
"chivalry"-noun-en "caballerosidad"-noun-es
"caballerosidad"-noun-es "chivalry"-noun-en
"realizar por etapas"-verb-es "be phased"-verb-en
"be phased"-verb-en "realizar por etapas"-verb-es
"wildlife"-noun-en "fauna y flora"-noun-es
"fauna y flora"-noun-es "wildlife"-noun-en
"biomagnify"-verb-en "biomagnificar"-verb-es
"biomagnificar"-verb-es "biomagnify"-verb-en
"biomagnification"-noun-en "biomagnificación"-noun-es
"biomagnificación"-noun-es "biomagnification"-noun-en
"sub-toxic"-adjective-en "subtóxico"-adjective-es
"subtóxico"-adjective-es "sub-toxic"-adjective-en
"leaching"-noun-en "lixiviación"-noun-es
"lixiviación"-noun-es "leaching"-noun-en
"tailings"-noun-en "relave"-noun-es
"relave"-noun-es "tailings"-noun-en
"dam"-verb-en "represar"-verb-es
"represar"-verb-es "dam"-verb-en
"Baia Mare"-properNoun-en "Baia Mare"-properNoun-es
"Baia Mare"-properNoun-es "Baia Mare"-properNoun-en
"Watershed Media Centre"-properNoun-en "Watershed Media Centre"-properNoun-es
"Watershed Media Centre"-properNoun-es "Watershed Media Centre"-properNoun-en
"shoulder pad"-noun-en "hombrera"-noun-es
"hombrera"-noun-es "shoulder pad"-noun-en
"hombrera"-noun-es "knee pad"-noun-en
"knee pad"-noun-en "hombrera"-noun-es
"padded cell"-noun-en "celda de aislamiento"-noun-es
"padded cell"-noun-en "loquera"-noun-es
"celda de aislamiento"-noun-es "padded cell"-noun-en
"celda de aislamiento"-noun-es "isolation cell"-noun-en
"loquera"-noun-es "padded cell"-noun-en
"isolation cell"-noun-en "celda de aislamiento"-noun-es
"numeric key-pad"-noun-en "teclado numérico"-noun-es
"teclado numérico"-noun-es "numeric key-pad"-noun-en
"teclado numérico"-noun-es "numeric key pad"-noun-en
"teclado numérico"-noun-es "numeric keypad"-noun-en
"teclado numérico"-noun-es "key-pad"-noun-en
"teclado numérico"-noun-es "key pad"-noun-en
"teclado numérico"-noun-es "keypad"-noun-en
"numeric key pad"-noun-en "teclado numérico"-noun-es
"numeric keypad"-noun-en "teclado numérico"-noun-es
"key-pad"-noun-en "teclado numérico"-noun-es
"key pad"-noun-en "teclado numérico"-noun-es
"keypad"-noun-en "teclado numérico"-noun-es
"shinpad"-noun-en "espinillera"-noun-es
"espinillera"-noun-es "shinpad"-noun-en
"espinillera"-noun-es "shin pad"-noun-en
"shin pad"-noun-en "espinillera"-noun-es
"leach pad"-noun-en "pila de lixiviación"-noun-es
"pila de lixiviación"-noun-es "leach pad"-noun-en
"in the sunlight"-adverb-en "al sol"-adverb-es
"al sol"-adverb-es "in the sunlight"-adverb-en
"natural sunlight"-noun-en "luz natural"-noun-es
"luz natural"-noun-es "natural sunlight"-noun-en
"daylight robbery"-noun-en "atraco a mano armada"-noun-es
"atraco a mano armada"-noun-es "daylight robbery"-noun-en
"atraco a mano armada"-noun-es "armed robbery"-noun-en
"armed robbery"-noun-en "atraco a mano armada"-noun-es
"armed robbery"-noun-en "robo a mano armada"-noun-es
"robo a mano armada"-noun-es "armed robbery"-noun-en
"photodegradation"-noun-en "fotodegradación"-noun-es
"fotodegradación"-noun-es "photodegradation"-noun-en
"fotodegradación"-noun-es "photodegredation"-noun-en
"photodegredation"-noun-en "fotodegradación"-noun-es
"hydrolysis"-noun-en "hidrólisis"-noun-es
"hidrólisis"-noun-es "hydrolysis"-noun-en
"Surface Mining Control and Reclamation Act"-properNoun-en "Control de la superficie minera y Ley de recuperación"-properNoun-es
"Control de la superficie minera y Ley de recuperación"-properNoun-es "Surface Mining Control and Reclamation Act"-properNoun-en
"Wenger"-noun-en "Wenger"-noun-es
"Wenger"-noun-en "Wenger"-properNoun-es
"Wenger"-noun-es "Wenger"-noun-en
"Wenger"-noun-es "Wenger"-properNoun-en
"Wenger"-properNoun-es "Wenger"-noun-en
"Wenger"-properNoun-es "Wenger"-properNoun-en
"Wenger"-properNoun-en "Wenger"-noun-es
"Wenger"-properNoun-en "Wenger"-properNoun-es
"Van Persie"-noun-en "Van Persie"-noun-es
"Van Persie"-noun-en "Van Persie"-properNoun-es
"Van Persie"-noun-es "Van Persie"-noun-en
"Van Persie"-noun-es "Van Persie"-properNoun-en
"Van Persie"-properNoun-es "Van Persie"-noun-en
"Van Persie"-properNoun-es "Van Persie"-properNoun-en
"Van Persie"-properNoun-en "Van Persie"-noun-es
"Van Persie"-properNoun-en "Van Persie"-properNoun-es
"Shakhtar"-properNoun-en "Shakhtar"-properNoun-es
"Shakhtar"-properNoun-es "Shakhtar"-properNoun-en
"dip into"-verb-en "echar mano de"-verb-es
"echar mano de"-verb-es "dip into"-verb-en
"injury time"-noun-en "tiempo de descuento"-noun-es
"tiempo de descuento"-noun-es "injury time"-noun-en
"tiempo de descuento"-noun-es "stoppage time"-noun-en
"tiempo de descuento"-noun-es "stoppage-time"-noun-en
"stoppage time"-noun-en "tiempo de descuento"-noun-es
"stoppage-time"-noun-en "tiempo de descuento"-noun-es
"first-half"-noun-en "primera mitad"-noun-es
"primera mitad"-noun-es "first-half"-noun-en
"brilliance"-noun-en "brillantez"-noun-es
"brillantez"-noun-es "brilliance"-noun-en
"hamstring"-noun-en "ligamento de la corva"-noun-es
"ligamento de la corva"-noun-es "hamstring"-noun-en
"sundae"-noun-en "copa de helado con frutas y nueces"-noun-es
"copa de helado con frutas y nueces"-noun-es "sundae"-noun-en
"goteo"-noun-es "dripping"-noun-en
"dripping"-noun-en "goteo"-noun-es
"Highbury"-properNoun-en "Highbury"-properNoun-es
"Highbury"-properNoun-es "Highbury"-properNoun-en
"offside"-adverb-en "offside"-adverb-es
"offside"-adverb-en "fuera de juego"-adverb-es
"offside"-adverb-es "offside"-adverb-en
"fuera de juego"-adverb-es "offside"-adverb-en
"offside"-adjective-en "en fuera de juego"-adjective-es
"en fuera de juego"-adjective-es "offside"-adjective-en
"offside"-noun-en "lado del conductor"-noun-es
"lado del conductor"-noun-es "offside"-noun-en
"Wilshere"-noun-en "Wilshere"-noun-es
"Wilshere"-noun-en "Wilshere"-properNoun-es
"Wilshere"-noun-es "Wilshere"-noun-en
"Wilshere"-noun-es "Wilshere"-properNoun-en
"Wilshere"-properNoun-es "Wilshere"-noun-en
"Wilshere"-properNoun-es "Wilshere"-properNoun-en
"Wilshere"-properNoun-en "Wilshere"-noun-es
"Wilshere"-properNoun-en "Wilshere"-properNoun-es
"foul play"-noun-en "juego sucio"-noun-es
"juego sucio"-noun-es "foul play"-noun-en
"foul-smelling"-adjective-en "hediondo"-adjective-es
"hediondo"-adjective-es "foul-smelling"-adjective-en
"West End"-properNoun-en "West End"-properNoun-es
"West End"-properNoun-es "West End"-properNoun-en
"west end"-noun-en "lado oeste"-noun-es
"lado oeste"-noun-es "west end"-noun-en
"funky"-noun-en "funky"-noun-es
"funky"-noun-es "funky"-noun-en
"disguised"-adjective-en "disfrazado"-adjective-es
"disfrazado"-adjective-es "disguised"-adjective-en
"disfrazado"-adjective-es "in disguise"-adjective-en
"in disguise"-adjective-en "disfrazado"-adjective-es
"paparazzi"-noun-en "paparazzi"-noun-es
"paparazzi"-noun-es "paparazzi"-noun-en
"Salt Lake City"-properNoun-en "Salt Lake City"-properNoun-es
"Salt Lake City"-properNoun-es "Salt Lake City"-properNoun-en
"tuxedo-clad"-adjective-en "vestido de esmoquin"-adjective-es
"vestido de esmoquin"-adjective-es "tuxedo-clad"-adjective-en
"Dietrich"-noun-en "Dietrich"-noun-es
"Dietrich"-noun-en "Dietrich"-properNoun-es
"Dietrich"-noun-es "Dietrich"-noun-en
"Dietrich"-noun-es "Dietrich"-properNoun-en
"Dietrich"-properNoun-es "Dietrich"-noun-en
"Dietrich"-properNoun-es "Dietrich"-properNoun-en
"Dietrich"-properNoun-en "Dietrich"-noun-es
"Dietrich"-properNoun-en "Dietrich"-properNoun-es
"Marlene Dietrich"-properNoun-en "Marlene Dietrich"-properNoun-es
"Marlene Dietrich"-properNoun-es "Marlene Dietrich"-properNoun-en
"sri lankan"-adjective-en "esrilanqués"-adjective-es
"esrilanqués"-adjective-es "sri lankan"-adjective-en
"secondhand"-adjective-en "de segunda mano"-adjective-es
"de segunda mano"-adjective-es "secondhand"-adjective-en
"bombarded"-adjective-en "bombardeado"-adjective-es
"bombardeado"-adjective-es "bombarded"-adjective-en
"Sheen"-noun-en "Sheen"-noun-es
"Sheen"-noun-en "Sheen"-properNoun-es
"Sheen"-noun-es "Sheen"-noun-en
"Sheen"-noun-es "Sheen"-properNoun-en
"Sheen"-properNoun-es "Sheen"-noun-en
"Sheen"-properNoun-es "Sheen"-properNoun-en
"Sheen"-properNoun-en "Sheen"-noun-es
"Sheen"-properNoun-en "Sheen"-properNoun-es
"Melville"-noun-en "Melville"-noun-es
"Melville"-noun-en "Melville"-properNoun-es
"Melville"-noun-es "Melville"-noun-en
"Melville"-noun-es "Melville"-properNoun-en
"Melville"-properNoun-es "Melville"-noun-en
"Melville"-properNoun-es "Melville"-properNoun-en
"Melville"-properNoun-en "Melville"-noun-es
"Melville"-properNoun-en "Melville"-properNoun-es
"Minogue"-noun-en "Minogue"-noun-es
"Minogue"-noun-en "Minogue"-properNoun-es
"Minogue"-noun-es "Minogue"-noun-en
"Minogue"-noun-es "Minogue"-properNoun-en
"Minogue"-properNoun-es "Minogue"-noun-en
"Minogue"-properNoun-es "Minogue"-properNoun-en
"Minogue"-properNoun-en "Minogue"-noun-es
"Minogue"-properNoun-en "Minogue"-properNoun-es
"Seinfeld"-noun-en "Seinfeld"-noun-es
"Seinfeld"-noun-en "Seinfeld"-properNoun-es
"Seinfeld"-noun-es "Seinfeld"-noun-en
"Seinfeld"-noun-es "Seinfeld"-properNoun-en
"Seinfeld"-properNoun-es "Seinfeld"-noun-en
"Seinfeld"-properNoun-es "Seinfeld"-properNoun-en
"Seinfeld"-properNoun-en "Seinfeld"-noun-es
"Seinfeld"-properNoun-en "Seinfeld"-properNoun-es
"a-z"-noun-en "a-z"-noun-es
"a-z"-noun-es "a-z"-noun-en
"Shelley"-noun-en "Shelley"-noun-es
"Shelley"-noun-en "Shelley"-properNoun-es
"Shelley"-noun-es "Shelley"-noun-en
"Shelley"-noun-es "Shelley"-properNoun-en
"Shelley"-properNoun-es "Shelley"-noun-en
"Shelley"-properNoun-es "Shelley"-properNoun-en
"Shelley"-properNoun-en "Shelley"-noun-es
"Shelley"-properNoun-en "Shelley"-properNoun-es
"Bowie"-noun-en "Bowie"-noun-es
"Bowie"-noun-en "Bowie"-properNoun-es
"Bowie"-noun-es "Bowie"-noun-en
"Bowie"-noun-es "Bowie"-properNoun-en
"Bowie"-properNoun-es "Bowie"-noun-en
"Bowie"-properNoun-es "Bowie"-properNoun-en
"Bowie"-properNoun-en "Bowie"-noun-es
"Bowie"-properNoun-en "Bowie"-properNoun-es
"maverick"-adjective-en "inconformista"-adjective-es
"inconformista"-adjective-es "maverick"-adjective-en
"inconformista"-adjective-es "nonconformist"-adjective-en
"nonconformist"-adjective-en "inconformista"-adjective-es
"inconformista"-noun-es "nonconformist"-noun-en
"nonconformist"-noun-en "inconformista"-noun-es
"Pet Shop Boys"-properNoun-en "Pet Shop Boys"-properNoun-es
"Pet Shop Boys"-properNoun-es "Pet Shop Boys"-properNoun-en
"Rolling Stones"-properNoun-en "Rolling Stones"-properNoun-es
"Rolling Stones"-properNoun-es "Rolling Stones"-properNoun-en
"grunge"-noun-en "grunge"-noun-es
"grunge"-noun-es "grunge"-noun-en
"cost overrun"-noun-en "sobrecoste"-noun-es
"sobrecoste"-noun-es "cost overrun"-noun-en
"sobrecoste"-noun-es "extra cost"-noun-en
"extra cost"-noun-en "sobrecoste"-noun-es
"extra cost"-noun-en "sobrecosto"-noun-es
"sobrecosto"-noun-es "extra cost"-noun-en
"Mansfield"-properNoun-en "Mansfield"-properNoun-es
"Mansfield"-properNoun-es "Mansfield"-properNoun-en
"tilbury"-noun-en "tílburi"-noun-es
"tílburi"-noun-es "tilbury"-noun-en
"come away"-verb-en "apartarse"-pronoun-es
"come away"-verb-en "apartarse"-verb-es
"apartarse"-pronoun-es "move over"-verb-en
"apartarse"-pronoun-es "come away"-verb-en
"apartarse"-pronoun-es "move aside"-verb-en
"apartarse"-verb-es "move over"-verb-en
"apartarse"-verb-es "come away"-verb-en
"apartarse"-verb-es "move aside"-verb-en
"move aside"-verb-en "apartarse"-pronoun-es
"move aside"-verb-en "apartarse"-verb-es
"Manchester United"-properNoun-en "Manchester United"-properNoun-es
"Manchester United"-properNoun-es "Manchester United"-properNoun-en
"Manchester United"-properNoun-es "Man Utd"-properNoun-en
"Man Utd"-properNoun-en "Manchester United"-properNoun-es
"Manchester City"-properNoun-en "Manchester City"-properNoun-es
"Manchester City"-properNoun-es "Manchester City"-properNoun-en
"Manchester City"-properNoun-es "Man City"-properNoun-en
"Man City"-properNoun-en "Manchester City"-properNoun-es
"Arsenal"-properNoun-en "Arsenal"-properNoun-es
"Arsenal"-properNoun-es "Arsenal"-properNoun-en
"FA Cup"-properNoun-en "FA Cup"-properNoun-es
"FA Cup"-properNoun-es "FA Cup"-properNoun-en
"Van der Sar"-noun-en "Van der Sar"-noun-es
"Van der Sar"-noun-en "Van der Sar"-properNoun-es
"Van der Sar"-noun-es "Van der Sar"-noun-en
"Van der Sar"-noun-es "Van der Sar"-properNoun-en
"Van der Sar"-properNoun-es "Van der Sar"-noun-en
