"neniu"-determiner-eo "ninguno"-determiner-es
"Catalunya"-properNoun-es "Katalunio"-properNoun-eo
"Cataluña"-properNoun-es "Katalunio"-properNoun-eo
"Chad"-properNoun-es "Ĉadio"-properNoun-eo
"Ĉadio"-properNoun-eo "Chad"-properNoun-es
"Chile"-properNoun-es "Ĉilio"-properNoun-eo
"Ĉilio"-properNoun-eo "Chile"-properNoun-es
"Colombia"-properNoun-es "Kolombio"-properNoun-eo
"Kolombio"-properNoun-eo "Colombia"-properNoun-es
"Croacia"-properNoun-es "Kroatio"-properNoun-eo
"Kroatio"-properNoun-eo "Croacia"-properNoun-es
"Cuba"-properNoun-es "Kubo"-properNoun-eo
"Kubo"-properNoun-eo "Cuba"-properNoun-es
"Kipro"-properNoun-eo "Chipre"-properNoun-es
"Chipre"-properNoun-es "Kipro"-properNoun-eo
"Checoslovaquia"-properNoun-es "Ĉeĥoslovakio"-properNoun-eo
"Ĉeĥoslovakio"-properNoun-eo "Checoslovaquia"-properNoun-es
"Dinamarca"-properNoun-es "Danio"-properNoun-eo
"Danio"-properNoun-eo "Dinamarca"-properNoun-es
"Dublín"-properNoun-es "Dublino"-properNoun-eo
"Dublino"-properNoun-eo "Dublín"-properNoun-es
"Ecuador"-properNoun-es "Ekvadoro"-properNoun-eo
"Ekvadoro"-properNoun-eo "Ecuador"-properNoun-es
"Egipto"-properNoun-es "Egiptio"-properNoun-eo
"Egiptio"-properNoun-eo "Egipto"-properNoun-es
"Eritrea"-properNoun-es "Eritreo"-properNoun-eo
"Eritreo"-properNoun-eo "Eritrea"-properNoun-es
"Estonia"-properNoun-es "Estonio"-properNoun-eo
"Estonio"-properNoun-eo "Estonia"-properNoun-es
"Etiopía"-properNoun-es "Etiopio"-properNoun-eo
"Etiopio"-properNoun-eo "Etiopía"-properNoun-es
"Europa"-properNoun-es "Eŭropo"-properNoun-eo
"Eŭropo"-properNoun-eo "Europa"-properNoun-es
"Fiyi"-properNoun-es "Fiĝioj"-properNoun-eo
"Fiĝioj"-properNoun-eo "Fiyi"-properNoun-es
"Gabón"-properNoun-es "Gabono"-properNoun-eo
"Gabono"-properNoun-eo "Gabón"-properNoun-es
"Gambia"-properNoun-es "Gambio"-properNoun-eo
"Gambio"-properNoun-eo "Gambia"-properNoun-es
"Alemania"-properNoun-es "Germanio"-properNoun-eo
"Germanio"-properNoun-eo "Alemania"-properNoun-es
"Ghana"-properNoun-es "Ganao"-properNoun-eo
"Ganao"-properNoun-eo "Ghana"-properNoun-es
"Gibraltar"-properNoun-es "Ĝibraltaro"-properNoun-eo
"Ĝibraltaro"-properNoun-eo "Gibraltar"-properNoun-es
"Grecia"-properNoun-es "Grekio"-properNoun-eo
"Grekio"-properNoun-eo "Grecia"-properNoun-es
"Granada"-properNoun-es "Granado"-properNoun-eo
"Granado"-properNoun-eo "Granada"-properNoun-es
"Guatemala"-properNoun-es "Gvatemalo"-properNoun-eo
"Gvatemalo"-properNoun-eo "Guatemala"-properNoun-es
"Guinea"-properNoun-es "Gvineo"-properNoun-eo
"Gvineo"-properNoun-eo "Guinea"-properNoun-es
"Haití"-properNoun-es "Haitio"-properNoun-eo
"Haitio"-properNoun-eo "Haití"-properNoun-es
"Hamburgo"-properNoun-es "Hamburgo"-properNoun-eo
"Hamburgo"-properNoun-eo "Hamburgo"-properNoun-es
"Hungría"-properNoun-es "Hungario"-properNoun-eo
"Hungario"-properNoun-eo "Hungría"-properNoun-es
"Islandia"-properNoun-es "Islando"-properNoun-eo
"Islando"-properNoun-eo "Islandia"-properNoun-es
"Indonesia"-properNoun-es "Indonezio"-properNoun-eo
"Indonezio"-properNoun-eo "Indonesia"-properNoun-es
"Irán"-properNoun-es "Irano"-properNoun-eo
"Irano"-properNoun-eo "Irán"-properNoun-es
"Irako"-properNoun-eo "Irak"-properNoun-es
"Irako"-properNoun-eo "Iraq"-properNoun-es
"Irak"-properNoun-es "Irako"-properNoun-eo
"Iraq"-properNoun-es "Irako"-properNoun-eo
"Israelo"-properNoun-eo "Israel"-properNoun-es
"Israel"-properNoun-es "Israelo"-properNoun-eo
"Italia"-properNoun-es "Italio"-properNoun-eo
"Italio"-properNoun-eo "Italia"-properNoun-es
"Costa de Marfil"-properNoun-es "Eburbordo"-properNoun-eo
"Eburbordo"-properNoun-eo "Costa de Marfil"-properNoun-es
"Jamaica"-properNoun-es "Jamajko"-properNoun-eo
"Jamajko"-properNoun-eo "Jamaica"-properNoun-es
"Kabul"-properNoun-es "Kabulo"-properNoun-eo
"Kabulo"-properNoun-eo "Kabul"-properNoun-es
"Kazajistán"-properNoun-es "Kazaĥio"-properNoun-eo
"Kazaĥio"-properNoun-eo "Kazajistán"-properNoun-es
"Corea"-properNoun-es "Koreio"-properNoun-eo
"Koreio"-properNoun-eo "Corea"-properNoun-es
"Kuwait"-properNoun-es "Kuvajto"-properNoun-eo
"Kuvajto"-properNoun-eo "Kuwait"-properNoun-es
"Laos"-properNoun-es "Laoso"-properNoun-eo
"Laoso"-properNoun-eo "Laos"-properNoun-es
"Líbano"-properNoun-es "Libano"-properNoun-eo
"Libano"-properNoun-eo "Líbano"-properNoun-es
"Lesoto"-properNoun-es "Lesoto"-properNoun-eo
"Lesoto"-properNoun-eo "Lesoto"-properNoun-es
"Libia"-properNoun-es "Libio"-properNoun-eo
"Libio"-properNoun-eo "Libia"-properNoun-es
"Liechtenstein"-properNoun-es "Liĥtenŝtejno"-properNoun-eo
"Liĥtenŝtejno"-properNoun-eo "Liechtenstein"-properNoun-es
"Lisbono"-properNoun-eo "Lisboa"-properNoun-es
"Lisboa"-properNoun-es "Lisbono"-properNoun-eo
"Lituania"-properNoun-es "Litovio"-properNoun-eo
"Litovio"-properNoun-eo "Lituania"-properNoun-es
"Luksemburgio"-properNoun-eo "Luxemburgo"-properNoun-es
"Luxemburgo"-properNoun-es "Luksemburgio"-properNoun-eo
"Madagascar"-properNoun-es "Madagaskaro"-properNoun-eo
"Madagaskaro"-properNoun-eo "Madagascar"-properNoun-es
"Madrid"-properNoun-es "Madrido"-properNoun-eo
"Madrido"-properNoun-eo "Madrid"-properNoun-es
"Malawi"-properNoun-es "Malavio"-properNoun-eo
"Malavio"-properNoun-eo "Malawi"-properNoun-es
"Malasia"-properNoun-es "Malajzio"-properNoun-eo
"Malajzio"-properNoun-eo "Malasia"-properNoun-es
"Maldivas"-properNoun-es "Maldivoj"-properNoun-eo
"Maldivoj"-properNoun-eo "Maldivas"-properNoun-es
"Malta"-properNoun-es "Malto"-properNoun-eo
"Malto"-properNoun-eo "Malta"-properNoun-es
"Mauritania"-properNoun-es "Maŭritanio"-properNoun-eo
"Maŭritanio"-properNoun-eo "Mauritania"-properNoun-es
"Meksiko"-properNoun-eo "Méjico"-properNoun-es
"Meksiko"-properNoun-eo "México"-properNoun-es
"Méjico"-properNoun-es "Meksiko"-properNoun-eo
"México"-properNoun-es "Meksiko"-properNoun-eo
"Mónaco"-properNoun-es "Monako"-properNoun-eo
"Monako"-properNoun-eo "Mónaco"-properNoun-es
"Mongolia"-properNoun-es "Mongolio"-properNoun-eo
"Mongolio"-properNoun-eo "Mongolia"-properNoun-es
"Marruecos"-properNoun-es "Maroko"-properNoun-eo
"Maroko"-properNoun-eo "Marruecos"-properNoun-es
"Moscú"-properNoun-es "Moskvo"-properNoun-eo
"Moskvo"-properNoun-eo "Moscú"-properNoun-es
"Mozambique"-properNoun-es "Mozambiko"-properNoun-eo
"Mozambiko"-properNoun-eo "Mozambique"-properNoun-es
"Namibia"-properNoun-es "Namibio"-properNoun-eo
"Namibio"-properNoun-eo "Namibia"-properNoun-es
"Navaro"-properNoun-eo "Navarra"-properNoun-es
"Navarra"-properNoun-es "Navaro"-properNoun-eo
"Navarra"-properNoun-es "Nafaro"-properNoun-eo
"Nafaro"-properNoun-eo "Navarra"-properNoun-es
"Nepalo"-properNoun-eo "Nepal"-properNoun-es
"Nepal"-properNoun-es "Nepalo"-properNoun-eo
"Nueva Zelanda"-properNoun-es "Nov-Zelando"-properNoun-eo
"Nov-Zelando"-properNoun-eo "Nueva Zelanda"-properNoun-es
"Nicaragua"-properNoun-es "Nikaragvo"-properNoun-eo
"Nikaragvo"-properNoun-eo "Nicaragua"-properNoun-es
"Nigeria"-properNoun-es "Niĝerio"-properNoun-eo
"Niĝerio"-properNoun-eo "Nigeria"-properNoun-es
"Níger"-properNoun-es "Niĝero"-properNoun-eo
"Niĝero"-properNoun-eo "Níger"-properNoun-es
"América del Norte"-properNoun-es "Nord-Ameriko"-properNoun-eo
"Nord-Ameriko"-properNoun-eo "América del Norte"-properNoun-es
"Nord-Ameriko"-properNoun-eo "Norteamérica"-properNoun-es
"Norteamérica"-properNoun-es "Nord-Ameriko"-properNoun-eo
"Noruega"-properNoun-es "Norvegio"-properNoun-eo
"Norvegio"-properNoun-eo "Noruega"-properNoun-es
"Oceanía"-properNoun-es "Oceanio"-properNoun-eo
"Oceanio"-properNoun-eo "Oceanía"-properNoun-es
"Pakistán"-properNoun-es "Pakistano"-properNoun-eo
"Pakistano"-properNoun-eo "Pakistán"-properNoun-es
"Panamá"-properNoun-es "Panamo"-properNoun-eo
"Panamo"-properNoun-eo "Panamá"-properNoun-es
"Paraguay"-properNoun-es "Paragvajo"-properNoun-eo
"Paragvajo"-properNoun-eo "Paraguay"-properNoun-es
"Pekín"-properNoun-es "Pekino"-properNoun-eo
"Pekino"-properNoun-eo "Pekín"-properNoun-es
"Perú"-properNoun-es "Peruo"-properNoun-eo
"Peruo"-properNoun-eo "Perú"-properNoun-es
"Filipinas"-properNoun-es "Filipinoj"-properNoun-eo
"Filipinoj"-properNoun-eo "Filipinas"-properNoun-es
"Polonia"-properNoun-es "Pollando"-properNoun-eo
"Pollando"-properNoun-eo "Polonia"-properNoun-es
"Portugal"-properNoun-es "Portugalio"-properNoun-eo
"Portugalio"-properNoun-eo "Portugal"-properNoun-es
"Praga"-properNoun-es "Prago"-properNoun-eo
"Prago"-properNoun-eo "Praga"-properNoun-es
"Pirineos"-properNoun-es "Pireneoj"-properNoun-eo
"Pireneoj"-properNoun-eo "Pirineos"-properNoun-es
"Pireneoj"-properNoun-eo "Pirineo"-properNoun-es
"Pirineo"-properNoun-es "Pireneoj"-properNoun-eo
"Qatar"-properNoun-es "Kataro"-properNoun-eo
"Kataro"-properNoun-eo "Qatar"-properNoun-es
"Rumanio"-properNoun-eo "Rumania"-properNoun-es
"Rumanio"-properNoun-eo "Rumanía"-properNoun-es
"Rumania"-properNoun-es "Rumanio"-properNoun-eo
"Rumanía"-properNoun-es "Rumanio"-properNoun-eo
"Romo"-properNoun-eo "Roma"-properNoun-es
"Roma"-properNoun-es "Romo"-properNoun-eo
"Ruando"-properNoun-eo "Ruanda"-properNoun-es
"Ruanda"-properNoun-es "Ruando"-properNoun-eo
"Sáhara"-properNoun-es "Saharo"-properNoun-eo
"Saharo"-properNoun-eo "Sáhara"-properNoun-es
"Samoa"-properNoun-es "Samoo"-properNoun-eo
"Samoo"-properNoun-eo "Samoa"-properNoun-es
"Senegal"-properNoun-es "Senegalo"-properNoun-eo
"Senegalo"-properNoun-eo "Senegal"-properNoun-es
"Serbia"-properNoun-es "Serbio"-properNoun-eo
"Serbio"-properNoun-eo "Serbia"-properNoun-es
"Seychelles"-properNoun-es "Sejŝeloj"-properNoun-eo
"Sejŝeloj"-properNoun-eo "Seychelles"-properNoun-es
"Tailandia"-properNoun-es "Tajlando"-properNoun-eo
"Tajlando"-properNoun-eo "Tailandia"-properNoun-es
"Sierra Leona"-properNoun-es "Sieraleono"-properNoun-eo
"Sieraleono"-properNoun-eo "Sierra Leona"-properNoun-es
"Singapur"-properNoun-es "Singapuro"-properNoun-eo
"Singapuro"-properNoun-eo "Singapur"-properNoun-es
"Eslovaquia"-properNoun-es "Slovakio"-properNoun-eo
"Slovakio"-properNoun-eo "Eslovaquia"-properNoun-es
"Eslovenia"-properNoun-es "Slovenio"-properNoun-eo
"Slovenio"-properNoun-eo "Eslovenia"-properNoun-es
"Japón"-properNoun-es "Japanio"-properNoun-eo
"Japanio"-properNoun-eo "Japón"-properNoun-es
"China"-properNoun-es "Ĉinio"-properNoun-eo
"Ĉinio"-properNoun-eo "China"-properNoun-es
"Rusia"-properNoun-es "Rusio"-properNoun-eo
"Rusio"-properNoun-eo "Rusia"-properNoun-es
"Francia"-properNoun-es "Francio"-properNoun-eo
"Francio"-properNoun-eo "Francia"-properNoun-es
"Somalia"-properNoun-es "Somalio"-properNoun-eo
"Somalio"-properNoun-eo "Somalia"-properNoun-es
"Sudáfrica"-properNoun-es "Sud-Afriko"-properNoun-eo
"Sud-Afriko"-properNoun-eo "Sudáfrica"-properNoun-es
"España"-properNoun-es "Hispanio"-properNoun-eo
"Hispanio"-properNoun-eo "España"-properNoun-es
"Estocolmo"-properNoun-es "Stokholmo"-properNoun-eo
"Stokholmo"-properNoun-eo "Estocolmo"-properNoun-es
"Sudán"-properNoun-es "Sudano"-properNoun-eo
"Sudano"-properNoun-eo "Sudán"-properNoun-es
"Surinamo"-properNoun-eo "Surinam"-properNoun-es
"Surinam"-properNoun-es "Surinamo"-properNoun-eo
"Suecia"-properNoun-es "Svedio"-properNoun-eo
"Svedio"-properNoun-eo "Suecia"-properNoun-es
"Suiza"-properNoun-es "Svislando"-properNoun-eo
"Svislando"-properNoun-eo "Suiza"-properNoun-es
"Siria"-properNoun-es "Sirio"-properNoun-eo
"Sirio"-properNoun-eo "Siria"-properNoun-es
"Taiwán"-properNoun-es "Tajvano"-properNoun-eo
"Tajvano"-properNoun-eo "Taiwán"-properNoun-es
"Tayikistán"-properNoun-es "Taĝikio"-properNoun-eo
"Taĝikio"-properNoun-eo "Tayikistán"-properNoun-es
"Tanzania"-properNoun-es "Tanzanio"-properNoun-eo
"Tanzanio"-properNoun-eo "Tanzania"-properNoun-es
"Texas"-properNoun-es "Teksaso"-properNoun-eo
"Teksaso"-properNoun-eo "Texas"-properNoun-es
"Tokio"-properNoun-eo "Tokio"-properNoun-es
"Tokio"-properNoun-es "Tokio"-properNoun-eo
"Tonga"-properNoun-es "Tongo"-properNoun-eo
"Tongo"-properNoun-eo "Tonga"-properNoun-es
"Túnez"-properNoun-es "Tunizio"-properNoun-eo
"Tunizio"-properNoun-eo "Túnez"-properNoun-es
"Turquía"-properNoun-es "Turkio"-properNoun-eo
"Turkio"-properNoun-eo "Turquía"-properNoun-es
"Uganda"-properNoun-es "Ugando"-properNoun-eo
"Ugando"-properNoun-eo "Uganda"-properNoun-es
"Ucrania"-properNoun-es "Ukrainio"-properNoun-eo
"Ukrainio"-properNoun-eo "Ucrania"-properNoun-es
"Urano"-properNoun-es "Urano"-properNoun-eo
"Urano"-properNoun-eo "Urano"-properNoun-es
"Uruguay"-properNoun-es "Urugvajo"-properNoun-eo
"Urugvajo"-properNoun-eo "Uruguay"-properNoun-es
"Uzbekistán"-properNoun-es "Uzbekio"-properNoun-eo
"Uzbekio"-properNoun-eo "Uzbekistán"-properNoun-es
"Venezuela"-properNoun-es "Venezuelo"-properNoun-eo
"Venezuelo"-properNoun-eo "Venezuela"-properNoun-es
"Venus"-properNoun-es "Venuso"-properNoun-eo
"Venuso"-properNoun-eo "Venus"-properNoun-es
"Viena"-properNoun-es "Vieno"-properNoun-eo
"Vieno"-properNoun-eo "Viena"-properNoun-es
"Gales"-properNoun-es "Kimrio"-properNoun-eo
"Kimrio"-properNoun-eo "Gales"-properNoun-es
"Varsovia"-properNoun-es "Varsovio"-properNoun-eo
"Varsovio"-properNoun-eo "Varsovia"-properNoun-es
"Washington"-properNoun-es "Vaŝingtono"-properNoun-eo
"Vaŝingtono"-properNoun-eo "Washington"-properNoun-es
"Yugoslavia"-properNoun-es "Jugoslavio"-properNoun-eo
"Jugoslavio"-properNoun-eo "Yugoslavia"-properNoun-es
"Zambia"-properNoun-es "Zambio"-properNoun-eo
"Zambio"-properNoun-eo "Zambia"-properNoun-es
"Kongo"-properNoun-eo "Congo"-properNoun-es
"Congo"-properNoun-es "Kongo"-properNoun-eo
"Usono"-properNoun-eo "Estados Unidos"-properNoun-es
"Estados Unidos"-properNoun-es "Usono"-properNoun-eo
"deserto"-noun-eo "postre"-noun-es
"postre"-noun-es "deserto"-noun-eo
"triunfo"-noun-es "triumfo"-noun-eo
"triumfo"-noun-eo "triunfo"-noun-es
"cerámica"-noun-es "ceramiko"-noun-eo
"ceramiko"-noun-eo "cerámica"-noun-es
"tos"-noun-es "tuso"-noun-eo
"tuso"-noun-eo "tos"-noun-es
"ERC"-noun-es "ERC"-noun-eo
"ERC"-noun-eo "ERC"-noun-es
"jazz"-noun-es "ĵazo"-noun-eo
"ĵazo"-noun-eo "jazz"-noun-es
"km"-noun-eo "km"-noun-es
"km"-noun-es "km"-noun-eo
"OTAN"-noun-es "NATO"-noun-eo
"NATO"-noun-eo "OTAN"-noun-es
"PP"-noun-eo "PP"-noun-es
"PP"-noun-es "PP"-noun-eo
"PSOE"-noun-es "PSOE"-noun-eo
"PSOE"-noun-eo "PSOE"-noun-es
"piĵamo"-noun-eo "pijama"-noun-es
"pijama"-noun-es "piĵamo"-noun-eo
"pirotekniko"-noun-eo "pirotecnia"-noun-es
"pirotecnia"-noun-es "pirotekniko"-noun-eo
"tijeras"-noun-es "tondilo"-noun-eo
"tondilo"-noun-eo "tijeras"-noun-es
"accionista"-noun-es "akciulo"-noun-eo
"akciulo"-noun-eo "accionista"-noun-es
"sociolingüística"-noun-es "socilingvistiko"-noun-eo
"socilingvistiko"-noun-eo "sociolingüística"-noun-es
"solfeĝo"-noun-eo "solfeo"-noun-es
"solfeo"-noun-es "solfeĝo"-noun-eo
"hispano"-noun-eo "español"-noun-es
"español"-noun-es "hispano"-noun-eo
"natación"-noun-es "naĝado"-noun-eo
"naĝado"-noun-eo "natación"-noun-es
"suyo"-adjective-es "lia"-adjective-eo
"lia"-adjective-eo "suyo"-adjective-es
"mío"-adjective-es "mia"-adjective-eo
"mia"-adjective-eo "mío"-adjective-es
"nuestro"-adjective-es "nia"-adjective-eo
"nia"-adjective-eo "nuestro"-adjective-es
"tuyo"-adjective-es "via"-adjective-eo
"via"-adjective-eo "tuyo"-adjective-es
"via"-adjective-eo "vuestro"-adjective-es
"vuestro"-adjective-es "via"-adjective-eo
"Linux"-properNoun-es "Linukso"-properNoun-eo
"Linux"-properNoun-es "Linux"-properNoun-eo
"Linukso"-properNoun-eo "Linux"-properNoun-es
"Linux"-properNoun-eo "Linux"-properNoun-es
"Microsoft"-properNoun-eo "Microsoft"-properNoun-es
"Microsoft"-properNoun-es "Microsoft"-properNoun-eo
"Unikso"-properNoun-eo "Unix"-properNoun-es
"Unix"-properNoun-es "Unikso"-properNoun-eo
"Vindozo"-properNoun-eo "Windows"-properNoun-es
"Windows"-properNoun-es "Vindozo"-properNoun-eo
"activamente"-adverb-es "aktive"-adverb-eo
"aktive"-adverb-eo "activamente"-adverb-es
"bedaŭrinde"-adverb-eo "desgraciadamente"-adverb-es
"bedaŭrinde"-adverb-eo "lamentablemente"-adverb-es
"desgraciadamente"-adverb-es "bedaŭrinde"-adverb-eo
"desgraciadamente"-adverb-es "malfeliĉe"-adverb-eo
"lamentablemente"-adverb-es "bedaŭrinde"-adverb-eo
"malfeliĉe"-adverb-eo "desgraciadamente"-adverb-es
"mucho mejor"-adverb-es "multe pli bone"-adverb-eo
"multe pli bone"-adverb-eo "mucho mejor"-adverb-es
"multe malpli"-adverb-eo "mucho menos"-adverb-es
"mucho menos"-adverb-es "multe malpli"-adverb-eo
"mucho más"-adverb-es "multe pli"-adverb-eo
"multe pli"-adverb-eo "mucho más"-adverb-es
"ĉiujare"-adverb-eo "anualmente"-adverb-es
"anualmente"-adverb-es "ĉiujare"-adverb-eo
"nerekte"-adverb-eo "indirectamente"-adverb-es
"indirectamente"-adverb-es "nerekte"-adverb-eo
"a mano"-adverb-es "mane"-adverb-eo
"mane"-adverb-eo "a mano"-adverb-es
"almenaŭ"-adverb-eo "por lo menos"-adverb-es
"almenaŭ"-adverb-eo "al menos"-adverb-es
"por lo menos"-adverb-es "almenaŭ"-adverb-eo
"al menos"-adverb-es "almenaŭ"-adverb-eo
"automáticamente"-adverb-es "aŭtomate"-adverb-eo
"aŭtomate"-adverb-eo "automáticamente"-adverb-es
"inverse"-adverb-eo "viceversa"-adverb-es
"viceversa"-adverb-es "inverse"-adverb-eo
"brutale"-adverb-eo "brutalmente"-adverb-es
"brutalmente"-adverb-es "brutale"-adverb-eo
"afortunadamente"-adverb-es "feliĉe"-adverb-eo
"feliĉe"-adverb-eo "afortunadamente"-adverb-es
"tipe"-adverb-eo "típicamente"-adverb-es
"típicamente"-adverb-es "tipe"-adverb-eo
"relative"-adverb-eo "relativamente"-adverb-es
"relativamente"-adverb-es "relative"-adverb-eo
"considerablemente"-adverb-es "konsiderinde"-adverb-eo
"konsiderinde"-adverb-eo "considerablemente"-adverb-es
"laŭkonstitucie"-adverb-eo "constitucionalmente"-adverb-es
"constitucionalmente"-adverb-es "laŭkonstitucie"-adverb-eo
"curiosamente"-adverb-es "kurioze"-adverb-eo
"kurioze"-adverb-eo "curiosamente"-adverb-es
"peligrosamente"-adverb-es "danĝere"-adverb-eo
"danĝere"-adverb-eo "peligrosamente"-adverb-es
"definitivamente"-adverb-es "definitive"-adverb-eo
"definitive"-adverb-eo "definitivamente"-adverb-es
"democráticamente"-adverb-es "demokratie"-adverb-eo
"demokratie"-adverb-eo "democráticamente"-adverb-es
"económicamente"-adverb-es "ekonomie"-adverb-eo
"ekonomie"-adverb-eo "económicamente"-adverb-es
"efike"-adverb-eo "eficazmente"-adverb-es
"eficazmente"-adverb-es "efike"-adverb-eo
"emocionalmente"-adverb-es "emocie"-adverb-eo
"emocie"-adverb-eo "emocionalmente"-adverb-es
"morale"-adverb-eo "moralmente"-adverb-es
"moralmente"-adverb-es "morale"-adverb-eo
"demasiado"-adverb-es "tro"-adverb-eo
"tro"-adverb-eo "demasiado"-adverb-es
"excesivamente"-adverb-es "troe"-adverb-eo
"troe"-adverb-eo "excesivamente"-adverb-es
"perfectamente"-adverb-es "perfekte"-adverb-eo
"perfekte"-adverb-eo "perfectamente"-adverb-es
"formalmente"-adverb-es "formale"-adverb-eo
"formale"-adverb-eo "formalmente"-adverb-es
"fundamentalmente"-adverb-es "fundamente"-adverb-eo
"fundamente"-adverb-eo "fundamentalmente"-adverb-es
"sekrete"-adverb-eo "en secreto"-adverb-es
"en secreto"-adverb-es "sekrete"-adverb-eo
"generosamente"-adverb-es "malavare"-adverb-eo
"malavare"-adverb-eo "generosamente"-adverb-es
"históricamente"-adverb-es "historie"-adverb-eo
"historie"-adverb-eo "históricamente"-adverb-es
"humildemente"-adverb-es "humile"-adverb-eo
"humile"-adverb-eo "humildemente"-adverb-es
"kontraŭleĝe"-adverb-eo "ilegalmente"-adverb-es
"ilegalmente"-adverb-es "kontraŭleĝe"-adverb-eo
"fuera de lugar"-adverb-es "maloportune"-adverb-eo
"maloportune"-adverb-eo "fuera de lugar"-adverb-es
"a gran escala"-adverb-es "grandskale"-adverb-eo
"grandskale"-adverb-eo "a gran escala"-adverb-es
"pogrande"-adverb-eo "al por mayor"-adverb-es
"al por mayor"-adverb-es "pogrande"-adverb-eo
"localmente"-adverb-es "loke"-adverb-eo
"loke"-adverb-eo "localmente"-adverb-es
"aldone"-adverb-eo "adicionalmente"-adverb-es
"adicionalmente"-adverb-es "aldone"-adverb-eo
"increíblemente"-adverb-es "nekredeble"-adverb-eo
"nekredeble"-adverb-eo "increíblemente"-adverb-es
"sendiference"-adverb-eo "indistintamente"-adverb-es
"indistintamente"-adverb-es "sendiference"-adverb-eo
"nepre"-adverb-eo "necesariamente"-adverb-es
"necesariamente"-adverb-es "nepre"-adverb-eo
"interne"-adverb-eo "interiormente"-adverb-es
"interne"-adverb-eo "dentro"-adverb-es
"interiormente"-adverb-es "interne"-adverb-eo
"dentro"-adverb-es "interne"-adverb-eo
"dentro"-adverb-es "ene"-adverb-eo
"ene"-adverb-eo "dentro"-adverb-es
"adentro"-adverb-es "enen"-adverb-eo
"enen"-adverb-eo "adentro"-adverb-es
"mense"-adverb-eo "mentalmente"-adverb-es
"mentalmente"-adverb-es "mense"-adverb-eo
"internacie"-adverb-eo "internacionalmente"-adverb-es
"internacionalmente"-adverb-es "internacie"-adverb-eo
"tarde"-adverb-es "malfrue"-adverb-eo
"malfrue"-adverb-eo "tarde"-adverb-es
"menos"-adverb-es "malpli"-adverb-eo
"malpli"-adverb-eo "menos"-adverb-es
"lingüísticamente"-adverb-es "lingvistike"-adverb-eo
"lingüísticamente"-adverb-es "lingve"-adverb-eo
"lingvistike"-adverb-eo "lingüísticamente"-adverb-es
"lingve"-adverb-eo "lingüísticamente"-adverb-es
"literalmente"-adverb-es "laŭvorte"-adverb-eo
"laŭvorte"-adverb-eo "literalmente"-adverb-es
"poco"-adverb-es "malmulte"-adverb-eo
"malmulte"-adverb-eo "poco"-adverb-es
"moderadamente"-adverb-es "modere"-adverb-eo
"modere"-adverb-eo "moderadamente"-adverb-es
"mutuamente"-adverb-es "reciproke"-adverb-eo
"reciproke"-adverb-eo "mutuamente"-adverb-es
"ni siquiera"-adverb-es "eĉ ne"-adverb-eo
"eĉ ne"-adverb-eo "ni siquiera"-adverb-es
"objektive"-adverb-eo "objetivamente"-adverb-es
"objetivamente"-adverb-es "objektive"-adverb-eo
"obstine"-adverb-eo "tozudamente"-adverb-es
"tozudamente"-adverb-es "obstine"-adverb-eo
"oficialmente"-adverb-es "oficiale"-adverb-eo
"oficiale"-adverb-eo "oficialmente"-adverb-es
"paradójicamente"-adverb-es "paradokse"-adverb-eo
"paradokse"-adverb-eo "paradójicamente"-adverb-es
"parcialmente"-adverb-es "parte"-adverb-eo
"parte"-adverb-eo "parcialmente"-adverb-es
"pacience"-adverb-eo "pacientemente"-adverb-es
"pacientemente"-adverb-es "pacience"-adverb-eo
"físicamente"-adverb-es "fizike"-adverb-eo
"fizike"-adverb-eo "físicamente"-adverb-es
"políticamente"-adverb-es "politike"-adverb-eo
"politike"-adverb-eo "políticamente"-adverb-es
"profesie"-adverb-eo "profesionalmente"-adverb-es
"profesionalmente"-adverb-es "profesie"-adverb-eo
"psikologie"-adverb-eo "psicológicamente"-adverb-es
"psicológicamente"-adverb-es "psikologie"-adverb-eo
"radicalmente"-adverb-es "radikale"-adverb-eo
"radikale"-adverb-eo "radicalmente"-adverb-es
"respectivamente"-adverb-es "respektive"-adverb-eo
"respektive"-adverb-eo "respectivamente"-adverb-es
"estrictamente"-adverb-es "strikte"-adverb-eo
"strikte"-adverb-eo "estrictamente"-adverb-es
"sekse"-adverb-eo "sexualmente"-adverb-es
"sexualmente"-adverb-es "sekse"-adverb-eo
"socialmente"-adverb-es "socie"-adverb-eo
"socie"-adverb-eo "socialmente"-adverb-es
"extrañamente"-adverb-es "strange"-adverb-eo
"strange"-adverb-eo "extrañamente"-adverb-es
"simbólicamente"-adverb-es "simbole"-adverb-eo
"simbole"-adverb-eo "simbólicamente"-adverb-es
"técnicamente"-adverb-es "teknike"-adverb-eo
"teknike"-adverb-eo "técnicamente"-adverb-es
"anteayer"-adverb-es "antaŭhieraŭ"-adverb-eo
"antaŭhieraŭ"-adverb-eo "anteayer"-adverb-es
"teóricamente"-adverb-es "teorie"-adverb-eo
"teorie"-adverb-eo "teóricamente"-adverb-es
"tradicionalmente"-adverb-es "tradicie"-adverb-eo
"tradicie"-adverb-eo "tradicionalmente"-adverb-es
"unánimemente"-adverb-es "unuanime"-adverb-eo
"unuanime"-adverb-eo "unánimemente"-adverb-es
"vertikale"-adverb-eo "verticalmente"-adverb-es
"verticalmente"-adverb-es "vertikale"-adverb-eo
"semanalmente"-adverb-es "ĉiusemajne"-adverb-eo
