"avoir l'habitude de"-verb-fr "soler"-verb-es
"minuit"-noun-fr "medianoche"-noun-es
"medianoche"-noun-es "minuit"-noun-fr
"excuser"-verb-fr "disculpar"-verb-es
"disculpar"-verb-es "excuser"-verb-fr
"admonestation"-noun-fr "amonestación"-noun-es
"amonestación"-noun-es "admonestation"-noun-fr
"arremeter"-verb-es "foncer"-verb-fr
"altération"-noun-fr "alteración"-noun-es
"alteración"-noun-es "altération"-noun-fr
"Dumont"-properNoun-fr "Dumont"-properNoun-es
"Dumont"-properNoun-es "Dumont"-properNoun-fr
"castillanisation"-noun-fr "castellanización"-noun-es
"castellanización"-noun-es "castillanisation"-noun-fr
"tornade"-noun-fr "tornado"-noun-es
"tornado"-noun-es "tornade"-noun-fr
"salarié"-adjective-fr "asalariado"-adjective-es
"asalariado"-adjective-es "salarié"-adjective-fr
"Île de Pâques"-properNoun-fr "Isla de Pascua"-properNoun-es
"Isla de Pascua"-properNoun-es "Île de Pâques"-properNoun-fr
"chabola"-noun-es "hutte"-noun-fr
"brèche"-noun-fr "brecha"-noun-es
"brecha"-noun-es "brèche"-noun-fr
"habit"-noun-fr "hábito"-noun-es
"hábito"-noun-es "habit"-noun-fr
"abstinence"-noun-fr "abstinencia"-noun-es
"abstinencia"-noun-es "abstinence"-noun-fr
"trahir"-verb-fr "traicionar"-verb-es
"traicionar"-verb-es "trahir"-verb-fr
"reclus"-noun-fr "recluso"-noun-es
"recluso"-noun-es "reclus"-noun-fr
"glucocorticoïde"-noun-fr "glucocorticoide"-noun-es
"glucocorticoide"-noun-es "glucocorticoïde"-noun-fr
"Anthony"-properNoun-fr "Anthony"-properNoun-es
"Anthony"-properNoun-es "Anthony"-properNoun-fr
"résident"-noun-fr "residente"-noun-es
"residente"-noun-es "résident"-noun-fr
"Georges"-properNoun-fr "Georges"-properNoun-es
"Georges"-properNoun-es "Georges"-properNoun-fr
"podologie"-noun-fr "podología"-noun-es
"podología"-noun-es "podologie"-noun-fr
"thématique"-noun-fr "temática"-noun-es
"temática"-noun-es "thématique"-noun-fr
"idéalisme"-noun-fr "idealismo"-noun-es
"idealismo"-noun-es "idéalisme"-noun-fr
"désajuster"-verb-fr "desajustar"-verb-es
"desajustar"-verb-es "désajuster"-verb-fr
"rafraîchissement"-noun-fr "refresco"-noun-es
"refresco"-noun-es "rafraîchissement"-noun-fr
"mutation"-noun-fr "mutación"-noun-es
"mutación"-noun-es "mutation"-noun-fr
"présenter"-verb-fr "presentar"-verb-es
"presentar"-verb-es "présenter"-verb-fr
"Bouvier"-properNoun-fr "Bouvier"-properNoun-es
"Bouvier"-properNoun-es "Bouvier"-properNoun-fr
"annales"-noun-fr "anales"-noun-es
"anales"-noun-es "annales"-noun-fr
"soixante"-numeral-fr "sesenta"-numeral-es
"sesenta"-numeral-es "soixante"-numeral-fr
"sédition"-noun-fr "sedición"-noun-es
"sedición"-noun-es "sédition"-noun-fr
"séduction"-noun-fr "seducción"-noun-es
"seducción"-noun-es "séduction"-noun-fr
"premier ministre"-noun-fr "primer ministro"-noun-es
"primer ministro"-noun-es "premier ministre"-noun-fr
"vaporisation"-noun-fr "vaporización"-noun-es
"vaporización"-noun-es "vaporisation"-noun-fr
"inventer"-verb-fr "inventar"-verb-es
"inventar"-verb-es "inventer"-verb-fr
"pathétisme"-noun-fr "patetismo"-noun-es
"patetismo"-noun-es "pathétisme"-noun-fr
"renommé"-adjective-fr "afamado"-adjective-es
"afamado"-adjective-es "renommé"-adjective-fr
"fonctionnel"-adjective-fr "funcional"-adjective-es
"funcional"-adjective-es "fonctionnel"-adjective-fr
"anticonstitutionnellement"-adverb-fr "anticonstitucionalmente"-adverb-es
"anticonstitucionalmente"-adverb-es "anticonstitutionnellement"-adverb-fr
"renverser"-verb-fr "derramar"-verb-es
"derramar"-verb-es "renverser"-verb-fr
"absent"-adjective-fr "ausente"-adjective-es
"ausente"-adjective-es "absent"-adjective-fr
"ausente"-adjective-es "manquant"-adjective-fr
"manquant"-adjective-fr "ausente"-adjective-es
"suture"-noun-fr "sutura"-noun-es
"sutura"-noun-es "suture"-noun-fr
"Sartre"-properNoun-fr "Sartre"-properNoun-es
"Sartre"-properNoun-es "Sartre"-properNoun-fr
"odieux"-adjective-fr "odioso"-adjective-es
"odioso"-adjective-es "odieux"-adjective-fr
"encourageant"-adjective-fr "esperanzador"-adjective-es
"esperanzador"-adjective-es "encourageant"-adjective-fr
"terrasser"-verb-fr "cavar"-verb-es
"cavar"-verb-es "terrasser"-verb-fr
"Antequera"-properNoun-fr "Antequera"-properNoun-es
"Antequera"-properNoun-es "Antequera"-properNoun-fr
"indifférent"-adjective-fr "indiferente"-adjective-es
"indiferente"-adjective-es "indifférent"-adjective-fr
"Vanessa"-properNoun-fr "Vanessa"-properNoun-es
"Vanessa"-properNoun-es "Vanessa"-properNoun-fr
"trémoussement"-noun-fr "zarandeo"-noun-es
"zarandeo"-noun-es "trémoussement"-noun-fr
"estival"-adjective-fr "veraniego"-adjective-es
"estival"-adjective-fr "estival"-adjective-es
"veraniego"-adjective-es "estival"-adjective-fr
"estival"-adjective-es "estival"-adjective-fr
"boussole"-noun-fr "brújula"-noun-es
"brújula"-noun-es "boussole"-noun-fr
"Enric"-properNoun-fr "Enric"-properNoun-es
"Enric"-properNoun-es "Enric"-properNoun-fr
"Mitterrand"-properNoun-fr "Mitterrand"-properNoun-es
"Mitterrand"-properNoun-es "Mitterrand"-properNoun-fr
"montagnard"-noun-fr "montañero"-noun-es
"montañero"-noun-es "montagnard"-noun-fr
"dangereusement"-adverb-fr "peligrosamente"-adverb-es
"peligrosamente"-adverb-es "dangereusement"-adverb-fr
"désertification"-noun-fr "desertificación"-noun-es
"desertificación"-noun-es "désertification"-noun-fr
"réorganiser"-verb-fr "reorganizar"-verb-es
"reorganizar"-verb-es "réorganiser"-verb-fr
"Dreyfus"-properNoun-fr "Dreyfus"-properNoun-es
"Dreyfus"-properNoun-es "Dreyfus"-properNoun-fr
"contretemps"-noun-fr "percance"-noun-es
"contretemps"-noun-fr "contratiempo"-noun-es
"percance"-noun-es "contretemps"-noun-fr
"contratiempo"-noun-es "contretemps"-noun-fr
"anchois"-noun-fr "boquerón"-noun-es
"boquerón"-noun-es "anchois"-noun-fr
"désinfection"-noun-fr "desinfección"-noun-es
"desinfección"-noun-es "désinfection"-noun-fr
"accompagner"-verb-fr "acompañar"-verb-es
"acompañar"-verb-es "accompagner"-verb-fr
"Péloponnèse"-properNoun-fr "Peloponeso"-properNoun-es
"Peloponeso"-properNoun-es "Péloponnèse"-properNoun-fr
"punk"-adjective-fr "punk"-adjective-es
"punk"-adjective-es "punk"-adjective-fr
"concurrent"-adjective-fr "competidor"-adjective-es
"competidor"-adjective-es "concurrent"-adjective-fr
"Günter"-properNoun-fr "Günter"-properNoun-es
"Günter"-properNoun-es "Günter"-properNoun-fr
"supposition"-noun-fr "cábala"-noun-es
"supposition"-noun-fr "suposición"-noun-es
"supposition"-noun-fr "supuesto"-noun-es
"cábala"-noun-es "supposition"-noun-fr
"suposición"-noun-es "supposition"-noun-fr
"supuesto"-noun-es "supposition"-noun-fr
"Pavie"-properNoun-fr "Pavía"-properNoun-es
"Pavía"-properNoun-es "Pavie"-properNoun-fr
"Viladecans"-properNoun-fr "Viladecans"-properNoun-es
"Viladecans"-properNoun-es "Viladecans"-properNoun-fr
"suer"-verb-fr "sudar"-verb-es
"sudar"-verb-es "suer"-verb-fr
"débordement de joie"-noun-fr "alborozo"-noun-es
"alborozo"-noun-es "débordement de joie"-noun-fr
"auditeur"-noun-fr "auditor"-noun-es
"auditor"-noun-es "auditeur"-noun-fr
"deuxièmement"-adverb-fr "en segundo lugar"-adverb-es
"en segundo lugar"-adverb-es "deuxièmement"-adverb-fr
"adepte"-adjective-fr "adepto"-adjective-es
"adepto"-adjective-es "adepte"-adjective-fr
"islandais"-adjective-fr "islandés"-adjective-es
"islandés"-adjective-es "islandais"-adjective-fr
"encadrer"-verb-fr "encuadrar"-verb-es
"encuadrar"-verb-es "encadrer"-verb-fr
"Bourbon"-properNoun-fr "Borbón"-properNoun-es
"Borbón"-properNoun-es "Bourbon"-properNoun-fr
"immortalité"-noun-fr "inmortalidad"-noun-es
"inmortalidad"-noun-es "immortalité"-noun-fr
"baguette"-noun-fr "varilla"-noun-es
"varilla"-noun-es "baguette"-noun-fr
"Pastor"-properNoun-fr "Pastor"-properNoun-es
"Pastor"-properNoun-es "Pastor"-properNoun-fr
"aéronautique"-noun-fr "aeronáutica"-noun-es
"aeronáutica"-noun-es "aéronautique"-noun-fr
"simuler"-verb-fr "simular"-verb-es
"simular"-verb-es "simuler"-verb-fr
"goûter"-verb-fr "merendar"-verb-es
"merendar"-verb-es "goûter"-verb-fr
"indexar"-verb-es "indexer"-verb-fr
"expérimentation"-noun-fr "experimentación"-noun-es
"experimentación"-noun-es "expérimentation"-noun-fr
"Oteiza"-properNoun-fr "Oteiza"-properNoun-es
"Oteiza"-properNoun-es "Oteiza"-properNoun-fr
"aragonais"-adjective-fr "aragonés"-adjective-es
"aragonés"-adjective-es "aragonais"-adjective-fr
"viser"-verb-fr "asomar"-verb-es
"viser"-verb-fr "apuntar"-verb-es
"asomar"-verb-es "viser"-verb-fr
"apuntar"-verb-es "viser"-verb-fr
"centraliser"-verb-fr "centralizar"-verb-es
"centralizar"-verb-es "centraliser"-verb-fr
"Esther"-properNoun-fr "Esther"-properNoun-es
"Esther"-properNoun-es "Esther"-properNoun-fr
"anticonstitutionnel"-adjective-fr "anticonstitucional"-adjective-es
"anticonstitucional"-adjective-es "anticonstitutionnel"-adjective-fr
"procès"-noun-fr "pleito"-noun-es
"pleito"-noun-es "procès"-noun-fr
"degré"-noun-fr "grada"-noun-es
"grada"-noun-es "degré"-noun-fr
"Margaret"-properNoun-fr "Margaret"-properNoun-es
"Margaret"-properNoun-es "Margaret"-properNoun-fr
"incarnation"-noun-fr "encarnación"-noun-es
"encarnación"-noun-es "incarnation"-noun-fr
"Himalaya"-properNoun-fr "Himalaya"-properNoun-es
"Himalaya"-properNoun-es "Himalaya"-properNoun-fr
"Monet"-properNoun-fr "Monet"-properNoun-es
"Monet"-properNoun-es "Monet"-properNoun-fr
"adrénaline"-noun-fr "adrenalina"-noun-es
"adrenalina"-noun-es "adrénaline"-noun-fr
"ankyloser"-verb-fr "anquilosar"-verb-es
"anquilosar"-verb-es "ankyloser"-verb-fr
"IXème"-adjective-fr "IX"-adjective-es
"IX"-adjective-es "IXème"-adjective-fr
"illégalité"-noun-fr "ilegalidad"-noun-es
"ilegalidad"-noun-es "illégalité"-noun-fr
"ultérieur"-adjective-fr "ulterior"-adjective-es
"ulterior"-adjective-es "ultérieur"-adjective-fr
"accorder"-verb-fr "afinar"-verb-es
"accorder"-verb-fr "avenir"-verb-es
"accorder"-verb-fr "consensuar"-verb-es
"afinar"-verb-es "accorder"-verb-fr
"avenir"-verb-es "accorder"-verb-fr
"consensuar"-verb-es "accorder"-verb-fr
"localisable"-adjective-fr "localizable"-adjective-es
"localizable"-adjective-es "localisable"-adjective-fr
"Aranburu"-properNoun-fr "Aranburu"-properNoun-es
"Aranburu"-properNoun-es "Aranburu"-properNoun-fr
"ravage"-noun-fr "estrago"-noun-es
"estrago"-noun-es "ravage"-noun-fr
"allègrement"-adverb-fr "alegremente"-adverb-es
"alegremente"-adverb-es "allègrement"-adverb-fr
"Jerry"-properNoun-fr "Jerry"-properNoun-es
"Jerry"-properNoun-es "Jerry"-properNoun-fr
"valence"-noun-fr "valencia"-noun-es
"valencia"-noun-es "valence"-noun-fr
"fissure"-noun-fr "fisura"-noun-es
"fisura"-noun-es "fissure"-noun-fr
"procureur"-noun-fr "fiscal"-noun-es
"fiscal"-noun-es "procureur"-noun-fr
"évaporation"-noun-fr "evaporación"-noun-es
"evaporación"-noun-es "évaporation"-noun-fr
"démolition"-noun-fr "demolición"-noun-es
"demolición"-noun-es "démolition"-noun-fr
"Hospitalet"-properNoun-fr "Hospitalet"-properNoun-es
"Hospitalet"-properNoun-es "Hospitalet"-properNoun-fr
"Lérida"-properNoun-es "Lleida"-properNoun-fr
"beau-frère"-noun-fr "cuñado"-noun-es
"cuñado"-noun-es "beau-frère"-noun-fr
"Dénia"-properNoun-fr "Dénia"-properNoun-es
"Dénia"-properNoun-es "Dénia"-properNoun-fr
"documentaire"-adjective-fr "documental"-adjective-es
"documental"-adjective-es "documentaire"-adjective-fr
"guette"-noun-fr "atalaya"-noun-es
"atalaya"-noun-es "guette"-noun-fr
"Anoia"-properNoun-fr "Anoia"-properNoun-es
"Anoia"-properNoun-es "Anoia"-properNoun-fr
"Google"-properNoun-fr "Google"-properNoun-es
"Google"-properNoun-es "Google"-properNoun-fr
"coup de tête"-noun-fr "cabezazo"-noun-es
"cabezazo"-noun-es "coup de tête"-noun-fr
"quatre-vingt-quinze"-numeral-fr "noventa y cinco"-numeral-es
"noventa y cinco"-numeral-es "quatre-vingt-quinze"-numeral-fr
"signifier"-verb-fr "significar"-verb-es
"significar"-verb-es "signifier"-verb-fr
"inimitable"-adjective-fr "inconfundible"-adjective-es
"inconfundible"-adjective-es "inimitable"-adjective-fr
"ondulation"-noun-fr "ondulación"-noun-es
"ondulación"-noun-es "ondulation"-noun-fr
"silicate"-noun-fr "silicato"-noun-es
"silicato"-noun-es "silicate"-noun-fr
"jardinier"-noun-fr "jardinero"-noun-es
"jardinero"-noun-es "jardinier"-noun-fr
"adéquation"-noun-fr "adecuación"-noun-es
"adecuación"-noun-es "adéquation"-noun-fr
"accréditation"-noun-fr "acreditación"-noun-es
"acreditación"-noun-es "accréditation"-noun-fr
"affamé"-adjective-fr "hambriento"-adjective-es
"hambriento"-adjective-es "affamé"-adjective-fr
"pénitentiaire"-adjective-fr "penitenciario"-adjective-es
"penitenciario"-adjective-es "pénitentiaire"-adjective-fr
"Barreda"-properNoun-fr "Barreda"-properNoun-es
"Barreda"-properNoun-es "Barreda"-properNoun-fr
"protocolaire"-adjective-fr "protocolario"-adjective-es
"protocolario"-adjective-es "protocolaire"-adjective-fr
"synchronisme"-noun-fr "sincronismo"-noun-es
"sincronismo"-noun-es "synchronisme"-noun-fr
"miniature"-noun-fr "miniatura"-noun-es
"miniatura"-noun-es "miniature"-noun-fr
"cour suprême"-noun-fr "tribunal supremo"-noun-es
"tribunal supremo"-noun-es "cour suprême"-noun-fr
"secourir"-verb-fr "socorrer"-verb-es
"socorrer"-verb-es "secourir"-verb-fr
"Vanuatu"-properNoun-fr "Vanuatu"-properNoun-es
"Vanuatu"-properNoun-es "Vanuatu"-properNoun-fr
"impétuosité"-noun-fr "impetuosidad"-noun-es
"impetuosidad"-noun-es "impétuosité"-noun-fr
"Michelin"-properNoun-fr "Michelin"-properNoun-es
"Michelin"-properNoun-es "Michelin"-properNoun-fr
"mesurable"-adjective-fr "medible"-adjective-es
"medible"-adjective-es "mesurable"-adjective-fr
"aérobique"-adjective-fr "aeróbico"-adjective-es
"aeróbico"-adjective-es "aérobique"-adjective-fr
"Holcim"-properNoun-fr "Holcim"-properNoun-es
"Holcim"-properNoun-es "Holcim"-properNoun-fr
"Mikeo"-properNoun-fr "Mikeo"-properNoun-es
"Mikeo"-properNoun-es "Mikeo"-properNoun-fr
"Napster"-properNoun-fr "Napster"-properNoun-es
"Napster"-properNoun-es "Napster"-properNoun-fr
"détonation"-noun-fr "detonación"-noun-es
"detonación"-noun-es "détonation"-noun-fr
"traction"-noun-fr "tracción"-noun-es
"tracción"-noun-es "traction"-noun-fr
"Barbara"-properNoun-fr "Bárbara"-properNoun-es
"Bárbara"-properNoun-es "Barbara"-properNoun-fr
"minéral"-adjective-fr "mineral"-adjective-es
"mineral"-adjective-es "minéral"-adjective-fr
"accourir"-verb-fr "acudir"-verb-es
"acudir"-verb-es "accourir"-verb-fr
"subventionné"-adjective-fr "subvencionado"-adjective-es
"subvencionado"-adjective-es "subventionné"-adjective-fr
"marrant"-adjective-fr "lindo"-adjective-es
"lindo"-adjective-es "marrant"-adjective-fr
"Amelie"-properNoun-fr "Amelie"-properNoun-es
"Amelie"-properNoun-es "Amelie"-properNoun-fr
"automédication"-noun-fr "automedicación"-noun-es
"automedicación"-noun-es "automédication"-noun-fr
"rossignol"-noun-fr "ruiseñor"-noun-es
"ruiseñor"-noun-es "rossignol"-noun-fr
"éruption"-noun-fr "erupción"-noun-es
"erupción"-noun-es "éruption"-noun-fr
"conciliation"-noun-fr "conciliación"-noun-es
"conciliación"-noun-es "conciliation"-noun-fr
"Lina"-properNoun-fr "Lina"-properNoun-es
"Lina"-properNoun-es "Lina"-properNoun-fr
"intimidation"-noun-fr "intimidación"-noun-es
"intimidación"-noun-es "intimidation"-noun-fr
"historique"-noun-fr "historial"-noun-es
"historial"-noun-es "historique"-noun-fr
"Wang"-properNoun-fr "Wang"-properNoun-es
"Wang"-properNoun-es "Wang"-properNoun-fr
"Vizcaíno"-properNoun-fr "Vizcaíno"-properNoun-es
"Vizcaíno"-properNoun-es "Vizcaíno"-properNoun-fr
"silicium"-noun-fr "silicio"-noun-es
"silicio"-noun-es "silicium"-noun-fr
"conserver"-verb-fr "conservar"-verb-es
"conservar"-verb-es "conserver"-verb-fr
"chevaucher"-verb-fr "cabalgar"-verb-es
"cabalgar"-verb-es "chevaucher"-verb-fr
"Saint-Martin"-properNoun-fr "San Martín"-properNoun-es
"San Martín"-properNoun-es "Saint-Martin"-properNoun-fr
"bouée"-noun-fr "boya"-noun-es
"boya"-noun-es "bouée"-noun-fr
"pale"-noun-fr "compuerta"-noun-es
"compuerta"-noun-es "pale"-noun-fr
"dynamisation"-noun-fr "dinamización"-noun-es
"dinamización"-noun-es "dynamisation"-noun-fr
"Rotterdam"-properNoun-fr "Rotterdam"-properNoun-es
"Rotterdam"-properNoun-es "Rotterdam"-properNoun-fr
"originalité"-noun-fr "originalidad"-noun-es
"originalidad"-noun-es "originalité"-noun-fr
"émeute"-noun-fr "motín"-noun-es
"motín"-noun-es "émeute"-noun-fr
"Sutherland"-properNoun-fr "Sutherland"-properNoun-es
"Sutherland"-properNoun-es "Sutherland"-properNoun-fr
"Fidel"-properNoun-fr "Fidel"-properNoun-es
"Fidel"-properNoun-es "Fidel"-properNoun-fr
"dilatation"-noun-fr "dilatación"-noun-es
"dilatación"-noun-es "dilatation"-noun-fr
"livraison"-noun-fr "remesa"-noun-es
"remesa"-noun-es "livraison"-noun-fr
"jumeau"-adjective-fr "gemelo"-adjective-es
"gemelo"-adjective-es "jumeau"-adjective-fr
"contre-la-montre"-noun-fr "contrarreloj"-noun-es
"contrarreloj"-noun-es "contre-la-montre"-noun-fr
"digue"-noun-fr "dique"-noun-es
"dique"-noun-es "digue"-noun-fr
"revoir"-verb-fr "volver a ver"-verb-es
"volver a ver"-verb-es "revoir"-verb-fr
"nombril"-noun-fr "ombligo"-noun-es
"ombligo"-noun-es "nombril"-noun-fr
"Marilyn"-properNoun-fr "Marilyn"-properNoun-es
"Marilyn"-properNoun-es "Marilyn"-properNoun-fr
"Jean Calvin"-properNoun-fr "Juan Calvino"-properNoun-es
"Juan Calvino"-properNoun-es "Jean Calvin"-properNoun-fr
"épurer"-verb-fr "depurar"-verb-es
"depurar"-verb-es "épurer"-verb-fr
"santé"-noun-fr "salud"-noun-es
"salud"-noun-es "santé"-noun-fr
"propriétaire"-noun-fr "casero"-noun-es
"casero"-noun-es "propriétaire"-noun-fr
"escroquerie"-noun-fr "estafa"-noun-es
"estafa"-noun-es "escroquerie"-noun-fr
"console"-noun-fr "consola"-noun-es
"consola"-noun-es "console"-noun-fr
"avers"-noun-fr "anverso"-noun-es
"anverso"-noun-es "avers"-noun-fr
"progrès"-noun-fr "avance"-noun-es
"avance"-noun-es "progrès"-noun-fr
"avance"-noun-es "avance"-noun-fr
"avance"-noun-fr "avance"-noun-es
"avance"-noun-fr "anticipo"-noun-es
"Scarponi"-properNoun-fr "Scarponi"-properNoun-es
"Scarponi"-properNoun-es "Scarponi"-properNoun-fr
"infant"-noun-fr "infante"-noun-es
"infante"-noun-es "infant"-noun-fr
"brochette"-noun-fr "brocheta"-noun-es
"brocheta"-noun-es "brochette"-noun-fr
"couvent"-noun-fr "convento"-noun-es
"convento"-noun-es "couvent"-noun-fr
"Abdullah"-properNoun-fr "Abdullah"-properNoun-es
"Abdullah"-properNoun-es "Abdullah"-properNoun-fr
"Houston"-properNoun-fr "Houston"-properNoun-es
"Houston"-properNoun-es "Houston"-properNoun-fr
"épidémie"-noun-fr "epidemia"-noun-es
"epidemia"-noun-es "épidémie"-noun-fr
"vingt-quatre"-numeral-fr "veinticuatro"-numeral-es
"veinticuatro"-numeral-es "vingt-quatre"-numeral-fr
"Kofi"-properNoun-fr "Kofi"-properNoun-es
"Kofi"-properNoun-es "Kofi"-properNoun-fr
"Îles Vierges"-properNoun-fr "Islas Vírgenes"-properNoun-es
"Islas Vírgenes"-properNoun-es "Îles Vierges"-properNoun-fr
"iceberg"-noun-fr "iceberg"-noun-es
"iceberg"-noun-es "iceberg"-noun-fr
"char"-noun-fr "carroza"-noun-es
"carroza"-noun-es "char"-noun-fr
"bloquer"-verb-fr "colapsar"-verb-es
"colapsar"-verb-es "bloquer"-verb-fr
"lentement"-adverb-fr "paulatinamente"-adverb-es
"paulatinamente"-adverb-es "lentement"-adverb-fr
"domaine"-noun-fr "propiedad"-noun-es
"propiedad"-noun-es "domaine"-noun-fr
"adecentar"-verb-es "ranger"-verb-fr
"greffe"-noun-fr "trasplante"-noun-es
"greffe"-noun-fr "injerto"-noun-es
"greffe"-noun-fr "transplante"-noun-es
"trasplante"-noun-es "greffe"-noun-fr
"injerto"-noun-es "greffe"-noun-fr
"transplante"-noun-es "greffe"-noun-fr
"Silvia"-properNoun-fr "Silvia"-properNoun-es
"Silvia"-properNoun-es "Silvia"-properNoun-fr
"attribuer"-verb-fr "adscribir"-verb-es
"adscribir"-verb-es "attribuer"-verb-fr
"malversation"-noun-fr "malversación"-noun-es
"malversación"-noun-es "malversation"-noun-fr
"Pégase"-properNoun-fr "Pegaso"-properNoun-es
"Pegaso"-properNoun-es "Pégase"-properNoun-fr
"Nelly"-properNoun-fr "Nelly"-properNoun-es
"Nelly"-properNoun-es "Nelly"-properNoun-fr
"Abdallah"-properNoun-fr "Abdallah"-properNoun-es
"Abdallah"-properNoun-es "Abdallah"-properNoun-fr
"véhiculaire"-adjective-fr "vehicular"-adjective-es
"vehicular"-adjective-es "véhiculaire"-adjective-fr
"filmage"-noun-fr "filmación"-noun-es
"filmación"-noun-es "filmage"-noun-fr
"María"-properNoun-fr "María"-properNoun-es
"María"-properNoun-es "María"-properNoun-fr
"Albi"-properNoun-fr "Albi"-properNoun-es
"Albi"-properNoun-es "Albi"-properNoun-fr
"El Diario Vasco"-properNoun-fr "El Diario Vasco"-properNoun-es
"El Diario Vasco"-properNoun-es "El Diario Vasco"-properNoun-fr
"Sri Lanka"-properNoun-fr "Sri Lanka"-properNoun-es
"Sri Lanka"-properNoun-es "Sri Lanka"-properNoun-fr
"écouler"-verb-fr "fluir"-verb-es
"fluir"-verb-es "écouler"-verb-fr
"fluir"-verb-es "couler"-verb-fr
"couler"-verb-fr "fluir"-verb-es
"associatif"-adjective-fr "asociativo"-adjective-es
"asociativo"-adjective-es "associatif"-adjective-fr
"vautour"-noun-fr "buitre"-noun-es
"buitre"-noun-es "vautour"-noun-fr
"demande"-noun-fr "requerimiento"-noun-es
"requerimiento"-noun-es "demande"-noun-fr
"brûlure"-noun-fr "quemadura"-noun-es
"quemadura"-noun-es "brûlure"-noun-fr
"sifflement"-noun-fr "silbido"-noun-es
"silbido"-noun-es "sifflement"-noun-fr
"Amurrio"-properNoun-fr "Amurrio"-properNoun-es
"Amurrio"-properNoun-es "Amurrio"-properNoun-fr
"absentéisme"-noun-fr "absentismo"-noun-es
"absentismo"-noun-es "absentéisme"-noun-fr
"par la suite"-adverb-fr "en lo sucesivo"-adverb-es
"en lo sucesivo"-adverb-es "par la suite"-adverb-fr
"emparer"-verb-fr "apoderar"-verb-es
"apoderar"-verb-es "emparer"-verb-fr
"pouvoir d'achat"-noun-fr "poder adquisitivo"-noun-es
"poder adquisitivo"-noun-es "pouvoir d'achat"-noun-fr
"forcément"-adverb-fr "obligatoriamente"-adverb-es
"obligatoriamente"-adverb-es "forcément"-adverb-fr
"Getafe"-properNoun-fr "Getafe"-properNoun-es
"Getafe"-properNoun-es "Getafe"-properNoun-fr
"castillan"-noun-fr "castellano"-noun-es
"castellano"-noun-es "castillan"-noun-fr
"fortification"-noun-fr "fortificación"-noun-es
"fortificación"-noun-es "fortification"-noun-fr
"Ceuta"-properNoun-fr "Ceuta"-properNoun-es
"Ceuta"-properNoun-es "Ceuta"-properNoun-fr
"allonger"-verb-fr "alargar"-verb-es
"alargar"-verb-es "allonger"-verb-fr
"nazi"-noun-fr "nazi"-noun-es
"nazi"-noun-es "nazi"-noun-fr
"Nicole"-properNoun-fr "Nicole"-properNoun-es
"Nicole"-properNoun-es "Nicole"-properNoun-fr
"massage"-noun-fr "masaje"-noun-es
"masaje"-noun-es "massage"-noun-fr
"problématique"-noun-fr "problemática"-noun-es
"problemática"-noun-es "problématique"-noun-fr
"Corrales"-properNoun-fr "Corrales"-properNoun-es
"Corrales"-properNoun-es "Corrales"-properNoun-fr
"au-delà"-adverb-fr "más allá"-adverb-es
"más allá"-adverb-es "au-delà"-adverb-fr
"Roger"-properNoun-fr "Roger"-properNoun-es
"Roger"-properNoun-es "Roger"-properNoun-fr
"tornar"-verb-es "revenir"-verb-fr
"Schnyder"-properNoun-fr "Schnyder"-properNoun-es
"Schnyder"-properNoun-es "Schnyder"-properNoun-fr
"Aitken"-properNoun-fr "Aitken"-properNoun-es
"Aitken"-properNoun-es "Aitken"-properNoun-fr
"Sebastian"-properNoun-fr "Sebastian"-properNoun-es
"Sebastian"-properNoun-es "Sebastian"-properNoun-fr
"Iriarte"-properNoun-fr "Iriarte"-properNoun-es
"Iriarte"-properNoun-es "Iriarte"-properNoun-fr
"Bagdad"-properNoun-fr "Bagdad"-properNoun-es
"Bagdad"-properNoun-es "Bagdad"-properNoun-fr
"intentionnalité"-noun-fr "intencionalidad"-noun-es
"intencionalidad"-noun-es "intentionnalité"-noun-fr
"atroce"-adjective-fr "atroz"-adjective-es
"atroz"-adjective-es "atroce"-adjective-fr
"hypermarché"-noun-fr "hipermercado"-noun-es
"hipermercado"-noun-es "hypermarché"-noun-fr
"transférer"-verb-fr "transferir"-verb-es
"transferir"-verb-es "transférer"-verb-fr
"Le Pen"-properNoun-fr "Le Pen"-properNoun-es
"Le Pen"-properNoun-es "Le Pen"-properNoun-fr
"Meira"-properNoun-fr "Meira"-properNoun-es
"Meira"-properNoun-es "Meira"-properNoun-fr
"significativement"-adverb-fr "significativamente"-adverb-es
"significativamente"-adverb-es "significativement"-adverb-fr
"Joaquin"-properNoun-fr "Joaquin"-properNoun-es
"Joaquin"-properNoun-es "Joaquin"-properNoun-fr
"Gamarra"-properNoun-fr "Gamarra"-properNoun-es
"Gamarra"-properNoun-es "Gamarra"-properNoun-fr
"Alcoi"-properNoun-fr "Alcoi"-properNoun-es
"Alcoi"-properNoun-es "Alcoi"-properNoun-fr
"armer"-verb-fr "armar"-verb-es
"armar"-verb-es "armer"-verb-fr
"sous-sol"-noun-fr "subsuelo"-noun-es
"sous-sol"-noun-fr "sótano"-noun-es
"subsuelo"-noun-es "sous-sol"-noun-fr
"sótano"-noun-es "sous-sol"-noun-fr
"Telefónica"-properNoun-fr "Telefónica"-properNoun-es
"Telefónica"-properNoun-es "Telefónica"-properNoun-fr
"Singh"-properNoun-fr "Singh"-properNoun-es
"Singh"-properNoun-es "Singh"-properNoun-fr
"infertilité"-noun-fr "infertilidad"-noun-es
