"France"-noun-fr "França"-properNoun-ca
"désillusionner"-verb-fr "desil·lusionar"-verb-ca
"desil·lusionar"-verb-ca "désillusionner"-verb-fr
"fioriture"-noun-fr "floridura"-noun-ca
"floridura"-noun-ca "fioriture"-noun-fr
"Maika"-properNoun-fr "Maika"-properNoun-ca
"Maika"-properNoun-ca "Maika"-properNoun-fr
"Polinyà"-properNoun-fr "Polinyà"-properNoun-ca
"Polinyà"-properNoun-ca "Polinyà"-properNoun-fr
"Càrcer"-properNoun-fr "Càrcer"-properNoun-ca
"Càrcer"-properNoun-ca "Càrcer"-properNoun-fr
"métonymique"-adjective-fr "metonímic"-adjective-ca
"metonímic"-adjective-ca "métonymique"-adjective-fr
"microcristallin"-adjective-fr "microcristal·lí"-adjective-ca
"microcristal·lí"-adjective-ca "microcristallin"-adjective-fr
"roncar"-verb-ca "ronfler"-verb-fr
"Reny"-noun-fr "Reny"-properNoun-ca
"Reny"-properNoun-ca "Reny"-noun-fr
"ineludible"-adjective-ca "incontournable"-adjective-fr
"incontournable"-adjective-fr "ineludible"-adjective-ca
"gentiment"-adverb-fr "gentilment"-adverb-ca
"gentilment"-adverb-ca "gentiment"-adverb-fr
"Fuenterrobles"-properNoun-fr "Fuenterrobles"-properNoun-ca
"Fuenterrobles"-properNoun-ca "Fuenterrobles"-properNoun-fr
"Ordis"-properNoun-fr "Ordis"-properNoun-ca
"Ordis"-properNoun-ca "Ordis"-properNoun-fr
"mnémonique"-adjective-fr "mnemònic"-adjective-ca
"mnemònic"-adjective-ca "mnémonique"-adjective-fr
"pré-littoral"-adjective-fr "prelitoral"-adjective-ca
"prelitoral"-adjective-ca "pré-littoral"-adjective-fr
"prelitoral"-adjective-ca "post-littoral"-adjective-fr
"post-littoral"-adjective-fr "prelitoral"-adjective-ca
"tacitement"-adverb-fr "tàcitament"-adverb-ca
"tàcitament"-adverb-ca "tacitement"-adverb-fr
"perspicacité"-noun-fr "perspicàcia"-noun-ca
"perspicàcia"-noun-ca "perspicacité"-noun-fr
"biennalement"-adverb-fr "biennalment"-adverb-ca
"biennalment"-adverb-ca "biennalement"-adverb-fr
"Ger"-properNoun-fr "Ger"-properNoun-ca
"Ger"-properNoun-ca "Ger"-properNoun-fr
"Sant Vicenç de Montalt"-properNoun-fr "Sant Vicenç de Montalt"-properNoun-ca
"Sant Vicenç de Montalt"-properNoun-ca "Sant Vicenç de Montalt"-properNoun-fr
"Màriam"-properNoun-fr "Màriam"-properNoun-ca
"Màriam"-properNoun-ca "Màriam"-properNoun-fr
"Sant Gregori"-properNoun-fr "Sant Gregori"-properNoun-ca
"Sant Gregori"-properNoun-ca "Sant Gregori"-properNoun-fr
"inlassable"-adjective-fr "infatigable"-adjective-ca
"infatigable"-adjective-ca "inlassable"-adjective-fr
"décodage"-noun-fr "descodificació"-noun-ca
"descodificació"-noun-ca "décodage"-noun-fr
"Vall de Almonacid"-properNoun-fr "Vall de Almonacid"-properNoun-ca
"Vall de Almonacid"-properNoun-ca "Vall de Almonacid"-properNoun-fr
"isobarique"-adjective-fr "isobàric"-adjective-ca
"isobàric"-adjective-ca "isobarique"-adjective-fr
"Almassora"-properNoun-fr "Almassora"-properNoun-ca
"Almassora"-properNoun-ca "Almassora"-properNoun-fr
"Sant Feliu de Guíxols"-properNoun-fr "Sant Feliu de Guíxols"-properNoun-ca
"Sant Feliu de Guíxols"-properNoun-ca "Sant Feliu de Guíxols"-properNoun-fr
"jusqu'à maintenant"-adverb-fr "fins avui"-adverb-ca
"fins avui"-adverb-ca "jusqu'à maintenant"-adverb-fr
"fins avui"-adverb-ca "jusqu'aujourd'hui"-adverb-fr
"jusqu'aujourd'hui"-adverb-fr "fins avui"-adverb-ca
"Nahia"-properNoun-fr "Nahia"-properNoun-ca
"Nahia"-properNoun-ca "Nahia"-properNoun-fr
"graduar"-verb-ca "graduer"-verb-fr
"graduer"-verb-fr "graduar"-verb-ca
"travaillisme"-noun-fr "obrerisme"-noun-ca
"obrerisme"-noun-ca "travaillisme"-noun-fr
"Betxí"-properNoun-fr "Betxí"-properNoun-ca
"Betxí"-properNoun-ca "Betxí"-properNoun-fr
"Florens"-properNoun-fr "Florens"-properNoun-ca
"Florens"-properNoun-ca "Florens"-properNoun-fr
"méticuleusement"-adverb-fr "meticulosament"-adverb-ca
"meticulosament"-adverb-ca "méticuleusement"-adverb-fr
"Esrae"-properNoun-fr "Esrae"-properNoun-ca
"Esrae"-properNoun-ca "Esrae"-properNoun-fr
"Pedralba"-properNoun-fr "Pedralba"-properNoun-ca
"Pedralba"-properNoun-ca "Pedralba"-properNoun-fr
"Ripollet"-properNoun-fr "Ripollet"-properNoun-ca
"Ripollet"-properNoun-ca "Ripollet"-properNoun-fr
"Argelaguer"-properNoun-fr "Argelaguer"-properNoun-ca
"Argelaguer"-properNoun-ca "Argelaguer"-properNoun-fr
"Dniespr"-properNoun-fr "Dnièper"-properNoun-ca
"Dnièper"-properNoun-ca "Dniespr"-properNoun-fr
"remorqueur"-adjective-fr "remolcador"-adjective-ca
"remolcador"-adjective-ca "remorqueur"-adjective-fr
"piramidal"-adjective-fr "piramidal"-adjective-ca
"piramidal"-adjective-ca "piramidal"-adjective-fr
"Atzeneta d'Albaida"-properNoun-fr "Atzeneta d'Albaida"-properNoun-ca
"Atzeneta d'Albaida"-properNoun-ca "Atzeneta d'Albaida"-properNoun-fr
"Bintu"-properNoun-fr "Bintu"-properNoun-ca
"Bintu"-properNoun-ca "Bintu"-properNoun-fr
"paralympique"-adjective-fr "paralímpic"-adjective-ca
"paralímpic"-adjective-ca "paralympique"-adjective-fr
"Cecília"-properNoun-fr "Cecília"-properNoun-ca
"Cecília"-properNoun-ca "Cecília"-properNoun-fr
"Monforte del Cid"-properNoun-fr "Monforte del Cid"-properNoun-ca
"Monforte del Cid"-properNoun-ca "Monforte del Cid"-properNoun-fr
"avoir lieu"-verb-fr "tenir lloc"-verb-ca
"tenir lloc"-verb-ca "avoir lieu"-verb-fr
"Gaia"-properNoun-fr "Gaia"-properNoun-ca
"Gaia"-properNoun-ca "Gaia"-properNoun-fr
"Microsoft Word"-properNoun-fr "Microsoft Word"-properNoun-ca
"Microsoft Word"-properNoun-ca "Microsoft Word"-properNoun-fr
"Rabós"-properNoun-fr "Rabós"-properNoun-ca
"Rabós"-properNoun-ca "Rabós"-properNoun-fr
"maitrise"-noun-fr "domini"-noun-ca
"domini"-noun-ca "maitrise"-noun-fr
"fuetejar"-verb-ca "fouetter"-verb-fr
"fuetejar"-verb-ca "cravacher"-verb-fr
"cravacher"-verb-fr "fuetejar"-verb-ca
"Julia"-noun-fr "Julia"-properNoun-ca
"Julia"-properNoun-ca "Julia"-noun-fr
"Augsbourg"-properNoun-fr "Augsburg"-properNoun-ca
"Augsburg"-properNoun-ca "Augsbourg"-properNoun-fr
"Aurèlia"-properNoun-fr "Aurèlia"-properNoun-ca
"Aurèlia"-properNoun-ca "Aurèlia"-properNoun-fr
"Yurena"-properNoun-fr "Yurena"-properNoun-ca
"Yurena"-properNoun-ca "Yurena"-properNoun-fr
"Seva"-properNoun-fr "Seva"-properNoun-ca
"Seva"-properNoun-ca "Seva"-properNoun-fr
"cordar"-verb-ca "lacer"-verb-fr
"lacer"-verb-fr "cordar"-verb-ca
"Romina"-properNoun-fr "Romina"-properNoun-ca
"Romina"-properNoun-ca "Romina"-properNoun-fr
"Fulleda"-properNoun-fr "Fulleda"-properNoun-ca
"Fulleda"-properNoun-ca "Fulleda"-properNoun-fr
"la semaine prochaine"-adverb-fr "la setmana vinent"-adverb-ca
"la setmana vinent"-adverb-ca "la semaine prochaine"-adverb-fr
"extrême-gauche"-noun-fr "extrema esquerra"-noun-ca
"extrema esquerra"-noun-ca "extrême-gauche"-noun-fr
"Bouriatie"-properNoun-fr "Buriàtia"-properNoun-ca
"Buriàtia"-properNoun-ca "Bouriatie"-properNoun-fr
"shabbat"-noun-fr "sàbat"-noun-ca
"sàbat"-noun-ca "shabbat"-noun-fr
"nubien"-adjective-fr "nubi"-adjective-ca
"nubi"-adjective-ca "nubien"-adjective-fr
"carrera"-noun-ca "cursus"-noun-fr
"cursus"-noun-fr "carrera"-noun-ca
"dilatoire"-adjective-fr "dilatori"-adjective-ca
"dilatori"-adjective-ca "dilatoire"-adjective-fr
"Súria"-properNoun-fr "Súria"-properNoun-ca
"Súria"-properNoun-ca "Súria"-properNoun-fr
"Angèlica"-properNoun-fr "Angèlica"-properNoun-ca
"Angèlica"-properNoun-ca "Angèlica"-properNoun-fr
"Sumacàrcer"-properNoun-fr "Sumacàrcer"-properNoun-ca
"Sumacàrcer"-properNoun-ca "Sumacàrcer"-properNoun-fr
"Onda"-properNoun-fr "Onda"-properNoun-ca
"Onda"-properNoun-ca "Onda"-properNoun-fr
"IXe"-adjective-fr "IX"-adjective-ca
"IX"-adjective-ca "IXe"-adjective-fr
"Santa Maria de Besora"-properNoun-fr "Santa Maria de Besora"-properNoun-ca
"Santa Maria de Besora"-properNoun-ca "Santa Maria de Besora"-properNoun-fr
"Catral"-properNoun-fr "Catral"-properNoun-ca
"Catral"-properNoun-ca "Catral"-properNoun-fr
"Asha"-properNoun-fr "Asha"-properNoun-ca
"Asha"-properNoun-ca "Asha"-properNoun-fr
"Boadella i les Escaules"-properNoun-fr "Boadella i les Escaules"-properNoun-ca
"Boadella i les Escaules"-properNoun-ca "Boadella i les Escaules"-properNoun-fr
"Sant Andreu Salou"-properNoun-fr "Sant Andreu Salou"-properNoun-ca
"Sant Andreu Salou"-properNoun-ca "Sant Andreu Salou"-properNoun-fr
"travesti"-noun-fr "transvestit"-noun-ca
"transvestit"-noun-ca "travesti"-noun-fr
"scorie"-noun-fr "escòria"-noun-ca
"escòria"-noun-ca "scorie"-noun-fr
"anticolonialiste"-adjective-fr "anticolonialista"-adjective-ca
"anticolonialista"-adjective-ca "anticolonialiste"-adjective-fr
"Vilamaniscle"-properNoun-fr "Vilamaniscle"-properNoun-ca
"Vilamaniscle"-properNoun-ca "Vilamaniscle"-properNoun-fr
"morphosyntaxique"-adjective-fr "morfosintàctic"-adjective-ca
"morfosintàctic"-adjective-ca "morphosyntaxique"-adjective-fr
"Sahar"-properNoun-fr "Sahar"-properNoun-ca
"Sahar"-properNoun-ca "Sahar"-properNoun-fr
"Lara"-noun-fr "Lara"-properNoun-ca
"Lara"-properNoun-ca "Lara"-noun-fr
"Elbrús"-properNoun-ca "Elbrous"-properNoun-fr
"Elbrous"-properNoun-fr "Elbrús"-properNoun-ca
"Biure"-properNoun-fr "Biure"-properNoun-ca
"Biure"-properNoun-ca "Biure"-properNoun-fr
"Algar de Palancia"-properNoun-fr "Algar de Palancia"-properNoun-ca
"Algar de Palancia"-properNoun-ca "Algar de Palancia"-properNoun-fr
"Zarra"-properNoun-fr "Zarra"-properNoun-ca
"Zarra"-properNoun-ca "Zarra"-properNoun-fr
"coofficiel"-adjective-fr "cooficial"-adjective-ca
"cooficial"-adjective-ca "coofficiel"-adjective-fr
"cooficial"-adjective-ca "co-officiel"-adjective-fr
"co-officiel"-adjective-fr "cooficial"-adjective-ca
"concaténer"-verb-fr "concatenar"-verb-ca
"concatenar"-verb-ca "concaténer"-verb-fr
"tout à coup"-adverb-fr "de cop"-adverb-ca
"de cop"-adverb-ca "tout à coup"-adverb-fr
"Benavites"-properNoun-fr "Benavites"-properNoun-ca
"Benavites"-properNoun-ca "Benavites"-properNoun-fr
"Santa Maria de Miralles"-properNoun-fr "Santa Maria de Miralles"-properNoun-ca
"Santa Maria de Miralles"-properNoun-ca "Santa Maria de Miralles"-properNoun-fr
"Ibtisam"-properNoun-fr "Ibtisam"-properNoun-ca
"Ibtisam"-properNoun-ca "Ibtisam"-properNoun-fr
"Duesaigües"-properNoun-fr "Duesaigües"-properNoun-ca
"Duesaigües"-properNoun-ca "Duesaigües"-properNoun-fr
"cougar"-noun-fr "puma"-noun-ca
"puma"-noun-ca "cougar"-noun-fr
"Saldes"-properNoun-fr "Saldes"-properNoun-ca
"Saldes"-properNoun-ca "Saldes"-properNoun-fr
"apatride"-noun-fr "apàtrida"-noun-ca
"apàtrida"-noun-ca "apatride"-noun-fr
"Casserres"-properNoun-fr "Casserres"-properNoun-ca
"Casserres"-properNoun-ca "Casserres"-properNoun-fr
"Milo"-noun-fr "Milo"-properNoun-ca
"Milo"-properNoun-ca "Milo"-noun-fr
"Milo"-properNoun-ca "Milo"-properNoun-fr
"Milo"-properNoun-fr "Milo"-properNoun-ca
"Heura"-properNoun-fr "Heura"-properNoun-ca
"Heura"-properNoun-ca "Heura"-properNoun-fr
"Pla d'Urgell"-properNoun-fr "Pla d'Urgell"-properNoun-ca
"Pla d'Urgell"-properNoun-ca "Pla d'Urgell"-properNoun-fr
"référentiellement"-adverb-fr "referencialment"-adverb-ca
"referencialment"-adverb-ca "référentiellement"-adverb-fr
"Amira"-properNoun-fr "Amira"-properNoun-ca
"Amira"-properNoun-ca "Amira"-properNoun-fr
"Quart de les Valls"-properNoun-fr "Quart de les Valls"-properNoun-ca
"Quart de les Valls"-properNoun-ca "Quart de les Valls"-properNoun-fr
"crématorium"-noun-fr "crematori"-noun-ca
"crematori"-noun-ca "crématorium"-noun-fr
"crematori"-noun-ca "crematorium"-noun-fr
"crematorium"-noun-fr "crematori"-noun-ca
"habituation"-noun-fr "habituació"-noun-ca
"habituació"-noun-ca "habituation"-noun-fr
"Antaviana"-properNoun-fr "Antaviana"-properNoun-ca
"Antaviana"-properNoun-ca "Antaviana"-properNoun-fr
"Alberic"-properNoun-fr "Alberic"-properNoun-ca
"Alberic"-properNoun-ca "Alberic"-properNoun-fr
"centurie"-noun-fr "centúria"-noun-ca
"centúria"-noun-ca "centurie"-noun-fr
"prépotent"-adjective-fr "prepotent"-adjective-ca
"prepotent"-adjective-ca "prépotent"-adjective-fr
"grammaticalement"-adverb-fr "gramaticalment"-adverb-ca
"gramaticalment"-adverb-ca "grammaticalement"-adverb-fr
"nervure"-noun-fr "nervadura"-noun-ca
"nervadura"-noun-ca "nervure"-noun-fr
"Kentucky Fried Chicken"-properNoun-fr "Kentucky Fried Chicken"-properNoun-ca
"Kentucky Fried Chicken"-properNoun-ca "Kentucky Fried Chicken"-properNoun-fr
"décret-loi"-noun-fr "decret llei"-noun-ca
"decret llei"-noun-ca "décret-loi"-noun-fr
"faire appel à"-verb-fr "recórrer a"-verb-ca
"recórrer a"-verb-ca "faire appel à"-verb-fr
"Sant Julià de Vilatorta"-properNoun-fr "Sant Julià de Vilatorta"-properNoun-ca
"Sant Julià de Vilatorta"-properNoun-ca "Sant Julià de Vilatorta"-properNoun-fr
"condimentar"-verb-ca "épicer"-verb-fr
"épicer"-verb-fr "condimentar"-verb-ca
"beaucoup de"-determiner-fr "molt"-determiner-ca
"molt"-determiner-ca "beaucoup de"-determiner-fr
"Inca"-properNoun-fr "Inca"-properNoun-ca
"Inca"-properNoun-ca "Inca"-properNoun-fr
"Douaa"-properNoun-fr "Douaa"-properNoun-ca
"Douaa"-properNoun-ca "Douaa"-properNoun-fr
"Khadija"-properNoun-fr "Khadija"-properNoun-ca
"Khadija"-properNoun-ca "Khadija"-properNoun-fr
"Valentí"-noun-fr "Valentí"-properNoun-ca
"Valentí"-properNoun-ca "Valentí"-noun-fr
"néo-libéralisme"-noun-fr "neoliberalisme"-noun-ca
"neoliberalisme"-noun-ca "néo-libéralisme"-noun-fr
"Saida"-properNoun-fr "Saida"-properNoun-ca
"Saida"-properNoun-ca "Saida"-properNoun-fr
"Francisco"-noun-fr "Francisco"-properNoun-ca
"Francisco"-properNoun-ca "Francisco"-noun-fr
"Hind"-properNoun-fr "Hind"-properNoun-ca
"Hind"-properNoun-ca "Hind"-properNoun-fr
"Quico"-properNoun-fr "Quico"-properNoun-ca
"Quico"-properNoun-ca "Quico"-properNoun-fr
"Sybell"-properNoun-fr "Sybell"-properNoun-ca
"Sybell"-properNoun-ca "Sybell"-properNoun-fr
"crépiter"-verb-fr "crepitar"-verb-ca
"crepitar"-verb-ca "crépiter"-verb-fr
"uzbek"-adjective-ca "uzbek"-adjective-fr
"uzbek"-adjective-fr "uzbek"-adjective-ca
"Juan"-noun-fr "Juan"-properNoun-ca
"Juan"-properNoun-ca "Juan"-noun-fr
"Nia"-properNoun-fr "Nia"-properNoun-ca
"Nia"-properNoun-ca "Nia"-properNoun-fr
"impossiblement"-adverb-fr "impossiblement"-adverb-ca
"impossiblement"-adverb-ca "impossiblement"-adverb-fr
"Chaimaa"-properNoun-fr "Chaimaa"-properNoun-ca
"Chaimaa"-properNoun-ca "Chaimaa"-properNoun-fr
"Sant Cugat del Vallès"-properNoun-fr "Sant Cugat del Vallès"-properNoun-ca
"Sant Cugat del Vallès"-properNoun-ca "Sant Cugat del Vallès"-properNoun-fr
"anglophobe"-adjective-fr "anglòfob"-adjective-ca
"anglòfob"-adjective-ca "anglophobe"-adjective-fr
"potiner"-adjective-ca "potinier"-adjective-fr
"potinier"-adjective-fr "potiner"-adjective-ca
"Petrer"-properNoun-fr "Petrer"-properNoun-ca
"Petrer"-properNoun-ca "Petrer"-properNoun-fr
"septum"-noun-fr "septe"-noun-ca
"septe"-noun-ca "septum"-noun-fr
"Elma"-properNoun-fr "Elma"-properNoun-ca
"Elma"-properNoun-ca "Elma"-properNoun-fr
"tutélaire"-adjective-fr "tutelar"-adjective-ca
"tutelar"-adjective-ca "tutélaire"-adjective-fr
"Bèlgida"-properNoun-fr "Bèlgida"-properNoun-ca
"Bèlgida"-properNoun-ca "Bèlgida"-properNoun-fr
"Fatoumata"-properNoun-fr "Fatoumata"-properNoun-ca
"Fatoumata"-properNoun-ca "Fatoumata"-properNoun-fr
"gourde"-noun-fr "cantimplora"-noun-ca
"cantimplora"-noun-ca "gourde"-noun-fr
"Golmés"-properNoun-fr "Golmés"-properNoun-ca
"Golmés"-properNoun-ca "Golmés"-properNoun-fr
"Keyla"-properNoun-fr "Keyla"-properNoun-ca
"Keyla"-properNoun-ca "Keyla"-properNoun-fr
"Higueruelas"-properNoun-fr "Higueruelas"-properNoun-ca
"Higueruelas"-properNoun-ca "Higueruelas"-properNoun-fr
"égyptologique"-adjective-fr "egiptològic"-adjective-ca
"egiptològic"-adjective-ca "égyptologique"-adjective-fr
"ribosomique"-adjective-fr "ribosòmic"-adjective-ca
"ribosòmic"-adjective-ca "ribosomique"-adjective-fr
"Montcada i Reixac"-properNoun-fr "Montcada i Reixac"-properNoun-ca
"Montcada i Reixac"-properNoun-ca "Montcada i Reixac"-properNoun-fr
"Almoradí"-properNoun-fr "Almoradí"-properNoun-ca
"Almoradí"-properNoun-ca "Almoradí"-properNoun-fr
"occitanophone"-noun-fr "occitanoparlant"-noun-ca
"occitanoparlant"-noun-ca "occitanophone"-noun-fr
"oxydatif"-adjective-fr "oxidatiu"-adjective-ca
"oxidatiu"-adjective-ca "oxydatif"-adjective-fr
"être d'accord"-verb-fr "estar d'acord"-verb-ca
"estar d'acord"-verb-ca "être d'accord"-verb-fr
"Susqueda"-properNoun-fr "Susqueda"-properNoun-ca
"Susqueda"-properNoun-ca "Susqueda"-properNoun-fr
"consistorial"-adjective-fr "consistorial"-adjective-ca
"consistorial"-adjective-ca "consistorial"-adjective-fr
"Vinaròs"-properNoun-fr "Vinaròs"-properNoun-ca
"Vinaròs"-properNoun-ca "Vinaròs"-properNoun-fr
"incivique"-adjective-fr "incívic"-adjective-ca
"incívic"-adjective-ca "incivique"-adjective-fr
"irisation"-noun-fr "irisació"-noun-ca
"irisació"-noun-ca "irisation"-noun-fr
"rendre public"-verb-fr "pregonar"-verb-ca
"rendre public"-verb-fr "fer públic"-verb-ca
"pregonar"-verb-ca "rendre public"-verb-fr
"fer públic"-verb-ca "rendre public"-verb-fr
"misologie"-noun-fr "misologia"-noun-ca
"misologia"-noun-ca "misologie"-noun-fr
"Etna"-properNoun-fr "Etna"-properNoun-ca
"Etna"-properNoun-ca "Etna"-properNoun-fr
"Benagéber"-properNoun-fr "Benagéber"-properNoun-ca
"Benagéber"-properNoun-ca "Benagéber"-properNoun-fr
"Llaurí"-properNoun-fr "Llaurí"-properNoun-ca
"Llaurí"-properNoun-ca "Llaurí"-properNoun-fr
"dépraver"-verb-fr "depravar"-verb-ca
"depravar"-verb-ca "dépraver"-verb-fr
"humorisme"-noun-fr "humorisme"-noun-ca
"humorisme"-noun-ca "humorisme"-noun-fr
"francoalemany"-adjective-ca "franco-allemand"-adjective-fr
"Alys"-properNoun-fr "Alys"-properNoun-ca
"Alys"-properNoun-ca "Alys"-properNoun-fr
"Microsoft Windows"-properNoun-fr "Microsoft Windows"-properNoun-ca
"Microsoft Windows"-properNoun-ca "Microsoft Windows"-properNoun-fr
"opaquement"-adverb-fr "opacament"-adverb-ca
"opacament"-adverb-ca "opaquement"-adverb-fr
"Ikram"-properNoun-fr "Ikram"-properNoun-ca
"Ikram"-properNoun-ca "Ikram"-properNoun-fr
"autoritairement"-adverb-fr "autoritàriament"-adverb-ca
"autoritàriament"-adverb-ca "autoritairement"-adverb-fr
"bioclimatique"-adjective-fr "bioclimàtic"-adjective-ca
"bioclimàtic"-adjective-ca "bioclimatique"-adjective-fr
"Beniarrés"-properNoun-fr "Beniarrés"-properNoun-ca
"Beniarrés"-properNoun-ca "Beniarrés"-properNoun-fr
"Castell de Mur"-properNoun-fr "Castell de Mur"-properNoun-ca
"Castell de Mur"-properNoun-ca "Castell de Mur"-properNoun-fr
"Baix Maestrat"-properNoun-fr "Baix Maestrat"-properNoun-ca
"Baix Maestrat"-properNoun-ca "Baix Maestrat"-properNoun-fr
"Montornès del Vallès"-properNoun-fr "Montornès del Vallès"-properNoun-ca
"Montornès del Vallès"-properNoun-ca "Montornès del Vallès"-properNoun-fr
"plural"-adjective-fr "plural"-adjective-ca
"plural"-adjective-ca "plural"-adjective-fr
"mésodermique"-adjective-fr "mesodèrmic"-adjective-ca
"mesodèrmic"-adjective-ca "mésodermique"-adjective-fr
"batifoler"-verb-fr "entremaliejar"-verb-ca
"entremaliejar"-verb-ca "batifoler"-verb-fr
"entremaliejar"-verb-ca "gambader"-verb-fr
"gambader"-verb-fr "entremaliejar"-verb-ca
"Castelldans"-properNoun-fr "Castelldans"-properNoun-ca
"Castelldans"-properNoun-ca "Castelldans"-properNoun-fr
"militant d'extrême droite"-noun-fr "ultradretà"-noun-ca
"ultradretà"-noun-ca "militant d'extrême droite"-noun-fr
"Noha"-properNoun-fr "Noha"-properNoun-ca
"Noha"-properNoun-ca "Noha"-properNoun-fr
"covardia"-noun-ca "lâcheté"-noun-fr
"lâcheté"-noun-fr "covardia"-noun-ca
"Libertad"-properNoun-fr "Libertad"-properNoun-ca
"Libertad"-properNoun-ca "Libertad"-properNoun-fr
"Microsoft Office"-properNoun-fr "Microsoft Office"-properNoun-ca
"Microsoft Office"-properNoun-ca "Microsoft Office"-properNoun-fr
"circonspect"-adjective-fr "circumspecte"-adjective-ca
"circumspecte"-adjective-ca "circonspect"-adjective-fr
"Mouna"-properNoun-fr "Mouna"-properNoun-ca
"Mouna"-properNoun-ca "Mouna"-properNoun-fr
"Ludiente"-properNoun-fr "Ludiente"-properNoun-ca
"Ludiente"-properNoun-ca "Ludiente"-properNoun-fr
"Segrià"-properNoun-fr "Segrià"-properNoun-ca
"Segrià"-properNoun-ca "Segrià"-properNoun-fr
"indicer"-verb-fr "indexar"-verb-ca
"indexar"-verb-ca "indicer"-verb-fr
"Borrassà"-properNoun-fr "Borrassà"-properNoun-ca
"Borrassà"-properNoun-ca "Borrassà"-properNoun-fr
"soûlard"-noun-fr "borratxo"-noun-ca
"borratxo"-noun-ca "soûlard"-noun-fr
"Aneu"-properNoun-fr "Aneu"-properNoun-ca
"Aneu"-properNoun-ca "Aneu"-properNoun-fr
"fiduciaire"-adjective-fr "fiduciari"-adjective-ca
"fiduciari"-adjective-ca "fiduciaire"-adjective-fr
"rampinyar"-verb-ca "rafler"-verb-fr
"rafler"-verb-fr "rampinyar"-verb-ca
"rafler"-verb-fr "rapinyar"-verb-ca
"rapinyar"-verb-ca "rafler"-verb-fr
"avec justification"-adverb-fr "justificadament"-adverb-ca
"justificadament"-adverb-ca "avec justification"-adverb-fr
"à tort"-adverb-fr "falsament"-adverb-ca
"falsament"-adverb-ca "à tort"-adverb-fr
"tallarina"-noun-ca "nouille"-noun-fr
"nouille"-noun-fr "tallarina"-noun-ca
"Amèlia"-properNoun-fr "Amèlia"-properNoun-ca
"Amèlia"-properNoun-ca "Amèlia"-properNoun-fr
"Benifallim"-properNoun-fr "Benifallim"-properNoun-ca
"Benifallim"-properNoun-ca "Benifallim"-properNoun-fr
"competitivitat"-noun-ca "competitivité"-noun-fr
"competitivité"-noun-fr "competitivitat"-noun-ca
"Foios"-properNoun-fr "Foios"-properNoun-ca
"Foios"-properNoun-ca "Foios"-properNoun-fr
"Sant Guim de la Plana"-properNoun-fr "Sant Guim de la Plana"-properNoun-ca
"Sant Guim de la Plana"-properNoun-ca "Sant Guim de la Plana"-properNoun-fr
"diaphragmatique"-adjective-fr "diafragmàtic"-adjective-ca
"diafragmàtic"-adjective-ca "diaphragmatique"-adjective-fr
"lapidaire"-adjective-fr "lapidari"-adjective-ca
"lapidari"-adjective-ca "lapidaire"-adjective-fr
"Beneixama"-properNoun-fr "Beneixama"-properNoun-ca
"Beneixama"-properNoun-ca "Beneixama"-properNoun-fr
"exemplifier"-verb-fr "exemplificar"-verb-ca
"exemplificar"-verb-ca "exemplifier"-verb-fr
"Roquetes"-properNoun-fr "Roquetes"-properNoun-ca
"Roquetes"-properNoun-ca "Roquetes"-properNoun-fr
"verdeur"-noun-fr "verdor"-noun-ca
"verdor"-noun-ca "verdeur"-noun-fr
"tuyau d'écoulement"-noun-fr "baixant"-noun-ca
"baixant"-noun-ca "tuyau d'écoulement"-noun-fr
"Nilo"-noun-fr "Nilo"-properNoun-ca
"Nilo"-properNoun-ca "Nilo"-noun-fr
"Nilo"-properNoun-ca "Nilo"-properNoun-fr
"Nilo"-properNoun-fr "Nilo"-properNoun-ca
"Iría"-properNoun-fr "Iría"-properNoun-ca
"Iría"-properNoun-ca "Iría"-properNoun-fr
"moche"-adjective-fr "lleig"-adjective-ca
"lleig"-adjective-ca "moche"-adjective-fr
"ni seulement"-adverb-fr "ni tan sols"-adverb-ca
"ni tan sols"-adverb-ca "ni seulement"-adverb-fr
"Irati"-properNoun-fr "Irati"-properNoun-ca
"Irati"-properNoun-ca "Irati"-properNoun-fr
"scarole"-noun-fr "escarola"-noun-ca
"escarola"-noun-ca "scarole"-noun-fr
"Macastre"-properNoun-fr "Macastre"-properNoun-ca
"Macastre"-properNoun-ca "Macastre"-properNoun-fr
"aviculture"-noun-fr "avicultura"-noun-ca
"avicultura"-noun-ca "aviculture"-noun-fr
"desgràcia"-noun-ca "disgrâce"-noun-fr
"disgrâce"-noun-fr "desgràcia"-noun-ca
"désorbité"-adjective-fr "desorbitat"-adjective-ca
"desorbitat"-adjective-ca "désorbité"-adjective-fr
"Sant Joan de Moró"-properNoun-fr "Sant Joan de Moró"-properNoun-ca
"Sant Joan de Moró"-properNoun-ca "Sant Joan de Moró"-properNoun-fr
"thermite"-noun-fr "termita"-noun-ca
"termita"-noun-ca "thermite"-noun-fr
"bibliométrie"-noun-fr "bibliometria"-noun-ca
"bibliometria"-noun-ca "bibliométrie"-noun-fr
"hanséatique"-adjective-fr "hanseàtic"-adjective-ca
"hanseàtic"-adjective-ca "hanséatique"-adjective-fr
"Lía"-properNoun-fr "Lía"-properNoun-ca
"Lía"-properNoun-ca "Lía"-properNoun-fr
"Sant Feliu de Pallerols"-properNoun-fr "Sant Feliu de Pallerols"-properNoun-ca
"Sant Feliu de Pallerols"-properNoun-ca "Sant Feliu de Pallerols"-properNoun-fr
