"the"-determiner-en "lo"-determiner-es
"marathon"-noun-en "maratón"-noun-es
"maratón"-noun-es "marathon"-noun-en
"marginalisation"-noun-en "marginación"-noun-es
"marginación"-noun-es "marginalisation"-noun-en
"marketing"-noun-en "marketing"-noun-es
"marketing"-noun-en "mercadotecnia"-noun-es
"marketing"-noun-en "mercadeo"-noun-es
"marketing"-noun-es "marketing"-noun-en
"mercadotecnia"-noun-es "marketing"-noun-en
"mercadeo"-noun-es "marketing"-noun-en
"martyr"-noun-en "mártir"-noun-es
"mártir"-noun-es "martyr"-noun-en
"massacre"-noun-en "masacre"-noun-es
"masacre"-noun-es "massacre"-noun-en
"massage"-noun-en "masaje"-noun-es
"masaje"-noun-es "massage"-noun-en
"masturbation"-noun-en "masturbación"-noun-es
"masturbación"-noun-es "masturbation"-noun-en
"mate"-noun-es "mate"-noun-en
"mattress"-noun-en "colchón"-noun-es
"colchón"-noun-es "mattress"-noun-en
"meander"-noun-en "meandro"-noun-es
"meandro"-noun-es "meander"-noun-en
"meatball"-noun-en "albóndiga"-noun-es
"albóndiga"-noun-es "meatball"-noun-en
"mechanisation"-noun-en "mecanización"-noun-es
"mecanización"-noun-es "mechanisation"-noun-en
"medal"-noun-en "medalla"-noun-es
"medalla"-noun-es "medal"-noun-en
"medication"-noun-en "medicación"-noun-es
"medicación"-noun-es "medication"-noun-en
"megaphone"-noun-en "megáfono"-noun-es
"megáfono"-noun-es "megaphone"-noun-en
"melon"-noun-en "melón"-noun-es
"melón"-noun-es "melon"-noun-en
"membrane"-noun-en "membrana"-noun-es
"membrana"-noun-es "membrane"-noun-en
"menopause"-noun-en "menopausia"-noun-es
"menopausia"-noun-es "menopause"-noun-en
"menstruation"-noun-en "menstruación"-noun-es
"menstruación"-noun-es "menstruation"-noun-en
"mentality"-noun-en "mentalidad"-noun-es
"mentalidad"-noun-es "mentality"-noun-en
"mercenary"-noun-en "mercenario"-noun-es
"mercenario"-noun-es "mercenary"-noun-en
"mercy"-noun-en "piedad"-noun-es
"mercy"-noun-en "misericordia"-noun-es
"piedad"-noun-es "mercy"-noun-en
"misericordia"-noun-es "mercy"-noun-en
"merit"-noun-en "mérito"-noun-es
"mérito"-noun-es "merit"-noun-en
"metaphor"-noun-en "metáfora"-noun-es
"metáfora"-noun-es "metaphor"-noun-en
"meteorite"-noun-en "meteorito"-noun-es
"meteorito"-noun-es "meteorite"-noun-en
"meteorologist"-noun-en "meteorólogo"-noun-es
"meteorólogo"-noun-es "meteorologist"-noun-en
"meteorólogo"-noun-es "forecaster"-noun-en
"forecaster"-noun-en "meteorólogo"-noun-es
"meteorology"-noun-en "meteorología"-noun-es
"meteorología"-noun-es "meteorology"-noun-en
"microbe"-noun-en "microbio"-noun-es
"microbio"-noun-es "microbe"-noun-en
"microphone"-noun-en "micrófono"-noun-es
"micrófono"-noun-es "microphone"-noun-en
"microscope"-noun-en "microscopio"-noun-es
"microscopio"-noun-es "microscope"-noun-en
"midday"-noun-en "mediodía"-noun-es
"mediodía"-noun-es "midday"-noun-en
"mediodía"-noun-es "noon"-noun-en
"noon"-noun-en "mediodía"-noun-es
"midnight"-noun-en "medianoche"-noun-es
"medianoche"-noun-es "midnight"-noun-en
"migraine"-noun-en "migraña"-noun-es
"migraña"-noun-es "migraine"-noun-en
"militant"-noun-en "militante"-noun-es
"militante"-noun-es "militant"-noun-en
"militarism"-noun-en "militarismo"-noun-es
"militarismo"-noun-es "militarism"-noun-en
"militia"-noun-en "milicia"-noun-es
"milicia"-noun-es "militia"-noun-en
"millionaire"-noun-en "millonario"-noun-es
"millonario"-noun-es "millionaire"-noun-en
"minaret"-noun-en "minarete"-noun-es
"minarete"-noun-es "minaret"-noun-en
"miniature"-noun-en "miniatura"-noun-es
"miniatura"-noun-es "miniature"-noun-en
"ministry"-noun-en "consellería"-noun-es
"consellería"-noun-es "ministry"-noun-en
"minor"-noun-en "menor"-noun-es
"menor"-noun-es "minor"-noun-en
"mint"-noun-en "menta"-noun-es
"menta"-noun-es "mint"-noun-en
"miracle"-noun-en "milagro"-noun-es
"milagro"-noun-es "miracle"-noun-en
"mirage"-noun-en "espejismo"-noun-es
"espejismo"-noun-es "mirage"-noun-en
"misfortune"-noun-en "desgracia"-noun-es
"misfortune"-noun-en "miseria"-noun-es
"misfortune"-noun-en "infortunio"-noun-es
"desgracia"-noun-es "misfortune"-noun-en
"miseria"-noun-es "misfortune"-noun-en
"miseria"-noun-es "pittance"-noun-en
"miseria"-noun-es "poverty"-noun-en
"infortunio"-noun-es "misfortune"-noun-en
"pittance"-noun-en "miseria"-noun-es
"poverty"-noun-en "miseria"-noun-es
"poverty"-noun-en "pobreza"-noun-es
"missile"-noun-en "misil"-noun-es
"misil"-noun-es "missile"-noun-en
"mitigation"-noun-en "atenuación"-noun-es
"atenuación"-noun-es "mitigation"-noun-en
"mobility"-noun-en "movilidad"-noun-es
"movilidad"-noun-es "mobility"-noun-en
"mockery"-noun-en "burla"-noun-es
"burla"-noun-es "mockery"-noun-en
"moderation"-noun-en "moderación"-noun-es
"moderación"-noun-es "moderation"-noun-en
"modernism"-noun-en "modernismo"-noun-es
"modernismo"-noun-es "modernism"-noun-en
"modernisation"-noun-en "modernización"-noun-es
"modernización"-noun-es "modernisation"-noun-en
"modulation"-noun-en "modulación"-noun-es
"modulación"-noun-es "modulation"-noun-en
"mole"-noun-en "topo"-noun-es
"topo"-noun-es "mole"-noun-en
"mollusc"-noun-en "molusco"-noun-es
"molusco"-noun-es "mollusc"-noun-en
"monarch"-noun-en "monarca"-noun-es
"monarca"-noun-es "monarch"-noun-en
"monarchy"-noun-en "monarquía"-noun-es
"monarquía"-noun-es "monarchy"-noun-en
"monk"-noun-en "monje"-noun-es
"monje"-noun-es "monk"-noun-en
"monolith"-noun-en "monolito"-noun-es
"monolito"-noun-es "monolith"-noun-en
"monologue"-noun-en "monólogo"-noun-es
"monólogo"-noun-es "monologue"-noun-en
"monster"-noun-en "monstruo"-noun-es
"monstruo"-noun-es "monster"-noun-en
"moped"-noun-en "ciclomotor"-noun-es
"ciclomotor"-noun-es "moped"-noun-en
"moratorium"-noun-en "moratoria"-noun-es
"moratoria"-noun-es "moratorium"-noun-en
"mortar"-noun-en "almirez"-noun-es
"mortar"-noun-en "mortero"-noun-es
"almirez"-noun-es "mortar"-noun-en
"mortero"-noun-es "mortar"-noun-en
"motherhood"-noun-en "maternidad"-noun-es
"maternidad"-noun-es "motherhood"-noun-en
"motorbike"-noun-en "moto"-noun-es
"moto"-noun-es "motorbike"-noun-en
"motorcycle"-noun-en "motocicleta"-noun-es
"motocicleta"-noun-es "motorcycle"-noun-en
"motoring"-noun-en "automovilismo"-noun-es
"automovilismo"-noun-es "motoring"-noun-en
"motorist"-noun-en "automovilista"-noun-es
"automovilista"-noun-es "motorist"-noun-en
"montura"-noun-es "mount"-noun-en
"montura"-noun-es "mounting"-noun-en
"mounting"-noun-en "montura"-noun-es
"mountaineer"-noun-en "alpinista"-noun-es
"mountaineer"-noun-en "montañero"-noun-es
"alpinista"-noun-es "mountaineer"-noun-en
"montañero"-noun-es "mountaineer"-noun-en
"mountaineering"-noun-en "alpinismo"-noun-es
"alpinismo"-noun-es "mountaineering"-noun-en
"mucosa"-noun-en "mucosa"-noun-es
"mucosa"-noun-es "mucosa"-noun-en
"mucus"-noun-en "moco"-noun-es
"moco"-noun-es "mucus"-noun-en
"multiplicity"-noun-en "multiplicidad"-noun-es
"multiplicidad"-noun-es "multiplicity"-noun-en
"municipality"-noun-en "municipio"-noun-es
"municipio"-noun-es "municipality"-noun-en
"murderer"-noun-en "asesino"-noun-es
"asesino"-noun-es "murderer"-noun-en
"asesino"-noun-es "killer"-noun-en
"killer"-noun-en "asesino"-noun-es
"murmur"-noun-en "murmullo"-noun-es
"murmullo"-noun-es "murmur"-noun-en
"murmullo"-noun-es "whisper"-noun-en
"whisper"-noun-en "murmullo"-noun-es
"whisper"-noun-en "susurro"-noun-es
"musculature"-noun-en "musculatura"-noun-es
"musculatura"-noun-es "musculature"-noun-en
"mushroom"-noun-en "seta"-noun-es
"mushroom"-noun-en "champiñón"-noun-es
"seta"-noun-es "mushroom"-noun-en
"champiñón"-noun-es "mushroom"-noun-en
"musician"-noun-en "músico"-noun-es
"músico"-noun-es "musician"-noun-en
"mussel"-noun-en "mejillón"-noun-es
"mejillón"-noun-es "mussel"-noun-en
"mutilation"-noun-en "mutilación"-noun-es
"mutilación"-noun-es "mutilation"-noun-en
"muzzle"-noun-en "morro"-noun-es
"morro"-noun-es "muzzle"-noun-en
"myocardium"-noun-en "miocardio"-noun-es
"miocardio"-noun-es "myocardium"-noun-en
"mystery"-noun-en "misterio"-noun-es
"misterio"-noun-es "mystery"-noun-en
"myth"-noun-en "mito"-noun-es
"mito"-noun-es "myth"-noun-en
"nail"-noun-en "clavo"-noun-es
"nail"-noun-en "uña"-noun-es
"clavo"-noun-es "nail"-noun-en
"uña"-noun-es "nail"-noun-en
"napkin"-noun-en "servilleta"-noun-es
"servilleta"-noun-es "napkin"-noun-en
"narrative"-noun-en "narrativa"-noun-es
"narrativa"-noun-es "narrative"-noun-en
"narrator"-noun-en "narrador"-noun-es
"narrador"-noun-es "narrator"-noun-en
"natality"-noun-en "natalidad"-noun-es
"natalidad"-noun-es "natality"-noun-en
"nationality"-noun-en "nacionalidad"-noun-es
"nacionalidad"-noun-es "nationality"-noun-en
"nausea"-noun-en "náusea"-noun-es
"náusea"-noun-es "nausea"-noun-en
"navegación"-noun-es "sailing"-noun-en
"sailing"-noun-en "navegación"-noun-es
"neck"-noun-en "cuello"-noun-es
"cuello"-noun-es "neck"-noun-en
"cuello"-noun-es "collar"-noun-en
"collar"-noun-en "cuello"-noun-es
"needle"-noun-en "aguja"-noun-es
"aguja"-noun-es "needle"-noun-en
"negation"-noun-en "negación"-noun-es
"negación"-noun-es "negation"-noun-en
"neon"-noun-en "neón"-noun-es
"neón"-noun-es "neon"-noun-en
"nephew"-noun-en "sobrino"-noun-es
"sobrino"-noun-es "nephew"-noun-en
"sobrino"-noun-es "niece"-noun-en
"niece"-noun-en "sobrino"-noun-es
"nepotism"-noun-en "nepotismo"-noun-es
"nepotismo"-noun-es "nepotism"-noun-en
"nerve"-noun-en "nervio"-noun-es
"nervio"-noun-es "nerve"-noun-en
"neurology"-noun-en "neurología"-noun-es
"neurología"-noun-es "neurology"-noun-en
"neuron"-noun-en "neurona"-noun-es
"neurona"-noun-es "neuron"-noun-en
"neutron"-noun-en "neutrón"-noun-es
"neutrón"-noun-es "neutron"-noun-en
"niche"-noun-en "nicho"-noun-es
"nicho"-noun-es "niche"-noun-en
"nickname"-noun-en "apodo"-noun-es
"apodo"-noun-es "nickname"-noun-en
"nightingale"-noun-en "ruiseñor"-noun-es
"ruiseñor"-noun-es "nightingale"-noun-en
"node"-noun-en "nodo"-noun-es
"nodo"-noun-es "node"-noun-en
"nomad"-noun-en "nómada"-noun-es
"nómada"-noun-es "nomad"-noun-en
"normality"-noun-en "normalidad"-noun-es
"normalidad"-noun-es "normality"-noun-en
"normalisation"-noun-en "normalización"-noun-es
"normalización"-noun-es "normalisation"-noun-en
"northeast"-noun-en "nordeste"-noun-es
"nordeste"-noun-es "northeast"-noun-en
"northwest"-noun-en "noroeste"-noun-es
"noroeste"-noun-es "northwest"-noun-en
"notary"-noun-en "notario"-noun-es
"notario"-noun-es "notary"-noun-en
"notebook"-noun-en "libreta"-noun-es
"libreta"-noun-es "notebook"-noun-en
"noción"-noun-es "notion"-noun-en
"notoriety"-noun-en "notoriedad"-noun-es
"notoriedad"-noun-es "notoriety"-noun-en
"noun"-noun-en "sustantivo"-noun-es
"sustantivo"-noun-es "noun"-noun-en
"sustantivo"-noun-es "substantive"-noun-en
"substantive"-noun-en "sustantivo"-noun-es
"novelist"-noun-en "novelista"-noun-es
"novelista"-noun-es "novelist"-noun-en
"nuance"-noun-en "matiz"-noun-es
"matiz"-noun-es "nuance"-noun-en
"nudism"-noun-en "nudismo"-noun-es
"nudismo"-noun-es "nudism"-noun-en
"nullity"-noun-en "nulidad"-noun-es
"nulidad"-noun-es "nullity"-noun-en
"nutrition"-noun-en "nutrición"-noun-es
"nutrición"-noun-es "nutrition"-noun-en
"nymph"-noun-en "ninfa"-noun-es
"ninfa"-noun-es "nymph"-noun-en
"oasis"-noun-en "oasis"-noun-es
"oasis"-noun-es "oasis"-noun-en
"obelisk"-noun-en "obelisco"-noun-es
"obelisco"-noun-es "obelisk"-noun-en
"objection"-noun-en "reparo"-noun-es
"reparo"-noun-es "objection"-noun-en
"observatory"-noun-en "observatorio"-noun-es
"observatorio"-noun-es "observatory"-noun-en
"observer"-noun-en "observador"-noun-es
"observador"-noun-es "observer"-noun-en
"obsession"-noun-en "obsesión"-noun-es
"obsesión"-noun-es "obsession"-noun-en
"obstinacy"-noun-en "empeño"-noun-es
"obstinacy"-noun-en "obstinación"-noun-es
"empeño"-noun-es "obstinacy"-noun-en
"obstinación"-noun-es "obstinacy"-noun-en
"obstruction"-noun-en "obstrucción"-noun-es
"obstrucción"-noun-es "stoppage"-noun-en
"obstrucción"-noun-es "obstruction"-noun-en
"obverse"-noun-en "anverso"-noun-es
"anverso"-noun-es "obverse"-noun-en
"occupant"-noun-en "ocupante"-noun-es
"ocupante"-noun-es "occupant"-noun-en
"occurrence"-noun-en "ocurrencia"-noun-es
"ocurrencia"-noun-es "occurrence"-noun-en
"ocean"-noun-en "océano"-noun-es
"océano"-noun-es "ocean"-noun-en
"administrativo"-noun-es "official"-noun-en
"oligarchy"-noun-en "oligarquía"-noun-es
"oligarquía"-noun-es "oligarchy"-noun-en
"olive"-noun-en "aceituna"-noun-es
"olive"-noun-en "oliva"-noun-es
"aceituna"-noun-es "olive"-noun-en
"oliva"-noun-es "olive"-noun-en
"omission"-noun-en "omisión"-noun-es
"omisión"-noun-es "omission"-noun-en
"onion"-noun-en "cebolla"-noun-es
"cebolla"-noun-es "onion"-noun-en
"onset"-noun-en "inicio"-noun-es
"inicio"-noun-es "start"-noun-en
"inicio"-noun-es "onset"-noun-en
"inicio"-noun-es "opening"-noun-en
"opening"-noun-en "inicio"-noun-es
"obertura"-noun-es "overture"-noun-en
"overture"-noun-en "obertura"-noun-es
"opera"-noun-en "ópera"-noun-es
"ópera"-noun-es "opera"-noun-en
"opium"-noun-en "opio"-noun-es
"opio"-noun-es "opium"-noun-en
"opportunism"-noun-en "oportunismo"-noun-es
"oportunismo"-noun-es "opportunism"-noun-en
"orangeade"-noun-en "naranjada"-noun-es
"naranjada"-noun-es "orangeade"-noun-en
"orbit"-noun-en "órbita"-noun-es
"órbita"-noun-es "orbit"-noun-en
"orchestra"-noun-en "orquesta"-noun-es
"orquesta"-noun-es "orchestra"-noun-en
"ordeal"-noun-en "calvario"-noun-es
"calvario"-noun-es "ordeal"-noun-en
"organ"-noun-en "órgano"-noun-es
"órgano"-noun-es "organ"-noun-en
"organism"-noun-en "organismo"-noun-es
"organismo"-noun-es "organism"-noun-en
"organist"-noun-en "organista"-noun-es
"organista"-noun-es "organist"-noun-en
"orgasm"-noun-en "orgasmo"-noun-es
"orgasmo"-noun-es "orgasm"-noun-en
"orgy"-noun-en "orgía"-noun-es
"orgía"-noun-es "orgy"-noun-en
"oriel"-noun-en "mirador"-noun-es
"mirador"-noun-es "oriel"-noun-en
"orifice"-noun-en "orificio"-noun-es
"orificio"-noun-es "orifice"-noun-en
"orography"-noun-en "orografía"-noun-es
"orografía"-noun-es "orography"-noun-en
"orphan"-noun-en "huérfano"-noun-es
"huérfano"-noun-es "orphan"-noun-en
"orphanage"-noun-en "orfanato"-noun-es
"orfanato"-noun-es "orphanage"-noun-en
"ostrich"-noun-en "avestruz"-noun-es
"avestruz"-noun-es "ostrich"-noun-en
"outlay"-noun-en "desembolso"-noun-es
"desembolso"-noun-es "outlay"-noun-en
"punto de vista"-noun-es "outlook"-noun-en
"punto de vista"-noun-es "viewpoint"-noun-en
"viewpoint"-noun-en "punto de vista"-noun-es
"ovary"-noun-en "ovario"-noun-es
"ovario"-noun-es "ovary"-noun-en
"ovation"-noun-en "ovación"-noun-es
"ovación"-noun-es "ovation"-noun-en
"overdose"-noun-en "sobredosis"-noun-es
"sobredosis"-noun-es "overdose"-noun-en
"overproduction"-noun-en "sobreproducción"-noun-es
"sobreproducción"-noun-es "overproduction"-noun-en
"ovule"-noun-en "óvulo"-noun-es
"óvulo"-noun-es "ovule"-noun-en
"ozone"-noun-en "ozono"-noun-es
"ozono"-noun-es "ozone"-noun-en
"pacification"-noun-en "pacificación"-noun-es
"pacificación"-noun-es "pacification"-noun-en
"pacifist"-noun-en "pacifista"-noun-es
"pacifista"-noun-es "pacifist"-noun-en
"pact"-noun-en "pacto"-noun-es
"pacto"-noun-es "pact"-noun-en
"pagoda"-noun-en "pagoda"-noun-es
"pagoda"-noun-es "pagoda"-noun-en
"painter"-noun-en "pintor"-noun-es
"pintor"-noun-es "painter"-noun-en
"palate"-noun-en "paladar"-noun-es
"paladar"-noun-es "palate"-noun-en
"pallium"-noun-en "palio"-noun-es
"palio"-noun-es "pallium"-noun-en
"palm"-noun-en "palma"-noun-es
"palma"-noun-es "palm"-noun-en
"pamphlet"-noun-en "panfleto"-noun-es
"panfleto"-noun-es "pamphlet"-noun-en
"panacea"-noun-en "panacea"-noun-es
"panacea"-noun-es "panacea"-noun-en
"panic"-noun-en "pánico"-noun-es
"pánico"-noun-es "panic"-noun-en
"panther"-noun-en "pantera"-noun-es
"pantera"-noun-es "panther"-noun-en
"paperwork"-noun-en "papeleo"-noun-es
"papeleo"-noun-es "paperwork"-noun-en
"parade"-noun-en "desfile"-noun-es
"desfile"-noun-es "parade"-noun-en
"paranoia"-noun-en "paranoia"-noun-es
"paranoia"-noun-es "paranoia"-noun-en
"parity"-noun-en "paridad"-noun-es
"paridad"-noun-es "parity"-noun-en
"parking"-noun-en "aparcamiento"-noun-es
"parking"-noun-en "estacionamiento"-noun-es
"aparcamiento"-noun-es "parking"-noun-en
"estacionamiento"-noun-es "parking"-noun-en
"parrot"-noun-en "loro"-noun-es
"loro"-noun-es "parrot"-noun-en
"childbirth"-noun-en "parto"-noun-es
"parto"-noun-es "childbirth"-noun-en
"participle"-noun-en "participio"-noun-es
"participio"-noun-es "participle"-noun-en
"partition"-noun-en "partición"-noun-es
"partición"-noun-es "partition"-noun-en
"partridge"-noun-en "perdiz"-noun-es
"perdiz"-noun-es "partridge"-noun-en
"pasadizo"-noun-es "passage"-noun-en
"passion"-noun-en "pasión"-noun-es
"pasión"-noun-es "passion"-noun-en
"pasteurisation"-noun-en "pasteurización"-noun-es
"pasteurización"-noun-es "pasteurisation"-noun-en
"pathology"-noun-en "patología"-noun-es
"patología"-noun-es "pathology"-noun-en
"patriarch"-noun-en "patriarca"-noun-es
"patriarca"-noun-es "patriarch"-noun-en
"patriot"-noun-en "patriota"-noun-es
"patriota"-noun-es "patriot"-noun-en
"patrol"-noun-en "patrulla"-noun-es
"patrulla"-noun-es "patrol"-noun-en
"payroll"-noun-en "nómina"-noun-es
"nómina"-noun-es "payroll"-noun-en
"peanut"-noun-en "cacahuete"-noun-es
"cacahuete"-noun-es "peanut"-noun-en
"pear"-noun-en "pera"-noun-es
"pera"-noun-es "pear"-noun-en
"peat"-noun-en "turba"-noun-es
"turba"-noun-es "peat"-noun-en
"pedagogy"-noun-en "pedagogía"-noun-es
"pedagogía"-noun-es "pedagogy"-noun-en
"pedal"-noun-en "pedal"-noun-es
"pedal"-noun-es "pedal"-noun-en
"pederast"-noun-en "pederasta"-noun-es
"pederasta"-noun-es "pederast"-noun-en
"pederasty"-noun-en "pederastia"-noun-es
"pederastia"-noun-es "pederasty"-noun-en
"pedestrian"-noun-en "peatón"-noun-es
"pedestrian"-noun-en "viandante"-noun-es
"peatón"-noun-es "pedestrian"-noun-en
"viandante"-noun-es "pedestrian"-noun-en
"pediatrician"-noun-en "pediatra"-noun-es
"pediatra"-noun-es "pediatrician"-noun-en
"pen"-noun-en "bolígrafo"-noun-es
"bolígrafo"-noun-es "pen"-noun-en
"penalización"-noun-es "penalty"-noun-en
"penance"-noun-en "penitencia"-noun-es
"penitencia"-noun-es "penance"-noun-en
"pendulum"-noun-en "péndulo"-noun-es
"péndulo"-noun-es "pendulum"-noun-en
"penguin"-noun-en "pingüino"-noun-es
"pingüino"-noun-es "penguin"-noun-en
"peninsula"-noun-en "península"-noun-es
"península"-noun-es "peninsula"-noun-en
"penis"-noun-en "pene"-noun-es
"pene"-noun-es "penis"-noun-en
"perch"-noun-en "pértiga"-noun-es
"pértiga"-noun-es "perch"-noun-en
"percussion"-noun-en "percusión"-noun-es
"percusión"-noun-es "percussion"-noun-en
"periodicity"-noun-en "periodicidad"-noun-es
"periodicidad"-noun-es "periodicity"-noun-en
"periphery"-noun-en "periferia"-noun-es
"periferia"-noun-es "periphery"-noun-en
"permanence"-noun-en "permanencia"-noun-es
"permanencia"-noun-es "permanence"-noun-en
"persistence"-noun-en "persistencia"-noun-es
"persistencia"-noun-es "persistence"-noun-en
"perversion"-noun-en "perversión"-noun-es
"perversión"-noun-es "perversion"-noun-en
"peseta"-noun-en "peseta"-noun-es
"peseta"-noun-es "peseta"-noun-en
"pessimist"-noun-en "pesimista"-noun-es
"pesimista"-noun-es "pessimist"-noun-en
"petal"-noun-en "pétalo"-noun-es
"pétalo"-noun-es "petal"-noun-en
"pharaoh"-noun-en "faraón"-noun-es
"faraón"-noun-es "pharaoh"-noun-en
"philologist"-noun-en "filólogo"-noun-es
"filólogo"-noun-es "philologist"-noun-en
"philology"-noun-en "filología"-noun-es
"filología"-noun-es "philology"-noun-en
"philosopher"-noun-en "filósofo"-noun-es
"filósofo"-noun-es "philosopher"-noun-en
"phobia"-noun-en "fobia"-noun-es
"fobia"-noun-es "phobia"-noun-en
"photon"-noun-en "fotón"-noun-es
"fotón"-noun-es "photon"-noun-en
"physiology"-noun-en "fisiología"-noun-es
"fisiología"-noun-es "physiology"-noun-en
"pickaxe"-noun-en "piqueta"-noun-es
"piqueta"-noun-es "pickaxe"-noun-en
"pigeon"-noun-en "palomo"-noun-es
"palomo"-noun-es "pigeon"-noun-en
"pilgrim"-noun-en "peregrino"-noun-es
"peregrino"-noun-es "pilgrim"-noun-en
"pilgrimage"-noun-en "peregrinaje"-noun-es
"pilgrimage"-noun-en "peregrinación"-noun-es
"peregrinaje"-noun-es "pilgrimage"-noun-en
"peregrinación"-noun-es "pilgrimage"-noun-en
"pill"-noun-en "píldora"-noun-es
"píldora"-noun-es "pill"-noun-en
"pineapple"-noun-en "piña"-noun-es
"piña"-noun-es "pineapple"-noun-en
"pink"-noun-en "rosa"-noun-es
"rosa"-noun-es "pink"-noun-en
"rosa"-noun-es "rose"-noun-en
"rose"-noun-en "rosa"-noun-es
"pioneer"-noun-en "pionero"-noun-es
"pionero"-noun-es "pioneer"-noun-en
"pirate"-noun-en "pirata"-noun-es
"pirata"-noun-es "pirate"-noun-en
"pobreza"-noun-es "poverty"-noun-en
"placenta"-noun-en "placenta"-noun-es
"placenta"-noun-es "placenta"-noun-en
"placing"-noun-en "colocación"-noun-es
"colocación"-noun-es "placing"-noun-en
"plain"-noun-en "llanura"-noun-es
"plain"-noun-en "planicie"-noun-es
"llanura"-noun-es "plain"-noun-en
"planicie"-noun-es "plain"-noun-en
"plankton"-noun-en "plancton"-noun-es
"plancton"-noun-es "plankton"-noun-en
"planning"-noun-en "planificación"-noun-es
"planificación"-noun-es "planning"-noun-en
"plantation"-noun-en "plantación"-noun-es
"plantación"-noun-es "plantation"-noun-en
"lámina"-noun-es "plate"-noun-en
"plaster"-noun-en "yeso"-noun-es
"yeso"-noun-es "plaster"-noun-en
"plebeian"-noun-en "plebeyo"-noun-es
"plebeyo"-noun-es "plebeian"-noun-en
"plural"-noun-en "plural"-noun-es
"plural"-noun-es "plural"-noun-en
"plurality"-noun-en "pluralidad"-noun-es
"pluralidad"-noun-es "plurality"-noun-en
"pneumonia"-noun-en "neumonía"-noun-es
"neumonía"-noun-es "pneumonia"-noun-en
"pocket"-noun-en "bolsillo"-noun-es
"bolsillo"-noun-es "pocket"-noun-en
"poisoning"-noun-en "envenenamiento"-noun-es
"envenenamiento"-noun-es "poisoning"-noun-en
"polarisation"-noun-en "polarización"-noun-es
"polarización"-noun-es "polarisation"-noun-en
"polo"-noun-es "pole"-noun-en
"polonium"-noun-en "polonio"-noun-es
"polonio"-noun-es "polonium"-noun-en
"pomegranate"-noun-en "granada"-noun-es
"granada"-noun-es "pomegranate"-noun-en
"populism"-noun-en "populismo"-noun-es
"populismo"-noun-es "populism"-noun-en
"swine"-adjective-en "porcino"-adjective-es
"porcino"-adjective-es "swine"-adjective-en
"pornography"-noun-en "pornografía"-noun-es
"pornografía"-noun-es "pornography"-noun-en
"portal"-noun-en "portal"-noun-es
"portal"-noun-es "portal"-noun-en
"portrait"-noun-en "retrato"-noun-es
"retrato"-noun-es "portrait"-noun-en
"retrato"-noun-es "portrayal"-noun-en
"portrayal"-noun-en "retrato"-noun-es
"positioning"-noun-en "posicionamiento"-noun-es
"posicionamiento"-noun-es "positioning"-noun-en
"possessor"-noun-en "poseedor"-noun-es
"poseedor"-noun-es "possessor"-noun-en
"postcard"-noun-en "postal"-noun-es
"postal"-noun-es "postcard"-noun-en
"posterity"-noun-en "posteridad"-noun-es
"posteridad"-noun-es "posterity"-noun-en
"postman"-noun-en "cartero"-noun-es
"cartero"-noun-es "postman"-noun-en
"postulate"-noun-en "postulado"-noun-es
"postulado"-noun-es "postulate"-noun-en
"pothole"-noun-en "bache"-noun-es
"bache"-noun-es "pothole"-noun-en
"praise"-noun-en "elogio"-noun-es
"praise"-noun-en "alabanza"-noun-es
"elogio"-noun-es "praise"-noun-en
"alabanza"-noun-es "praise"-noun-en
"prank"-noun-en "broma"-noun-es
"broma"-noun-es "prank"-noun-en
"prawn"-noun-en "langostino"-noun-es
"langostino"-noun-es "prawn"-noun-en
"prayer"-noun-en "oración"-noun-es
"oración"-noun-es "prayer"-noun-en
"preamble"-noun-en "preámbulo"-noun-es
"preámbulo"-noun-es "preamble"-noun-en
"precipitation"-noun-en "precipitación"-noun-es
"precipitación"-noun-es "precipitation"-noun-en
"predecessor"-noun-en "predecesor"-noun-es
"predecesor"-noun-es "predecessor"-noun-en
"predilection"-noun-en "predilección"-noun-es
"predilección"-noun-es "predilection"-noun-en
"predisposition"-noun-en "predisposición"-noun-es
"predisposición"-noun-es "predisposition"-noun-en
"predominance"-noun-en "predominio"-noun-es
"predominio"-noun-es "predominance"-noun-en
"prehistory"-noun-en "prehistoria"-noun-es
"prehistoria"-noun-es "prehistory"-noun-en
"prelude"-noun-en "preludio"-noun-es
"preludio"-noun-es "prelude"-noun-en
"premise"-noun-en "premisa"-noun-es
"premisa"-noun-es "premise"-noun-en
"première"-noun-en "estreno"-noun-es
"estreno"-noun-es "première"-noun-en
"preposition"-noun-en "preposición"-noun-es
"preposición"-noun-es "preposition"-noun-en
"prerogative"-noun-en "prerrogativa"-noun-es
"prerrogativa"-noun-es "prerogative"-noun-en
"presenter"-noun-en "presentador"-noun-es
"presentador"-noun-es "presenter"-noun-en
"preserve"-noun-en "coto"-noun-es
"coto"-noun-es "preserve"-noun-en
"prestige"-noun-en "prestigio"-noun-es
"prestigio"-noun-es "prestige"-noun-en
"presumption"-noun-en "presunción"-noun-es
"presunción"-noun-es "presumption"-noun-en
"presunción"-noun-es "conceit"-noun-en
"conceit"-noun-en "presunción"-noun-es
"pretence"-noun-en "pretensión"-noun-es
"pretensión"-noun-es "pretence"-noun-en
"pretext"-noun-en "pretexto"-noun-es
"pretexto"-noun-es "pretext"-noun-en
"prevarication"-noun-en "prevaricación"-noun-es
