"cualquier"-determiner-es "whatsoever"-determiner-en
"Rabanales"-noun-en "Rabanales"-properNoun-es
"Rabanales"-properNoun-es "Rabanales"-noun-en
"Rabanales"-properNoun-es "Rabanales"-properNoun-en
"Rabanales"-properNoun-en "Rabanales"-properNoun-es
"Borges"-noun-en "Borges"-noun-es
"Borges"-noun-en "Borges"-properNoun-es
"Borges"-noun-es "Borges"-noun-en
"Borges"-noun-es "Borges"-properNoun-en
"Borges"-properNoun-es "Borges"-noun-en
"Borges"-properNoun-es "Borges"-properNoun-en
"Borges"-properNoun-en "Borges"-noun-es
"Borges"-properNoun-en "Borges"-properNoun-es
"Quintana"-noun-en "Quintana"-noun-es
"Quintana"-noun-en "Quintana"-properNoun-es
"Quintana"-noun-es "Quintana"-noun-en
"Quintana"-noun-es "Quintana"-properNoun-en
"Quintana"-properNoun-es "Quintana"-noun-en
"Quintana"-properNoun-es "Quintana"-properNoun-en
"Quintana"-properNoun-en "Quintana"-noun-es
"Quintana"-properNoun-en "Quintana"-properNoun-es
"Tejera"-noun-en "Tejera"-noun-es
"Tejera"-noun-en "Tejera"-properNoun-es
"Tejera"-noun-es "Tejera"-noun-en
"Tejera"-noun-es "Tejera"-properNoun-en
"Tejera"-properNoun-es "Tejera"-noun-en
"Tejera"-properNoun-es "Tejera"-properNoun-en
"Tejera"-properNoun-en "Tejera"-noun-es
"Tejera"-properNoun-en "Tejera"-properNoun-es
"Valladolid"-properNoun-en "Valladolid"-properNoun-es
"Valladolid"-properNoun-es "Valladolid"-properNoun-en
"Mestres"-noun-en "Mestres"-noun-es
"Mestres"-noun-en "Mestres"-properNoun-es
"Mestres"-noun-es "Mestres"-noun-en
"Mestres"-noun-es "Mestres"-properNoun-en
"Mestres"-properNoun-es "Mestres"-noun-en
"Mestres"-properNoun-es "Mestres"-properNoun-en
"Mestres"-properNoun-en "Mestres"-noun-es
"Mestres"-properNoun-en "Mestres"-properNoun-es
"Puig"-noun-en "Puig"-noun-es
"Puig"-noun-en "Puig"-properNoun-es
"Puig"-noun-es "Puig"-noun-en
"Puig"-noun-es "Puig"-properNoun-en
"Puig"-properNoun-es "Puig"-noun-en
"Puig"-properNoun-es "Puig"-properNoun-en
"Puig"-properNoun-en "Puig"-noun-es
"Puig"-properNoun-en "Puig"-properNoun-es
"Rosado"-noun-en "Rosado"-noun-es
"Rosado"-noun-en "Rosado"-properNoun-es
"Rosado"-noun-es "Rosado"-noun-en
"Rosado"-noun-es "Rosado"-properNoun-en
"Rosado"-properNoun-es "Rosado"-noun-en
"Rosado"-properNoun-es "Rosado"-properNoun-en
"Rosado"-properNoun-en "Rosado"-noun-es
"Rosado"-properNoun-en "Rosado"-properNoun-es
"Queralt"-properNoun-en "Queralt"-noun-es
"Queralt"-properNoun-en "Queralt"-properNoun-es
"Queralt"-noun-es "Queralt"-properNoun-en
"Queralt"-properNoun-es "Queralt"-properNoun-en
"Blanch"-noun-en "Blanch"-noun-es
"Blanch"-noun-en "Blanch"-properNoun-es
"Blanch"-noun-es "Blanch"-noun-en
"Blanch"-noun-es "Blanch"-properNoun-en
"Blanch"-properNoun-es "Blanch"-noun-en
"Blanch"-properNoun-es "Blanch"-properNoun-en
"Blanch"-properNoun-en "Blanch"-noun-es
"Blanch"-properNoun-en "Blanch"-properNoun-es
"Cuesta"-noun-en "Cuesta"-noun-es
"Cuesta"-noun-en "Cuesta"-properNoun-es
"Cuesta"-noun-es "Cuesta"-noun-en
"Cuesta"-noun-es "Cuesta"-properNoun-en
"Cuesta"-properNoun-es "Cuesta"-noun-en
"Cuesta"-properNoun-es "Cuesta"-properNoun-en
"Cuesta"-properNoun-en "Cuesta"-noun-es
"Cuesta"-properNoun-en "Cuesta"-properNoun-es
"El País"-properNoun-en "El País"-properNoun-es
"El País"-properNoun-es "El País"-properNoun-en
"Loyola"-noun-en "Loyola"-properNoun-es
"Loyola"-properNoun-es "Loyola"-noun-en
"Loyola"-properNoun-es "Loyola"-properNoun-en
"Loyola"-properNoun-en "Loyola"-properNoun-es
"Albacete"-properNoun-en "Albacete"-noun-es
"Albacete"-properNoun-en "Albacete"-properNoun-es
"Albacete"-noun-es "Albacete"-properNoun-en
"Albacete"-properNoun-es "Albacete"-properNoun-en
"Madridejos"-properNoun-en "Madridejos"-properNoun-es
"Madridejos"-properNoun-es "Madridejos"-properNoun-en
"Mancha"-properNoun-en "Mancha"-noun-es
"Mancha"-properNoun-en "Mancha"-properNoun-es
"Mancha"-noun-es "Mancha"-properNoun-en
"Mancha"-properNoun-es "Mancha"-properNoun-en
"Josa"-noun-en "Josa"-noun-es
"Josa"-noun-en "Josa"-properNoun-es
"Josa"-noun-es "Josa"-noun-en
"Josa"-noun-es "Josa"-properNoun-en
"Josa"-properNoun-es "Josa"-noun-en
"Josa"-properNoun-es "Josa"-properNoun-en
"Josa"-properNoun-en "Josa"-noun-es
"Josa"-properNoun-en "Josa"-properNoun-es
"Caparrós"-noun-en "Caparrós"-properNoun-es
"Caparrós"-properNoun-es "Caparrós"-noun-en
"Caparrós"-properNoun-es "Caparrós"-properNoun-en
"Caparrós"-properNoun-en "Caparrós"-properNoun-es
"Rueda"-noun-en "Rueda"-noun-es
"Rueda"-noun-en "Rueda"-properNoun-es
"Rueda"-noun-es "Rueda"-noun-en
"Rueda"-noun-es "Rueda"-properNoun-en
"Rueda"-properNoun-es "Rueda"-noun-en
"Rueda"-properNoun-es "Rueda"-properNoun-en
"Rueda"-properNoun-en "Rueda"-noun-es
"Rueda"-properNoun-en "Rueda"-properNoun-es
"de la Cruz"-noun-en "de la Cruz"-noun-es
"de la Cruz"-noun-en "de la Cruz"-properNoun-es
"de la Cruz"-noun-es "de la Cruz"-noun-en
"de la Cruz"-noun-es "de la Cruz"-properNoun-en
"de la Cruz"-properNoun-es "de la Cruz"-noun-en
"de la Cruz"-properNoun-es "de la Cruz"-properNoun-en
"de la Cruz"-properNoun-en "de la Cruz"-noun-es
"de la Cruz"-properNoun-en "de la Cruz"-properNoun-es
"Duque"-noun-en "Duque"-noun-es
"Duque"-noun-en "Duque"-properNoun-es
"Duque"-noun-es "Duque"-noun-en
"Duque"-noun-es "Duque"-properNoun-en
"Duque"-properNoun-es "Duque"-noun-en
"Duque"-properNoun-es "Duque"-properNoun-en
"Duque"-properNoun-en "Duque"-noun-es
"Duque"-properNoun-en "Duque"-properNoun-es
"Sanlúcar de Barrameda"-properNoun-en "Sanlúcar de Barrameda"-properNoun-es
"Sanlúcar de Barrameda"-properNoun-es "Sanlúcar de Barrameda"-properNoun-en
"Carpio"-noun-en "Carpio"-noun-es
"Carpio"-noun-en "Carpio"-properNoun-es
"Carpio"-noun-es "Carpio"-noun-en
"Carpio"-noun-es "Carpio"-properNoun-en
"Carpio"-properNoun-es "Carpio"-noun-en
"Carpio"-properNoun-es "Carpio"-properNoun-en
"Carpio"-properNoun-en "Carpio"-noun-es
"Carpio"-properNoun-en "Carpio"-properNoun-es
"Navarro"-noun-en "Navarro"-noun-es
"Navarro"-noun-en "Navarro"-properNoun-es
"Navarro"-noun-es "Navarro"-noun-en
"Navarro"-noun-es "Navarro"-properNoun-en
"Navarro"-properNoun-es "Navarro"-noun-en
"Navarro"-properNoun-es "Navarro"-properNoun-en
"Navarro"-properNoun-en "Navarro"-noun-es
"Navarro"-properNoun-en "Navarro"-properNoun-es
"animality"-noun-en "animalidad"-noun-es
"animalidad"-noun-es "animality"-noun-en
"benignity"-noun-en "benignidad"-noun-es
"benignidad"-noun-es "benignity"-noun-en
"bestiality"-noun-en "bestialidad"-noun-es
"bestialidad"-noun-es "bestiality"-noun-en
"celerity"-noun-en "celeridad"-noun-es
"celeridad"-noun-es "celerity"-noun-en
"confraternity"-noun-en "confraternidad"-noun-es
"confraternidad"-noun-es "confraternity"-noun-en
"credulity"-noun-en "credulidad"-noun-es
"credulidad"-noun-es "credulity"-noun-en
"deity"-noun-en "deidad"-noun-es
"deidad"-noun-es "deity"-noun-en
"elasticity"-noun-en "elasticidad"-noun-es
"elasticidad"-noun-es "elasticity"-noun-en
"ferocity"-noun-en "ferocidad"-noun-es
"ferocidad"-noun-es "ferocity"-noun-en
"hilarity"-noun-en "hilaridad"-noun-es
"hilaridad"-noun-es "hilarity"-noun-en
"immobility"-noun-en "inmovilidad"-noun-es
"inmovilidad"-noun-es "immobility"-noun-en
"incredulity"-noun-en "incredulidad"-noun-es
"incredulidad"-noun-es "incredulity"-noun-en
"indivisibility"-noun-en "indivisibilidad"-noun-es
"indivisibilidad"-noun-es "indivisibility"-noun-en
"inhumanity"-noun-en "inhumanidad"-noun-es
"inhumanidad"-noun-es "inhumanity"-noun-en
"modality"-noun-en "modalidad"-noun-es
"modalidad"-noun-es "modality"-noun-en
"modernity"-noun-en "modernidad"-noun-es
"modernidad"-noun-es "modernity"-noun-en
"nativity"-noun-en "natividad"-noun-es
"natividad"-noun-es "nativity"-noun-en
"paternity"-noun-en "paternidad"-noun-es
"paternidad"-noun-es "paternity"-noun-en
"perpetuity"-noun-en "perpetuidad"-noun-es
"perpetuidad"-noun-es "perpetuity"-noun-en
"principality"-noun-en "principado"-noun-es
"principado"-noun-es "principality"-noun-en
"pugnacity"-noun-en "pugnacidad"-noun-es
"pugnacidad"-noun-es "pugnacity"-noun-en
"rotundity"-noun-en "rotundidad"-noun-es
"rotundidad"-noun-es "rotundity"-noun-en
"solemnity"-noun-en "solemnidad"-noun-es
"solemnidad"-noun-es "solemnity"-noun-en
"temerity"-noun-en "temeridad"-noun-es
"temeridad"-noun-es "temerity"-noun-en
"tenacity"-noun-en "tenacidad"-noun-es
"tenacidad"-noun-es "tenacity"-noun-en
"urbanity"-noun-en "urbanidad"-noun-es
"urbanidad"-noun-es "urbanity"-noun-en
"virginity"-noun-en "virginidad"-noun-es
"virginidad"-noun-es "virginity"-noun-en
"farmacological"-adjective-en "farmacológico"-adjective-es
"farmacológico"-adjective-es "farmacological"-adjective-en
"siberian"-adjective-en "siberiano"-adjective-es
"siberiano"-adjective-es "siberian"-adjective-en
"expandable"-adjective-en "ampliable"-adjective-es
"ampliable"-adjective-es "expandable"-adjective-en
"remanent"-adjective-en "remanente"-adjective-es
"remanente"-adjective-es "remanent"-adjective-en
"mongolian"-adjective-en "mongol"-adjective-es
"mongol"-adjective-es "mongolian"-adjective-en
"DSL"-noun-en "ADSL"-noun-es
"ADSL"-noun-es "DSL"-noun-en
"ADSL"-noun-es "ADSL"-noun-en
"ADSL"-noun-en "ADSL"-noun-es
"anteriority"-noun-en "anterioridad"-noun-es
"anterioridad"-noun-es "anteriority"-noun-en
"non-payment"-noun-en "impago"-noun-es
"impago"-noun-es "non-payment"-noun-en
"Alcalá"-properNoun-en "Alcalá"-noun-es
"Alcalá"-properNoun-en "Alcalá"-properNoun-es
"Alcalá"-noun-es "Alcalá"-properNoun-en
"Alcalá"-properNoun-es "Alcalá"-properNoun-en
"Alcalá de Henares"-properNoun-en "Alcalá de Henares"-properNoun-es
"Alcalá de Henares"-properNoun-es "Alcalá de Henares"-properNoun-en
"legal notice"-noun-en "aviso legal"-noun-es
"aviso legal"-noun-es "legal notice"-noun-en
"preliminary draft"-noun-en "anteproyecto"-noun-es
"anteproyecto"-noun-es "preliminary draft"-noun-en
"subjection"-noun-en "sujeción"-noun-es
"sujeción"-noun-es "subjection"-noun-en
"remuneration"-noun-en "remuneración"-noun-es
"remuneración"-noun-es "remuneration"-noun-en
"ascription"-noun-en "adscripción"-noun-es
"adscripción"-noun-es "ascription"-noun-en
"organisation chart"-noun-en "organigrama"-noun-es
"organigrama"-noun-es "organisation chart"-noun-en
"deputy director"-noun-en "subdirector"-noun-es
"subdirector"-noun-es "deputy director"-noun-en
"assistant secretary"-noun-en "vicesecretario"-noun-es
"vicesecretario"-noun-es "assistant secretary"-noun-en
"vicesecretario"-noun-es "vice secretary"-noun-en
"vicesecretario"-noun-es "vicesecretary"-noun-en
"vice secretary"-noun-en "vicesecretario"-noun-es
"vicesecretary"-noun-en "vicesecretario"-noun-es
"BOE"-noun-en "BOE"-noun-es
"BOE"-noun-es "BOE"-noun-en
"asturian"-adjective-en "asturiano"-adjective-es
"asturiano"-adjective-es "asturian"-adjective-en
"operating capacity"-noun-en "operatividad"-noun-es
"operatividad"-noun-es "operating capacity"-noun-en
"lectern"-noun-en "atril"-noun-es
"atril"-noun-es "lectern"-noun-en
"conch"-noun-en "caracola"-noun-es
"caracola"-noun-es "conch"-noun-en
"slovakian"-adjective-en "eslovaco"-adjective-es
"eslovaco"-adjective-es "slovakian"-adjective-en
"hispanist"-noun-en "hispanista"-noun-es
"hispanista"-noun-es "hispanist"-noun-en
"unforgettable"-adjective-en "inolvidable"-adjective-es
"inolvidable"-adjective-es "unforgettable"-adjective-en
"social gathering"-noun-en "tertulia"-noun-es
"tertulia"-noun-es "social gathering"-noun-en
"tamarind"-noun-en "tamarindo"-noun-es
"tamarindo"-noun-es "tamarind"-noun-en
"mastery"-noun-en "maestría"-noun-es
"maestría"-noun-es "mastery"-noun-en
"leonese"-adjective-en "leonés"-adjective-es
"leonés"-adjective-es "leonese"-adjective-en
"Leonese"-noun-en "leonés"-noun-es
"leonés"-noun-es "Leonese"-noun-en
"intermittence"-noun-en "intermitencia"-noun-es
"intermitencia"-noun-es "intermittence"-noun-en
"Cuenca"-properNoun-en "Cuenca"-noun-es
"Cuenca"-properNoun-en "Cuenca"-properNoun-es
"Cuenca"-noun-es "Cuenca"-properNoun-en
"Cuenca"-properNoun-es "Cuenca"-properNoun-en
"pasta"-noun-es "paste"-noun-en
"plow"-noun-en "arado"-noun-es
"arado"-noun-es "plow"-noun-en
"arado"-noun-es "plough"-noun-en
"plough"-noun-en "arado"-noun-es
"porter"-noun-en "portero"-noun-es
"portero"-noun-es "porter"-noun-en
"portero"-noun-es "goalkeeper"-noun-en
"goalkeeper"-noun-en "portero"-noun-es
"concierge"-noun-en "conserje"-noun-es
"conserje"-noun-es "concierge"-noun-en
"antiaircraft"-adjective-en "antiaéreo"-adjective-es
"antiaéreo"-adjective-es "antiaircraft"-adjective-en
"activation"-noun-en "activación"-noun-es
"activación"-noun-es "activation"-noun-en
"second lieutenant"-noun-en "alférez"-noun-es
"alférez"-noun-es "second lieutenant"-noun-en
"andean"-adjective-en "andino"-adjective-es
"andino"-adjective-es "andean"-adjective-en
"antitank"-adjective-en "antitanque"-adjective-es
"antitanque"-adjective-es "antitank"-adjective-en
"antitanque"-adjective-es "anti-tank"-adjective-en
"anti-tank"-adjective-en "antitanque"-adjective-es
"Croat"-noun-en "croata"-noun-es
"croata"-noun-es "Croat"-noun-en
"croatian"-adjective-en "croata"-adjective-es
"croata"-adjective-es "croatian"-adjective-en
"frying pan"-noun-en "sartén"-noun-es
"sartén"-noun-es "frying pan"-noun-en
"alejar"-verb-es "move away"-verb-en
"grotto"-noun-en "gruta"-noun-es
"gruta"-noun-es "grotto"-noun-en
"impostor"-noun-en "impostor"-noun-es
"impostor"-noun-es "impostor"-noun-en
"impostor"-noun-es "imposter"-noun-en
"imposter"-noun-en "impostor"-noun-es
"taliban"-adjective-en "talibán"-adjective-es
"talibán"-adjective-es "taliban"-adjective-en
"Taliban"-noun-en "talibán"-noun-es
"talibán"-noun-es "Taliban"-noun-en
"sudoku"-noun-en "sudoku"-noun-es
"sudoku"-noun-es "sudoku"-noun-en
"meningitis"-noun-en "meningitis"-noun-es
"meningitis"-noun-es "meningitis"-noun-en
"pinchazo"-noun-es "prick"-noun-en
"prick"-noun-en "pinchazo"-noun-es
"gravel"-noun-en "grava"-noun-es
"grava"-noun-es "gravel"-noun-en
"re-discover"-verb-en "redescubrir"-verb-es
"redescubrir"-verb-es "re-discover"-verb-en
"inutilidad"-noun-es "uselessness"-noun-en
"uselessness"-noun-en "inutilidad"-noun-es
"trivialidad"-noun-es "triviality"-noun-en
"paedophile"-noun-en "pedófilo"-noun-es
"pedófilo"-noun-es "paedophile"-noun-en
"calumnia"-noun-es "slander"-noun-en
"slander"-noun-en "calumnia"-noun-es
"porn"-noun-en "porno"-noun-es
"porno"-noun-es "porn"-noun-en
"populariser"-noun-en "divulgador"-noun-es
"divulgador"-noun-es "populariser"-noun-en
"pensioner"-noun-en "pensionista"-noun-es
"pensionista"-noun-es "pensioner"-noun-en
"Anglican"-noun-en "anglicano"-noun-es
"anglicano"-noun-es "Anglican"-noun-en
"intemporal"-adjective-es "ageless"-adjective-en
"ageless"-adjective-en "intemporal"-adjective-es
"PO box"-noun-en "apartado de correos"-noun-es
"apartado de correos"-noun-es "PO box"-noun-en
"bell tower"-noun-en "campanario"-noun-es
"campanario"-noun-es "bell tower"-noun-en
"campanario"-noun-es "bell-tower"-noun-en
"bell-tower"-noun-en "campanario"-noun-es
"whiteness"-noun-en "blancura"-noun-es
"blancura"-noun-es "whiteness"-noun-en
"downhearted"-adjective-en "desanimado"-adjective-es
"desanimado"-adjective-es "downhearted"-adjective-en
"desanimado"-adjective-es "discouraged"-adjective-en
"discouraged"-adjective-en "desanimado"-adjective-es
"anti-terrorist"-adjective-en "antiterrorista"-adjective-es
"antiterrorista"-adjective-es "anti-terrorist"-adjective-en
"moneyed"-adjective-en "adinerado"-adjective-es
"adinerado"-adjective-es "moneyed"-adjective-en
"communion cup"-noun-en "cáliz"-noun-es
"cáliz"-noun-es "communion cup"-noun-en
"cáliz"-noun-es "calyx"-noun-en
"cáliz"-noun-es "chalice"-noun-en
"calyx"-noun-en "cáliz"-noun-es
"chalice"-noun-en "cáliz"-noun-es
"bassist"-noun-en "bajista"-noun-es
"bajista"-noun-es "bassist"-noun-en
"bajista"-noun-es "bass player"-noun-en
"bass player"-noun-en "bajista"-noun-es
"double bassist"-noun-en "contrabajista"-noun-es
"contrabajista"-noun-es "double bassist"-noun-en
"contrabajista"-noun-es "double bass player"-noun-en
"double bass player"-noun-en "contrabajista"-noun-es
"sea bass"-noun-en "lubina"-noun-es
"lubina"-noun-es "sea bass"-noun-en
"right-winger"-noun-en "derechista"-noun-es
"derechista"-noun-es "right-winger"-noun-en
"left-winger"-noun-en "izquierdista"-noun-es
"izquierdista"-noun-es "left-winger"-noun-en
"rear-view mirror"-noun-en "retrovisor"-noun-es
"retrovisor"-noun-es "rear-view mirror"-noun-en
"retrovisor"-noun-es "rear-vision mirror"-noun-en
"retrovisor"-noun-es "driving mirror"-noun-en
"rear-vision mirror"-noun-en "retrovisor"-noun-es
"driving mirror"-noun-en "retrovisor"-noun-es
"burrow"-noun-en "madriguera"-noun-es
"madriguera"-noun-es "burrow"-noun-en
"weasel"-noun-en "comadreja"-noun-es
"comadreja"-noun-es "weasel"-noun-en
"Christian Dior"-properNoun-en "Christian Dior"-properNoun-es
"Christian Dior"-properNoun-es "Christian Dior"-properNoun-en
"Qaddafi"-properNoun-en "Gaddafi"-noun-es
"Qaddafi"-properNoun-en "Gaddafi"-properNoun-es
"Gaddafi"-noun-es "Qaddafi"-properNoun-en
"Gaddafi"-properNoun-es "Qaddafi"-properNoun-en
"abbess"-noun-en "abadesa"-noun-es
"abadesa"-noun-es "abbess"-noun-en
"acacia"-noun-en "acacia"-noun-es
"acacia"-noun-es "acacia"-noun-en
"accomplice"-noun-en "cómplice"-noun-es
"cómplice"-noun-es "accomplice"-noun-en
"accordionist"-noun-en "acordeonista"-noun-es
"acordeonista"-noun-es "accordionist"-noun-en
"adorable"-adjective-en "adorable"-adjective-es
"adorable"-adjective-es "adorable"-adjective-en
"aerostat"-noun-en "aeróstato"-noun-es
"aeróstato"-noun-es "aerostat"-noun-en
"afable"-adjective-es "good-natured"-adjective-en
"good-natured"-adjective-en "afable"-adjective-es
"affectation"-noun-en "afectación"-noun-es
"afectación"-noun-es "affectation"-noun-en
"agglomerate"-noun-en "aglomerado"-noun-es
"aglomerado"-noun-es "agglomerate"-noun-en
"agglomeration"-noun-en "aglomeración"-noun-es
"aglomeración"-noun-es "agglomeration"-noun-en
"aggregated"-adjective-en "agregado"-adjective-es
"agregado"-adjective-es "aggregated"-adjective-en
"agronomist"-noun-en "agrónomo"-noun-es
"agrónomo"-noun-es "agronomist"-noun-en
"agave"-noun-en "agave"-noun-es
"agave"-noun-es "agave"-noun-en
"aground"-verb-en "encallar"-verb-es
"encallar"-verb-es "aground"-verb-en
"grant-aided"-adjective-en "subvencionado"-adjective-es
"subvencionado"-adjective-es "grant-aided"-adjective-en
"subvencionado"-adjective-es "subsidized"-adjective-en
"subsidized"-adjective-en "subvencionado"-adjective-es
"aileron"-noun-en "alerón"-noun-es
"alerón"-noun-es "aileron"-noun-en
"alarmist"-noun-en "alarmista"-noun-es
"alarmista"-noun-es "alarmist"-noun-en
"lucerne"-noun-en "alfalfa"-noun-es
"alfalfa"-noun-es "lucerne"-noun-en
"alibi"-noun-en "coartada"-noun-es
"coartada"-noun-es "alibi"-noun-en
"contralto"-noun-en "contralto"-noun-es
"contralto"-noun-es "alto"-noun-en
"contralto"-noun-es "contralto"-noun-en
"Broadway"-properNoun-en "Broadway"-properNoun-es
"Broadway"-properNoun-es "Broadway"-properNoun-en
"Reuters"-properNoun-en "Reuters"-properNoun-es
"Reuters"-properNoun-es "Reuters"-properNoun-en
"globetrotter"-noun-en "trotamundos"-noun-es
"trotamundos"-noun-es "globetrotter"-noun-en
"trotamundos"-noun-es "wanderer"-noun-en
"trotamundos"-noun-es "globe-trotter"-noun-en
"wanderer"-noun-en "trotamundos"-noun-es
"globe-trotter"-noun-en "trotamundos"-noun-es
"autocracy"-noun-en "autocracia"-noun-es
"autocracia"-noun-es "autocracy"-noun-en
"reaparición"-noun-es "comeback"-noun-en
"kosovar"-noun-es "Kosovan"-noun-en
"Kosovan"-noun-en "kosovar"-noun-es
"kosovar"-adjective-en "kosovar"-adjective-es
"kosovar"-adjective-es "kosovar"-adjective-en
"kosovar"-adjective-es "kosovan"-adjective-en
"kosovan"-adjective-en "kosovar"-adjective-es
"in cash"-adverb-en "en efectivo"-adverb-es
"en efectivo"-adverb-es "in cash"-adverb-en
"amphetamine"-noun-en "anfetamina"-noun-es
"anfetamina"-noun-es "amphetamine"-noun-en
"amphora"-noun-en "ánfora"-noun-es
"ánfora"-noun-es "amphora"-noun-en
"anagram"-noun-en "anagrama"-noun-es
"anagrama"-noun-es "anagram"-noun-en
"anathema"-noun-en "anatema"-noun-es
"anatema"-noun-es "anathema"-noun-en
"anchorage"-noun-en "anclaje"-noun-es
"anclaje"-noun-es "anchorage"-noun-en
"annotation"-noun-en "anotación"-noun-es
"anotación"-noun-es "annotation"-noun-en
"annunciation"-noun-en "anunciación"-noun-es
"anunciación"-noun-es "annunciation"-noun-en
"antagonism"-noun-en "antagonismo"-noun-es
"antagonismo"-noun-es "antagonism"-noun-en
"anteroom"-noun-en "antesala"-noun-es
"antesala"-noun-es "anteroom"-noun-en
"anthracite"-noun-en "antracita"-noun-es
"antracita"-noun-es "anthracite"-noun-en
"anticyclone"-noun-en "anticiclón"-noun-es
"anticiclón"-noun-es "anticyclone"-noun-en
"Antilles"-properNoun-en "Antillas"-properNoun-es
"Antillas"-properNoun-es "Antilles"-properNoun-en
"beekeeper"-noun-en "apicultor"-noun-es
"apicultor"-noun-es "beekeeper"-noun-en
"apicultor"-noun-es "apiarist"-noun-en
"apiarist"-noun-en "apicultor"-noun-es
"appetizer"-noun-en "aperitivo"-noun-es
"aperitivo"-noun-es "appetizer"-noun-en
"aperitivo"-noun-es "aperitif"-noun-en
"aperitif"-noun-en "aperitivo"-noun-es
"apropos"-preposition-en "a propósito de"-preposition-es
"a propósito de"-preposition-es "apropos"-preposition-en
"pergola"-noun-en "pérgola"-noun-es
"pérgola"-noun-es "pergola"-noun-en
"archdiocese"-noun-en "archidiócesis"-noun-es
"archidiócesis"-noun-es "archdiocese"-noun-en
"archetype"-noun-en "arquetipo"-noun-es
"arquetipo"-noun-es "archetype"-noun-en
"Aries"-properNoun-en "Aries"-properNoun-es
"Aries"-properNoun-es "Aries"-properNoun-en
"necropolis"-noun-en "necrópolis"-noun-es
"necrópolis"-noun-es "necropolis"-noun-en
"artifice"-noun-en "artificio"-noun-es
"artificio"-noun-es "artifice"-noun-en
"artilleryman"-noun-en "artillero"-noun-es
"artillero"-noun-es "artilleryman"-noun-en
"artillero"-noun-es "artillerywoman"-noun-en
"artillerywoman"-noun-en "artillero"-noun-es
"astral"-adjective-en "astral"-adjective-es
"astral"-adjective-es "astral"-adjective-en
"athenian"-adjective-en "ateniense"-adjective-es
"ateniense"-adjective-es "athenian"-adjective-en
"attire"-noun-en "atuendo"-noun-es
"atuendo"-noun-es "attire"-noun-en
"authorship"-noun-en "autoría"-noun-es
"autoría"-noun-es "authorship"-noun-en
"autodidact"-noun-en "autodidacta"-noun-es
"autodidacta"-noun-es "autodidact"-noun-en
"autodidacta"-noun-es "self-taught person"-noun-en
"self-taught person"-noun-en "autodidacta"-noun-es
"Ávila"-properNoun-en "Ávila"-properNoun-es
"Ávila"-properNoun-es "Ávila"-properNoun-en
"Columbus"-noun-en "Colón"-noun-es
"Columbus"-noun-en "Colón"-properNoun-es
"Colón"-noun-es "Columbus"-noun-en
"Colón"-noun-es "Columbus"-properNoun-en
"Colón"-properNoun-es "Columbus"-noun-en
"Colón"-properNoun-es "Columbus"-properNoun-en
"Columbus"-properNoun-en "Colón"-noun-es
"Columbus"-properNoun-en "Colón"-properNoun-es
"be steeped in"-verb-en "rezumar"-verb-es
"rezumar"-verb-es "be steeped in"-verb-en
"Cortés"-properNoun-en "Cortés"-noun-es
"Cortés"-properNoun-en "Cortés"-properNoun-es
"Cortés"-noun-es "Cortés"-properNoun-en
"Cortés"-properNoun-es "Cortés"-properNoun-en
"self-promotion"-noun-en "autopromoción"-noun-es
"autopromoción"-noun-es "self-promotion"-noun-en
"chivalry"-noun-en "caballería"-noun-es
"caballería"-noun-es "chivalry"-noun-en
"caballería"-noun-es "cavalry"-noun-en
"cavalry"-noun-en "caballería"-noun-es
"eurozone"-noun-en "eurozona"-noun-es
"eurozona"-noun-es "eurozone"-noun-en
"Fábregas"-noun-en "Fábregas"-noun-es
"Fábregas"-noun-en "Fábregas"-properNoun-es
"Fábregas"-noun-es "Fábregas"-noun-en
"Fábregas"-noun-es "Fábregas"-properNoun-en
"Fábregas"-properNoun-es "Fábregas"-noun-en
"Fábregas"-properNoun-es "Fábregas"-properNoun-en
"Fábregas"-properNoun-en "Fábregas"-noun-es
"Fábregas"-properNoun-en "Fábregas"-properNoun-es
"hondonada"-noun-es "hollow"-noun-en
"centenary"-noun-en "centenario"-noun-es
"centenario"-noun-es "centenary"-noun-en
"Messi"-noun-en "Messi"-noun-es
"Messi"-noun-en "Messi"-properNoun-es
"Messi"-noun-es "Messi"-noun-en
"Messi"-noun-es "Messi"-properNoun-en
"Messi"-properNoun-es "Messi"-noun-en
"Messi"-properNoun-es "Messi"-properNoun-en
"Messi"-properNoun-en "Messi"-noun-es
"Messi"-properNoun-en "Messi"-properNoun-es
"Iniesta"-noun-en "Iniesta"-noun-es
"Iniesta"-noun-en "Iniesta"-properNoun-es
"Iniesta"-noun-es "Iniesta"-noun-en
"Iniesta"-noun-es "Iniesta"-properNoun-en
"Iniesta"-properNoun-es "Iniesta"-noun-en
"Iniesta"-properNoun-es "Iniesta"-properNoun-en
"Iniesta"-properNoun-en "Iniesta"-noun-es
"Iniesta"-properNoun-en "Iniesta"-properNoun-es
"impudence"-noun-en "descaro"-noun-es
"descaro"-noun-es "impudence"-noun-en
"wear out"-verb-en "desgastar"-verb-es
"desgastar"-verb-es "wear out"-verb-en
"desgastar"-verb-es "wear away"-verb-en
"wear away"-verb-en "desgastar"-verb-es
"Camp Nou"-properNoun-en "Camp Nou"-properNoun-es
"Camp Nou"-properNoun-es "Camp Nou"-properNoun-en
"roving"-adjective-en "ambulante"-adjective-es
