"despacio"-adverb-es "peu à peu"-adverb-fr
"Vilallonga"-noun-fr "Villalonga"-properNoun-es
"Vilallonga"-noun-fr "Vilallonga"-properNoun-es
"Vilallonga"-properNoun-es "Vilallonga"-properNoun-fr
"Vilallonga"-properNoun-es "Vilallonga"-noun-fr
"Mur"-properNoun-es "Mur"-noun-fr
"Mur"-noun-fr "Mur"-properNoun-es
"Leal"-properNoun-es "Leal"-noun-fr
"Leal"-noun-fr "Leal"-properNoun-es
"Quesada"-properNoun-es "Quesada"-noun-fr
"Quesada"-noun-fr "Quesada"-properNoun-es
"Santos"-properNoun-es "Santos"-noun-fr
"Santos"-noun-fr "Santos"-properNoun-es
"Gasset"-properNoun-es "Gasset"-noun-fr
"Gasset"-noun-fr "Gasset"-properNoun-es
"Barrena"-properNoun-es "Barrena"-noun-fr
"Barrena"-noun-fr "Barrena"-properNoun-es
"Yagüe"-properNoun-es "Yagüe"-noun-fr
"Yagüe"-noun-fr "Yagüe"-properNoun-es
"Linares"-properNoun-es "Linares"-noun-fr
"Linares"-noun-fr "Linares"-properNoun-es
"Maestre"-properNoun-es "Maestre"-noun-fr
"Maestre"-noun-fr "Maestre"-properNoun-es
"Lugo"-properNoun-es "Lugo"-noun-fr
"Lugo"-noun-fr "Lugo"-properNoun-es
"Lázaro"-properNoun-es "Lázaro"-noun-fr
"Lázaro"-noun-fr "Lázaro"-properNoun-es
"Tello"-properNoun-es "Tello"-noun-fr
"Tello"-noun-fr "Tello"-properNoun-es
"Ballesteros"-properNoun-es "Ballesteros"-noun-fr
"Ballesteros"-noun-fr "Ballesteros"-properNoun-es
"Berenguer"-properNoun-es "Berenguer"-noun-fr
"Berenguer"-noun-fr "Berenguer"-properNoun-es
"Artois"-noun-fr "Artois"-properNoun-es
"Artois"-properNoun-es "Artois"-noun-fr
"Artois"-properNoun-es "Artés"-noun-fr
"Artois"-properNoun-es "Artés"-properNoun-fr
"Artés"-noun-fr "Artois"-properNoun-es
"Artés"-properNoun-fr "Artois"-properNoun-es
"Malla"-properNoun-es "Malla"-noun-fr
"Malla"-noun-fr "Malla"-properNoun-es
"Ferrán"-properNoun-es "Ferrán"-noun-fr
"Ferrán"-noun-fr "Ferrán"-properNoun-es
"Gargallo"-properNoun-es "Gargallo"-noun-fr
"Gargallo"-noun-fr "Gargallo"-properNoun-es
"Corbera"-properNoun-es "Corbera"-noun-fr
"Corbera"-noun-fr "Corbera"-properNoun-es
"Belmonte"-properNoun-es "Belmonte"-noun-fr
"Belmonte"-noun-fr "Belmonte"-properNoun-es
"Samper"-properNoun-es "Samper"-noun-fr
"Samper"-noun-fr "Samper"-properNoun-es
"Trueba"-properNoun-es "Trueba"-noun-fr
"Trueba"-noun-fr "Trueba"-properNoun-es
"Bonet"-properNoun-es "Bonet"-noun-fr
"Bonet"-noun-fr "Bonet"-properNoun-es
"Navas"-properNoun-es "Navas"-noun-fr
"Navas"-noun-fr "Navas"-properNoun-es
"Pedrosa"-properNoun-es "Pedrosa"-noun-fr
"Pedrosa"-noun-fr "Pedrosa"-properNoun-es
"Calleja"-properNoun-es "Calleja"-noun-fr
"Calleja"-noun-fr "Calleja"-properNoun-es
"Nouvel"-properNoun-es "Nouvel"-noun-fr
"Nouvel"-noun-fr "Nouvel"-properNoun-es
"Presley"-properNoun-es "Presley"-noun-fr
"Presley"-noun-fr "Presley"-properNoun-es
"Meseguer"-properNoun-es "Meseguer"-noun-fr
"Meseguer"-noun-fr "Meseguer"-properNoun-es
"Pomares"-properNoun-es "Pomares"-noun-fr
"Pomares"-noun-fr "Pomares"-properNoun-es
"Rovira"-properNoun-es "Rovira"-noun-fr
"Rovira"-noun-fr "Rovira"-properNoun-es
"Segarra"-properNoun-es "Segarra"-noun-fr
"Segarra"-noun-fr "Segarra"-properNoun-es
"Lluch"-properNoun-es "Lluch"-noun-fr
"Lluch"-noun-fr "Lluch"-properNoun-es
"Alexis"-properNoun-es "Alexis"-noun-fr
"Alexis"-noun-fr "Alexis"-properNoun-es
"Pla"-properNoun-es "Pla"-noun-fr
"Pla"-noun-fr "Pla"-properNoun-es
"Maradona"-properNoun-es "Maradona"-noun-fr
"Maradona"-noun-fr "Maradona"-properNoun-es
"Ballester"-properNoun-es "Ballester"-noun-fr
"Ballester"-noun-fr "Ballester"-properNoun-es
"Segura"-properNoun-es "Segura"-noun-fr
"Segura"-noun-fr "Segura"-properNoun-es
"Pedrós"-properNoun-es "Pedrós"-noun-fr
"Pedrós"-noun-fr "Pedrós"-properNoun-es
"Germán"-properNoun-es "Germán"-noun-fr
"Germán"-noun-fr "Germán"-properNoun-es
"Lorca"-properNoun-es "Lorca"-noun-fr
"Lorca"-noun-fr "Lorca"-properNoun-es
"Gomis"-properNoun-es "Gomis"-noun-fr
"Gomis"-noun-fr "Gomis"-properNoun-es
"Asensi"-properNoun-es "Asensi"-noun-fr
"Asensi"-noun-fr "Asensi"-properNoun-es
"Fabra"-properNoun-es "Fabra"-noun-fr
"Fabra"-noun-fr "Fabra"-properNoun-es
"Kelly"-properNoun-es "Kelly"-noun-fr
"Kelly"-noun-fr "Kelly"-properNoun-es
"Aparisi"-properNoun-es "Aparisi"-noun-fr
"Aparisi"-noun-fr "Aparisi"-properNoun-es
"Carod"-properNoun-es "Carod"-noun-fr
"Carod"-noun-fr "Carod"-properNoun-es
"Jáuregui"-properNoun-es "Jáuregui"-noun-fr
"Jáuregui"-noun-fr "Jáuregui"-properNoun-es
"Collado"-properNoun-es "Collado"-noun-fr
"Collado"-noun-fr "Collado"-properNoun-es
"Saura"-properNoun-es "Saura"-noun-fr
"Saura"-noun-fr "Saura"-properNoun-es
"Álvaro"-properNoun-es "Álvaro"-noun-fr
"Álvaro"-noun-fr "Álvaro"-properNoun-es
"Cazorla"-properNoun-es "Cazorla"-noun-fr
"Cazorla"-noun-fr "Cazorla"-properNoun-es
"Gasol"-properNoun-es "Gasol"-noun-fr
"Gasol"-noun-fr "Gasol"-properNoun-es
"Bernal"-properNoun-es "Bernal"-noun-fr
"Bernal"-noun-fr "Bernal"-properNoun-es
"Lawrence"-properNoun-es "Lawrence"-noun-fr
"Lawrence"-noun-fr "Lawrence"-properNoun-es
"Almansa"-properNoun-es "Almansa"-noun-fr
"Almansa"-noun-fr "Almansa"-properNoun-es
"Sancho"-properNoun-es "Sancho"-noun-fr
"Sancho"-noun-fr "Sancho"-properNoun-es
"Heredia"-properNoun-es "Heredia"-noun-fr
"Heredia"-noun-fr "Heredia"-properNoun-es
"Quintero"-properNoun-es "Quintero"-noun-fr
"Quintero"-noun-fr "Quintero"-properNoun-es
"Cruz"-properNoun-es "Cruz"-noun-fr
"Cruz"-noun-fr "Cruz"-properNoun-es
"Picazo"-properNoun-es "Picazo"-noun-fr
"Picazo"-noun-fr "Picazo"-properNoun-es
"Donald"-properNoun-es "Donald"-noun-fr
"Donald"-noun-fr "Donald"-properNoun-es
"Warner"-properNoun-es "Warner"-noun-fr
"Warner"-noun-fr "Warner"-properNoun-es
"Grégoire"-noun-fr "Grégoire"-properNoun-es
"Grégoire"-properNoun-es "Grégoire"-noun-fr
"Gregorio"-properNoun-es "Gregorio"-noun-fr
"Gregorio"-noun-fr "Gregorio"-properNoun-es
"Elías"-properNoun-es "Elías"-noun-fr
"Elías"-noun-fr "Elías"-properNoun-es
"Conesa"-properNoun-es "Conesa"-noun-fr
"Conesa"-noun-fr "Conesa"-properNoun-es
"Chaves"-properNoun-es "Chaves"-noun-fr
"Chaves"-noun-fr "Chaves"-properNoun-es
"Friedman"-properNoun-es "Friedman"-noun-fr
"Friedman"-noun-fr "Friedman"-properNoun-es
"Escrivá"-properNoun-es "Escrivá"-noun-fr
"Escrivá"-noun-fr "Escrivá"-properNoun-es
"Barberá"-properNoun-es "Barberá"-noun-fr
"Barberá"-noun-fr "Barberá"-properNoun-es
"Llorens"-properNoun-es "Llorens"-noun-fr
"Llorens"-noun-fr "Llorens"-properNoun-es
"neuf cent"-numeral-fr "novecientos"-numeral-es
"novecientos"-numeral-es "neuf cent"-numeral-fr
"Subirats"-properNoun-es "Subirats"-noun-fr
"Subirats"-noun-fr "Subirats"-properNoun-es
"Andrew"-properNoun-es "Andrew"-noun-fr
"Andrew"-noun-fr "Andrew"-properNoun-es
"Antón"-properNoun-es "Antón"-noun-fr
"Antón"-noun-fr "Antón"-properNoun-es
"Silvestre"-properNoun-es "Silvestre"-noun-fr
"Silvestre"-noun-fr "Silvestre"-properNoun-es
"Berlusconi"-properNoun-es "Berlusconi"-noun-fr
"Berlusconi"-noun-fr "Berlusconi"-properNoun-es
"Williams"-properNoun-es "Williams"-noun-fr
"Williams"-noun-fr "Williams"-properNoun-es
"Pedraza"-properNoun-es "Pedraza"-noun-fr
"Pedraza"-noun-fr "Pedraza"-properNoun-es
"Roig"-properNoun-es "Roig"-noun-fr
"Roig"-noun-fr "Roig"-properNoun-es
"Belenguer"-properNoun-es "Belenguer"-noun-fr
"Belenguer"-noun-fr "Belenguer"-properNoun-es
"Félix"-properNoun-es "Félix"-noun-fr
"Félix"-noun-fr "Félix"-properNoun-es
"Anderson"-properNoun-es "Anderson"-noun-fr
"Anderson"-noun-fr "Anderson"-properNoun-es
"Romeu"-properNoun-es "Romeu"-noun-fr
"Romeu"-noun-fr "Romeu"-properNoun-es
"Vicens"-properNoun-es "Vicens"-noun-fr
"Vicens"-noun-fr "Vicens"-properNoun-es
"Castelló"-properNoun-es "Castelló"-properNoun-fr
"Castelló"-properNoun-es "Castelló"-noun-fr
"Castelló"-properNoun-fr "Castelló"-properNoun-es
"Castelló"-properNoun-fr "Castellón"-properNoun-es
"Castelló"-noun-fr "Castelló"-properNoun-es
"Castelló"-noun-fr "Castellón"-properNoun-es
"Castellón"-properNoun-es "Castelló"-properNoun-fr
"Castellón"-properNoun-es "Castelló"-noun-fr
"Perales"-properNoun-es "Perales"-noun-fr
"Perales"-noun-fr "Perales"-properNoun-es
"Camps"-properNoun-es "Camps"-noun-fr
"Camps"-noun-fr "Camps"-properNoun-es
"Palomares"-properNoun-es "Palomares"-noun-fr
"Palomares"-noun-fr "Palomares"-properNoun-es
"Esteban"-properNoun-es "Esteban"-noun-fr
"Esteban"-noun-fr "Esteban"-properNoun-es
"Janeiro"-properNoun-es "Janeiro"-noun-fr
"Janeiro"-noun-fr "Janeiro"-properNoun-es
"Andrade"-properNoun-es "Andrade"-noun-fr
"Andrade"-noun-fr "Andrade"-properNoun-es
"Cavero"-properNoun-es "Cavero"-noun-fr
"Cavero"-noun-fr "Cavero"-properNoun-es
"Gandia"-properNoun-es "Gandia"-noun-fr
"Gandia"-noun-fr "Gandia"-properNoun-es
"Nebot"-properNoun-es "Nebot"-noun-fr
"Nebot"-noun-fr "Nebot"-properNoun-es
"Soro"-properNoun-es "Soro"-noun-fr
"Soro"-noun-fr "Soro"-properNoun-es
"Vilar"-properNoun-es "Vilar"-noun-fr
"Vilar"-noun-fr "Vilar"-properNoun-es
"Carrión"-properNoun-es "Carrión"-noun-fr
"Carrión"-noun-fr "Carrión"-properNoun-es
"Haro"-properNoun-es "Haro"-noun-fr
"Haro"-noun-fr "Haro"-properNoun-es
"Carratalá"-properNoun-es "Carratalá"-noun-fr
"Carratalá"-noun-fr "Carratalá"-properNoun-es
"Gonzalo"-properNoun-es "Gonzalo"-noun-fr
"Gonzalo"-noun-fr "Gonzalo"-properNoun-es
"Pont"-properNoun-es "Pont"-noun-fr
"Pont"-noun-fr "Pont"-properNoun-es
"Amador"-properNoun-es "Amador"-noun-fr
"Amador"-noun-fr "Amador"-properNoun-es
"Lajara"-properNoun-es "Lajara"-noun-fr
"Lajara"-noun-fr "Lajara"-properNoun-es
"Lahoz"-properNoun-es "Lahoz"-noun-fr
"Lahoz"-noun-fr "Lahoz"-properNoun-es
"Latorre"-properNoun-es "Latorre"-noun-fr
"Latorre"-noun-fr "Latorre"-properNoun-es
"Olmo"-properNoun-es "Olmo"-noun-fr
"Olmo"-noun-fr "Olmo"-properNoun-es
"Obregón"-properNoun-es "Obregón"-noun-fr
"Obregón"-noun-fr "Obregón"-properNoun-es
"Villar"-properNoun-es "Villar"-noun-fr
"Villar"-noun-fr "Villar"-properNoun-es
"Ferrandis"-properNoun-es "Ferrandis"-noun-fr
"Ferrandis"-noun-fr "Ferrandis"-properNoun-es
"Zorrilla"-properNoun-es "Zorrilla"-noun-fr
"Zorrilla"-noun-fr "Zorrilla"-properNoun-es
"Bautista"-properNoun-es "Bautista"-noun-fr
"Bautista"-noun-fr "Bautista"-properNoun-es
"Denis"-properNoun-es "Denis"-noun-fr
"Denis"-noun-fr "Denis"-properNoun-es
"Romeo"-properNoun-es "Romeo"-noun-fr
"Romeo"-noun-fr "Romeo"-properNoun-es
"Escribano"-properNoun-es "Escribano"-noun-fr
"Escribano"-noun-fr "Escribano"-properNoun-es
"Ordóñez"-properNoun-es "Ordóñez"-noun-fr
"Ordóñez"-noun-fr "Ordóñez"-properNoun-es
"Piqué"-properNoun-es "Piqué"-noun-fr
"Piqué"-noun-fr "Piqué"-properNoun-es
"Serna"-properNoun-es "Serna"-noun-fr
"Serna"-noun-fr "Serna"-properNoun-es
"Rioja"-properNoun-es "Rioja"-noun-fr
"Rioja"-noun-fr "Rioja"-properNoun-es
"Climent"-properNoun-es "Climent"-noun-fr
"Climent"-noun-fr "Climent"-properNoun-es
"Olmos"-properNoun-es "Olmos"-noun-fr
"Olmos"-noun-fr "Olmos"-properNoun-es
"Litvinenko"-properNoun-es "Litvinenko"-noun-fr
"Litvinenko"-noun-fr "Litvinenko"-properNoun-es
"Casals"-properNoun-es "Casals"-noun-fr
"Casals"-noun-fr "Casals"-properNoun-es
"Gallardo"-properNoun-es "Gallardo"-noun-fr
"Gallardo"-noun-fr "Gallardo"-properNoun-es
"Vincent"-properNoun-es "Vincent"-noun-fr
"Vincent"-noun-fr "Vincent"-properNoun-es
"Caballer"-properNoun-es "Caballer"-noun-fr
"Caballer"-noun-fr "Caballer"-properNoun-es
"Piera"-properNoun-es "Piera"-noun-fr
"Piera"-noun-fr "Piera"-properNoun-es
"Gago"-properNoun-es "Gago"-noun-fr
"Gago"-noun-fr "Gago"-properNoun-es
"Orange"-noun-fr "Orange"-properNoun-es
"Orange"-properNoun-es "Orange"-noun-fr
"Rosselló"-properNoun-es "Roussillon"-properNoun-fr
"Roussillon"-properNoun-fr "Rosselló"-properNoun-es
"Jugnot"-properNoun-es "Jugnot"-noun-fr
"Jugnot"-noun-fr "Jugnot"-properNoun-es
"Galindo"-properNoun-es "Galindo"-noun-fr
"Galindo"-noun-fr "Galindo"-properNoun-es
"Vila"-properNoun-es "Vila"-noun-fr
"Vila"-noun-fr "Vila"-properNoun-es
"Laden"-properNoun-es "Laden"-noun-fr
"Laden"-noun-fr "Laden"-properNoun-es
"Carbonell"-properNoun-es "Carbonell"-noun-fr
"Carbonell"-noun-fr "Carbonell"-properNoun-es
"Mestre"-properNoun-es "Mestre"-noun-fr
"Mestre"-noun-fr "Mestre"-properNoun-es
"Vilanova"-properNoun-es "Vilanova"-noun-fr
"Vilanova"-noun-fr "Vilanova"-properNoun-es
"Royo"-properNoun-es "Royo"-noun-fr
"Royo"-noun-fr "Royo"-properNoun-es
"Font"-properNoun-es "Font"-noun-fr
"Font"-noun-fr "Font"-properNoun-es
"Bartolomé"-properNoun-es "Bartolomé"-noun-fr
"Bartolomé"-noun-fr "Bartolomé"-properNoun-es
"Molino"-properNoun-es "Molino"-noun-fr
"Molino"-noun-fr "Molino"-properNoun-es
"Mengual"-properNoun-es "Mengual"-noun-fr
"Mengual"-noun-fr "Mengual"-properNoun-es
"Macià"-properNoun-es "Macià"-noun-fr
"Macià"-noun-fr "Macià"-properNoun-es
"Garrido"-properNoun-es "Garrido"-noun-fr
"Garrido"-noun-fr "Garrido"-properNoun-es
"Taylor"-properNoun-es "Taylor"-noun-fr
"Taylor"-noun-fr "Taylor"-properNoun-es
"Ramiro"-properNoun-es "Ramiro"-noun-fr
"Ramiro"-noun-fr "Ramiro"-properNoun-es
"Borrell"-properNoun-es "Borrell"-noun-fr
"Borrell"-noun-fr "Borrell"-properNoun-es
"Hurtado"-properNoun-es "Hurtado"-noun-fr
"Hurtado"-noun-fr "Hurtado"-properNoun-es
"Moliner"-properNoun-es "Moliner"-noun-fr
"Moliner"-noun-fr "Moliner"-properNoun-es
"Balaguer"-properNoun-es "Balaguer"-noun-fr
"Balaguer"-noun-fr "Balaguer"-properNoun-es
"Odriozola"-properNoun-es "Odriozola"-noun-fr
"Odriozola"-noun-fr "Odriozola"-properNoun-es
"Torrijos"-properNoun-es "Torrijos"-noun-fr
"Torrijos"-noun-fr "Torrijos"-properNoun-es
"Granell"-properNoun-es "Granell"-noun-fr
"Granell"-noun-fr "Granell"-properNoun-es
"Velasco"-properNoun-es "Velasco"-noun-fr
"Velasco"-noun-fr "Velasco"-properNoun-es
"Terrassa"-properNoun-es "Terrassa"-noun-fr
"Terrassa"-noun-fr "Terrassa"-properNoun-es
"Barea"-properNoun-es "Barea"-noun-fr
"Barea"-noun-fr "Barea"-properNoun-es
"Sanchís"-properNoun-es "Sanchís"-noun-fr
"Sanchís"-noun-fr "Sanchís"-properNoun-es
"Amorós"-properNoun-es "Amorós"-noun-fr
"Amorós"-noun-fr "Amorós"-properNoun-es
"Torrent"-properNoun-es "Torrent"-noun-fr
"Torrent"-noun-fr "Torrent"-properNoun-es
"Aguilar"-properNoun-es "Aguilar"-noun-fr
"Aguilar"-noun-fr "Aguilar"-properNoun-es
"Vázquez"-properNoun-es "Vázquez"-noun-fr
"Vázquez"-noun-fr "Vázquez"-properNoun-es
"Plana"-properNoun-es "Plana"-noun-fr
"Plana"-noun-fr "Plana"-properNoun-es
"Gordon"-properNoun-es "Gordon"-noun-fr
"Gordon"-noun-fr "Gordon"-properNoun-es
"Marcelo"-properNoun-es "Marcelo"-noun-fr
"Marcelo"-noun-fr "Marcelo"-properNoun-es
"Stones"-properNoun-es "Stones"-noun-fr
"Stones"-noun-fr "Stones"-properNoun-es
"Bruce"-properNoun-es "Bruce"-noun-fr
"Bruce"-noun-fr "Bruce"-properNoun-es
"Carrasco"-properNoun-es "Carrasco"-noun-fr
"Carrasco"-noun-fr "Carrasco"-properNoun-es
"Tena"-properNoun-es "Tena"-noun-fr
"Tena"-noun-fr "Tena"-properNoun-es
"Civera"-properNoun-es "Civera"-noun-fr
"Civera"-noun-fr "Civera"-properNoun-es
"Calafell"-properNoun-es "Calafell"-noun-fr
"Calafell"-noun-fr "Calafell"-properNoun-es
"Esquerdo"-properNoun-es "Esquerdo"-noun-fr
"Esquerdo"-noun-fr "Esquerdo"-properNoun-es
"Salazar"-properNoun-es "Salazar"-noun-fr
"Salazar"-noun-fr "Salazar"-properNoun-es
"Veiga"-properNoun-es "Veiga"-noun-fr
"Veiga"-noun-fr "Veiga"-properNoun-es
"Saiz"-properNoun-es "Saiz"-noun-fr
"Saiz"-noun-fr "Saiz"-properNoun-es
"Sagrera"-properNoun-es "Sagrera"-noun-fr
"Sagrera"-noun-fr "Sagrera"-properNoun-es
"Ochoa"-properNoun-es "Ochoa"-noun-fr
"Ochoa"-noun-fr "Ochoa"-properNoun-es
"Villalobos"-properNoun-es "Villalobos"-noun-fr
"Villalobos"-noun-fr "Villalobos"-properNoun-es
"Valls"-properNoun-es "Valls"-noun-fr
"Valls"-noun-fr "Valls"-properNoun-es
"Damián"-properNoun-es "Damián"-noun-fr
"Damián"-noun-fr "Damián"-properNoun-es
"Jarque"-properNoun-es "Jarque"-noun-fr
"Jarque"-noun-fr "Jarque"-properNoun-es
"Morata"-properNoun-es "Morata"-noun-fr
"Morata"-noun-fr "Morata"-properNoun-es
"Ortuño"-properNoun-es "Ortuño"-noun-fr
"Ortuño"-noun-fr "Ortuño"-properNoun-es
"Howard"-properNoun-es "Howard"-noun-fr
"Howard"-noun-fr "Howard"-properNoun-es
"Oliveira"-properNoun-es "Oliveira"-noun-fr
"Oliveira"-noun-fr "Oliveira"-properNoun-es
"Peralta"-properNoun-es "Peralta"-noun-fr
"Peralta"-noun-fr "Peralta"-properNoun-es
"Varela"-properNoun-es "Varela"-noun-fr
"Varela"-noun-fr "Varela"-properNoun-es
"Bono"-properNoun-es "Bono"-noun-fr
"Bono"-noun-fr "Bono"-properNoun-es
"Burgos"-properNoun-es "Burgos"-noun-fr
"Burgos"-noun-fr "Burgos"-properNoun-es
"Cristóbal"-properNoun-es "Cristóbal"-noun-fr
"Cristóbal"-noun-fr "Cristóbal"-properNoun-es
"Monge"-properNoun-es "Monge"-noun-fr
"Monge"-noun-fr "Monge"-properNoun-es
"Forn"-properNoun-es "Forn"-noun-fr
"Forn"-noun-fr "Forn"-properNoun-es
"Solbes"-properNoun-es "Solbes"-noun-fr
"Solbes"-noun-fr "Solbes"-properNoun-es
"Bailén"-properNoun-es "Bailén"-noun-fr
"Bailén"-noun-fr "Bailén"-properNoun-es
"Zapater"-properNoun-es "Zapater"-noun-fr
"Zapater"-noun-fr "Zapater"-properNoun-es
"Viana"-properNoun-es "Viana"-noun-fr
"Viana"-noun-fr "Viana"-properNoun-es
"Rivas"-properNoun-es "Rivas"-noun-fr
"Rivas"-noun-fr "Rivas"-properNoun-es
"Iribarne"-properNoun-es "Iribarne"-noun-fr
"Iribarne"-noun-fr "Iribarne"-properNoun-es
"Duarte"-properNoun-es "Duarte"-noun-fr
"Duarte"-noun-fr "Duarte"-properNoun-es
"Bermejo"-properNoun-es "Bermejo"-noun-fr
"Bermejo"-noun-fr "Bermejo"-properNoun-es
"Mohamed"-properNoun-es "Mohamed"-noun-fr
"Mohamed"-noun-fr "Mohamed"-properNoun-es
"Marco"-properNoun-es "Marco"-noun-fr
"Marco"-noun-fr "Marco"-properNoun-es
"Bernabé"-properNoun-es "Bernabé"-noun-fr
"Bernabé"-noun-fr "Bernabé"-properNoun-es
"Cervera"-properNoun-es "Cervera"-noun-fr
"Cervera"-noun-fr "Cervera"-properNoun-es
"Elvira"-properNoun-es "Elvira"-noun-fr
"Elvira"-noun-fr "Elvira"-properNoun-es
"Sanjuán"-properNoun-es "Sanjuán"-noun-fr
"Sanjuán"-noun-fr "Sanjuán"-properNoun-es
"Barbara"-properNoun-es "Barbara"-noun-fr
"Barbara"-noun-fr "Barbara"-properNoun-es
"Fort"-properNoun-es "Fort"-noun-fr
"Fort"-noun-fr "Fort"-properNoun-es
"Beltrán"-properNoun-es "Beltrán"-noun-fr
"Beltrán"-noun-fr "Beltrán"-properNoun-es
"Eizaguirre"-properNoun-es "Eizaguirre"-noun-fr
"Eizaguirre"-noun-fr "Eizaguirre"-properNoun-es
"Garrigós"-properNoun-es "Garrigós"-noun-fr
"Garrigós"-noun-fr "Garrigós"-properNoun-es
"Hassan"-properNoun-es "Hassan"-noun-fr
"Hassan"-noun-fr "Hassan"-properNoun-es
"Oliva"-properNoun-es "Oliva"-noun-fr
"Oliva"-noun-fr "Oliva"-properNoun-es
"Cañizares"-properNoun-es "Cañizares"-noun-fr
"Cañizares"-noun-fr "Cañizares"-properNoun-es
"Llamazares"-properNoun-es "Llamazares"-noun-fr
"Llamazares"-noun-fr "Llamazares"-properNoun-es
"Querol"-properNoun-es "Querol"-noun-fr
"Querol"-noun-fr "Querol"-properNoun-es
"Calvin"-properNoun-es "Calvin"-noun-fr
"Calvin"-noun-fr "Calvin"-properNoun-es
"Olmedo"-properNoun-es "Olmedo"-noun-fr
"Olmedo"-noun-fr "Olmedo"-properNoun-es
"Estrada"-properNoun-es "Estrada"-noun-fr
"Estrada"-noun-fr "Estrada"-properNoun-es
"Vallejo"-properNoun-es "Vallejo"-noun-fr
"Vallejo"-noun-fr "Vallejo"-properNoun-es
"Falcó"-properNoun-es "Falcó"-noun-fr
"Falcó"-noun-fr "Falcó"-properNoun-es
"Guy"-properNoun-es "Guy"-noun-fr
"Guy"-noun-fr "Guy"-properNoun-es
"Ferrer"-properNoun-es "Ferrer"-noun-fr
"Ferrer"-noun-fr "Ferrer"-properNoun-es
"Bellver"-properNoun-es "Bellver"-noun-fr
"Bellver"-noun-fr "Bellver"-properNoun-es
"Hernando"-properNoun-es "Hernando"-noun-fr
"Hernando"-noun-fr "Hernando"-properNoun-es
"Rosendo"-properNoun-es "Rosendo"-noun-fr
"Rosendo"-noun-fr "Rosendo"-properNoun-es
"Zaplana"-properNoun-es "Zaplana"-noun-fr
"Zaplana"-noun-fr "Zaplana"-properNoun-es
"Hinojosa"-properNoun-es "Hinojosa"-noun-fr
"Hinojosa"-noun-fr "Hinojosa"-properNoun-es
"Català"-properNoun-es "Català"-noun-fr
"Català"-noun-fr "Català"-properNoun-es
"Luengo"-properNoun-es "Luengo"-noun-fr
"Luengo"-noun-fr "Luengo"-properNoun-es
"Mula"-properNoun-es "Mula"-noun-fr
"Mula"-noun-fr "Mula"-properNoun-es
"Gil"-properNoun-es "Gil"-noun-fr
"Gil"-noun-fr "Gil"-properNoun-es
"Encarnación"-properNoun-es "Encarnación"-noun-fr
"Encarnación"-noun-fr "Encarnación"-properNoun-es
"Bruguera"-properNoun-es "Bruguera"-noun-fr
"Bruguera"-noun-fr "Bruguera"-properNoun-es
"Serrano"-properNoun-es "Serrano"-noun-fr
"Serrano"-noun-fr "Serrano"-properNoun-es
"Galiana"-properNoun-es "Galiana"-noun-fr
"Galiana"-noun-fr "Galiana"-properNoun-es
"Beitia"-properNoun-es "Beitia"-noun-fr
"Beitia"-noun-fr "Beitia"-properNoun-es
"Ortega"-properNoun-es "Ortega"-noun-fr
"Ortega"-noun-fr "Ortega"-properNoun-es
"Zamorano"-properNoun-es "Zamorano"-noun-fr
"Zamorano"-noun-fr "Zamorano"-properNoun-es
"Molins"-properNoun-es "Molins"-noun-fr
"Molins"-noun-fr "Molins"-properNoun-es
"Burgo"-properNoun-es "Burgo"-noun-fr
"Burgo"-noun-fr "Burgo"-properNoun-es
"Rivero"-properNoun-es "Rivero"-noun-fr
"Rivero"-noun-fr "Rivero"-properNoun-es
"Buades"-properNoun-es "Buades"-noun-fr
"Buades"-noun-fr "Buades"-properNoun-es
"Pascal"-properNoun-es "Pascal"-noun-fr
"Pascal"-noun-fr "Pascal"-properNoun-es
"Bachelet"-properNoun-es "Bachelet"-noun-fr
"Bachelet"-noun-fr "Bachelet"-properNoun-es
"Bocanegra"-properNoun-es "Bocanegra"-noun-fr
"Bocanegra"-noun-fr "Bocanegra"-properNoun-es
"Tormo"-properNoun-es "Tormo"-noun-fr
"Tormo"-noun-fr "Tormo"-properNoun-es
"Butragueño"-properNoun-es "Butragueño"-noun-fr
"Butragueño"-noun-fr "Butragueño"-properNoun-es
"Grass"-properNoun-es "Grass"-noun-fr
"Grass"-noun-fr "Grass"-properNoun-es
"Fajardo"-properNoun-es "Fajardo"-noun-fr
"Fajardo"-noun-fr "Fajardo"-properNoun-es
"ochocientos"-numeral-es "huit cent"-numeral-fr
"ochocientos"-numeral-es "huit-cent"-numeral-fr
"huit cent"-numeral-fr "ochocientos"-numeral-es
"huit-cent"-numeral-fr "ochocientos"-numeral-es
"Ramos"-properNoun-es "Ramos"-noun-fr
"Ramos"-noun-fr "Ramos"-properNoun-es
"Briz"-properNoun-es "Briz"-noun-fr
"Briz"-noun-fr "Briz"-properNoun-es
"Limoges"-noun-fr "Limoges"-properNoun-es
"Limoges"-properNoun-es "Limoges"-noun-fr
"Oviedo"-properNoun-es "Oviedo"-noun-fr
"Oviedo"-noun-fr "Oviedo"-properNoun-es
"Stanley"-properNoun-es "Stanley"-noun-fr
"Stanley"-noun-fr "Stanley"-properNoun-es
"Davis"-properNoun-es "Davis"-noun-fr
"Davis"-noun-fr "Davis"-properNoun-es
"Vilafranca"-properNoun-es "Vilafranca"-noun-fr
"Vilafranca"-noun-fr "Vilafranca"-properNoun-es
