"avoir l'habitude de"-verb-fr "tener la costumbre de"-verb-es
"Saint-Louis"-properNoun-fr "Saint-Louis"-properNoun-es
"Saint-Louis"-properNoun-es "Saint-Louis"-properNoun-fr
"Boomerang"-properNoun-fr "Boomerang"-properNoun-es
"Boomerang"-properNoun-es "Boomerang"-properNoun-fr
"Moshe"-properNoun-fr "Moshe"-properNoun-es
"Moshe"-properNoun-es "Moshe"-properNoun-fr
"encourageant"-adjective-fr "alentador"-adjective-es
"alentador"-adjective-es "encourageant"-adjective-fr
"Petacchi"-properNoun-fr "Petacchi"-properNoun-es
"Petacchi"-properNoun-es "Petacchi"-properNoun-fr
"palestre"-noun-fr "palestra"-noun-es
"palestra"-noun-es "palestre"-noun-fr
"nain"-noun-fr "enanito"-noun-es
"enanito"-noun-es "nain"-noun-fr
"interbancaire"-adjective-fr "interbancario"-adjective-es
"interbancario"-adjective-es "interbancaire"-adjective-fr
"Chérèque"-properNoun-fr "Chérèque"-properNoun-es
"Chérèque"-properNoun-es "Chérèque"-properNoun-fr
"consensuel"-adjective-fr "consensual"-adjective-es
"consensual"-adjective-es "consensuel"-adjective-fr
"accessoires"-noun-fr "atrezzo"-noun-es
"atrezzo"-noun-es "accessoires"-noun-fr
"vacuité"-noun-fr "vacuidad"-noun-es
"vacuidad"-noun-es "vacuité"-noun-fr
"Hautes-Alpes"-properNoun-fr "Altos Alpes"-properNoun-es
"Altos Alpes"-properNoun-es "Hautes-Alpes"-properNoun-fr
"Gustav"-properNoun-fr "Gustav"-properNoun-es
"Gustav"-properNoun-es "Gustav"-properNoun-fr
"Titan"-properNoun-fr "Titán"-properNoun-es
"Titán"-properNoun-es "Titan"-properNoun-fr
"Michel-Ange"-properNoun-fr "Miguel Ángel"-properNoun-es
"Miguel Ángel"-properNoun-es "Michel-Ange"-properNoun-fr
"Miguel Ángel"-properNoun-es "Miguel Ángel"-properNoun-fr
"Miguel Ángel"-properNoun-fr "Miguel Ángel"-properNoun-es
"prodigalité"-noun-fr "prodigalidad"-noun-es
"prodigalidad"-noun-es "prodigalité"-noun-fr
"servilité"-noun-fr "servilidad"-noun-es
"servilidad"-noun-es "servilité"-noun-fr
"tension"-noun-fr "tensionamiento"-noun-es
"tensionamiento"-noun-es "tension"-noun-fr
"repenser"-verb-fr "volver a pensar"-verb-es
"volver a pensar"-verb-es "repenser"-verb-fr
"Plymouth"-properNoun-fr "Plymouth"-properNoun-es
"Plymouth"-properNoun-es "Plymouth"-properNoun-fr
"Vanotti"-properNoun-fr "Vanotti"-properNoun-es
"Vanotti"-properNoun-es "Vanotti"-properNoun-fr
"Bourbon"-properNoun-fr "Bourbon"-properNoun-es
"Bourbon"-properNoun-es "Bourbon"-properNoun-fr
"pénalité"-noun-fr "penalidad"-noun-es
"penalidad"-noun-es "pénalité"-noun-fr
"basque"-adjective-fr "eusko"-adjective-es
"eusko"-adjective-es "basque"-adjective-fr
"sinistré"-adjective-fr "siniestrado"-adjective-es
"siniestrado"-adjective-es "sinistré"-adjective-fr
"ABS"-noun-fr "ABS"-noun-es
"ABS"-noun-es "ABS"-noun-fr
"Centre"-properNoun-fr "Centro"-properNoun-es
"Centro"-properNoun-es "Centre"-properNoun-fr
"traitement de données"-noun-fr "proceso de datos"-noun-es
"proceso de datos"-noun-es "traitement de données"-noun-fr
"Iñurrategi"-properNoun-fr "Iñurrategi"-properNoun-es
"Iñurrategi"-properNoun-es "Iñurrategi"-properNoun-fr
"emprisonner"-verb-fr "aprisionar"-verb-es
"aprisionar"-verb-es "emprisonner"-verb-fr
"Californien"-noun-fr "Californiano"-noun-es
"Californiano"-noun-es "Californien"-noun-fr
"Aramendia"-properNoun-fr "Aramendia"-properNoun-es
"Aramendia"-properNoun-es "Aramendia"-properNoun-fr
"Maison Blanche"-properNoun-fr "Casa Blanca"-properNoun-es
"Casa Blanca"-properNoun-es "Maison Blanche"-properNoun-fr
"hippique"-adjective-fr "hípico"-adjective-es
"hípico"-adjective-es "hippique"-adjective-fr
"monumentalité"-noun-fr "monumentalidad"-noun-es
"monumentalidad"-noun-es "monumentalité"-noun-fr
"Abdelaziz"-properNoun-fr "Abdelaziz"-properNoun-es
"Abdelaziz"-properNoun-es "Abdelaziz"-properNoun-fr
"Che"-properNoun-fr "Che"-properNoun-es
"Che"-properNoun-es "Che"-properNoun-fr
"faible"-noun-fr "flojo"-noun-es
"flojo"-noun-es "faible"-noun-fr
"Arctique"-properNoun-fr "Ártico"-properNoun-es
"Ártico"-properNoun-es "Arctique"-properNoun-fr
"CC"-noun-fr "CC"-noun-es
"CC"-noun-es "CC"-noun-fr
"souffle"-noun-fr "soplo"-noun-es
"soplo"-noun-es "souffle"-noun-fr
"provincial"-adjective-fr "provinciano"-adjective-es
"provinciano"-adjective-es "provincial"-adjective-fr
"anodin"-adjective-fr "anodino"-adjective-es
"anodino"-adjective-es "anodin"-adjective-fr
"cochon"-adjective-fr "cerdo"-adjective-es
"cerdo"-adjective-es "cochon"-adjective-fr
"apostat"-adjective-fr "apóstata"-adjective-es
"apóstata"-adjective-es "apostat"-adjective-fr
"Aranzazu"-properNoun-fr "Aranzazu"-properNoun-es
"Aranzazu"-properNoun-es "Aranzazu"-properNoun-fr
"défaillir"-verb-fr "desfallecer"-verb-es
"desfallecer"-verb-es "défaillir"-verb-fr
"Alustiza"-properNoun-fr "Alustiza"-properNoun-es
"Alustiza"-properNoun-es "Alustiza"-properNoun-fr
"De la Rua"-properNoun-fr "De la Rua"-properNoun-es
"De la Rua"-properNoun-es "De la Rua"-properNoun-fr
"originalité"-noun-fr "genialidad"-noun-es
"genialidad"-noun-es "originalité"-noun-fr
"registre foncier"-noun-fr "registro de la propiedad"-noun-es
"registro de la propiedad"-noun-es "registre foncier"-noun-fr
"déréliction"-noun-fr "derelicción"-noun-es
"derelicción"-noun-es "déréliction"-noun-fr
"Aresti"-properNoun-fr "Aresti"-properNoun-es
"Aresti"-properNoun-es "Aresti"-properNoun-fr
"dévalorisation"-noun-fr "desvalorización"-noun-es
"desvalorización"-noun-es "dévalorisation"-noun-fr
"Duhalde"-properNoun-fr "Duhalde"-properNoun-es
"Duhalde"-properNoun-es "Duhalde"-properNoun-fr
"Carinthie"-properNoun-fr "Carintia"-properNoun-es
"Carintia"-properNoun-es "Carinthie"-properNoun-fr
"Saint-Laurent"-properNoun-fr "San Lorenzo"-properNoun-es
"San Lorenzo"-properNoun-es "Saint-Laurent"-properNoun-fr
"concession"-noun-fr "otorgamiento"-noun-es
"otorgamiento"-noun-es "concession"-noun-fr
"brochette"-noun-fr "pincho moruno"-noun-es
"pincho moruno"-noun-es "brochette"-noun-fr
"Dariusz"-properNoun-fr "Dariusz"-properNoun-es
"Dariusz"-properNoun-es "Dariusz"-properNoun-fr
"Bouches-du-Rhône"-properNoun-fr "Bocas del Ródano"-properNoun-es
"Bouches-du-Rhône"-properNoun-fr "Bouches-du-Rhône"-properNoun-es
"Bocas del Ródano"-properNoun-es "Bouches-du-Rhône"-properNoun-fr
"Bouches-du-Rhône"-properNoun-es "Bouches-du-Rhône"-properNoun-fr
"Sarriegi"-properNoun-fr "Sarriegi"-properNoun-es
"Sarriegi"-properNoun-es "Sarriegi"-properNoun-fr
"FIA"-noun-fr "FIA"-noun-es
"FIA"-noun-es "FIA"-noun-fr
"Viktor"-properNoun-fr "Viktor"-properNoun-es
"Viktor"-properNoun-es "Viktor"-properNoun-fr
"Arburua"-properNoun-fr "Arburua"-properNoun-es
"Arburua"-properNoun-es "Arburua"-properNoun-fr
"contrôleur"-noun-fr "interventor"-noun-es
"interventor"-noun-es "contrôleur"-noun-fr
"Alexei"-properNoun-fr "Alexei"-properNoun-es
"Alexei"-properNoun-es "Alexei"-properNoun-fr
"Tours"-properNoun-fr "Tours"-properNoun-es
"Tours"-properNoun-es "Tours"-properNoun-fr
"mer Adriatique"-properNoun-fr "Mar Adriático"-properNoun-es
"Mar Adriático"-properNoun-es "mer Adriatique"-properNoun-fr
"mettre en évidence"-verb-fr "poner de manifiesto"-verb-es
"poner de manifiesto"-verb-es "mettre en évidence"-verb-fr
"Huchon"-properNoun-fr "Huchon"-properNoun-es
"Huchon"-properNoun-es "Huchon"-properNoun-fr
"Saint-Malo"-properNoun-fr "Saint-Malo"-properNoun-es
"Saint-Malo"-properNoun-es "Saint-Malo"-properNoun-fr
"GPRS"-noun-fr "GPRS"-noun-es
"GPRS"-noun-es "GPRS"-noun-fr
"Passo"-properNoun-fr "Passo"-properNoun-es
"Passo"-properNoun-es "Passo"-properNoun-fr
"Abdallah"-properNoun-fr "Abdulá"-properNoun-es
"Abdallah"-properNoun-fr "Abdalá"-properNoun-es
"Abdulá"-properNoun-es "Abdallah"-properNoun-fr
"Abdalá"-properNoun-es "Abdallah"-properNoun-fr
"sifflement"-noun-fr "pitido"-noun-es
"pitido"-noun-es "sifflement"-noun-fr
"Joséphine"-properNoun-fr "Joséphine"-properNoun-es
"Joséphine"-properNoun-es "Joséphine"-properNoun-fr
"puzzle"-noun-fr "puzzle"-noun-es
"puzzle"-noun-es "puzzle"-noun-fr
"Crète"-properNoun-fr "Creta"-properNoun-es
"Creta"-properNoun-es "Crète"-properNoun-fr
"emparer"-verb-fr "adueñar"-verb-es
"adueñar"-verb-es "emparer"-verb-fr
"Thessalonique"-properNoun-fr "Tesalónica"-properNoun-es
"Tesalónica"-properNoun-es "Thessalonique"-properNoun-fr
"Pasolini"-properNoun-fr "Pasolini"-properNoun-es
"Pasolini"-properNoun-es "Pasolini"-properNoun-fr
"Creuse"-properNoun-fr "Creuse"-properNoun-es
"Creuse"-properNoun-es "Creuse"-properNoun-fr
"Le Soir"-properNoun-fr "Le Soir"-properNoun-es
"Le Soir"-properNoun-es "Le Soir"-properNoun-fr
"innovant"-adjective-fr "inovador"-adjective-es
"inovador"-adjective-es "innovant"-adjective-fr
"Jobs"-properNoun-fr "Jobs"-properNoun-es
"Jobs"-properNoun-es "Jobs"-properNoun-fr
"Josiane"-properNoun-fr "Josiane"-properNoun-es
"Josiane"-properNoun-es "Josiane"-properNoun-fr
"culot"-noun-fr "jeta"-noun-es
"jeta"-noun-es "culot"-noun-fr
"recodification"-noun-fr "recodificación"-noun-es
"recodificación"-noun-es "recodification"-noun-fr
"Exode"-properNoun-fr "Éxodo"-properNoun-es
"Éxodo"-properNoun-es "Exode"-properNoun-fr
"Angelino"-properNoun-fr "Angelino"-properNoun-es
"Angelino"-properNoun-es "Angelino"-properNoun-fr
"Anchustegi"-properNoun-fr "Anchustegi"-properNoun-es
"Anchustegi"-properNoun-es "Anchustegi"-properNoun-fr
"radioactivité"-noun-fr "radioactividad"-noun-es
"radioactividad"-noun-es "radioactivité"-noun-fr
"Michigan"-properNoun-fr "Michigan"-properNoun-es
"Michigan"-properNoun-es "Michigan"-properNoun-fr
"Sgrena"-properNoun-fr "Sgrena"-properNoun-es
"Sgrena"-properNoun-es "Sgrena"-properNoun-fr
"Pierre-Jean"-properNoun-fr "Pierre-Jean"-properNoun-es
"Pierre-Jean"-properNoun-es "Pierre-Jean"-properNoun-fr
"souterrain"-adjective-fr "soterrado"-adjective-es
"soterrado"-adjective-es "souterrain"-adjective-fr
"absorbé"-adjective-fr "absorto"-adjective-es
"absorto"-adjective-es "absorbé"-adjective-fr
"féminin"-noun-fr "femenino"-noun-es
"femenino"-noun-es "féminin"-noun-fr
"Drucker"-properNoun-fr "Drucker"-properNoun-es
"Drucker"-properNoun-es "Drucker"-properNoun-fr
"somptuosité"-noun-fr "suntuosidad"-noun-es
"suntuosidad"-noun-es "somptuosité"-noun-fr
"Amstel"-properNoun-fr "Amstel"-properNoun-es
"Amstel"-properNoun-es "Amstel"-properNoun-fr
"Augustine"-properNoun-fr "Augustine"-properNoun-es
"Augustine"-properNoun-es "Augustine"-properNoun-fr
"Guridi"-properNoun-fr "Guridi"-properNoun-es
"Guridi"-properNoun-es "Guridi"-properNoun-fr
"rétroactivité"-noun-fr "retroactividad"-noun-es
"retroactividad"-noun-es "rétroactivité"-noun-fr
"Anadyr"-properNoun-fr "Anadir"-properNoun-es
"Anadir"-properNoun-es "Anadyr"-properNoun-fr
"Akim"-properNoun-fr "Akim"-properNoun-es
"Akim"-properNoun-es "Akim"-properNoun-fr
"Marathon"-properNoun-fr "Maratón"-properNoun-es
"Maratón"-properNoun-es "Marathon"-properNoun-fr
"aplanir"-verb-fr "aplanar"-verb-es
"aplanar"-verb-es "aplanir"-verb-fr
"EPO"-noun-fr "EPO"-noun-es
"EPO"-noun-es "EPO"-noun-fr
"Carolyn"-properNoun-fr "Carolyn"-properNoun-es
"Carolyn"-properNoun-es "Carolyn"-properNoun-fr
"Myriam"-properNoun-fr "Myriam"-properNoun-es
"Myriam"-properNoun-es "Myriam"-properNoun-fr
"gouttière"-noun-fr "gotera"-noun-es
"gotera"-noun-es "gouttière"-noun-fr
"Valéry"-properNoun-fr "Valéry"-properNoun-es
"Valéry"-properNoun-es "Valéry"-properNoun-fr
"lié"-adjective-fr "relacionado"-adjective-es
"relacionado"-adjective-es "lié"-adjective-fr
"éclairage"-noun-fr "alumbrado"-noun-es
"alumbrado"-noun-es "éclairage"-noun-fr
"ADAC"-noun-fr "ADAC"-noun-es
"ADAC"-noun-es "ADAC"-noun-fr
"intemporalité"-noun-fr "intemporalidad"-noun-es
"intemporalidad"-noun-es "intemporalité"-noun-fr
"NOx"-properNoun-fr "NOx"-properNoun-es
"NOx"-properNoun-es "NOx"-properNoun-fr
"Weitz"-properNoun-fr "Weitz"-properNoun-es
"Weitz"-properNoun-es "Weitz"-properNoun-fr
"Olympie"-properNoun-fr "Olimpia"-properNoun-es
"Olimpia"-properNoun-es "Olympie"-properNoun-fr
"Giuliano"-properNoun-fr "Giuliano"-properNoun-es
"Giuliano"-properNoun-es "Giuliano"-properNoun-fr
"commencé"-adjective-fr "encabezado"-adjective-es
"encabezado"-adjective-es "commencé"-adjective-fr
"Abderrahmane"-properNoun-fr "Abderrahmane"-properNoun-es
"Abderrahmane"-properNoun-es "Abderrahmane"-properNoun-fr
"Carolis"-properNoun-fr "Carolis"-properNoun-es
"Carolis"-properNoun-es "Carolis"-properNoun-fr
"Ainhoa Arteta"-properNoun-fr "Ainhoa Arteta"-properNoun-es
"Ainhoa Arteta"-properNoun-es "Ainhoa Arteta"-properNoun-fr
"Marne"-properNoun-fr "Marne"-properNoun-es
"Marne"-properNoun-es "Marne"-properNoun-fr
"démarrage"-noun-fr "commienzo"-noun-es
"commienzo"-noun-es "démarrage"-noun-fr
"aux alentours"-adverb-fr "en los alrededores"-adverb-es
"en los alrededores"-adverb-es "aux alentours"-adverb-fr
"avoué"-adjective-fr "confeso"-adjective-es
"confeso"-adjective-es "avoué"-adjective-fr
"Ingrid"-properNoun-fr "Ingrid"-properNoun-es
"Ingrid"-properNoun-es "Ingrid"-properNoun-fr
"gendarmerie"-noun-fr "gendarmería"-noun-es
"gendarmería"-noun-es "gendarmerie"-noun-fr
"anorexique"-adjective-fr "anoréxico"-adjective-es
"anoréxico"-adjective-es "anorexique"-adjective-fr
"théorisation"-noun-fr "teorización"-noun-es
"teorización"-noun-es "théorisation"-noun-fr
"alsacien"-adjective-fr "alsaciano"-adjective-es
"alsaciano"-adjective-es "alsacien"-adjective-fr
"commercial"-noun-fr "comercial"-noun-es
"comercial"-noun-es "commercial"-noun-fr
"Rouen"-properNoun-fr "Ruán"-properNoun-es
"Rouen"-properNoun-fr "Rouen"-properNoun-es
"Ruán"-properNoun-es "Rouen"-properNoun-fr
"Rouen"-properNoun-es "Rouen"-properNoun-fr
"Sacchi"-properNoun-fr "Sacchi"-properNoun-es
"Sacchi"-properNoun-es "Sacchi"-properNoun-fr
"Kadhafi"-properNoun-fr "Gadafi"-properNoun-es
"Gadafi"-properNoun-es "Kadhafi"-properNoun-fr
"Eurovision"-properNoun-fr "Eurovisión"-properNoun-es
"Eurovisión"-properNoun-es "Eurovision"-properNoun-fr
"Stefano"-properNoun-fr "Stefano"-properNoun-es
"Stefano"-properNoun-es "Stefano"-properNoun-fr
"cale"-noun-fr "cuña"-noun-es
"cuña"-noun-es "cale"-noun-fr
"élégant"-adjective-fr "airoso"-adjective-es
"airoso"-adjective-es "élégant"-adjective-fr
"Euro"-properNoun-fr "Eurocopa"-properNoun-es
"Eurocopa"-properNoun-es "Euro"-properNoun-fr
"antéposé"-adjective-fr "antepuesto"-adjective-es
"antepuesto"-adjective-es "antéposé"-adjective-fr
"indisponibilité"-noun-fr "indisponibilidad"-noun-es
"indisponibilidad"-noun-es "indisponibilité"-noun-fr
"malintentionné"-adjective-fr "malintencionado"-adjective-es
"malintencionado"-adjective-es "malintentionné"-adjective-fr
"Delarue"-properNoun-fr "Delarue"-properNoun-es
"Delarue"-properNoun-es "Delarue"-properNoun-fr
"Atocha"-properNoun-fr "Atocha"-properNoun-es
"Atocha"-properNoun-es "Atocha"-properNoun-fr
"faire un tour"-verb-fr "dar una vuelta"-verb-es
"dar una vuelta"-verb-es "faire un tour"-verb-fr
"Deira"-properNoun-fr "Deira"-properNoun-es
"Deira"-properNoun-es "Deira"-properNoun-fr
"PSN"-noun-fr "PSN"-noun-es
"PSN"-noun-es "PSN"-noun-fr
"réappropriation"-noun-fr "reapropriación"-noun-es
"reapropriación"-noun-es "réappropriation"-noun-fr
"excommunication"-noun-fr "excomunión"-noun-es
"excomunión"-noun-es "excommunication"-noun-fr
"Sudètes"-properNoun-fr "Sudetes"-properNoun-es
"Sudetes"-properNoun-es "Sudètes"-properNoun-fr
"Uranga"-properNoun-fr "Uranga"-properNoun-es
"Uranga"-properNoun-es "Uranga"-properNoun-fr
"Kim Jong-il"-properNoun-fr "Kim Jong-il"-properNoun-es
"Kim Jong-il"-properNoun-es "Kim Jong-il"-properNoun-fr
"dénivellation"-noun-fr "desnivelación"-noun-es
"desnivelación"-noun-es "dénivellation"-noun-fr
"Cyrano de Bergerac"-properNoun-fr "Cirano de Bergerac"-properNoun-es
"Cirano de Bergerac"-properNoun-es "Cyrano de Bergerac"-properNoun-fr
"Dijon"-properNoun-fr "Dijon"-properNoun-es
"Dijon"-properNoun-es "Dijon"-properNoun-fr
"Niagara"-properNoun-fr "Niágara"-properNoun-es
"Niágara"-properNoun-es "Niagara"-properNoun-fr
"Maseru"-properNoun-fr "Maseru"-properNoun-es
"Maseru"-properNoun-es "Maseru"-properNoun-fr
"perversité"-noun-fr "perversidad"-noun-es
"perversidad"-noun-es "perversité"-noun-fr
"bonifier"-verb-fr "bonificar"-verb-es
"bonificar"-verb-es "bonifier"-verb-fr
"Kadima"-properNoun-fr "Kadima"-properNoun-es
"Kadima"-properNoun-es "Kadima"-properNoun-fr
"vaticiner"-verb-fr "vaticinar"-verb-es
"vaticinar"-verb-es "vaticiner"-verb-fr
"Unzueta"-properNoun-fr "Unzueta"-properNoun-es
"Unzueta"-properNoun-es "Unzueta"-properNoun-fr
"Danielle"-properNoun-fr "Danielle"-properNoun-es
"Danielle"-properNoun-es "Danielle"-properNoun-fr
"Istrie"-properNoun-fr "Istria"-properNoun-es
"Istria"-properNoun-es "Istrie"-properNoun-fr
"parapher"-verb-fr "rubricar"-verb-es
"rubricar"-verb-es "parapher"-verb-fr
"Werner"-properNoun-fr "Werner"-properNoun-es
"Werner"-properNoun-es "Werner"-properNoun-fr
"Villiers-le-Bel"-properNoun-fr "Villiers-le-Bel"-properNoun-es
"Villiers-le-Bel"-properNoun-es "Villiers-le-Bel"-properNoun-fr
"Milet"-properNoun-fr "Mileto"-properNoun-es
"Mileto"-properNoun-es "Milet"-properNoun-fr
"Aranalde"-properNoun-fr "Aranalde"-properNoun-es
"Aranalde"-properNoun-es "Aranalde"-properNoun-fr
"refondation"-noun-fr "refundición"-noun-es
"refundición"-noun-es "refondation"-noun-fr
"semi-présidentiel"-adjective-fr "semipresidencial"-adjective-es
"semipresidencial"-adjective-es "semi-présidentiel"-adjective-fr
"renégociation"-noun-fr "renegociación"-noun-es
"renegociación"-noun-es "renégociation"-noun-fr
"Mathilde"-properNoun-fr "Mathilde"-properNoun-es
"Mathilde"-properNoun-es "Mathilde"-properNoun-fr
"aisance"-noun-fr "soltura"-noun-es
"soltura"-noun-es "aisance"-noun-fr
"réformation"-noun-fr "reformación"-noun-es
"reformación"-noun-es "réformation"-noun-fr
"Le Puy-en-Velay"-properNoun-fr "Le Puy-en-Velay"-properNoun-es
"Le Puy-en-Velay"-properNoun-es "Le Puy-en-Velay"-properNoun-fr
"Rato"-properNoun-fr "Rato"-properNoun-es
"Rato"-properNoun-es "Rato"-properNoun-fr
"surdoué"-adjective-fr "superdotado"-adjective-es
"superdotado"-adjective-es "surdoué"-adjective-fr
"sous la protection de"-preposition-fr "al amparo de"-preposition-es
"al amparo de"-preposition-es "sous la protection de"-preposition-fr
"Gara"-properNoun-fr "Gara"-properNoun-es
"Gara"-properNoun-es "Gara"-properNoun-fr
"analytique"-noun-fr "analítico"-noun-es
"analítico"-noun-es "analytique"-noun-fr
"fortuné"-adjective-fr "acaudalado"-adjective-es
"acaudalado"-adjective-es "fortuné"-adjective-fr
"Pleyel"-properNoun-fr "Pleyel"-properNoun-es
"Pleyel"-properNoun-es "Pleyel"-properNoun-fr
"Lore"-properNoun-fr "Lore"-properNoun-es
"Lore"-properNoun-es "Lore"-properNoun-fr
"Renny"-properNoun-fr "Renny"-properNoun-es
"Renny"-properNoun-es "Renny"-properNoun-fr
"Arakama"-properNoun-fr "Arakama"-properNoun-es
"Arakama"-properNoun-es "Arakama"-properNoun-fr
"Phnom Penh"-properNoun-fr "Phnom Penh"-properNoun-es
"Phnom Penh"-properNoun-es "Phnom Penh"-properNoun-fr
"dénigrer"-verb-fr "denigrar"-verb-es
"denigrar"-verb-es "dénigrer"-verb-fr
"Le Cap"-properNoun-fr "Ciudad del Cabo"-properNoun-es
"Ciudad del Cabo"-properNoun-es "Le Cap"-properNoun-fr
"moralisation"-noun-fr "moralización"-noun-es
"moralización"-noun-es "moralisation"-noun-fr
"Anasagasti"-properNoun-fr "Anasagasti"-properNoun-es
"Anasagasti"-properNoun-es "Anasagasti"-properNoun-fr
"Aldazabal"-properNoun-fr "Aldazabal"-properNoun-es
"Aldazabal"-properNoun-es "Aldazabal"-properNoun-fr
"Caen"-properNoun-fr "Caen"-properNoun-es
"Caen"-properNoun-es "Caen"-properNoun-fr
"Ahrayi"-properNoun-fr "Ahrayi"-properNoun-es
"Ahrayi"-properNoun-es "Ahrayi"-properNoun-fr
"Jean-Jacques"-properNoun-fr "Jean-Jacques"-properNoun-es
"Jean-Jacques"-properNoun-es "Jean-Jacques"-properNoun-fr
"numéro un"-noun-fr "número uno"-noun-es
"número uno"-noun-es "numéro un"-noun-fr
"Tarente"-properNoun-fr "Tarento"-properNoun-es
"Tarento"-properNoun-es "Tarente"-properNoun-fr
"USB"-properNoun-fr "USB"-properNoun-es
"USB"-properNoun-es "USB"-properNoun-fr
"Albasini"-properNoun-fr "Albasini"-properNoun-es
"Albasini"-properNoun-es "Albasini"-properNoun-fr
"Castille-et-Léon"-properNoun-fr "Castilla-León"-properNoun-es
"Castilla-León"-properNoun-es "Castille-et-Léon"-properNoun-fr
"avoir de l'effet"-verb-fr "surtir efecto"-verb-es
"surtir efecto"-verb-es "avoir de l'effet"-verb-fr
"Tibet"-properNoun-fr "Tíbet"-properNoun-es
"Tíbet"-properNoun-es "Tibet"-properNoun-fr
"Aldunin"-properNoun-fr "Aldunin"-properNoun-es
"Aldunin"-properNoun-es "Aldunin"-properNoun-fr
"sous l'effet de"-preposition-fr "por efecto de"-preposition-es
"por efecto de"-preposition-es "sous l'effet de"-preposition-fr
"autoflagellation"-noun-fr "autoflagelación"-noun-es
"autoflagelación"-noun-es "autoflagellation"-noun-fr
"Windsor"-properNoun-fr "Windsor"-properNoun-es
"Windsor"-properNoun-es "Windsor"-properNoun-fr
"Poussin"-properNoun-fr "Poussin"-properNoun-es
"Poussin"-properNoun-es "Poussin"-properNoun-fr
"Arbulu"-properNoun-fr "Arbulu"-properNoun-es
"Arbulu"-properNoun-es "Arbulu"-properNoun-fr
"Aginagalde"-properNoun-fr "Aginagalde"-properNoun-es
"Aginagalde"-properNoun-es "Aginagalde"-properNoun-fr
"Pinault"-properNoun-fr "Pinault"-properNoun-es
"Pinault"-properNoun-es "Pinault"-properNoun-fr
"Abadan"-properNoun-fr "Abadan"-properNoun-es
"Abadan"-properNoun-es "Abadan"-properNoun-fr
"tout-terrain"-adjective-fr "todoterreno"-adjective-es
"todoterreno"-adjective-es "tout-terrain"-adjective-fr
"Nouvelle-Bretagne"-properNoun-fr "Nueva Bretaña"-properNoun-es
"Nueva Bretaña"-properNoun-es "Nouvelle-Bretagne"-properNoun-fr
"Gaultier"-properNoun-fr "Gaultier"-properNoun-es
"Gaultier"-properNoun-es "Gaultier"-properNoun-fr
"Voigt"-properNoun-fr "Voigt"-properNoun-es
"Voigt"-properNoun-es "Voigt"-properNoun-fr
"désoler"-verb-fr "desolar"-verb-es
"desolar"-verb-es "désoler"-verb-fr
"professionnalisation"-noun-fr "profesionalización"-noun-es
"profesionalización"-noun-es "professionnalisation"-noun-fr
"Bobby"-properNoun-fr "Bobby"-properNoun-es
"Bobby"-properNoun-es "Bobby"-properNoun-fr
"ALE"-noun-fr "ALE"-noun-es
"ALE"-noun-es "ALE"-noun-fr
"Korshunova"-properNoun-fr "Korshunova"-properNoun-es
"Korshunova"-properNoun-es "Korshunova"-properNoun-fr
"diriger"-verb-fr "capitanear"-verb-es
"capitanear"-verb-es "diriger"-verb-fr
"bleu-blanc"-adjective-fr "blanquiazul"-adjective-es
"blanquiazul"-adjective-es "bleu-blanc"-adjective-fr
"Constance"-properNoun-fr "Constance"-properNoun-es
"Constance"-properNoun-fr "Constanza"-properNoun-es
"Constance"-properNoun-es "Constance"-properNoun-fr
"Constanza"-properNoun-es "Constance"-properNoun-fr
"Aernouts"-properNoun-fr "Aernouts"-properNoun-es
"Aernouts"-properNoun-es "Aernouts"-properNoun-fr
"Talabani"-properNoun-fr "Talabani"-properNoun-es
"Talabani"-properNoun-es "Talabani"-properNoun-fr
"Lafayette"-properNoun-fr "Lafayette"-properNoun-es
"Lafayette"-properNoun-es "Lafayette"-properNoun-fr
"Prost"-properNoun-fr "Prost"-properNoun-es
"Prost"-properNoun-es "Prost"-properNoun-fr
"stylisme"-noun-fr "diseño de modas"-noun-es
"diseño de modas"-noun-es "stylisme"-noun-fr
"Paramaribo"-properNoun-fr "Paramaribo"-properNoun-es
"Paramaribo"-properNoun-es "Paramaribo"-properNoun-fr
"Polynésie"-properNoun-fr "Polynesia"-properNoun-es
"Polynesia"-properNoun-es "Polynésie"-properNoun-fr
"Proche-Orient"-properNoun-fr "Oriente Cercano"-properNoun-es
"Proche-Orient"-properNoun-fr "Cercano Oriente"-properNoun-es
"Oriente Cercano"-properNoun-es "Proche-Orient"-properNoun-fr
"Cercano Oriente"-properNoun-es "Proche-Orient"-properNoun-fr
"mer Égée"-properNoun-fr "Mar Egeo"-properNoun-es
"Mar Egeo"-properNoun-es "mer Égée"-properNoun-fr
"attenant"-adjective-fr "lindante"-adjective-es
"lindante"-adjective-es "attenant"-adjective-fr
"Aerts"-properNoun-fr "Aerts"-properNoun-es
"Aerts"-properNoun-es "Aerts"-properNoun-fr
"Conde Pumpido"-properNoun-fr "Conde Pumpido"-properNoun-es
"Conde Pumpido"-properNoun-es "Conde Pumpido"-properNoun-fr
"macro-opération"-noun-fr "macrooperación"-noun-es
"macrooperación"-noun-es "macro-opération"-noun-fr
"galopant"-adjective-fr "galopante"-adjective-es
"galopante"-adjective-es "galopant"-adjective-fr
"Pline le Jeune"-properNoun-fr "Plinio el Joven"-properNoun-es
"Plinio el Joven"-properNoun-es "Pline le Jeune"-properNoun-fr
