"quand"-relativePronoun-oc "en cuanto"-relativePronoun-es
"Campà"-properNoun-oc "Campà"-properNoun-es
"Campà"-properNoun-es "Campà"-properNoun-oc
"Can Tunis"-properNoun-oc "Can Tunis"-properNoun-es
"Can Tunis"-properNoun-es "Can Tunis"-properNoun-oc
"Carcaixent"-properNoun-oc "Carcagente"-properNoun-es
"Carcagente"-properNoun-es "Carcaixent"-properNoun-oc
"Carlemanh"-properNoun-oc "Carlemany"-properNoun-es
"Carlemany"-properNoun-es "Carlemanh"-properNoun-oc
"Castellciutat"-properNoun-oc "Castellciutat"-properNoun-es
"Castellciutat"-properNoun-es "Castellciutat"-properNoun-oc
"Catair"-properNoun-oc "Catair"-properNoun-es
"Catair"-properNoun-es "Catair"-properNoun-oc
"Cedanha"-properNoun-oc "Cedanya"-properNoun-es
"Cedanya"-properNoun-es "Cedanha"-properNoun-oc
"Cinesa"-properNoun-oc "Cinesa"-properNoun-es
"Cinesa"-properNoun-es "Cinesa"-properNoun-oc
"Ciutat Vella"-properNoun-oc "Ciutat Vella"-properNoun-es
"Ciutat Vella"-properNoun-es "Ciutat Vella"-properNoun-oc
"Clickair"-properNoun-oc "Clickair"-properNoun-es
"Clickair"-properNoun-es "Clickair"-properNoun-oc
"Coca-cola"-properNoun-oc "Coca-cola"-properNoun-es
"Coca-cola"-properNoun-es "Coca-cola"-properNoun-oc
"Colhegats"-properNoun-oc "Collegats"-properNoun-es
"Collegats"-properNoun-es "Colhegats"-properNoun-oc
"Collserola"-properNoun-oc "Collserola"-properNoun-es
"Collserola"-properNoun-es "Collserola"-properNoun-oc
"Comenges"-properNoun-oc "Comenges"-properNoun-es
"Comenges"-properNoun-es "Comenges"-properNoun-oc
"Comenius"-properNoun-oc "Comenius"-properNoun-es
"Comenius"-properNoun-es "Comenius"-properNoun-oc
"Coni"-properNoun-oc "Cuneo"-properNoun-es
"Cuneo"-properNoun-es "Coni"-properNoun-oc
"Correllengua"-properNoun-oc "Correllengua"-properNoun-es
"Correllengua"-properNoun-es "Correllengua"-properNoun-oc
"Cosmocaixa"-properNoun-oc "Cosmocaixa"-properNoun-es
"Cosmocaixa"-properNoun-es "Cosmocaixa"-properNoun-oc
"Cuixà"-properNoun-oc "Cuixà"-properNoun-es
"Cuixà"-properNoun-es "Cuixà"-properNoun-oc
"Dharma"-properNoun-oc "Dharma"-properNoun-es
"Dharma"-properNoun-es "Dharma"-properNoun-oc
"Doraemon"-properNoun-oc "Doraemon"-properNoun-es
"Doraemon"-properNoun-es "Doraemon"-properNoun-oc
"Eixample"-properNoun-oc "Eixample"-properNoun-es
"Eixample"-properNoun-es "Eixample"-properNoun-oc
"El Campello"-properNoun-oc "Campello"-properNoun-es
"Campello"-properNoun-es "El Campello"-properNoun-oc
"El Clot"-properNoun-oc "El Clot"-properNoun-es
"El Clot"-properNoun-es "El Clot"-properNoun-oc
"El Periódico"-properNoun-oc "El Periódico"-properNoun-es
"El Periódico"-properNoun-es "El Periódico"-properNoun-oc
"Empordan"-properNoun-oc "Ampurdán"-properNoun-es
"Ampurdán"-properNoun-es "Empordan"-properNoun-oc
"Empúries"-properNoun-oc "Ampurias"-properNoun-es
"Ampurias"-properNoun-es "Empúries"-properNoun-oc
"Enher"-properNoun-oc "Enher"-properNoun-es
"Enher"-properNoun-es "Enher"-properNoun-oc
"Escorial"-properNoun-oc "Escorial"-properNoun-es
"Escorial"-properNoun-es "Escorial"-properNoun-oc
"Escudellers"-properNoun-oc "Escudellers"-properNoun-es
"Escudellers"-properNoun-es "Escudellers"-properNoun-oc
"Euromed"-properNoun-oc "Euromed"-properNoun-es
"Euromed"-properNoun-es "Euromed"-properNoun-oc
"Feber"-properNoun-oc "Feber"-properNoun-es
"Feber"-properNoun-es "Feber"-properNoun-oc
"Fecsa"-properNoun-oc "Fecsa"-properNoun-es
"Fecsa"-properNoun-es "Fecsa"-properNoun-oc
"Feròe"-properNoun-oc "Feroe"-properNoun-es
"Feroe"-properNoun-es "Feròe"-properNoun-oc
"Fitur"-properNoun-oc "Fitur"-properNoun-es
"Fitur"-properNoun-es "Fitur"-properNoun-oc
"Fossar de les Moreres"-properNoun-oc "Fossar de les Moreres"-properNoun-es
"Fossar de les Moreres"-properNoun-es "Fossar de les Moreres"-properNoun-oc
"Fotosistema"-properNoun-oc "Fotosistema"-properNoun-es
"Fotosistema"-properNoun-es "Fotosistema"-properNoun-oc
"GB"-properNoun-oc "GB"-properNoun-es
"GB"-properNoun-es "GB"-properNoun-oc
"Freixenet"-properNoun-oc "Freixenet"-properNoun-es
"Freixenet"-properNoun-es "Freixenet"-properNoun-oc
"Geraldo"-properNoun-oc "Geraldo"-properNoun-es
"Geraldo"-properNoun-es "Geraldo"-properNoun-oc
"Grameen"-properNoun-oc "Grameen"-properNoun-es
"Grameen"-properNoun-es "Grameen"-properNoun-oc
"Guineueta"-properNoun-oc "Guineueta"-properNoun-es
"Guineueta"-properNoun-es "Guineueta"-properNoun-oc
"Hamàs"-properNoun-oc "Hamàs"-properNoun-es
"Hamàs"-properNoun-es "Hamàs"-properNoun-oc
"Hezbollah"-properNoun-oc "Hezbol·lah"-properNoun-es
"Hezbol·lah"-properNoun-es "Hezbollah"-properNoun-oc
"Hostafrancs"-properNoun-oc "Hostafrancs"-properNoun-es
"Hostafrancs"-properNoun-es "Hostafrancs"-properNoun-oc
"ITCat"-properNoun-oc "ITCat"-properNoun-es
"ITCat"-properNoun-es "ITCat"-properNoun-oc
"Ibex"-properNoun-oc "Ibex"-properNoun-es
"Ibex"-properNoun-es "Ibex"-properNoun-oc
"Ibèria"-properNoun-oc "Ibèria"-properNoun-es
"Ibèria"-properNoun-es "Ibèria"-properNoun-oc
"Icària"-properNoun-oc "Icaria"-properNoun-es
"Icaria"-properNoun-es "Icària"-properNoun-oc
"Ilha Heard"-properNoun-oc "Isla Heard"-properNoun-es
"Isla Heard"-properNoun-es "Ilha Heard"-properNoun-oc
"Ilha Norfolk"-properNoun-oc "Isla Norfolk"-properNoun-es
"Isla Norfolk"-properNoun-es "Ilha Norfolk"-properNoun-oc
"Ilhes McDonald"-properNoun-oc "islas McDonald"-properNoun-es
"islas McDonald"-properNoun-es "Ilhes McDonald"-properNoun-oc
"Ilhes Salomon"-properNoun-oc "islas Salomó"-properNoun-es
"islas Salomó"-properNoun-es "Ilhes Salomon"-properNoun-oc
"Ilhes Sandwich"-properNoun-oc "Archipiélago de Hawái"-properNoun-es
"Archipiélago de Hawái"-properNoun-es "Ilhes Sandwich"-properNoun-oc
"Intermón"-properNoun-oc "Intermón"-properNoun-es
"Intermón"-properNoun-es "Intermón"-properNoun-oc
"Isidre"-properNoun-oc "Isidre"-properNoun-es
"Isidre"-properNoun-es "Isidre"-properNoun-oc
"Iàsser"-properNoun-oc "Iàsser"-properNoun-es
"Iàsser"-properNoun-es "Iàsser"-properNoun-oc
"Jan Mayen"-properNoun-oc "Jan Mayen"-properNoun-es
"Jan Mayen"-properNoun-es "Jan Mayen"-properNoun-oc
"Jipet"-properNoun-oc "Jipet"-properNoun-es
"Jipet"-properNoun-es "Jipet"-properNoun-oc
"Jovita"-properNoun-oc "Jovita"-properNoun-es
"Jovita"-properNoun-es "Jovita"-properNoun-oc
"Joèl"-properNoun-oc "Joèl"-properNoun-es
"Joèl"-properNoun-es "Joèl"-properNoun-oc
"Jòel"-properNoun-oc "Jòel"-properNoun-es
"Jòel"-properNoun-es "Jòel"-properNoun-oc
"La Vanguardia"-properNoun-oc "La Vanguardia"-properNoun-es
"La Vanguardia"-properNoun-es "La Vanguardia"-properNoun-oc
"Lepant"-properNoun-oc "Naupacto"-properNoun-es
"Naupacto"-properNoun-es "Lepant"-properNoun-oc
"Les Borges Blanques"-properNoun-oc "Borjas Blancas"-properNoun-es
"Borjas Blancas"-properNoun-es "Les Borges Blanques"-properNoun-oc
"Lesseps"-properNoun-oc "Lesseps"-properNoun-es
"Lesseps"-properNoun-es "Lesseps"-properNoun-oc
"Llucmajor"-properNoun-oc "Lluchmayor"-properNoun-es
"Lluchmayor"-properNoun-es "Llucmajor"-properNoun-oc
"Lunnis"-properNoun-oc "Lunnis"-properNoun-es
"Lunnis"-properNoun-es "Lunnis"-properNoun-oc
"MNAC"-properNoun-oc "MNAC"-properNoun-es
"MNAC"-properNoun-es "MNAC"-properNoun-oc
"Manuqueta"-properNoun-oc "Manuqueta"-properNoun-es
"Manuqueta"-properNoun-es "Manuqueta"-properNoun-oc
"Manèl"-properNoun-oc "Manèl"-properNoun-es
"Manèl"-properNoun-es "Manèl"-properNoun-oc
"Marcel·lí"-properNoun-oc "Marcel·lí"-properNoun-es
"Marcel·lí"-properNoun-es "Marcel·lí"-properNoun-oc
"Maremàgnum"-properNoun-oc "Maremagnum"-properNoun-es
"Maremagnum"-properNoun-es "Maremàgnum"-properNoun-oc
"Maresme"-properNoun-oc "Maresme"-properNoun-es
"Maresme"-properNoun-es "Maresme"-properNoun-oc
"Maulets"-properNoun-oc "Maulets"-properNoun-es
"Maulets"-properNoun-es "Maulets"-properNoun-oc
"Maó"-properNoun-oc "Mahón"-properNoun-es
"Mahón"-properNoun-es "Maó"-properNoun-oc
"Memphis"-properNoun-oc "Memphis"-properNoun-es
"Memphis"-properNoun-es "Memphis"-properNoun-oc
"Meridiana"-properNoun-oc "Meridiana"-properNoun-es
"Meridiana"-properNoun-es "Meridiana"-properNoun-oc
"Mescladís"-properNoun-oc "Mescladís"-properNoun-es
"Mescladís"-properNoun-es "Mescladís"-properNoun-oc
"Mides"-properNoun-oc "Mides"-properNoun-es
"Mides"-properNoun-es "Mides"-properNoun-oc
"Midi"-properNoun-oc "Midi"-properNoun-es
"Midi"-properNoun-es "Midi"-properNoun-oc
"Miquelet"-properNoun-oc "Miquelet"-properNoun-es
"Miquelet"-properNoun-es "Miquelet"-properNoun-oc
"Miravitlles"-properNoun-oc "Miravitlles"-properNoun-es
"Miravitlles"-properNoun-es "Miravitlles"-properNoun-oc
"Monclòa"-properNoun-oc "Monclòa"-properNoun-es
"Monclòa"-properNoun-es "Monclòa"-properNoun-oc
"Montnegre"-properNoun-oc "Montnegre"-properNoun-es
"Montnegre"-properNoun-es "Montnegre"-properNoun-oc
"Noddy"-properNoun-oc "Noddy"-properNoun-es
"Noddy"-properNoun-es "Noddy"-properNoun-oc
"Nàstic"-properNoun-oc "Nàstic"-properNoun-es
"Nàstic"-properNoun-es "Nàstic"-properNoun-oc
"Ontinyent"-properNoun-oc "Onteniente"-properNoun-es
"Onteniente"-properNoun-es "Ontinyent"-properNoun-oc
"Packard"-properNoun-oc "Packard"-properNoun-es
"Packard"-properNoun-es "Packard"-properNoun-oc
"Palhars"-properNoun-oc "Pallars"-properNoun-es
"Pallars"-properNoun-es "Palhars"-properNoun-oc
"Papagueno"-properNoun-oc "Papagueno"-properNoun-es
"Papagueno"-properNoun-es "Papagueno"-properNoun-oc
"Pardinyas"-properNoun-oc "Pardinyas"-properNoun-es
"Pardinyas"-properNoun-es "Pardinyas"-properNoun-oc
"Païses Baltics"-properNoun-oc "Países Bálticos"-properNoun-es
"Países Bálticos"-properNoun-es "Païses Baltics"-properNoun-oc
"Pinaret"-properNoun-oc "Pinaret"-properNoun-es
"Pinaret"-properNoun-es "Pinaret"-properNoun-oc
"Pitcairn"-properNoun-oc "Pitcairn"-properNoun-es
"Pitcairn"-properNoun-es "Pitcairn"-properNoun-oc
"Pleta"-properNoun-oc "Pleta"-properNoun-es
"Pleta"-properNoun-es "Pleta"-properNoun-oc
"Politecnica"-properNoun-oc "Politècnica"-properNoun-es
"Politècnica"-properNoun-es "Politecnica"-properNoun-oc
"Politkòvskaia"-properNoun-oc "Politkòvskaia"-properNoun-es
"Politkòvskaia"-properNoun-es "Politkòvskaia"-properNoun-oc
"Portaferrissa"-properNoun-oc "Portaferrissa"-properNoun-es
"Portaferrissa"-properNoun-es "Portaferrissa"-properNoun-oc
"Prats de Molló"-properNoun-oc "Prats de Molló"-properNoun-es
"Prats de Molló"-properNoun-es "Prats de Molló"-properNoun-oc
"Prepirenèu"-properNoun-oc "Prepirineo"-properNoun-es
"Prepirineo"-properNoun-es "Prepirenèu"-properNoun-oc
"Puigcerdà"-properNoun-oc "Puigcerdá"-properNoun-es
"Puigcerdá"-properNoun-es "Puigcerdà"-properNoun-oc
"Quico"-properNoun-oc "Quico"-properNoun-es
"Quico"-properNoun-es "Quico"-properNoun-oc
"Reunion"-properNoun-oc "Reunion"-properNoun-es
"Reunion"-properNoun-es "Reunion"-properNoun-oc
"Ribagorça"-properNoun-es "Ribagòrça"-properNoun-oc
"Ribagòrça"-properNoun-oc "Ribagorça"-properNoun-es
"Romea"-properNoun-oc "Romea"-properNoun-es
"Romea"-properNoun-es "Romea"-properNoun-oc
"Ruda"-properNoun-oc "Ruda"-properNoun-es
"Ruda"-properNoun-es "Ruda"-properNoun-oc
"Safor"-properNoun-oc "Safor"-properNoun-es
"Safor"-properNoun-es "Safor"-properNoun-oc
"Saint Gaudens"-properNoun-oc "Saint Gaudens"-properNoun-es
"Saint Gaudens"-properNoun-es "Saint Gaudens"-properNoun-oc
"Salient"-properNoun-oc "Salient"-properNoun-es
"Salient"-properNoun-es "Salient"-properNoun-oc
"Sant Cristopher e Nevis"-properNoun-oc "Sant Cristóbal y Nieves"-properNoun-es
"Sant Cristóbal y Nieves"-properNoun-es "Sant Cristopher e Nevis"-properNoun-oc
"Sant Gervasi"-properNoun-oc "Sant Gervasi"-properNoun-es
"Sant Gervasi"-properNoun-es "Sant Gervasi"-properNoun-oc
"Sant Vincent e es Grenadines"-properNoun-oc "San Vincente i las Granadinas"-properNoun-es
"San Vincente i las Granadinas"-properNoun-es "Sant Vincent e es Grenadines"-properNoun-oc
"Sarastro"-properNoun-oc "Sarastro"-properNoun-es
"Sarastro"-properNoun-es "Sarastro"-properNoun-oc
"Sexta"-properNoun-oc "Sexta"-properNoun-es
"Sexta"-properNoun-es "Sexta"-properNoun-oc
"Shin-Chan"-properNoun-oc "Shin-Chan"-properNoun-es
"Shin-Chan"-properNoun-es "Shin-Chan"-properNoun-oc
"Softcatalà"-properNoun-oc "Softcatalà"-properNoun-es
"Softcatalà"-properNoun-es "Softcatalà"-properNoun-oc
"Super3"-properNoun-oc "Super3"-properNoun-es
"Super3"-properNoun-es "Super3"-properNoun-oc
"Tamino"-properNoun-oc "Tamino"-properNoun-es
"Tamino"-properNoun-es "Tamino"-properNoun-oc
"Tau"-properNoun-oc "Tau"-properNoun-es
"Tau"-properNoun-es "Tau"-properNoun-oc
"Tecnotast"-properNoun-oc "Tecnotast"-properNoun-es
"Tecnotast"-properNoun-es "Tecnotast"-properNoun-oc
"Tele-5"-properNoun-oc "Tele-5"-properNoun-es
"Tele-5"-properNoun-es "Tele-5"-properNoun-oc
"Terradets"-properNoun-oc "Terradets"-properNoun-es
"Terradets"-properNoun-es "Terradets"-properNoun-oc
"Tibidabo"-properNoun-oc "Tibidabo"-properNoun-es
"Tibidabo"-properNoun-es "Tibidabo"-properNoun-oc
"Torpark"-properNoun-oc "Torpark"-properNoun-es
"Torpark"-properNoun-es "Torpark"-properNoun-oc
"Treviso"-properNoun-oc "Treviso"-properNoun-es
"Treviso"-properNoun-es "Treviso"-properNoun-oc
"Tèrres Australas Franceses"-properNoun-oc "Tierras Australes Francesas"-properNoun-es
"Tierras Australes Francesas"-properNoun-es "Tèrres Australas Franceses"-properNoun-oc
"Val d'Aosta"-properNoun-oc "Valle de Aosta"-properNoun-es
"Valle de Aosta"-properNoun-es "Val d'Aosta"-properNoun-oc
"Valldigna"-properNoun-oc "Valldigna"-properNoun-es
"Valldigna"-properNoun-es "Valldigna"-properNoun-oc
"Varradòs"-properNoun-oc "Varradòs"-properNoun-es
"Varradòs"-properNoun-es "Varradòs"-properNoun-oc
"Via Laietana"-properNoun-oc "Via Laietana"-properNoun-es
"Via Laietana"-properNoun-es "Via Laietana"-properNoun-oc
"Vinalopó"-properNoun-oc "Vinalopó"-properNoun-es
"Vinalopó"-properNoun-es "Vinalopó"-properNoun-oc
"Wanadoo"-properNoun-oc "Wanadoo"-properNoun-es
"Wanadoo"-properNoun-es "Wanadoo"-properNoun-oc
"Washington Post"-properNoun-oc "Washington Post"-properNoun-es
"Washington Post"-properNoun-es "Washington Post"-properNoun-oc
"Water Aid"-properNoun-oc "Water Aid"-properNoun-es
"Water Aid"-properNoun-es "Water Aid"-properNoun-oc
"Wikipèdia"-properNoun-oc "Viquipèdia"-properNoun-es
"Viquipèdia"-properNoun-es "Wikipèdia"-properNoun-oc
"Winterthur"-properNoun-oc "Winterthur"-properNoun-es
"Winterthur"-properNoun-es "Winterthur"-properNoun-oc
"World Community Grid"-properNoun-oc "World Community Grid"-properNoun-es
"World Community Grid"-properNoun-es "World Community Grid"-properNoun-oc
"Xesco"-properNoun-oc "Xesco"-properNoun-es
"Xesco"-properNoun-es "Xesco"-properNoun-oc
"Zona Franca"-properNoun-oc "Zona franca"-properNoun-es
"Zona franca"-properNoun-es "Zona Franca"-properNoun-oc
"al-Qaida"-properNoun-oc "al-Qaida"-properNoun-es
"al-Qaida"-properNoun-es "al-Qaida"-properNoun-oc
"baia de Baffin"-properNoun-oc "Bahía de Baffin"-properNoun-es
"Bahía de Baffin"-properNoun-es "baia de Baffin"-properNoun-oc
"golf de Bengala"-properNoun-oc "Bahía de Bengala"-properNoun-es
"Bahía de Bengala"-properNoun-es "golf de Bengala"-properNoun-oc
"illa de l'Ascension"-properNoun-oc "isla Ascensión"-properNoun-es
"isla Ascensión"-properNoun-es "illa de l'Ascension"-properNoun-oc
"illas Andaman"-properNoun-oc "Islas Andamán y Nicobar"-properNoun-es
"Islas Andamán y Nicobar"-properNoun-es "illas Andaman"-properNoun-oc
"illas dels Antipòdes"-properNoun-oc "islas de las Antípodas"-properNoun-es
"islas de las Antípodas"-properNoun-es "illas dels Antipòdes"-properNoun-oc
"lac Baikal"-properNoun-oc "Lago Baikal"-properNoun-es
"Lago Baikal"-properNoun-es "lac Baikal"-properNoun-oc
"multiplex"-properNoun-oc "multiplex"-properNoun-es
"multiplex"-properNoun-es "multiplex"-properNoun-oc
"pic d'Aneto"-properNoun-oc "Pico Aneto"-properNoun-es
"Pico Aneto"-properNoun-es "pic d'Aneto"-properNoun-oc
"tv3"-properNoun-oc "tv3"-properNoun-es
"tv3"-properNoun-es "tv3"-properNoun-oc
"vilaweb"-properNoun-oc "vilaweb"-properNoun-es
"vilaweb"-properNoun-es "vilaweb"-properNoun-oc
"Òmnium"-properNoun-oc "Òmnium"-properNoun-es
"Òmnium"-properNoun-es "Òmnium"-properNoun-oc
"Òrus"-properNoun-oc "Horus"-properNoun-es
"Horus"-properNoun-es "Òrus"-properNoun-oc
"INEM"-noun-oc "INEM"-noun-es
"INEM"-noun-es "INEM"-noun-oc
"OMC"-noun-oc "OMC"-noun-es
"OMC"-noun-es "OMC"-noun-oc
"ONCE"-noun-oc "ONCE"-noun-es
"ONCE"-noun-es "ONCE"-noun-oc
"SL"-noun-oc "SL"-noun-es
"SL"-noun-es "SL"-noun-oc
"TDT"-noun-oc "TDT"-noun-es
"TDT"-noun-es "TDT"-noun-oc
"TVC"-noun-oc "TVC"-noun-es
"TVC"-noun-es "TVC"-noun-oc
"UCE"-noun-oc "UCE"-noun-es
"UCE"-noun-es "UCE"-noun-oc
"URV"-noun-oc "URV"-noun-es
"URV"-noun-es "URV"-noun-oc
"UTE"-noun-oc "UTE"-noun-es
"UTE"-noun-es "UTE"-noun-oc
"abituacion"-noun-oc "habituación"-noun-es
"habituación"-noun-es "abituacion"-noun-oc
"abjeccion"-noun-oc "abyección"-noun-es
"abyección"-noun-es "abjeccion"-noun-oc
"acalhauament"-noun-oc "apedreamiento"-noun-es
"apedreamiento"-noun-es "acalhauament"-noun-oc
"aigalèr"-noun-oc "reguera"-noun-es
"reguera"-noun-es "aigalèr"-noun-oc
"reguera"-noun-es "aigualèr"-noun-oc
"aigualèr"-noun-oc "reguera"-noun-es
"aishamplatge"-noun-oc "ensanche"-noun-es
"ensanche"-noun-es "aishamplatge"-noun-oc
"aninòs"-noun-oc "estrenas"-noun-es
"estrenas"-noun-es "aninòs"-noun-oc
"artifalha"-noun-oc "trapisonda"-noun-es
"artifalha"-noun-oc "desmadre"-noun-es
"trapisonda"-noun-es "artifalha"-noun-oc
"trapisonda"-noun-es "bataclam"-noun-oc
"desmadre"-noun-es "artifalha"-noun-oc
"desmadre"-noun-es "bataclam"-noun-oc
"bataclam"-noun-oc "trapisonda"-noun-es
"bataclam"-noun-oc "desmadre"-noun-es
"assopliment"-noun-oc "desparpajo"-noun-es
"desparpajo"-noun-es "assopliment"-noun-oc
"bandidalha"-noun-oc "chusma"-noun-es
"chusma"-noun-es "bandidalha"-noun-oc
"chusma"-noun-es "chorma"-noun-oc
"chusma"-noun-es "mandrengalha"-noun-oc
"chorma"-noun-oc "chusma"-noun-es
"chorma"-noun-oc "briba"-noun-es
"mandrengalha"-noun-oc "chusma"-noun-es
"bocai"-noun-oc "trapa"-noun-es
"trapa"-noun-es "bocai"-noun-oc
"bostifalha"-noun-oc "manduca"-noun-es
"manduca"-noun-es "bostifalha"-noun-oc
"braulon"-noun-oc "moscardón"-noun-es
"moscardón"-noun-es "braulon"-noun-oc
"cabeste"-noun-oc "ronzal"-noun-es
"ronzal"-noun-es "cabeste"-noun-oc
"cassenhau"-noun-oc "robledal"-noun-es
"cassenhau"-noun-oc "robledo"-noun-es
"cassenhau"-noun-oc "robleda"-noun-es
"robledal"-noun-es "cassenhau"-noun-oc
"robledal"-noun-es "rovièra"-noun-oc
"robledo"-noun-es "cassenhau"-noun-oc
"robledo"-noun-es "rovièra"-noun-oc
"robleda"-noun-es "cassenhau"-noun-oc
"robleda"-noun-es "rovièra"-noun-oc
"rovièra"-noun-oc "robledal"-noun-es
"rovièra"-noun-oc "robledo"-noun-es
"rovièra"-noun-oc "robleda"-noun-es
"chicolatada"-noun-oc "chocolatada"-noun-es
"chocolatada"-noun-es "chicolatada"-noun-oc
"tripartit"-noun-oc "tripartito"-noun-es
"tripartito"-noun-es "tripartit"-noun-oc
"briba"-noun-es "chorma"-noun-oc
"cimentacion"-noun-oc "cimentación"-noun-es
"cimentación"-noun-es "cimentacion"-noun-oc
"consultòri"-noun-oc "consultorio"-noun-es
"consultorio"-noun-es "consultòri"-noun-oc
"cooficilitat"-noun-oc "cooficialidad"-noun-es
"cooficialidad"-noun-es "cooficilitat"-noun-oc
"corpus"-noun-oc "corpus"-noun-es
"corpus"-noun-es "corpus"-noun-oc
"corpus"-noun-es "còrpus"-noun-oc
"còrpus"-noun-oc "corpus"-noun-es
"creishuda"-noun-oc "crecida"-noun-es
"crecida"-noun-es "creishuda"-noun-oc
"criptologia"-noun-oc "criptología"-noun-es
"criptología"-noun-es "criptologia"-noun-oc
"cunhèstra"-noun-oc "ventisquero"-noun-es
"ventisquero"-noun-es "cunhèstra"-noun-oc
"còlportaire"-noun-oc "marchante"-noun-es
"marchante"-noun-es "còlportaire"-noun-oc
"decim"-noun-oc "décimo"-noun-es
"décimo"-noun-es "decim"-noun-oc
"defalhiment"-noun-oc "desfallecimiento"-noun-es
"desfallecimiento"-noun-es "defalhiment"-noun-oc
"desamortizacion"-noun-oc "desamortización"-noun-es
"desamortización"-noun-es "desamortizacion"-noun-oc
"desarraïcsament"-noun-oc "desarraigo"-noun-es
"desarraigo"-noun-es "desarraïcsament"-noun-oc
"desaven"-noun-oc "desavenencia"-noun-es
"desavenencia"-noun-es "desaven"-noun-oc
"desconsideracion"-noun-oc "desconsideración"-noun-es
"desconsideración"-noun-es "desconsideracion"-noun-oc
"descredit"-noun-oc "descrédito"-noun-es
"descrédito"-noun-es "descredit"-noun-oc
"dignificacion"-noun-oc "dignificación"-noun-es
"dignificación"-noun-es "dignificacion"-noun-oc
"ensenhament preelementari"-noun-oc "educación preescolar"-noun-es
"educación preescolar"-noun-es "ensenhament preelementari"-noun-oc
"esclafon"-noun-oc "cencerro"-noun-es
"cencerro"-noun-es "esclafon"-noun-oc
"cencerro"-noun-es "tringòla"-noun-oc
"tringòla"-noun-oc "cencerro"-noun-es
"escorreguda"-noun-oc "carrerilla"-noun-es
"carrerilla"-noun-es "escorreguda"-noun-oc
"esmalhancament"-noun-oc "descoyuntamiento"-noun-es
"descoyuntamiento"-noun-es "esmalhancament"-noun-oc
"esmòla"-noun-oc "mola"-noun-es
"mola"-noun-es "esmòla"-noun-oc
"espelada"-noun-oc "rascadura"-noun-es
"rascadura"-noun-es "espelada"-noun-oc
"exconselhièr"-noun-oc "exconsejero"-noun-es
"exconsejero"-noun-es "exconselhièr"-noun-oc
"exconsejero"-noun-es "exconselhèr"-noun-oc
"exconselhèr"-noun-oc "exconsejero"-noun-es
"exespia"-noun-oc "ex-espía"-noun-es
"ex-espía"-noun-es "exespia"-noun-oc
"exhemna"-noun-oc "ex-mujer"-noun-es
"ex-mujer"-noun-es "exhemna"-noun-oc
"exministre"-noun-oc "exministro"-noun-es
"exministro"-noun-es "exministre"-noun-oc
"familiarisacion"-noun-oc "familiarización"-noun-es
"familiarización"-noun-es "familiarisacion"-noun-oc
"familiarización"-noun-es "familiarizacion"-noun-oc
"familiarizacion"-noun-oc "familiarización"-noun-es
"fesomia"-noun-oc "fisionomía"-noun-es
"fisionomía"-noun-es "fesomia"-noun-oc
"foncionariat"-noun-oc "funcionariado"-noun-es
"funcionariado"-noun-es "foncionariat"-noun-oc
"gandiadera"-noun-oc "vagabundería"-noun-es
"vagabundería"-noun-es "gandiadera"-noun-oc
"garron"-noun-oc "corvejón"-noun-es
"garron"-noun-oc "jarrete"-noun-es
"corvejón"-noun-es "garron"-noun-oc
"jarrete"-noun-es "garron"-noun-oc
"impermeabilizacion"-noun-oc "impermeabilización"-noun-es
"impermeabilización"-noun-es "impermeabilizacion"-noun-oc
"incentivacion"-noun-oc "incentivación"-noun-es
"incentivación"-noun-es "incentivacion"-noun-oc
"interiorisme"-noun-oc "interiorismo"-noun-es
"interiorismo"-noun-es "interiorisme"-noun-oc
"laspanada"-noun-oc "topada"-noun-es
"topada"-noun-es "laspanada"-noun-oc
"loca"-noun-oc "clueca"-noun-es
"clueca"-noun-es "loca"-noun-oc
"loserina"-noun-oc "pudinga"-noun-es
"pudinga"-noun-es "loserina"-noun-oc
"macrodepartament"-noun-oc "macrodepartamento"-noun-es
"macrodepartamento"-noun-es "macrodepartament"-noun-oc
"mainadèra"-noun-oc "chiquillería"-noun-es
"chiquillería"-noun-es "mainadèra"-noun-oc
"malafacha"-noun-oc "trastada"-noun-es
"trastada"-noun-es "malafacha"-noun-oc
"trastada"-noun-es "malahèta"-noun-oc
"malahèta"-noun-oc "trastada"-noun-es
"marcosset"-noun-oc "mercurial"-noun-es
"mercurial"-noun-es "marcosset"-noun-oc
"moderador"-noun-oc "moderador"-noun-es
"moderador"-noun-es "moderador"-noun-oc
"mestressa"-noun-oc "ama"-noun-es
"ama"-noun-es "mestressa"-noun-oc
"mieicampiste"-noun-oc "mediocampista"-noun-es
"mieicampiste"-noun-oc "mediocentro"-noun-es
"mediocampista"-noun-es "mieicampiste"-noun-oc
"mediocentro"-noun-es "mieicampiste"-noun-oc
"minjamosques"-noun-oc "papamoscas"-noun-es
"papamoscas"-noun-es "minjamosques"-noun-oc
"moscatelh"-noun-oc "moscatel"-noun-es
"moscatel"-noun-es "moscatelh"-noun-oc
"museta"-noun-oc "zurrón"-noun-es
"zurrón"-noun-es "museta"-noun-oc
"ofimatica"-noun-oc "ofimática"-noun-es
"ofimática"-noun-es "ofimatica"-noun-oc
"orfeon"-noun-oc "orfeón"-noun-es
"orfeón"-noun-es "orfeon"-noun-oc
"pauc"-noun-oc "poco"-noun-es
"poco"-noun-es "pauc"-noun-oc
