"l"-noun-oc "l"-noun-es
"gorgola"-noun-oc "bajante"-noun-es
"arriuet"-noun-oc "arroyo"-noun-es
"arriuet"-noun-oc "riachuelo"-noun-es
"arroyo"-noun-es "arriuet"-noun-oc
"arroyo"-noun-es "riuet"-noun-oc
"riachuelo"-noun-es "arriuet"-noun-oc
"riachuelo"-noun-es "riuet"-noun-oc
"riuet"-noun-oc "arroyo"-noun-es
"riuet"-noun-oc "riachuelo"-noun-es
"arròs"-noun-oc "arroz"-noun-es
"arroz"-noun-es "arròs"-noun-oc
"arturada del huec"-noun-oc "alto el fuego"-noun-es
"alto el fuego"-noun-es "arturada del huec"-noun-oc
"alto el fuego"-noun-es "arturada deth huec"-noun-oc
"arturada deth huec"-noun-oc "alto el fuego"-noun-es
"ascens"-noun-oc "ascenso"-noun-es
"ascenso"-noun-es "ascens"-noun-oc
"assessoria"-noun-oc "asesoría"-noun-es
"asesoría"-noun-es "assessoria"-noun-oc
"atac"-noun-oc "ataque"-noun-es
"ataque"-noun-es "atac"-noun-oc
"audida"-noun-oc "oído"-noun-es
"oído"-noun-es "audida"-noun-oc
"oído"-noun-es "ausida"-noun-oc
"ausida"-noun-oc "oído"-noun-es
"auditoria"-noun-oc "auditoría"-noun-es
"auditoría"-noun-es "auditoria"-noun-oc
"tornillo"-noun-es "avitz"-noun-oc
"tornillo"-noun-es "vitz"-noun-oc
"balançader"-noun-oc "columpio"-noun-es
"columpio"-noun-es "balançader"-noun-oc
"baran"-noun-oc "aureola"-noun-es
"aureola"-noun-es "baran"-noun-oc
"barbèr"-noun-oc "barbero"-noun-es
"barbero"-noun-es "barbèr"-noun-oc
"barceloniste"-noun-oc "barcelonista"-noun-es
"barcelonista"-noun-es "barceloniste"-noun-oc
"barracòt"-noun-oc "barracón"-noun-es
"barracón"-noun-es "barracòt"-noun-oc
"barron"-noun-oc "barrote"-noun-es
"barrote"-noun-es "barron"-noun-oc
"basquetbòl"-noun-oc "baloncesto"-noun-es
"baloncesto"-noun-es "basquetbòl"-noun-oc
"sequestrador"-noun-oc "secuestrador"-noun-es
"secuestrador"-noun-es "sequestrador"-noun-oc
"bavorada"-noun-oc "vaho"-noun-es
"vaho"-noun-es "bavorada"-noun-oc
"vaho"-noun-es "bugor"-noun-oc
"bugor"-noun-oc "vaho"-noun-es
"bilheta"-noun-oc "papeleta"-noun-es
"papeleta"-noun-es "bilheta"-noun-oc
"blocosfèra"-noun-oc "blogosfera"-noun-es
"blogosfera"-noun-es "blocosfèra"-noun-oc
"bohet"-noun-oc "bofetada"-noun-es
"bofetada"-noun-es "bohet"-noun-oc
"bombon"-noun-oc "bombón"-noun-es
"bombón"-noun-es "bombon"-noun-oc
"bordalat"-noun-oc "villorio"-noun-es
"villorio"-noun-es "bordalat"-noun-oc
"bostòc"-noun-oc "grumo"-noun-es
"grumo"-noun-es "bostòc"-noun-oc
"grumo"-noun-es "coquèl"-noun-oc
"coquèl"-noun-oc "grumo"-noun-es
"botiguièr"-noun-oc "tendero"-noun-es
"tendero"-noun-es "botiguièr"-noun-oc
"brancatge"-noun-oc "ramaje"-noun-es
"ramaje"-noun-es "brancatge"-noun-oc
"ramaje"-noun-es "ramatge"-noun-oc
"ramatge"-noun-oc "ramaje"-noun-es
"brandida"-noun-oc "sacudida"-noun-es
"sacudida"-noun-es "brandida"-noun-oc
"sacudida"-noun-es "secodida"-noun-oc
"secodida"-noun-oc "sacudida"-noun-es
"brau"-noun-oc "toro"-noun-es
"toro"-noun-es "brau"-noun-oc
"braulon"-noun-oc "abejorro"-noun-es
"abejorro"-noun-es "braulon"-noun-oc
"cablejat"-noun-oc "cableado"-noun-es
"cableado"-noun-es "cablejat"-noun-oc
"bromèra"-noun-oc "nebulosidad"-noun-es
"nebulosidad"-noun-es "bromèra"-noun-oc
"bères arts"-noun-oc "bellas artes"-noun-es
"bellas artes"-noun-es "bères arts"-noun-oc
"cabal"-noun-oc "caudal"-noun-es
"caudal"-noun-es "cabal"-noun-oc
"caudal"-noun-es "cabau"-noun-oc
"cabau"-noun-oc "caudal"-noun-es
"cabelh"-noun-oc "espiga"-noun-es
"espiga"-noun-es "cabelh"-noun-oc
"cabidornat"-noun-oc "renacuajo"-noun-es
"renacuajo"-noun-es "cabidornat"-noun-oc
"renacuajo"-noun-es "cabornac"-noun-oc
"renacuajo"-noun-es "cabòs"-noun-oc
"renacuajo"-noun-es "capgròs"-noun-oc
"renacuajo"-noun-es "lapasson"-noun-oc
"cabornac"-noun-oc "renacuajo"-noun-es
"cabòs"-noun-oc "renacuajo"-noun-es
"capgròs"-noun-oc "renacuajo"-noun-es
"lapasson"-noun-oc "renacuajo"-noun-es
"caciquisme"-noun-oc "caciquismo"-noun-es
"caciquismo"-noun-es "caciquisme"-noun-oc
"cadèl"-noun-oc "cachorro"-noun-es
"cachorro"-noun-es "cadèl"-noun-oc
"cachorro"-noun-es "cadèth"-noun-oc
"cadèth"-noun-oc "cachorro"-noun-es
"caishòla"-noun-oc "colmillo"-noun-es
"colmillo"-noun-es "caishòla"-noun-oc
"caleishon"-noun-oc "casilla"-noun-es
"casilla"-noun-es "caleishon"-noun-oc
"camada"-noun-oc "zancada"-noun-es
"zancada"-noun-es "camada"-noun-oc
"canabàs"-noun-oc "cannabis"-noun-es
"canabàs"-noun-oc "cáñamo"-noun-es
"cannabis"-noun-es "canabàs"-noun-oc
"cáñamo"-noun-es "canabàs"-noun-oc
"cansadera"-noun-oc "cansancio"-noun-es
"cansancio"-noun-es "cansadera"-noun-oc
"cansancio"-noun-es "cansament"-noun-oc
"cansancio"-noun-es "espisament"-noun-oc
"cansament"-noun-oc "cansancio"-noun-es
"espisament"-noun-oc "cansancio"-noun-es
"cantautor"-noun-oc "cantautor"-noun-es
"cantautor"-noun-es "cantautor"-noun-oc
"cantierada"-noun-oc "montón"-noun-es
"montón"-noun-es "cantierada"-noun-oc
"cantoada"-noun-oc "esquina"-noun-es
"esquina"-noun-es "cantoada"-noun-oc
"cantre"-noun-oc "botijo"-noun-es
"cantre"-noun-oc "cántaro"-noun-es
"botijo"-noun-es "cantre"-noun-oc
"cántaro"-noun-es "cantre"-noun-oc
"capacitacion"-noun-oc "capacitación"-noun-es
"capacitación"-noun-es "capacitacion"-noun-oc
"caperader"-noun-oc "tapadera"-noun-es
"tapadera"-noun-es "caperader"-noun-oc
"caractèr obligatòri"-noun-oc "obligatoriedad"-noun-es
"obligatoriedad"-noun-es "caractèr obligatòri"-noun-oc
"cargue"-noun-oc "cargo"-noun-es
"cargo"-noun-es "cargue"-noun-oc
"carril"-noun-oc "carril"-noun-es
"carril"-noun-es "carril"-noun-oc
"carrincladera"-noun-oc "quejido"-noun-es
"quejido"-noun-es "carrincladera"-noun-oc
"carrèr"-noun-oc "calle"-noun-es
"calle"-noun-es "carrèr"-noun-oc
"calle"-noun-es "carrièira"-noun-oc
"carrièira"-noun-oc "calle"-noun-es
"cartèra"-noun-oc "cartera"-noun-es
"cartera"-noun-es "cartèra"-noun-oc
"casa discografica"-noun-oc "discográfica"-noun-es
"discográfica"-noun-es "casa discografica"-noun-oc
"discográfica"-noun-es "ostal discografic"-noun-oc
"ostal discografic"-noun-oc "discográfica"-noun-es
"casalon"-noun-oc "caseta"-noun-es
"caseta"-noun-es "casalon"-noun-oc
"caseta"-noun-es "caseta"-noun-oc
"caseta"-noun-oc "caseta"-noun-es
"casau"-noun-oc "casal"-noun-es
"casal"-noun-es "casau"-noun-oc
"catedratic"-noun-oc "catedrático"-noun-es
"catedrático"-noun-es "catedratic"-noun-oc
"caudheired"-noun-oc "escalofrío"-noun-es
"escalofrío"-noun-es "caudheired"-noun-oc
"escalofrío"-noun-es "estrementida"-noun-oc
"escalofrío"-noun-es "fresiment"-noun-oc
"estrementida"-noun-oc "escalofrío"-noun-es
"fresiment"-noun-oc "escalofrío"-noun-es
"cauhader"-noun-oc "calentador"-noun-es
"calentador"-noun-es "cauhader"-noun-oc
"calentador"-noun-es "escalfeta"-noun-oc
"escalfeta"-noun-oc "calentador"-noun-es
"cava"-noun-oc "cava"-noun-es
"cava"-noun-es "cava"-noun-oc
"caviar"-noun-oc "caviar"-noun-es
"caviar"-noun-es "caviar"-noun-oc
"cavèrna"-noun-oc "caverna"-noun-es
"caverna"-noun-es "cavèrna"-noun-oc
"celhèr"-noun-oc "bodega"-noun-es
"bodega"-noun-es "celhèr"-noun-oc
"bodega"-noun-es "celièr"-noun-oc
"bodega"-noun-es "cerèr"-noun-oc
"bodega"-noun-es "chai"-noun-oc
"celièr"-noun-oc "bodega"-noun-es
"cerèr"-noun-oc "bodega"-noun-es
"chai"-noun-oc "bodega"-noun-es
"centredrecha"-noun-oc "centroderecha"-noun-es
"centroderecha"-noun-es "centredrecha"-noun-oc
"centroderecha"-noun-es "centredreita"-noun-oc
"centroderecha"-noun-es "centredreta"-noun-oc
"centredreita"-noun-oc "centroderecha"-noun-es
"centredreta"-noun-oc "centroderecha"-noun-es
"chat"-noun-oc "chat"-noun-es
"chat"-noun-es "chat"-noun-oc
"cheic"-noun-oc "jeque"-noun-es
"jeque"-noun-es "cheic"-noun-oc
"chilenc"-noun-oc "chileno"-noun-es
"chileno"-noun-es "chilenc"-noun-oc
"clam"-noun-oc "clamor"-noun-es
"clamor"-noun-es "clam"-noun-oc
"coblet"-noun-oc "copla"-noun-es
"copla"-noun-es "coblet"-noun-oc
"coeire"-noun-oc "cobre"-noun-es
"cobre"-noun-es "coeire"-noun-oc
"cogant"-noun-oc "ocaso"-noun-es
"cogant"-noun-oc "occidente"-noun-es
"ocaso"-noun-es "cogant"-noun-oc
"occidente"-noun-es "cogant"-noun-oc
"cogeneracion"-noun-oc "cogeneración"-noun-es
"cogeneración"-noun-es "cogeneracion"-noun-oc
"coitiu"-noun-oc "cultivo"-noun-es
"cultivo"-noun-es "coitiu"-noun-oc
"cultivo"-noun-es "cultiu"-noun-oc
"cultiu"-noun-oc "cultivo"-noun-es
"colader"-noun-oc "colador"-noun-es
"colador"-noun-es "colader"-noun-oc
"compladença"-noun-oc "delectación"-noun-es
"delectación"-noun-es "delèit"-noun-oc
"delectación"-noun-es "compladença"-noun-oc
"conclau"-noun-oc "cónclave"-noun-es
"cónclave"-noun-es "conclau"-noun-oc
"concorsant"-noun-oc "concursante"-noun-es
"concursante"-noun-es "concorsant"-noun-oc
"confianza"-noun-es "confidança"-noun-oc
"confidança"-noun-oc "confianza"-noun-es
"conflament"-noun-oc "hinchazón"-noun-es
"hinchazón"-noun-es "conflament"-noun-oc
"hinchazón"-noun-es "holadura"-noun-oc
"holadura"-noun-oc "hinchazón"-noun-es
"congressiste"-noun-oc "congresista"-noun-es
"congresista"-noun-es "congressiste"-noun-oc
"conscienciacion"-noun-oc "concienciación"-noun-es
"concienciación"-noun-es "conscienciacion"-noun-oc
"concienciación"-noun-es "concienciacion"-noun-oc
"concienciacion"-noun-oc "concienciación"-noun-es
"conselheria"-noun-oc "consellería"-noun-es
"conselheria"-noun-oc "consejería"-noun-es
"consellería"-noun-es "conselheria"-noun-oc
"consejería"-noun-es "conselheria"-noun-oc
"consenso"-noun-es "consensus"-noun-oc
"consensus"-noun-oc "consenso"-noun-es
"consultor"-noun-oc "consultor"-noun-es
"consultor"-noun-es "consultor"-noun-oc
"contrapunt"-noun-oc "contrapunto"-noun-es
"contrapunto"-noun-es "contrapunt"-noun-oc
"contrarelòtge"-noun-oc "contrarreloj"-noun-es
"contrarreloj"-noun-es "contrarelòtge"-noun-oc
"contribuable"-noun-oc "contribuyente"-noun-es
"contribuyente"-noun-es "contribuable"-noun-oc
"copòla"-noun-oc "cúpula"-noun-es
"cúpula"-noun-es "copòla"-noun-oc
"coquilhon"-noun-oc "buñuelo"-noun-es
"buñuelo"-noun-es "coquilhon"-noun-oc
"cornishon"-noun-oc "pepino"-noun-es
"pepino"-noun-es "cornishon"-noun-oc
"corral"-noun-oc "corral"-noun-es
"corral"-noun-es "corral"-noun-oc
"corral"-noun-es "corrau"-noun-oc
"corrau"-noun-oc "corral"-noun-es
"correg"-noun-oc "cordón"-noun-es
"cordón"-noun-es "correg"-noun-oc
"costum"-noun-oc "costumbre"-noun-es
"costumbre"-noun-es "costum"-noun-oc
"costumbre"-noun-es "usança"-noun-oc
"usança"-noun-oc "costumbre"-noun-es
"crambèr"-noun-oc "camarero"-noun-es
"camarero"-noun-es "crambèr"-noun-oc
"cristianodemocrata"-noun-oc "cristianodemócrata"-noun-es
"cristianodemócrata"-noun-es "cristianodemocrata"-noun-oc
"crompador"-noun-oc "comprador"-noun-es
"comprador"-noun-es "crompador"-noun-oc
"cuelheta"-noun-oc "cosecha"-noun-es
"cosecha"-noun-es "cuelheta"-noun-oc
"cosecha"-noun-es "cuelhuda"-noun-oc
"cosecha"-noun-es "culhita"-noun-oc
"cuelhuda"-noun-oc "cosecha"-noun-es
"culhita"-noun-oc "cosecha"-noun-es
"cuic"-noun-oc "arista"-noun-es
"cuic"-noun-oc "ángulo"-noun-es
"arista"-noun-es "cuic"-noun-oc
"arista"-noun-es "sernelha"-noun-oc
"ángulo"-noun-es "cuic"-noun-oc
"sernelha"-noun-oc "arista"-noun-es
"curbetaula"-noun-oc "tapete"-noun-es
"tapete"-noun-es "curbetaula"-noun-oc
"tapete"-noun-es "tapet"-noun-oc
"tapet"-noun-oc "tapete"-noun-es
"curriculum"-noun-oc "currículo"-noun-es
"curriculum"-noun-oc "currículum"-noun-es
"currículo"-noun-es "curriculum"-noun-oc
"currículum"-noun-es "curriculum"-noun-oc
"custòdia"-noun-oc "custodia"-noun-es
"custodia"-noun-es "custòdia"-noun-oc
"decennia"-noun-oc "decenio"-noun-es
"decenio"-noun-es "decennia"-noun-oc
"decibèl"-noun-oc "decibelio"-noun-es
"decibelio"-noun-es "decibèl"-noun-oc
"deficient"-noun-oc "deficiente"-noun-es
"deficiente"-noun-es "deficient"-noun-oc
"degrèu"-noun-oc "aflicción"-noun-es
"aflicción"-noun-es "degrèu"-noun-oc
"dejun"-noun-oc "ayuno"-noun-es
"ayuno"-noun-es "dejun"-noun-oc
"delinqüent"-noun-oc "delincuente"-noun-es
"delincuente"-noun-es "delinqüent"-noun-oc
"delta"-noun-oc "delta"-noun-es
"delta"-noun-es "delta"-noun-oc
"demora"-noun-oc "espera"-noun-es
"espera"-noun-es "demora"-noun-oc
"espera"-noun-es "espera"-noun-oc
"espera"-noun-oc "espera"-noun-es
"desaubediença"-noun-oc "desobediencia"-noun-es
"desobediencia"-noun-es "desaubediença"-noun-oc
"desobediencia"-noun-es "desaubediment"-noun-oc
"desaubediment"-noun-oc "desobediencia"-noun-es
"descodificacion"-noun-oc "descodificación"-noun-es
"descodificación"-noun-es "descodificacion"-noun-oc
"descompde"-noun-oc "descuento"-noun-es
"descuento"-noun-es "descompde"-noun-oc
"desconcentracion"-noun-oc "desconcentración"-noun-es
"desconcentración"-noun-es "desconcentracion"-noun-oc
"desconeishement"-noun-oc "desconocimiento"-noun-es
"desconocimiento"-noun-es "desconeishement"-noun-oc
"desconocimiento"-noun-es "desconeishença"-noun-oc
"desconocimiento"-noun-es "desconeissença"-noun-oc
"desconeishença"-noun-oc "desconocimiento"-noun-es
"desconeissença"-noun-oc "desconocimiento"-noun-es
"desconnexion"-noun-oc "desconexión"-noun-es
"desconexión"-noun-es "desconnexion"-noun-oc
"desgèu"-noun-oc "deshielo"-noun-es
"deshielo"-noun-es "desgèu"-noun-oc
"desocupacion"-noun-oc "desocupación"-noun-es
"desocupación"-noun-es "desocupacion"-noun-oc
"dorsal"-noun-oc "dorsal"-noun-es
"dorsal"-noun-es "dorsal"-noun-oc
"dorsal"-noun-es "dorsau"-noun-oc
"dorsau"-noun-oc "dorsal"-noun-es
"detengut"-noun-oc "detenido"-noun-es
"detenido"-noun-es "detengut"-noun-oc
"devolucion"-noun-oc "devolución"-noun-es
"devolución"-noun-es "devolucion"-noun-oc
"diboish"-noun-oc "dibujo"-noun-es
"dibujo"-noun-es "diboish"-noun-oc
"dineròla"-noun-oc "hucha"-noun-es
"hucha"-noun-es "dineròla"-noun-oc
"directiua"-noun-oc "directiva"-noun-es
"directiva"-noun-es "directiua"-noun-oc
"directritz"-noun-oc "directriz"-noun-es
"directriz"-noun-es "directritz"-noun-oc
"distribuidor"-noun-oc "distribuidor"-noun-es
"distribuidor"-noun-es "distribuidor"-noun-oc
"docéncia"-noun-oc "docencia"-noun-es
"docencia"-noun-es "docéncia"-noun-oc
"dèisha"-noun-oc "desecho"-noun-es
"desecho"-noun-es "dèisha"-noun-oc
"duelo"-noun-es "düèl"-noun-oc
"ectomètre"-noun-oc "hectómetro"-noun-es
"hectómetro"-noun-es "ectomètre"-noun-oc
"elèit"-noun-oc "élite"-noun-es
"élite"-noun-es "elèit"-noun-oc
"embarg"-noun-oc "embargo"-noun-es
"embargo"-noun-es "embarg"-noun-oc
"embolh"-noun-oc "lío"-noun-es
"lío"-noun-es "embolh"-noun-oc
"lío"-noun-es "rambolh"-noun-oc
"rambolh"-noun-oc "lío"-noun-es
"empach"-noun-oc "impedimento"-noun-es
"impedimento"-noun-es "empach"-noun-oc
"empeut"-noun-oc "injerto"-noun-es
"injerto"-noun-es "empeut"-noun-oc
"encariment"-noun-oc "encarecimiento"-noun-es
"encarecimiento"-noun-es "encariment"-noun-oc
"encens"-noun-oc "incienso"-noun-es
"incienso"-noun-es "encens"-noun-oc
"enginhèr"-noun-oc "ingeniero"-noun-es
"ingeniero"-noun-es "enginhèr"-noun-oc
"ensorrament"-noun-oc "derrumbe"-noun-es
"derrumbe"-noun-es "ensorrament"-noun-oc
"entorns"-noun-oc "afueras"-noun-es
"afueras"-noun-es "entorns"-noun-oc
"entralha"-noun-oc "entraña"-noun-es
"entraña"-noun-es "entralha"-noun-oc
"entraña"-noun-es "viscèra"-noun-oc
"viscèra"-noun-oc "entraña"-noun-es
"epica"-noun-oc "épica"-noun-es
"épica"-noun-es "epica"-noun-oc
"escampaire"-noun-oc "basurero"-noun-es
"basurero"-noun-es "escampaire"-noun-oc
"boceto"-noun-es "escapol"-noun-oc
"bosquejo"-noun-es "escapol"-noun-oc
"escobilha"-noun-oc "basura"-noun-es
"basura"-noun-es "escobilha"-noun-oc
"basura"-noun-es "lordèra"-noun-oc
"lordèra"-noun-oc "basura"-noun-es
"escopeta"-noun-oc "escopeta"-noun-es
"escopeta"-noun-es "escopeta"-noun-oc
"esmolinament"-noun-oc "derrocamiento"-noun-es
"derrocamiento"-noun-es "esmolinament"-noun-oc
"esofag"-noun-oc "esófago"-noun-es
"esófago"-noun-es "esofag"-noun-oc
"espavordiment"-noun-oc "susto"-noun-es
"susto"-noun-es "espavordiment"-noun-oc
"espaçament"-noun-oc "esparcimiento"-noun-es
"esparcimiento"-noun-es "espaçament"-noun-oc
"esquirò"-noun-oc "ardilla"-noun-es
"ardilla"-noun-es "esquirò"-noun-oc
"estalhants"-noun-oc "tijeras"-noun-es
"tijeras"-noun-es "estalhants"-noun-oc
"estampaire"-noun-oc "impresor"-noun-es
"impresor"-noun-es "estampaire"-noun-oc
"impresor"-noun-es "imprimeire"-noun-oc
"imprimeire"-noun-oc "impresor"-noun-es
"parada"-noun-es "estancada"-noun-oc
"estatus"-noun-oc "estatus"-noun-es
"estatus"-noun-es "estatus"-noun-oc
"estatus"-noun-es "status"-noun-oc
"status"-noun-oc "estatus"-noun-es
"estendard"-noun-oc "estandarte"-noun-es
"estandarte"-noun-es "estendard"-noun-oc
"estialhes"-noun-oc "tenazas"-noun-es
"tenazas"-noun-es "estialhes"-noun-oc
"estossegadera"-noun-oc "tos"-noun-es
"tos"-noun-es "estossegadera"-noun-oc
"estudiós"-noun-oc "estudioso"-noun-es
"estudioso"-noun-es "estudiós"-noun-oc
"etarra"-noun-oc "etarra"-noun-es
"etarra"-noun-es "etarra"-noun-oc
"examinand"-noun-oc "examinando"-noun-es
"examinando"-noun-es "examinand"-noun-oc
"excedéncia"-noun-oc "excedencia"-noun-es
"excedencia"-noun-es "excedéncia"-noun-oc
"expresident"-noun-oc "expresidente"-noun-es
"expresidente"-noun-es "expresident"-noun-oc
"factorat"-noun-oc "factoría"-noun-es
"factoría"-noun-es "factorat"-noun-oc
"faisan"-noun-oc "faisán"-noun-es
"faisán"-noun-es "faisan"-noun-oc
"fam"-noun-oc "hambre"-noun-es
"fam"-noun-oc "hambruna"-noun-es
"hambre"-noun-es "fam"-noun-oc
"hambre"-noun-es "hame"-noun-oc
"hambruna"-noun-es "fam"-noun-oc
"hambruna"-noun-es "hame"-noun-oc
"hame"-noun-oc "hambre"-noun-es
"hame"-noun-oc "hambruna"-noun-es
"farmaceutic"-noun-oc "farmacéutico"-noun-es
"farmacéutico"-noun-es "farmaceutic"-noun-oc
"feda"-noun-oc "oveja"-noun-es
"oveja"-noun-es "feda"-noun-oc
"oveja"-noun-es "oelha"-noun-oc
"oelha"-noun-oc "oveja"-noun-es
"fem"-noun-oc "adobo"-noun-es
"fem"-noun-oc "estiércol"-noun-es
"adobo"-noun-es "fem"-noun-oc
"adobo"-noun-es "hiem"-noun-oc
"estiércol"-noun-es "fem"-noun-oc
"estiércol"-noun-es "hiem"-noun-oc
"hiem"-noun-oc "adobo"-noun-es
"hiem"-noun-oc "estiércol"-noun-es
"fenestral"-noun-oc "ventanal"-noun-es
"ventanal"-noun-es "fenestral"-noun-oc
"ventanal"-noun-es "hiestrau"-noun-oc
"hiestrau"-noun-oc "ventanal"-noun-es
"fenestreta"-noun-oc "ventanilla"-noun-es
"ventanilla"-noun-es "fenestreta"-noun-oc
"ventanilla"-noun-es "finestreta"-noun-oc
"ventanilla"-noun-es "hiestreta"-noun-oc
"finestreta"-noun-oc "ventanilla"-noun-es
"hiestreta"-noun-oc "ventanilla"-noun-es
"fiança"-noun-oc "fianza"-noun-es
"fianza"-noun-es "fiança"-noun-oc
"fiulet"-noun-oc "pito"-noun-es
"pito"-noun-es "fiulet"-noun-oc
"fogon"-noun-oc "fogón"-noun-es
"fogón"-noun-es "fogon"-noun-oc
"fogón"-noun-es "foguet"-noun-oc
"fogón"-noun-es "horneth"-noun-oc
"foguet"-noun-oc "fogón"-noun-es
"horneth"-noun-oc "fogón"-noun-es
"fotbòl de taula"-noun-oc "futbolín"-noun-es
"futbolín"-noun-es "fotbòl de taula"-noun-oc
"frucha"-noun-oc "fruta"-noun-es
"fruta"-noun-es "frucha"-noun-oc
"fruta"-noun-es "fruta"-noun-oc
"fruta"-noun-oc "fruta"-noun-es
"fuèlh de paga"-noun-oc "nómina"-noun-es
"nómina"-noun-es "fuèlh de paga"-noun-oc
"nómina"-noun-es "huelha de paga"-noun-oc
"nómina"-noun-es "nomina"-noun-oc
"huelha de paga"-noun-oc "nómina"-noun-es
"nomina"-noun-oc "nómina"-noun-es
"galapian"-noun-oc "comilón"-noun-es
"comilón"-noun-es "galapian"-noun-oc
"galhon"-noun-oc "grillo"-noun-es
"grillo"-noun-es "galhon"-noun-oc
"gardia"-noun-oc "guardia"-noun-es
"guardia"-noun-es "gardia"-noun-oc
"guardia"-noun-es "guardia"-noun-oc
"guardia"-noun-es "gàrdia"-noun-oc
"guardia"-noun-oc "guardia"-noun-es
"gàrdia"-noun-oc "guardia"-noun-es
"gargalhon"-noun-oc "laringe"-noun-es
"laringe"-noun-es "gargalhon"-noun-oc
"gargolha"-noun-oc "rana"-noun-es
"rana"-noun-es "gargolha"-noun-oc
"rana"-noun-es "granhota"-noun-oc
"granhota"-noun-oc "rana"-noun-es
"gat-marti"-noun-oc "marta"-noun-es
"marta"-noun-es "gat-marti"-noun-oc
"gatilop"-noun-oc "lince"-noun-es
"lince"-noun-es "gatilop"-noun-oc
"gavis"-noun-oc "teca"-noun-es
"teca"-noun-es "gavis"-noun-oc
"geladiua"-noun-oc "escarcha"-noun-es
"escarcha"-noun-es "geladiua"-noun-oc
"gelèra"-noun-oc "nevera"-noun-es
"nevera"-noun-es "gelèra"-noun-oc
"gibrelh"-noun-oc "barreño"-noun-es
"barreño"-noun-es "gibrelh"-noun-oc
"barreño"-noun-es "tarrissa"-noun-oc
"tarrissa"-noun-oc "barreño"-noun-es
"gimbro"-noun-oc "enebro"-noun-es
"enebro"-noun-es "gimbro"-noun-oc
"gimnàs"-noun-oc "gimnasio"-noun-es
"gimnasio"-noun-es "gimnàs"-noun-oc
"chiquillo"-noun-es "gojat"-noun-oc
"muchacho"-noun-es "gojat"-noun-oc
"gojatòt"-noun-oc "mozo"-noun-es
"mozo"-noun-es "gojatòt"-noun-oc
"mozo"-noun-es "mòsso"-noun-oc
"mòsso"-noun-oc "mozo"-noun-es
"mòsso"-noun-oc "mancebo"-noun-es
"golejada"-noun-oc "goleada"-noun-es
"goleada"-noun-es "golejada"-noun-oc
"gong"-noun-oc "gong"-noun-es
"gong"-noun-es "gong"-noun-oc
"gospel"-noun-oc "gospel"-noun-es
"gospel"-noun-es "gospel"-noun-oc
"governacion"-noun-oc "gobernación"-noun-es
"gobernación"-noun-es "governacion"-noun-oc
"gobernación"-noun-es "govèrnacion"-noun-oc
"govèrnacion"-noun-oc "gobernación"-noun-es
"governant"-noun-oc "gobernante"-noun-es
"gobernante"-noun-es "governant"-noun-oc
"granatge"-noun-oc "cereal"-noun-es
"cereal"-noun-es "granatge"-noun-oc
"granhoèr"-noun-oc "endrino"-noun-es
"endrino"-noun-es "granhoèr"-noun-oc
"graèr"-noun-oc "granero"-noun-es
"granero"-noun-es "graèr"-noun-oc
"gremi"-noun-oc "gremio"-noun-es
"gremio"-noun-es "gremi"-noun-oc
"gremio"-noun-es "grèmi"-noun-oc
"grèmi"-noun-oc "gremio"-noun-es
"gripet"-noun-oc "duende"-noun-es
"duende"-noun-es "gripet"-noun-oc
"duende"-noun-es "holet"-noun-oc
"holet"-noun-oc "duende"-noun-es
"grèish"-noun-oc "grasa"-noun-es
"grasa"-noun-es "grèish"-noun-oc
"guerdon"-noun-oc "galardón"-noun-es
"galardón"-noun-es "guerdon"-noun-oc
"guerrilhèr"-noun-oc "guerrillero"-noun-es
"guerrillero"-noun-es "guerrilhèr"-noun-oc
"gèdra"-noun-oc "hiedra"-noun-es
"hiedra"-noun-es "gèdra"-noun-oc
"gòi"-noun-oc "júbilo"-noun-es
"gòi"-noun-oc "gozo"-noun-es
"júbilo"-noun-es "gòi"-noun-oc
"gozo"-noun-es "gòi"-noun-oc
"gòlf"-noun-oc "golf"-noun-es
"golf"-noun-es "gòlf"-noun-oc
"halha"-noun-oc "antorcha"-noun-es
"antorcha"-noun-es "halha"-noun-oc
"antorcha"-noun-es "tesa"-noun-oc
"tesa"-noun-oc "antorcha"-noun-es
"hurga"-noun-oc "pértiga"-noun-es
"pértiga"-noun-es "hurga"-noun-oc
"pértiga"-noun-es "portamantèl"-noun-oc
"portamantèl"-noun-oc "pértiga"-noun-es
"igló"-noun-oc "iglú"-noun-es
"iglú"-noun-es "igló"-noun-oc
"immaturitat"-noun-oc "inmadurez"-noun-es
"inmadurez"-noun-es "immaturitat"-noun-oc
"imprevedença"-noun-oc "imprevisión"-noun-es
"imprevisión"-noun-es "imprevedença"-noun-oc
"impuls"-noun-oc "impulso"-noun-es
"impulso"-noun-es "impuls"-noun-oc
"individu"-noun-oc "individuo"-noun-es
"individuo"-noun-es "individu"-noun-oc
"indult"-noun-oc "indulto"-noun-es
"indulto"-noun-es "indult"-noun-oc
"infermièr"-noun-oc "enfermero"-noun-es
"enfermero"-noun-es "infermièr"-noun-oc
"ingenuitat"-noun-oc "ingenuidad"-noun-es
"ingenuidad"-noun-es "ingenuitat"-noun-oc
"ingenuidad"-noun-es "ingenuïtat"-noun-oc
"ingenuïtat"-noun-oc "ingenuidad"-noun-es
"insolentaria"-noun-oc "insolencia"-noun-es
"insolencia"-noun-es "insolentaria"-noun-oc
