"n'importe quel"-determiner-fr "qualsevol"-determiner-ca
"Somàlia"-properNoun-ca "Somalie"-properNoun-fr
"Espanya"-properNoun-ca "Espagne"-properNoun-fr
"Espagne"-properNoun-fr "Espanya"-properNoun-ca
"Estocolm"-properNoun-ca "Stockholm"-properNoun-fr
"Stockholm"-properNoun-fr "Estocolm"-properNoun-ca
"Estrasburg"-properNoun-ca "Strasbourg"-properNoun-fr
"Strasbourg"-properNoun-fr "Estrasburg"-properNoun-ca
"Soudan"-properNoun-fr "Sudan"-properNoun-ca
"Sudan"-properNoun-ca "Soudan"-properNoun-fr
"Surinam"-properNoun-fr "Surinam"-properNoun-ca
"Surinam"-properNoun-ca "Surinam"-properNoun-fr
"Swazilàndia"-properNoun-ca "Swaziland"-properNoun-fr
"Swaziland"-properNoun-fr "Swazilàndia"-properNoun-ca
"Suècia"-properNoun-ca "Suède"-properNoun-fr
"Suède"-properNoun-fr "Suècia"-properNoun-ca
"Suisse"-properNoun-fr "Suïssa"-properNoun-ca
"Suïssa"-properNoun-ca "Suisse"-properNoun-fr
"Syrie"-properNoun-fr "Síria"-properNoun-ca
"Síria"-properNoun-ca "Syrie"-properNoun-fr
"Tadjikistan"-properNoun-ca "Tadjikistan"-properNoun-fr
"Tadjikistan"-properNoun-fr "Tadjikistan"-properNoun-ca
"Tanzanie"-properNoun-fr "Tanzània"-properNoun-ca
"Tanzània"-properNoun-ca "Tanzanie"-properNoun-fr
"Tòquio"-properNoun-ca "Tokyo"-properNoun-fr
"Tokyo"-properNoun-fr "Tòquio"-properNoun-ca
"Tonga"-properNoun-fr "Tonga"-properNoun-ca
"Tonga"-properNoun-ca "Tonga"-properNoun-fr
"Tunísia"-properNoun-ca "Tunisie"-properNoun-fr
"Tunisie"-properNoun-fr "Tunísia"-properNoun-ca
"Turquie"-properNoun-fr "Turquia"-properNoun-ca
"Turquia"-properNoun-ca "Turquie"-properNoun-fr
"Ouganda"-properNoun-fr "Uganda"-properNoun-ca
"Uganda"-properNoun-ca "Ouganda"-properNoun-fr
"Ukraine"-properNoun-fr "Ucraïna"-properNoun-ca
"Ucraïna"-properNoun-ca "Ukraine"-properNoun-fr
"Uruguay"-properNoun-fr "Uruguai"-properNoun-ca
"Uruguai"-properNoun-ca "Uruguay"-properNoun-fr
"Uzbekistan"-properNoun-ca "Ouzbékistan"-properNoun-fr
"Ouzbékistan"-properNoun-fr "Uzbekistan"-properNoun-ca
"Gal·les"-properNoun-ca "Galles"-properNoun-fr
"Galles"-properNoun-fr "Gal·les"-properNoun-ca
"Varsòvia"-properNoun-ca "Varsovie"-properNoun-fr
"Varsovie"-properNoun-fr "Varsòvia"-properNoun-ca
"Iemen"-properNoun-ca "Yémen"-properNoun-fr
"Yémen"-properNoun-fr "Iemen"-properNoun-ca
"Iugoslàvia"-properNoun-ca "Yougoslavie"-properNoun-fr
"Yougoslavie"-properNoun-fr "Iugoslàvia"-properNoun-ca
"Zambie"-properNoun-fr "Zàmbia"-properNoun-ca
"Zàmbia"-properNoun-ca "Zambie"-properNoun-fr
"Zimbabwe"-properNoun-ca "Zimbabwe"-properNoun-fr
"Zimbabwe"-properNoun-fr "Zimbabwe"-properNoun-ca
"Corea del Sud"-properNoun-ca "Corée du Sud"-properNoun-fr
"Corée du Sud"-properNoun-fr "Corea del Sud"-properNoun-ca
"Corea del Nord"-properNoun-ca "Corée du Nord"-properNoun-fr
"Corée du Nord"-properNoun-fr "Corea del Nord"-properNoun-ca
"Micronèsia"-properNoun-ca "Micronésie"-properNoun-fr
"Micronésie"-properNoun-fr "Micronèsia"-properNoun-ca
"dessert"-noun-fr "postres"-noun-ca
"postres"-noun-ca "dessert"-noun-fr
"aumône"-noun-fr "almoina"-noun-ca
"almoina"-noun-ca "aumône"-noun-fr
"amnésie"-noun-fr "amnèsia"-noun-ca
"amnèsia"-noun-ca "amnésie"-noun-fr
"triomphe"-noun-fr "triomf"-noun-ca
"triomf"-noun-ca "triomphe"-noun-fr
"beisbol"-noun-ca "base-ball"-noun-fr
"base-ball"-noun-fr "beisbol"-noun-ca
"céramique"-noun-fr "ceràmica"-noun-ca
"ceràmica"-noun-ca "céramique"-noun-fr
"gasoil"-noun-fr "gasoil"-noun-ca
"gasoil"-noun-ca "gasoil"-noun-fr
"DVD"-noun-ca "DVD"-noun-fr
"DVD"-noun-fr "DVD"-noun-ca
"ERC"-noun-fr "ERC"-noun-ca
"ERC"-noun-ca "ERC"-noun-fr
"hockey"-noun-fr "hoquei"-noun-ca
"hoquei"-noun-ca "hockey"-noun-fr
"hostaleria"-noun-ca "hôtellerie"-noun-fr
"hôtellerie"-noun-fr "hostaleria"-noun-ca
"jazz"-noun-fr "jazz"-noun-ca
"jazz"-noun-ca "jazz"-noun-fr
"km"-noun-ca "km"-noun-fr
"km"-noun-fr "km"-noun-ca
"OTAN"-noun-fr "OTAN"-noun-ca
"OTAN"-noun-ca "OTAN"-noun-fr
"PP"-noun-ca "PP"-noun-fr
"PP"-noun-fr "PP"-noun-ca
"PSOE"-noun-fr "PSOE"-noun-ca
"PSOE"-noun-ca "PSOE"-noun-fr
"pijama"-noun-ca "pyjama"-noun-fr
"pyjama"-noun-fr "pijama"-noun-ca
"pirotècnia"-noun-ca "pyrotechnie"-noun-fr
"pyrotechnie"-noun-fr "pirotècnia"-noun-ca
"accionista"-noun-ca "actionnaire"-noun-fr
"actionnaire"-noun-fr "accionista"-noun-ca
"sociolinguistique"-noun-fr "sociolingüística"-noun-ca
"sociolingüística"-noun-ca "sociolinguistique"-noun-fr
"solfeig"-noun-ca "solfège"-noun-fr
"solfège"-noun-fr "solfeig"-noun-ca
"natació"-noun-ca "natation"-noun-fr
"natació"-noun-ca "nage"-noun-fr
"natation"-noun-fr "natació"-noun-ca
"nage"-noun-fr "natació"-noun-ca
"meu"-adjective-ca "à moi"-adjective-fr
"à moi"-adjective-fr "meu"-adjective-ca
"nostre"-adjective-ca "à nous"-adjective-fr
"à nous"-adjective-fr "nostre"-adjective-ca
"teu"-adjective-ca "à toi"-adjective-fr
"à toi"-adjective-fr "teu"-adjective-ca
"Apple"-noun-fr "Apple"-properNoun-ca
"Apple"-properNoun-ca "Apple"-noun-fr
"Apple"-properNoun-ca "Apple"-properNoun-fr
"Apple"-properNoun-fr "Apple"-properNoun-ca
"Linux"-properNoun-fr "Linux"-properNoun-ca
"Linux"-properNoun-ca "Linux"-properNoun-fr
"Microsoft"-properNoun-ca "Microsoft"-properNoun-fr
"Microsoft"-properNoun-fr "Microsoft"-properNoun-ca
"Nokia"-properNoun-ca "Nokia"-properNoun-fr
"Nokia"-properNoun-fr "Nokia"-properNoun-ca
"Unix"-properNoun-ca "Unix"-properNoun-fr
"Unix"-properNoun-fr "Unix"-properNoun-ca
"Windows"-properNoun-ca "Windows"-properNoun-fr
"Windows"-properNoun-fr "Windows"-properNoun-ca
"irresponsablement"-adverb-fr "irresponsablement"-adverb-ca
"irresponsablement"-adverb-ca "irresponsablement"-adverb-fr
"activament"-adverb-ca "activement"-adverb-fr
"activement"-adverb-fr "activament"-adverb-ca
"administrativement"-adverb-fr "administrativament"-adverb-ca
"administrativament"-adverb-ca "administrativement"-adverb-fr
"lamentablement"-adverb-fr "lamentablement"-adverb-ca
"lamentablement"-adverb-ca "lamentablement"-adverb-fr
"malheureusement"-adverb-fr "malauradament"-adverb-ca
"malheureusement"-adverb-fr "desgraciadament"-adverb-ca
"malauradament"-adverb-ca "malheureusement"-adverb-fr
"desgraciadament"-adverb-ca "malheureusement"-adverb-fr
"beaucoup plus"-adverb-fr "molt més"-adverb-ca
"molt més"-adverb-ca "beaucoup plus"-adverb-fr
"anualment"-adverb-ca "annuellement"-adverb-fr
"annuellement"-adverb-fr "anualment"-adverb-ca
"indirectament"-adverb-ca "indirectement"-adverb-fr
"indirectement"-adverb-fr "indirectament"-adverb-ca
"almenys"-adverb-ca "au moins"-adverb-fr
"au moins"-adverb-fr "almenys"-adverb-ca
"automàticament"-adverb-ca "automatiquement"-adverb-fr
"automatiquement"-adverb-fr "automàticament"-adverb-ca
"viceversa"-adverb-ca "vice versa"-adverb-fr
"vice versa"-adverb-fr "viceversa"-adverb-ca
"difícilment"-adverb-ca "difficilement"-adverb-fr
"difficilement"-adverb-fr "difícilment"-adverb-ca
"a penes"-adverb-ca "à peine"-adverb-fr
"à peine"-adverb-fr "a penes"-adverb-ca
"à peine"-adverb-fr "amb prou feines"-adverb-ca
"amb prou feines"-adverb-ca "à peine"-adverb-fr
"per primera vegada"-adverb-ca "pour la première fois"-adverb-fr
"pour la première fois"-adverb-fr "per primera vegada"-adverb-ca
"pour la première fois"-adverb-fr "per primer cop"-adverb-ca
"per primer cop"-adverb-ca "pour la première fois"-adverb-fr
"primerament"-adverb-ca "tout d'abord"-adverb-fr
"tout d'abord"-adverb-fr "primerament"-adverb-ca
"d'abord"-adverb-fr "primer"-adverb-ca
"primer"-adverb-ca "d'abord"-adverb-fr
"brutalment"-adverb-ca "brutalement"-adverb-fr
"brutalement"-adverb-fr "brutalment"-adverb-ca
"afortunadament"-adverb-ca "heureusement"-adverb-fr
"heureusement"-adverb-fr "afortunadament"-adverb-ca
"típicament"-adverb-ca "typiquement"-adverb-fr
"typiquement"-adverb-fr "típicament"-adverb-ca
"modérément"-adverb-fr "moderadament"-adverb-ca
"moderadament"-adverb-ca "modérément"-adverb-fr
"chimiquement"-adverb-fr "químicament"-adverb-ca
"químicament"-adverb-ca "chimiquement"-adverb-fr
"eficaçment"-adverb-ca "efficacement"-adverb-fr
"efficacement"-adverb-fr "eficaçment"-adverb-ca
"relativament"-adverb-ca "relativement"-adverb-fr
"relativement"-adverb-fr "relativament"-adverb-ca
"constitucionalment"-adverb-ca "constitutionnellement"-adverb-fr
"constitutionnellement"-adverb-fr "constitucionalment"-adverb-ca
"curiosament"-adverb-ca "curieusement"-adverb-fr
"curieusement"-adverb-fr "curiosament"-adverb-ca
"definitivament"-adverb-ca "définitivement"-adverb-fr
"définitivement"-adverb-fr "definitivament"-adverb-ca
"democràticament"-adverb-ca "démocratiquement"-adverb-fr
"démocratiquement"-adverb-fr "democràticament"-adverb-ca
"econòmicament"-adverb-ca "économiquement"-adverb-fr
"économiquement"-adverb-fr "econòmicament"-adverb-ca
"moralment"-adverb-ca "moralement"-adverb-fr
"moralement"-adverb-fr "moralment"-adverb-ca
"eternament"-adverb-ca "éternellement"-adverb-fr
"éternellement"-adverb-fr "eternament"-adverb-ca
"trop"-adverb-fr "massa"-adverb-ca
"massa"-adverb-ca "trop"-adverb-fr
"excessivament"-adverb-ca "excessivement"-adverb-fr
"excessivement"-adverb-fr "excessivament"-adverb-ca
"perfectament"-adverb-ca "parfaitement"-adverb-fr
"parfaitement"-adverb-fr "perfectament"-adverb-ca
"formalment"-adverb-ca "formellement"-adverb-fr
"formellement"-adverb-fr "formalment"-adverb-ca
"gratuïtament"-adverb-ca "gratuitement"-adverb-fr
"gratuitement"-adverb-fr "gratuïtament"-adverb-ca
"històricament"-adverb-ca "historiquement"-adverb-fr
"historiquement"-adverb-fr "històricament"-adverb-ca
"il·legalment"-adverb-ca "illégalement"-adverb-fr
"illégalement"-adverb-fr "il·legalment"-adverb-ca
"en gros"-adverb-fr "a l'engròs"-adverb-ca
"a l'engròs"-adverb-ca "en gros"-adverb-fr
"en faveur"-adverb-fr "a favor"-adverb-ca
"a favor"-adverb-ca "en faveur"-adverb-fr
"localment"-adverb-ca "localement"-adverb-fr
"localement"-adverb-fr "localment"-adverb-ca
"addicionalment"-adverb-ca "additionnellement"-adverb-fr
"additionnellement"-adverb-fr "addicionalment"-adverb-ca
"indistintament"-adverb-ca "indistinctement"-adverb-fr
"indistinctement"-adverb-fr "indistintament"-adverb-ca
"necessàriament"-adverb-ca "nécessairement"-adverb-fr
"nécessairement"-adverb-fr "necessàriament"-adverb-ca
"inevitablement"-adverb-ca "inévitablement"-adverb-fr
"inévitablement"-adverb-fr "inevitablement"-adverb-ca
"inicialment"-adverb-ca "initialement"-adverb-fr
"initialement"-adverb-fr "inicialment"-adverb-ca
"interiorment"-adverb-ca "intérieurement"-adverb-fr
"intérieurement"-adverb-fr "interiorment"-adverb-ca
"dins"-adverb-ca "dedans"-adverb-fr
"dedans"-adverb-fr "dins"-adverb-ca
"dedans"-adverb-fr "endins"-adverb-ca
"dedans"-adverb-fr "dintre"-adverb-ca
"dedans"-adverb-fr "a dins"-adverb-ca
"dedans"-adverb-fr "a dintre"-adverb-ca
"endins"-adverb-ca "dedans"-adverb-fr
"dintre"-adverb-ca "dedans"-adverb-fr
"a dins"-adverb-ca "dedans"-adverb-fr
"a dintre"-adverb-ca "dedans"-adverb-fr
"mentalment"-adverb-ca "mentalement"-adverb-fr
"mentalement"-adverb-fr "mentalment"-adverb-ca
"internacionalment"-adverb-ca "internationalement"-adverb-fr
"internationalement"-adverb-fr "internacionalment"-adverb-ca
"tard"-adverb-fr "tard"-adverb-ca
"tard"-adverb-ca "tard"-adverb-fr
"menys"-adverb-ca "moins"-adverb-fr
"moins"-adverb-fr "menys"-adverb-ca
"lingüísticament"-adverb-ca "linguistiquement"-adverb-fr
"linguistiquement"-adverb-fr "lingüísticament"-adverb-ca
"literalment"-adverb-ca "littéralement"-adverb-fr
"littéralement"-adverb-fr "literalment"-adverb-ca
"peu"-adverb-fr "poc"-adverb-ca
"poc"-adverb-ca "peu"-adverb-fr
"sexualment"-adverb-ca "sexuellement"-adverb-fr
"sexuellement"-adverb-fr "sexualment"-adverb-ca
"mútuament"-adverb-ca "mutuellement"-adverb-fr
"mutuellement"-adverb-fr "mútuament"-adverb-ca
"ni tan sols"-adverb-ca "même pas"-adverb-fr
"même pas"-adverb-fr "ni tan sols"-adverb-ca
"objectivament"-adverb-ca "objectivement"-adverb-fr
"objectivement"-adverb-fr "objectivament"-adverb-ca
"oficialment"-adverb-ca "officiellement"-adverb-fr
"officiellement"-adverb-fr "oficialment"-adverb-ca
"paradoxalment"-adverb-ca "paradoxalement"-adverb-fr
"paradoxalement"-adverb-fr "paradoxalment"-adverb-ca
"parcialment"-adverb-ca "partiellement"-adverb-fr
"partiellement"-adverb-fr "parcialment"-adverb-ca
"pacientment"-adverb-ca "patiemment"-adverb-fr
"patiemment"-adverb-fr "pacientment"-adverb-ca
"físicament"-adverb-ca "physiquement"-adverb-fr
"physiquement"-adverb-fr "físicament"-adverb-ca
"políticament"-adverb-ca "politiquement"-adverb-fr
"politiquement"-adverb-fr "políticament"-adverb-ca
"eventualment"-adverb-ca "éventuellement"-adverb-fr
"éventuellement"-adverb-fr "eventualment"-adverb-ca
"potencialment"-adverb-ca "potentiellement"-adverb-fr
"potentiellement"-adverb-fr "potencialment"-adverb-ca
"professionalment"-adverb-ca "professionnellement"-adverb-fr
"professionnellement"-adverb-fr "professionalment"-adverb-ca
"proporcionalment"-adverb-ca "proportionnellement"-adverb-fr
"proportionnellement"-adverb-fr "proporcionalment"-adverb-ca
"psicològicament"-adverb-ca "psychologiquement"-adverb-fr
"psychologiquement"-adverb-fr "psicològicament"-adverb-ca
"radicalment"-adverb-ca "radicalement"-adverb-fr
"radicalement"-adverb-fr "radicalment"-adverb-ca
"respectivament"-adverb-ca "respectivement"-adverb-fr
"respectivement"-adverb-fr "respectivament"-adverb-ca
"strictement"-adverb-fr "estrictament"-adverb-ca
"estrictament"-adverb-ca "strictement"-adverb-fr
"socialment"-adverb-ca "socialement"-adverb-fr
"socialement"-adverb-fr "socialment"-adverb-ca
"étrangement"-adverb-fr "estranyament"-adverb-ca
"estranyament"-adverb-ca "étrangement"-adverb-fr
"simbòlicament"-adverb-ca "symboliquement"-adverb-fr
"symboliquement"-adverb-fr "simbòlicament"-adverb-ca
"tècnicament"-adverb-ca "techniquement"-adverb-fr
"techniquement"-adverb-fr "tècnicament"-adverb-ca
"abans d'ahir"-adverb-ca "avant-hier"-adverb-fr
"avant-hier"-adverb-fr "abans d'ahir"-adverb-ca
"teòricament"-adverb-ca "théoriquement"-adverb-fr
"théoriquement"-adverb-fr "teòricament"-adverb-ca
"tradicionalment"-adverb-ca "traditionnellement"-adverb-fr
"traditionnellement"-adverb-fr "tradicionalment"-adverb-ca
"unanimement"-adverb-fr "unànimement"-adverb-ca
"unànimement"-adverb-ca "unanimement"-adverb-fr
"verticalment"-adverb-ca "verticalement"-adverb-fr
"verticalement"-adverb-fr "verticalment"-adverb-ca
"impunement"-adverb-ca "impunément"-adverb-fr
"impunément"-adverb-fr "impunement"-adverb-ca
"hola"-interjection-ca "salut"-interjection-fr
"salut"-interjection-fr "hola"-interjection-ca
"gràcies"-interjection-ca "merci"-interjection-fr
"merci"-interjection-fr "gràcies"-interjection-ca
"grâce à"-preposition-fr "gràcies a"-preposition-ca
"gràcies a"-preposition-ca "grâce à"-preposition-fr
"le mien"-pronoun-fr "el meu"-pronoun-ca
"el meu"-pronoun-ca "le mien"-pronoun-fr
"dix-huit"-numeral-fr "divuit"-numeral-ca
"divuit"-numeral-ca "dix-huit"-numeral-fr
"onze"-numeral-ca "onze"-numeral-fr
"onze"-numeral-fr "onze"-numeral-ca
"catorze"-numeral-ca "quatorze"-numeral-fr
"quatorze"-numeral-fr "catorze"-numeral-ca
"dix-neuf"-numeral-fr "dinou"-numeral-ca
"dinou"-numeral-ca "dix-neuf"-numeral-fr
"dix-sept"-numeral-fr "disset"-numeral-ca
"disset"-numeral-ca "dix-sept"-numeral-fr
"setze"-numeral-ca "seize"-numeral-fr
"seize"-numeral-fr "setze"-numeral-ca
"tretze"-numeral-ca "treize"-numeral-fr
"treize"-numeral-fr "tretze"-numeral-ca
"indígena"-noun-ca "indigène"-noun-fr
"indigène"-noun-fr "indígena"-noun-ca
"Anglada"-noun-fr "Anglada"-properNoun-ca
"Anglada"-properNoun-ca "Anglada"-noun-fr
"Anglada"-properNoun-ca "Anglada"-properNoun-fr
"Anglada"-properNoun-fr "Anglada"-properNoun-ca
"estabilització"-noun-ca "stabilisation"-noun-fr
"stabilisation"-noun-fr "estabilització"-noun-ca
"consolidation"-noun-fr "consolidació"-noun-ca
"consolidació"-noun-ca "consolidation"-noun-fr
"Santander"-properNoun-ca "Santander"-properNoun-fr
"Santander"-properNoun-fr "Santander"-properNoun-ca
"Colomer"-noun-fr "Colomer"-properNoun-ca
"Colomer"-properNoun-ca "Colomer"-noun-fr
"Colomer"-properNoun-ca "Colomer"-properNoun-fr
"Colomer"-properNoun-fr "Colomer"-properNoun-ca
"informatif"-adjective-fr "informatiu"-adjective-ca
"informatiu"-adjective-ca "informatif"-adjective-fr
"Corbacho"-noun-fr "Corbacho"-properNoun-ca
"Corbacho"-properNoun-ca "Corbacho"-noun-fr
"Corbacho"-properNoun-ca "Corbacho"-properNoun-fr
"Corbacho"-properNoun-fr "Corbacho"-properNoun-ca
"Moreno"-noun-fr "Moreno"-properNoun-ca
"Moreno"-properNoun-ca "Moreno"-noun-fr
"Moreno"-properNoun-ca "Moreno"-properNoun-fr
"Moreno"-properNoun-fr "Moreno"-properNoun-ca
"Bardem"-properNoun-fr "Bardem"-properNoun-ca
"Bardem"-properNoun-ca "Bardem"-properNoun-fr
"Pitt"-noun-fr "Pitt"-properNoun-ca
"Pitt"-properNoun-ca "Pitt"-noun-fr
"Pitt"-properNoun-ca "Pitt"-properNoun-fr
"Pitt"-properNoun-fr "Pitt"-properNoun-ca
"Rossi"-noun-fr "Rossi"-properNoun-ca
"Rossi"-properNoun-ca "Rossi"-noun-fr
"Rossi"-properNoun-ca "Rossi"-properNoun-fr
"Rossi"-properNoun-fr "Rossi"-properNoun-ca
"pardon"-noun-fr "perdó"-noun-ca
"perdó"-noun-ca "pardon"-noun-fr
"disponible"-adjective-fr "disponible"-adjective-ca
"disponible"-adjective-ca "disponible"-adjective-fr
"estacional"-adjective-ca "saisonnier"-adjective-fr
"saisonnier"-adjective-fr "estacional"-adjective-ca
"gastronòmic"-adjective-ca "gastronomique"-adjective-fr
"gastronomique"-adjective-fr "gastronòmic"-adjective-ca
"Aristòtil"-properNoun-ca "Aristote"-properNoun-fr
"Aristote"-properNoun-fr "Aristòtil"-properNoun-ca
"Napoléon"-properNoun-fr "Napoleó"-properNoun-ca
"Napoleó"-properNoun-ca "Napoléon"-properNoun-fr
"Plató"-properNoun-ca "Platon"-properNoun-fr
"Platon"-properNoun-fr "Plató"-properNoun-ca
"Pluton"-properNoun-fr "Plutó"-properNoun-ca
"Plutó"-properNoun-ca "Pluton"-properNoun-fr
"Alacant"-properNoun-ca "Alicante"-properNoun-fr
"Alicante"-properNoun-fr "Alacant"-properNoun-ca
"Amérique"-properNoun-fr "Amèrica"-properNoun-ca
"Amèrica"-properNoun-ca "Amérique"-properNoun-fr
"Aràbia"-properNoun-ca "Arabie"-properNoun-fr
"Arabie"-properNoun-fr "Aràbia"-properNoun-ca
"Berlin"-properNoun-fr "Berlín"-properNoun-ca
"Berlín"-properNoun-ca "Berlin"-properNoun-fr
"Bosnie"-properNoun-fr "Bòsnia"-properNoun-ca
"Bòsnia"-properNoun-ca "Bosnie"-properNoun-fr
"Bucarest"-properNoun-ca "Bucarest"-properNoun-fr
"Bucarest"-properNoun-fr "Bucarest"-properNoun-ca
"Budapest"-properNoun-ca "Budapest"-properNoun-fr
"Budapest"-properNoun-fr "Budapest"-properNoun-ca
"Galícia"-properNoun-ca "Galice"-properNoun-fr
"Galice"-properNoun-fr "Galícia"-properNoun-ca
"Països Baixos"-properNoun-ca "Pays-Bas"-properNoun-fr
"Pays-Bas"-properNoun-fr "Països Baixos"-properNoun-ca
"Hollande"-properNoun-fr "Holanda"-properNoun-ca
"Holanda"-properNoun-ca "Hollande"-properNoun-fr
"Cisjordanie"-properNoun-fr "Cisjordània"-properNoun-ca
"Cisjordània"-properNoun-ca "Cisjordanie"-properNoun-fr
"Lima"-properNoun-fr "Lima"-properNoun-ca
"Lima"-properNoun-ca "Lima"-properNoun-fr
"Mallorca"-properNoun-ca "Majorque"-properNoun-fr
"Majorque"-properNoun-fr "Mallorca"-properNoun-ca
"Marsella"-properNoun-ca "Marseille"-properNoun-fr
"Marsella"-properNoun-ca "Marseille"-noun-fr
"Marseille"-properNoun-fr "Marsella"-properNoun-ca
"Marseille"-noun-fr "Marsella"-properNoun-ca
"Mediterrània"-properNoun-ca "Méditerranée"-properNoun-fr
"Méditerranée"-properNoun-fr "Mediterrània"-properNoun-ca
"Méditerranée"-properNoun-fr "Mediterrani"-properNoun-ca
"Mediterrani"-properNoun-ca "Méditerranée"-properNoun-fr
"Melilla"-properNoun-ca "Melilla"-properNoun-fr
"Melilla"-properNoun-fr "Melilla"-properNoun-ca
"Múrcia"-noun-fr "Múrcia"-properNoun-ca
"Múrcia"-properNoun-ca "Múrcia"-noun-fr
"Múrcia"-properNoun-ca "Múrcia"-properNoun-fr
"Múrcia"-properNoun-fr "Múrcia"-properNoun-ca
"París"-properNoun-ca "Paris"-properNoun-fr
"Paris"-properNoun-fr "París"-properNoun-ca
"bouddhisme"-noun-fr "budisme"-noun-ca
"budisme"-noun-ca "bouddhisme"-noun-fr
"chrétien"-noun-fr "cristià"-noun-ca
"cristià"-noun-ca "chrétien"-noun-fr
"christianisme"-noun-fr "cristianisme"-noun-ca
"cristianisme"-noun-ca "christianisme"-noun-fr
"antiguitat"-noun-ca "antiquité"-noun-fr
"antiquité"-noun-fr "antiguitat"-noun-ca
"Romano"-noun-fr "Romano"-properNoun-ca
"Romano"-properNoun-ca "Romano"-noun-fr
"Romano"-properNoun-ca "Romano"-properNoun-fr
"Romano"-properNoun-fr "Romano"-properNoun-ca
"llatí"-noun-ca "latin"-noun-fr
"latin"-noun-fr "llatí"-noun-ca
"manifestant"-noun-ca "manifestant"-noun-fr
"manifestant"-noun-fr "manifestant"-noun-ca
"adverbe"-noun-fr "adverbi"-noun-ca
"adverbi"-noun-ca "adverbe"-noun-fr
"agressivité"-noun-fr "agressivitat"-noun-ca
"agressivitat"-noun-ca "agressivité"-noun-fr
"vieillissement"-noun-fr "envelliment"-noun-ca
"envelliment"-noun-ca "vieillissement"-noun-fr
"allergie"-noun-fr "al·lèrgia"-noun-ca
"al·lèrgia"-noun-ca "allergie"-noun-fr
"allusion"-noun-fr "al·lusió"-noun-ca
"al·lusió"-noun-ca "allusion"-noun-fr
"autel"-noun-fr "altar"-noun-ca
"altar"-noun-ca "autel"-noun-fr
"ambassadeur"-noun-fr "ambaixador"-noun-ca
"ambaixador"-noun-ca "ambassadeur"-noun-fr
"ambiguïté"-noun-fr "ambigüitat"-noun-ca
"ambigüitat"-noun-ca "ambiguïté"-noun-fr
"amnistie"-noun-fr "amnistia"-noun-ca
"amnistia"-noun-ca "amnistie"-noun-fr
"anomalie"-noun-fr "anomalia"-noun-ca
"anomalia"-noun-ca "anomalie"-noun-fr
"formiga"-noun-ca "fourmi"-noun-fr
"fourmi"-noun-fr "formiga"-noun-ca
"aplaudiment"-noun-ca "applaudissement"-noun-fr
"applaudissement"-noun-fr "aplaudiment"-noun-ca
"archevêque"-noun-fr "arquebisbe"-noun-ca
"arquebisbe"-noun-ca "archevêque"-noun-fr
"archipel"-noun-fr "arxipèlag"-noun-ca
"arxipèlag"-noun-ca "archipel"-noun-fr
"architecte"-noun-fr "arquitecte"-noun-ca
"arquitecte"-noun-ca "architecte"-noun-fr
"arsenal"-noun-fr "arsenal"-noun-ca
"arsenal"-noun-ca "arsenal"-noun-fr
"cendrier"-noun-fr "cendrer"-noun-ca
"cendrer"-noun-ca "cendrier"-noun-fr
"bandit"-noun-ca "bandit"-noun-fr
"bandit"-noun-fr "bandit"-noun-ca
"bracelet"-noun-fr "braçalet"-noun-ca
"braçalet"-noun-ca "bracelet"-noun-fr
"baromètre"-noun-fr "baròmetre"-noun-ca
"baròmetre"-noun-ca "baromètre"-noun-fr
"caserne"-noun-fr "caserna"-noun-ca
"caserna"-noun-ca "caserne"-noun-fr
"basilique"-noun-fr "basílica"-noun-ca
"basílica"-noun-ca "basilique"-noun-fr
"beauté"-noun-fr "bellesa"-noun-ca
"bellesa"-noun-ca "beauté"-noun-fr
"creient"-noun-ca "croyant"-noun-fr
"croyant"-noun-fr "creient"-noun-ca
"biographie"-noun-fr "biografia"-noun-ca
"biografia"-noun-ca "biographie"-noun-fr
"biologiste"-noun-fr "biòleg"-noun-ca
"biòleg"-noun-ca "biologiste"-noun-fr
"hémorragie"-noun-fr "hemorràgia"-noun-ca
"hemorràgia"-noun-ca "hémorragie"-noun-fr
"burgesia"-noun-ca "bourgeoisie"-noun-fr
"bourgeoisie"-noun-fr "burgesia"-noun-ca
"fraternité"-noun-fr "fraternitat"-noun-ca
"fraternitat"-noun-ca "fraternité"-noun-fr
"gàbia"-noun-ca "cage"-noun-fr
"cage"-noun-fr "gàbia"-noun-ca
"exil"-noun-fr "exili"-noun-ca
"exili"-noun-ca "exil"-noun-fr
"caravane"-noun-fr "caravana"-noun-ca
"caravana"-noun-ca "caravane"-noun-fr
"cardinal"-noun-fr "cardenal"-noun-ca
"cardenal"-noun-ca "cardinal"-noun-fr
"carpe"-noun-fr "carpa"-noun-ca
"carpa"-noun-ca "carpe"-noun-fr
"fusteria"-noun-ca "menuiserie"-noun-fr
"menuiserie"-noun-fr "fusteria"-noun-ca
"carotte"-noun-fr "pastanaga"-noun-ca
"pastanaga"-noun-ca "carotte"-noun-fr
"catalanisme"-noun-fr "catalanisme"-noun-ca
"catalanisme"-noun-ca "catalanisme"-noun-fr
"cimetière"-noun-fr "cementiri"-noun-ca
"cementiri"-noun-ca "cimetière"-noun-fr
"centimètre"-noun-fr "centímetre"-noun-ca
"centímetre"-noun-ca "centimètre"-noun-fr
"chimiste"-noun-fr "químic"-noun-ca
"químic"-noun-ca "chimiste"-noun-fr
"cerise"-noun-fr "cirera"-noun-ca
