"l"-noun-oc "l"-noun-es
"granja"-noun-oc "granja"-noun-es
"grapada"-noun-oc "puñado"-noun-es
"gratacèu"-noun-oc "rascacielos"-noun-es
"graèr"-noun-oc "granero"-noun-es
"gremi"-noun-oc "gremio"-noun-es
"gripet"-noun-oc "duende"-noun-es
"grèish"-noun-oc "grasa"-noun-es
"grèmi"-noun-oc "gremio"-noun-es
"grèva"-noun-oc "huelga"-noun-es
"guardar"-noun-oc "mirada"-noun-es
"guardia"-noun-oc "guardia"-noun-es
"guerdon"-noun-oc "galardón"-noun-es
"guerra"-noun-oc "guerra"-noun-es
"guerrilhèr"-noun-oc "guerrillero"-noun-es
"guinhauet"-noun-oc "cuchillo"-noun-es
"gust"-noun-oc "gusto"-noun-es
"guàrdia"-noun-oc "guardia"-noun-es
"gàrdia"-noun-oc "guardia"-noun-es
"gèdra"-noun-oc "hiedra"-noun-es
"gèr"-noun-oc "enero"-noun-es
"gèu"-noun-oc "hielo"-noun-es
"gòi"-noun-oc "júbilo"-noun-es
"gòi"-noun-oc "gozo"-noun-es
"gòlf"-noun-oc "golf"-noun-es
"halha"-noun-oc "antorcha"-noun-es
"hame"-noun-oc "hambre"-noun-es
"hame"-noun-oc "hambruna"-noun-es
"hanga"-noun-oc "barro"-noun-es
"hauda"-noun-oc "falda"-noun-es
"haure"-noun-oc "herrero"-noun-es
"he"-noun-oc "fe"-noun-es
"heda"-noun-oc "tocino"-noun-es
"heiregada"-noun-oc "frote"-noun-es
"heiregada"-noun-oc "roce"-noun-es
"henedura"-noun-oc "grieta"-noun-es
"henedura"-noun-oc "hendidura"-noun-es
"henedura"-noun-oc "resquicio"-noun-es
"henuda"-noun-oc "resquicio"-noun-es
"hereuèr"-noun-oc "febrero"-noun-es
"herit"-noun-oc "herido"-noun-es
"herrèr"-noun-oc "herrero"-noun-es
"hestivitat"-noun-oc "festividad"-noun-es
"hialat"-noun-oc "red"-noun-es
"hic"-noun-oc "quiste"-noun-es
"hiem"-noun-oc "adobo"-noun-es
"hiem"-noun-oc "estiércol"-noun-es
"hiestrau"-noun-oc "ventanal"-noun-es
"hiestreta"-noun-oc "ventanilla"-noun-es
"hilat"-noun-oc "red"-noun-es
"hilhuquèra"-noun-oc "nodriza"-noun-es
"hilhòla"-noun-oc "brote"-noun-es
"hilhòu"-noun-oc "ahijado"-noun-es
"hièstra"-noun-oc "ventana"-noun-es
"holador"-noun-oc "inflamación"-noun-es
"holadura"-noun-oc "hinchazón"-noun-es
"holet"-noun-oc "duende"-noun-es
"hons"-noun-oc "fondo"-noun-es
"hons"-noun-oc "trasfondo"-noun-es
"horadament"-noun-oc "perforación"-noun-es
"horcadís"-noun-oc "cruce"-noun-es
"horcadís"-noun-oc "encrucijada"-noun-es
"horcat"-noun-oc "tridente"-noun-es
"hormatge"-noun-oc "queso"-noun-es
"horment"-noun-oc "trigo"-noun-es
"hormigon"-noun-oc "hormigón"-noun-es
"horneth"-noun-oc "fogón"-noun-es
"huelha de paga"-noun-oc "nómina"-noun-es
"huelheton"-noun-oc "folletín"-noun-es
"huelhon"-noun-oc "pétalo"-noun-es
"hujuda"-noun-oc "huida"-noun-es
"hujuda"-noun-oc "fuga"-noun-es
"hum"-noun-oc "humo"-noun-es
"hurga"-noun-oc "pértiga"-noun-es
"hust"-noun-oc "madera"-noun-es
"hustaria"-noun-oc "carpintería"-noun-es
"hàstic"-noun-oc "asco"-noun-es
"hèr"-noun-oc "hierro"-noun-es
"hònt"-noun-oc "fuente"-noun-es
"hòrça"-noun-oc "fuerza"-noun-es
"hòssa"-noun-oc "fosa"-noun-es
"idia"-noun-oc "idea"-noun-es
"igló"-noun-oc "iglú"-noun-es
"igualtat"-noun-oc "igualdad"-noun-es
"immaturitat"-noun-oc "inmadurez"-noun-es
"impermeabilizacion"-noun-oc "impermeabilización"-noun-es
"imprevedença"-noun-oc "imprevisión"-noun-es
"imprimeire"-noun-oc "impresor"-noun-es
"impuls"-noun-oc "impulso"-noun-es
"inaguracion"-noun-oc "inauguración"-noun-es
"incentivacion"-noun-oc "incentivación"-noun-es
"incineradora"-noun-oc "incineradora"-noun-es
"includiment"-noun-oc "inclusión"-noun-es
"incís"-noun-oc "inciso"-noun-es
"individu"-noun-oc "individuo"-noun-es
"indult"-noun-oc "indulto"-noun-es
"infermièr"-noun-oc "enfermero"-noun-es
"ingenuitat"-noun-oc "ingenuidad"-noun-es
"ingenuïtat"-noun-oc "ingenuidad"-noun-es
"ingrès"-noun-oc "ingreso"-noun-es
"insolentaria"-noun-oc "insolencia"-noun-es
"interiorisacion"-noun-oc "interiorización"-noun-es
"interiorisme"-noun-oc "interiorismo"-noun-es
"interlinhat"-noun-oc "interlineado"-noun-es
"intervau"-noun-oc "intervalo"-noun-es
"intuïcion"-noun-oc "intuición"-noun-es
"inversor"-noun-oc "inversor"-noun-es
"investigador"-noun-oc "investigador"-noun-es
"iranja"-noun-oc "naranja"-noun-es
"isard"-noun-oc "rebeco"-noun-es
"istorial"-noun-oc "historial"-noun-es
"istoriau"-noun-oc "historial"-noun-es
"iuèrn"-noun-oc "invierno"-noun-es
"j"-noun-oc "j"-noun-es
"jaciment"-noun-oc "yacimiento"-noun-es
"jadiment"-noun-oc "yacimiento"-noun-es
"jerarquizacion"-noun-oc "jerarquización"-noun-es
"jo"-noun-oc "yugo"-noun-es
"joata"-noun-oc "yugo"-noun-es
"transformador"-noun-oc "transformador"-noun-es
"jornau"-noun-oc "diario"-noun-es
"jornau"-noun-oc "jornal"-noun-es
"jovent"-noun-oc "juventud"-noun-es
"juriol"-noun-oc "julio"-noun-es
"justet"-noun-oc "chaleco"-noun-es
"jutjat"-noun-oc "juzgado"-noun-es
"jòus"-noun-oc "jueves"-noun-es
"k"-noun-oc "k"-noun-es
"laganha"-noun-oc "legaña"-noun-es
"lairon"-noun-oc "ladrón"-noun-es
"lait"-noun-oc "leche"-noun-es
"lampig"-noun-oc "relámpago"-noun-es
"lan"-noun-oc "lana"-noun-es
"languiment"-noun-oc "añoranza"-noun-es
"languèri"-noun-oc "desmayo"-noun-es
"lapasson"-noun-oc "renacuajo"-noun-es
"larèr"-noun-oc "hogar"-noun-es
"laspan"-noun-oc "zona"-noun-es
"laspanada"-noun-oc "choque"-noun-es
"laspanada"-noun-oc "shock"-noun-es
"laspanada"-noun-oc "topada"-noun-es
"lau"-noun-oc "alud"-noun-es
"lauamans"-noun-oc "lavabo"-noun-es
"lauamans"-noun-oc "cuarto de aseo"-noun-es
"lauamans"-noun-oc "cuartos de aseo"-noun-es
"laueg"-noun-oc "alud"-noun-es
"laurèr"-noun-oc "laurel"-noun-es
"legénda"-noun-oc "leyenda"-noun-es
"lehendakari"-noun-oc "lehendakari"-noun-es
"leitaria"-noun-oc "lechería"-noun-es
"lera"-noun-oc "mantequera"-noun-es
"lexicalisacion"-noun-oc "lexicalización"-noun-es
"lexicalizacion"-noun-oc "lexicalización"-noun-es
"leçon"-noun-oc "escarmiento"-noun-es
"leçon"-noun-oc "lección"-noun-es
"lhet"-noun-oc "cama"-noun-es
"libreta"-noun-oc "libreta"-noun-es
"lim"-noun-oc "lodo"-noun-es
"lindau"-noun-oc "umbral"-noun-es
"loca"-noun-oc "clueca"-noun-es
"loguèr"-noun-oc "alquiler"-noun-es
"lordèra"-noun-oc "basura"-noun-es
"loserina"-noun-oc "pudinga"-noun-es
"lua"-noun-oc "luna"-noun-es
"ludentor"-noun-oc "brillo"-noun-es
"luenhença"-noun-oc "lejanía"-noun-es
"lunetas"-noun-oc "gafas"-noun-es
"lunetes"-noun-oc "gafas"-noun-es
"lèbe"-noun-oc "liebre"-noun-es
"lèma"-noun-oc "lema"-noun-es
"lèrme"-noun-oc "lágrima"-noun-es
"líder"-noun-oc "líder"-noun-es
"nauvengut"-noun-oc "recién llegado"-noun-es
"macrodepartament"-noun-oc "macrodepartamento"-noun-es
"magràs"-noun-oc "carnaval"-noun-es
"mainada"-noun-oc "nene"-noun-es
"mainada"-noun-oc "niño"-noun-es
"mainadèra"-noun-oc "chiquillería"-noun-es
"mainat"-noun-oc "nene"-noun-es
"mainat"-noun-oc "niño"-noun-es
"mainatge"-noun-oc "infante"-noun-es
"mainatge"-noun-oc "nene"-noun-es
"mainatge"-noun-oc "niño"-noun-es
"mair-sénher"-noun-oc "abuelo"-noun-es
"mairitz"-noun-oc "matriz"-noun-es
"maishèra"-noun-oc "mandíbula"-noun-es
"maissèla"-noun-oc "mandíbula"-noun-es
"majoria"-noun-oc "mayoría"-noun-es
"maladeta"-noun-oc "maleficio"-noun-es
"maladeta"-noun-oc "maldición"-noun-es
"malafacha"-noun-oc "trastada"-noun-es
"malagana"-noun-oc "desmayo"-noun-es
"malahèta"-noun-oc "trastada"-noun-es
"malajadilha"-noun-oc "pesadilla"-noun-es
"malestar"-noun-oc "malestar"-noun-es
"malh"-noun-oc "acantilado"-noun-es
"malhum"-noun-oc "red"-noun-es
"malària"-noun-oc "malaria"-noun-es
"malèsser"-noun-oc "malestar"-noun-es
"mandadís"-noun-oc "envío"-noun-es
"mandra"-noun-oc "zorro"-noun-es
"mandrengalha"-noun-oc "chusma"-noun-es
"mandòrra"-noun-oc "patata"-noun-es
"mange"-noun-oc "mango"-noun-es
"manèra"-noun-oc "modo"-noun-es
"manèra"-noun-oc "manera"-noun-es
"maquetacion"-noun-oc "maquetación"-noun-es
"marathon"-noun-oc "maratón"-noun-es
"marcosset"-noun-oc "mercurial"-noun-es
"mare"-noun-oc "madre"-noun-es
"marina"-noun-oc "marina"-noun-es
"marinièr"-noun-oc "marinero"-noun-es
"marinèr"-noun-oc "marinero"-noun-es
"marqueting"-noun-oc "mercadotecnia"-noun-es
"marqueting"-noun-oc "marketing"-noun-es
"masia"-noun-oc "masía"-noun-es
"masurca"-noun-oc "mazurca"-noun-es
"materiau"-noun-oc "material"-noun-es
"mau"-noun-oc "mal"-noun-es
"mautractament"-noun-oc "maltrato"-noun-es
"mauversacion"-noun-oc "malversación"-noun-es
"melhora"-noun-oc "mejora"-noun-es
"memorisacion"-noun-oc "memorización"-noun-es
"mensprètz"-noun-oc "desprecio"-noun-es
"mercador"-noun-oc "marcador"-noun-es
"moderador"-noun-oc "moderador"-noun-es
"mericles"-noun-oc "gafas"-noun-es
"merigle"-noun-oc "ojera"-noun-es
"merigles"-noun-oc "gafas"-noun-es
"messatgèr"-noun-oc "mensajero"-noun-es
"mestreg"-noun-oc "habilidad"-noun-es
"mestressa"-noun-oc "ama"-noun-es
"metau"-noun-oc "metal"-noun-es
"michon"-noun-oc "calcetín"-noun-es
"mieicampiste"-noun-oc "mediocampista"-noun-es
"mieicampiste"-noun-oc "centrocampista"-noun-es
"mieicampiste"-noun-oc "mediocentro"-noun-es
"miesa"-noun-oc "misa"-noun-es
"milèr"-noun-oc "millar"-noun-es
"minjador"-noun-oc "comedor"-noun-es
"minjamosques"-noun-oc "papamoscas"-noun-es
"minoria"-noun-oc "minoría"-noun-es
"minèr"-noun-oc "minero"-noun-es
"missau"-noun-oc "misal"-noun-es
"mitan ambient"-noun-oc "medioambiente"-noun-es
"mitan ambient"-noun-oc "medio ambiente"-noun-es
"moc"-noun-oc "moco"-noun-es
"modèu"-noun-oc "modelo"-noun-es
"mon"-noun-oc "mundo"-noun-es
"monde"-noun-oc "gente"-noun-es
"moquet"-noun-oc "colilla"-noun-es
"morralet"-noun-oc "mochila"-noun-es
"moscatelh"-noun-oc "moscatel"-noun-es
"mossardet"-noun-oc "criado"-noun-es
"mosso"-noun-oc "mozo"-noun-es
"mossur"-noun-oc "señor"-noun-es
"municipi"-noun-oc "municipio"-noun-es
"museta"-noun-oc "zurrón"-noun-es
"museta"-noun-oc "mochila"-noun-es
"music"-noun-oc "músico"-noun-es
"mèrca"-noun-oc "marca"-noun-es
"mèta"-noun-oc "meta"-noun-es
"mèu"-noun-oc "miel"-noun-es
"mòla"-noun-oc "molino"-noun-es
"mòs"-noun-oc "bocadillo"-noun-es
"mòsso"-noun-oc "mancebo"-noun-es
"mòsso"-noun-oc "mozo"-noun-es
"mòta"-noun-oc "uva"-noun-es
"n"-noun-oc "n"-noun-es
"nadau"-noun-oc "navidad"-noun-es
"naishement"-noun-oc "nacimiento"-noun-es
"naric"-noun-oc "moco"-noun-es
"nautada"-noun-oc "alzada"-noun-es
"nedador"-noun-oc "nadador"-noun-es
"necitge"-noun-oc "tontería"-noun-es
"negretat"-noun-oc "negrura"-noun-es
"neishement"-noun-oc "nacimiento"-noun-es
"nivolositat"-noun-oc "nubosidad"-noun-es
"nivèu"-noun-oc "nivel"-noun-es
"noiriguièr"-noun-oc "ganadero"-noun-es
"nomentament"-noun-oc "nombramiento"-noun-es
"nomina"-noun-oc "nómina"-noun-es
"noticia"-noun-oc "noticia"-noun-es
"numeral"-noun-oc "numeral"-noun-es
"numerau"-noun-oc "numeral"-noun-es
"nèxe"-noun-oc "nexo"-noun-es
"nòces"-noun-oc "boda"-noun-es
"octubre"-noun-oc "octubre"-noun-es
"oelha"-noun-oc "oveja"-noun-es
"oficialisacion"-noun-oc "oficialización"-noun-es
"ofimatica"-noun-oc "ofimática"-noun-es
"olièira"-noun-oc "aceitera"-noun-es
"olièra"-noun-oc "aceitera"-noun-es
"oquei"-noun-oc "hockey"-noun-es
"orde"-noun-oc "orden"-noun-es
"ordenament"-noun-oc "ordenamiento"-noun-es
"orfeon"-noun-oc "orfeón"-noun-es
"origen"-noun-oc "origen"-noun-es
"orizon"-noun-oc "horizonte"-noun-es
"ortalécia"-noun-oc "hortaliza"-noun-es
"os"-noun-oc "oso"-noun-es
"ostal discografic"-noun-oc "discográfica"-noun-es
"ostiuatge"-noun-oc "veraneo"-noun-es
"p"-noun-oc "p"-noun-es
"pagesia"-noun-oc "campesinado"-noun-es
"pair"-noun-oc "padre"-noun-es
"pair-sénher"-noun-oc "abuelo"-noun-es
"pairastre"-noun-oc "padrastro"-noun-es
"paishèra"-noun-oc "presa"-noun-es
"paissièra"-noun-oc "presa"-noun-es
"paja"-noun-oc "página"-noun-es
"palanca"-noun-oc "pasarela"-noun-es
"palmera"-noun-oc "palmera"-noun-es
"panièira"-noun-oc "papelera"-noun-es
"panièra"-noun-oc "papelera"-noun-es
"pannèu"-noun-oc "cartel"-noun-es
"pantalons"-noun-oc "pantalón"-noun-es
"pantèish"-noun-oc "gemido"-noun-es
"paperèra"-noun-oc "papelera"-noun-es
"papèr"-noun-oc "papel"-noun-es
"papèrera"-noun-oc "papelera"-noun-es
"paraulum"-noun-oc "verbosidad"-noun-es
"pare"-noun-oc "padre"-noun-es
"paredèr"-noun-oc "albañil"-noun-es
"parelha"-noun-oc "pareja"-noun-es
"parlaire"-noun-oc "hablante"-noun-es
"parlant"-noun-oc "hablante"-noun-es
"parpalhòla"-noun-oc "mariposa"-noun-es
"parrat"-noun-oc "gorrión"-noun-es
"partitura"-noun-oc "partitura"-noun-es
"parva"-noun-oc "comida"-noun-es
"pasca"-noun-oc "pascua"-noun-es
"passeg"-noun-oc "paseo"-noun-es
"pastissaria"-noun-oc "pastelería"-noun-es
"pastisson"-noun-oc "tarta"-noun-es
"pastisson"-noun-oc "pastel"-noun-es
"pastièira"-noun-oc "patera"-noun-es
"pastièra"-noun-oc "patera"-noun-es
"pastoret"-noun-oc "pastorcillo"-noun-es
"pastèra"-noun-oc "patera"-noun-es
"patinador"-noun-oc "patinador"-noun-es
"pauc"-noun-oc "poco"-noun-es
"peaina"-noun-oc "pandilla"-noun-es
"pebe"-noun-oc "pimienta"-noun-es
"pedania"-noun-oc "pedanía"-noun-es
"pedriatre"-noun-oc "pediatra"-noun-es
"peirèra"-noun-oc "cantera"-noun-es
"peish"-noun-oc "pescado"-noun-es
"peish"-noun-oc "pez"-noun-es
"pela"-noun-oc "corteza"-noun-es
"pelhasson"-noun-oc "vello"-noun-es
"pendon"-noun-oc "pendón"-noun-es
"penent"-noun-oc "pendiente"-noun-es
"pentura"-noun-oc "pintura"-noun-es
"percaça"-noun-oc "expulsión"-noun-es
"perhum"-noun-oc "perfume"-noun-es
"permuta"-noun-oc "permuta"-noun-es
"permís"-noun-oc "permiso"-noun-es
"persec"-noun-oc "melocotón"-noun-es
"perseguèr"-noun-oc "melocotonero"-noun-es
"personau"-noun-oc "personal"-noun-es
"pestanha"-noun-oc "pestaña"-noun-es
"petrolièira"-noun-oc "petrolera"-noun-es
"petrolièra"-noun-oc "petrolera"-noun-es
"peu"-noun-oc "cabello"-noun-es
"peu"-noun-oc "pelo"-noun-es
"peülla"-noun-oc "pezuña"-noun-es
"pilèr"-noun-oc "piloto"-noun-es
"pincelada"-noun-oc "pincelada"-noun-es
"pincèu"-noun-oc "pincel"-noun-es
"pinha"-noun-oc "piña"-noun-es
"pinson"-noun-oc "grosella"-noun-es
"pipòt"-noun-oc "muñeco"-noun-es
"pis"-noun-oc "piso"-noun-es
"piscifactoria"-noun-oc "piscifactoría"-noun-es
"pistòla"-noun-oc "pistola"-noun-es
"pitrau"-noun-oc "pecho"-noun-es
"piòc"-noun-oc "jalón"-noun-es
"planhèth"-noun-oc "llanura"-noun-es
"plantilha"-noun-oc "plantilla"-noun-es
"plata"-noun-oc "bandeja"-noun-es
"plojat"-noun-oc "aguacero"-noun-es
"plojat"-noun-oc "chubasco"-noun-es
"plumalh"-noun-oc "plumero"-noun-es
"plumalh"-noun-oc "penacho"-noun-es
"poblant"-noun-oc "poblador"-noun-es
"poemari"-noun-oc "poemario"-noun-es
"poliesportiu"-noun-oc "polideportivo"-noun-es
"polsièira"-noun-oc "polvareda"-noun-es
"polsièra"-noun-oc "polvareda"-noun-es
"polva"-noun-oc "polvo"-noun-es
"pomul"-noun-oc "pómulo"-noun-es
"ponent"-noun-oc "poniente"-noun-es
"popenc"-noun-oc "potranco"-noun-es
"popenc"-noun-oc "potro"-noun-es
"poret"-noun-oc "pollo"-noun-es
"porfiança"-noun-oc "perseverancia"-noun-es
"porgiment"-noun-oc "suministro"-noun-es
"portamantèl"-noun-oc "pértiga"-noun-es
"portau"-noun-oc "portal"-noun-es
"portavotz"-noun-oc "portavoz"-noun-es
"posita"-noun-oc "alcance"-noun-es
"potenciacion"-noun-oc "potenciación"-noun-es
"potjat"-noun-oc "césped"-noun-es
"povassèra"-noun-oc "polvareda"-noun-es
"povàs"-noun-oc "polvo"-noun-es
"prelacion"-noun-oc "prelación"-noun-es
"prelitorau"-noun-oc "prelitoral"-noun-es
"prepausa"-noun-oc "propuesta"-noun-es
"procés"-noun-oc "proceso"-noun-es
"profechament"-noun-oc "aprovechamiento"-noun-es
"professionau"-noun-oc "profesional"-noun-es
"professorat"-noun-oc "profesorado"-noun-es
"profitament"-noun-oc "aprovechamiento"-noun-es
"propietari"-noun-oc "dueño"-noun-es
"propietari"-noun-oc "propietario"-noun-es
"prorròga"-noun-oc "prórroga"-noun-es
"prostíbol"-noun-oc "prostíbulo"-noun-es
"provedidor"-noun-oc "proveedor"-noun-es
"provediment"-noun-oc "abasto"-noun-es
"provediment"-noun-oc "proveimiento"-noun-es
"provediment"-noun-oc "abastecimiento"-noun-es
"provesiment"-noun-oc "abasto"-noun-es
"provesiment"-noun-oc "proveimiento"-noun-es
"provesiment"-noun-oc "abastecimiento"-noun-es
"prua"-noun-oc "ciruela"-noun-es
"prètzfait"-noun-oc "tarea"-noun-es
"prètzhèt"-noun-oc "tarea"-noun-es
"psiquiatre"-noun-oc "psiquiatra"-noun-es
"pujau"-noun-oc "cerro"-noun-es
"punt d'interrogacion"-noun-oc "interrogante"-noun-es
"puntuacion"-noun-oc "puntuación"-noun-es
"pursèra"-noun-oc "patilla"-noun-es
"pèth"-noun-oc "corteza"-noun-es
"pèth"-noun-oc "pellejo"-noun-es
"pèth"-noun-oc "piel"-noun-es
"pòdo"-noun-oc "pulgar"-noun-es
"pòliesportiu"-noun-oc "polideportivo"-noun-es
"pòrro"-noun-oc "puerro"-noun-es
"pòrtavotz"-noun-oc "portavoz"-noun-es
"pòsa"-noun-oc "descanso"-noun-es
"pòsa"-noun-oc "reposo"-noun-es
"q"-noun-oc "q"-noun-es
"quadèrn"-noun-oc "cuaderno"-noun-es
"quòta"-noun-oc "cuota"-noun-es
"qüadratura"-noun-oc "cuadratura"-noun-es
"r"-noun-oc "r"-noun-es
"raflada"-noun-oc "hurto"-noun-es
"ramader"-noun-oc "ganadero"-noun-es
"ramaderia"-noun-oc "ganadería"-noun-es
"ramadièr"-noun-oc "ganadero"-noun-es
"ramadèr"-noun-oc "ganadero"-noun-es
"ramat"-noun-oc "rebaño"-noun-es
"ramatge"-noun-oc "ramaje"-noun-es
"rambla"-noun-oc "rambla"-noun-es
"rambolh"-noun-oc "lío"-noun-es
"ranura"-noun-oc "ranura"-noun-es
"rave"-noun-oc "rábano"-noun-es
"raïtz"-noun-oc "raíz"-noun-es
"rebaisha"-noun-oc "rebaja"-noun-es
"rebaissa"-noun-oc "rebaja"-noun-es
"rebocada"-noun-oc "reflujo"-noun-es
"rebrembrança"-noun-oc "recuerdo"-noun-es
"rebrèc"-noun-oc "rechazo"-noun-es
"rebòt"-noun-oc "limpiadera"-noun-es
"recaptacion"-noun-oc "recaudación"-noun-es
"recaudador"-noun-oc "recaudador"-noun-es
"recinte"-noun-oc "recinto"-noun-es
"recitau"-noun-oc "recital"-noun-es
"reclam"-noun-oc "reclamo"-noun-es
"reclassificacion"-noun-oc "reclasificación"-noun-es
"recobrament"-noun-oc "recaudación"-noun-es
"recodina"-noun-oc "despensa"-noun-es
"recompilacion"-noun-oc "recompilación"-noun-es
"reconeishement"-noun-oc "reconocimiento"-noun-es
"recontorn"-noun-oc "circunvolución"-noun-es
"recorregut"-noun-oc "recorrido"-noun-es
"recuelhuda"-noun-oc "recogida"-noun-es
"reculh"-noun-oc "compilación"-noun-es
"redicion"-noun-oc "reedición"-noun-es
"reducte"-noun-oc "reducto"-noun-es
"regal"-noun-oc "regalo"-noun-es
"regidor"-noun-oc "regidor"-noun-es
"regne"-noun-oc "reino"-noun-es
"regost"-noun-oc "regusto"-noun-es
"reinatge"-noun-oc "reinado"-noun-es
"reiteracion"-noun-oc "reiteración"-noun-es
"relampit"-noun-oc "relámpago"-noun-es
"relheta"-noun-oc "bisagra"-noun-es
"remassada"-noun-oc "recogida"-noun-es
"remembrança"-noun-oc "recuerdo"-noun-es
"remodelament"-noun-oc "remodelación"-noun-es
"remoquet"-noun-oc "desengaño"-noun-es
"remoquet"-noun-oc "fiasco"-noun-es
"remoquet"-noun-oc "chiste"-noun-es
"renaishement"-noun-oc "renacimiento"-noun-es
"renaishença"-noun-oc "renacimiento"-noun-es
"rendicion"-noun-oc "rendición"-noun-es
"reneishença"-noun-oc "renacimiento"-noun-es
"renhe"-noun-oc "reino"-noun-es
"renonciacion"-noun-oc "renuncia"-noun-es
"renóncia"-noun-oc "renuncia"-noun-es
"repercusion"-noun-oc "repercusión"-noun-es
"repoblacion"-noun-oc "repoblación"-noun-es
"reportaire"-noun-oc "reportero"-noun-es
"reposicion"-noun-oc "reposición"-noun-es
"repòs"-noun-oc "reposo"-noun-es
"requeriment"-noun-oc "requerimiento"-noun-es
"requisit"-noun-oc "requisito"-noun-es
"resplendença"-noun-oc "resplandor"-noun-es
"resplendor"-noun-oc "resplandor"-noun-es
"retolacion"-noun-oc "rotulación"-noun-es
"retruc"-noun-oc "rebote"-noun-es
"retruc"-noun-oc "retruque"-noun-es
"retòca"-noun-oc "retoque"-noun-es
"reunificacion"-noun-oc "reunificación"-noun-es
"reunion"-noun-oc "reunión"-noun-es
"reïncidéncia"-noun-oc "reincidencia"-noun-es
"rialha"-noun-oc "risa"-noun-es
"ribèra"-noun-oc "ribera"-noun-es
"riseta"-noun-oc "risa"-noun-es
"risque"-noun-oc "riesgo"-noun-es
"riuet"-noun-oc "arroyo"-noun-es
"riuet"-noun-oc "riachuelo"-noun-es
"rodèla"-noun-oc "arandela"-noun-es
"romeria"-noun-oc "romería"-noun-es
"rosèr"-noun-oc "rosal"-noun-es
"rovièra"-noun-oc "robledal"-noun-es
"rovièra"-noun-oc "robledo"-noun-es
"rovièra"-noun-oc "robleda"-noun-es
"rusca"-noun-oc "corteza"-noun-es
"rèire-filh"-noun-oc "nieto"-noun-es
"rèste"-noun-oc "resto"-noun-es
"ròba"-noun-oc "ropa"-noun-es
"sacerdòt"-noun-oc "sacerdote"-noun-es
"sagitari"-noun-oc "sagitario"-noun-es
"sagèth"-noun-oc "sello"-noun-es
"saile"-noun-oc "manto"-noun-es
"salarga"-noun-oc "salmuera"-noun-es
"salimana"-noun-oc "salamandra"-noun-es
"salsa"-noun-oc "salsa"-noun-es
"salut"-noun-oc "salud"-noun-es
"samuc"-noun-oc "sollozo"-noun-es
"sancha"-noun-oc "cacharro"-noun-es
"sanglot"-noun-oc "hipo"-noun-es
"sarrada"-noun-oc "cordillera"-noun-es
"sarte"-noun-oc "sastre"-noun-es
"sau"-noun-oc "sal"-noun-es
"saumet"-noun-oc "burro"-noun-es
"sautaire"-noun-oc "saltador"-noun-es
"saüquèr"-noun-oc "saúco"-noun-es
"secader"-noun-oc "secador"-noun-es
"secodida"-noun-oc "sacudida"-noun-es
"secretaria"-noun-oc "secretaría"-noun-es
"segòl"-noun-oc "centeno"-noun-es
"seisme"-noun-oc "sismo"-noun-es
"seisme"-noun-oc "seísmo"-noun-es
"semana"-noun-oc "semana"-noun-es
"seme"-noun-oc "pepita"-noun-es
"seme"-noun-oc "semilla"-noun-es
"senderisme"-noun-oc "senderismo"-noun-es
"senhau"-noun-oc "seña"-noun-es
"senhau"-noun-oc "señal"-noun-es
"senhoret"-noun-oc "señorito"-noun-es
"sentit"-noun-oc "sentido"-noun-es
"sequèr"-noun-oc "sequía"-noun-es
"sequèra"-noun-oc "sequía"-noun-es
"ser"-noun-oc "atardecer"-noun-es
"ser"-noun-oc "anochecer"-noun-es
"sernelha"-noun-oc "arista"-noun-es
"setmanèr"-noun-oc "semanario"-noun-es
"seu"-noun-oc "sebo"-noun-es
"sheta"-noun-oc "grifo"-noun-es
"shinhau"-noun-oc "poco"-noun-es
"shinhau"-noun-oc "miga"-noun-es
"shivau"-noun-oc "caballo"-noun-es
"shot"-noun-oc "chut"-noun-es
"significança"-noun-oc "significado"-noun-es
"simbèu"-noun-oc "símbolo"-noun-es
"sindic"-noun-oc "síndico"-noun-es
"sindicatura"-noun-oc "sindicatura"-noun-es
"sinistralitat"-noun-oc "siniestralidad"-noun-es
"sobrassada"-noun-oc "sobrasada"-noun-es
"sollicitant"-noun-oc "solicitante"-noun-es
"somièr"-noun-oc "somier"-noun-es
"somèr"-noun-oc "burro"-noun-es
"soquèr"-noun-oc "surco"-noun-es
"sosfamília"-noun-oc "subfamilia"-noun-es
"sospècha"-noun-oc "sospecha"-noun-es
"sospèita"-noun-oc "sospecha"-noun-es
"sosta"-noun-oc "plazo"-noun-es
"status"-noun-oc "estatus"-noun-es
"subcategoria"-noun-oc "subcategoría"-noun-es
"suberpaga"-noun-oc "gratificación"-noun-es
"subersaut"-noun-oc "sobresalto"-noun-es
"suberviuença"-noun-oc "supervivencia"-noun-es
"subervivença"-noun-oc "supervivencia"-noun-es
"subministrament"-noun-oc "suministro"-noun-es
"subministre"-noun-oc "suministro"-noun-es
"subreviuença"-noun-oc "supervivencia"-noun-es
"subtitulacion"-noun-oc "subtitulación"-noun-es
"sudoku"-noun-oc "sudoku"-noun-es
"suer"-noun-oc "suegro"-noun-es
"suggeriment"-noun-oc "sugerencia"-noun-es
"suggeréncia"-noun-oc "sugerencia"-noun-es
"superacion"-noun-oc "superación"-noun-es
"suslhèuament"-noun-oc "levantamiento"-noun-es
"susrenhe"-noun-oc "subreino"-noun-es
"susrègne"-noun-oc "subreino"-noun-es
"síndic"-noun-oc "síndico"-noun-es
