"Aalst"-properNoun-eo "Aalst"-properNoun-fr
"Port Coquitlam"-properNoun-fr "Port Coquitlam"-properNoun-eo
"portebla bebseĝo"-noun-eo "porte-bébé"-noun-fr
"porte-bébé"-noun-fr "portebla bebseĝo"-noun-eo
"porte-drapeau"-noun-fr "portepeo"-noun-eo
"porteépée"-noun-fr "portepeo"-noun-eo
"portoseĝo"-noun-eo "chaise à porteurs"-noun-fr
"chaise à porteurs"-noun-fr "portoseĝo"-noun-eo
"portulako"-noun-eo "pourpier"-noun-fr
"pourpier"-noun-fr "portulako"-noun-eo
"posede"-adverb-eo "possessivement"-adverb-fr
"possessivement"-adverb-fr "posede"-adverb-eo
"possessivement"-adverb-fr "posedeme"-adverb-eo
"posedeme"-adverb-eo "possessivement"-adverb-fr
"po-signo"-noun-eo "arobase"-noun-fr
"arobase"-noun-fr "po-signo"-noun-eo
"poŝkomputilo"-noun-eo "ordinateur de poche"-noun-fr
"poŝkomputilo"-noun-eo "palmtop"-noun-fr
"ordinateur de poche"-noun-fr "poŝkomputilo"-noun-eo
"palmtop"-noun-fr "poŝkomputilo"-noun-eo
"Possession"-properNoun-eo "Possession"-properNoun-fr
"Possession"-properNoun-fr "Possession"-properNoun-eo
"post"-adverb-eo "post"-adverb-fr
"post"-adverb-fr "post"-adverb-eo
"postaĵotruo"-noun-eo "trou du cul"-noun-fr
"trou du cul"-noun-fr "postaĵotruo"-noun-eo
"trou du cul"-noun-fr "pugtruo"-noun-eo
"pugtruo"-noun-eo "trou du cul"-noun-fr
"postbuŝo"-noun-eo "arrière-bouche"-noun-fr
"arrière-bouche"-noun-fr "postbuŝo"-noun-eo
"poŝtelefonio"-noun-eo "téléphonie mobile"-noun-fr
"téléphonie mobile"-noun-fr "poŝtelefonio"-noun-eo
"postfojno"-noun-eo "arrière-foin"-noun-fr
"postfojno"-noun-eo "refoin"-noun-fr
"arrière-foin"-noun-fr "postfojno"-noun-eo
"refoin"-noun-fr "postfojno"-noun-eo
"postkejnsisma"-adjective-eo "post-keynésien"-adjective-fr
"post-keynésien"-adjective-fr "postkejnsisma"-adjective-eo
"post-keynésien"-adjective-fr "postkejnsista"-adjective-eo
"postkejnsista"-adjective-eo "post-keynésien"-adjective-fr
"postkejnsismo"-noun-eo "post-keynésianisme"-noun-fr
"post-keynésianisme"-noun-fr "postkejnsismo"-noun-eo
"postkejnsisto"-noun-eo "post-keynésien"-noun-fr
"post-keynésien"-noun-fr "postkejnsisto"-noun-eo
"postkolekto"-noun-eo "grappillage"-noun-fr
"grappillage"-noun-fr "postkolekto"-noun-eo
"postlumoj"-noun-eo "feux arrière"-noun-fr
"feux arrière"-noun-fr "postlumoj"-noun-eo
"postmanĝo"-noun-eo "après-dinée"-noun-fr
"après-dinée"-noun-fr "postmanĝo"-noun-eo
"postnepo"-noun-eo "arrière-petite-fille"-noun-fr
"arrière-petite-fille"-noun-fr "postnepo"-noun-eo
"postpalato"-noun-eo "palais mou"-noun-fr
"postpalato"-noun-eo "voile du palais"-noun-fr
"palais mou"-noun-fr "postpalato"-noun-eo
"voile du palais"-noun-fr "postpalato"-noun-eo
"postparolo"-noun-eo "postface"-noun-fr
"postface"-noun-fr "postparolo"-noun-eo
"postremilo"-noun-eo "godille"-noun-fr
"godille"-noun-fr "postremilo"-noun-eo
"poŝtrestante"-adverb-eo "poste restante"-adverb-fr
"poste restante"-adverb-fr "poŝtrestante"-adverb-eo
"postrevolucia"-adjective-eo "d'après la révolution"-adjective-fr
"postrevolucia"-adjective-eo "post-révolutionnaire"-adjective-fr
"d'après la révolution"-adjective-fr "postrevolucia"-adjective-eo
"post-révolutionnaire"-adjective-fr "postrevolucia"-adjective-eo
"postsovetia"-adjective-eo "post-soviétique"-adjective-fr
"post-soviétique"-adjective-fr "postsovetia"-adjective-eo
"posttraktado"-noun-eo "posttraitement"-noun-fr
"posttraitement"-noun-fr "posttraktado"-noun-eo
"posttraktilo"-noun-eo "programme de posttraitement"-noun-fr
"programme de posttraitement"-noun-fr "posttraktilo"-noun-eo
"potenciala diferenco"-noun-eo "différence de potentiel"-noun-fr
"différence de potentiel"-noun-fr "potenciala diferenco"-noun-eo
"potencialhava"-adjective-eo "de gradient"-adjective-fr
"potencialhava"-adjective-eo "de potentiel"-adjective-fr
"de gradient"-adjective-fr "potencialhava"-adjective-eo
"de potentiel"-adjective-fr "potencialhava"-adjective-eo
"potencigo"-noun-eo "élévation à une puissance"-noun-fr
"potencigo"-noun-eo "exponentiation"-noun-fr
"élévation à une puissance"-noun-fr "potencigo"-noun-eo
"exponentiation"-noun-fr "potencigo"-noun-eo
"potencoserio"-noun-eo "série entière"-noun-fr
"série entière"-noun-fr "potencoserio"-noun-eo
"pozicia frakcio"-noun-eo "fraction systématique"-noun-fr
"fraction systématique"-noun-fr "pozicia frakcio"-noun-eo
"pozitrono"-noun-eo "positon"-noun-fr
"positon"-noun-fr "pozitrono"-noun-eo
"prahistorie"-adverb-eo "protohistoriquement"-adverb-fr
"protohistoriquement"-adverb-fr "prahistorie"-adverb-eo
"prahomo"-noun-eo "homme préhistorique"-noun-fr
"homme préhistorique"-noun-fr "prahomo"-noun-eo
"pranevo"-noun-eo "petite-nièce"-noun-fr
"pranevo"-noun-eo "petit-neveu"-noun-fr
"petite-nièce"-noun-fr "pranevo"-noun-eo
"petit-neveu"-noun-fr "pranevo"-noun-eo
"prapeko"-noun-eo "péché originel"-noun-fr
"péché originel"-noun-fr "prapeko"-noun-eo
"praviganto"-noun-eo "justificateur"-noun-fr
"justificateur"-noun-fr "praviganto"-noun-eo
"justificateur"-noun-fr "senkulpiganto"-noun-eo
"senkulpiganto"-noun-eo "justificateur"-noun-fr
"pravo"-noun-eo "bon droit"-noun-fr
"bon droit"-noun-fr "pravo"-noun-eo
"precipe ne"-adverb-eo "surtout pas"-adverb-fr
"surtout pas"-adverb-fr "precipe ne"-adverb-eo
"prefekta"-adjective-eo "préfectoral"-adjective-fr
"préfectoral"-adjective-fr "prefekta"-adjective-eo
"preferindaĵo"-noun-eo "meilleur choix"-noun-fr
"meilleur choix"-noun-fr "preferindaĵo"-noun-eo
"preĝolibro"-noun-eo "livre de prière"-noun-fr
"livre de prière"-noun-fr "preĝolibro"-noun-eo
"premateco"-noun-eo "assujétissement"-noun-fr
"assujétissement"-noun-fr "premateco"-noun-eo
"assujétissement"-noun-fr "premiteco"-noun-eo
"assujétissement"-noun-fr "servutigado"-noun-eo
"assujétissement"-noun-fr "servutigo"-noun-eo
"assujétissement"-noun-fr "submetigado"-noun-eo
"assujétissement"-noun-fr "submetigo"-noun-eo
"premiteco"-noun-eo "assujétissement"-noun-fr
"servutigado"-noun-eo "assujétissement"-noun-fr
"servutigo"-noun-eo "assujétissement"-noun-fr
"submetigado"-noun-eo "assujétissement"-noun-fr
"submetigo"-noun-eo "assujétissement"-noun-fr
"premejo"-noun-eo "pressoir"-noun-fr
"pressoir"-noun-fr "premejo"-noun-eo
"premio de Romo"-noun-eo "prix de Rome"-noun-fr
"prix de Rome"-noun-fr "premio de Romo"-noun-eo
"presbiopa"-adjective-eo "presbyte"-adjective-fr
"presbyte"-adjective-fr "presbiopa"-adjective-eo
"presbiopulo"-noun-eo "presbyte"-noun-fr
"presbyte"-noun-fr "presbiopulo"-noun-eo
"presbiteriana"-adjective-eo "presbytérien"-adjective-fr
"presbytérien"-adjective-fr "presbiteriana"-adjective-eo
"presbiteriano"-noun-eo "presbytérien"-noun-fr
"presbytérien"-noun-fr "presbiteriano"-noun-eo
"presebla"-adjective-eo "imprimable"-adjective-fr
"imprimable"-adjective-fr "presebla"-adjective-eo
"preskaŭ certe konverĝa"-adjective-eo "convergent presque sûrement"-adjective-fr
"convergent presque sûrement"-adjective-fr "preskaŭ certe konverĝa"-adjective-eo
"preskoboldo"-noun-eo "Titi Vilus"-noun-fr
"Titi Vilus"-noun-fr "preskoboldo"-noun-eo
"prestidigitatoro"-noun-eo "prestidigitateur"-noun-fr
"prestidigitateur"-noun-fr "prestidigitatoro"-noun-eo
"preterfluge"-adverb-eo "au vol"-adverb-fr
"preterfluge"-adverb-eo "en passant"-adverb-fr
"au vol"-adverb-fr "preterfluge"-adverb-eo
"en passant"-adverb-fr "preterfluge"-adverb-eo
"prezotaksado"-noun-eo "devis"-noun-fr
"devis"-noun-fr "prezotaksado"-noun-eo
"devis"-noun-fr "prezotakso"-noun-eo
"devis"-noun-fr "prezpropono"-noun-eo
"prezotakso"-noun-eo "devis"-noun-fr
"prezpropono"-noun-eo "devis"-noun-fr
"pridubado"-noun-eo "mise en question"-noun-fr
"mise en question"-noun-fr "pridubado"-noun-eo
"mise en question"-noun-fr "pridubo"-noun-eo
"pridubo"-noun-eo "mise en question"-noun-fr
"réchaud"-noun-fr "varmigilo"-noun-eo
"varmigilo"-noun-eo "réchaud"-noun-fr
"varmigilo"-noun-eo "réchauffeur"-noun-fr
"Prince George"-properNoun-eo "Prince George"-properNoun-fr
"Prince George"-properNoun-fr "Prince George"-properNoun-eo
"prinoto"-noun-eo "note explicative"-noun-fr
"note explicative"-noun-fr "prinoto"-noun-eo
"prioritati"-verb-eo "être prioritaire"-verb-fr
"être prioritaire"-verb-fr "prioritati"-verb-eo
"pripensinda"-adjective-eo "digne de considération"-adjective-fr
"digne de considération"-adjective-fr "pripensinda"-adjective-eo
"priskriba gramatiko"-noun-eo "grammaire descriptive"-noun-fr
"grammaire descriptive"-noun-fr "priskriba gramatiko"-noun-eo
"priskribe"-adverb-eo "descriptivement"-adverb-fr
"descriptivement"-adverb-fr "priskribe"-adverb-eo
"probablodenso"-noun-eo "densité de probabilité"-noun-fr
"densité de probabilité"-noun-fr "probablodenso"-noun-eo
"probablodistribuo"-noun-eo "distribution de probabilité"-noun-fr
"distribution de probabilité"-noun-fr "probablodistribuo"-noun-eo
"probablokalkulo"-noun-eo "calcul des probabilités"-noun-fr
"calcul des probabilités"-noun-fr "probablokalkulo"-noun-eo
"probablospaco"-noun-eo "espace probabilisé"-noun-fr
"probablospaco"-noun-eo "espace de probabilité"-noun-fr
"espace probabilisé"-noun-fr "probablospaco"-noun-eo
"espace de probabilité"-noun-fr "probablospaco"-noun-eo
"procesii"-verb-eo "faire une procession"-verb-fr
"faire une procession"-verb-fr "procesii"-verb-eo
"prodo"-noun-eo "preux"-noun-fr
"preux"-noun-fr "prodo"-noun-eo
"profilaktike"-adverb-eo "prophylactiquement"-adverb-fr
"prophylactiquement"-adverb-fr "profilaktike"-adverb-eo
"profitamo"-noun-eo "esprit de lucre"-noun-fr
"esprit de lucre"-noun-fr "profitamo"-noun-eo
"esprit de lucre"-noun-fr "profitemo"-noun-eo
"profitemo"-noun-eo "esprit de lucre"-noun-fr
"profitavida"-adjective-eo "âpre au gain"-adjective-fr
"profitavida"-adjective-eo "cupide"-adjective-fr
"âpre au gain"-adjective-fr "profitavida"-adjective-eo
"cupide"-adjective-fr "profitavida"-adjective-eo
"profitavide"-adverb-eo "mercantilement"-adverb-fr
"mercantilement"-adverb-fr "profitavide"-adverb-eo
"profite de"-preposition-eo "à la faveur de"-preposition-fr
"à la faveur de"-preposition-fr "profite de"-preposition-eo
"comblé de jours"-adjective-fr "profundaĝa"-adjective-eo
"programara"-adjective-eo "logiciel"-adjective-fr
"logiciel"-adjective-fr "programara"-adjective-eo
"programare"-adverb-eo "logiciellement"-adverb-fr
"logiciellement"-adverb-fr "programare"-adverb-eo
"prokrastemulo"-noun-eo "temporisateur"-noun-fr
"temporisateur"-noun-fr "prokrastemulo"-noun-eo
"temporisateur"-noun-fr "prokrastilo"-noun-eo
"prokrastilo"-noun-eo "temporisateur"-noun-fr
"prononcebla"-adjective-eo "prononçable"-adjective-fr
"prononçable"-adjective-fr "prononcebla"-adjective-eo
"propagandilo"-noun-eo "matériel de propagande"-noun-fr
"propagandilo"-noun-eo "objet promotionnel"-noun-fr
"matériel de propagande"-noun-fr "propagandilo"-noun-eo
"objet promotionnel"-noun-fr "propagandilo"-noun-eo
"propedeŭtiko"-noun-eo "propédeutique"-noun-fr
"propédeutique"-noun-fr "propedeŭtiko"-noun-eo
"propileo"-noun-eo "propylée"-noun-fr
"propylée"-noun-fr "propileo"-noun-eo
"propra divizoro"-noun-eo "diviseur propre"-noun-fr
"diviseur propre"-noun-fr "propra divizoro"-noun-eo
"propravola helpado"-noun-eo "bénévolat"-noun-fr
"bénévolat"-noun-fr "propravola helpado"-noun-eo
"prospektato"-noun-eo "prospect"-noun-fr
"prospect"-noun-fr "prospektato"-noun-eo
"prospekte"-adverb-eo "prospectivement"-adverb-fr
"prospectivement"-adverb-fr "prospekte"-adverb-eo
"prospektivo"-noun-eo "prospective"-noun-fr
"prospective"-noun-fr "prospektivo"-noun-eo
"maison de prostitution"-noun-fr "prostituejo"-noun-eo
"prostitué"-noun-fr "prostituito"-noun-eo
"prostracia"-adjective-eo "prostré"-adjective-fr
"prostré"-adjective-fr "prostracia"-adjective-eo
"protektilo"-noun-eo "préservateur"-noun-fr
"préservateur"-noun-fr "protektilo"-noun-eo
"protektiva"-adjective-eo "protectif"-adjective-fr
"protectif"-adjective-fr "protektiva"-adjective-eo
"proto"-adverb-eo "proto"-adverb-fr
"proto"-adverb-fr "proto"-adverb-eo
"prototipa"-adjective-eo "prototype"-adjective-fr
"prototype"-adjective-fr "prototipa"-adjective-eo
"prototipe"-adverb-eo "prototypiquement"-adverb-fr
"prototypiquement"-adverb-fr "prototipe"-adverb-eo
"protozoa"-adjective-eo "protozoaire"-adjective-fr
"protozoaire"-adjective-fr "protozoa"-adjective-eo
"provbalono"-noun-eo "ballon d'essai"-noun-fr
"provbalono"-noun-eo "ballon-sonde"-noun-fr
"ballon d'essai"-noun-fr "provbalono"-noun-eo
"ballon-sonde"-noun-fr "provbalono"-noun-eo
"provbudo"-noun-eo "cabine d'essayage"-noun-fr
"cabine d'essayage"-noun-fr "provbudo"-noun-eo
"provcele"-adverb-eo "à titre expérimental"-adverb-fr
"provcele"-adverb-eo "pour essayer"-adverb-fr
"à titre expérimental"-adverb-fr "provcele"-adverb-eo
"pour essayer"-adverb-fr "provcele"-adverb-eo
"provedziĝo"-noun-eo "mariage à l'essai"-noun-fr
"mariage à l'essai"-noun-fr "provedziĝo"-noun-eo
"Provenco-Alpoj-Bordo Lazura"-properNoun-eo "Provence-Alpes-Côte-d'Azur"-properNoun-fr
"Provence-Alpes-Côte-d'Azur"-properNoun-fr "Provenco-Alpoj-Bordo Lazura"-properNoun-eo
"testeur"-noun-fr "testisto"-noun-eo
"testisto"-noun-eo "testeur"-noun-fr
"provincisma"-adjective-eo "provincialiste"-adjective-fr
"provincialiste"-adjective-fr "provincisma"-adjective-eo
"provincialiste"-adjective-fr "provincista"-adjective-eo
"provincista"-adjective-eo "provincialiste"-adjective-fr
"provincisto"-noun-eo "provincialiste"-noun-fr
"provincialiste"-noun-fr "provincisto"-noun-eo
"provizora urĝa juĝo"-noun-eo "référé"-noun-fr
"référé"-noun-fr "provizora urĝa juĝo"-noun-eo
"provjaro"-noun-eo "période d'apprentissage"-noun-fr
"provjaro"-noun-eo "période de formation"-noun-fr
"période d'apprentissage"-noun-fr "provjaro"-noun-eo
"période de formation"-noun-fr "provjaro"-noun-eo
"provotempo"-noun-eo "probation"-noun-fr
"provotempo"-noun-eo "période probatoire"-noun-fr
"provotempo"-noun-eo "période d'essai"-noun-fr
"probation"-noun-fr "provotempo"-noun-eo
"probation"-noun-fr "provtempo"-noun-eo
"période probatoire"-noun-fr "provotempo"-noun-eo
"période probatoire"-noun-fr "provtempo"-noun-eo
"période d'essai"-noun-fr "provotempo"-noun-eo
"période d'essai"-noun-fr "provtempo"-noun-eo
"provtempo"-noun-eo "probation"-noun-fr
"provtempo"-noun-eo "période probatoire"-noun-fr
"provtempo"-noun-eo "période d'essai"-noun-fr
"prudeco"-noun-eo "pruderie"-noun-fr
"pruderie"-noun-fr "prudeco"-noun-eo
"prudentulo"-noun-eo "prudent"-noun-fr
"prudent"-noun-fr "prudentulo"-noun-eo
"prudent"-noun-fr "sindetenemulo"-noun-eo
"prudent"-noun-fr "singardulo"-noun-eo
"sindetenemulo"-noun-eo "prudent"-noun-fr
"singardulo"-noun-eo "prudent"-noun-fr
"pruve"-adverb-eo "à preuve"-adverb-fr
"à preuve"-adverb-fr "pruve"-adverb-eo
"pruvita"-adjective-eo "avéré"-adjective-fr
"avéré"-adjective-fr "pruvita"-adjective-eo
"pruvo per absurdo"-noun-eo "démonstration par l'absurde"-noun-fr
"démonstration par l'absurde"-noun-fr "pruvo per absurdo"-noun-eo
"démonstration par l'absurde"-noun-fr "pruvo per redukto al absurdo"-noun-eo
"pruvo per redukto al absurdo"-noun-eo "démonstration par l'absurde"-noun-fr
"pruvo per indukto"-noun-eo "démonstration par récurrence"-noun-fr
"démonstration par récurrence"-noun-fr "pruvo per indukto"-noun-eo
"pseŭdoscienco"-noun-eo "pseudoscience"-noun-fr
"pseudoscience"-noun-fr "pseŭdoscienco"-noun-eo
"pseŭdoskorpio"-noun-eo "pseudoscorpion"-noun-fr
"pseudoscorpion"-noun-fr "pseŭdoskorpio"-noun-eo
"pseudoscorpion"-noun-fr "pseŭdoskorpiulo"-noun-eo
"pseŭdoskorpiulo"-noun-eo "pseudoscorpion"-noun-fr
"PSF"-noun-eo "PSF"-noun-fr
"PSF"-noun-fr "PSF"-noun-eo
"psikanalize"-adverb-eo "psychanalitiquement"-adverb-fr
"psychanalitiquement"-adverb-fr "psikanalize"-adverb-eo
"psikiatrie"-adverb-eo "psychiatriquement"-adverb-fr
"psychiatriquement"-adverb-fr "psikiatrie"-adverb-eo
"pterido"-noun-eo "ptéride"-noun-fr
"ptéride"-noun-fr "pterido"-noun-eo
"ptolomea"-adjective-eo "ptoloméen"-adjective-fr
"ptoloméen"-adjective-fr "ptolomea"-adjective-eo
"puatua"-adjective-eo "poitevin"-adjective-fr
"poitevin"-adjective-fr "puatua"-adjective-eo
"pubère"-adjective-fr "seksmatura"-adjective-eo
"seksmatura"-adjective-eo "pubère"-adjective-fr
"seksmatura"-adjective-eo "nubile"-adjective-fr
"puberulo"-noun-eo "pubère"-noun-fr
"pubère"-noun-fr "puberulo"-noun-eo
"pubère"-noun-fr "seksmaturulo"-noun-eo
"seksmaturulo"-noun-eo "pubère"-noun-fr
"publika ĝardeno"-noun-eo "jardin public"-noun-fr
"jardin public"-noun-fr "publika ĝardeno"-noun-eo
"publika opinio"-noun-eo "opinion publique"-noun-fr
"opinion publique"-noun-fr "publika opinio"-noun-eo
"publika sekreto"-noun-eo "secret de Polichinelle"-noun-fr
"secret de Polichinelle"-noun-fr "publika sekreto"-noun-eo
"secret de Polichinelle"-noun-fr "pulĉinela sekreto"-noun-eo
"pulĉinela sekreto"-noun-eo "secret de Polichinelle"-noun-fr
"pudo"-noun-eo "poud"-noun-fr
"poud"-noun-fr "pudo"-noun-eo
"puebla"-adjective-eo "pueblo"-adjective-fr
"pueblo"-adjective-fr "puebla"-adjective-eo
"pueblo"-noun-eo "Pueblo"-noun-fr
"Pueblo"-noun-fr "pueblo"-noun-eo
"pufigita"-adjective-eo "soufflé"-adjective-fr
"soufflé"-adjective-fr "pufigita"-adjective-eo
"gant de boxe"-noun-fr "pugnoganto"-noun-eo
"Pullitzer-premio"-noun-eo "prix Pullitzer"-noun-fr
"prix Pullitzer"-noun-fr "Pullitzer-premio"-noun-eo
"pulsaro"-noun-eo "pulsar"-noun-fr
"pulsar"-noun-fr "pulsaro"-noun-eo
"pulsar"-noun-fr "pulsostelo"-noun-eo
"pulsostelo"-noun-eo "pulsar"-noun-fr
"pumpumado"-noun-eo "martellement"-noun-fr
"martellement"-noun-fr "pumpumado"-noun-eo
"punca"-adjective-eo "rouge vif"-adjective-fr
"rouge vif"-adjective-fr "punca"-adjective-eo
"punco"-noun-eo "ponceau"-noun-fr
"ponceau"-noun-fr "punco"-noun-eo
"punike"-adverb-eo "puniquement"-adverb-fr
"puniquement"-adverb-fr "punike"-adverb-eo
"punktoparo"-noun-eo "bipoint"-noun-fr
"punktoparo"-noun-eo "vecteur lié"-noun-fr
"bipoint"-noun-fr "punktoparo"-noun-eo
"vecteur lié"-noun-fr "punktoparo"-noun-eo
"punlaboro"-noun-eo "travaux forcés"-noun-fr
"travaux forcés"-noun-fr "punlaboro"-noun-eo
"puntilio"-noun-eo "point d'honneur"-noun-fr
"point d'honneur"-noun-fr "puntilio"-noun-eo
"purrasa"-adjective-eo "de race pure"-adjective-fr
"de race pure"-adjective-fr "purrasa"-adjective-eo
"puŝkrajono"-noun-eo "porte-mine"-noun-fr
"porte-mine"-noun-fr "puŝkrajono"-noun-eo
"Puteaux"-properNoun-eo "Puteaux"-properNoun-fr
"Puteaux"-properNoun-fr "Puteaux"-properNoun-eo
"Puy-en-Velay"-properNoun-eo "Puy-en-Velay"-properNoun-fr
"Puy-en-Velay"-properNoun-fr "Puy-en-Velay"-properNoun-eo
"rabatita"-adjective-eo "en solde"-adjective-fr
"en solde"-adjective-fr "rabatita"-adjective-eo
"rabie"-adverb-eo "rabiquement"-adverb-fr
"rabiquement"-adverb-fr "rabie"-adverb-eo
"rabomurdo"-noun-eo "crime crapuleux"-noun-fr
"crime crapuleux"-noun-fr "rabomurdo"-noun-eo
"racionala frakcio"-noun-eo "fraction rationnelle"-noun-fr
"fraction rationnelle"-noun-fr "racionala frakcio"-noun-eo
"racionala funkcio"-noun-eo "fonction rationnelle"-noun-fr
"fonction rationnelle"-noun-fr "racionala funkcio"-noun-eo
"radika"-adjective-eo "de racine"-adjective-fr
"radika"-adjective-eo "racinaire"-adjective-fr
"de racine"-adjective-fr "radika"-adjective-eo
"racinaire"-adjective-fr "radika"-adjective-eo
"radika korpo"-noun-eo "corps des racines"-noun-fr
"corps des racines"-noun-fr "radika korpo"-noun-eo
"station radiophonique"-noun-fr "radistacio"-noun-eo
"radistacio"-noun-eo "station radiophonique"-noun-fr
"radiostudio"-noun-eo "studio radiophonique"-noun-fr
"studio radiophonique"-noun-fr "radiostudio"-noun-eo
"studio radiophonique"-noun-fr "radistudio"-noun-eo
"radistudio"-noun-eo "studio radiophonique"-noun-fr
"radiotelegrafi"-verb-eo "radiotélégraphier"-verb-fr
"radiotélégraphier"-verb-fr "radiotelegrafi"-verb-eo
"radiotelegrafo"-noun-eo "radiotélégraphe"-noun-fr
"radiotélégraphe"-noun-fr "radiotelegrafo"-noun-eo
"radiotelegramo"-noun-eo "radiotélégramme"-noun-fr
"radiotélégramme"-noun-fr "radiotelegramo"-noun-eo
"radiotéléscope"-noun-fr "raditeleskopo"-noun-eo
"raditeleskopo"-noun-eo "radiotéléscope"-noun-fr
"vecteur de position"-noun-fr "radiusvektoro"-noun-eo
"radŝpinilo"-noun-eo "rouet"-noun-fr
"rouet"-noun-fr "radŝpinilo"-noun-eo
"rago"-noun-eo "raga"-noun-fr
"raga"-noun-fr "rago"-noun-eo
"rajdantaro"-noun-eo "groupe de cavaliers"-noun-fr
"groupe de cavaliers"-noun-fr "rajdantaro"-noun-eo
"raketĵetilo"-noun-eo "lance-fusées"-noun-fr
"lance-fusées"-noun-fr "raketĵetilo"-noun-eo
"Ramajano"-properNoun-eo "Ramayana"-properNoun-fr
"Ramayana"-properNoun-fr "Ramajano"-properNoun-eo
"ranedo"-noun-eo "ranidé"-noun-fr
"ranidé"-noun-fr "ranedo"-noun-eo
"rangulo"-noun-eo "gradé"-noun-fr
"gradé"-noun-fr "rangulo"-noun-eo
"rankori"-verb-eo "en vouloir"-verb-fr
"rankori"-verb-eo "éprouver du ressentiment"-verb-fr
"en vouloir"-verb-fr "rankori"-verb-eo
"éprouver du ressentiment"-verb-fr "rankori"-verb-eo
"raspa"-adjective-eo "raboteux"-adjective-fr
"raspa"-adjective-eo "râpeux"-adjective-fr
"raboteux"-adjective-fr "raspa"-adjective-eo
"râpeux"-adjective-fr "raspa"-adjective-eo
"raboteusement"-adverb-fr "raspe"-adverb-eo
"râpeusement"-adverb-fr "raspe"-adverb-eo
"ravelino"-noun-eo "ravelin"-noun-fr
"ravelin"-noun-fr "ravelino"-noun-eo
"re"-interjection-eo "bis"-interjection-fr
"bis"-interjection-fr "re"-interjection-eo
"reakcia aviadilo"-noun-eo "avion à réaction"-noun-fr
"avion à réaction"-noun-fr "reakcia aviadilo"-noun-eo
"avion à réaction"-noun-fr "reakciaviadilo"-noun-eo
"reakciaviadilo"-noun-eo "avion à réaction"-noun-fr
"realpolitiko"-noun-eo "politique réaliste"-noun-fr
"realpolitiko"-noun-eo "realpolitik"-noun-fr
"politique réaliste"-noun-fr "realpolitiko"-noun-eo
"realpolitik"-noun-fr "realpolitiko"-noun-eo
"realtempa"-adjective-eo "temps réel"-adjective-fr
"temps réel"-adjective-fr "realtempa"-adjective-eo
"reaperanto"-noun-eo "revenant"-noun-fr
"revenant"-noun-fr "reaperanto"-noun-eo
"reatingo"-noun-eo "réobtention"-noun-fr
"réobtention"-noun-fr "reatingo"-noun-eo
"rebilanci"-verb-eo "rééquilibrer"-verb-fr
"rééquilibrer"-verb-fr "rebilanci"-verb-eo
"rééquilibrer"-verb-fr "rekontraŭpezi"-verb-eo
"rekontraŭpezi"-verb-eo "rééquilibrer"-verb-fr
"recidivismo"-noun-eo "récidivisme"-noun-fr
"récidivisme"-noun-fr "recidivismo"-noun-eo
"reciklejo"-noun-eo "déchetterie"-noun-fr
"déchetterie"-noun-fr "reciklejo"-noun-eo
"recitativo"-noun-eo "récitatif"-noun-fr
"récitatif"-noun-fr "recitativo"-noun-eo
"Red Deer"-properNoun-eo "Red Deer"-properNoun-fr
"Red Deer"-properNoun-fr "Red Deer"-properNoun-eo
"redistribua"-adjective-eo "redistributeur"-adjective-fr
"redistributeur"-adjective-fr "redistribua"-adjective-eo
"redistribuanto"-noun-eo "redistributeur"-noun-fr
"redistributeur"-noun-fr "redistribuanto"-noun-eo
"redistribuebla"-adjective-eo "redistribuable"-adjective-fr
"redistribuable"-adjective-fr "redistribuebla"-adjective-eo
"redukteble"-adverb-eo "réductiblement"-adverb-fr
"réductiblement"-adverb-fr "redukteble"-adverb-eo
"reduktismo"-noun-eo "réductionnisme"-noun-fr
"réductionnisme"-noun-fr "reduktismo"-noun-eo
"redukto al absurdo"-noun-eo "réduction à l'absurde"-noun-fr
"réduction à l'absurde"-noun-fr "redukto al absurdo"-noun-eo
"reela parto"-noun-eo "partie réelle"-noun-fr
"partie réelle"-noun-fr "reela parto"-noun-eo
"referencverko"-noun-eo "ouvrage de référence"-noun-fr
"ouvrage de référence"-noun-fr "referencverko"-noun-eo
"referendarie"-adverb-eo "référendairement"-adverb-fr
"référendairement"-adverb-fr "referendarie"-adverb-eo
"référendairement"-adverb-fr "referendume"-adverb-eo
"referendume"-adverb-eo "référendairement"-adverb-fr
"réflexivement"-adverb-fr "sinkonscie"-adverb-eo
"sinkonscie"-adverb-eo "réflexivement"-adverb-fr
"reflektoro"-noun-eo "feux"-noun-fr
"feux"-noun-fr "reflektoro"-noun-eo
"refondanto"-noun-eo "refondateur"-noun-fr
"refondateur"-noun-fr "refondanto"-noun-eo
"refondateur"-noun-fr "refondinto"-noun-eo
"refondinto"-noun-eo "refondateur"-noun-fr
"réformateur"-noun-fr "reformatoro"-noun-eo
"reformatoro"-noun-eo "réformateur"-noun-fr
"reformati"-verb-eo "reformater"-verb-fr
"reformater"-verb-fr "reformati"-verb-eo
"regnestro"-noun-eo "chef d'état"-noun-fr
"chef d'état"-noun-fr "regnestro"-noun-eo
"regrese"-adverb-eo "régressivement"-adverb-fr
"régressivement"-adverb-fr "regrese"-adverb-eo
"regsistemo"-noun-eo "système administratif"-noun-fr
"système administratif"-noun-fr "regsistemo"-noun-eo
"reĝustigo"-noun-eo "rajustement"-noun-fr
