"n'importe quel"-determiner-fr "ajna"-determiner-eo
"massage"-noun-fr "masaĝo"-noun-eo
"masaĝo"-noun-eo "massage"-noun-fr
"matelas"-noun-fr "matraco"-noun-eo
"matraco"-noun-eo "matelas"-noun-fr
"menstruation"-noun-fr "menstruo"-noun-eo
"menstruo"-noun-eo "menstruation"-noun-fr
"métaphore"-noun-fr "metaforo"-noun-eo
"metaforo"-noun-eo "métaphore"-noun-fr
"microphone"-noun-fr "mikrofono"-noun-eo
"mikrofono"-noun-eo "microphone"-noun-fr
"minuit"-noun-fr "noktomezo"-noun-eo
"noktomezo"-noun-eo "minuit"-noun-fr
"militarisme"-noun-fr "militarismo"-noun-eo
"militarismo"-noun-eo "militarisme"-noun-fr
"miniature"-noun-fr "miniaturo"-noun-eo
"miniaturo"-noun-eo "miniature"-noun-fr
"mirage"-noun-fr "miraĝo"-noun-eo
"miraĝo"-noun-eo "mirage"-noun-fr
"mobilisation"-noun-fr "mobilizo"-noun-eo
"mobilizo"-noun-eo "mobilisation"-noun-fr
"modernisation"-noun-fr "modernigo"-noun-eo
"modernigo"-noun-eo "modernisation"-noun-fr
"modulation"-noun-fr "modulacio"-noun-eo
"modulacio"-noun-eo "modulation"-noun-fr
"taupe"-noun-fr "talpo"-noun-eo
"talpo"-noun-eo "taupe"-noun-fr
"monarque"-noun-fr "monarko"-noun-eo
"monarko"-noun-eo "monarque"-noun-fr
"monarchie"-noun-fr "monarkio"-noun-eo
"monarkio"-noun-eo "monarchie"-noun-fr
"monologue"-noun-fr "monologo"-noun-eo
"monologo"-noun-eo "monologue"-noun-fr
"monstre"-noun-fr "monstro"-noun-eo
"monstro"-noun-eo "monstre"-noun-fr
"motorciklo"-noun-eo "moto"-noun-fr
"moto"-noun-fr "motorciklo"-noun-eo
"mortier"-noun-fr "pistujo"-noun-eo
"pistujo"-noun-eo "mortier"-noun-fr
"serviette"-noun-fr "buŝtuko"-noun-eo
"buŝtuko"-noun-eo "serviette"-noun-fr
"navigation"-noun-fr "navigacio"-noun-eo
"navigacio"-noun-eo "navigation"-noun-fr
"neveu"-noun-fr "nevo"-noun-eo
"nevo"-noun-eo "neveu"-noun-fr
"nevo"-noun-eo "nièce"-noun-fr
"nièce"-noun-fr "nevo"-noun-eo
"neutron"-noun-fr "neŭtrono"-noun-eo
"neŭtrono"-noun-eo "neutron"-noun-fr
"rossignol"-noun-fr "najtingalo"-noun-eo
"najtingalo"-noun-eo "rossignol"-noun-fr
"noblesse"-noun-fr "nobeleco"-noun-eo
"noblesse"-noun-fr "nobelaro"-noun-eo
"nobeleco"-noun-eo "noblesse"-noun-fr
"nobelaro"-noun-eo "noblesse"-noun-fr
"substantif"-noun-fr "substantivo"-noun-eo
"substantivo"-noun-eo "substantif"-noun-fr
"oasis"-noun-fr "oazo"-noun-eo
"oazo"-noun-eo "oasis"-noun-fr
"observatoire"-noun-fr "observatorio"-noun-eo
"observatorio"-noun-eo "observatoire"-noun-fr
"observateur"-noun-fr "observanto"-noun-eo
"observanto"-noun-eo "observateur"-noun-fr
"océan"-noun-fr "oceano"-noun-eo
"oceano"-noun-eo "océan"-noun-fr
"olive"-noun-fr "olivo"-noun-eo
"olivo"-noun-eo "olive"-noun-fr
"opéra"-noun-fr "opero"-noun-eo
"opero"-noun-eo "opéra"-noun-fr
"orbite"-noun-fr "orbito"-noun-eo
"orbito"-noun-eo "orbite"-noun-fr
"verger"-noun-fr "legomĝardeno"-noun-eo
"legomĝardeno"-noun-eo "verger"-noun-fr
"orchestre"-noun-fr "orkestro"-noun-eo
"orkestro"-noun-eo "orchestre"-noun-fr
"orgasme"-noun-fr "orgasmo"-noun-eo
"orgasmo"-noun-eo "orgasme"-noun-fr
"mirador"-noun-fr "belvidejo"-noun-eo
"belvidejo"-noun-eo "mirador"-noun-fr
"orphelin"-noun-fr "orfo"-noun-eo
"orfo"-noun-eo "orphelin"-noun-fr
"ozone"-noun-fr "ozono"-noun-eo
"ozono"-noun-eo "ozone"-noun-fr
"pacifiste"-noun-fr "pacisto"-noun-eo
"pacisto"-noun-eo "pacifiste"-noun-fr
"peintre"-noun-fr "pentristo"-noun-eo
"pentristo"-noun-eo "peintre"-noun-fr
"panique"-noun-fr "paniko"-noun-eo
"paniko"-noun-eo "panique"-noun-fr
"léopard"-noun-fr "leopardo"-noun-eo
"leopardo"-noun-eo "léopard"-noun-fr
"panthère"-noun-fr "pantero"-noun-eo
"pantero"-noun-eo "panthère"-noun-fr
"perroquet"-noun-fr "papago"-noun-eo
"papago"-noun-eo "perroquet"-noun-fr
"participe"-noun-fr "participo"-noun-eo
"participo"-noun-eo "participe"-noun-fr
"patriarche"-noun-fr "patriarko"-noun-eo
"patriarko"-noun-eo "patriarche"-noun-fr
"pédagogie"-noun-fr "pedagogio"-noun-eo
"pedagogio"-noun-eo "pédagogie"-noun-fr
"pédale"-noun-fr "pedalo"-noun-eo
"pedalo"-noun-eo "pédale"-noun-fr
"pingouin"-noun-fr "pingveno"-noun-eo
"pingveno"-noun-eo "pingouin"-noun-fr
"péninsule"-noun-fr "duoninsulo"-noun-eo
"duoninsulo"-noun-eo "péninsule"-noun-fr
"peseta"-noun-fr "peseto"-noun-eo
"peseto"-noun-eo "peseta"-noun-fr
"pessimiste"-noun-fr "pesimisto"-noun-eo
"pesimisto"-noun-eo "pessimiste"-noun-fr
"pétale"-noun-fr "petalo"-noun-eo
"petalo"-noun-eo "pétale"-noun-fr
"pharaon"-noun-fr "faraono"-noun-eo
"faraono"-noun-eo "pharaon"-noun-fr
"philologue"-noun-fr "filologo"-noun-eo
"filologo"-noun-eo "philologue"-noun-fr
"philosophe"-noun-fr "filozofo"-noun-eo
"filozofo"-noun-eo "philosophe"-noun-fr
"phobie"-noun-fr "fobio"-noun-eo
"fobio"-noun-eo "phobie"-noun-fr
"pèlerinage"-noun-fr "pilgrimado"-noun-eo
"pilgrimado"-noun-eo "pèlerinage"-noun-fr
"rose"-noun-fr "rozo"-noun-eo
"rozo"-noun-eo "rose"-noun-fr
"pirate"-noun-fr "pirato"-noun-eo
"pirato"-noun-eo "pirate"-noun-fr
"pluriel"-noun-fr "pluralo"-noun-eo
"pluralo"-noun-eo "pluriel"-noun-fr
"poche"-noun-fr "poŝo"-noun-eo
"poŝo"-noun-eo "poche"-noun-fr
"grenade"-noun-fr "granato"-noun-eo
"granato"-noun-eo "grenade"-noun-fr
"pornographie"-noun-fr "pornografio"-noun-eo
"pornografio"-noun-eo "pornographie"-noun-fr
"portrait"-noun-fr "portreto"-noun-eo
"portreto"-noun-eo "portrait"-noun-fr
"préhistoire"-noun-fr "antaŭhistorio"-noun-eo
"antaŭhistorio"-noun-eo "préhistoire"-noun-fr
"préposition"-noun-fr "prepozicio"-noun-eo
"prepozicio"-noun-eo "préposition"-noun-fr
"prestige"-noun-fr "prestiĝo"-noun-eo
"prestiĝo"-noun-eo "prestige"-noun-fr
"primate"-noun-fr "primato"-noun-eo
"primato"-noun-eo "primate"-noun-fr
"productivité"-noun-fr "produktiveco"-noun-eo
"produktiveco"-noun-eo "productivité"-noun-fr
"projection"-noun-fr "projekcio"-noun-eo
"projekcio"-noun-eo "projection"-noun-fr
"pronom"-noun-fr "pronomo"-noun-eo
"pronomo"-noun-eo "pronom"-noun-fr
"prophète"-noun-fr "profeto"-noun-eo
"profeto"-noun-eo "prophète"-noun-fr
"prose"-noun-fr "prozo"-noun-eo
"prozo"-noun-eo "prose"-noun-fr
"protagoniste"-noun-fr "ĉefrolulo"-noun-eo
"ĉefrolulo"-noun-eo "protagoniste"-noun-fr
"protéine"-noun-fr "proteino"-noun-eo
"proteino"-noun-eo "protéine"-noun-fr
"prototype"-noun-fr "prototipo"-noun-eo
"prototipo"-noun-eo "prototype"-noun-fr
"province"-noun-fr "provinco"-noun-eo
"provinco"-noun-eo "province"-noun-fr
"quatuor"-noun-fr "kvarteto"-noun-eo
"kvarteto"-noun-eo "quatuor"-noun-fr
"radar"-noun-fr "radaro"-noun-eo
"radaro"-noun-eo "radar"-noun-fr
"radioactivité"-noun-fr "radioaktiveco"-noun-eo
"radioaktiveco"-noun-eo "radioactivité"-noun-fr
"rat"-noun-fr "rato"-noun-eo
"rato"-noun-eo "rat"-noun-fr
"réacteur"-noun-fr "reaktoro"-noun-eo
"reaktoro"-noun-eo "réacteur"-noun-fr
"réalisme"-noun-fr "realismo"-noun-eo
"realismo"-noun-eo "réalisme"-noun-fr
"rekonstruado"-noun-eo "reconstruction"-noun-fr
"reconstruction"-noun-fr "rekonstruado"-noun-eo
"raffinerie"-noun-fr "rafinejo"-noun-eo
"rafinejo"-noun-eo "raffinerie"-noun-fr
"régénération"-noun-fr "regenerado"-noun-eo
"regenerado"-noun-eo "régénération"-noun-fr
"relativité"-noun-fr "relativeco"-noun-eo
"relativeco"-noun-eo "relativité"-noun-fr
"réouverture"-noun-fr "remalfermo"-noun-eo
"remalfermo"-noun-eo "réouverture"-noun-fr
"réorganisation"-noun-fr "reorganizado"-noun-eo
"réorganisation"-noun-fr "reorganizo"-noun-eo
"reorganizado"-noun-eo "réorganisation"-noun-fr
"reorganizo"-noun-eo "réorganisation"-noun-fr
"répertoire"-noun-fr "repertuaro"-noun-eo
"repertuaro"-noun-eo "répertoire"-noun-fr
"réédition"-noun-fr "reeldono"-noun-eo
"reeldono"-noun-eo "réédition"-noun-fr
"restaurant"-noun-fr "restoracio"-noun-eo
"restoracio"-noun-eo "restaurant"-noun-fr
"rétine"-noun-fr "retino"-noun-eo
"retino"-noun-eo "rétine"-noun-fr
"rhétorique"-noun-fr "retoriko"-noun-eo
"retoriko"-noun-eo "rhétorique"-noun-fr
"rigidité"-noun-fr "rigideco"-noun-eo
"rigideco"-noun-eo "rigidité"-noun-fr
"rite"-noun-fr "rito"-noun-eo
"rito"-noun-eo "rite"-noun-fr
"rival"-noun-fr "rivalo"-noun-eo
"rivalo"-noun-eo "rival"-noun-fr
"robot"-noun-fr "roboto"-noun-eo
"roboto"-noun-eo "robot"-noun-fr
"fusée"-noun-fr "raketo"-noun-eo
"raketo"-noun-eo "fusée"-noun-fr
"raketo"-noun-eo "roquette"-noun-fr
"roquette"-noun-fr "raketo"-noun-eo
"romantisme"-noun-fr "romantikismo"-noun-eo
"romantikismo"-noun-eo "romantisme"-noun-fr
"rosaire"-noun-fr "rozario"-noun-eo
"rozario"-noun-eo "rosaire"-noun-fr
"roulette"-noun-fr "ruleto"-noun-eo
"ruleto"-noun-eo "roulette"-noun-fr
"sac à dos"-noun-fr "tornistro"-noun-eo
"tornistro"-noun-eo "sac à dos"-noun-fr
"sacrement"-noun-fr "sakramento"-noun-eo
"sakramento"-noun-eo "sacrement"-noun-fr
"salive"-noun-fr "salivo"-noun-eo
"salivo"-noun-eo "salive"-noun-fr
"sarcasme"-noun-fr "sarkasmo"-noun-eo
"sarkasmo"-noun-eo "sarcasme"-noun-fr
"sardine"-noun-fr "sardino"-noun-eo
"sardine"-noun-fr "pilĉardo"-noun-eo
"sardino"-noun-eo "sardine"-noun-fr
"pilĉardo"-noun-eo "sardine"-noun-fr
"satire"-noun-fr "satiro"-noun-eo
"satiro"-noun-eo "satire"-noun-fr
"sauce"-noun-fr "saŭco"-noun-eo
"saŭco"-noun-eo "sauce"-noun-fr
"sculpteur"-noun-fr "skulptisto"-noun-eo
"skulptisto"-noun-eo "sculpteur"-noun-fr
"sculpture"-noun-fr "skulptaĵo"-noun-eo
"skulptaĵo"-noun-eo "sculpture"-noun-fr
"vertige"-noun-fr "kapturno"-noun-eo
"kapturno"-noun-eo "vertige"-noun-fr
"autodétermination"-noun-fr "memdecido"-noun-eo
"memdecido"-noun-eo "autodétermination"-noun-fr
"sénat"-noun-fr "senato"-noun-eo
"senato"-noun-eo "sénat"-noun-fr
"sénateur"-noun-fr "senatano"-noun-eo
"senatano"-noun-eo "sénateur"-noun-fr
"sergent"-noun-fr "serĝento"-noun-eo
"serĝento"-noun-eo "sergent"-noun-fr
"requin"-noun-fr "ŝarko"-noun-eo
"ŝarko"-noun-eo "requin"-noun-fr
"silhouette"-noun-fr "silueto"-noun-eo
"silueto"-noun-eo "silhouette"-noun-fr
"silicium"-noun-fr "silicio"-noun-eo
"silicio"-noun-eo "silicium"-noun-fr
"gratte-ciel"-noun-fr "ĉielskrapanto"-noun-eo
"ĉielskrapanto"-noun-eo "gratte-ciel"-noun-fr
"insomnie"-noun-fr "sendormeco"-noun-eo
"sendormeco"-noun-eo "insomnie"-noun-fr
"sociologue"-noun-fr "sociologo"-noun-eo
"sociologo"-noun-eo "sociologue"-noun-fr
"chaussette"-noun-fr "ŝtrumpeto"-noun-eo
"ŝtrumpeto"-noun-eo "chaussette"-noun-fr
"sofa"-noun-fr "sofo"-noun-eo
"sofo"-noun-eo "sofa"-noun-fr
"solidarité"-noun-fr "solidareco"-noun-eo
"solidareco"-noun-eo "solidarité"-noun-fr
"soliste"-noun-fr "solisto"-noun-eo
"solisto"-noun-eo "soliste"-noun-fr
"soupe"-noun-fr "supo"-noun-eo
"supo"-noun-eo "soupe"-noun-fr
"souverain"-noun-fr "suvereno"-noun-eo
"suvereno"-noun-eo "souverain"-noun-fr
"souveraineté"-noun-fr "suvereneco"-noun-eo
"suvereneco"-noun-eo "souveraineté"-noun-fr
"porte-parole"-noun-fr "proparolanto"-noun-eo
"proparolanto"-noun-eo "porte-parole"-noun-fr
"sport"-noun-fr "sporto"-noun-eo
"sporto"-noun-eo "sport"-noun-fr
"sportif"-noun-fr "sportisto"-noun-eo
"sportisto"-noun-eo "sportif"-noun-fr
"tremplin"-noun-fr "saltotabulo"-noun-eo
"saltotabulo"-noun-eo "tremplin"-noun-fr
"sépia"-noun-fr "sepio"-noun-eo
"sepio"-noun-eo "sépia"-noun-fr
"calamar"-noun-fr "kalmaro"-noun-eo
"kalmaro"-noun-eo "calamar"-noun-fr
"kalmaro"-noun-eo "calmar"-noun-fr
"calmar"-noun-fr "kalmaro"-noun-eo
"acier"-noun-fr "ŝtalo"-noun-eo
"ŝtalo"-noun-eo "acier"-noun-fr
"estomac"-noun-fr "stomako"-noun-eo
"stomako"-noun-eo "estomac"-noun-fr
"sous-marin"-noun-fr "submarŝipo"-noun-eo
"submarŝipo"-noun-eo "sous-marin"-noun-fr
"suture"-noun-fr "kunkudro"-noun-eo
"kunkudro"-noun-eo "suture"-noun-fr
"symphonie"-noun-fr "simfonio"-noun-eo
"simfonio"-noun-eo "symphonie"-noun-fr
"adolescent"-noun-fr "adoleskanto"-noun-eo
"adoleskanto"-noun-eo "adolescent"-noun-fr
"télescope"-noun-fr "teleskopo"-noun-eo
"teleskopo"-noun-eo "télescope"-noun-fr
"terroriste"-noun-fr "teroristo"-noun-eo
"teroristo"-noun-eo "terroriste"-noun-fr
"testicule"-noun-fr "testiko"-noun-eo
"testiko"-noun-eo "testicule"-noun-fr
"thèse"-noun-fr "tezo"-noun-eo
"tezo"-noun-eo "thèse"-noun-fr
"voleur"-noun-fr "ŝtelisto"-noun-eo
"ŝtelisto"-noun-eo "voleur"-noun-fr
"tiers"-noun-fr "triono"-noun-eo
"triono"-noun-eo "tiers"-noun-fr
"marée"-noun-fr "tajdo"-noun-eo
"tajdo"-noun-eo "marée"-noun-fr
"crapaud"-noun-fr "bufo"-noun-eo
"bufo"-noun-eo "crapaud"-noun-fr
"tortue"-noun-fr "testudo"-noun-eo
"testudo"-noun-eo "tortue"-noun-fr
"torture"-noun-fr "torturo"-noun-eo
"torturo"-noun-eo "torture"-noun-fr
"totalitarisme"-noun-fr "totalismo"-noun-eo
"totalismo"-noun-eo "totalitarisme"-noun-fr
"touriste"-noun-fr "turisto"-noun-eo
"turisto"-noun-eo "touriste"-noun-fr
"tournoi"-noun-fr "turniro"-noun-eo
"turniro"-noun-eo "tournoi"-noun-fr
"essuie-mains"-noun-fr "mantuko"-noun-eo
"mantuko"-noun-eo "essuie-mains"-noun-fr
"jouet"-noun-fr "ludilo"-noun-eo
"ludilo"-noun-eo "jouet"-noun-fr
"tracteur"-noun-fr "traktoro"-noun-eo
"traktoro"-noun-eo "tracteur"-noun-fr
"tragédie"-noun-fr "tragedio"-noun-eo
"tragedio"-noun-eo "tragédie"-noun-fr
"transfusion"-noun-fr "transfuzo"-noun-eo
"transfuzo"-noun-eo "transfusion"-noun-fr
"traumatisme"-noun-fr "traŭmatismo"-noun-eo
"traŭmatismo"-noun-eo "traumatisme"-noun-fr
"trauma"-noun-fr "traŭmato"-noun-eo
"traŭmato"-noun-eo "trauma"-noun-fr
"billion"-noun-fr "biliono"-noun-eo
"biliono"-noun-eo "billion"-noun-fr
"trio"-noun-fr "trio"-noun-eo
"trio"-noun-eo "trio"-noun-fr
"triomphe"-noun-fr "triumfo"-noun-eo
"triumfo"-noun-eo "triomphe"-noun-fr
"trophée"-noun-fr "trofeo"-noun-eo
"trofeo"-noun-eo "trophée"-noun-fr
"tropique"-noun-fr "tropiko"-noun-eo
"tropiko"-noun-eo "tropique"-noun-fr
"tumeur"-noun-fr "tumoro"-noun-eo
"tumoro"-noun-eo "tumeur"-noun-fr
"tyrannie"-noun-fr "tiraneco"-noun-eo
"tiraneco"-noun-eo "tyrannie"-noun-fr
"tyran"-noun-fr "tirano"-noun-eo
"tirano"-noun-eo "tyran"-noun-fr
"ombrelo"-noun-eo "parapluie"-noun-fr
"parapluie"-noun-fr "ombrelo"-noun-eo
"uniforme"-noun-fr "uniformo"-noun-eo
"uniformo"-noun-eo "uniforme"-noun-fr
"univers"-noun-fr "universo"-noun-eo
"universo"-noun-eo "univers"-noun-fr
"uranium"-noun-fr "uranio"-noun-eo
"uranio"-noun-eo "uranium"-noun-fr
"urine"-noun-fr "urino"-noun-eo
"urino"-noun-eo "urine"-noun-fr
"utopie"-noun-fr "utopio"-noun-eo
"utopio"-noun-eo "utopie"-noun-fr
"vaccin"-noun-fr "vakcino"-noun-eo
"vakcino"-noun-eo "vaccin"-noun-fr
"vagin"-noun-fr "vagino"-noun-eo
"vagino"-noun-eo "vagin"-noun-fr
"vampire"-noun-fr "vampiro"-noun-eo
"vampiro"-noun-eo "vampire"-noun-fr
"variante"-noun-fr "varianto"-noun-eo
"varianto"-noun-eo "variante"-noun-fr
"vétéran"-noun-fr "veterano"-noun-eo
"veterano"-noun-eo "vétéran"-noun-fr
"vibration"-noun-fr "vibro"-noun-eo
"vibro"-noun-eo "vibration"-noun-fr
"vice-président"-noun-fr "vicprezidanto"-noun-eo
"vicprezidanto"-noun-eo "vice-président"-noun-fr
"vinaigre"-noun-fr "vinagro"-noun-eo
"vinagro"-noun-eo "vinaigre"-noun-fr
"violon"-noun-fr "violono"-noun-eo
"violono"-noun-eo "violon"-noun-fr
"vitamine"-noun-fr "vitamino"-noun-eo
"vitamino"-noun-eo "vitamine"-noun-fr
"vocation"-noun-fr "alvokiĝo"-noun-eo
"alvokiĝo"-noun-eo "vocation"-noun-fr
"vodka"-noun-fr "vodko"-noun-eo
"vodko"-noun-eo "vodka"-noun-fr
"volcan"-noun-fr "vulkano"-noun-eo
"vulkano"-noun-eo "volcan"-noun-fr
"vautour"-noun-fr "vulturo"-noun-eo
"vulturo"-noun-eo "vautour"-noun-fr
"gilet"-noun-fr "veŝto"-noun-eo
"veŝto"-noun-eo "gilet"-noun-fr
"aquarelle"-noun-fr "akvarelo"-noun-eo
"akvarelo"-noun-eo "aquarelle"-noun-fr
"baleine"-noun-fr "baleno"-noun-eo
"baleno"-noun-eo "baleine"-noun-fr
"tritiko"-noun-eo "blé"-noun-fr
"tritiko"-noun-eo "froment"-noun-fr
"blé"-noun-fr "tritiko"-noun-eo
"froment"-noun-fr "tritiko"-noun-eo
"veuf"-noun-fr "vidvo"-noun-eo
"vidvo"-noun-eo "veuf"-noun-fr
"laine"-noun-fr "lano"-noun-eo
"lano"-noun-eo "laine"-noun-fr
"yacht"-noun-fr "jakto"-noun-eo
"jakto"-noun-eo "yacht"-noun-fr
"annuaire"-noun-fr "jarlibro"-noun-eo
"jarlibro"-noun-eo "annuaire"-noun-fr
"ancre"-noun-fr "ankro"-noun-eo
"ankro"-noun-eo "ancre"-noun-fr
"zèbre"-noun-fr "zebro"-noun-eo
"zebro"-noun-eo "zèbre"-noun-fr
"canari"-noun-fr "kanario"-noun-eo
"kanario"-noun-eo "canari"-noun-fr
"éthique"-noun-fr "etiko"-noun-eo
"etiko"-noun-eo "éthique"-noun-fr
"morale"-noun-fr "moralo"-noun-eo
"moralo"-noun-eo "morale"-noun-fr
"persan"-noun-fr "perso"-noun-eo
"perso"-noun-eo "persan"-noun-fr
"nationaliste"-noun-fr "naciisto"-noun-eo
"naciisto"-noun-eo "nationaliste"-noun-fr
"antarctique"-adjective-fr "antarkta"-adjective-eo
"antarkta"-adjective-eo "antarctique"-adjective-fr
"afghan"-adjective-fr "afgana"-adjective-eo
"afgana"-adjective-eo "afghan"-adjective-fr
"africain"-adjective-fr "afrika"-adjective-eo
"afrika"-adjective-eo "africain"-adjective-fr
"andalou"-adjective-fr "andaluza"-adjective-eo
"andaluza"-adjective-eo "andalou"-adjective-fr
"arabe"-adjective-fr "araba"-adjective-eo
"araba"-adjective-eo "arabe"-adjective-fr
"argentina"-adjective-eo "argentin"-adjective-fr
"argentin"-adjective-fr "argentina"-adjective-eo
"asiatique"-adjective-fr "azia"-adjective-eo
"azia"-adjective-eo "asiatique"-adjective-fr
"australien"-adjective-fr "aŭstralia"-adjective-eo
"aŭstralia"-adjective-eo "australien"-adjective-fr
"aŭstra"-adjective-eo "autrichien"-adjective-fr
"autrichien"-adjective-fr "aŭstra"-adjective-eo
"belge"-adjective-fr "belga"-adjective-eo
"belga"-adjective-eo "belge"-adjective-fr
"brésilien"-adjective-fr "brazila"-adjective-eo
"brazila"-adjective-eo "brésilien"-adjective-fr
"britannique"-adjective-fr "brita"-adjective-eo
"brita"-adjective-eo "britannique"-adjective-fr
"bulgare"-adjective-fr "bulgara"-adjective-eo
"bulgara"-adjective-eo "bulgare"-adjective-fr
"canadien"-adjective-fr "kanada"-adjective-eo
"kanada"-adjective-eo "canadien"-adjective-fr
"catalan"-adjective-fr "kataluna"-adjective-eo
"kataluna"-adjective-eo "catalan"-adjective-fr
"catholique"-adjective-fr "katolika"-adjective-eo
"katolika"-adjective-eo "catholique"-adjective-fr
"chilien"-adjective-fr "ĉilia"-adjective-eo
"ĉilia"-adjective-eo "chilien"-adjective-fr
"chinois"-adjective-fr "ĉina"-adjective-eo
"chinois"-adjective-fr "ĥina"-adjective-eo
"ĉina"-adjective-eo "chinois"-adjective-fr
"ĥina"-adjective-eo "chinois"-adjective-fr
"chrétien"-adjective-fr "kristana"-adjective-eo
"kristana"-adjective-eo "chrétien"-adjective-fr
"colombien"-adjective-fr "kolombia"-adjective-eo
"kolombia"-adjective-eo "colombien"-adjective-fr
"danois"-adjective-fr "dana"-adjective-eo
"dana"-adjective-eo "danois"-adjective-fr
"égyptien"-adjective-fr "egipta"-adjective-eo
"egipta"-adjective-eo "égyptien"-adjective-fr
"anglais"-adjective-fr "angla"-adjective-eo
"angla"-adjective-eo "anglais"-adjective-fr
"européen"-adjective-fr "eŭropa"-adjective-eo
"eŭropa"-adjective-eo "européen"-adjective-fr
"finlandais"-adjective-fr "finna"-adjective-eo
"finna"-adjective-eo "finlandais"-adjective-fr
"flamand"-adjective-fr "flandra"-adjective-eo
"flandra"-adjective-eo "flamand"-adjective-fr
"français"-adjective-fr "franca"-adjective-eo
"franca"-adjective-eo "français"-adjective-fr
"allemand"-adjective-fr "germana"-adjective-eo
"germana"-adjective-eo "allemand"-adjective-fr
"gothique"-adjective-fr "gotika"-adjective-eo
"gotika"-adjective-eo "gothique"-adjective-fr
"grec"-adjective-fr "greka"-adjective-eo
"greka"-adjective-eo "grec"-adjective-fr
"hongrois"-adjective-fr "hungara"-adjective-eo
"hungara"-adjective-eo "hongrois"-adjective-fr
"ibérique"-adjective-fr "ibera"-adjective-eo
"ibera"-adjective-eo "ibérique"-adjective-fr
"indonésien"-adjective-fr "indonezia"-adjective-eo
"indonezia"-adjective-eo "indonésien"-adjective-fr
"irlandais"-adjective-fr "irlanda"-adjective-eo
"irlanda"-adjective-eo "irlandais"-adjective-fr
"musulman"-adjective-fr "islama"-adjective-eo
"islama"-adjective-eo "musulman"-adjective-fr
"islama"-adjective-eo "islamique"-adjective-fr
"islama"-adjective-eo "islamiste"-adjective-fr
"islamique"-adjective-fr "islama"-adjective-eo
"islamiste"-adjective-fr "islama"-adjective-eo
"israélien"-adjective-fr "israela"-adjective-eo
"israela"-adjective-eo "israélien"-adjective-fr
"italien"-adjective-fr "itala"-adjective-eo
"itala"-adjective-eo "italien"-adjective-fr
"hébreu"-adjective-fr "hebrea"-adjective-eo
"hebrea"-adjective-eo "hébreu"-adjective-fr
"juif"-adjective-fr "juda"-adjective-eo
"juda"-adjective-eo "juif"-adjective-fr
"latin"-adjective-fr "latina"-adjective-eo
"latina"-adjective-eo "latin"-adjective-fr
"marxiste"-adjective-fr "marksisma"-adjective-eo
"marksisma"-adjective-eo "marxiste"-adjective-fr
"méditerranéen"-adjective-fr "mediteranea"-adjective-eo
"mediteranea"-adjective-eo "méditerranéen"-adjective-fr
"mexicain"-adjective-fr "meksika"-adjective-eo
"mexicain"-adjective-fr "meksikia"-adjective-eo
"meksika"-adjective-eo "mexicain"-adjective-fr
"meksikia"-adjective-eo "mexicain"-adjective-fr
"marocain"-adjective-fr "maroka"-adjective-eo
"maroka"-adjective-eo "marocain"-adjective-fr
"norvégien"-adjective-fr "norvega"-adjective-eo
"norvega"-adjective-eo "norvégien"-adjective-fr
"tchèque"-adjective-fr "ĉeĥa"-adjective-eo
"ĉeĥa"-adjective-eo "tchèque"-adjective-fr
"palestinien"-adjective-fr "palestina"-adjective-eo
"palestina"-adjective-eo "palestinien"-adjective-fr
"polonais"-adjective-fr "pola"-adjective-eo
"pola"-adjective-eo "polonais"-adjective-fr
"portugais"-adjective-fr "portugala"-adjective-eo
"portugala"-adjective-eo "portugais"-adjective-fr
"russe"-adjective-fr "rusa"-adjective-eo
"rusa"-adjective-eo "russe"-adjective-fr
"écossais"-adjective-fr "skota"-adjective-eo
"skota"-adjective-eo "écossais"-adjective-fr
"soviétique"-adjective-fr "soveta"-adjective-eo
"soviétique"-adjective-fr "sovetia"-adjective-eo
"soveta"-adjective-eo "soviétique"-adjective-fr
"sovetia"-adjective-eo "soviétique"-adjective-fr
"castillan"-adjective-fr "kastilia"-adjective-eo
"kastilia"-adjective-eo "castillan"-adjective-fr
"espagnol"-adjective-fr "hispana"-adjective-eo
"hispana"-adjective-eo "espagnol"-adjective-fr
"suédois"-adjective-fr "sveda"-adjective-eo
"sveda"-adjective-eo "suédois"-adjective-fr
"suisse"-adjective-fr "svisa"-adjective-eo
"svisa"-adjective-eo "suisse"-adjective-fr
"syrien"-adjective-fr "siria"-adjective-eo
"siria"-adjective-eo "syrien"-adjective-fr
"turc"-adjective-fr "turka"-adjective-eo
"turka"-adjective-eo "turc"-adjective-fr
"valencien"-adjective-fr "valencia"-adjective-eo
"valencia"-adjective-eo "valencien"-adjective-fr
"anormal"-adjective-fr "eksternorma"-adjective-eo
"eksternorma"-adjective-eo "anormal"-adjective-fr
"abstrakta"-adjective-eo "abstrait"-adjective-fr
"abstrait"-adjective-fr "abstrakta"-adjective-eo
"abunda"-adjective-eo "abondant"-adjective-fr
"abondant"-adjective-fr "abunda"-adjective-eo
"akustika"-adjective-eo "acoustique"-adjective-fr
"acoustique"-adjective-fr "akustika"-adjective-eo
"admirable"-adjective-fr "admirinda"-adjective-eo
"admirinda"-adjective-eo "admirable"-adjective-fr
"efemera"-adjective-eo "éphémère"-adjective-fr
"éphémère"-adjective-fr "efemera"-adjective-eo
"aérien"-adjective-fr "aera"-adjective-eo
