"alta"-noun-ca "malalitigo"-noun-eo
"Monda Organizaĵo pri Komerco"-noun-eo "Organització Mundial del Comerç"-noun-ca
"Organització Mundial del Comerç"-noun-ca "Monda Organizaĵo pri Komerco"-noun-eo
"genetike modifita organismo"-noun-eo "OMG"-noun-ca
"genetike modifita organismo"-noun-eo "organisme modificat genèticament"-noun-ca
"OMG"-noun-ca "genetike modifita organismo"-noun-eo
"organisme modificat genèticament"-noun-ca "genetike modifita organismo"-noun-eo
"ondumi"-verb-eo "ondular"-verb-ca
"ondular"-verb-ca "ondumi"-verb-eo
"akvofeino"-noun-eo "ondina"-noun-ca
"ondina"-noun-ca "akvofeino"-noun-eo
"NRO"-noun-eo "ONG"-noun-ca
"ONG"-noun-ca "NRO"-noun-eo
"opaka"-adverb-eo "opac"-adverb-ca
"opac"-adverb-ca "maldiafana"-adverb-eo
"opac"-adverb-ca "opaka"-adverb-eo
"opac"-adverb-ca "densa"-adverb-eo
"densa"-adverb-eo "opac"-adverb-ca
"verbal"-adverb-ca "parola"-adverb-eo
"sonor"-adverb-ca "voĉa"-adverb-eo
"juĝista ordono"-noun-eo "ordre judicial"-noun-ca
"ordre judicial"-noun-ca "juĝista ordono"-noun-eo
"neregistara organizo"-noun-eo "organització no governamental"-noun-ca
"organització no governamental"-noun-ca "neregistara organizo"-noun-eo
"orienta"-adverb-eo "oriental"-adverb-ca
"oriental"-adverb-ca "orienta"-adverb-eo
"originala"-adverb-eo "original"-adverb-ca
"original"-adverb-ca "originala"-adverb-eo
"orta"-adverb-eo "ortogonal"-adverb-ca
"orta"-adverb-eo "perpendicular"-adverb-ca
"ortogonal"-adverb-ca "orta"-adverb-eo
"perpendicular"-adverb-ca "orta"-adverb-eo
"perpendicular"-adverb-ca "normala"-adverb-eo
"perpendicular"-adverb-ca "perpendikulara"-adverb-eo
"normala"-adverb-eo "perpendicular"-adverb-ca
"perpendikulara"-adverb-eo "perpendicular"-adverb-ca
"ostrogota"-adverb-eo "ostrogòticament"-adverb-ca
"ostrogòticament"-adverb-ca "ostrogota"-adverb-eo
"ovala"-adverb-eo "oval"-adverb-ca
"oval"-adverb-ca "ovala"-adverb-eo
"ovaligi"-verb-eo "ovalar"-verb-ca
"ovalar"-verb-ca "ovaligi"-verb-eo
"ozonigi"-verb-eo "ozonitzar"-verb-ca
"ozonitzar"-verb-ca "ozonigi"-verb-eo
"mola"-adverb-eo "palatal"-adverb-ca
"palatal"-adverb-ca "mola"-adverb-eo
"Panĝabio"-properNoun-eo "Panjab"-properNoun-ca
"Panjab"-properNoun-ca "Panĝabio"-properNoun-eo
"papuo"-noun-eo "papú"-noun-ca
"papú"-noun-ca "papuo"-noun-eo
"paraleligi"-verb-eo "parangonar"-verb-ca
"parangonar"-verb-ca "paraleligi"-verb-eo
"temparko"-noun-eo "parc temàtic"-noun-ca
"parc temàtic"-noun-ca "temparko"-noun-eo
"kveri"-verb-eo "parrupejar"-verb-ca
"parrupejar"-verb-ca "kveri"-verb-eo
"politika partio"-noun-eo "partit polític"-noun-ca
"partit polític"-noun-ca "politika partio"-noun-eo
"boataĉo"-noun-eo "patera"-noun-ca
"patera"-noun-ca "boataĉo"-noun-eo
"patra"-adverb-eo "patern"-adverb-ca
"patra"-adverb-eo "paternal"-adverb-ca
"patern"-adverb-ca "patra"-adverb-eo
"paternal"-adverb-ca "patra"-adverb-eo
"patriarka"-adverb-eo "patriarcal"-adverb-ca
"patriarcal"-adverb-ca "patriarka"-adverb-eo
"historia heredaĵo"-noun-eo "patrimoni històric"-noun-ca
"patrimoni històric"-noun-ca "historia heredaĵo"-noun-eo
"mastra"-adverb-eo "patronal"-adverb-ca
"patronal"-adverb-ca "mastra"-adverb-eo
"po"-noun-eo "pe"-noun-ca
"pe"-noun-ca "po"-noun-eo
"fumujo"-noun-eo "pebeter"-noun-ca
"fumujo"-noun-eo "peveter"-noun-ca
"pebeter"-noun-ca "fumujo"-noun-eo
"peveter"-noun-ca "fumujo"-noun-eo
"fiŝujo"-noun-eo "peixera"-noun-ca
"peixera"-noun-ca "fiŝujo"-noun-eo
"siaflanke"-adverb-eo "pel seu costat"-adverb-ca
"pel seu costat"-adverb-ca "siaflanke"-adverb-eo
"ruĝulo"-noun-eo "pell-roja"-noun-ca
"pell-roja"-noun-ca "ruĝulo"-noun-eo
"ruĝ-haŭtulo"-noun-eo "pellroja"-noun-ca
"pellroja"-noun-ca "ruĝ-haŭtulo"-noun-eo
"ruĝ-haŭta"-adjective-eo "pellroja"-adjective-ca
"pellroja"-adjective-ca "ruĝ-haŭta"-adjective-eo
"haŭteto"-noun-eo "tel"-noun-ca
"tel"-noun-ca "haŭteto"-noun-eo
"nedecidita"-adverb-eo "pendent"-adverb-ca
"pendent"-adverb-ca "nedecidita"-adverb-eo
"pneŭmonio"-noun-eo "peneumònia"-noun-ca
"peneumònia"-noun-ca "pneŭmonio"-noun-eo
"peniga"-adverb-eo "penible"-adverb-ca
"penible"-adverb-ca "peniga"-adverb-eo
"ekspastriĝi"-verb-eo "penjar els hàbits"-verb-ca
"penjar els hàbits"-verb-ca "ekspastriĝi"-verb-eo
"kvinpartio"-noun-eo "pentapartit"-noun-ca
"pentapartit"-noun-ca "kvinpartio"-noun-eo
"kvinpartia"-adjective-eo "pentapartit"-adjective-ca
"pentapartit"-adjective-ca "kvinpartia"-adjective-eo
"antaŭlasta"-adverb-eo "penúltim"-adverb-ca
"penúltim"-adverb-ca "antaŭlasta"-adverb-eo
"lastafoje"-adverb-eo "per últim colp"-adverb-ca
"lastafoje"-adverb-eo "per últim pic"-adverb-ca
"per últim colp"-adverb-ca "lastafoje"-adverb-eo
"per últim pic"-adverb-ca "lastafoje"-adverb-eo
"ĵurnalisma"-adverb-eo "periodísticament"-adverb-ca
"periodísticament"-adverb-ca "ĵurnalisma"-adverb-eo
"malutila"-adverb-eo "perjudicial"-adverb-ca
"perjudicial"-adverb-ca "malutila"-adverb-eo
"permeabla"-adverb-eo "permeable"-adverb-ca
"permeable"-adverb-ca "permeabla"-adverb-eo
"sed"-preposition-eo "però"-preposition-ca
"però"-preposition-ca "sed"-preposition-eo
"peza"-adverb-eo "pesant"-adverb-ca
"pesant"-adverb-ca "peza"-adverb-eo
"pika"-adverb-eo "picant"-adverb-ca
"picant"-adverb-ca "pika"-adverb-eo
"prurito"-noun-eo "picor"-noun-ca
"prurito"-noun-eo "pruïja"-noun-ca
"picor"-noun-ca "prurito"-noun-eo
"pruïja"-noun-ca "prurito"-noun-eo
"Piers"-properNoun-eo "Piers"-properNoun-ca
"Piers"-properNoun-ca "Piers"-properNoun-eo
"pigra"-adverb-eo "pigre"-adverb-ca
"pigre"-adverb-ca "pigra"-adverb-eo
"ŝikulo"-noun-eo "pijo"-noun-ca
"pijo"-noun-ca "ŝikulo"-noun-eo
"friponaro"-noun-eo "pilleria"-noun-ca
"friponaro"-noun-eo "xurma"-noun-ca
"pilleria"-noun-ca "friponaro"-noun-eo
"xurma"-noun-ca "friponaro"-noun-eo
"xurma"-noun-ca "punlaborularo"-noun-eo
"punlaborularo"-noun-eo "xurma"-noun-ca
"gumkuglo"-noun-eo "pilota de goma"-noun-ca
"pilota de goma"-noun-ca "gumkuglo"-noun-eo
"pilono"-noun-eo "piló"-noun-ca
"piló"-noun-ca "pilono"-noun-eo
"pimpinelo"-noun-eo "pimpinella"-noun-ca
"pimpinella"-noun-ca "pimpinelo"-noun-eo
"pinastro"-noun-eo "pinastre"-noun-ca
"pinastre"-noun-ca "pinastro"-noun-eo
"murskribaĵo"-noun-eo "pintada"-noun-ca
"pintada"-noun-ca "murskribaĵo"-noun-eo
"ruĵi"-verb-eo "pintar-se els llavis"-verb-ca
"ruĵi"-verb-eo "pintar els llavis"-verb-ca
"pintar-se els llavis"-verb-ca "ruĵi"-verb-eo
"pintar els llavis"-verb-ca "ruĵi"-verb-eo
"pitoreska"-adverb-eo "pintoresc"-adverb-ca
"pintoresc"-adverb-ca "pitoreska"-adverb-eo
"pina"-adjective-eo "pinyoner"-adjective-ca
"pinyoner"-adjective-ca "pina"-adjective-eo
"pipsuĉo"-noun-eo "pipada"-noun-ca
"pipada"-noun-ca "pipsuĉo"-noun-eo
"pirogo"-noun-eo "piragua"-noun-ca
"piragua"-noun-ca "pirogo"-noun-eo
"piranjo"-noun-eo "piranya"-noun-ca
"piranya"-noun-ca "piranjo"-noun-eo
"fajrodiveno"-noun-eo "piromància"-noun-ca
"piromància"-noun-ca "fajrodiveno"-noun-eo
"ardezkrajono"-noun-eo "pissarrí"-noun-ca
"pissarrí"-noun-ca "ardezkrajono"-noun-eo
"ornampoto"-noun-eo "pitxer"-noun-ca
"pitxer"-noun-ca "ornampoto"-noun-eo
"urinanto"-noun-eo "pixaner"-noun-ca
"pixaner"-noun-ca "urinanto"-noun-eo
"urininklino"-noun-eo "pixera"-noun-ca
"pixera"-noun-ca "urininklino"-noun-eo
"glata"-adverb-eo "planer"-adverb-ca
"planer"-adverb-ca "glata"-adverb-eo
"planer"-adverb-ca "senartifika"-adverb-eo
"senartifika"-adverb-eo "planer"-adverb-ca
"ladisto"-noun-eo "planxista"-noun-ca
"planxista"-noun-ca "ladisto"-noun-eo
"ladejo"-noun-eo "planxisteria"-noun-ca
"planxisteria"-noun-ca "ladejo"-noun-eo
"moldebla plasto"-noun-eo "plastilina"-noun-ca
"plastilina"-noun-ca "moldebla plasto"-noun-eo
"plateni"-verb-eo "platinar"-verb-ca
"platinar"-verb-ca "plateni"-verb-eo
"ploranto"-noun-eo "ploraner"-noun-ca
"ploraner"-noun-ca "ploranto"-noun-eo
"ploreti"-verb-eo "ploriquejar"-verb-ca
"ploreti"-verb-eo "somicar"-verb-ca
"ploreti"-verb-eo "somiquejar"-verb-ca
"ploriquejar"-verb-ca "ploreti"-verb-eo
"somicar"-verb-ca "ploreti"-verb-eo
"somiquejar"-verb-ca "ploreti"-verb-eo
"plora"-adjective-eo "plorós"-adjective-ca
"plorós"-adjective-ca "plora"-adjective-eo
"plumejo"-noun-eo "plumier"-noun-ca
"plumier"-noun-ca "plumejo"-noun-eo
"plumhava"-adjective-eo "plumífer"-adjective-ca
"plumífer"-adjective-ca "plumhava"-adjective-eo
"unulingvismo"-noun-eo "monolingüisme"-noun-ca
"monolingüisme"-noun-ca "unulingvismo"-noun-eo
"pluvometro"-noun-eo "pluviòmetre"-noun-ca
"pluviòmetre"-noun-ca "pluvometro"-noun-eo
"malriĉularo"-noun-eo "pobrissalla"-noun-ca
"pobrissalla"-noun-ca "malriĉularo"-noun-eo
"branĉtondado"-noun-eo "poda"-noun-ca
"poda"-noun-ca "branĉtondado"-noun-eo
"ekzekutiva potenco"-noun-eo "poder executiu"-noun-ca
"poder executiu"-noun-ca "ekzekutiva potenco"-noun-eo
"leĝdona potenco"-noun-eo "poder legislatiu"-noun-ca
"poder legislatiu"-noun-ca "leĝdona potenco"-noun-eo
"putrigado"-noun-eo "podrimener"-noun-ca
"podrimener"-noun-ca "putrigado"-noun-eo
"norda poluso"-properNoun-eo "Pol Nord"-properNoun-ca
"Pol Nord"-properNoun-ca "norda poluso"-properNoun-eo
"suda poluso"-properNoun-eo "Pol Sud"-properNoun-ca
"Pol Sud"-properNoun-ca "suda poluso"-properNoun-eo
"polento"-noun-eo "polenta"-noun-ca
"polenta"-noun-ca "polento"-noun-eo
"polica"-adverb-eo "policial"-adverb-ca
"policial"-adverb-ca "polica"-adverb-eo
"plurkolora"-adjective-eo "policrom"-adjective-ca
"policrom"-adjective-ca "plurkolora"-adjective-eo
"plurkoloreco"-noun-eo "policromia"-noun-ca
"policromia"-noun-ca "plurkoloreco"-noun-eo
"multaspekta"-adjective-eo "polifacètic"-adjective-ca
"polifacètic"-adjective-ca "multaspekta"-adjective-eo
"polinoma"-adverb-eo "polinomial"-adverb-ca
"polinomial"-adverb-ca "polinoma"-adverb-eo
"puligio"-noun-eo "poniol"-noun-ca
"poniol"-noun-ca "puligio"-noun-eo
"politikeco"-noun-eo "politiqueig"-noun-ca
"politiqueig"-noun-ca "politikeco"-noun-eo
"juna kokino"-noun-eo "polla"-noun-ca
"polla"-noun-ca "juna kokino"-noun-eo
"pordofosto"-noun-eo "polleguera"-noun-ca
"polleguera"-noun-ca "pordofosto"-noun-eo
"arbobranĉo"-noun-eo "pollegó"-noun-ca
"pollegó"-noun-ca "arbobranĉo"-noun-eo
"kokovendejo"-noun-eo "polleria"-noun-ca
"polleria"-noun-ca "kokovendejo"-noun-eo
"pedikhava"-adjective-eo "pollós"-adjective-ca
"pollós"-adjective-ca "pedikhava"-adjective-eo
"pulva"-adjective-eo "polsós"-adjective-ca
"polsós"-adjective-ca "pulva"-adjective-eo
"ŝprucflakono"-noun-eo "polvoritzador"-noun-ca
"polvoritzador"-noun-ca "ŝprucflakono"-noun-eo
"ovodemetejo"-noun-eo "ponedor"-noun-ca
"ponedor"-noun-ca "ovodemetejo"-noun-eo
"popolaĉo"-noun-eo "populatxo"-noun-ca
"populatxo"-noun-ca "popolaĉo"-noun-eo
"muzika miksaĵo"-noun-eo "popurri"-noun-ca
"popurri"-noun-ca "muzika miksaĵo"-noun-eo
"trinkilo"-noun-eo "porró"-noun-ca
"porró"-noun-ca "trinkilo"-noun-eo
"malgranda pordeto"-noun-eo "portella"-noun-ca
"portella"-noun-ca "malgranda pordeto"-noun-eo
"postelekta"-adjective-eo "postelectoral"-adjective-ca
"postelectoral"-adjective-ca "postelekta"-adjective-eo
"legommanĝaĵo"-noun-eo "potatge"-noun-ca
"potatge"-noun-ca "legommanĝaĵo"-noun-eo
"trinkaĉo"-noun-eo "potinga"-noun-ca
"potinga"-noun-ca "trinkaĉo"-noun-eo
"POUM"-noun-eo "POUM"-noun-ca
"POUM"-noun-ca "POUM"-noun-eo
"herbejaro"-noun-eo "praderia"-noun-ca
"praderia"-noun-ca "herbejaro"-noun-eo
"preciozema"-adjective-eo "preciosista"-adjective-ca
"preciosista"-adjective-ca "preciozema"-adjective-eo
"preciosista"-adjective-ca "preciozisma"-adjective-eo
"preciosista"-adjective-ca "preciozista"-adjective-eo
"preciozisma"-adjective-eo "preciosista"-adjective-ca
"preciozista"-adjective-eo "preciosista"-adjective-ca
"preciozisto"-noun-eo "preciosista"-noun-ca
"preciosista"-noun-ca "preciozisto"-noun-eo
"preciozeco"-noun-eo "preciosisme"-noun-ca
"preciosisme"-noun-ca "preciozeco"-noun-eo
"preciosisme"-noun-ca "preciozemo"-noun-eo
"preciosisme"-noun-ca "preciozo"-noun-eo
"preciosisme"-noun-ca "preciozismo"-noun-eo
"preciozemo"-noun-eo "preciosisme"-noun-ca
"preciozo"-noun-eo "preciosisme"-noun-ca
"preciozismo"-noun-eo "preciosisme"-noun-ca
"profunda"-adverb-eo "pregon"-adverb-ca
"pregon"-adverb-ca "profunda"-adverb-eo
"funda esplorado"-noun-eo "pregonesa"-noun-ca
"pregonesa"-noun-ca "funda esplorado"-noun-eo
"pra"-adverb-eo "prehistòricament"-adverb-ca
"prehistòricament"-adverb-ca "pra"-adverb-eo
"prelateco"-noun-eo "prelatura"-noun-ca
"prelatura"-noun-ca "prelateco"-noun-eo
"antaŭmarborda"-adverb-eo "prelitoral"-adverb-ca
"prelitoral"-adverb-ca "antaŭmarborda"-adverb-eo
"preludi"-verb-eo "preludiar"-verb-ca
"preludiar"-verb-ca "preludi"-verb-eo
"antaŭtempa"-adverb-eo "prematur"-adverb-ca
"prematur"-adverb-ca "antaŭtempa"-adverb-eo
"prematur"-adverb-ca "frumatura"-adverb-eo
"frumatura"-adverb-eo "prematur"-adverb-ca
"frumatura"-adverb-eo "primerencament"-adverb-ca
"primerencament"-adverb-ca "frumatura"-adverb-eo
"politika malliberulo"-noun-eo "pres polític"-noun-ca
"pres polític"-noun-ca "politika malliberulo"-noun-eo
"proopinia malliberulo"-noun-eo "pres d'opinió"-noun-ca
"proopinia malliberulo"-noun-eo "pres de consciència"-noun-ca
"pres d'opinió"-noun-ca "proopinia malliberulo"-noun-eo
"pres de consciència"-noun-ca "proopinia malliberulo"-noun-eo
"punlaboristo"-noun-eo "presidiari"-noun-ca
"presidiari"-noun-ca "punlaboristo"-noun-eo
"antaŭsokrata"-adverb-eo "presocràticament"-adverb-ca
"presocràticament"-adverb-ca "antaŭsokrata"-adverb-eo
"preteco"-noun-eo "prestesa"-noun-ca
"prestesa"-noun-ca "preteco"-noun-eo
"prestiĝigi"-verb-eo "prestigiar"-verb-ca
"prestigiar"-verb-ca "prestiĝigi"-verb-eo
"avertita"-adjective-eo "previngut"-adjective-ca
"previngut"-adjective-ca "avertita"-adjective-eo
"antaŭvidema"-adjective-eo "previsor"-adjective-ca
"previsor"-adjective-ca "antaŭvidema"-adjective-eo
"unuega"-adjective-eo "primicer"-adjective-ca
"primicer"-adjective-ca "unuega"-adjective-eo
"kopirajta programaro"-noun-eo "programari propietari"-noun-ca
"programari propietari"-noun-ca "kopirajta programaro"-noun-eo
"leĝopropono"-noun-eo "projecte de llei"-noun-ca
"projecte de llei"-noun-ca "leĝopropono"-noun-eo
"prolegomeno"-noun-eo "prolegomen"-noun-ca
"prolegomen"-noun-ca "prolegomeno"-noun-eo
"proletigi"-verb-eo "proletaritzar"-verb-ca
"proletaritzar"-verb-ca "proletigi"-verb-eo
"promesplena"-adverb-eo "prometedor"-adverb-ca
"prometedor"-adverb-ca "promesplena"-adverb-eo
"proksima"-adverb-eo "proper"-adverb-ca
"proksima"-adverb-eo "pròxim"-adverb-ca
"proper"-adverb-ca "proksima"-adverb-eo
"proper"-adverb-ca "apuda"-adverb-eo
"pròxim"-adverb-ca "proksima"-adverb-eo
"apuda"-adverb-eo "proper"-adverb-ca
"leĝpropono"-noun-eo "proposició de llei"-noun-ca
"proposició de llei"-noun-ca "leĝpropono"-noun-eo
"proporciigi"-verb-eo "prorratejar"-verb-ca
"prorratejar"-verb-ca "proporciigi"-verb-eo
"prozopopeo"-noun-eo "prosopopeia"-noun-ca
"prosopopeia"-noun-ca "prozopopeo"-noun-eo
"prozopopea"-adjective-eo "prosopopeic"-adjective-ca
"prosopopeic"-adjective-ca "prozopopea"-adjective-eo
"prozelito"-noun-eo "prosèlit"-noun-ca
"prosèlit"-noun-ca "prozelito"-noun-eo
"multaĝa"-adjective-eo "provecte"-adjective-ca
"provecte"-adjective-ca "multaĝa"-adjective-eo
"provinceco"-noun-eo "provincianisme"-noun-ca
"provincianisme"-noun-ca "provinceco"-noun-eo
"provizoreco"-noun-eo "provisionalitat"-noun-ca
"provisionalitat"-noun-ca "provizoreco"-noun-eo
"pseŭdopiedo"-noun-eo "pseudopodi"-noun-ca
"pseudopodi"-noun-ca "pseŭdopiedo"-noun-eo
"psikoterapiisto"-noun-eo "psicoterapeuta"-noun-ca
"psicoterapeuta"-noun-ca "psikoterapiisto"-noun-eo
"PSUC"-noun-eo "PSUC"-noun-ca
"PSUC"-noun-ca "PSUC"-noun-eo
"majoratino"-noun-eo "pubilla"-noun-ca
"pubilla"-noun-ca "majoratino"-noun-eo
"infankulturo"-noun-eo "puericultura"-noun-ca
"puericultura"-noun-ca "infankulturo"-noun-eo
"pufseĝo"-noun-eo "puf"-noun-ca
"puf"-noun-ca "pufseĝo"-noun-eo
"Pulĉinelo"-properNoun-eo "Pulcinella"-properNoun-ca
"Pulcinella"-properNoun-ca "Pulĉinelo"-properNoun-eo
"punkti"-verb-eo "puntejar"-verb-ca
"puntejar"-verb-ca "punkti"-verb-eo
"ponardvundo"-noun-eo "punyalada"-noun-ca
"punyalada"-noun-ca "ponardvundo"-noun-eo
"pala"-adverb-eo "pàl·lid"-adverb-ca
"pàl·lid"-adverb-ca "pala"-adverb-eo
"malica"-adverb-eo "pèrfid"-adverb-ca
"pèrfid"-adverb-ca "malica"-adverb-eo
"pèrfid"-adverb-ca "perfida"-adverb-eo
"perfida"-adverb-eo "pèrfid"-adverb-ca
"perfida"-adverb-eo "traïdor"-adverb-ca
"traïdor"-adverb-ca "perfida"-adverb-eo
"kvarĝemelo"-noun-eo "quadrigemin"-noun-ca
"quadrigemin"-noun-ca "kvarĝemelo"-noun-eo
"kvarĝemela"-adjective-eo "quadrigemin"-adjective-ca
"quadrigemin"-adjective-ca "kvarĝemela"-adjective-eo
"kvarpartio"-noun-eo "quadripartit"-noun-ca
"kvarpartio"-noun-eo "tetrapartit"-noun-ca
"quadripartit"-noun-ca "kvarpartio"-noun-eo
"tetrapartit"-noun-ca "kvarpartio"-noun-eo
"kvarpartia"-adjective-eo "quadripartit"-adjective-ca
"kvarpartia"-adjective-eo "tetrapartit"-adjective-ca
"quadripartit"-adjective-ca "kvarpartia"-adjective-eo
"tetrapartit"-adjective-ca "kvarpartia"-adjective-eo
"ekprocesi"-verb-eo "querellar"-verb-ca
"querellar"-verb-ca "ekprocesi"-verb-eo
"kemiterapiisto"-noun-eo "quimioterapeuta"-noun-ca
"quimioterapeuta"-noun-ca "kemiterapiisto"-noun-eo
"ĥimera"-adjective-eo "quimèric"-adjective-ca
"quimèric"-adjective-ca "ĥimera"-adjective-eo
"ladaĵisto"-noun-eo "quincallaire"-noun-ca
"quincallaire"-noun-ca "ladaĵisto"-noun-eo
"kvinjara"-adjective-eo "quinquennal"-adjective-ca
"quinquennal"-adjective-ca "kvinjara"-adjective-eo
"quinquennal"-adjective-ca "jarkvina"-adjective-eo
"jarkvina"-adjective-eo "quinquennal"-adjective-ca
"kvinjara"-adverb-eo "quinquennal"-adverb-ca
"quinquennal"-adverb-ca "kvinjara"-adverb-eo
"quinquennal"-adverb-ca "jarkvina"-adverb-eo
"jarkvina"-adverb-eo "quinquennal"-adverb-ca
"ĥiroptero"-noun-eo "quiròpter"-noun-ca
"quiròpter"-noun-ca "ĥiroptero"-noun-eo
"kvarobla"-adverb-eo "quàdruple"-adverb-ca
"quàdruple"-adverb-ca "kvarobla"-adverb-eo
"racia"-adverb-eo "racional"-adverb-ca
"racia"-adverb-eo "raonable"-adverb-ca
"racional"-adverb-ca "racia"-adverb-eo
"racional"-adverb-ca "racionala"-adverb-eo
"raonable"-adverb-ca "racia"-adverb-eo
"racionala"-adverb-eo "racional"-adverb-ca
"radioteleskopa"-adjective-eo "radiotelescòpic"-adjective-ca
"radiotelescòpic"-adjective-ca "radioteleskopa"-adjective-eo
"brikisto"-noun-eo "rajoler"-noun-ca
"rajoler"-noun-ca "brikisto"-noun-eo
"malfreŝa"-adverb-eo "ranci"-adverb-ca
"ranci"-adverb-ca "malfreŝa"-adverb-eo
"ranci"-adverb-ca "ranca"-adverb-eo
"ranca"-adverb-eo "ranci"-adverb-ca
"ventoblovo"-noun-eo "ventada"-noun-ca
"ventada"-noun-ca "ventoblovo"-noun-eo
"Rauffe"-properNoun-eo "Rauffe"-properNoun-ca
"Rauffe"-properNoun-ca "Rauffe"-properNoun-eo
"Raulin"-properNoun-eo "Raulin"-properNoun-ca
"Raulin"-properNoun-ca "Raulin"-properNoun-eo
"ravenissa"-noun-ca "rafanistro"-noun-eo
"rafanistro"-noun-eo "ravenissa"-noun-ca
"ribela"-adjective-eo "sublevat"-adjective-ca
"sublevat"-adjective-ca "ribela"-adjective-eo
"troŝarĝita"-adjective-eo "recarregat"-adjective-ca
"recarregat"-adjective-ca "troŝarĝita"-adjective-eo
"rekaŭĉuki"-verb-eo "recautxutar"-verb-ca
"recautxutar"-verb-ca "rekaŭĉuki"-verb-eo
"rekomendinda"-adverb-eo "recomanable"-adverb-ca
"recomanable"-adverb-ca "rekomendinda"-adverb-eo
"recomanable"-adverb-ca "rekomendebla"-adverb-eo
"rekomendebla"-adverb-eo "recomanable"-adverb-ca
"rekombini"-verb-eo "recombinar"-verb-ca
"recombinar"-verb-ca "rekombini"-verb-eo
"parolrekono"-noun-eo "reconeixement de la parola"-noun-ca
"reconeixement de la parola"-noun-ca "parolrekono"-noun-eo
"restarigi spacon"-verb-eo "recuperar un espai"-verb-ca
"recuperar un espai"-verb-ca "restarigi spacon"-verb-eo
"reciproka"-adverb-eo "recíproc"-adverb-ca
"recíproc"-adverb-ca "reciproka"-adverb-eo
"amas-aresto"-noun-eo "redada"-noun-ca
"redada"-noun-ca "amas-aresto"-noun-eo
"agra reformo"-noun-eo "reforma agrària"-noun-ca
"reforma agrària"-noun-ca "agra reformo"-noun-eo
"splendi"-verb-eo "refulgir"-verb-ca
"refulgir"-verb-ca "splendi"-verb-eo
"Aragona reĝlando"-noun-eo "regne d'Aragó"-noun-ca
"regne d'Aragó"-noun-ca "Aragona reĝlando"-noun-eo
"Kastilia reĝlando"-noun-eo "regne de Castella"-noun-ca
"regne de Castella"-noun-ca "Kastilia reĝlando"-noun-eo
"Franca reĝlando"-noun-eo "regne de França"-noun-ca
"regne de França"-noun-ca "Franca reĝlando"-noun-eo
"Galega reĝlando"-noun-eo "regne de Galícia"-noun-ca
"regne de Galícia"-noun-ca "Galega reĝlando"-noun-eo
"Leona reĝlando"-noun-eo "regne de Lleó"-noun-ca
"regne de Lleó"-noun-ca "Leona reĝlando"-noun-eo
"Majorka reĝlando"-noun-eo "regne de Mallorca"-noun-ca
"regne de Mallorca"-noun-ca "Majorka reĝlando"-noun-eo
"Nafara reĝlando"-noun-eo "regne de Navarra"-noun-ca
"regne de Navarra"-noun-ca "Nafara reĝlando"-noun-eo
"Portugala reĝlando"-noun-eo "regne de Portugal"-noun-ca
"regne de Portugal"-noun-ca "Portugala reĝlando"-noun-eo
"Valencia reĝlando"-noun-eo "regne de València"-noun-ca
"regne de València"-noun-ca "Valencia reĝlando"-noun-eo
"postula"-adjective-eo "reinvindicatiu"-adjective-ca
"reinvindicatiu"-adjective-ca "postula"-adjective-eo
"rilativo"-noun-eo "relatiu"-noun-ca
"relatiu"-noun-ca "rilativo"-noun-eo
"transŝvitiĝi"-verb-eo "rellentar"-verb-ca
"rellentar"-verb-ca "transŝvitiĝi"-verb-eo
"rumora"-adjective-eo "remorós"-adjective-ca
"remorós"-adjective-ca "rumora"-adjective-eo
"reviviga"-adjective-eo "renaixent"-adjective-ca
"renaixent"-adjective-ca "reviviga"-adjective-eo
"renovige"-adverb-eo "renovadorament"-adverb-ca
"renovadorament"-adverb-ca "renovige"-adverb-eo
"refortikigi"-verb-eo "renovellar"-verb-ca
"renovellar"-verb-ca "refortikigi"-verb-eo
"reorganizanto"-noun-eo "reorganitzador"-noun-ca
"reorganitzador"-noun-ca "reorganizanto"-noun-eo
"reorganiza"-adjective-eo "reorganitzador"-adjective-ca
"reorganitzador"-adjective-ca "reorganiza"-adjective-eo
"malsaĝago"-noun-eo "repapieig"-noun-ca
"repapieig"-noun-ca "malsaĝago"-noun-eo
"repasado"-noun-eo "repassada"-noun-ca
"repassada"-noun-ca "repasado"-noun-eo
"refaldo"-noun-eo "replec"-noun-ca
"replec"-noun-ca "refaldo"-noun-eo
"admonebla"-adjective-eo "reprensible"-adjective-ca
"reprensible"-adjective-ca "admonebla"-adjective-eo
"admonado"-noun-eo "reprensió"-noun-ca
"reprensió"-noun-ca "admonado"-noun-eo
"reprezaliito"-noun-eo "represaliat"-noun-ca
"represaliat"-noun-ca "reprezaliito"-noun-eo
"represaliat"-noun-ca "persekutito"-noun-eo
"persekutito"-noun-eo "represaliat"-noun-ca
"mallogo"-noun-eo "repulsa"-noun-ca
"repulsa"-noun-ca "mallogo"-noun-eo
"stebo"-noun-eo "repunt"-noun-ca
"repunt"-noun-ca "stebo"-noun-eo
"rekvizio"-noun-eo "requisa"-noun-ca
"requisa"-noun-ca "rekvizio"-noun-eo
"civila rezisto"-noun-eo "resistència civil"-noun-ca
"resistència civil"-noun-ca "civila rezisto"-noun-eo
"digna"-adverb-eo "respectable"-adverb-ca
"respectable"-adverb-ca "digna"-adverb-eo
"ventolejo"-noun-eo "respirall"-noun-ca
"respirall"-noun-ca "ventolejo"-noun-eo
