"desagradable"-adjective-ca "neagrabla"-adjective-eo
"morositat"-noun-ca "malfrupageco"-noun-eo
"Morys"-properNoun-eo "Morys"-properNoun-ca
"Morys"-properNoun-ca "Morys"-properNoun-eo
"mordovundo"-noun-eo "mossegada"-noun-ca
"mossegada"-noun-ca "mordovundo"-noun-eo
"mozarabo"-noun-eo "mossàrab"-noun-ca
"mossàrab"-noun-ca "mozarabo"-noun-eo
"mozaraba"-adjective-eo "mossàrab"-adjective-ca
"mossàrab"-adjective-ca "mozaraba"-adjective-eo
"transnacia kompanio"-noun-eo "multinacional"-noun-ca
"multinacional"-noun-ca "transnacia kompanio"-noun-eo
"multobleco"-noun-eo "multiplicitat"-noun-ca
"multiplicitat"-noun-ca "multobleco"-noun-eo
"montaremo"-noun-eo "muntanyisme"-noun-ca
"muntanyisme"-noun-ca "montaremo"-noun-eo
"montareca"-adjective-eo "muntanyós"-adjective-ca
"muntanyós"-adjective-ca "montareca"-adjective-eo
"ĉevalselo"-noun-eo "muntura"-noun-ca
"muntura"-noun-ca "ĉevalselo"-noun-eo
"mura"-adjective-eo "mural"-adjective-ca
"mural"-adjective-ca "mura"-adjective-eo
"muskoloza"-adjective-eo "musculós"-adjective-ca
"musculós"-adjective-ca "muskoloza"-adjective-eo
"muzikeco"-noun-eo "musicalitat"-noun-ca
"musicalitat"-noun-ca "muzikeco"-noun-eo
"plia"-determiner-eo "més"-determiner-ca
"més"-determiner-ca "plia"-determiner-eo
"pli"-preposition-eo "més"-preposition-ca
"més"-preposition-ca "pli"-preposition-eo
"pli malsupre"-adverb-eo "més avall"-adverb-ca
"més avall"-adverb-ca "pli malsupre"-adverb-eo
"pli konkrete"-adverb-eo "més concretament"-adverb-ca
"més concretament"-adverb-ca "pli konkrete"-adverb-eo
"pli antaŭe"-adverb-eo "més endavant"-adverb-ca
"més endavant"-adverb-ca "pli antaŭe"-adverb-eo
"pli malantaŭe"-adverb-eo "més enrere"-adverb-ca
"més enrere"-adverb-ca "pli malantaŭe"-adverb-eo
"pli-malpli"-adverb-eo "més o menys"-adverb-ca
"més o menys"-adverb-ca "pli-malpli"-adverb-eo
"pli ol iam ajn"-adverb-eo "més que mai"-adverb-ca
"més que mai"-adverb-ca "pli ol iam ajn"-adverb-eo
"mistika"-adverb-eo "místicament"-adverb-ca
"místicament"-adverb-ca "mistika"-adverb-eo
"Najrobio"-properNoun-eo "Nairobi"-properNoun-ca
"Nairobi"-properNoun-ca "Najrobio"-properNoun-eo
"neapola"-adjective-eo "napolità"-adjective-ca
"napolità"-adjective-ca "neapola"-adjective-eo
"neapolano"-noun-eo "napolità"-noun-ca
"napolità"-noun-ca "neapolano"-noun-eo
"Nasaŭo"-properNoun-eo "Nassau"-properNoun-ca
"Nassau"-properNoun-ca "Nasaŭo"-properNoun-eo
"Nathaniel"-properNoun-eo "Nathaniel"-properNoun-ca
"Nathaniel"-properNoun-ca "Nathaniel"-properNoun-eo
"Nazareto"-properNoun-eo "Natzaret"-properNoun-ca
"Natzaret"-properNoun-ca "Nazareto"-properNoun-eo
"bezone"-adverb-eo "necessàriament"-adverb-ca
"necessàriament"-adverb-ca "bezone"-adverb-eo
"novplatonismo"-noun-eo "neoplatonisme"-noun-ca
"neoplatonisme"-noun-ca "novplatonismo"-noun-eo
"mespilujo"-noun-eo "nespler"-noun-ca
"nespler"-noun-ca "mespilujo"-noun-eo
"Nichol"-properNoun-eo "Nichol"-properNoun-ca
"Nichol"-properNoun-ca "Nichol"-properNoun-eo
"Nicholas"-properNoun-eo "Nicholas"-properNoun-ca
"Nicholas"-properNoun-ca "Nicholas"-properNoun-eo
"Nichole"-properNoun-eo "Nichole"-properNoun-ca
"Nichole"-properNoun-ca "Nichole"-properNoun-eo
"tion ne necesas diri"-adverb-eo "no cal dir-ho"-adverb-ca
"no cal dir-ho"-adverb-ca "tion ne necesas diri"-adverb-eo
"ne malpli ol"-preposition-eo "no pas menys de"-preposition-ca
"no pas menys de"-preposition-ca "ne malpli ol"-preposition-eo
"ne pli ol"-preposition-eo "no pas més de"-preposition-ca
"no pas més de"-preposition-ca "ne pli ol"-preposition-eo
"ne valoras la penon mencii"-adverb-eo "no val la pena mencionar"-adverb-ca
"no val la pena mencionar"-adverb-ca "ne valoras la penon mencii"-adverb-eo
"prima nombro"-noun-eo "nombre primer"-noun-ca
"nombre primer"-noun-ca "prima nombro"-noun-eo
"multaj fojoj"-adverb-eo "nombroses vegades"-adverb-ca
"nombroses vegades"-adverb-ca "multaj fojoj"-adverb-eo
"nur tiel"-adverb-eo "només d'aquesta manera"-adverb-ca
"només d'aquesta manera"-adverb-ca "nur tiel"-adverb-eo
"nurskribebla"-adverb-eo "només d'escriptura"-adverb-ca
"només d'escriptura"-adverb-ca "nurskribebla"-adverb-eo
"nurlegebla"-adverb-eo "només de lectura"-adverb-ca
"només de lectura"-adverb-ca "nurlegebla"-adverb-eo
"nur tiam"-adverb-eo "només llavors"-adverb-ca
"només llavors"-adverb-ca "nur tiam"-adverb-eo
"nur por impresi"-adverb-eo "només per impressionar"-adverb-ca
"només per impressionar"-adverb-ca "nur por impresi"-adverb-eo
"nur unu momento"-adverb-eo "només un moment"-adverb-ca
"només un moment"-adverb-ca "nur unu momento"-adverb-eo
"nur unufoje"-adverb-eo "només una vegada"-adverb-ca
"només una vegada"-adverb-ca "nur unufoje"-adverb-eo
"novjorka"-adjective-eo "novaiorquès"-adjective-ca
"novaiorquès"-adjective-ca "novjorka"-adjective-eo
"novjorkano"-noun-eo "novaiorquès"-noun-ca
"novaiorquès"-noun-ca "novjorkano"-noun-eo
"nubia"-adjective-eo "nubi"-adjective-ca
"nubi"-adjective-ca "nubia"-adjective-eo
"nubiano"-noun-eo "nubi"-noun-ca
"nubi"-noun-ca "nubiano"-noun-eo
"numerado"-noun-eo "numeració"-noun-ca
"numeració"-noun-ca "numerado"-noun-eo
"numere"-adverb-eo "numèricament"-adverb-ca
"numèricament"-adverb-ca "numere"-adverb-eo
"Neapolo"-properNoun-eo "Nàpols"-properNoun-ca
"Nàpols"-properNoun-ca "Neapolo"-properNoun-eo
"aŭ io simila"-adverb-eo "o una cosa així"-adverb-ca
"o una cosa així"-adverb-ca "aŭ io simila"-adverb-eo
"aŭ inverse"-adverb-eo "o viceversa"-adverb-ca
"o viceversa"-adverb-ca "aŭ inverse"-adverb-eo
"obĵetanto"-noun-eo "objector"-noun-ca
"objector"-noun-ca "obĵetanto"-noun-eo
"observa"-adjective-eo "observador"-adjective-ca
"observador"-adjective-ca "observa"-adjective-eo
"okcitanlingva"-adjective-eo "occitanoparlant"-adjective-ca
"occitanoparlant"-adjective-ca "okcitanlingva"-adjective-eo
"okcitanlingvano"-noun-eo "occitanoparlant"-noun-ca
"occitanoparlant"-noun-ca "okcitanlingvano"-noun-eo
"Arkta oceano"-properNoun-eo "Àrtic"-properNoun-ca
"Àrtic"-properNoun-ca "Arkta oceano"-properNoun-eo
"ŝlosi"-verb-eo "ocultar"-verb-ca
"ocultar"-verb-ca "ŝlosi"-verb-eo
"oficialigi"-verb-eo "oficialitzar"-verb-ca
"oficialitzar"-verb-ca "oficialigi"-verb-eo
"Ohio"-properNoun-eo "Ohio"-properNoun-ca
"Ohio"-properNoun-ca "Ohio"-properNoun-eo
"Olever"-properNoun-eo "Olever"-properNoun-ca
"Olever"-properNoun-ca "Olever"-properNoun-eo
"Olimpo"-properNoun-eo "Olimp"-properNoun-ca
"Olimp"-properNoun-ca "Olimpo"-properNoun-eo
"olimpismo"-noun-eo "olimpisme"-noun-ca
"olimpisme"-noun-ca "olimpismo"-noun-eo
"Omano"-properNoun-eo "Oman"-properNoun-ca
"Oman"-properNoun-ca "Omano"-properNoun-eo
"Monda Organizaĵo pri Komerco"-noun-eo "OMC"-noun-ca
"OMC"-noun-ca "Monda Organizaĵo pri Komerco"-noun-eo
"kie eble"-adverb-eo "on sigui possible"-adverb-ca
"on sigui possible"-adverb-ca "kie eble"-adverb-eo
"ondumi"-verb-eo "ondar"-verb-ca
"ondar"-verb-ca "ondumi"-verb-eo
"aganta"-adjective-eo "operant"-adjective-ca
"operant"-adjective-ca "aganta"-adjective-eo
"orangutano"-noun-eo "orangutan"-noun-ca
"orangutan"-noun-ca "orangutano"-noun-eo
"Proksima Oriento"-properNoun-eo "Orient Mitjà"-properNoun-ca
"Orient Mitjà"-properNoun-ca "Proksima Oriento"-properNoun-eo
"ortografia"-adverb-eo "ortogràficament"-adverb-ca
"ortogràficament"-adverb-ca "ortografia"-adverb-eo
"oscila"-adjective-eo "oscil·lant"-adjective-ca
"oscil·lant"-adjective-ca "oscila"-adjective-eo
"Oslo"-properNoun-eo "Oslo"-properNoun-ca
"Oslo"-properNoun-ca "Oslo"-properNoun-eo
"Osona"-properNoun-eo "Osona"-properNoun-ca
"Osona"-properNoun-ca "Osona"-properNoun-eo
"ostigi"-verb-eo "ossificar"-verb-ca
"ossificar"-verb-ca "ostigi"-verb-eo
"Owner"-properNoun-eo "Owner"-properNoun-ca
"Owner"-properNoun-ca "Owner"-properNoun-eo
"palankeno"-noun-eo "palanquí"-noun-ca
"palanquí"-noun-ca "palankeno"-noun-eo
"Pallars"-properNoun-eo "Pallars"-properNoun-ca
"Pallars"-properNoun-ca "Pallars"-properNoun-eo
"Pallars Jussà"-properNoun-eo "Pallars Jussà"-properNoun-ca
"Pallars Jussà"-properNoun-ca "Pallars Jussà"-properNoun-eo
"Pallars Sobirà"-properNoun-eo "Pallars Sobirà"-properNoun-ca
"Pallars Sobirà"-properNoun-ca "Pallars Sobirà"-properNoun-eo
"pando"-noun-eo "panda"-noun-ca
"panda"-noun-ca "pando"-noun-eo
"sekvinvinero"-noun-eo "pansa"-noun-ca
"pansa"-noun-ca "sekvinvinero"-noun-eo
"kalsonŝtrumpoj"-noun-eo "pantis"-noun-ca
"pantis"-noun-ca "kalsonŝtrumpoj"-noun-eo
"papiliumi"-verb-eo "papallonejar"-verb-ca
"papallonejar"-verb-ca "papiliumi"-verb-eo
"papiro"-noun-eo "papir"-noun-ca
"papir"-noun-ca "papiro"-noun-eo
"Papu-Nov-Gvineo"-properNoun-eo "Papua Nova Guinea"-properNoun-ca
"Papua Nova Guinea"-properNoun-ca "Papu-Nov-Gvineo"-properNoun-eo
"armeeca"-adjective-eo "paramilitar"-adjective-ca
"paramilitar"-adjective-ca "armeeca"-adjective-eo
"paramilitar"-adjective-ca "paraarmea"-adjective-eo
"paraarmea"-adjective-eo "paramilitar"-adjective-ca
"parceligi"-verb-eo "parcel·lar"-verb-ca
"parcel·lar"-verb-ca "parceligi"-verb-eo
"parolformo"-noun-eo "parlar"-noun-ca
"parlar"-noun-ca "parolformo"-noun-eo
"kveri"-verb-eo "parrupar"-verb-ca
"parrupar"-verb-ca "kveri"-verb-eo
"knedi"-verb-eo "pastar"-verb-ca
"pastar"-verb-ca "knedi"-verb-eo
"mastraro"-noun-eo "patronal"-noun-ca
"patronal"-noun-ca "mastraro"-noun-eo
"Katalunaj Landoj"-properNoun-eo "Països Catalans"-properNoun-ca
"Països Catalans"-properNoun-ca "Katalunaj Landoj"-properNoun-eo
"Països Catalans"-properNoun-ca "Kataluna Landaro"-properNoun-eo
"Kataluna Landaro"-properNoun-eo "Països Catalans"-properNoun-ca
"rilate al tio"-adverb-eo "pel que fa a això"-adverb-ca
"pel que fa a això"-adverb-ca "rilate al tio"-adverb-eo
"laŭ mia scio"-adverb-eo "pel que jo sé"-adverb-ca
"pel que jo sé"-adverb-ca "laŭ mia scio"-adverb-eo
"siaflanke"-adverb-eo "per la seva banda"-adverb-ca
"siaflanke"-adverb-eo "per la seva part"-adverb-ca
"per la seva banda"-adverb-ca "siaflanke"-adverb-eo
"per la seva part"-adverb-ca "siaflanke"-adverb-eo
"ruĝulo"-noun-eo "roig"-noun-ca
"roig"-noun-ca "ruĝulo"-noun-eo
"Penedès"-properNoun-eo "Penedès"-properNoun-ca
"Penedès"-properNoun-ca "Penedès"-properNoun-eo
"pneŭmonio"-noun-eo "pulmonia"-noun-ca
"pulmonia"-noun-ca "pneŭmonio"-noun-eo
"pro la sama kialo"-adverb-eo "per aquella mateixa raó"-adverb-ca
"per aquella mateixa raó"-adverb-ca "pro la sama kialo"-adverb-eo
"bone ĝis nun"-adverb-eo "per ara bé"-adverb-ca
"per ara bé"-adverb-ca "bone ĝis nun"-adverb-eo
"ekster ĉia suspekto"-adverb-eo "per damunt de tota sospita"-adverb-ca
"per damunt de tota sospita"-adverb-ca "ekster ĉia suspekto"-adverb-eo
"pro spitemo"-adverb-eo "per despit"-adverb-ca
"per despit"-adverb-ca "pro spitemo"-adverb-eo
"por iel diri tion"-adverb-eo "per dir-ho d'alguna manera"-adverb-ca
"per dir-ho d'alguna manera"-adverb-ca "por iel diri tion"-adverb-eo
"por diri tion delikate"-adverb-eo "per dir-ho suaument"-adverb-ca
"per dir-ho suaument"-adverb-ca "por diri tion delikate"-adverb-eo
"kun duplikato"-adverb-eo "per duplicat"-adverb-ca
"per duplicat"-adverb-ca "kun duplikato"-adverb-eo
"formalaĵe"-adverb-eo "per formalitat"-adverb-ca
"per formalitat"-adverb-ca "formalaĵe"-adverb-eo
"je la mezo"-adverb-eo "per la meitat"-adverb-ca
"per la meitat"-adverb-ca "je la mezo"-adverb-eo
"por lui"-adverb-eo "per llogar"-adverb-ca
"per llogar"-adverb-ca "por lui"-adverb-eo
"pro ekonomiaj kialoj"-adverb-eo "per motius econòmics"-adverb-ca
"per motius econòmics"-adverb-ca "pro ekonomiaj kialoj"-adverb-eo
"pro mediaj kialoj"-adverb-eo "per motius mediambientals"-adverb-ca
"per motius mediambientals"-adverb-ca "pro mediaj kialoj"-adverb-eo
"laŭ prioritata ordo"-adverb-eo "per ordre de prioritat"-adverb-ca
"per ordre de prioritat"-adverb-ca "laŭ prioritata ordo"-adverb-eo
"de ilia flanko"-adverb-eo "per part seva"-adverb-ca
"per part seva"-adverb-ca "de ilia flanko"-adverb-eo
"kiel antaŭzorgo"-adverb-eo "per precaució"-adverb-ca
"per precaució"-adverb-ca "kiel antaŭzorgo"-adverb-eo
"pro profesiaj kialoj"-adverb-eo "per raons professionals"-adverb-ca
"per raons professionals"-adverb-ca "pro profesiaj kialoj"-adverb-eo
"duafoje"-adverb-eo "per segona vegada"-adverb-ca
"per segona vegada"-adverb-ca "duafoje"-adverb-eo
"duafoje sinsekve"-adverb-eo "per segona vegada consecutiva"-adverb-ca
"per segona vegada consecutiva"-adverb-ca "duafoje sinsekve"-adverb-eo
"por ĉiam"-adverb-eo "per sempre"-adverb-ca
"por ĉiam"-adverb-eo "per sempre més"-adverb-ca
"per sempre"-adverb-ca "por ĉiam"-adverb-eo
"per sempre més"-adverb-ca "por ĉiam"-adverb-eo
"por esti justaj"-adverb-eo "per ser justos"-adverb-ca
"per ser justos"-adverb-ca "por esti justaj"-adverb-eo
"por senlima tempo"-adverb-eo "per un període il·limitat"-adverb-ca
"per un període il·limitat"-adverb-ca "por senlima tempo"-adverb-eo
"per últim cop"-adverb-ca "lastafoje"-adverb-eo
"Pers"-properNoun-eo "Pers"-properNoun-ca
"Pers"-properNoun-ca "Pers"-properNoun-eo
"sed samtempe"-adverb-eo "però al mateix temps"-adverb-ca
"però al mateix temps"-adverb-ca "sed samtempe"-adverb-eo
"sed tiam"-adverb-eo "però llavors"-adverb-ca
"però llavors"-adverb-ca "sed tiam"-adverb-eo
"ŝtonigi"-verb-eo "petrificar"-verb-ca
"petrificar"-verb-ca "ŝtonigi"-verb-eo
"petrolŝipo"-noun-eo "petrolier"-noun-ca
"petrolier"-noun-ca "petrolŝipo"-noun-eo
"Philip"-properNoun-eo "Philip"-properNoun-ca
"Philip"-properNoun-ca "Philip"-properNoun-eo
"Philippa"-properNoun-eo "Philippa"-properNoun-ca
"Philippa"-properNoun-ca "Philippa"-properNoun-eo
"pigmenti"-verb-eo "pigmentar"-verb-ca
"pigmentar"-verb-ca "pigmenti"-verb-eo
"piliero"-noun-eo "pilar"-noun-ca
"pilar"-noun-ca "piliero"-noun-eo
"haroza"-adjective-eo "pilós"-adjective-ca
"pilós"-adjective-ca "haroza"-adjective-eo
"pentromuzeo"-noun-eo "pinacoteca"-noun-ca
"pinacoteca"-noun-ca "pentromuzeo"-noun-eo
"pinsemo"-noun-eo "pinyó"-noun-ca
"pinyó"-noun-ca "pinsemo"-noun-eo
"peniktiro"-noun-eo "pinzellada"-noun-ca
"pinzellada"-noun-ca "peniktiro"-noun-eo
"brulmanio"-noun-eo "piromania"-noun-ca
"piromania"-noun-ca "brulmanio"-noun-eo
"bruliganto"-noun-eo "piròman"-noun-ca
"piròman"-noun-ca "bruliganto"-noun-eo
"pistilo"-noun-eo "pistil"-noun-ca
"pistil"-noun-ca "pistilo"-noun-eo
"pluke"-adverb-eo "pizzicato"-adverb-ca
"pizzicato"-adverb-ca "pluke"-adverb-eo
"Pla d'Urgell"-properNoun-eo "Pla d'Urgell"-properNoun-ca
"Pla d'Urgell"-properNoun-ca "Pla d'Urgell"-properNoun-eo
"Pla de l'Estany"-properNoun-eo "Pla de l'Estany"-properNoun-ca
"Pla de l'Estany"-properNoun-ca "Pla de l'Estany"-properNoun-eo
"Plana Alta"-properNoun-eo "Plana Alta"-properNoun-ca
"Plana Alta"-properNoun-ca "Plana Alta"-properNoun-eo
"Plana Baixa"-properNoun-eo "Plana Baixa"-properNoun-ca
"Plana Baixa"-properNoun-ca "Plana Baixa"-properNoun-eo
"Plana d'Utiel"-properNoun-eo "Plana d'Utiel"-properNoun-ca
"Plana d'Utiel"-properNoun-ca "Plana d'Utiel"-properNoun-eo
"strekado"-noun-eo "plantejament"-noun-ca
"plantejament"-noun-ca "strekado"-noun-eo
"plantovartejo"-noun-eo "planter"-noun-ca
"planter"-noun-ca "plantovartejo"-noun-eo
"arbido"-noun-eo "plançó"-noun-ca
"plançó"-noun-ca "arbido"-noun-eo
"plasteco"-noun-eo "plasticitat"-noun-ca
"plasticitat"-noun-ca "plasteco"-noun-eo
"plastigi"-verb-eo "plastificar"-verb-ca
"plastificar"-verb-ca "plastigi"-verb-eo
"platona"-adverb-eo "platònicament"-adverb-ca
"platònicament"-adverb-ca "platona"-adverb-eo
"aplaŭdinda"-adjective-eo "plausible"-adjective-ca
"plausible"-adjective-ca "aplaŭdinda"-adjective-eo
"plureca"-adjective-eo "plural"-adjective-ca
"plural"-adjective-ca "plureca"-adjective-eo
"pluralismo"-noun-eo "pluralisme"-noun-ca
"pluralisme"-noun-ca "pluralismo"-noun-eo
"plurĉela"-adjective-eo "pluricel·lular"-adjective-ca
"pluricel·lular"-adjective-ca "plurĉela"-adjective-eo
"trilingvismo"-noun-eo "trilingüisme"-noun-ca
"trilingüisme"-noun-ca "trilingvismo"-noun-eo
"pneŭmologio"-noun-eo "pneumologia"-noun-ca
"pneumologia"-noun-ca "pneŭmologio"-noun-eo
"pneŭmologo"-noun-eo "pneumòleg"-noun-ca
"pneumòleg"-noun-ca "pneŭmologo"-noun-eo
"malmulte da tempo"-adverb-eo "poca estona"-adverb-ca
"poca estona"-adverb-ca "malmulte da tempo"-adverb-eo
"piedkuracado"-noun-eo "podologia"-noun-ca
"podologia"-noun-ca "piedkuracado"-noun-eo
"piedokuracisto"-noun-eo "podòleg"-noun-ca
"podòleg"-noun-ca "piedokuracisto"-noun-eo
"polusigi"-verb-eo "polaritzar"-verb-ca
"polaritzar"-verb-ca "polusigi"-verb-eo
"puligio"-noun-eo "poliol"-noun-ca
"poliol"-noun-ca "puligio"-noun-eo
"politikigi"-verb-eo "polititzar"-verb-ca
"polititzar"-verb-ca "politikigi"-verb-eo
"plurvalida"-adjective-eo "polivalent"-adjective-ca
"polivalent"-adjective-ca "plurvalida"-adjective-eo
"polvokirlo"-noun-eo "polseguera"-noun-ca
"polseguera"-noun-ca "polvokirlo"-noun-eo
"polveraro"-noun-eo "polsim"-noun-ca
"polsim"-noun-ca "polveraro"-noun-eo
"pulvejo"-noun-eo "polvorí"-noun-ca
"polvorí"-noun-ca "pulvejo"-noun-eo
"poliedro"-noun-eo "políedre"-noun-ca
"políedre"-noun-ca "poliedro"-noun-eo
"papeco"-noun-eo "pontificat"-noun-ca
"pontificat"-noun-ca "papeco"-noun-eo
"populare"-adverb-eo "popularment"-adverb-ca
"popularment"-adverb-ca "populare"-adverb-eo
"pornografa"-adjective-eo "pornogràfic"-adjective-ca
"pornogràfic"-adjective-ca "pornografa"-adjective-eo
"porĉo"-noun-eo "porxo"-noun-ca
"porxo"-noun-ca "porĉo"-noun-eo
"postmeti"-verb-eo "posposar"-verb-ca
"posposar"-verb-ca "postmeti"-verb-eo
"fuŝado"-noun-eo "potineria"-noun-ca
"potineria"-noun-ca "fuŝado"-noun-eo
"Powle"-properNoun-eo "Powle"-properNoun-ca
"Powle"-properNoun-ca "Powle"-properNoun-eo
"pratikebla"-adjective-eo "practicable"-adjective-ca
"practicable"-adjective-ca "pratikebla"-adjective-eo
"pragmatika"-adjective-eo "pragmàtic"-adjective-ca
"pragmàtic"-adjective-ca "pragmatika"-adjective-eo
"famekonata"-adjective-eo "preclar"-adjective-ca
"preclar"-adjective-ca "famekonata"-adjective-eo
"nestabile"-adverb-eo "precàriament"-adverb-ca
"precàriament"-adverb-ca "nestabile"-adverb-eo
"predikanto"-noun-eo "predicador"-noun-ca
"predicador"-noun-ca "predikanto"-noun-eo
"antaŭdiri"-verb-eo "predir"-verb-ca
"predir"-verb-ca "antaŭdiri"-verb-eo
"preta fabrikado"-noun-eo "prefabricació"-noun-ca
"prefabricació"-noun-ca "preta fabrikado"-noun-eo
"preferebla"-adjective-eo "preferible"-adjective-ca
"preferible"-adjective-ca "preferebla"-adjective-eo
"antaŭmarborda"-adjective-eo "prelitoral"-adjective-ca
"prelitoral"-adjective-ca "antaŭmarborda"-adjective-eo
"antaŭmarbordo"-noun-eo "prelitoral"-noun-ca
"prelitoral"-noun-ca "antaŭmarbordo"-noun-eo
"antaŭaverto"-noun-eo "premonició"-noun-ca
"premonició"-noun-ca "antaŭaverto"-noun-eo
"antaŭpagi"-verb-eo "prepagar"-verb-ca
"prepagar"-verb-ca "antaŭpagi"-verb-eo
"supereca"-adjective-eo "preponderant"-adjective-ca
"preponderant"-adjective-ca "supereca"-adjective-eo
"superpotenca"-adjective-eo "prepotent"-adjective-ca
"prepotent"-adjective-ca "superpotenca"-adjective-eo
"malliberigita"-adjective-eo "pres"-adjective-ca
"pres"-adjective-ca "malliberigita"-adjective-eo
"prezentebla"-adjective-eo "presentable"-adjective-ca
"presentable"-adjective-ca "prezentebla"-adjective-eo
"prezidado"-noun-eo "presidència"-noun-ca
"presidència"-noun-ca "prezidado"-noun-eo
"antaŭsento"-noun-eo "pressentiment"-noun-ca
"pressentiment"-noun-ca "antaŭsento"-noun-eo
"antaŭsenti"-verb-eo "pressentir"-verb-ca
"pressentir"-verb-ca "antaŭsenti"-verb-eo
"prestidigitado"-noun-eo "prestidigitació"-noun-ca
"prestidigitació"-noun-ca "prestidigitado"-noun-eo
"konjektita"-adjective-eo "presumpte"-adjective-ca
"presumpte"-adjective-ca "konjektita"-adjective-eo
"Pretorio"-properNoun-eo "Pretòria"-properNoun-ca
"Pretòria"-properNoun-ca "Pretorio"-properNoun-eo
"jurrompo"-noun-eo "prevaricació"-noun-ca
"prevaricació"-noun-ca "jurrompo"-noun-eo
"antaŭaverti"-verb-eo "prevenir"-verb-ca
"prevenir"-verb-ca "antaŭaverti"-verb-eo
"antaŭvidita"-adjective-eo "previst"-adjective-ca
"previst"-adjective-ca "antaŭvidita"-adjective-eo
"unuagrada"-adjective-eo "primari"-adjective-ca
"primari"-adjective-ca "unuagrada"-adjective-eo
"prímula"-noun-ca "primolo"-noun-eo
"unue kaj laste"-adverb-eo "primer i últim"-adverb-ca
"primer i últim"-adverb-ca "unue kaj laste"-adverb-eo
"freŝa novaĵo"-noun-eo "primícia"-noun-ca
"primícia"-noun-ca "freŝa novaĵo"-noun-eo
"princa"-adjective-eo "principesc"-adjective-ca
"principesc"-adjective-ca "princa"-adjective-eo
"prioreco"-noun-eo "priorat"-noun-ca
"priorat"-noun-ca "prioreco"-noun-eo
"Priorat"-properNoun-eo "Priorat"-properNoun-ca
"Priorat"-properNoun-ca "Priorat"-properNoun-eo
"antaŭrajta"-adjective-eo "prioritari"-adjective-ca
"prioritari"-adjective-ca "antaŭrajta"-adjective-eo
"seniga"-adjective-eo "privatiu"-adjective-ca
"privatiu"-adjective-ca "seniga"-adjective-eo
"privilegii"-verb-eo "privilegiar"-verb-ca
"privilegiar"-verb-ca "privilegii"-verb-eo
"profesii"-verb-eo "professar"-verb-ca
"professar"-verb-ca "profesii"-verb-eo
"profesiigi"-verb-eo "professionalitzar"-verb-ca
"professionalitzar"-verb-ca "profesiigi"-verb-eo
"profeta"-adverb-eo "profèticament"-adverb-ca
"profèticament"-adverb-ca "profeta"-adverb-eo
"programa"-adjective-eo "programàtic"-adjective-ca
"programàtic"-adjective-ca "programa"-adjective-eo
"programa"-adverb-eo "programàticament"-adverb-ca
"programàticament"-adverb-ca "programa"-adverb-eo
"progresado"-noun-eo "progressió"-noun-ca
"progressió"-noun-ca "progresado"-noun-eo
"malpermesa"-adjective-eo "prohibitiu"-adjective-ca
"prohibitiu"-adjective-ca "malpermesa"-adjective-eo
"malkoncizeco"-noun-eo "prolixitat"-noun-ca
"prolixitat"-noun-ca "malkoncizeco"-noun-eo
"naskiga"-adjective-eo "prolífic"-adjective-ca
"prolífic"-adjective-ca "naskiga"-adjective-eo
"rapida"-adverb-eo "prompte"-adverb-ca
"prompte"-adverb-ca "rapida"-adverb-eo
"prompte"-adverb-ca "prompta"-adverb-eo
"prompta"-adverb-eo "prompte"-adverb-ca
"promulgi"-verb-eo "promulgar"-verb-ca
"promulgar"-verb-ca "promulgi"-verb-eo
"antaŭenpuŝilo"-noun-eo "propulsor"-noun-ca
"propulsor"-noun-ca "antaŭenpuŝilo"-noun-eo
"prozelitismo"-noun-eo "proselitisme"-noun-ca
"proselitisme"-noun-ca "prozelitismo"-noun-eo
"prostitucio"-noun-eo "prostitució"-noun-ca
"prostitució"-noun-ca "prostitucio"-noun-eo
"postracio"-noun-eo "prostració"-noun-ca
"prostració"-noun-ca "postracio"-noun-eo
"prozodia"-adjective-eo "prosòdic"-adjective-ca
"prosòdic"-adjective-ca "prozodia"-adjective-eo
"protestema"-adjective-eo "protestatari"-adjective-ca
"protestatari"-adjective-ca "protestema"-adjective-eo
"Prudence"-properNoun-eo "Prudence"-properNoun-ca
"Prudence"-properNoun-ca "Prudence"-properNoun-eo
"psika"-adverb-eo "psíquicament"-adverb-ca
"psíquicament"-adverb-ca "psika"-adverb-eo
"punkcio"-noun-eo "punció"-noun-ca
"punció"-noun-ca "punkcio"-noun-eo
"akrepinta"-adjective-eo "punxegut"-adjective-ca
"punxegut"-adjective-ca "akrepinta"-adjective-eo
"laksado"-noun-eo "purgació"-noun-ca
"purgació"-noun-ca "laksado"-noun-eo
"laksigi"-verb-eo "purgar"-verb-ca
"purgar"-verb-ca "laksigi"-verb-eo
"lingvopuristo"-noun-eo "purista"-noun-ca
"purista"-noun-ca "lingvopuristo"-noun-eo
"pusa"-adjective-eo "purulent"-adjective-ca
"purulent"-adjective-ca "pusa"-adjective-eo
"ruĝ-harulo"-noun-eo "pèl-roig"-noun-ca
"pèl-roig"-noun-ca "ruĝ-harulo"-noun-eo
"ruĝ-hara"-adjective-eo "pèl-roig"-adjective-ca
"pèl-roig"-adjective-ca "ruĝ-hara"-adjective-eo
"vangosto"-noun-eo "pòmul"-noun-ca
"pòmul"-noun-ca "vangosto"-noun-eo
"kiam li povos"-adverb-eo "quan li vagi bé"-adverb-ca
"quan li vagi bé"-adverb-ca "kiam li povos"-adverb-eo
