"10a"-adjective-eo "Xème"-adjective-fr
"volontairement"-adverb-fr "propravole"-adverb-eo
"volontairement"-adverb-fr "libervole"-adverb-eo
"volontairement"-adverb-fr "memvole"-adverb-eo
"memvole"-adverb-eo "volontairement"-adverb-fr
"libido"-noun-eo "libido"-noun-fr
"libido"-noun-fr "libido"-noun-eo
"libristo"-noun-eo "libraire"-noun-fr
"libraire"-noun-fr "libristo"-noun-eo
"libraire"-noun-fr "librovendisto"-noun-eo
"librovendisto"-noun-eo "libraire"-noun-fr
"licenciulo"-noun-eo "licencié"-noun-fr
"licencié"-noun-fr "licenciulo"-noun-eo
"Lieĝo"-properNoun-eo "Liège"-properNoun-fr
"Liège"-properNoun-fr "Lieĝo"-properNoun-eo
"lieno"-noun-eo "rate"-noun-fr
"rate"-noun-fr "lieno"-noun-eo
"ascenseur"-noun-fr "rulumskalo"-noun-eo
"rulumskalo"-noun-eo "ascenseur"-noun-fr
"ligamento"-noun-eo "ligament"-noun-fr
"ligament"-noun-fr "ligamento"-noun-eo
"lignaĵejo"-noun-eo "menuiserie"-noun-fr
"menuiserie"-noun-fr "lignaĵejo"-noun-eo
"lignaĵisto"-noun-eo "menuisier"-noun-fr
"menuisier"-noun-fr "lignaĵisto"-noun-eo
"lignito"-noun-eo "lignite"-noun-fr
"lignite"-noun-fr "lignito"-noun-eo
"likvoro"-noun-eo "digestif"-noun-fr
"digestif"-noun-fr "likvoro"-noun-eo
"lila"-adjective-eo "lilas"-adjective-fr
"lilas"-adjective-fr "lila"-adjective-eo
"lilio"-noun-eo "lis"-noun-fr
"lis"-noun-fr "lilio"-noun-eo
"lima"-adjective-eo "limitrophe"-adjective-fr
"limitrophe"-adjective-fr "lima"-adjective-eo
"limako"-noun-eo "limaçon"-noun-fr
"limako"-noun-eo "limace"-noun-fr
"limaçon"-noun-fr "limako"-noun-eo
"limace"-noun-fr "limako"-noun-eo
"limite"-noun-fr "limtempo"-noun-eo
"limite"-noun-fr "templimo"-noun-eo
"templimo"-noun-eo "limite"-noun-fr
"templimo"-noun-eo "délai"-noun-fr
"limfa"-adjective-eo "lymphatique"-adjective-fr
"lymphatique"-adjective-fr "limfa"-adjective-eo
"limfo"-noun-eo "lymphe"-noun-fr
"lymphe"-noun-fr "limfo"-noun-eo
"limiga"-adjective-eo "limitatif"-adjective-fr
"limitatif"-adjective-fr "limiga"-adjective-eo
"limige"-adverb-eo "limitativement"-adverb-fr
"limitativement"-adverb-fr "limige"-adverb-eo
"limigo"-noun-eo "contrainte"-noun-fr
"limigo"-noun-eo "limitation"-noun-fr
"limigo"-noun-eo "restriction"-noun-fr
"contrainte"-noun-fr "limigo"-noun-eo
"limitation"-noun-fr "limigo"-noun-eo
"restriction"-noun-fr "limigo"-noun-eo
"limlinio"-noun-eo "démarcation"-noun-fr
"démarcation"-noun-fr "limlinio"-noun-eo
"limonado"-noun-eo "limonade"-noun-fr
"limonade"-noun-fr "limonado"-noun-eo
"borne"-noun-fr "rando"-noun-eo
"délai"-noun-fr "limtempo"-noun-eo
"délai"-noun-fr "templimo"-noun-eo
"délai"-noun-fr "subevoluo"-noun-eo
"subevoluo"-noun-eo "délai"-noun-fr
"subevoluo"-noun-eo "retard"-noun-fr
"linĉi"-verb-eo "lyncher"-verb-fr
"lyncher"-verb-fr "linĉi"-verb-eo
"lineara"-adjective-eo "linéaire"-adjective-fr
"linéaire"-adjective-fr "lineara"-adjective-eo
"lingva"-adjective-eo "langagier"-adjective-fr
"langagier"-adjective-fr "lingva"-adjective-eo
"locuteur"-noun-fr "parolanto"-noun-eo
"parolanto"-noun-eo "locuteur"-noun-fr
"lingvistiko"-noun-eo "linguistique"-noun-fr
"linguistique"-noun-fr "lingvistiko"-noun-eo
"règle"-noun-fr "liniaro"-noun-eo
"règle"-noun-fr "liniilo"-noun-eo
"règle"-noun-fr "menstruo"-noun-eo
"règle"-noun-fr "monataĵo"-noun-eo
"liniilo"-noun-eo "règle"-noun-fr
"menstruo"-noun-eo "règle"-noun-fr
"monataĵo"-noun-eo "règle"-noun-fr
"linko"-noun-eo "lynx"-noun-fr
"lynx"-noun-fr "linko"-noun-eo
"lipharoj"-noun-eo "moustache"-noun-fr
"moustache"-noun-fr "lipharoj"-noun-eo
"lipido"-noun-eo "lipide"-noun-fr
"lipide"-noun-fr "lipido"-noun-eo
"lirike"-adverb-eo "lyriquement"-adverb-fr
"lyriquement"-adverb-fr "lirike"-adverb-eo
"lirikeco"-noun-eo "lyrisme"-noun-fr
"lyrisme"-noun-fr "lirikeco"-noun-eo
"lyrisme"-noun-fr "lirismo"-noun-eo
"lirismo"-noun-eo "lyrisme"-noun-fr
"liro"-noun-eo "lire"-noun-fr
"liro"-noun-eo "lyre"-noun-fr
"lire"-noun-fr "liro"-noun-eo
"lyre"-noun-fr "liro"-noun-eo
"listo"-noun-eo "rôle"-noun-fr
"rôle"-noun-fr "listo"-noun-eo
"litio"-noun-eo "lithium"-noun-fr
"lithium"-noun-fr "litio"-noun-eo
"litografaĵo"-noun-eo "lithographie"-noun-fr
"lithographie"-noun-fr "litografaĵo"-noun-eo
"lithographie"-noun-fr "litografio"-noun-eo
"litografio"-noun-eo "lithographie"-noun-fr
"litografi"-verb-eo "lithographier"-verb-fr
"lithographier"-verb-fr "litografi"-verb-eo
"litografisto"-noun-eo "lithographe"-noun-fr
"lithographe"-noun-fr "litografisto"-noun-eo
"litova"-adjective-eo "lituanien"-adjective-fr
"lituanien"-adjective-fr "litova"-adjective-eo
"liturgia"-adjective-eo "liturgique"-adjective-fr
"liturgique"-adjective-fr "liturgia"-adjective-eo
"liturgie"-adverb-eo "liturgiquement"-adverb-fr
"liturgiquement"-adverb-fr "liturgie"-adverb-eo
"liturgio"-noun-eo "liturgie"-noun-fr
"liturgie"-noun-fr "liturgio"-noun-eo
"liuto"-noun-eo "luth"-noun-fr
"luth"-noun-fr "liuto"-noun-eo
"liva"-adjective-eo "gauche"-adjective-fr
"gauche"-adjective-fr "liva"-adjective-eo
"gauche"-adjective-fr "mallerta"-adjective-eo
"mallerta"-adjective-eo "gauche"-adjective-fr
"mallerta"-adjective-eo "maladroit"-adjective-fr
"liveranto"-noun-eo "fournisseur"-noun-fr
"fournisseur"-noun-fr "liveranto"-noun-eo
"livida"-adjective-eo "livide"-adjective-fr
"livide"-adjective-fr "livida"-adjective-eo
"livreo"-noun-eo "uniforme"-noun-fr
"uniforme"-noun-fr "livreo"-noun-eo
"Ljubljano"-properNoun-eo "Ljubljana"-properNoun-fr
"Ljubljana"-properNoun-fr "Ljubljano"-properNoun-eo
"lobby"-noun-fr "premgrupo"-noun-eo
"premgrupo"-noun-eo "lobby"-noun-fr
"lobo"-noun-eo "lobe"-noun-fr
"lobe"-noun-fr "lobo"-noun-eo
"locio"-noun-eo "lotion"-noun-fr
"lotion"-noun-fr "locio"-noun-eo
"loĝanto"-noun-eo "occupant"-noun-fr
"occupant"-noun-fr "loĝanto"-noun-eo
"logaritma"-adjective-eo "logarithmique"-adjective-fr
"logarithmique"-adjective-fr "logaritma"-adjective-eo
"logaritmo"-noun-eo "logarithme"-noun-fr
"logarithme"-noun-fr "logaritmo"-noun-eo
"loĝateco"-noun-eo "peuplement"-noun-fr
"peuplement"-noun-fr "loĝateco"-noun-eo
"loĝdomo"-noun-eo "résidence"-noun-fr
"résidence"-noun-fr "loĝdomo"-noun-eo
"résidence"-noun-fr "registara sidejo"-noun-eo
"résidence"-noun-fr "rezidejo"-noun-eo
"registara sidejo"-noun-eo "résidence"-noun-fr
"rezidejo"-noun-eo "résidence"-noun-fr
"loĝebla"-adjective-eo "habitable"-adjective-fr
"habitable"-adjective-fr "loĝebla"-adjective-eo
"loĝejo"-noun-eo "demeure"-noun-fr
"loĝejo"-noun-eo "logis"-noun-fr
"demeure"-noun-fr "loĝejo"-noun-eo
"logis"-noun-fr "loĝejo"-noun-eo
"logement"-noun-fr "tranoktejo"-noun-eo
"tranoktejo"-noun-eo "logement"-noun-fr
"tranoktejo"-noun-eo "hébergement"-noun-fr
"loĝio"-noun-eo "loge"-noun-fr
"loĝio"-noun-eo "loggia"-noun-fr
"loge"-noun-fr "loĝio"-noun-eo
"loge"-noun-fr "pordistejo"-noun-eo
"loggia"-noun-fr "loĝio"-noun-eo
"pordistejo"-noun-eo "loge"-noun-fr
"logistika"-adjective-eo "logistique"-adjective-fr
"logistique"-adjective-fr "logistika"-adjective-eo
"logotype"-noun-fr "logotipo"-noun-eo
"lojaleco"-noun-eo "loyauté"-noun-fr
"loyauté"-noun-fr "lojaleco"-noun-eo
"local"-adjective-fr "tiea"-adjective-eo
"tiea"-adjective-eo "local"-adjective-fr
"loko"-noun-eo "parage"-noun-fr
"loko"-noun-eo "position"-noun-fr
"loko"-noun-eo "emplacement"-noun-fr
"parage"-noun-fr "loko"-noun-eo
"position"-noun-fr "rango"-noun-eo
"position"-noun-fr "sinteno"-noun-eo
"position"-noun-fr "rilato"-noun-eo
"position"-noun-fr "loko"-noun-eo
"emplacement"-noun-fr "loko"-noun-eo
"place"-noun-fr "rango"-noun-eo
"lokumi"-verb-eo "placer"-verb-fr
"placer"-verb-fr "lokumi"-verb-eo
"lombarda"-adjective-eo "lombard"-adjective-fr
"lombard"-adjective-fr "lombarda"-adjective-eo
"Lombardio"-properNoun-eo "Lombardie"-properNoun-fr
"Lombardie"-properNoun-fr "Lombardio"-properNoun-eo
"lombardo"-noun-eo "Lombard"-noun-fr
"Lombard"-noun-fr "lombardo"-noun-eo
"London"-properNoun-eo "London"-properNoun-fr
"London"-properNoun-fr "London"-properNoun-eo
"londonano"-noun-eo "Londonien"-noun-fr
"Londonien"-noun-fr "londonano"-noun-eo
"long"-adjective-fr "longdaŭra"-adjective-eo
"long"-adjective-fr "longedaŭra"-adjective-eo
"longdaŭra"-adjective-eo "long"-adjective-fr
"longedaŭra"-adjective-eo "long"-adjective-fr
"longatempe"-adverb-eo "longtemps"-adverb-fr
"longtemps"-adverb-fr "longatempe"-adverb-eo
"longtemps"-adverb-fr "longe"-adverb-eo
"longtemps"-adverb-fr "longtempe"-adverb-eo
"longe"-adverb-eo "longtemps"-adverb-fr
"longe"-adverb-eo "longuement"-adverb-fr
"longtempe"-adverb-eo "longtemps"-adverb-fr
"longtempe"-adverb-eo "à long terme"-adverb-fr
"longuement"-adverb-fr "longe"-adverb-eo
"longueur"-noun-fr "longo"-noun-eo
"longo"-noun-eo "longueur"-noun-fr
"longoforma"-adjective-eo "allongé"-adjective-fr
"longoforma"-adjective-eo "oblong"-adjective-fr
"allongé"-adjective-fr "longoforma"-adjective-eo
"oblong"-adjective-fr "longoforma"-adjective-eo
"à long terme"-adverb-fr "longtempe"-adverb-eo
"lonicero"-noun-eo "chèvrefeuille"-noun-fr
"chèvrefeuille"-noun-fr "lonicero"-noun-eo
"L'Oréal"-properNoun-eo "L'Oréal"-properNoun-fr
"L'Oréal"-properNoun-fr "L'Oréal"-properNoun-eo
"Loreno"-properNoun-eo "Lorraine"-properNoun-fr
"Lorraine"-properNoun-fr "Loreno"-properNoun-eo
"lorno"-noun-eo "lunette"-noun-fr
"lunette"-noun-fr "lorno"-noun-eo
"lotado"-noun-eo "tirage au sort"-noun-fr
"tirage au sort"-noun-fr "lotado"-noun-eo
"loteca"-adjective-eo "aléatoire"-adjective-fr
"aléatoire"-adjective-fr "loteca"-adjective-eo
"lotece"-adverb-eo "aléatoirement"-adverb-fr
"aléatoirement"-adverb-fr "lotece"-adverb-eo
"Loveno"-properNoun-eo "Louvain"-properNoun-fr
"Louvain"-properNoun-fr "Loveno"-properNoun-eo
"losange"-noun-fr "rombo"-noun-eo
"rombo"-noun-eo "losange"-noun-fr
"rombo"-noun-eo "rhombe"-noun-fr
"rhombe"-noun-fr "rombo"-noun-eo
"lubrikaĵo"-noun-eo "lubrifiant"-noun-fr
"lubrifiant"-noun-fr "lubrikaĵo"-noun-eo
"lubriki"-verb-eo "lubrifier"-verb-fr
"lubrifier"-verb-fr "lubriki"-verb-eo
"lubriko"-noun-eo "lubrification"-noun-fr
"lubrification"-noun-fr "lubriko"-noun-eo
"Lucent"-properNoun-eo "Lucent"-properNoun-fr
"Lucent"-properNoun-fr "Lucent"-properNoun-eo
"lucideco"-noun-eo "lucidité"-noun-fr
"lucidité"-noun-fr "lucideco"-noun-eo
"lude"-adverb-eo "ludiquement"-adverb-fr
"ludiquement"-adverb-fr "lude"-adverb-eo
"ludejo"-noun-eo "court"-noun-fr
"court"-noun-fr "ludejo"-noun-eo
"Ludoviko"-properNoun-eo "Luis"-properNoun-fr
"Ludoviko"-properNoun-eo "Louis"-properNoun-fr
"Ludoviko"-properNoun-eo "Ludovic"-properNoun-fr
"Luis"-properNoun-fr "Ludoviko"-properNoun-eo
"Louis"-properNoun-fr "Ludoviko"-properNoun-eo
"Ludovic"-properNoun-fr "Ludoviko"-properNoun-eo
"Lufthansa"-properNoun-eo "Lufthansa"-properNoun-fr
"Lufthansa"-properNoun-fr "Lufthansa"-properNoun-eo
"Luko"-properNoun-eo "Luc"-properNoun-fr
"Luc"-properNoun-fr "Luko"-properNoun-eo
"lukre"-adverb-eo "lucrativement"-adverb-fr
"lucrativement"-adverb-fr "lukre"-adverb-eo
"lukro"-noun-eo "lucre"-noun-fr
"lucre"-noun-fr "lukro"-noun-eo
"luksa"-adjective-eo "fastueux"-adjective-fr
"luksa"-adjective-eo "somptueux"-adjective-fr
"fastueux"-adjective-fr "luksa"-adjective-eo
"somptueux"-adjective-fr "luksa"-adjective-eo
"luksemburga"-adjective-eo "luxembourgeois"-adjective-fr
"luxembourgeois"-adjective-fr "luksemburga"-adjective-eo
"Luksemburgio"-properNoun-eo "Luxembourg"-properNoun-fr
"Luxembourg"-properNoun-fr "Luksemburgio"-properNoun-eo
"lulilo"-noun-eo "berceau"-noun-fr
"berceau"-noun-fr "lulilo"-noun-eo
"lulkanto"-noun-eo "berceuse"-noun-fr
"berceuse"-noun-fr "lulkanto"-noun-eo
"lumbriko"-noun-eo "lombric"-noun-fr
"lombric"-noun-fr "lumbriko"-noun-eo
"lombric"-noun-fr "tervermo"-noun-eo
"tervermo"-noun-eo "lombric"-noun-fr
"éclairage"-noun-fr "lumo"-noun-eo
"luminaire"-noun-fr "lumo"-noun-eo
"luminaire"-noun-fr "lumilo"-noun-eo
"lumilo"-noun-eo "luminaire"-noun-fr
"luminesko"-noun-eo "luminescence"-noun-fr
"luminescence"-noun-fr "luminesko"-noun-eo
"petit-déjeuner"-noun-fr "lunĉo"-noun-eo
"petit-déjeuner"-noun-fr "matenmanĝo"-noun-eo
"matenmanĝo"-noun-eo "petit-déjeuner"-noun-fr
"matenmanĝo"-noun-eo "petit déjeuner"-noun-fr
"luo"-noun-eo "location"-noun-fr
"location"-noun-fr "luo"-noun-eo
"lupeo"-noun-eo "loupe"-noun-fr
"loupe"-noun-fr "lupeo"-noun-eo
"lupido"-noun-eo "louveteau"-noun-fr
"louveteau"-noun-fr "lupido"-noun-eo
"lupolo"-noun-eo "houblon"-noun-fr
"houblon"-noun-fr "lupolo"-noun-eo
"luprenanto"-noun-eo "locataire"-noun-fr
"locataire"-noun-fr "luprenanto"-noun-eo
"lutecio"-noun-eo "lutécium"-noun-fr
"lutécium"-noun-fr "lutecio"-noun-eo
"luterana"-adjective-eo "luthérien"-adjective-fr
"luthérien"-adjective-fr "luterana"-adjective-eo
"luteranismo"-noun-eo "luthéranisme"-noun-fr
"luthéranisme"-noun-fr "luteranismo"-noun-eo
"luterano"-noun-eo "luthérien"-noun-fr
"luthérien"-noun-fr "luterano"-noun-eo
"Lutero"-properNoun-eo "Luther"-properNoun-fr
"Luther"-properNoun-fr "Lutero"-properNoun-eo
"lutro"-noun-eo "loutre"-noun-fr
"loutre"-noun-fr "lutro"-noun-eo
"luzerno"-noun-eo "luzerne"-noun-fr
"luzerne"-noun-fr "luzerno"-noun-eo
"maĉo"-noun-eo "match"-noun-fr
"match"-noun-fr "maĉo"-noun-eo
"malgache"-adjective-fr "malagasa"-adjective-eo
"malagasa"-adjective-eo "malgache"-adjective-fr
"madridano"-noun-eo "Madrilène"-noun-fr
"Madrilène"-noun-fr "madridano"-noun-eo
"madrigalo"-noun-eo "madrigal"-noun-fr
"madrigal"-noun-fr "madrigalo"-noun-eo
"mafia"-adjective-eo "mafieux"-adjective-fr
"mafia"-adjective-eo "maffieux"-adjective-fr
"mafieux"-adjective-fr "mafia"-adjective-eo
"maffieux"-adjective-fr "mafia"-adjective-eo
"mafiano"-noun-eo "mafieux"-noun-fr
"mafieux"-noun-fr "mafiano"-noun-eo
"mafieux"-noun-fr "mafiulo"-noun-eo
"mafiulo"-noun-eo "mafieux"-noun-fr
"mafiulo"-noun-eo "maffieux"-noun-fr
"mafio"-noun-eo "mafia"-noun-fr
"mafia"-noun-fr "mafio"-noun-eo
"maffieux"-noun-fr "mafiulo"-noun-eo
"entrepôt"-noun-fr "tenejo"-noun-eo
"magie"-adverb-eo "comme par enchantement"-adverb-fr
"magie"-adverb-eo "magiquement"-adverb-fr
"comme par enchantement"-adverb-fr "magie"-adverb-eo
"magiquement"-adverb-fr "magie"-adverb-eo
"magiisto"-noun-eo "magicien"-noun-fr
"magicien"-noun-fr "magiisto"-noun-eo
"magistrato"-noun-eo "conseil municipal"-noun-fr
"conseil municipal"-noun-fr "magistrato"-noun-eo
"pédant"-noun-fr "magistro"-noun-eo
"magnato"-noun-eo "magnat"-noun-fr
"magnat"-noun-fr "magnato"-noun-eo
"magnete"-adverb-eo "magnétiquement"-adverb-fr
"magnétiquement"-adverb-fr "magnete"-adverb-eo
"magnetofono"-noun-eo "magnétophone"-noun-fr
"magnetofono"-noun-eo "enregistreur"-noun-fr
"magnétophone"-noun-fr "magnetofono"-noun-eo
"magnétophone"-noun-fr "surbendigilo"-noun-eo
"enregistreur"-noun-fr "magnetofono"-noun-eo
"enregistreur"-noun-fr "surbendigilo"-noun-eo
"enregistreur"-noun-fr "registrilo"-noun-eo
"surbendigilo"-noun-eo "magnétophone"-noun-fr
"surbendigilo"-noun-eo "enregistreur"-noun-fr
"registrilo"-noun-eo "enregistreur"-noun-fr
"magnezio"-noun-eo "magnésium"-noun-fr
"magnésium"-noun-fr "magnezio"-noun-eo
"magra"-adjective-eo "maigre"-adjective-fr
"maigre"-adjective-fr "magra"-adjective-eo
"maigre"-adjective-fr "malgrasa"-adjective-eo
"malgrasa"-adjective-eo "maigre"-adjective-fr
"malgrasa"-adjective-eo "pauvre"-adjective-fr
"magreba"-adjective-eo "maghrébin"-adjective-fr
"maghrébin"-adjective-fr "magreba"-adjective-eo
"magrebano"-noun-eo "Maghrébin"-noun-fr
"Maghrébin"-noun-fr "magrebano"-noun-eo
"Magrebo"-properNoun-eo "Maghreb"-properNoun-fr
"Maghreb"-properNoun-fr "Magrebo"-properNoun-eo
"mahagono"-noun-eo "acajou"-noun-fr
"acajou"-noun-fr "mahagono"-noun-eo
"maĥinacii"-verb-eo "machiner"-verb-fr
"machiner"-verb-fr "maĥinacii"-verb-eo
"maĥinacio"-noun-eo "machination"-noun-fr
"machination"-noun-fr "maĥinacio"-noun-eo
"Mahometo"-properNoun-eo "Mahomet"-properNoun-fr
"Mahomet"-properNoun-fr "Mahometo"-properNoun-eo
"majaa"-adjective-eo "maya"-adjective-fr
"maya"-adjective-fr "majaa"-adjective-eo
"majao"-noun-eo "Maya"-noun-fr
"Maya"-noun-fr "majao"-noun-eo
"majeste"-adverb-eo "majestueusement"-adverb-fr
"majestueusement"-adverb-fr "majeste"-adverb-eo
"Majno"-properNoun-eo "Maine"-properNoun-fr
"Maine"-properNoun-fr "Majno"-properNoun-eo
"majonezo"-noun-eo "mayonnaise"-noun-fr
"mayonnaise"-noun-fr "majonezo"-noun-eo
"majstre"-adverb-eo "magistralement"-adverb-fr
"magistralement"-adverb-fr "majstre"-adverb-eo
"majstreco"-noun-eo "maîtrise"-noun-fr
"maîtrise"-noun-fr "potenco"-noun-eo
"maîtrise"-noun-fr "majstreco"-noun-eo
"majstro"-noun-eo "maitre"-noun-fr
"maitre"-noun-fr "majstro"-noun-eo
"majuskla"-adjective-eo "majuscule"-adjective-fr
"majuscule"-adjective-fr "majuskla"-adjective-eo
"makabra"-adjective-eo "macabre"-adjective-fr
"macabre"-adjective-fr "makabra"-adjective-eo
"makarono"-noun-eo "macaron"-noun-fr
"macaron"-noun-fr "makarono"-noun-eo
"makedona"-adjective-eo "macédonien"-adjective-fr
"macédonien"-adjective-fr "makedona"-adjective-eo
"maketo"-noun-eo "maquette"-noun-fr
"maquette"-noun-fr "maketo"-noun-eo
"broker"-noun-fr "makleristo"-noun-eo
"makroekonomia"-adjective-eo "macroéconomique"-adjective-fr
"macroéconomique"-adjective-fr "makroekonomia"-adjective-eo
"makroekonomio"-noun-eo "macroéconomie"-noun-fr
"macroéconomie"-noun-fr "makroekonomio"-noun-eo
"malabunda"-adjective-eo "clairsemé"-adjective-fr
"clairsemé"-adjective-fr "malabunda"-adjective-eo
"malabundeco"-noun-eo "pénurie"-noun-fr
"pénurie"-noun-fr "malabundeco"-noun-eo
"pénurie"-noun-fr "necesbezono"-noun-eo
"necesbezono"-noun-eo "pénurie"-noun-fr
"malabundi"-verb-eo "manquer"-verb-fr
"manquer"-verb-fr "malabundi"-verb-eo
"répudier"-verb-fr "repudii"-verb-eo
"repudii"-verb-eo "répudier"-verb-fr
"malagrable"-adverb-eo "désagréablement"-adverb-fr
"désagréablement"-adverb-fr "malagrable"-adverb-eo
"malakcelo"-noun-eo "ralentissement"-noun-fr
"ralentissement"-noun-fr "malakcelo"-noun-eo
"refus"-noun-fr "malakcepto"-noun-eo
"malakito"-noun-eo "malachite"-noun-fr
"malachite"-noun-fr "malakito"-noun-eo
"inharmonieux"-adjective-fr "malakorda"-adjective-eo
"inharmonieux"-adjective-fr "malharmonia"-adjective-eo
"contredire"-verb-fr "malakordi"-verb-eo
"antagonique"-adjective-fr "neakordigebla"-adjective-eo
"antinomique"-adjective-fr "neakordigebla"-adjective-eo
"inconciliable"-adjective-fr "neakordigebla"-adjective-eo
"irréconciliable"-adjective-fr "neakordigebla"-adjective-eo
"discordance"-noun-fr "malakordo"-noun-eo
"discorde"-noun-fr "malakordo"-noun-eo
"dissension"-noun-fr "malakordo"-noun-eo
"dissentiment"-noun-fr "malakordo"-noun-eo
"malakuta"-adjective-eo "obtus"-adjective-fr
"obtus"-adjective-fr "malakuta"-adjective-eo
"obtus"-adjective-fr "obtuza"-adjective-eo
"obtuza"-adjective-eo "obtus"-adjective-fr
"obtuza"-adjective-eo "sourd"-adjective-fr
"malalte"-adverb-eo "bas"-adverb-fr
"bas"-adverb-fr "malalte"-adverb-eo
"bas"-adverb-fr "mallaŭte"-adverb-eo
"bas"-adverb-fr "malsupre"-adverb-eo
"mallaŭte"-adverb-eo "bas"-adverb-fr
"malsupre"-adverb-eo "bas"-adverb-fr
"malalto"-noun-eo "bas"-noun-fr
"bas"-noun-fr "malalto"-noun-eo
"bas"-noun-fr "malsupro"-noun-eo
"bas"-noun-fr "ŝtrumpo"-noun-eo
"malsupro"-noun-eo "bas"-noun-fr
"ŝtrumpo"-noun-eo "bas"-noun-fr
"malamikeco"-noun-eo "hostilité"-noun-fr
"hostilité"-noun-fr "malamikeco"-noun-eo
"malaminda"-adjective-eo "odieux"-adjective-fr
"odieux"-adjective-fr "malaminda"-adjective-eo
"malaminde"-adverb-eo "odieusement"-adverb-fr
"odieusement"-adverb-fr "malaminde"-adverb-eo
"malantaŭa"-adjective-eo "de derrière"-adjective-fr
"malantaŭa"-adjective-eo "postérieur"-adjective-fr
"de derrière"-adjective-fr "malantaŭa"-adjective-eo
"postérieur"-adjective-fr "malantaŭa"-adjective-eo
"derrière"-noun-fr "malantaŭaĵo"-noun-eo
"derrière"-noun-fr "malantaŭo"-noun-eo
"derrière"-noun-fr "postaĵo"-noun-eo
"malantaŭo"-noun-eo "derrière"-noun-fr
"postaĵo"-noun-eo "derrière"-noun-fr
"malario"-noun-eo "malaria"-noun-fr
"malario"-noun-eo "paludisme"-noun-fr
"malaria"-noun-fr "malario"-noun-eo
"paludisme"-noun-fr "malario"-noun-eo
"malarmado"-noun-eo "désarmement"-noun-fr
"désarmement"-noun-fr "malarmado"-noun-eo
"désarmement"-noun-fr "senarmigo"-noun-eo
"désarmement"-noun-fr "senarmiĝo"-noun-eo
"senarmigo"-noun-eo "désarmement"-noun-fr
"senarmiĝo"-noun-eo "désarmement"-noun-fr
"malavantaĝo"-noun-eo "désavantage"-noun-fr
"désavantage"-noun-fr "malavantaĝo"-noun-eo
"prodigue"-adjective-fr "malavara"-adjective-eo
"malbenita"-adjective-eo "maudit"-adjective-fr
"maudit"-adjective-fr "malbenita"-adjective-eo
"malbeno"-noun-eo "malédiction"-noun-fr
"malédiction"-noun-fr "malbeno"-noun-eo
"malblokado"-noun-eo "déblocage"-noun-fr
"déblocage"-noun-fr "malblokado"-noun-eo
"malbonaŭgura"-adjective-eo "néfaste"-adjective-fr
"malbonaŭgura"-adjective-eo "défavorable"-adjective-fr
"néfaste"-adjective-fr "malbonaŭgura"-adjective-eo
"défavorable"-adjective-fr "malinklina"-adjective-eo
"défavorable"-adjective-fr "malbonaŭgura"-adjective-eo
"défavorablement"-adverb-fr "malfavore"-adverb-eo
"malfavore"-adverb-eo "défavorablement"-adverb-fr
"malintentionné"-adjective-fr "malbonintenca"-adjective-eo
"malbonintenca"-adjective-eo "malintentionné"-adjective-fr
"malboneco"-noun-eo "méchanceté"-noun-fr
"méchanceté"-noun-fr "malboneco"-noun-eo
"malboniĝo"-noun-eo "détérioration"-noun-fr
"malboniĝo"-noun-eo "putréfaction"-noun-fr
"détérioration"-noun-fr "malboniĝo"-noun-eo
"putréfaction"-noun-fr "malboniĝo"-noun-eo
"putréfaction"-noun-fr "putriĝo"-noun-eo
"putriĝo"-noun-eo "putréfaction"-noun-fr
"malbrila"-adjective-eo "mat"-adjective-fr
"mat"-adjective-fr "malbrila"-adjective-eo
"silencieux"-adjective-fr "silenta"-adjective-eo
"silenta"-adjective-eo "silencieux"-adjective-fr
"malbrue"-adverb-eo "silencieusement"-adverb-fr
"silencieusement"-adverb-fr "malbrue"-adverb-eo
"silencieusement"-adverb-fr "silente"-adverb-eo
"silente"-adverb-eo "silencieusement"-adverb-fr
"déshonnête"-adjective-fr "malĉasta"-adjective-eo
"dépravation"-noun-fr "malĉasteco"-noun-eo
"malĉasteco"-noun-eo "dépravation"-noun-fr
"malcedema"-adjective-eo "intransigeant"-adjective-fr
"intransigeant"-adjective-fr "malcedema"-adjective-eo
"malĉefa"-adjective-eo "mineur"-adjective-fr
"mineur"-adjective-fr "malĉefa"-adjective-eo
"mineur"-adjective-fr "minora"-adjective-eo
"mineur"-adjective-fr "neplenaĝa"-adjective-eo
"minora"-adjective-eo "mineur"-adjective-fr
"neplenaĝa"-adjective-eo "mineur"-adjective-fr
"décentralisation"-noun-fr "malcentralizo"-noun-eo
"malcentralizo"-noun-eo "décentralisation"-noun-fr
"malcentralizi"-verb-eo "décentraliser"-verb-fr
"décentraliser"-verb-fr "malkoncentri"-verb-eo
"décentraliser"-verb-fr "malcentralizi"-verb-eo
"malcerta"-adjective-eo "indécis"-adjective-fr
"malcerta"-adjective-eo "incertain"-adjective-fr
"indécis"-adjective-fr "necerta"-adjective-eo
"indécis"-adjective-fr "malcerta"-adjective-eo
"indécis"-adjective-fr "nedecidema"-adjective-eo
"indécis"-adjective-fr "perpleksa"-adjective-eo
"indécis"-adjective-fr "sendecida"-adjective-eo
"incertain"-adjective-fr "necerta"-adjective-eo
"incertain"-adjective-fr "malcerta"-adjective-eo
"nedecidema"-adjective-eo "indécis"-adjective-fr
"perpleksa"-adjective-eo "indécis"-adjective-fr
