"2a"-adjective-eo "IInd"-adjective-fr
"loi de probabilité"-noun-fr "probablo"-noun-eo
"procedo"-noun-eo "procédé"-noun-fr
"procédé"-noun-fr "procedo"-noun-eo
"procédé"-noun-fr "procezo"-noun-eo
"procezo"-noun-eo "procédé"-noun-fr
"profanulo"-noun-eo "profane"-noun-fr
"profane"-noun-fr "profanulo"-noun-eo
"profilaktiko"-noun-eo "prophylaxie"-noun-fr
"prophylaxie"-noun-fr "profilaktiko"-noun-eo
"programero"-noun-eo "élément de programme"-noun-fr
"élément de programme"-noun-fr "programero"-noun-eo
"programlingvo"-noun-eo "langage de programmation"-noun-fr
"langage de programmation"-noun-fr "programlingvo"-noun-eo
"programo"-noun-eo "application informatique"-noun-fr
"programo"-noun-eo "progiciel"-noun-fr
"application informatique"-noun-fr "programo"-noun-eo
"progiciel"-noun-fr "programo"-noun-eo
"prokrastado"-noun-eo "temporisation"-noun-fr
"prokrastado"-noun-eo "temporisement"-noun-fr
"temporisation"-noun-fr "prokrastado"-noun-eo
"temporisement"-noun-fr "prokrastado"-noun-eo
"prokrastema"-adjective-eo "temporisateur"-adjective-fr
"temporisateur"-adjective-fr "prokrastema"-adjective-eo
"proksima"-adjective-eo "rapproché"-adjective-fr
"rapproché"-adjective-fr "proksima"-adjective-eo
"proksime de"-preposition-eo "alentour de"-preposition-fr
"proksime de"-preposition-eo "aux alentours de"-preposition-fr
"alentour de"-preposition-fr "proksime de"-preposition-eo
"aux alentours de"-preposition-fr "proksime de"-preposition-eo
"proleta"-adjective-eo "prolétarien"-adjective-fr
"prolétarien"-adjective-fr "proleta"-adjective-eo
"prolete"-adverb-eo "prolétairement"-adverb-fr
"prolete"-adverb-eo "prolétaire"-adverb-fr
"prolétairement"-adverb-fr "prolete"-adverb-eo
"prolétaire"-adverb-fr "prolete"-adverb-eo
"proleto"-noun-eo "prolétarien"-noun-fr
"proleto"-noun-eo "prolo"-noun-fr
"prolétarien"-noun-fr "proleto"-noun-eo
"prolo"-noun-fr "proleto"-noun-eo
"propagandi"-verb-eo "faire de la propagande"-verb-fr
"faire de la propagande"-verb-fr "propagandi"-verb-eo
"proparolanto"-noun-eo "porteparole"-noun-fr
"porteparole"-noun-fr "proparolanto"-noun-eo
"propeti"-verb-eo "demander la grâce de"-verb-fr
"propeti"-verb-eo "entremettre en faveur de"-verb-fr
"demander la grâce de"-verb-fr "propeti"-verb-eo
"entremettre en faveur de"-verb-fr "propeti"-verb-eo
"propramove"-adverb-eo "de soi-même"-adverb-fr
"propramove"-adverb-eo "de son propre mouvement"-adverb-fr
"propramove"-adverb-eo "tout seul"-adverb-fr
"de soi-même"-adverb-fr "propramove"-adverb-eo
"de son propre mouvement"-adverb-fr "propramove"-adverb-eo
"tout seul"-adverb-fr "propramove"-adverb-eo
"tout seul"-adverb-fr "sole"-adverb-eo
"sole"-adverb-eo "tout seul"-adverb-fr
"propraokule"-adverb-eo "de ses propres yeux"-adverb-fr
"de ses propres yeux"-adverb-fr "propraokule"-adverb-eo
"proprieti"-verb-eo "être propriétaire de"-verb-fr
"être propriétaire de"-verb-fr "proprieti"-verb-eo
"protaktinio"-noun-eo "protactinium"-noun-fr
"protactinium"-noun-fr "protaktinio"-noun-eo
"protestanto"-noun-eo "évangélique"-noun-fr
"évangélique"-noun-fr "protestanto"-noun-eo
"protokole"-adverb-eo "protocolairement"-adverb-fr
"protocolairement"-adverb-fr "protokole"-adverb-eo
"protokoli"-verb-eo "dresser un procès-verbal"-verb-fr
"dresser un procès-verbal"-verb-fr "protokoli"-verb-eo
"protokolo"-noun-eo "fichier log"-noun-fr
"protokolo"-noun-eo "fichier de trace"-noun-fr
"protokolo"-noun-eo "procès verbal"-noun-fr
"fichier log"-noun-fr "protokolo"-noun-eo
"fichier de trace"-noun-fr "protokolo"-noun-eo
"procès verbal"-noun-fr "protokolo"-noun-eo
"prova"-adjective-eo "d'épreuve"-adjective-fr
"prova"-adjective-eo "d'essai"-adjective-fr
"d'épreuve"-adjective-fr "prova"-adjective-eo
"d'essai"-adjective-fr "prova"-adjective-eo
"provilo"-noun-eo "instrument de test"-noun-fr
"provilo"-noun-eo "testeur"-noun-fr
"instrument de test"-noun-fr "provilo"-noun-eo
"testeur"-noun-fr "provilo"-noun-eo
"provoki"-verb-eo "faire de la provocation"-verb-fr
"faire de la provocation"-verb-fr "provoki"-verb-eo
"provtubo"-noun-eo "tube à essai"-noun-fr
"tube à essai"-noun-fr "provtubo"-noun-eo
"proza"-adjective-eo "en prose"-adjective-fr
"proza"-adjective-eo "prosaïque"-adjective-fr
"en prose"-adjective-fr "proza"-adjective-eo
"prosaïque"-adjective-fr "proza"-adjective-eo
"prpers"-pronoun-eo "les"-pronoun-fr
"prpers"-pronoun-eo "elle"-pronoun-fr
"prpers"-pronoun-eo "elles"-pronoun-fr
"prpers"-pronoun-eo "eux ils"-pronoun-fr
"prpers"-pronoun-eo "ils"-pronoun-fr
"prpers"-pronoun-eo "j'"-pronoun-fr
"les"-pronoun-fr "prpers"-pronoun-eo
"elle"-pronoun-fr "prpers"-pronoun-eo
"elles"-pronoun-fr "prpers"-pronoun-eo
"eux ils"-pronoun-fr "prpers"-pronoun-eo
"ils"-pronoun-fr "prpers"-pronoun-eo
"j'"-pronoun-fr "prpers"-pronoun-eo
"pruda"-adjective-eo "bégueule"-adjective-fr
"pruda"-adjective-eo "prude"-adjective-fr
"pruda"-adjective-eo "pudibond"-adjective-fr
"bégueule"-adjective-fr "pruda"-adjective-eo
"prude"-adjective-fr "pruda"-adjective-eo
"pudibond"-adjective-fr "pruda"-adjective-eo
"Prudential"-properNoun-eo "Prudential"-properNoun-fr
"Prudential"-properNoun-fr "Prudential"-properNoun-eo
"Prudential Financial"-properNoun-eo "Prudential Financial"-properNoun-fr
"Prudential Financial"-properNoun-fr "Prudential Financial"-properNoun-eo
"prudulo"-noun-eo "sainte nitouche"-noun-fr
"sainte nitouche"-noun-fr "prudulo"-noun-eo
"prujno"-noun-eo "gelée blanche"-noun-fr
"gelée blanche"-noun-fr "prujno"-noun-eo
"prunte"-adverb-eo "en prêt"-adverb-fr
"en prêt"-adverb-fr "prunte"-adverb-eo
"pruntvorto"-noun-eo "emprunt linguistique"-noun-fr
"pruntvorto"-noun-eo "mot emprunté"-noun-fr
"emprunt linguistique"-noun-fr "pruntvorto"-noun-eo
"mot emprunté"-noun-fr "pruntvorto"-noun-eo
"pruvebla"-adjective-eo "démontrable"-adjective-fr
"démontrable"-adjective-fr "pruvebla"-adjective-eo
"pruveble"-adverb-eo "démontrablement"-adverb-fr
"démontrablement"-adverb-fr "pruveble"-adverb-eo
"psalmi"-verb-eo "psalmodier"-verb-fr
"psalmodier"-verb-fr "psalmi"-verb-eo
"PSA Peugeot Citroën"-properNoun-eo "PSA Peugeot Citroën"-properNoun-fr
"PSA Peugeot Citroën"-properNoun-fr "PSA Peugeot Citroën"-properNoun-eo
"nom alias"-noun-fr "pseŭdonimo"-noun-eo
"psikanaliza"-adjective-eo "psychanalitique"-adjective-fr
"psychanalitique"-adjective-fr "psikanaliza"-adjective-eo
"psikanalizisto"-noun-eo "psychanaliste"-noun-fr
"psychanaliste"-noun-fr "psikanalizisto"-noun-eo
"PTT"-properNoun-eo "PTT"-properNoun-fr
"PTT"-properNoun-fr "PTT"-properNoun-eo
"pubera"-adjective-eo "pubère"-adjective-fr
"pubera"-adjective-eo "pubéral"-adjective-fr
"pubera"-adjective-eo "pubertaire"-adjective-fr
"pubère"-adjective-fr "pubera"-adjective-eo
"pubéral"-adjective-fr "pubera"-adjective-eo
"pubertaire"-adjective-fr "pubera"-adjective-eo
"Publix"-properNoun-eo "Publix"-properNoun-fr
"Publix"-properNoun-fr "Publix"-properNoun-eo
"Publix Super Markets"-properNoun-eo "Publix Super Markets"-properNoun-fr
"Publix Super Markets"-properNoun-fr "Publix Super Markets"-properNoun-eo
"puĉo"-noun-eo "coup d'état"-noun-fr
"coup d'état"-noun-fr "puĉo"-noun-eo
"coup d'état"-noun-fr "ŝtatrenverso"-noun-eo
"ŝtatrenverso"-noun-eo "coup d'état"-noun-fr
"pudelo"-noun-eo "caniche"-noun-fr
"caniche"-noun-fr "pudelo"-noun-eo
"pugo"-noun-eo "postérieur"-noun-fr
"postérieur"-noun-fr "pugo"-noun-eo
"pulko"-noun-eo "pulque"-noun-fr
"pulque"-noun-fr "pulko"-noun-eo
"pulovero"-noun-eo "pullover"-noun-fr
"pullover"-noun-fr "pulovero"-noun-eo
"pumiko"-noun-eo "ponce"-noun-fr
"ponce"-noun-fr "pumiko"-noun-eo
"punĉo"-noun-eo "punch"-noun-fr
"punch"-noun-fr "punĉo"-noun-eo
"pundomo"-noun-eo "maison de correction"-noun-fr
"pundomo"-noun-eo "pénitencier"-noun-fr
"maison de correction"-noun-fr "pundomo"-noun-eo
"pénitencier"-noun-fr "pundomo"-noun-eo
"punktokomo"-noun-eo "point-virgule"-noun-fr
"point-virgule"-noun-fr "punktokomo"-noun-eo
"pupitro"-noun-eo "pupitre"-noun-fr
"pupitre"-noun-fr "pupitro"-noun-eo
"pupteatro"-noun-eo "théâtre de marionnettes"-noun-fr
"théâtre de marionnettes"-noun-fr "pupteatro"-noun-eo
"purpura"-adjective-eo "pourpre"-adjective-fr
"pourpre"-adjective-fr "purpura"-adjective-eo
"Quanta"-properNoun-eo "Quanta"-properNoun-fr
"Quanta"-properNoun-fr "Quanta"-properNoun-eo
"Quanta Computer"-properNoun-eo "Quanta Computer"-properNoun-fr
"Quanta Computer"-properNoun-fr "Quanta Computer"-properNoun-eo
"rabbirdo"-noun-eo "oiseau de proie"-noun-fr
"rabbirdo"-noun-eo "rapace"-noun-fr
"oiseau de proie"-noun-fr "rabbirdo"-noun-eo
"oiseau de proie"-noun-fr "rabobirdo"-noun-eo
"rapace"-noun-fr "rabbirdo"-noun-eo
"rapace"-noun-fr "rabobirdo"-noun-eo
"rabobirdo"-noun-eo "oiseau de proie"-noun-fr
"rabobirdo"-noun-eo "rapace"-noun-fr
"rabeno"-noun-eo "rabbi"-noun-fr
"rabbi"-noun-fr "rabeno"-noun-eo
"rabisto"-noun-eo "saccageur"-noun-fr
"saccageur"-noun-fr "rabisto"-noun-eo
"radaro"-noun-eo "rouage"-noun-fr
"rouage"-noun-fr "radaro"-noun-eo
"radiostacio"-noun-eo "station radiophonique"-noun-fr
"station radiophonique"-noun-fr "radiostacio"-noun-eo
"radioteleskopo"-noun-eo "radiotéléscope"-noun-fr
"radiotéléscope"-noun-fr "radioteleskopo"-noun-eo
"radŝuo"-noun-eo "patin à roulettes"-noun-fr
"radŝuo"-noun-eo "roller"-noun-fr
"patin à roulettes"-noun-fr "radŝuo"-noun-eo
"patin à roulettes"-noun-fr "rulŝuo"-noun-eo
"roller"-noun-fr "radŝuo"-noun-eo
"roller"-noun-fr "rulŝuo"-noun-eo
"rulŝuo"-noun-eo "patin à roulettes"-noun-fr
"rulŝuo"-noun-eo "roller"-noun-fr
"rajte"-adverb-eo "à bon droit"-adverb-fr
"rajte"-adverb-eo "de plein droit"-adverb-fr
"à bon droit"-adverb-fr "rajte"-adverb-eo
"de plein droit"-adverb-fr "rajte"-adverb-eo
"Randstad"-properNoun-eo "Randstad"-properNoun-fr
"Randstad"-properNoun-fr "Randstad"-properNoun-eo
"Randstad Holding"-properNoun-eo "Randstad Holding"-properNoun-fr
"Randstad Holding"-properNoun-fr "Randstad Holding"-properNoun-eo
"ranunkolaco"-noun-eo "renonculacée"-noun-fr
"renonculacée"-noun-fr "ranunkolaco"-noun-eo
"rapiro"-noun-eo "rapière"-noun-fr
"rapière"-noun-fr "rapiro"-noun-eo
"raraĵo"-noun-eo "chose rare"-noun-fr
"chose rare"-noun-fr "raraĵo"-noun-eo
"rastilo"-noun-eo "rateau"-noun-fr
"rateau"-noun-fr "rastilo"-noun-eo
"Raytheon"-properNoun-eo "Raytheon"-properNoun-fr
"Raytheon"-properNoun-fr "Raytheon"-properNoun-eo
"readapti"-verb-eo "réadapter"-verb-fr
"réadapter"-verb-fr "readapti"-verb-eo
"Readmono"-properNoun-eo "Deutéronome"-properNoun-fr
"Deutéronome"-properNoun-fr "Readmono"-properNoun-eo
"reakcie"-adverb-eo "réactionnairement"-adverb-fr
"reakcie"-adverb-eo "réactivement"-adverb-fr
"réactionnairement"-adverb-fr "reakcie"-adverb-eo
"réactivement"-adverb-fr "reakcie"-adverb-eo
"realo"-noun-eo "réal"-noun-fr
"réal"-noun-fr "realo"-noun-eo
"reanimado"-noun-eo "ranimation"-noun-fr
"ranimation"-noun-fr "reanimado"-noun-eo
"recenzi"-verb-eo "faire la critique de"-verb-fr
"faire la critique de"-verb-fr "recenzi"-verb-eo
"recenzisto"-noun-eo "critique littéraire"-noun-fr
"critique littéraire"-noun-fr "recenzisto"-noun-eo
"critique littéraire"-noun-fr "recenzo"-noun-eo
"recenzo"-noun-eo "critique littéraire"-noun-fr
"recidivi"-verb-eo "rechuter"-verb-fr
"rechuter"-verb-fr "recidivi"-verb-eo
"recidivo"-noun-eo "rechute"-noun-fr
"recidivo"-noun-eo "récidive"-noun-fr
"rechute"-noun-fr "recidivo"-noun-eo
"récidive"-noun-fr "recidivo"-noun-eo
"redunda"-adjective-eo "redondant"-adjective-fr
"redondant"-adjective-fr "redunda"-adjective-eo
"reelo"-noun-eo "réel"-noun-fr
"réel"-noun-fr "reelo"-noun-eo
"referenci"-verb-eo "faire référence à"-verb-fr
"referenci"-verb-eo "référer à"-verb-fr
"faire référence à"-verb-fr "referenci"-verb-eo
"référer à"-verb-fr "referenci"-verb-eo
"referendario"-noun-eo "référendaire"-noun-fr
"référendaire"-noun-fr "referendario"-noun-eo
"refleksa"-adjective-eo "réflexe"-adjective-fr
"réflexe"-adjective-fr "refleksa"-adjective-eo
"refleksive"-adverb-eo "réflexivement"-adverb-fr
"réflexivement"-adverb-fr "refleksive"-adverb-eo
"refoje"-adverb-eo "une fois de plus"-adverb-fr
"refoje"-adverb-eo "une nouvelle fois"-adverb-fr
"une fois de plus"-adverb-fr "refoje"-adverb-eo
"une nouvelle fois"-adverb-fr "refoje"-adverb-eo
"reformanto"-noun-eo "réformateur"-noun-fr
"réformateur"-noun-fr "reformanto"-noun-eo
"reganta"-adjective-eo "dominateur"-adjective-fr
"dominateur"-adjective-fr "reganta"-adjective-eo
"regeo"-noun-eo "reggae"-noun-fr
"reggae"-noun-fr "regeo"-noun-eo
"chef d'état"-noun-fr "ŝtatestro"-noun-eo
"ŝtatestro"-noun-eo "chef d'état"-noun-fr
"reĝo de reĝoj"-noun-eo "roi des rois"-noun-fr
"roi des rois"-noun-fr "reĝo de reĝoj"-noun-eo
"regolo"-noun-eo "roitelet"-noun-fr
"roitelet"-noun-fr "regolo"-noun-eo
"regulatoro"-noun-eo "régulateur"-noun-fr
"régulateur"-noun-fr "regulatoro"-noun-eo
"régulateur"-noun-fr "reguliganto"-noun-eo
"régulateur"-noun-fr "reguligilo"-noun-eo
"reguliganto"-noun-eo "régulateur"-noun-fr
"reguligilo"-noun-eo "régulateur"-noun-fr
"regulesprimo"-noun-eo "expression régulière"-noun-fr
"expression régulière"-noun-fr "regulesprimo"-noun-eo
"reinspekti"-verb-eo "réexaminer"-verb-fr
"réexaminer"-verb-fr "reinspekti"-verb-eo
"reklami"-verb-eo "faire la publicité de"-verb-fr
"reklami"-verb-eo "faire l'article"-verb-fr
"reklami"-verb-eo "vanter sa marchandise"-verb-fr
"faire la publicité de"-verb-fr "reklami"-verb-eo
"faire l'article"-verb-fr "reklami"-verb-eo
"vanter sa marchandise"-verb-fr "reklami"-verb-eo
"reklamisto"-noun-eo "publicitaire"-noun-fr
"publicitaire"-noun-fr "reklamisto"-noun-eo
"rekomenciĝo"-noun-eo "recommencement"-noun-fr
"recommencement"-noun-fr "rekomenciĝo"-noun-eo
"recommencement"-noun-fr "rekomenco"-noun-eo
"rekomenco"-noun-eo "recommencement"-noun-fr
"rekomendletero"-noun-eo "lettre de recommandation"-noun-fr
"lettre de recommandation"-noun-fr "rekomendletero"-noun-eo
"rekompenci"-verb-eo "donner une gratification"-verb-fr
"rekompenci"-verb-eo "donner une récompense"-verb-fr
"rekompenci"-verb-eo "payer de retour"-verb-fr
"donner une gratification"-verb-fr "rekompenci"-verb-eo
"donner une récompense"-verb-fr "rekompenci"-verb-eo
"payer de retour"-verb-fr "rekompenci"-verb-eo
"rektifilo"-noun-eo "redresseur"-noun-fr
"redresseur"-noun-fr "rektifilo"-noun-eo
"rektoro"-noun-eo "président d'université"-noun-fr
"président d'université"-noun-fr "rektoro"-noun-eo
"relegacio"-noun-eo "limogeage"-noun-fr
"relegacio"-noun-eo "rélégation"-noun-fr
"limogeage"-noun-fr "relegacio"-noun-eo
"rélégation"-noun-fr "relegacio"-noun-eo
"Reliance Industries"-properNoun-eo "Reliance Industries"-properNoun-fr
"Reliance Industries"-properNoun-fr "Reliance Industries"-properNoun-eo
"religiulo"-noun-eo "homme religieux"-noun-fr
"homme religieux"-noun-fr "religiulo"-noun-eo
"remalkovro"-noun-eo "redécouverte"-noun-fr
"redécouverte"-noun-fr "remalkovro"-noun-eo
"rendevui"-verb-eo "fixer un rendez-vous"-verb-fr
"rendevui"-verb-eo "prendre rendez-vous"-verb-fr
"fixer un rendez-vous"-verb-fr "rendevui"-verb-eo
"prendre rendez-vous"-verb-fr "rendevui"-verb-eo
"renio"-noun-eo "rhénium"-noun-fr
"rhénium"-noun-fr "renio"-noun-eo
"renoviganto"-noun-eo "rénovateur"-noun-fr
"rénovateur"-noun-fr "renoviganto"-noun-eo
"renovigeble"-adverb-eo "renouvelablement"-adverb-fr
"renouvelablement"-adverb-fr "renovigeble"-adverb-eo
"reorganizi"-verb-eo "réaménager"-verb-fr
"réaménager"-verb-fr "reorganizi"-verb-eo
"reprezente"-adverb-eo "représentativement"-adverb-fr
"représentativement"-adverb-fr "reprezente"-adverb-eo
"Repsol YPF"-properNoun-eo "Repsol YPF"-properNoun-fr
"Repsol YPF"-properNoun-fr "Repsol YPF"-properNoun-eo
"reputacio"-noun-eo "image publique"-noun-fr
"image publique"-noun-fr "reputacio"-noun-eo
"resanigejo"-noun-eo "maison de santé"-noun-fr
"maison de santé"-noun-fr "resanigejo"-noun-eo
"resonado"-noun-eo "résonance"-noun-fr
"résonance"-noun-fr "resonado"-noun-eo
"résonance"-noun-fr "resonanco"-noun-eo
"resonanco"-noun-eo "résonance"-noun-fr
"respekteme"-adverb-eo "considérément"-adverb-fr
"considérément"-adverb-fr "respekteme"-adverb-eo
"respublikano"-noun-eo "membre d'une république"-noun-fr
"membre d'une république"-noun-fr "respublikano"-noun-eo
"restadejo"-noun-eo "villégiature"-noun-fr
"villégiature"-noun-fr "restadejo"-noun-eo
"restarigo"-noun-eo "relèvement"-noun-fr
"relèvement"-noun-fr "restarigo"-noun-eo
"relèvement"-noun-fr "restariĝo"-noun-eo
"restariĝo"-noun-eo "relèvement"-noun-fr
"restarto"-noun-eo "redémarrage"-noun-fr
"redémarrage"-noun-fr "restarto"-noun-eo
"restoracio"-noun-eo "resto"-noun-fr
"resto"-noun-fr "restoracio"-noun-eo
"resume"-adverb-eo "en bref"-adverb-fr
"en bref"-adverb-fr "resume"-adverb-eo
"retadreso"-noun-eo "adresse électronique"-noun-fr
"adresse électronique"-noun-fr "retadreso"-noun-eo
"retejo"-noun-eo "site internet"-noun-fr
"site internet"-noun-fr "retejo"-noun-eo
"site internet"-noun-fr "TTT-ejo"-noun-eo
"TTT-ejo"-noun-eo "site internet"-noun-fr
"retikulo"-noun-eo "réticulum"-noun-fr
"réticulum"-noun-fr "retikulo"-noun-eo
"retkomerco"-noun-eo "commerce électronique"-noun-fr
"retkomerco"-noun-eo "e-commerce"-noun-fr
"commerce électronique"-noun-fr "retkomerco"-noun-eo
"e-commerce"-noun-fr "retkomerco"-noun-eo
"message électronique"-noun-fr "retmesaĝo"-noun-eo
"retmesaĝo"-noun-eo "message électronique"-noun-fr
"retpirato"-noun-eo "pirate informatique"-noun-fr
"pirate informatique"-noun-fr "retpirato"-noun-eo
"messagerie électronique"-noun-fr "retpoŝto"-noun-eo
"retpoŝto"-noun-eo "messagerie électronique"-noun-fr
"retpoŝto"-noun-eo "courrier électronique"-noun-fr
"courrier électronique"-noun-fr "retpoŝto"-noun-eo
"retroaktive"-adverb-eo "rétroactivement"-adverb-fr
"rétroactivement"-adverb-fr "retroaktive"-adverb-eo
"retrospekte"-adverb-eo "rétrospectivement"-adverb-fr
"rétrospectivement"-adverb-fr "retrospekte"-adverb-eo
"réutilisablement"-adverb-fr "reuzeble"-adverb-eo
"reuzeble"-adverb-eo "réutilisablement"-adverb-fr
"revo"-noun-eo "rêverie"-noun-fr
"rêverie"-noun-fr "revo"-noun-eo
"revui"-verb-eo "passer en revue"-verb-fr
"passer en revue"-verb-fr "revui"-verb-eo
"de réserve"-adjective-fr "rezerva"-adjective-eo
"rezigni"-verb-eo "renoncer à"-verb-fr
"renoncer à"-verb-fr "rezigni"-verb-eo
"ribo"-noun-eo "cassis"-noun-fr
"cassis"-noun-fr "ribo"-noun-eo
"riĉa"-adjective-eo "nanti"-adjective-fr
"nanti"-adjective-fr "riĉa"-adjective-eo
"Ricoh"-properNoun-eo "Ricoh"-properNoun-fr
"Ricoh"-properNoun-fr "Ricoh"-properNoun-eo
"riĉulo"-noun-eo "nanti"-noun-fr
"nanti"-noun-fr "riĉulo"-noun-eo
"rigida"-adjective-eo "bétonné"-adjective-fr
"bétonné"-adjective-fr "rigida"-adjective-eo
"rilata"-adjective-eo "rapportant"-adjective-fr
"rapportant"-adjective-fr "rilata"-adjective-eo
"rilato"-noun-eo "point de vue"-noun-fr
"point de vue"-noun-fr "rilato"-noun-eo
"point de vue"-noun-fr "vidpunkto"-noun-eo
"vidpunkto"-noun-eo "point de vue"-noun-fr
"ringofingro"-noun-eo "annulaire"-noun-fr
"annulaire"-noun-fr "ringofingro"-noun-eo
"Rio Tinto"-properNoun-eo "Rio Tinto"-properNoun-fr
"Rio Tinto"-properNoun-fr "Rio Tinto"-properNoun-eo
"Rio Tinto Group"-properNoun-eo "Rio Tinto Group"-properNoun-fr
"Rio Tinto Group"-properNoun-fr "Rio Tinto Group"-properNoun-eo
"ripozejo"-noun-eo "lieu de repos"-noun-fr
"lieu de repos"-noun-fr "ripozejo"-noun-eo
"remontrance"-noun-fr "riproĉo"-noun-eo
"rismo"-noun-eo "ramette"-noun-fr
"ramette"-noun-fr "rismo"-noun-eo
"Rite Aid"-properNoun-eo "Rite Aid"-properNoun-fr
"Rite Aid"-properNoun-fr "Rite Aid"-properNoun-eo
"de révolution"-adjective-fr "rotacia"-adjective-eo
"rotacia"-adjective-eo "de révolution"-adjective-fr
"rotacia"-adjective-eo "de rotation"-adjective-fr
"rivolui"-verb-eo "effectuer une révolution"-verb-fr
"effectuer une révolution"-verb-fr "rivolui"-verb-eo
"Robert Bosch"-properNoun-eo "Robert Bosch"-properNoun-fr
"Robert Bosch"-properNoun-fr "Robert Bosch"-properNoun-eo
"Roche Group"-properNoun-eo "Roche Group"-properNoun-fr
"Roche Group"-properNoun-fr "Roche Group"-properNoun-eo
"rodio"-noun-eo "rhodium"-noun-fr
"rhodium"-noun-fr "rodio"-noun-eo
"roke"-adverb-eo "rocheusement"-adverb-fr
"rocheusement"-adverb-fr "roke"-adverb-eo
"rokoko"-noun-eo "style rocaille"-noun-fr
"rokoko"-noun-eo "style rococo"-noun-fr
"style rocaille"-noun-fr "rokoko"-noun-eo
"style rococo"-noun-fr "rokoko"-noun-eo
"romaneca"-adjective-eo "romanesque"-adjective-fr
"romanesque"-adjective-fr "romaneca"-adjective-eo
"romao"-noun-eo "romanichel"-noun-fr
"romao"-noun-eo "rom"-noun-fr
"romanichel"-noun-fr "romao"-noun-eo
"rom"-noun-fr "romao"-noun-eo
"romboedro"-noun-eo "rhomboèdre"-noun-fr
"rhomboèdre"-noun-fr "romboedro"-noun-eo
"romboido"-noun-eo "rhomboïde"-noun-fr
"rhomboïde"-noun-fr "romboido"-noun-eo
"Romeo"-properNoun-eo "Roméo"-properNoun-fr
"Roméo"-properNoun-fr "Romeo"-properNoun-eo
"rompebla"-adjective-eo "cassant"-adjective-fr
"cassant"-adjective-fr "rompebla"-adjective-eo
"ronda tablo"-noun-eo "table ronde"-noun-fr
"table ronde"-noun-fr "ronda tablo"-noun-eo
"rondvojaĝi"-verb-eo "faire un circuit"-verb-fr
"faire un circuit"-verb-fr "rondvojaĝi"-verb-eo
"roussillonais"-adjective-fr "rusiljona"-adjective-eo
"rusiljona"-adjective-eo "roussillonais"-adjective-fr
"Roussillonais"-noun-fr "rusiljonano"-noun-eo
"rusiljonano"-noun-eo "Roussillonais"-noun-fr
"rosino"-noun-eo "raisin de Corinthe"-noun-fr
"raisin de Corinthe"-noun-fr "rosino"-noun-eo
"Rosneft"-properNoun-eo "Rosneft"-properNoun-fr
"Rosneft"-properNoun-fr "Rosneft"-properNoun-eo
"Rosneft Oil"-properNoun-eo "Rosneft Oil"-properNoun-fr
"Rosneft Oil"-properNoun-fr "Rosneft Oil"-properNoun-eo
"rostaĵo"-noun-eo "rôti"-noun-fr
"rôti"-noun-fr "rostaĵo"-noun-eo
"de rotation"-adjective-fr "rotacia"-adjective-eo
"rotacia akso"-noun-eo "axe de rotation"-noun-fr
"axe de rotation"-noun-fr "rotacia akso"-noun-eo
"rotacie"-adverb-eo "rotativement"-adverb-fr
"rotativement"-adverb-fr "rotacie"-adverb-eo
"rotacii"-verb-eo "être en rotation"-verb-fr
"être en rotation"-verb-fr "rotacii"-verb-eo
"rotacio"-noun-eo "giration"-noun-fr
"giration"-noun-fr "rotacio"-noun-eo
"Royal Ahold"-properNoun-eo "Royal Ahold"-properNoun-fr
"Royal Ahold"-properNoun-fr "Royal Ahold"-properNoun-eo
"Royal Bank of Canada"-properNoun-eo "Royal Bank of Canada"-properNoun-fr
"Royal Bank of Canada"-properNoun-fr "Royal Bank of Canada"-properNoun-eo
"Royal Bank of Scotland"-properNoun-eo "Royal Bank of Scotland"-properNoun-fr
"Royal Bank of Scotland"-properNoun-fr "Royal Bank of Scotland"-properNoun-eo
"Royal Dutch Shell"-properNoun-eo "Royal Dutch Shell"-properNoun-fr
"Royal Dutch Shell"-properNoun-fr "Royal Dutch Shell"-properNoun-eo
"Royal KPN"-properNoun-eo "Royal KPN"-properNoun-fr
"Royal KPN"-properNoun-fr "Royal KPN"-properNoun-eo
"Royal Philips Electronics"-properNoun-eo "Royal Philips Electronics"-properNoun-fr
"Royal Philips Electronics"-properNoun-fr "Royal Philips Electronics"-properNoun-eo
"rubo"-noun-eo "détritus"-noun-fr
"détritus"-noun-fr "rubo"-noun-eo
"ruiniĝo"-noun-eo "délabrement"-noun-fr
"délabrement"-noun-fr "ruiniĝo"-noun-eo
"ruĵo"-noun-eo "rouge à lèvres"-noun-fr
"rouge à lèvres"-noun-fr "ruĵo"-noun-eo
"rulado"-noun-eo "tangage"-noun-fr
"tangage"-noun-fr "rulado"-noun-eo
"tangage"-noun-fr "tango"-noun-eo
"tango"-noun-eo "tangage"-noun-fr
"rulseĝo"-noun-eo "chaise roulante"-noun-fr
"rulseĝo"-noun-eo "fauteuil roulant"-noun-fr
"chaise roulante"-noun-fr "rulseĝo"-noun-eo
"fauteuil roulant"-noun-fr "rulseĝo"-noun-eo
"rulŝtuparo"-noun-eo "escalier mécanique"-noun-fr
"rulŝtuparo"-noun-eo "escalator"-noun-fr
"escalier mécanique"-noun-fr "rulŝtuparo"-noun-eo
"escalator"-noun-fr "rulŝtuparo"-noun-eo
"rultempa"-adjective-eo "d'exécution"-adjective-fr
"d'exécution"-adjective-fr "rultempa"-adjective-eo
"rumano"-noun-eo "Roumain"-noun-fr
