"in order to"-preposition-en "per tal de"-preposition-ca
"choreography"-noun-en "coreografia"-noun-ca
"chronicler"-noun-en "cronista"-noun-ca
"cronista"-noun-ca "chronicler"-noun-en
"cigar"-noun-ca "cigar"-noun-en
"cigar"-noun-en "cigar"-noun-ca
"circus"-noun-en "circ"-noun-ca
"circ"-noun-ca "circus"-noun-en
"citadel"-noun-en "ciutadella"-noun-ca
"ciutadella"-noun-ca "citadel"-noun-en
"argila"-noun-ca "clay"-noun-en
"clay"-noun-en "argila"-noun-ca
"clientele"-noun-en "clientela"-noun-ca
"clientela"-noun-ca "clientele"-noun-en
"cocktail"-noun-en "còctel"-noun-ca
"còctel"-noun-ca "cocktail"-noun-en
"bacallà"-noun-ca "cod"-noun-en
"cod"-noun-en "bacallà"-noun-ca
"cohabitation"-noun-en "convivència"-noun-ca
"convivència"-noun-ca "cohabitation"-noun-en
"coronel"-noun-ca "colonel"-noun-en
"colonel"-noun-en "coronel"-noun-ca
"combustion"-noun-en "combustió"-noun-ca
"combustió"-noun-ca "combustion"-noun-en
"merchandising"-noun-en "comercialització"-noun-ca
"comercialització"-noun-ca "merchandising"-noun-en
"communist"-noun-en "comunista"-noun-ca
"comunista"-noun-ca "communist"-noun-en
"compatriota"-noun-ca "compatriot"-noun-en
"compatriot"-noun-en "compatriota"-noun-ca
"complicity"-noun-en "complicitat"-noun-ca
"complicitat"-noun-ca "complicity"-noun-en
"confederació"-noun-ca "confederation"-noun-en
"confederation"-noun-en "confederació"-noun-ca
"gremi"-noun-ca "guild"-noun-en
"guild"-noun-en "gremi"-noun-ca
"conjunció"-noun-ca "conjunction"-noun-en
"conjunction"-noun-en "conjunció"-noun-ca
"conquesta"-noun-ca "conquest"-noun-en
"conquest"-noun-en "conquesta"-noun-ca
"conquest"-noun-en "conquista"-noun-ca
"conquista"-noun-ca "conquest"-noun-en
"conservatoire"-noun-en "conservatori"-noun-ca
"conservatori"-noun-ca "conservatoire"-noun-en
"consternation"-noun-en "consternació"-noun-ca
"consternació"-noun-ca "consternation"-noun-en
"convalescence"-noun-en "convalescència"-noun-ca
"convalescència"-noun-ca "convalescence"-noun-en
"convergence"-noun-en "convergència"-noun-ca
"convergència"-noun-ca "convergence"-noun-en
"coordinació"-noun-ca "coordination"-noun-en
"coordination"-noun-en "coordinació"-noun-ca
"cosmètic"-noun-ca "cosmetic"-noun-en
"cosmetic"-noun-en "cosmètic"-noun-ca
"cotton"-noun-en "cotó"-noun-ca
"cotó"-noun-ca "cotton"-noun-en
"cousin"-noun-en "cosí"-noun-ca
"cosí"-noun-ca "cousin"-noun-en
"cradle"-noun-en "bressol"-noun-ca
"bressol"-noun-ca "cradle"-noun-en
"creditor"-noun-en "creditor"-noun-ca
"creditor"-noun-ca "creditor"-noun-en
"cruelty"-noun-en "crueltat"-noun-ca
"crueltat"-noun-ca "cruelty"-noun-en
"crossa"-noun-ca "crutch"-noun-en
"crutch"-noun-en "crossa"-noun-ca
"melon"-noun-en "meló"-noun-ca
"meló"-noun-ca "melon"-noun-en
"cucumber"-noun-en "cogombre"-noun-ca
"cogombre"-noun-ca "cucumber"-noun-en
"cortina"-noun-ca "curtain"-noun-en
"curtain"-noun-en "cortina"-noun-ca
"cynicism"-noun-en "cinisme"-noun-ca
"cinisme"-noun-ca "cynicism"-noun-en
"cypress"-noun-en "xiprer"-noun-ca
"xiprer"-noun-ca "cypress"-noun-en
"papa"-noun-ca "pope"-noun-en
"pope"-noun-en "papa"-noun-ca
"debate"-noun-en "debat"-noun-ca
"debat"-noun-ca "debate"-noun-en
"delegat"-noun-ca "delegate"-noun-en
"delegate"-noun-en "delegat"-noun-ca
"delta"-noun-en "delta"-noun-ca
"delta"-noun-ca "delta"-noun-en
"demòcrata"-noun-ca "democrat"-noun-en
"democrat"-noun-en "demòcrata"-noun-ca
"demography"-noun-en "demografia"-noun-ca
"demografia"-noun-ca "demography"-noun-en
"desesperació"-noun-ca "despair"-noun-en
"despair"-noun-en "desesperació"-noun-ca
"detector"-noun-en "detector"-noun-ca
"detector"-noun-ca "detector"-noun-en
"diarrea"-noun-ca "diarrhea"-noun-en
"diarrhea"-noun-en "diarrea"-noun-ca
"dictador"-noun-ca "dictator"-noun-en
"dictator"-noun-en "dictador"-noun-ca
"dictadura"-noun-ca "dictatorship"-noun-en
"dictatorship"-noun-en "dictadura"-noun-ca
"digestion"-noun-en "digestió"-noun-ca
"digestió"-noun-ca "digestion"-noun-en
"dispensary"-noun-en "ambulatori"-noun-ca
"ambulatori"-noun-ca "dispensary"-noun-en
"diversification"-noun-en "diversificació"-noun-ca
"diversificació"-noun-ca "diversification"-noun-en
"diversitat"-noun-ca "diversity"-noun-en
"diversity"-noun-en "diversitat"-noun-ca
"dividend"-noun-en "dividend"-noun-ca
"dividend"-noun-ca "dividend"-noun-en
"dockyard"-noun-en "drassana"-noun-ca
"drassana"-noun-ca "dockyard"-noun-en
"doctorat"-noun-ca "doctorate"-noun-en
"doctorate"-noun-en "doctorat"-noun-ca
"dogma"-noun-en "dogma"-noun-ca
"dogma"-noun-ca "dogma"-noun-en
"duke"-noun-en "duc"-noun-ca
"duc"-noun-ca "duke"-noun-en
"dune"-noun-en "duna"-noun-ca
"duna"-noun-ca "dune"-noun-en
"duplicació"-noun-ca "duplication"-noun-en
"duplication"-noun-en "duplicació"-noun-ca
"dye"-noun-en "tint"-noun-ca
"tint"-noun-ca "dye"-noun-en
"dynasty"-noun-en "dinastia"-noun-ca
"dinastia"-noun-ca "dynasty"-noun-en
"àguila"-noun-ca "eagle"-noun-en
"eagle"-noun-en "àguila"-noun-ca
"eagle"-noun-en "àliga"-noun-ca
"àliga"-noun-ca "eagle"-noun-en
"eardrum"-noun-en "timpà"-noun-ca
"timpà"-noun-ca "eardrum"-noun-en
"economista"-noun-ca "economist"-noun-en
"economist"-noun-en "economista"-noun-ca
"ecosistema"-noun-ca "ecosystem"-noun-en
"ecosystem"-noun-en "ecosistema"-noun-ca
"ecstasy"-noun-en "èxtasi"-noun-ca
"èxtasi"-noun-ca "ecstasy"-noun-en
"remolí"-noun-ca "eddy"-noun-en
"eddy"-noun-en "remolí"-noun-ca
"eggplant"-noun-en "albergínia"-noun-ca
"albergínia"-noun-ca "eggplant"-noun-en
"electorat"-noun-ca "electorate"-noun-en
"electorate"-noun-en "electorat"-noun-ca
"electró"-noun-ca "electron"-noun-en
"electron"-noun-en "electró"-noun-ca
"elit"-noun-ca "elite"-noun-en
"elite"-noun-en "elit"-noun-ca
"embassy"-noun-en "ambaixada"-noun-ca
"ambaixada"-noun-ca "embassy"-noun-en
"epopeia"-noun-ca "epic"-noun-en
"epic"-noun-en "epopeia"-noun-ca
"epicentre"-noun-en "epicentre"-noun-ca
"epicentre"-noun-ca "epicentre"-noun-en
"epilogue"-noun-en "epíleg"-noun-ca
"epíleg"-noun-ca "epilogue"-noun-en
"eternity"-noun-en "eternitat"-noun-ca
"eternitat"-noun-ca "eternity"-noun-en
"eufòria"-noun-ca "euphoria"-noun-en
"euphoria"-noun-en "eufòria"-noun-ca
"euro"-noun-ca "euro"-noun-en
"euro"-noun-en "euro"-noun-ca
"evacuation"-noun-en "evacuació"-noun-ca
"evacuació"-noun-ca "evacuation"-noun-en
"evocació"-noun-ca "evocation"-noun-en
"evocation"-noun-en "evocació"-noun-ca
"exportador"-noun-ca "exporter"-noun-en
"exporter"-noun-en "exportador"-noun-ca
"expressionism"-noun-en "expressionisme"-noun-ca
"expressionisme"-noun-ca "expressionism"-noun-en
"extradició"-noun-ca "extradition"-noun-en
"extradition"-noun-en "extradició"-noun-ca
"fanfare"-noun-en "xaranga"-noun-ca
"xaranga"-noun-ca "fanfare"-noun-en
"fauna"-noun-en "fauna"-noun-ca
"fauna"-noun-ca "fauna"-noun-en
"federalisme"-noun-ca "federalism"-noun-en
"federalism"-noun-en "federalisme"-noun-ca
"fig"-noun-en "figa"-noun-ca
"figa"-noun-ca "fig"-noun-en
"peach"-noun-en "préssec"-noun-ca
"préssec"-noun-ca "peach"-noun-en
"fishing"-noun-en "pesca"-noun-ca
"pesca"-noun-ca "fishing"-noun-en
"grip"-noun-ca "flu"-noun-en
"flu"-noun-en "grip"-noun-ca
"fly"-noun-en "mosca"-noun-ca
"mosca"-noun-ca "fly"-noun-en
"folklore"-noun-en "folklore"-noun-ca
"folklore"-noun-ca "folklore"-noun-en
"futbolista"-noun-ca "footballer"-noun-en
"footballer"-noun-en "futbolista"-noun-ca
"fòssil"-noun-ca "fossil"-noun-en
"fossil"-noun-en "fòssil"-noun-ca
"fundador"-noun-ca "founder"-noun-en
"founder"-noun-en "fundador"-noun-ca
"granota"-noun-ca "frog"-noun-en
"frog"-noun-en "granota"-noun-ca
"lesbiana"-noun-ca "lesbian"-noun-en
"lesbian"-noun-en "lesbiana"-noun-ca
"homosexual"-noun-en "homosexual"-noun-ca
"homosexual"-noun-ca "homosexual"-noun-en
"gen"-noun-ca "gene"-noun-en
"gene"-noun-en "gen"-noun-ca
"general"-noun-en "general"-noun-ca
"general"-noun-ca "general"-noun-en
"generador"-noun-ca "generator"-noun-en
"generator"-noun-en "generador"-noun-ca
"genocidi"-noun-ca "genocide"-noun-en
"genocide"-noun-en "genocidi"-noun-ca
"glacera"-noun-ca "glacier"-noun-en
"glacier"-noun-en "glacera"-noun-ca
"globalisation"-noun-en "globalització"-noun-ca
"globalització"-noun-ca "globalisation"-noun-en
"glove"-noun-en "guant"-noun-ca
"guant"-noun-ca "glove"-noun-en
"gluten"-noun-en "gluten"-noun-ca
"gluten"-noun-ca "gluten"-noun-en
"nan"-noun-ca "dwarf"-noun-en
"dwarf"-noun-en "nan"-noun-ca
"follet"-noun-ca "goblin"-noun-en
"goblin"-noun-en "follet"-noun-ca
"gorilla"-noun-en "goril·la"-noun-ca
"goril·la"-noun-ca "gorilla"-noun-en
"nét"-noun-ca "grandson"-noun-en
"nét"-noun-ca "granddaughter"-noun-en
"grandson"-noun-en "nét"-noun-ca
"granddaughter"-noun-en "nét"-noun-ca
"grimace"-noun-en "ganyota"-noun-ca
"ganyota"-noun-ca "grimace"-noun-en
"groin"-noun-en "engonal"-noun-ca
"engonal"-noun-ca "groin"-noun-en
"guitarra"-noun-ca "guitar"-noun-en
"guitar"-noun-en "guitarra"-noun-ca
"gynaecologist"-noun-en "ginecòleg"-noun-ca
"ginecòleg"-noun-ca "gynaecologist"-noun-en
"lluç"-noun-ca "hake"-noun-en
"hake"-noun-en "lluç"-noun-ca
"cuixa"-noun-ca "thigh"-noun-en
"thigh"-noun-en "cuixa"-noun-ca
"pernil"-noun-ca "ham"-noun-en
"ham"-noun-en "pernil"-noun-ca
"handball"-noun-en "handbol"-noun-ca
"handbol"-noun-ca "handball"-noun-en
"llebre"-noun-ca "hare"-noun-en
"hare"-noun-en "llebre"-noun-ca
"helicòpter"-noun-ca "helicopter"-noun-en
"helicopter"-noun-en "helicòpter"-noun-ca
"infern"-noun-ca "hell"-noun-en
"hell"-noun-en "infern"-noun-ca
"hemisphere"-noun-en "hemisferi"-noun-ca
"hemisferi"-noun-ca "hemisphere"-noun-en
"hemoglobin"-noun-en "hemoglobina"-noun-ca
"hemoglobina"-noun-ca "hemoglobin"-noun-en
"homeland"-noun-en "pàtria"-noun-ca
"pàtria"-noun-ca "homeland"-noun-en
"hormone"-noun-en "hormona"-noun-ca
"hormona"-noun-ca "hormone"-noun-en
"horoscope"-noun-en "horòscop"-noun-ca
"horòscop"-noun-ca "horoscope"-noun-en
"ostatge"-noun-ca "hostage"-noun-en
"hostage"-noun-en "ostatge"-noun-ca
"humilitat"-noun-ca "humility"-noun-en
"humility"-noun-en "humilitat"-noun-ca
"centenar"-noun-ca "hundred"-noun-en
"hundred"-noun-en "centenar"-noun-ca
"hipocresia"-noun-ca "hypocrisy"-noun-en
"hypocrisy"-noun-en "hipocresia"-noun-ca
"ideology"-noun-en "ideologia"-noun-ca
"ideologia"-noun-ca "ideology"-noun-en
"idol"-noun-en "ídol"-noun-ca
"ídol"-noun-ca "idol"-noun-en
"illiteracy"-noun-en "analfabetisme"-noun-ca
"analfabetisme"-noun-ca "illiteracy"-noun-en
"improvisació"-noun-ca "improvisation"-noun-en
"improvisation"-noun-en "improvisació"-noun-ca
"incubation"-noun-en "incubació"-noun-ca
"incubació"-noun-ca "incubation"-noun-en
"infarct"-noun-en "infart"-noun-ca
"infart"-noun-ca "infarct"-noun-en
"ingredient"-noun-en "ingredient"-noun-ca
"ingredient"-noun-ca "ingredient"-noun-en
"innocence"-noun-en "innocència"-noun-ca
"innocència"-noun-ca "innocence"-noun-en
"inquisició"-noun-ca "inquisition"-noun-en
"inquisition"-noun-en "inquisició"-noun-ca
"insecte"-noun-ca "insect"-noun-en
"insect"-noun-en "insecte"-noun-ca
"insulin"-noun-en "insulina"-noun-ca
"insulina"-noun-ca "insulin"-noun-en
"intellectual"-noun-en "intel·lectual"-noun-ca
"intel·lectual"-noun-ca "intellectual"-noun-en
"entonació"-noun-ca "intonation"-noun-en
"intonation"-noun-en "entonació"-noun-ca
"intuition"-noun-en "intuïció"-noun-ca
"intuïció"-noun-ca "intuition"-noun-en
"inventor"-noun-en "inventor"-noun-ca
"inventor"-noun-ca "inventor"-noun-en
"ironia"-noun-ca "irony"-noun-en
"irony"-noun-en "ironia"-noun-ca
"jurisdicció"-noun-ca "jurisdiction"-noun-en
"jurisdiction"-noun-en "jurisdicció"-noun-ca
"jurist"-noun-en "jurista"-noun-ca
"jurista"-noun-ca "jurist"-noun-en
"ronyó"-noun-ca "kidney"-noun-en
"kidney"-noun-en "ronyó"-noun-ca
"petó"-noun-ca "kiss"-noun-en
"kiss"-noun-en "petó"-noun-ca
"genoll"-noun-ca "knee"-noun-en
"knee"-noun-en "genoll"-noun-ca
"laberint"-noun-ca "labyrinth"-noun-en
"labyrinth"-noun-en "laberint"-noun-ca
"alosa"-noun-ca "lark"-noun-en
"lark"-noun-en "alosa"-noun-ca
"laser"-noun-en "làser"-noun-ca
"làser"-noun-ca "laser"-noun-en
"latitude"-noun-en "latitud"-noun-ca
"latitud"-noun-ca "latitude"-noun-en
"esquerra"-noun-ca "left"-noun-en
"left"-noun-en "esquerra"-noun-ca
"llegenda"-noun-ca "legend"-noun-en
"legend"-noun-en "llegenda"-noun-ca
"legió"-noun-ca "legion"-noun-en
"legion"-noun-en "legió"-noun-ca
"llentia"-noun-ca "lentil"-noun-en
"lentil"-noun-en "llentia"-noun-ca
"lentil"-noun-en "llentilla"-noun-ca
"llentilla"-noun-ca "lentil"-noun-en
"lens"-noun-en "lent"-noun-ca
"lent"-noun-ca "lens"-noun-en
"liberalisation"-noun-en "liberalització"-noun-ca
"liberalització"-noun-ca "liberalisation"-noun-en
"thunder"-noun-en "tro"-noun-ca
"tro"-noun-ca "thunder"-noun-en
"lliri"-noun-ca "lily"-noun-en
"lily"-noun-en "lliri"-noun-ca
"locomotive"-noun-en "locomotora"-noun-ca
"locomotora"-noun-ca "locomotive"-noun-en
"logística"-noun-ca "logistics"-noun-en
"logistics"-noun-en "logística"-noun-ca
"luxe"-noun-ca "luxury"-noun-en
"luxury"-noun-en "luxe"-noun-ca
"màgia"-noun-ca "magic"-noun-en
"magic"-noun-en "màgia"-noun-ca
"magnet"-noun-en "imant"-noun-ca
"imant"-noun-ca "magnet"-noun-en
"malaria"-noun-en "malària"-noun-ca
"malària"-noun-ca "malaria"-noun-en
"mamífer"-noun-ca "mammal"-noun-en
"mammal"-noun-en "mamífer"-noun-ca
"màrtir"-noun-ca "martyr"-noun-en
"martyr"-noun-en "màrtir"-noun-ca
"massage"-noun-en "massatge"-noun-ca
"massatge"-noun-ca "massage"-noun-en
"matalàs"-noun-ca "mattress"-noun-en
"mattress"-noun-en "matalàs"-noun-ca
"microphone"-noun-en "micròfon"-noun-ca
"micròfon"-noun-ca "microphone"-noun-en
"midnight"-noun-en "mitjanit"-noun-ca
"mitjanit"-noun-ca "midnight"-noun-en
"militarism"-noun-en "militarisme"-noun-ca
"militarisme"-noun-ca "militarism"-noun-en
"miniature"-noun-en "miniatura"-noun-ca
"miniatura"-noun-ca "miniature"-noun-en
"miratge"-noun-ca "mirage"-noun-en
"mirage"-noun-en "miratge"-noun-ca
"mobilisation"-noun-en "mobilització"-noun-ca
"mobilització"-noun-ca "mobilisation"-noun-en
"modernització"-noun-ca "modernisation"-noun-en
"modernisation"-noun-en "modernització"-noun-ca
"modulation"-noun-en "modulació"-noun-ca
"modulació"-noun-ca "modulation"-noun-en
"sobirà"-noun-ca "sovereign"-noun-en
"sovereign"-noun-en "sobirà"-noun-ca
"monarca"-noun-ca "monarch"-noun-en
"monarch"-noun-en "monarca"-noun-ca
"monarchy"-noun-en "monarquia"-noun-ca
"monarquia"-noun-ca "monarchy"-noun-en
"monòleg"-noun-ca "monologue"-noun-en
"monologue"-noun-en "monòleg"-noun-ca
"monstre"-noun-ca "monster"-noun-en
"monster"-noun-en "monstre"-noun-ca
"moto"-noun-ca "motorbike"-noun-en
"motorbike"-noun-en "moto"-noun-ca
"motorcycle"-noun-en "motocicleta"-noun-ca
"motocicleta"-noun-ca "motorcycle"-noun-en
"mortar"-noun-en "morter"-noun-ca
"mortar"-noun-en "argamassa"-noun-ca
"morter"-noun-ca "mortar"-noun-en
"argamassa"-noun-ca "mortar"-noun-en
"nebot"-noun-ca "nephew"-noun-en
"nebot"-noun-ca "niece"-noun-en
"nephew"-noun-en "nebot"-noun-ca
"niece"-noun-en "nebot"-noun-ca
"neutron"-noun-en "neutró"-noun-ca
"neutró"-noun-ca "neutron"-noun-en
"nightingale"-noun-en "rossinyol"-noun-ca
"rossinyol"-noun-ca "nightingale"-noun-en
"oasis"-noun-en "oasi"-noun-ca
"oasi"-noun-ca "oasis"-noun-en
"observatori"-noun-ca "observatory"-noun-en
"observatory"-noun-en "observatori"-noun-ca
"observer"-noun-en "observador"-noun-ca
"observador"-noun-ca "observer"-noun-en
"oceà"-noun-ca "ocean"-noun-en
"ocean"-noun-en "oceà"-noun-ca
"oliva"-noun-ca "olive"-noun-en
"olive"-noun-en "oliva"-noun-ca
"òpera"-noun-ca "opera"-noun-en
"opera"-noun-en "òpera"-noun-ca
"òrbita"-noun-ca "orbit"-noun-en
"orbit"-noun-en "òrbita"-noun-ca
"orchard"-noun-en "hort"-noun-ca
"hort"-noun-ca "orchard"-noun-en
"orgasm"-noun-en "orgasme"-noun-ca
"orgasme"-noun-ca "orgasm"-noun-en
"mirador"-noun-ca "oriel"-noun-en
"oriel"-noun-en "mirador"-noun-ca
"orphan"-noun-en "orfe"-noun-ca
"orfe"-noun-ca "orphan"-noun-en
"ovació"-noun-ca "ovation"-noun-en
"ovation"-noun-en "ovació"-noun-ca
"ozone"-noun-en "ozó"-noun-ca
"ozó"-noun-ca "ozone"-noun-en
"pacifist"-noun-en "pacifista"-noun-ca
"pacifista"-noun-ca "pacifist"-noun-en
"pintor"-noun-ca "painter"-noun-en
"painter"-noun-en "pintor"-noun-ca
"pànic"-noun-ca "panic"-noun-en
"panic"-noun-en "pànic"-noun-ca
"pantera"-noun-ca "panther"-noun-en
"pantera"-noun-ca "leopard"-noun-en
"panther"-noun-en "pantera"-noun-ca
"leopard"-noun-en "pantera"-noun-ca
"leopard"-noun-en "lleopard"-noun-ca
"lleopard"-noun-ca "leopard"-noun-en
"lloro"-noun-ca "parrot"-noun-en
"parrot"-noun-en "lloro"-noun-ca
"participle"-noun-en "participi"-noun-ca
"participi"-noun-ca "participle"-noun-en
"patriarch"-noun-en "patriarca"-noun-ca
"patriarca"-noun-ca "patriarch"-noun-en
"pedal"-noun-en "pedal"-noun-ca
"pedal"-noun-ca "pedal"-noun-en
"penguin"-noun-en "pingüí"-noun-ca
"pingüí"-noun-ca "penguin"-noun-en
"península"-noun-ca "peninsula"-noun-en
"peninsula"-noun-en "península"-noun-ca
"perversió"-noun-ca "perversion"-noun-en
"perversion"-noun-en "perversió"-noun-ca
"peseta"-noun-en "pesseta"-noun-ca
"pesseta"-noun-ca "peseta"-noun-en
"pessimist"-noun-en "pessimista"-noun-ca
"pessimista"-noun-ca "pessimist"-noun-en
"petal"-noun-en "pètal"-noun-ca
"pètal"-noun-ca "petal"-noun-en
"pharaoh"-noun-en "faraó"-noun-ca
"faraó"-noun-ca "pharaoh"-noun-en
"philologist"-noun-en "filòleg"-noun-ca
"filòleg"-noun-ca "philologist"-noun-en
"philosopher"-noun-en "filòsof"-noun-ca
"filòsof"-noun-ca "philosopher"-noun-en
"phobia"-noun-en "fòbia"-noun-ca
"fòbia"-noun-ca "phobia"-noun-en
"pigeon"-noun-en "colom"-noun-ca
"colom"-noun-ca "pigeon"-noun-en
"romeria"-noun-ca "pilgrimage"-noun-en
"pilgrimage"-noun-en "romeria"-noun-ca
"pilgrimage"-noun-en "romiatge"-noun-ca
"romiatge"-noun-ca "pilgrimage"-noun-en
"rosa"-noun-ca "pink"-noun-en
"rosa"-noun-ca "rose"-noun-en
"pink"-noun-en "rosa"-noun-ca
"rose"-noun-en "rosa"-noun-ca
"pirate"-noun-en "pirata"-noun-ca
"pirata"-noun-ca "pirate"-noun-en
"plural"-noun-en "plural"-noun-ca
"plural"-noun-ca "plural"-noun-en
"butxaca"-noun-ca "pocket"-noun-en
"pocket"-noun-en "butxaca"-noun-ca
"magrana"-noun-ca "pomegranate"-noun-en
"pomegranate"-noun-en "magrana"-noun-ca
"populism"-noun-en "populisme"-noun-ca
"populisme"-noun-ca "populism"-noun-en
"pornography"-noun-en "pornografia"-noun-ca
"pornografia"-noun-ca "pornography"-noun-en
"retrat"-noun-ca "portrait"-noun-en
"portrait"-noun-en "retrat"-noun-ca
"prehistòria"-noun-ca "prehistory"-noun-en
"prehistory"-noun-en "prehistòria"-noun-ca
"preposició"-noun-ca "preposition"-noun-en
"preposition"-noun-en "preposició"-noun-ca
"prestige"-noun-en "prestigi"-noun-ca
"prestigi"-noun-ca "prestige"-noun-en
"primate"-noun-en "primat"-noun-ca
"primat"-noun-ca "primate"-noun-en
"projection"-noun-en "projecció"-noun-ca
"projecció"-noun-ca "projection"-noun-en
"pronom"-noun-ca "pronoun"-noun-en
"pronoun"-noun-en "pronom"-noun-ca
"profeta"-noun-ca "prophet"-noun-en
"prophet"-noun-en "profeta"-noun-ca
"prose"-noun-en "prosa"-noun-ca
"prosa"-noun-ca "prose"-noun-en
"protein"-noun-en "proteïna"-noun-ca
"proteïna"-noun-ca "protein"-noun-en
"prototip"-noun-ca "prototype"-noun-en
"prototype"-noun-en "prototip"-noun-ca
"province"-noun-en "província"-noun-ca
"província"-noun-ca "province"-noun-en
"quartet"-noun-ca "quartet"-noun-en
"quartet"-noun-en "quartet"-noun-ca
"radar"-noun-ca "radar"-noun-en
"radar"-noun-en "radar"-noun-ca
"radioactivity"-noun-en "radioactivitat"-noun-ca
"radioactivitat"-noun-ca "radioactivity"-noun-en
"rata"-noun-ca "rat"-noun-en
"rat"-noun-en "rata"-noun-ca
"reactor"-noun-en "reactor"-noun-ca
"reactor"-noun-ca "reactor"-noun-en
"realisme"-noun-ca "realism"-noun-en
"realism"-noun-en "realisme"-noun-ca
"reconstruction"-noun-en "reconstrucció"-noun-ca
"reconstrucció"-noun-ca "reconstruction"-noun-en
"refinery"-noun-en "refineria"-noun-ca
"refineria"-noun-ca "refinery"-noun-en
"reformer"-noun-en "reformista"-noun-ca
"reformista"-noun-ca "reformer"-noun-en
"regeneració"-noun-ca "regeneration"-noun-en
"regeneration"-noun-en "regeneració"-noun-ca
"reintegration"-noun-en "reintegració"-noun-ca
"reintegració"-noun-ca "reintegration"-noun-en
"relativity"-noun-en "relativitat"-noun-ca
"relativitat"-noun-ca "relativity"-noun-en
"rèptil"-noun-ca "reptile"-noun-en
"reptile"-noun-en "rèptil"-noun-ca
"reedició"-noun-ca "republising"-noun-en
"republising"-noun-en "reedició"-noun-ca
"ressonància"-noun-ca "resonance"-noun-en
"resonance"-noun-en "ressonància"-noun-ca
"restaurant"-noun-en "restaurant"-noun-ca
"restaurant"-noun-ca "restaurant"-noun-en
"retina"-noun-en "retina"-noun-ca
"retina"-noun-ca "retina"-noun-en
"retoc"-noun-ca "retouching"-noun-en
"retouching"-noun-en "retoc"-noun-ca
"retòrica"-noun-ca "rhetoric"-noun-en
"rhetoric"-noun-en "retòrica"-noun-ca
"rigidity"-noun-en "rigidesa"-noun-ca
"rigidesa"-noun-ca "rigidity"-noun-en
"ritual"-noun-ca "ritual"-noun-en
"ritual"-noun-en "ritual"-noun-ca
"rite"-noun-en "ritu"-noun-ca
"ritu"-noun-ca "rite"-noun-en
"rival"-noun-en "rival"-noun-ca
"rival"-noun-ca "rival"-noun-en
"robot"-noun-ca "robot"-noun-en
"robot"-noun-en "robot"-noun-ca
"coet"-noun-ca "rocket"-noun-en
"rocket"-noun-en "coet"-noun-ca
"romanticism"-noun-en "romanticisme"-noun-ca
"romanticisme"-noun-ca "romanticism"-noun-en
"rosari"-noun-ca "rosary"-noun-en
"rosary"-noun-en "rosari"-noun-ca
"roulette"-noun-en "ruleta"-noun-ca
"ruleta"-noun-ca "roulette"-noun-en
"sacrament"-noun-en "sagrament"-noun-ca
"sagrament"-noun-ca "sacrament"-noun-en
"saliva"-noun-en "saliva"-noun-ca
"saliva"-noun-ca "saliva"-noun-en
"sarcasm"-noun-en "sarcasme"-noun-ca
"sarcasme"-noun-ca "sarcasm"-noun-en
"sardina"-noun-ca "sardine"-noun-en
"sardine"-noun-en "sardina"-noun-ca
"setí"-noun-ca "satin"-noun-en
"satin"-noun-en "setí"-noun-ca
"salsa"-noun-ca "sauce"-noun-en
"sauce"-noun-en "salsa"-noun-ca
"escultor"-noun-ca "sculptor"-noun-en
"sculptor"-noun-en "escultor"-noun-ca
"sculpture"-noun-en "escultura"-noun-ca
"escultura"-noun-ca "sculpture"-noun-en
"mareig"-noun-ca "seasickness"-noun-en
"seasickness"-noun-en "mareig"-noun-ca
"senate"-noun-en "senat"-noun-ca
"senat"-noun-ca "senate"-noun-en
"senador"-noun-ca "senator"-noun-en
"senator"-noun-en "senador"-noun-ca
"sergent"-noun-ca "sergeant"-noun-en
"sergeant"-noun-en "sergent"-noun-ca
"sèrum"-noun-ca "serum"-noun-en
"serum"-noun-en "sèrum"-noun-ca
"shark"-noun-en "tauró"-noun-ca
"tauró"-noun-ca "shark"-noun-en
"naufragi"-noun-ca "shipwreck"-noun-en
"shipwreck"-noun-en "naufragi"-noun-ca
"silueta"-noun-ca "silhouette"-noun-en
"silhouette"-noun-en "silueta"-noun-ca
"silicon"-noun-en "silici"-noun-ca
"silici"-noun-ca "silicon"-noun-en
"skier"-noun-en "esquiador"-noun-ca
"esquiador"-noun-ca "skier"-noun-en
"gratacel"-noun-ca "skyscraper"-noun-en
"skyscraper"-noun-en "gratacel"-noun-ca
"sleeplessness"-noun-en "insomni"-noun-ca
"insomni"-noun-ca "sleeplessness"-noun-en
"sociòleg"-noun-ca "sociologist"-noun-en
"sociologist"-noun-en "sociòleg"-noun-ca
"mitjó"-noun-ca "sock"-noun-en
"sock"-noun-en "mitjó"-noun-ca
"solidarity"-noun-en "solidaritat"-noun-ca
"solidaritat"-noun-ca "solidarity"-noun-en
"solista"-noun-ca "soloist"-noun-en
"soloist"-noun-en "solista"-noun-ca
"sopa"-noun-ca "soup"-noun-en
"soup"-noun-en "sopa"-noun-ca
"sobirania"-noun-ca "sovereignty"-noun-en
"sovereignty"-noun-en "sobirania"-noun-ca
"esport"-noun-ca "sport"-noun-en
"sport"-noun-en "esport"-noun-ca
"sportsman"-noun-en "esportista"-noun-ca
"esportista"-noun-ca "sportsman"-noun-en
"trampolí"-noun-ca "springboard"-noun-en
"springboard"-noun-en "trampolí"-noun-ca
"sípia"-noun-ca "sepia"-noun-en
