"el teu"-determiner-ca "thy"-determiner-en
"Blizzard Entertainment"-properNoun-en "Blizzard Entertainment"-properNoun-ca
"Blizzard Entertainment"-properNoun-ca "Blizzard Entertainment"-properNoun-en
"Bluetooth"-properNoun-en "Bluetooth"-properNoun-ca
"Bluetooth"-properNoun-ca "Bluetooth"-properNoun-en
"Bombardier"-properNoun-en "Bombardier"-noun-ca
"Bombardier"-properNoun-en "Bombardier"-properNoun-ca
"Bombardier"-noun-ca "Bombardier"-properNoun-en
"Bombardier"-properNoun-ca "Bombardier"-properNoun-en
"Bosch"-properNoun-en "Bosch"-noun-ca
"Bosch"-properNoun-en "Bosch"-properNoun-ca
"Bosch"-noun-ca "Bosch"-properNoun-en
"Bosch"-properNoun-ca "Bosch"-properNoun-en
"Cartier"-properNoun-en "Cartier"-noun-ca
"Cartier"-properNoun-en "Cartier"-properNoun-ca
"Cartier"-noun-ca "Cartier"-properNoun-en
"Cartier"-properNoun-ca "Cartier"-properNoun-en
"Carver"-properNoun-en "Carver"-noun-ca
"Carver"-properNoun-en "Carver"-properNoun-ca
"Carver"-noun-ca "Carver"-properNoun-en
"Carver"-properNoun-ca "Carver"-properNoun-en
"Cisco"-properNoun-en "Cisco"-noun-ca
"Cisco"-properNoun-en "Cisco"-properNoun-ca
"Cisco"-noun-ca "Cisco"-properNoun-en
"Cisco"-properNoun-ca "Cisco"-properNoun-en
"Coca-Cola"-properNoun-en "Coca-Cola"-properNoun-ca
"Coca-Cola"-properNoun-ca "Coca-Cola"-properNoun-en
"Cochrane"-properNoun-en "Cochrane"-noun-ca
"Cochrane"-properNoun-en "Cochrane"-properNoun-ca
"Cochrane"-noun-ca "Cochrane"-properNoun-en
"Cochrane"-properNoun-ca "Cochrane"-properNoun-en
"Debian Etch"-properNoun-en "Debian Etch"-properNoun-ca
"Debian Etch"-properNoun-ca "Debian Etch"-properNoun-en
"Debian Hamm"-properNoun-en "Debian Hamm"-properNoun-ca
"Debian Hamm"-properNoun-ca "Debian Hamm"-properNoun-en
"Debian Jessie"-properNoun-en "Debian Jessie"-properNoun-ca
"Debian Jessie"-properNoun-ca "Debian Jessie"-properNoun-en
"Debian Lenny"-properNoun-en "Debian Lenny"-properNoun-ca
"Debian Lenny"-properNoun-ca "Debian Lenny"-properNoun-en
"Debian Potato"-properNoun-en "Debian Potato"-properNoun-ca
"Debian Potato"-properNoun-ca "Debian Potato"-properNoun-en
"Debian Sarge"-properNoun-en "Debian Sarge"-properNoun-ca
"Debian Sarge"-properNoun-ca "Debian Sarge"-properNoun-en
"Debian Slink"-properNoun-en "Debian Slink"-properNoun-ca
"Debian Slink"-properNoun-ca "Debian Slink"-properNoun-en
"Debian Squeeze"-properNoun-en "Debian Squeeze"-properNoun-ca
"Debian Squeeze"-properNoun-ca "Debian Squeeze"-properNoun-en
"Debian Stretch"-properNoun-en "Debian Stretch"-properNoun-ca
"Debian Stretch"-properNoun-ca "Debian Stretch"-properNoun-en
"Debian Wheezy"-properNoun-en "Debian Wheezy"-properNoun-ca
"Debian Wheezy"-properNoun-ca "Debian Wheezy"-properNoun-en
"Debian Woody"-properNoun-en "Debian Woody"-properNoun-ca
"Debian Woody"-properNoun-ca "Debian Woody"-properNoun-en
"Debian"-properNoun-en "Debian"-properNoun-ca
"Debian"-properNoun-ca "Debian"-properNoun-en
"Denny's"-properNoun-en "Denny's"-properNoun-ca
"Denny's"-properNoun-ca "Denny's"-properNoun-en
"Depeche Mode"-properNoun-en "Depeche Mode"-properNoun-ca
"Depeche Mode"-properNoun-ca "Depeche Mode"-properNoun-en
"Deutsche Bank"-properNoun-en "Deutsche Bank"-properNoun-ca
"Deutsche Bank"-properNoun-ca "Deutsche Bank"-properNoun-en
"DirectX"-properNoun-en "DirectX"-properNoun-ca
"DirectX"-properNoun-ca "DirectX"-properNoun-en
"Doctor Who"-properNoun-en "Doctor Who"-properNoun-ca
"Doctor Who"-properNoun-ca "Doctor Who"-properNoun-en
"Dodge"-properNoun-en "Dodge"-noun-ca
"Dodge"-properNoun-en "Dodge"-properNoun-ca
"Dodge"-noun-ca "Dodge"-properNoun-en
"Dodge"-properNoun-ca "Dodge"-properNoun-en
"Dreamcast"-properNoun-en "Dreamcast"-properNoun-ca
"Dreamcast"-properNoun-ca "Dreamcast"-properNoun-en
"EA"-properNoun-en "EA"-properNoun-ca
"EA"-properNoun-ca "EA"-properNoun-en
"ECB"-properNoun-en "BCE"-properNoun-ca
"BCE"-properNoun-ca "ECB"-properNoun-en
"Electronic Arts"-properNoun-en "Electronic Arts"-properNoun-ca
"Electronic Arts"-properNoun-ca "Electronic Arts"-properNoun-en
"Enix"-properNoun-en "Enix"-properNoun-ca
"Enix"-properNoun-ca "Enix"-properNoun-en
"Falles"-properNoun-en "Falles"-properNoun-ca
"Falles"-properNoun-ca "Falles"-properNoun-en
"Famicom"-properNoun-en "Famicom"-properNoun-ca
"Famicom"-properNoun-ca "Famicom"-properNoun-en
"Fleetwood Mac"-properNoun-en "Fleetwood Mac"-properNoun-ca
"Fleetwood Mac"-properNoun-ca "Fleetwood Mac"-properNoun-en
"Franz Ferdinand"-properNoun-en "Franz Ferdinand"-properNoun-ca
"Franz Ferdinand"-properNoun-ca "Franz Ferdinand"-properNoun-en
"GameBoy Advance"-properNoun-en "GameBoy Advance"-properNoun-ca
"GameBoy Advance"-properNoun-ca "GameBoy Advance"-properNoun-en
"GameBoy Advance SP"-properNoun-en "GameBoy Advance SP"-properNoun-ca
"GameBoy Advance SP"-properNoun-ca "GameBoy Advance SP"-properNoun-en
"GameBoy Color"-properNoun-en "GameBoy Color"-properNoun-ca
"GameBoy Color"-properNoun-ca "GameBoy Color"-properNoun-en
"GameBoy Micro"-properNoun-en "GameBoy Micro"-properNoun-ca
"GameBoy Micro"-properNoun-ca "GameBoy Micro"-properNoun-en
"GameBoy Pocket"-properNoun-en "GameBoy Pocket"-properNoun-ca
"GameBoy Pocket"-properNoun-ca "GameBoy Pocket"-properNoun-en
"GameBoy"-properNoun-en "GameBoy"-properNoun-ca
"GameBoy"-properNoun-ca "GameBoy"-properNoun-en
"GameCube"-properNoun-en "GameCube"-properNoun-ca
"GameCube"-properNoun-ca "GameCube"-properNoun-en
"GIMP"-properNoun-en "GIMP"-properNoun-ca
"GIMP"-properNoun-ca "GIMP"-properNoun-en
"GNOME"-properNoun-en "GNOME"-properNoun-ca
"GNOME"-properNoun-ca "GNOME"-properNoun-en
"GNU"-properNoun-en "GNU"-properNoun-ca
"GNU"-properNoun-ca "GNU"-properNoun-en
"Google"-properNoun-en "Google"-properNoun-ca
"Google"-properNoun-ca "Google"-properNoun-en
"Hasbro"-properNoun-en "Hasbro"-properNoun-ca
"Hasbro"-properNoun-ca "Hasbro"-properNoun-en
"Haskell"-properNoun-en "Haskell"-properNoun-ca
"Haskell"-properNoun-ca "Haskell"-properNoun-en
"Hewlett-Packard"-properNoun-en "Hewlett-Packard"-properNoun-ca
"Hewlett-Packard"-properNoun-ca "Hewlett-Packard"-properNoun-en
"Hezbollah"-properNoun-en "Hezbollah"-properNoun-ca
"Hezbollah"-properNoun-ca "Hezbollah"-properNoun-en
"Hitachi"-properNoun-en "Hitachi"-properNoun-ca
"Hitachi"-properNoun-ca "Hitachi"-properNoun-en
"Honda"-properNoun-en "Honda"-noun-ca
"Honda"-properNoun-en "Honda"-properNoun-ca
"Honda"-noun-ca "Honda"-properNoun-en
"Honda"-properNoun-ca "Honda"-properNoun-en
"Iberia"-properNoun-en "Iberia"-properNoun-ca
"Iberia"-properNoun-ca "Iberia"-properNoun-en
"Infocom"-properNoun-en "Infocom"-properNoun-ca
"Infocom"-properNoun-ca "Infocom"-properNoun-en
"Instagram"-properNoun-en "Instagram"-properNoun-ca
"Instagram"-properNoun-ca "Instagram"-properNoun-en
"Intel"-properNoun-en "Intel"-properNoun-ca
"Intel"-properNoun-ca "Intel"-properNoun-en
"Interpol"-properNoun-en "Interpol"-properNoun-ca
"Interpol"-properNoun-ca "Interpol"-properNoun-en
"iOS"-properNoun-en "iOS"-properNoun-ca
"iOS"-properNoun-ca "iOS"-properNoun-en
"Java"-properNoun-en "Java"-properNoun-ca
"Java"-properNoun-ca "Java"-properNoun-en
"Kentucky Fried Chicken"-properNoun-en "Kentucky Fried Chicken"-properNoun-ca
"Kentucky Fried Chicken"-properNoun-ca "Kentucky Fried Chicken"-properNoun-en
"KFC"-properNoun-en "KFC"-properNoun-ca
"KFC"-properNoun-ca "KFC"-properNoun-en
"Kingdom Hearts"-properNoun-en "Kingdom Hearts"-properNoun-ca
"Kingdom Hearts"-properNoun-ca "Kingdom Hearts"-properNoun-en
"Lamborghini"-properNoun-en "Lamborghini"-properNoun-ca
"Lamborghini"-properNoun-ca "Lamborghini"-properNoun-en
"Land Rover"-properNoun-en "Land Rover"-properNoun-ca
"Land Rover"-properNoun-ca "Land Rover"-properNoun-en
"LaTeX"-properNoun-en "LaTeX"-properNoun-ca
"LaTeX"-properNoun-ca "LaTeX"-properNoun-en
"LEGO"-properNoun-en "LEGO"-properNoun-ca
"LEGO"-properNoun-ca "LEGO"-properNoun-en
"LimeWire"-properNoun-en "LimeWire"-properNoun-ca
"LimeWire"-properNoun-ca "LimeWire"-properNoun-en
"Lufthansa"-properNoun-en "Lufthansa"-properNoun-ca
"Lufthansa"-properNoun-ca "Lufthansa"-properNoun-en
"Macintosh"-properNoun-en "Macintosh"-noun-ca
"Macintosh"-properNoun-en "Macintosh"-properNoun-ca
"Macintosh"-noun-ca "Macintosh"-properNoun-en
"Macintosh"-properNoun-ca "Macintosh"-properNoun-en
"Mattel"-properNoun-en "Mattel"-properNoun-ca
"Mattel"-properNoun-ca "Mattel"-properNoun-en
"Mazda"-properNoun-en "Mazda"-properNoun-ca
"Mazda"-properNoun-ca "Mazda"-properNoun-en
"Mercedes-Benz"-properNoun-en "Mercedes-Benz"-properNoun-ca
"Mercedes-Benz"-properNoun-ca "Mercedes-Benz"-properNoun-en
"Metro-Goldwyn-Mayer"-properNoun-en "Metro-Goldwyn-Mayer"-properNoun-ca
"Metro-Goldwyn-Mayer"-properNoun-ca "Metro-Goldwyn-Mayer"-properNoun-en
"Microsoft Access"-properNoun-en "Microsoft Access"-properNoun-ca
"Microsoft Access"-properNoun-ca "Microsoft Access"-properNoun-en
"Microsoft Excel"-properNoun-en "Microsoft Excel"-properNoun-ca
"Microsoft Excel"-properNoun-ca "Microsoft Excel"-properNoun-en
"Microsoft Office"-properNoun-en "Microsoft Office"-properNoun-ca
"Microsoft Office"-properNoun-ca "Microsoft Office"-properNoun-en
"Microsoft OneNote"-properNoun-en "Microsoft OneNote"-properNoun-ca
"Microsoft OneNote"-properNoun-ca "Microsoft OneNote"-properNoun-en
"Microsoft PowerPoint"-properNoun-en "Microsoft PowerPoint"-properNoun-ca
"Microsoft PowerPoint"-properNoun-ca "Microsoft PowerPoint"-properNoun-en
"Microsoft Windows"-properNoun-en "Microsoft Windows"-properNoun-ca
"Microsoft Windows"-properNoun-ca "Microsoft Windows"-properNoun-en
"Microsoft Word"-properNoun-en "Microsoft Word"-properNoun-ca
"Microsoft Word"-properNoun-ca "Microsoft Word"-properNoun-en
"Mitsubishi"-properNoun-en "Mitsubishi"-properNoun-ca
"Mitsubishi"-properNoun-ca "Mitsubishi"-properNoun-en
"Moritz"-properNoun-en "Moritz"-properNoun-ca
"Moritz"-properNoun-ca "Moritz"-properNoun-en
"Motörhead"-properNoun-en "Motörhead"-properNoun-ca
"Motörhead"-properNoun-ca "Motörhead"-properNoun-en
"Motorola"-properNoun-en "Motorola"-properNoun-ca
"Motorola"-properNoun-ca "Motorola"-properNoun-en
"Mozilla Firefox"-properNoun-en "Mozilla Firefox"-properNoun-ca
"Mozilla Firefox"-properNoun-ca "Mozilla Firefox"-properNoun-en
"Napster"-properNoun-en "Napster"-properNoun-ca
"Napster"-properNoun-ca "Napster"-properNoun-en
"Netflix"-properNoun-en "Netflix"-properNoun-ca
"Netflix"-properNoun-ca "Netflix"-properNoun-en
"New Nintendo 2DS"-properNoun-en "New Nintendo 2DS"-properNoun-ca
"New Nintendo 2DS"-properNoun-ca "New Nintendo 2DS"-properNoun-en
"New Nintendo 3DS XL"-properNoun-en "New Nintendo 3DS XL"-properNoun-ca
"New Nintendo 3DS XL"-properNoun-ca "New Nintendo 3DS XL"-properNoun-en
"New Nintendo 3DS"-properNoun-en "New Nintendo 3DS"-properNoun-ca
"New Nintendo 3DS"-properNoun-ca "New Nintendo 3DS"-properNoun-en
"NeXTSTEP"-properNoun-en "NeXTSTEP"-properNoun-ca
"NeXTSTEP"-properNoun-ca "NeXTSTEP"-properNoun-en
"Nickelodeon"-properNoun-en "Nickelodeon"-properNoun-ca
"Nickelodeon"-properNoun-ca "Nickelodeon"-properNoun-en
"Nintendo 2DS"-properNoun-en "Nintendo 2DS"-properNoun-ca
"Nintendo 2DS"-properNoun-ca "Nintendo 2DS"-properNoun-en
"Nintendo 3DS XL"-properNoun-en "Nintendo 3DS XL"-properNoun-ca
"Nintendo 3DS XL"-properNoun-ca "Nintendo 3DS XL"-properNoun-en
"Nintendo 3DS"-properNoun-en "Nintendo 3DS"-properNoun-ca
"Nintendo 3DS"-properNoun-ca "Nintendo 3DS"-properNoun-en
"Nintendo 64"-properNoun-en "Nintendo 64"-properNoun-ca
"Nintendo 64"-properNoun-ca "Nintendo 64"-properNoun-en
"Nintendo DS Lite"-properNoun-en "Nintendo DS Lite"-properNoun-ca
"Nintendo DS Lite"-properNoun-ca "Nintendo DS Lite"-properNoun-en
"Nintendo DSi XL"-properNoun-en "Nintendo DSi XL"-properNoun-ca
"Nintendo DSi XL"-properNoun-ca "Nintendo DSi XL"-properNoun-en
"Nintendo DSi"-properNoun-en "Nintendo DSi"-properNoun-ca
"Nintendo DSi"-properNoun-ca "Nintendo DSi"-properNoun-en
"Nintendo DS"-properNoun-en "Nintendo DS"-properNoun-ca
"Nintendo DS"-properNoun-ca "Nintendo DS"-properNoun-en
"Nintendo Entertainment System"-properNoun-en "Nintendo Entertainment System"-properNoun-ca
"Nintendo Entertainment System"-properNoun-ca "Nintendo Entertainment System"-properNoun-en
"Nintendo Switch"-properNoun-en "Nintendo Switch"-properNoun-ca
"Nintendo Switch"-properNoun-ca "Nintendo Switch"-properNoun-en
"Nissan"-properNoun-en "Nissan"-properNoun-ca
"Nissan"-properNoun-ca "Nissan"-properNoun-en
"Norton"-properNoun-en "Norton"-noun-ca
"Norton"-properNoun-en "Norton"-properNoun-ca
"Norton"-noun-ca "Norton"-properNoun-en
"Norton"-properNoun-ca "Norton"-properNoun-en
"Nvidia"-properNoun-en "Nvidia"-properNoun-ca
"Nvidia"-properNoun-ca "Nvidia"-properNoun-en
"Opel"-properNoun-en "Opel"-properNoun-ca
"Opel"-properNoun-ca "Opel"-properNoun-en
"Opus Dei"-properNoun-en "Opus Dei"-properNoun-ca
"Opus Dei"-properNoun-ca "Opus Dei"-properNoun-en
"Otis"-properNoun-en "Otis"-noun-ca
"Otis"-properNoun-en "Otis"-properNoun-ca
"Otis"-noun-ca "Otis"-properNoun-en
"Otis"-properNoun-ca "Otis"-properNoun-en
"Pegasus Airlines"-properNoun-en "Pegasus Airlines"-properNoun-ca
"Pegasus Airlines"-properNoun-ca "Pegasus Airlines"-properNoun-en
"Pepsi"-properNoun-en "Pepsi"-properNoun-ca
"Pepsi"-properNoun-ca "Pepsi"-properNoun-en
"Peugeot"-properNoun-en "Peugeot"-properNoun-ca
"Peugeot"-properNoun-ca "Peugeot"-properNoun-en
"Photoshop"-properNoun-en "Photoshop"-properNoun-ca
"Photoshop"-properNoun-ca "Photoshop"-properNoun-en
"Pink Floyd"-properNoun-en "Pink Floyd"-properNoun-ca
"Pink Floyd"-properNoun-ca "Pink Floyd"-properNoun-en
"PlayStation 2"-properNoun-en "PlayStation 2"-properNoun-ca
"PlayStation 2"-properNoun-ca "PlayStation 2"-properNoun-en
"PlayStation 3"-properNoun-en "PlayStation 3"-properNoun-ca
"PlayStation 3"-properNoun-ca "PlayStation 3"-properNoun-en
"PlayStation 4"-properNoun-en "PlayStation 4"-properNoun-ca
"PlayStation 4"-properNoun-ca "PlayStation 4"-properNoun-en
"PlayStation Portable"-properNoun-en "PlayStation Portable"-properNoun-ca
"PlayStation Portable"-properNoun-ca "PlayStation Portable"-properNoun-en
"PlayStation Vita"-properNoun-en "PlayStation Vita"-properNoun-ca
"PlayStation Vita"-properNoun-ca "PlayStation Vita"-properNoun-en
"PlayStation"-properNoun-en "PlayStation"-properNoun-ca
"PlayStation"-properNoun-ca "PlayStation"-properNoun-en
"Pokémon"-properNoun-en "Pokémon"-properNoun-ca
"Pokémon"-properNoun-ca "Pokémon"-properNoun-en
"PowerPC"-properNoun-en "PowerPC"-properNoun-ca
"PowerPC"-properNoun-ca "PowerPC"-properNoun-en
"QuickTime"-properNoun-en "QuickTime"-properNoun-ca
"QuickTime"-properNoun-ca "QuickTime"-properNoun-en
"Rammstein"-properNoun-en "Rammstein"-properNoun-ca
"Rammstein"-properNoun-ca "Rammstein"-properNoun-en
"Renault"-properNoun-en "Renault"-properNoun-ca
"Renault"-properNoun-ca "Renault"-properNoun-en
"Scrabble"-properNoun-en "Scrabble"-properNoun-ca
"Scrabble"-properNoun-ca "Scrabble"-properNoun-en
"SEGA Dreamcast"-properNoun-en "SEGA Dreamcast"-properNoun-ca
"SEGA Dreamcast"-properNoun-ca "SEGA Dreamcast"-properNoun-en
"SEGA"-properNoun-en "SEGA"-properNoun-ca
"SEGA"-properNoun-ca "SEGA"-properNoun-en
"Segway"-properNoun-en "Segway"-properNoun-ca
"Segway"-properNoun-ca "Segway"-properNoun-en
"Sex Pistols"-properNoun-en "Sex Pistols"-properNoun-ca
"Sex Pistols"-properNoun-ca "Sex Pistols"-properNoun-en
"SimCity"-properNoun-en "SimCity"-properNoun-ca
"SimCity"-properNoun-ca "SimCity"-properNoun-en
"Sinn Féin"-properNoun-en "Sinn Féin"-properNoun-ca
"Sinn Féin"-properNoun-ca "Sinn Féin"-properNoun-en
"Slackware"-properNoun-en "Slackware"-properNoun-ca
"Slackware"-properNoun-ca "Slackware"-properNoun-en
"Solaris"-properNoun-en "Solaris"-properNoun-ca
"Solaris"-properNoun-ca "Solaris"-properNoun-en
"Sony"-properNoun-en "Sony"-properNoun-ca
"Sony"-properNoun-ca "Sony"-properNoun-en
"Stella Artois"-properNoun-en "Stella Artois"-properNoun-ca
"Stella Artois"-properNoun-ca "Stella Artois"-properNoun-en
"Super Nintendo Entertainment System"-properNoun-en "Super Nintendo Entertainment System"-properNoun-ca
"Super Nintendo Entertainment System"-properNoun-ca "Super Nintendo Entertainment System"-properNoun-en
"Suzuki"-properNoun-en "Suzuki"-noun-ca
"Suzuki"-properNoun-en "Suzuki"-properNoun-ca
"Suzuki"-noun-ca "Suzuki"-properNoun-en
"Suzuki"-properNoun-ca "Suzuki"-properNoun-en
"Telstra"-properNoun-en "Telstra"-properNoun-ca
"Telstra"-properNoun-ca "Telstra"-properNoun-en
"Tesla"-properNoun-en "Tesla"-properNoun-ca
"Tesla"-properNoun-ca "Tesla"-properNoun-en
"Tetris"-properNoun-en "Tetris"-properNoun-ca
"Tetris"-properNoun-ca "Tetris"-properNoun-en
"TeX"-properNoun-en "TeX"-properNoun-ca
"TeX"-properNoun-ca "TeX"-properNoun-en
"TfL"-properNoun-en "TfL"-properNoun-ca
"TfL"-properNoun-ca "TfL"-properNoun-en
"ThyssenKrupp"-properNoun-en "ThyssenKrupp"-properNoun-ca
"ThyssenKrupp"-properNoun-ca "ThyssenKrupp"-properNoun-en
"TiVo"-properNoun-en "TiVo"-properNoun-ca
"TiVo"-properNoun-ca "TiVo"-properNoun-en
"Toshiba"-properNoun-en "Toshiba"-properNoun-ca
"Toshiba"-properNoun-ca "Toshiba"-properNoun-en
"Toyota"-properNoun-en "Toyota"-properNoun-ca
"Toyota"-properNoun-ca "Toyota"-properNoun-en
"Transport for London"-properNoun-en "Transport for London"-properNoun-ca
"Transport for London"-properNoun-ca "Transport for London"-properNoun-en
"Unicode"-properNoun-en "Unicode"-properNoun-ca
"Unicode"-properNoun-ca "Unicode"-properNoun-en
"Vodafone"-properNoun-en "Vodafone"-properNoun-ca
"Vodafone"-properNoun-ca "Vodafone"-properNoun-en
"Vogue"-properNoun-en "Vogue"-properNoun-ca
"Vogue"-properNoun-ca "Vogue"-properNoun-en
"Volkswagen"-properNoun-en "Volkswagen"-properNoun-ca
"Volkswagen"-properNoun-ca "Volkswagen"-properNoun-en
"Volvo"-properNoun-en "Volvo"-properNoun-ca
"Volvo"-properNoun-ca "Volvo"-properNoun-en
"Wehrmacht"-properNoun-en "Wehrmacht"-properNoun-ca
"Wehrmacht"-properNoun-ca "Wehrmacht"-properNoun-en
"Wii U"-properNoun-en "Wii U"-properNoun-ca
"Wii U"-properNoun-ca "Wii U"-properNoun-en
"Wii"-properNoun-en "Wii"-properNoun-ca
"Wii"-properNoun-ca "Wii"-properNoun-en
"Windows 10"-properNoun-en "Windows 10"-properNoun-ca
"Windows 10"-properNoun-ca "Windows 10"-properNoun-en
"Windows 2000"-properNoun-en "Windows 2000"-properNoun-ca
"Windows 2000"-properNoun-ca "Windows 2000"-properNoun-en
"Windows 7"-properNoun-en "Windows 7"-properNoun-ca
"Windows 7"-properNoun-ca "Windows 7"-properNoun-en
"Windows 8"-properNoun-en "Windows 8"-properNoun-ca
"Windows 8"-properNoun-ca "Windows 8"-properNoun-en
"Windows 95"-properNoun-en "Windows 95"-properNoun-ca
"Windows 95"-properNoun-ca "Windows 95"-properNoun-en
"Windows 98"-properNoun-en "Windows 98"-properNoun-ca
"Windows 98"-properNoun-ca "Windows 98"-properNoun-en
"Windows Embedded"-properNoun-en "Windows Embedded"-properNoun-ca
"Windows Embedded"-properNoun-ca "Windows Embedded"-properNoun-en
"Windows ME"-properNoun-en "Windows ME"-properNoun-ca
"Windows ME"-properNoun-ca "Windows ME"-properNoun-en
"Windows Mobile"-properNoun-en "Windows Mobile"-properNoun-ca
"Windows Mobile"-properNoun-ca "Windows Mobile"-properNoun-en
"Windows NT"-properNoun-en "Windows NT"-properNoun-ca
"Windows NT"-properNoun-ca "Windows NT"-properNoun-en
"Windows Phone"-properNoun-en "Windows Phone"-properNoun-ca
"Windows Phone"-properNoun-ca "Windows Phone"-properNoun-en
"Windows Server"-properNoun-en "Windows Server"-properNoun-ca
"Windows Server"-properNoun-ca "Windows Server"-properNoun-en
"Windows Vista"-properNoun-en "Windows Vista"-properNoun-ca
"Windows Vista"-properNoun-ca "Windows Vista"-properNoun-en
"Windows XP"-properNoun-en "Windows XP"-properNoun-ca
"Windows XP"-properNoun-ca "Windows XP"-properNoun-en
"Wolfenstein"-properNoun-en "Wolfenstein"-properNoun-ca
"Wolfenstein"-properNoun-ca "Wolfenstein"-properNoun-en
"WordPerfect"-properNoun-en "WordPerfect"-properNoun-ca
"WordPerfect"-properNoun-ca "WordPerfect"-properNoun-en
"Wrigley"-properNoun-en "Wrigley"-noun-ca
"Wrigley"-properNoun-en "Wrigley"-properNoun-ca
"Wrigley"-noun-ca "Wrigley"-properNoun-en
"Wrigley"-properNoun-ca "Wrigley"-properNoun-en
"Xbox 360"-properNoun-en "Xbox 360"-properNoun-ca
"Xbox 360"-properNoun-ca "Xbox 360"-properNoun-en
"Xbox One X"-properNoun-en "Xbox One X"-properNoun-ca
"Xbox One X"-properNoun-ca "Xbox One X"-properNoun-en
"Xbox One"-properNoun-en "Xbox One"-properNoun-ca
"Xbox One"-properNoun-ca "Xbox One"-properNoun-en
"Xbox"-properNoun-en "Xbox"-properNoun-ca
"Xbox"-properNoun-ca "Xbox"-properNoun-en
"Xerox"-properNoun-en "Xerox"-properNoun-ca
"Xerox"-properNoun-ca "Xerox"-properNoun-en
"Yahoo"-properNoun-en "Yahoo"-properNoun-ca
"Yahoo"-properNoun-ca "Yahoo"-properNoun-en
"Yamaha"-properNoun-en "Yamaha"-properNoun-ca
"Yamaha"-properNoun-ca "Yamaha"-properNoun-en
"Zork"-properNoun-en "Zork"-properNoun-ca
"Zork"-properNoun-ca "Zork"-properNoun-en
"a little bit too"-adverb-en "una mica massa"-adverb-ca
"una mica massa"-adverb-ca "a little bit too"-adverb-en
"a little while"-adverb-en "poca estona"-adverb-ca
"poca estona"-adverb-ca "a little while"-adverb-en
"poca estona"-adverb-ca "a short while"-adverb-en
"a short while"-adverb-en "poca estona"-adverb-ca
"a long way away"-adverb-en "molt lluny"-adverb-ca
"molt lluny"-adverb-ca "a long way away"-adverb-en
"molt lluny"-adverb-ca "a long way"-adverb-en
"a long way"-adverb-en "molt lluny"-adverb-ca
"a long way off"-adverb-en "molt enfora"-adverb-ca
"molt enfora"-adverb-ca "a long way off"-adverb-en
"molt enfora"-adverb-ca "far afield"-adverb-en
"far afield"-adverb-en "molt enfora"-adverb-ca
"a long while"-adverb-en "molta estona"-adverb-ca
"molta estona"-adverb-ca "a long while"-adverb-en
"above all suspicion"-adverb-en "per damunt de tota sospita"-adverb-ca
"per damunt de tota sospita"-adverb-ca "above all suspicion"-adverb-en
"per damunt de tota sospita"-adverb-ca "above suspicion"-adverb-en
"above suspicion"-adverb-en "per damunt de tota sospita"-adverb-ca
"abreast"-adverb-en "de costat"-adverb-ca
"de costat"-adverb-ca "abreast"-adverb-en
"de costat"-adverb-ca "broadside"-adverb-en
"de costat"-adverb-ca "side by side"-adverb-en
"de costat"-adverb-ca "sidewards"-adverb-en
"de costat"-adverb-ca "sideways on"-adverb-en
"broadside"-adverb-en "de costat"-adverb-ca
"side by side"-adverb-en "de costat"-adverb-ca
"sidewards"-adverb-en "de costat"-adverb-ca
"sideways on"-adverb-en "de costat"-adverb-ca
"abruptament"-adverb-ca "steeply"-adverb-en
"steeply"-adverb-en "abruptament"-adverb-ca
"a short time later"-adverb-en "una estona després"-adverb-ca
"una estona després"-adverb-ca "a short time later"-adverb-en
"en absolut"-adverb-ca "in the least"-adverb-en
"en absolut"-adverb-ca "in the slightest"-adverb-en
"in the least"-adverb-en "en absolut"-adverb-ca
"in the slightest"-adverb-en "en absolut"-adverb-ca
"acceptably"-adverb-en "raonablement"-adverb-ca
"raonablement"-adverb-ca "acceptably"-adverb-en
"amb precisió"-adverb-ca "to the minute"-adverb-en
"to the minute"-adverb-en "amb precisió"-adverb-ca
"intensament"-adverb-ca "intensely"-adverb-en
"intensely"-adverb-en "intensament"-adverb-ca
"profundament"-adverb-ca "soundly"-adverb-en
"soundly"-adverb-en "profundament"-adverb-ca
"categòricament"-adverb-ca "steadfastly"-adverb-en
"steadfastly"-adverb-en "categòricament"-adverb-ca
"added to this"-adverb-en "a més d'això"-adverb-ca
"a més d'això"-adverb-ca "added to this"-adverb-en
"a més d'això"-adverb-ca "on top of that"-adverb-en
"on top of that"-adverb-en "a més d'això"-adverb-ca
"adequadament"-adverb-ca "suitably"-adverb-en
"suitably"-adverb-en "adequadament"-adverb-ca
"certament"-adverb-ca "verily"-adverb-en
"verily"-adverb-en "certament"-adverb-ca
"adroitly"-adverb-en "hàbilment"-adverb-ca
"hàbilment"-adverb-ca "adroitly"-adverb-en
"aerodynamically"-adverb-en "aerodinàmicament"-adverb-ca
"aerodinàmicament"-adverb-ca "aerodynamically"-adverb-en
"after due consideration"-adverb-en "després de considerar-ho"-adverb-ca
"després de considerar-ho"-adverb-ca "after due consideration"-adverb-en
"after that"-adverb-en "després d'allò"-adverb-ca
"després d'allò"-adverb-ca "after that"-adverb-en
"en contra"-adverb-ca "vs"-adverb-en
"vs"-adverb-en "en contra"-adverb-ca
"desgraciadament"-adverb-ca "unhappily"-adverb-en
"unhappily"-adverb-en "desgraciadament"-adverb-ca
"a l'aire lliure"-adverb-ca "in the open"-adverb-en
