"quelque"-determiner-fr "qualque"-determiner-oc
"curieusement"-adverb-fr "curiosament"-adverb-oc
"curiosament"-adverb-oc "curieusement"-adverb-fr
"définitivement"-adverb-fr "definitivament"-adverb-oc
"definitivament"-adverb-oc "définitivement"-adverb-fr
"démocratiquement"-adverb-fr "democraticament"-adverb-oc
"democraticament"-adverb-oc "démocratiquement"-adverb-fr
"économiquement"-adverb-fr "economicament"-adverb-oc
"economicament"-adverb-oc "économiquement"-adverb-fr
"moralement"-adverb-fr "moralament"-adverb-oc
"moralament"-adverb-oc "moralement"-adverb-fr
"tròp"-adverb-oc "trop"-adverb-fr
"trop"-adverb-fr "tròp"-adverb-oc
"excessivement"-adverb-fr "excessivament"-adverb-oc
"excessivament"-adverb-oc "excessivement"-adverb-fr
"parfaitement"-adverb-fr "perfièitament"-adverb-oc
"parfaitement"-adverb-fr "perfièchament"-adverb-oc
"parfaitement"-adverb-fr "perfèctament"-adverb-oc
"perfièitament"-adverb-oc "parfaitement"-adverb-fr
"perfièchament"-adverb-oc "parfaitement"-adverb-fr
"perfèctament"-adverb-oc "parfaitement"-adverb-fr
"formellement"-adverb-fr "formalament"-adverb-oc
"formalament"-adverb-oc "formellement"-adverb-fr
"gratuitament"-adverb-oc "gratuitement"-adverb-fr
"gratuitement"-adverb-fr "gratuitament"-adverb-oc
"historiquement"-adverb-fr "istoricament"-adverb-oc
"istoricament"-adverb-oc "historiquement"-adverb-fr
"localement"-adverb-fr "localament"-adverb-oc
"localament"-adverb-oc "localement"-adverb-fr
"nécessairement"-adverb-fr "necessàriament"-adverb-oc
"necessàriament"-adverb-oc "nécessairement"-adverb-fr
"intérieurement"-adverb-fr "interiorament"-adverb-oc
"interiorament"-adverb-oc "intérieurement"-adverb-fr
"dedans"-adverb-fr "dins"-adverb-oc
"dedans"-adverb-fr "endedins"-adverb-oc
"dedans"-adverb-fr "dedins"-adverb-oc
"dins"-adverb-oc "dedans"-adverb-fr
"endedins"-adverb-oc "dedans"-adverb-fr
"dedins"-adverb-oc "dedans"-adverb-fr
"internationalement"-adverb-fr "internacionalament"-adverb-oc
"internacionalament"-adverb-oc "internationalement"-adverb-fr
"tard"-adverb-oc "tard"-adverb-fr
"tard"-adverb-fr "tard"-adverb-oc
"mens"-adverb-oc "moins"-adverb-fr
"moins"-adverb-fr "mens"-adverb-oc
"linguistiquement"-adverb-fr "lingüisticament"-adverb-oc
"lingüisticament"-adverb-oc "linguistiquement"-adverb-fr
"littéralement"-adverb-fr "literalament"-adverb-oc
"literalament"-adverb-oc "littéralement"-adverb-fr
"pòc"-adverb-oc "peu"-adverb-fr
"peu"-adverb-fr "pòc"-adverb-oc
"peu"-adverb-fr "pauc"-adverb-oc
"pauc"-adverb-oc "peu"-adverb-fr
"officiellement"-adverb-fr "oficialament"-adverb-oc
"oficialament"-adverb-oc "officiellement"-adverb-fr
"paradoxalement"-adverb-fr "paradoxalament"-adverb-oc
"paradoxalament"-adverb-oc "paradoxalement"-adverb-fr
"partiellement"-adverb-fr "parcialament"-adverb-oc
"parcialament"-adverb-oc "partiellement"-adverb-fr
"physiquement"-adverb-fr "fisicament"-adverb-oc
"fisicament"-adverb-oc "physiquement"-adverb-fr
"politiquement"-adverb-fr "politicament"-adverb-oc
"politicament"-adverb-oc "politiquement"-adverb-fr
"proportionnellement"-adverb-fr "proporcionalament"-adverb-oc
"proporcionalament"-adverb-oc "proportionnellement"-adverb-fr
"radicalement"-adverb-fr "radicalament"-adverb-oc
"radicalament"-adverb-oc "radicalement"-adverb-fr
"respectivement"-adverb-fr "respectivament"-adverb-oc
"respectivament"-adverb-oc "respectivement"-adverb-fr
"socialement"-adverb-fr "socialament"-adverb-oc
"socialament"-adverb-oc "socialement"-adverb-fr
"symboliquement"-adverb-fr "simbolicament"-adverb-oc
"simbolicament"-adverb-oc "symboliquement"-adverb-fr
"techniquement"-adverb-fr "tecnicament"-adverb-oc
"tecnicament"-adverb-oc "techniquement"-adverb-fr
"avant-hier"-adverb-fr "ièr delà"-adverb-oc
"ièr delà"-adverb-oc "avant-hier"-adverb-fr
"théoriquement"-adverb-fr "teoricament"-adverb-oc
"teoricament"-adverb-oc "théoriquement"-adverb-fr
"traditionnellement"-adverb-fr "tradicionalament"-adverb-oc
"tradicionalament"-adverb-oc "traditionnellement"-adverb-fr
"grâce à"-preposition-fr "mercés a"-preposition-oc
"mercés a"-preposition-oc "grâce à"-preposition-fr
"dètz-e-ueit"-numeral-oc "dix-huit"-numeral-fr
"dix-huit"-numeral-fr "dètz-e-ueit"-numeral-oc
"dix-huit"-numeral-fr "dètz-e-uèit"-numeral-oc
"dix-huit"-numeral-fr "dètz-e-uèch"-numeral-oc
"dètz-e-uèit"-numeral-oc "dix-huit"-numeral-fr
"dètz-e-uèch"-numeral-oc "dix-huit"-numeral-fr
"dètz-e-nau"-numeral-oc "dix-neuf"-numeral-fr
"dix-neuf"-numeral-fr "dètz-e-nau"-numeral-oc
"dètz-e-sèt"-numeral-oc "dix-sept"-numeral-fr
"dix-sept"-numeral-fr "dètz-e-sèt"-numeral-oc
"estabilizacion"-noun-oc "stabilisation"-noun-fr
"stabilisation"-noun-fr "estabilizacion"-noun-oc
"consolidacion"-noun-oc "consolidation"-noun-fr
"consolidation"-noun-fr "consolidacion"-noun-oc
"coproduccion"-noun-oc "coproduction"-noun-fr
"coproduction"-noun-fr "coproduccion"-noun-oc
"perdon"-noun-oc "pardon"-noun-fr
"pardon"-noun-fr "perdon"-noun-oc
"disponible"-adjective-oc "disponible"-adjective-fr
"disponible"-adjective-fr "disponible"-adjective-oc
"saisonnier"-adjective-fr "sasonièr"-adjective-oc
"sasonièr"-adjective-oc "saisonnier"-adjective-fr
"gastronomic"-adjective-oc "gastronomique"-adjective-fr
"gastronomique"-adjective-fr "gastronomic"-adjective-oc
"Napoleon"-properNoun-oc "Napoléon"-properNoun-fr
"Napoléon"-properNoun-fr "Napoleon"-properNoun-oc
"Pluton"-properNoun-oc "Pluton"-properNoun-fr
"Pluton"-properNoun-fr "Pluton"-properNoun-oc
"Alacant"-properNoun-oc "Alicante"-properNoun-fr
"Alicante"-properNoun-fr "Alacant"-properNoun-oc
"America"-properNoun-oc "Amérique"-properNoun-fr
"Amérique"-properNoun-fr "America"-properNoun-oc
"Arabia"-properNoun-oc "Arabie"-properNoun-fr
"Arabie"-properNoun-fr "Arabia"-properNoun-oc
"Berlin"-properNoun-oc "Berlin"-properNoun-fr
"Berlin"-properNoun-fr "Berlin"-properNoun-oc
"Bòsnia"-properNoun-oc "Bosnie"-properNoun-fr
"Bosnie"-properNoun-fr "Bòsnia"-properNoun-oc
"Galice"-properNoun-fr "Galícia"-properNoun-oc
"Galícia"-properNoun-oc "Galice"-properNoun-fr
"Guadalope"-properNoun-oc "Guadeloupe"-properNoun-fr
"Guadeloupe"-properNoun-fr "Guadalope"-properNoun-oc
"Olanda"-properNoun-oc "Hollande"-properNoun-fr
"Hollande"-properNoun-fr "Olanda"-properNoun-oc
"Cisjordania"-properNoun-oc "Cisjordanie"-properNoun-fr
"Cisjordanie"-properNoun-fr "Cisjordania"-properNoun-oc
"Marseille"-noun-oc "Marseille"-properNoun-fr
"Marseille"-properNoun-fr "Marseille"-noun-oc
"Marseille"-properNoun-fr "Marseille"-properNoun-oc
"Marseille"-properNoun-fr "Marselha"-properNoun-oc
"Marseille"-properNoun-oc "Marseille"-properNoun-fr
"Marselha"-properNoun-oc "Marseille"-properNoun-fr
"Mediterranèa"-properNoun-oc "Méditerranée"-properNoun-fr
"Méditerranée"-properNoun-fr "Mediterranèa"-properNoun-oc
"bodisme"-noun-oc "bouddhisme"-noun-fr
"bouddhisme"-noun-fr "bodisme"-noun-oc
"cristian"-noun-oc "chrétien"-noun-fr
"chrétien"-noun-fr "cristian"-noun-oc
"chrétien"-noun-fr "crestian"-noun-oc
"crestian"-noun-oc "chrétien"-noun-fr
"christianisme"-noun-fr "cristianisme"-noun-oc
"cristianisme"-noun-oc "christianisme"-noun-fr
"antiquitat"-noun-oc "antiquité"-noun-fr
"antiquitat"-noun-oc "ancienneté"-noun-fr
"antiquité"-noun-fr "antiquitat"-noun-oc
"ancienneté"-noun-fr "antiquitat"-noun-oc
"latin"-noun-oc "latin"-noun-fr
"latin"-noun-fr "latin"-noun-oc
"manifestant"-noun-oc "manifestant"-noun-fr
"manifestant"-noun-fr "manifestant"-noun-oc
"anomalie"-noun-fr "anomalia"-noun-oc
"anomalia"-noun-oc "anomalie"-noun-fr
"advèrbi"-noun-oc "adverbe"-noun-fr
"adverbe"-noun-fr "advèrbi"-noun-oc
"agressivitat"-noun-oc "agressivité"-noun-fr
"agressivité"-noun-fr "agressivitat"-noun-oc
"vielhiment"-noun-oc "vieillissement"-noun-fr
"vieillissement"-noun-fr "vielhiment"-noun-oc
"vieillissement"-noun-fr "envielhiment"-noun-oc
"envielhiment"-noun-oc "vieillissement"-noun-fr
"allergia"-noun-oc "allergie"-noun-fr
"allergie"-noun-fr "allergia"-noun-oc
"allusion"-noun-oc "allusion"-noun-fr
"allusion"-noun-fr "allusion"-noun-oc
"autar"-noun-oc "autel"-noun-fr
"autel"-noun-fr "autar"-noun-oc
"ambaishador"-noun-oc "ambassadeur"-noun-fr
"ambassadeur"-noun-fr "ambaishador"-noun-oc
"ambassadeur"-noun-fr "ambaissador"-noun-oc
"ambaissador"-noun-oc "ambassadeur"-noun-fr
"ambigüitat"-noun-oc "ambiguïté"-noun-fr
"ambiguïté"-noun-fr "ambigüitat"-noun-oc
"amnistia"-noun-oc "amnistie"-noun-fr
"amnistie"-noun-fr "amnistia"-noun-oc
"fourmi"-noun-fr "formiga"-noun-oc
"formiga"-noun-oc "fourmi"-noun-fr
"aplaudiment"-noun-oc "applaudissement"-noun-fr
"applaudissement"-noun-fr "aplaudiment"-noun-oc
"arquevesque"-noun-oc "archevêque"-noun-fr
"archevêque"-noun-fr "arquevesque"-noun-oc
"archipel"-noun-fr "archipèl"-noun-oc
"archipèl"-noun-oc "archipel"-noun-fr
"arquitècte"-noun-oc "architecte"-noun-fr
"architecte"-noun-fr "arquitècte"-noun-oc
"arsenal"-noun-oc "arsenal"-noun-fr
"arsenal"-noun-fr "arsenal"-noun-oc
"cendrèr"-noun-oc "cendrier"-noun-fr
"cendrier"-noun-fr "cendrèr"-noun-oc
"cendrier"-noun-fr "cendrièr"-noun-oc
"cendrièr"-noun-oc "cendrier"-noun-fr
"avantgarda"-noun-oc "avant-garde"-noun-fr
"avant-garde"-noun-fr "avantgarda"-noun-oc
"hache"-noun-fr "pigassa"-noun-oc
"hache"-noun-fr "manaira"-noun-oc
"hache"-noun-fr "destrau"-noun-oc
"hache"-noun-fr "destral"-noun-oc
"pigassa"-noun-oc "hache"-noun-fr
"manaira"-noun-oc "hache"-noun-fr
"destrau"-noun-oc "hache"-noun-fr
"destral"-noun-oc "hache"-noun-fr
"bateg"-noun-oc "baptême"-noun-fr
"baptême"-noun-fr "bateg"-noun-oc
"baromètre"-noun-oc "baromètre"-noun-fr
"baromètre"-noun-fr "baromètre"-noun-oc
"basilica"-noun-oc "basilique"-noun-fr
"basilique"-noun-fr "basilica"-noun-oc
"beleta"-noun-oc "bette"-noun-fr
"bette"-noun-fr "beleta"-noun-oc
"croyant"-noun-fr "cresent"-noun-oc
"cresent"-noun-oc "croyant"-noun-fr
"traïson"-noun-oc "trahison"-noun-fr
"trahison"-noun-fr "traïson"-noun-oc
"biografia"-noun-oc "biographie"-noun-fr
"biographie"-noun-fr "biografia"-noun-oc
"biologista"-noun-oc "biologiste"-noun-fr
"biologiste"-noun-fr "biologista"-noun-oc
"hémorragie"-noun-fr "emorràgia"-noun-oc
"hémorragie"-noun-fr "emorragia"-noun-oc
"emorràgia"-noun-oc "hémorragie"-noun-fr
"emorragia"-noun-oc "hémorragie"-noun-fr
"tuerie"-noun-fr "tuada"-noun-oc
"tuada"-noun-oc "tuerie"-noun-fr
"sangarrèra"-noun-oc "sangria"-noun-fr
"sangria"-noun-fr "sangarrèra"-noun-oc
"bourgeoisie"-noun-fr "borgesiá"-noun-oc
"borgesiá"-noun-oc "bourgeoisie"-noun-fr
"bòxa"-noun-oc "boxe"-noun-fr
"boxe"-noun-fr "bòxa"-noun-oc
"frairesa"-noun-oc "fraternité"-noun-fr
"fraternité"-noun-fr "frairesa"-noun-oc
"canon"-noun-fr "canon"-noun-oc
"canon"-noun-oc "canon"-noun-fr
"caravana"-noun-oc "caravane"-noun-fr
"caravane"-noun-fr "caravana"-noun-oc
"cardenal"-noun-oc "cardinal"-noun-fr
"cardinal"-noun-fr "cardenal"-noun-oc
"carpa"-noun-oc "carpe"-noun-fr
"carpe"-noun-fr "carpa"-noun-oc
"menuiserie"-noun-fr "fustariá"-noun-oc
"menuiserie"-noun-fr "husteria"-noun-oc
"fustariá"-noun-oc "menuiserie"-noun-fr
"husteria"-noun-oc "menuiserie"-noun-fr
"carròta"-noun-oc "carotte"-noun-fr
"carotte"-noun-fr "carròta"-noun-oc
"catalanisme"-noun-oc "catalanisme"-noun-fr
"catalanisme"-noun-fr "catalanisme"-noun-oc
"cimetière"-noun-fr "cementèri"-noun-oc
"cementèri"-noun-oc "cimetière"-noun-fr
"centimètre"-noun-oc "centimètre"-noun-fr
"centimètre"-noun-fr "centimètre"-noun-oc
"centralizacion"-noun-oc "centralisation"-noun-fr
"centralisation"-noun-fr "centralizacion"-noun-oc
"châtaignier"-noun-fr "castanhièr"-noun-oc
"castanhièr"-noun-oc "châtaignier"-noun-fr
"enfància"-noun-oc "enfance"-noun-fr
"enfance"-noun-fr "enfància"-noun-oc
"enfance"-noun-fr "mainadesa"-noun-oc
"mainadesa"-noun-oc "enfance"-noun-fr
"coreografia"-noun-oc "chorégraphie"-noun-fr
"chorégraphie"-noun-fr "coreografia"-noun-oc
"cigarro"-noun-oc "cigare"-noun-fr
"cigare"-noun-fr "cigarro"-noun-oc
"argile"-noun-fr "argila"-noun-oc
"argile"-noun-fr "argèla"-noun-oc
"argila"-noun-oc "argile"-noun-fr
"argèla"-noun-oc "argile"-noun-fr
"convivéncia"-noun-oc "cohabitation"-noun-fr
"cohabitation"-noun-fr "convivéncia"-noun-oc
"coronèl"-noun-oc "colonel"-noun-fr
"colonel"-noun-fr "coronèl"-noun-oc
"commercialisation"-noun-fr "comercializacion"-noun-oc
"comercializacion"-noun-oc "commercialisation"-noun-fr
"compatriòta"-noun-oc "compatriote"-noun-fr
"compatriote"-noun-fr "compatriòta"-noun-oc
"complicitat"-noun-oc "complicité"-noun-fr
"complicité"-noun-fr "complicitat"-noun-oc
"confederacion"-noun-oc "confédération"-noun-fr
"confédération"-noun-fr "confederacion"-noun-oc
"conjuncion"-noun-oc "conjonction"-noun-fr
"conjonction"-noun-fr "conjuncion"-noun-oc
"conjonction"-noun-fr "conjoncion"-noun-oc
"conjoncion"-noun-oc "conjonction"-noun-fr
"conquista"-noun-oc "conquête"-noun-fr
"conquête"-noun-fr "conquista"-noun-oc
"contunhitat"-noun-oc "continuité"-noun-fr
"continuité"-noun-fr "contunhitat"-noun-oc
"coordination"-noun-fr "coordinacion"-noun-oc
"coordinacion"-noun-oc "coordination"-noun-fr
"cosin"-noun-oc "cousin"-noun-fr
"cousin"-noun-fr "cosin"-noun-oc
"cajada"-noun-oc "béquille"-noun-fr
"béquille"-noun-fr "cajada"-noun-oc
"rideau"-noun-fr "cortina"-noun-oc
"cortina"-noun-oc "rideau"-noun-fr
"cortina"-noun-oc "courtine"-noun-fr
"courtine"-noun-fr "cortina"-noun-oc
"ciclisme"-noun-oc "cyclisme"-noun-fr
"cyclisme"-noun-fr "ciclisme"-noun-oc
"ciclista"-noun-oc "cycliste"-noun-fr
"cycliste"-noun-fr "ciclista"-noun-oc
"kyste"-noun-fr "quist"-noun-oc
"quist"-noun-oc "kyste"-noun-fr
"papa"-noun-oc "pape"-noun-fr
"pape"-noun-fr "papa"-noun-oc
"descentralizacion"-noun-oc "décentralisation"-noun-fr
"décentralisation"-noun-fr "descentralizacion"-noun-oc
"democrata"-noun-oc "démocrate"-noun-fr
"démocrate"-noun-fr "democrata"-noun-oc
"désespoir"-noun-fr "desespèr"-noun-oc
"desespèr"-noun-oc "désespoir"-noun-fr
"dictator"-noun-oc "dictateur"-noun-fr
"dictateur"-noun-fr "dictator"-noun-oc
"dictadura"-noun-oc "dictature"-noun-fr
"dictature"-noun-fr "dictadura"-noun-oc
"dictature"-noun-fr "dictatura"-noun-oc
"dictatura"-noun-oc "dictature"-noun-fr
"desproporcion"-noun-oc "disproportion"-noun-fr
"disproportion"-noun-fr "desproporcion"-noun-oc
"diversificacion"-noun-oc "diversification"-noun-fr
"diversification"-noun-fr "diversificacion"-noun-oc
"diuersitat"-noun-oc "diversité"-noun-fr
"diversité"-noun-fr "diuersitat"-noun-oc
"diversité"-noun-fr "diversitat"-noun-oc
"diversitat"-noun-oc "diversité"-noun-fr
"documentau"-noun-oc "documentaire"-noun-fr
"documentaire"-noun-fr "documentau"-noun-oc
"documentaire"-noun-fr "documentari"-noun-oc
"documentari"-noun-oc "documentaire"-noun-fr
"sécheresse"-noun-fr "secada"-noun-oc
"sécheresse"-noun-fr "sequièra"-noun-oc
"sécheresse"-noun-fr "sequièira"-noun-oc
"secada"-noun-oc "sécheresse"-noun-fr
"sequièra"-noun-oc "sécheresse"-noun-fr
"sequièira"-noun-oc "sécheresse"-noun-fr
"agla"-noun-oc "aigle"-noun-fr
"aigle"-noun-fr "agla"-noun-oc
"tympan"-noun-fr "timpan"-noun-oc
"timpan"-noun-oc "tympan"-noun-fr
"economista"-noun-oc "économiste"-noun-fr
"économiste"-noun-fr "economista"-noun-oc
"ecosistèma"-noun-oc "écosystème"-noun-fr
"écosystème"-noun-fr "ecosistèma"-noun-oc
"remous"-noun-fr "remolin"-noun-oc
"remolin"-noun-oc "remous"-noun-fr
"remolin"-noun-oc "tourbillon"-noun-fr
"tourbillon"-noun-fr "remolin"-noun-oc
"electorat"-noun-oc "électorat"-noun-fr
"électorat"-noun-fr "electorat"-noun-oc
"electron"-noun-oc "électron"-noun-fr
"électron"-noun-fr "electron"-noun-oc
"elegància"-noun-oc "élégance"-noun-fr
"élégance"-noun-fr "elegància"-noun-oc
"ambassade"-noun-fr "ambaissada"-noun-oc
"ambaissada"-noun-oc "ambassade"-noun-fr
"embraçada"-noun-oc "embrassade"-noun-fr
"embrassade"-noun-fr "embraçada"-noun-oc
"embrassade"-noun-fr "braçada"-noun-oc
"embrassade"-noun-fr "abraçada"-noun-oc
"braçada"-noun-oc "embrassade"-noun-fr
"abraçada"-noun-oc "embrassade"-noun-fr
"euforia"-noun-oc "euphorie"-noun-fr
"euphorie"-noun-fr "euforia"-noun-oc
"eurò"-noun-oc "euro"-noun-fr
"euro"-noun-fr "eurò"-noun-oc
"euro"-noun-fr "èuro"-noun-oc
"èuro"-noun-oc "euro"-noun-fr
"évacuation"-noun-fr "evacuacion"-noun-oc
"evacuacion"-noun-oc "évacuation"-noun-fr
"evocacion"-noun-oc "évocation"-noun-fr
"évocation"-noun-fr "evocacion"-noun-oc
"exportador"-noun-oc "exportateur"-noun-fr
"exportateur"-noun-fr "exportador"-noun-oc
"extradicion"-noun-oc "extradition"-noun-fr
"extradition"-noun-fr "extradicion"-noun-oc
"sourcil"-noun-fr "ussa"-noun-oc
"ussa"-noun-oc "sourcil"-noun-fr
"fascinacion"-noun-oc "fascination"-noun-fr
"fascination"-noun-fr "fascinacion"-noun-oc
"federalisme"-noun-oc "fédéralisme"-noun-fr
"fédéralisme"-noun-fr "federalisme"-noun-oc
"gripa"-noun-oc "grippe"-noun-fr
"grippe"-noun-fr "gripa"-noun-oc
"fotbolaire"-noun-oc "footballeur"-noun-fr
"footballeur"-noun-fr "fotbolaire"-noun-oc
"quinzea"-noun-oc "quinzaine"-noun-fr
"quinzaine"-noun-fr "quinzea"-noun-oc
"quinzaine"-noun-fr "quinzena"-noun-oc
"quinzena"-noun-oc "quinzaine"-noun-fr
"fossil"-noun-oc "fossile"-noun-fr
"fossile"-noun-fr "fossil"-noun-oc
"fondador"-noun-oc "fondateur"-noun-fr
"fondateur"-noun-fr "fondador"-noun-oc
"fondateur"-noun-fr "fondator"-noun-oc
"fondator"-noun-oc "fondateur"-noun-fr
"fraîcheur"-noun-fr "frescor"-noun-oc
"frescor"-noun-oc "fraîcheur"-noun-fr
"champignon"-noun-fr "misharnon"-noun-oc
"misharnon"-noun-oc "champignon"-noun-fr
"gèn"-noun-oc "gène"-noun-fr
"gène"-noun-fr "gèn"-noun-oc
"generador"-noun-oc "générateur"-noun-fr
"générateur"-noun-fr "generador"-noun-oc
"olocaust"-noun-oc "holocauste"-noun-fr
"holocauste"-noun-fr "olocaust"-noun-oc
"genocidi"-noun-oc "génocide"-noun-fr
"génocide"-noun-fr "genocidi"-noun-oc
"glacier"-noun-fr "glacièr"-noun-oc
"glacièr"-noun-oc "glacier"-noun-fr
"globalizacion"-noun-oc "mondialisation"-noun-fr
"mondialisation"-noun-fr "globalizacion"-noun-oc
"parrain"-noun-fr "pairin"-noun-oc
"pairin"-noun-oc "parrain"-noun-fr
"guitarra"-noun-oc "guitare"-noun-fr
"guitare"-noun-fr "guitarra"-noun-oc
"guitarrista"-noun-oc "guitariste"-noun-fr
"guitariste"-noun-fr "guitarrista"-noun-oc
"jambon"-noun-fr "cambajon"-noun-oc
"cambajon"-noun-oc "jambon"-noun-fr
"handball"-noun-fr "andbòl"-noun-oc
"andbòl"-noun-oc "handball"-noun-fr
"borrèu"-noun-oc "bourreau"-noun-fr
"bourreau"-noun-fr "borrèu"-noun-oc
"lièvre"-noun-fr "lèbre"-noun-oc
"lèbre"-noun-oc "lièvre"-noun-fr
"recompde"-noun-oc "dénombrement"-noun-fr
"dénombrement"-noun-fr "recompde"-noun-oc
"elicoptèr"-noun-oc "hélicoptère"-noun-fr
"hélicoptère"-noun-fr "elicoptèr"-noun-oc
"lunfèrn"-noun-oc "enfer"-noun-fr
"enfer"-noun-fr "lunfèrn"-noun-oc
"enfer"-noun-fr "in·hèrn"-noun-oc
"enfer"-noun-fr "infèrn"-noun-oc
"in·hèrn"-noun-oc "enfer"-noun-fr
"infèrn"-noun-oc "enfer"-noun-fr
"epatiti"-noun-oc "hépatite"-noun-fr
"hépatite"-noun-fr "epatiti"-noun-oc
"pàtria"-noun-oc "patrie"-noun-fr
"patrie"-noun-fr "pàtria"-noun-oc
"patrie"-noun-fr "patria"-noun-oc
"patria"-noun-oc "patrie"-noun-fr
"miel"-noun-fr "mèl"-noun-oc
"mèl"-noun-oc "miel"-noun-fr
"espitalizacion"-noun-oc "hospitalisation"-noun-fr
"hospitalisation"-noun-fr "espitalizacion"-noun-oc
"ostatge"-noun-oc "otage"-noun-fr
"otage"-noun-fr "ostatge"-noun-oc
"umilitat"-noun-oc "humilité"-noun-fr
"humilité"-noun-fr "umilitat"-noun-oc
"centaine"-noun-fr "centenat"-noun-oc
"centaine"-noun-fr "centena"-noun-oc
"centenat"-noun-oc "centaine"-noun-fr
"centena"-noun-oc "centaine"-noun-fr
"ipocrisia"-noun-oc "hypocrisie"-noun-fr
"hypocrisie"-noun-fr "ipocrisia"-noun-oc
"immunitat"-noun-oc "immunité"-noun-fr
"immunité"-noun-fr "immunitat"-noun-oc
"impoténcia"-noun-oc "impuissance"-noun-fr
"impuissance"-noun-fr "impoténcia"-noun-oc
"impunitat"-noun-oc "impunité"-noun-fr
"impunité"-noun-fr "impunitat"-noun-oc
"incineracion"-noun-oc "incinération"-noun-fr
"incinération"-noun-fr "incineracion"-noun-oc
"industrializacion"-noun-oc "industrialisation"-noun-fr
"industrialisation"-noun-fr "industrializacion"-noun-oc
"ingrédient"-noun-fr "ingredient"-noun-oc
"ingredient"-noun-oc "ingrédient"-noun-fr
"innocéncia"-noun-oc "innocence"-noun-fr
"innocence"-noun-fr "innocéncia"-noun-oc
"inquisicion"-noun-oc "inquisition"-noun-fr
"inquisition"-noun-fr "inquisicion"-noun-oc
"insècte"-noun-oc "insecte"-noun-fr
"insecte"-noun-fr "insècte"-noun-oc
"internacionalizacion"-noun-oc "internationalisation"-noun-fr
"internationalisation"-noun-fr "internacionalizacion"-noun-oc
"internauta"-noun-oc "internaute"-noun-fr
"internaute"-noun-fr "internauta"-noun-oc
"entonacion"-noun-oc "intonation"-noun-fr
"intonation"-noun-fr "entonacion"-noun-oc
"intuition"-noun-fr "intuicion"-noun-oc
"intuicion"-noun-oc "intuition"-noun-fr
"investisseur"-noun-fr "investisseire"-noun-oc
"investisseire"-noun-oc "investisseur"-noun-fr
"ironia"-noun-oc "ironie"-noun-fr
"ironie"-noun-fr "ironia"-noun-oc
"irracionalitat"-noun-oc "irrationalité"-noun-fr
"irrationalité"-noun-fr "irracionalitat"-noun-oc
"jurisdiccion"-noun-oc "juridiction"-noun-fr
"juridiction"-noun-fr "jurisdiccion"-noun-oc
"arnelh"-noun-oc "rein"-noun-fr
"rein"-noun-fr "arnelh"-noun-oc
"punet"-noun-oc "bisou"-noun-fr
"bisou"-noun-fr "punet"-noun-oc
"bisou"-noun-fr "poton"-noun-oc
"poton"-noun-oc "bisou"-noun-fr
"poton"-noun-oc "baiser"-noun-fr
"baiser"-noun-fr "poton"-noun-oc
"jolh"-noun-oc "genou"-noun-fr
"genou"-noun-fr "jolh"-noun-oc
"genou"-noun-fr "genolh"-noun-oc
"genolh"-noun-oc "genou"-noun-fr
"laberint"-noun-oc "labyrinthe"-noun-fr
"labyrinthe"-noun-fr "laberint"-noun-oc
"lauseta"-noun-oc "alouette"-noun-fr
"alouette"-noun-fr "lauseta"-noun-oc
"quèrra"-noun-oc "gauche"-noun-fr
"gauche"-noun-fr "quèrra"-noun-oc
"gauche"-noun-fr "esquèrra"-noun-oc
"esquèrra"-noun-oc "gauche"-noun-fr
"legalizacion"-noun-oc "légalisation"-noun-fr
"légalisation"-noun-fr "legalizacion"-noun-oc
"légende"-noun-fr "legenda"-noun-oc
"legenda"-noun-oc "légende"-noun-fr
"legion"-noun-oc "légion"-noun-fr
"légion"-noun-fr "legion"-noun-oc
"lentille"-noun-fr "lentilha"-noun-oc
"lentilha"-noun-oc "lentille"-noun-fr
"libéralisation"-noun-fr "liberalizacion"-noun-oc
"liberalizacion"-noun-oc "libéralisation"-noun-fr
"pòt"-noun-oc "lèvre"-noun-fr
"lèvre"-noun-fr "pòt"-noun-oc
"lèvre"-noun-fr "pòta"-noun-oc
"pòta"-noun-oc "lèvre"-noun-fr
"logistica"-noun-oc "logistique"-noun-fr
"logistique"-noun-fr "logistica"-noun-oc
"luxe"-noun-oc "luxe"-noun-fr
"luxe"-noun-fr "luxe"-noun-oc
"màfia"-noun-oc "mafia"-noun-fr
"mafia"-noun-fr "màfia"-noun-oc
"magia"-noun-oc "magie"-noun-fr
"magie"-noun-fr "magia"-noun-oc
"mammifère"-noun-fr "mamifèr"-noun-oc
"mamifèr"-noun-oc "mammifère"-noun-fr
"marathon"-noun-fr "maraton"-noun-oc
"maraton"-noun-oc "marathon"-noun-fr
"martir"-noun-oc "martyr"-noun-fr
"martyr"-noun-fr "martir"-noun-oc
"matalàs"-noun-oc "matelas"-noun-fr
"matelas"-noun-fr "matalàs"-noun-oc
"milícia"-noun-oc "milice"-noun-fr
"milice"-noun-fr "milícia"-noun-oc
"milionari"-noun-oc "millionnaire"-noun-fr
"millionnaire"-noun-fr "milionari"-noun-oc
"miratge"-noun-oc "mirage"-noun-fr
"mirage"-noun-fr "miratge"-noun-oc
"missil"-noun-oc "missile"-noun-fr
"missile"-noun-fr "missil"-noun-oc
"mobilitat"-noun-oc "mobilité"-noun-fr
"mobilité"-noun-fr "mobilitat"-noun-oc
"mobilisation"-noun-fr "mobilizacion"-noun-oc
