"-"-punctuation-isl "-"-punctuation-eng
"vítaverður"-adjective-isl "reprehensible"-adjective-eng
"vítaverður"-adjective-isl "culpable"-adjective-eng
"víðfeðmur"-adjective-isl "wide"-adjective-eng
"víðfeðmur"-adjective-isl "extensive"-adjective-eng
"víðfrægur"-adjective-isl "celebrated"-adjective-eng
"víðkunnur"-adjective-isl "widely known"-adjective-eng
"víðlendur"-adjective-isl "expansive"-adjective-eng
"víðlesinn"-adjective-isl "widely-read"-adjective-eng
"víðsýnn"-adjective-isl "open-minded"-adjective-eng
"vörpulegur"-adjective-isl "strapping"-adjective-eng
"vöðvastæltur"-adjective-isl "muscular"-adjective-eng
"yfirborðslegur"-adjective-isl "superficial"-adjective-eng
"yfirdrifinn"-adjective-isl "sufficient"-adjective-eng
"yfirdrifinn"-adjective-isl "exaggerated"-adjective-eng
"yfirfullur"-adjective-isl "overfull"-adjective-eng
"yfirfullur"-adjective-isl "overcrowded"-adjective-eng
"yfirgengilegur"-adjective-isl "excessive"-adjective-eng
"yfirgengilegur"-adjective-isl "amazing"-adjective-eng
"yfirgengilegur"-adjective-isl "outrageous"-adjective-eng
"yfirgripsmikill"-adjective-isl "extensive"-adjective-eng
"yfirkominn"-adjective-isl "overcome"-adjective-eng
"yfirlætislaus"-adjective-isl "simple"-adjective-eng
"yfirlýstur"-adjective-isl "avowed"-adjective-eng
"yfirskilvitlegur"-adjective-isl "supernatural"-adjective-eng
"yfirstaðinn"-adjective-isl "over and done with"-adjective-eng
"yfirsterkari"-adjective-isl "superior"-adjective-eng
"ylvolgur"-adjective-isl "lukewarm"-adjective-eng
"yrjóttur"-adjective-isl "spotted"-adjective-eng
"ábatasamur"-adjective-isl "profitable"-adjective-eng
"ábyggilegur"-adjective-isl "reliable"-adjective-eng
"ábyrgðarlaus"-adjective-isl "irresponsible"-adjective-eng
"ábótavant"-adjective-isl "defective"-adjective-eng
"ábúðarfullur"-adjective-isl "looking grave"-adjective-eng
"áfengur"-adjective-isl "alcoholic"-adjective-eng
"áfjáður"-adjective-isl "eager"-adjective-eng
"ágengur"-adjective-isl "aggressive"-adjective-eng
"ágjarn"-adjective-isl "greedy"-adjective-eng
"áheyrilegur"-adjective-isl "listenable"-adjective-eng
"áhrifagjarn"-adjective-isl "impressionable"-adjective-eng
"áhættusamur"-adjective-isl "risky"-adjective-eng
"ákjósanlegur"-adjective-isl "desirable"-adjective-eng
"álitlegur"-adjective-isl "handsome"-adjective-eng
"álitlegur"-adjective-isl "promising"-adjective-eng
"álkulegur"-adjective-isl "gangly"-adjective-eng
"álútur"-adjective-isl "stooping"-adjective-eng
"árangurslaus"-adjective-isl "unsuccessful"-adjective-eng
"árangursríkur"-adjective-isl "successful"-adjective-eng
"árásargjarn"-adjective-isl "aggressive"-adjective-eng
"áræðinn"-adjective-isl "daring"-adjective-eng
"ásjálegur"-adjective-isl "good-looking"-adjective-eng
"ástfólginn"-adjective-isl "beloved"-adjective-eng
"ástkær"-adjective-isl "beloved"-adjective-eng
"ástleitinn"-adjective-isl "flirtatious"-adjective-eng
"ástríðufullur"-adjective-isl "passionate"-adjective-eng
"ástúðlegur"-adjective-isl "affectionate"-adjective-eng
"ásáttur"-adjective-isl "agreed"-adjective-eng
"ásáttur"-adjective-isl "content"-adjective-eng
"átakanlegur"-adjective-isl "moving"-adjective-eng
"áttavilltur"-adjective-isl "bewildered"-adjective-eng
"ávalur"-adjective-isl "convex"-adjective-eng
"ærinn"-adjective-isl "considerable"-adjective-eng
"ærlegur"-adjective-isl "honest"-adjective-eng
"ærlegur"-adjective-isl "proper"-adjective-eng
"ærslafenginn"-adjective-isl "rollicking"-adjective-eng
"ætilegur"-adjective-isl "edible"-adjective-eng
"ættgengur"-adjective-isl "hereditary"-adjective-eng
"ætur"-adjective-isl "edible"-adjective-eng
"ævagamall"-adjective-isl "very old"-adjective-eng
"ævilangur"-adjective-isl "lifelong"-adjective-eng
"æðaber"-adjective-isl "with prominent veins"-adjective-eng
"æðisgenginn"-adjective-isl "raging"-adjective-eng
"æðisgenginn"-adjective-isl "terrific"-adjective-eng
"æðrulaus"-adjective-isl "fearless"-adjective-eng
"íburðarmikill"-adjective-isl "luxurious"-adjective-eng
"íburðarmikill"-adjective-isl "bombastic"-adjective-eng
"íburðarmikill"-adjective-isl "splendid"-adjective-eng
"íhaldssamur"-adjective-isl "conservative"-adjective-eng
"íhugull"-adjective-isl "thoughtful"-adjective-eng
"írakskur"-adjective-isl "Iraqi"-adjective-eng
"ískyggilegur"-adjective-isl "ominous"-adjective-eng
"íslamskur"-adjective-isl "Islamic"-adjective-eng
"ísmeygilegur"-adjective-isl "ingratiating"-adjective-eng
"ístöðulaus"-adjective-isl "weak"-adjective-eng
"íturvaxinn"-adjective-isl "in good shape"-adjective-eng
"óafsakanlegur"-adjective-isl "inexcusable"-adjective-eng
"óbeinn"-adjective-isl "indirect"-adjective-eng
"óbeygjanlegur"-adjective-isl "indeclinable"-adjective-eng
"óbilgjarn"-adjective-isl "uncompromising"-adjective-eng
"óborganlegur"-adjective-isl "incomparable"-adjective-eng
"óboðinn"-adjective-isl "uninvited"-adjective-eng
"óbreytanlegur"-adjective-isl "unchangeable"-adjective-eng
"óbrigðull"-adjective-isl "reliable"-adjective-eng
"óbundinn"-adjective-isl "unbound"-adjective-eng
"óbyggður"-adjective-isl "uninhabited"-adjective-eng
"óbærilegur"-adjective-isl "intolerable"-adjective-eng
"óbætanlegur"-adjective-isl "irreplaceable"-adjective-eng
"ódauðlegur"-adjective-isl "immortal"-adjective-eng
"ódrukkinn"-adjective-isl "sober"-adjective-eng
"ódæll"-adjective-isl "wild"-adjective-eng
"óflekkaður"-adjective-isl "spotless"-adjective-eng
"óforbetranlegur"-adjective-isl "incorrigible"-adjective-eng
"óforskammaður"-adjective-isl "impudent"-adjective-eng
"óframfærinn"-adjective-isl "timid"-adjective-eng
"ófrjór"-adjective-isl "sterile"-adjective-eng
"ófrjór"-adjective-isl "barren"-adjective-eng
"ófrávíkjanlegur"-adjective-isl "invariable"-adjective-eng
"ófrískur"-adjective-isl "pregnant"-adjective-eng
"ófríður"-adjective-isl "plain"-adjective-eng
"ófrýnilegur"-adjective-isl "ugly"-adjective-eng
"ófullkominn"-adjective-isl "imperfect"-adjective-eng
"ófyrirgefanlegur"-adjective-isl "unforgivable"-adjective-eng
"ófyrirleitinn"-adjective-isl "impertinent"-adjective-eng
"ófáanlegur"-adjective-isl "unobtainable"-adjective-eng
"ófær"-adjective-isl "impassable"-adjective-eng
"ófær"-adjective-isl "impossible"-adjective-eng
"ófær"-adjective-isl "incapable"-adjective-eng
"ógeðfelldur"-adjective-isl "unpleasant"-adjective-eng
"ógildur"-adjective-isl "invalid"-adjective-eng
"ógætinn"-adjective-isl "careless"-adjective-eng
"óhagganlegur"-adjective-isl "immoveable"-adjective-eng
"óhamingjusamur"-adjective-isl "unhappy"-adjective-eng
"óheflaður"-adjective-isl "uncouth"-adjective-eng
"óheilbrigður"-adjective-isl "unhealthy"-adjective-eng
"óheiðarlegur"-adjective-isl "dishonest"-adjective-eng
"óhentugur"-adjective-isl "impractical"-adjective-eng
"óheppinn"-adjective-isl "unlucky"-adjective-eng
"óheyrilegur"-adjective-isl "unheard of"-adjective-eng
"óhlutbundinn"-adjective-isl "abstract"-adjective-eng
"óhlutbundinn"-adjective-isl "independent"-adjective-eng
"óhlutdrægur"-adjective-isl "impartial"-adjective-eng
"óhlýðinn"-adjective-isl "disobedient"-adjective-eng
"óhollur"-adjective-isl "unhealthy"-adjective-eng
"óhress"-adjective-isl "under the weather"-adjective-eng
"óhrjálegur"-adjective-isl "shabby"-adjective-eng
"óhultur"-adjective-isl "safe"-adjective-eng
"óhæfilegur"-adjective-isl "improper"-adjective-eng
"óhæfur"-adjective-isl "unfit"-adjective-eng
"óhæfur"-adjective-isl "incompetent"-adjective-eng
"ójafn"-adjective-isl "uneven"-adjective-eng
"óklár"-adjective-isl "unclear"-adjective-eng
"óklár"-adjective-isl "unprepared"-adjective-eng
"ókræsilegur"-adjective-isl "unappetising"-adjective-eng
"ókurteis"-adjective-isl "impolite"-adjective-eng
"ókvæntur"-adjective-isl "unmarried"-adjective-eng
"ólaginn"-adjective-isl "awkward"-adjective-eng
"ólmur"-adjective-isl "wild"-adjective-eng
"ólseigur"-adjective-isl "indefatigable"-adjective-eng
"ólseigur"-adjective-isl "tough as leather"-adjective-eng
"ólánsamur"-adjective-isl "unfortunate"-adjective-eng
"ólærður"-adjective-isl "uneducated"-adjective-eng
"ólæs"-adjective-isl "illiterate"-adjective-eng
"ólæsilegur"-adjective-isl "illegible"-adjective-eng
"óléttur"-adjective-isl "pregnant"-adjective-eng
"ólífrænn"-adjective-isl "inorganic"-adjective-eng
"ólögulegur"-adjective-isl "shapeless"-adjective-eng
"ólýsanlegur"-adjective-isl "indescribable"-adjective-eng
"ómaklegur"-adjective-isl "unearned"-adjective-eng
"ómannblendinn"-adjective-isl "unsociable"-adjective-eng
"ómannúðlegur"-adjective-isl "inhumane"-adjective-eng
"ómengaður"-adjective-isl "unadulterated"-adjective-eng
"ómenntaður"-adjective-isl "uneducated"-adjective-eng
"ómettaður"-adjective-isl "unsaturated"-adjective-eng
"ómeðvitaður"-adjective-isl "unconscious"-adjective-eng
"ómótstæðilegur"-adjective-isl "irresistible"-adjective-eng
"ómóttækilegur"-adjective-isl "insusceptible"-adjective-eng
"ónauðsynlegur"-adjective-isl "unnecessary"-adjective-eng
"ónotalegur"-adjective-isl "offensive"-adjective-eng
"ónotalegur"-adjective-isl "unpleasant"-adjective-eng
"ónotalegur"-adjective-isl "chilly"-adjective-eng
"ónæmur"-adjective-isl "insensitive"-adjective-eng
"ónæmur"-adjective-isl "insensible"-adjective-eng
"ónæmur"-adjective-isl "immune"-adjective-eng
"ónógur"-adjective-isl "insufficient"-adjective-eng
"ónýtur"-adjective-isl "useless"-adjective-eng
"ónýtur"-adjective-isl "broken"-adjective-eng
"ónýtur"-adjective-isl "incompetent"-adjective-eng
"ónýtur"-adjective-isl "impotent"-adjective-eng
"óopinber"-adjective-isl "unofficial"-adjective-eng
"óraunhæfur"-adjective-isl "impractical"-adjective-eng
"óraunverulegur"-adjective-isl "unreal"-adjective-eng
"óráðinn"-adjective-isl "undecided"-adjective-eng
"óráðinn"-adjective-isl "unsolved"-adjective-eng
"óræður"-adjective-isl "unfathomable"-adjective-eng
"órökréttur"-adjective-isl "illogical"-adjective-eng
"ósagður"-adjective-isl "unsaid"-adjective-eng
"ósakhæfur"-adjective-isl "not responsible in law"-adjective-eng
"ósamstæður"-adjective-isl "non-matching"-adjective-eng
"ósanngjarn"-adjective-isl "unfair"-adjective-eng
"ósannur"-adjective-isl "false"-adjective-eng
"ósennilegur"-adjective-isl "unlikely"-adjective-eng
"ósiðlegur"-adjective-isl "indecent"-adjective-eng
"ósjálfráður"-adjective-isl "involuntary"-adjective-eng
"ósjálfstæður"-adjective-isl "dependent on others"-adjective-eng
"óskammfeilinn"-adjective-isl "impertinent"-adjective-eng
"óskaplegur"-adjective-isl "horrible"-adjective-eng
"óskeikull"-adjective-isl "infallible"-adjective-eng
"óskemmdur"-adjective-isl "unspoilt"-adjective-eng
"óskemmdur"-adjective-isl "undamaged"-adjective-eng
"óskertur"-adjective-isl "intact"-adjective-eng
"óskipulegur"-adjective-isl "disorderly"-adjective-eng
"óskoraður"-adjective-isl "unlimited"-adjective-eng
"óskyldur"-adjective-isl "unrelated"-adjective-eng
"ósléttur"-adjective-isl "rough"-adjective-eng
"ósmekklegur"-adjective-isl "tasteless"-adjective-eng
"ósnortinn"-adjective-isl "untouched"-adjective-eng
"óstilltur"-adjective-isl "restless"-adjective-eng
"óstjórnlegur"-adjective-isl "unruly"-adjective-eng
"óstjórnlegur"-adjective-isl "excessive"-adjective-eng
"óstundvís"-adjective-isl "unpunctual"-adjective-eng
"óstýrilátur"-adjective-isl "wild"-adjective-eng
"ósvikinn"-adjective-isl "pure"-adjective-eng
"ósár"-adjective-isl "unaffected"-adjective-eng
"ósáttur"-adjective-isl "unreconciled"-adjective-eng
"ótiltekinn"-adjective-isl "unspecified"-adjective-eng
"ótrauður"-adjective-isl "intrepid"-adjective-eng
"ótrúr"-adjective-isl "unfaithful"-adjective-eng
"óttalegur"-adjective-isl "terrible"-adjective-eng
"ótvíræður"-adjective-isl "clear"-adjective-eng
"ótækur"-adjective-isl "useless"-adjective-eng
"ótímabær"-adjective-isl "premature"-adjective-eng
"óvanalegur"-adjective-isl "unusual"-adjective-eng
"óvanur"-adjective-isl "unaccustomed"-adjective-eng
"óvar"-adjective-isl "inattentive"-adjective-eng
"óvar"-adjective-isl "unaware"-adjective-eng
"óverulegur"-adjective-isl "insignificant"-adjective-eng
"óverðugur"-adjective-isl "unworthy"-adjective-eng
"óvitlaus"-adjective-isl "intelligent"-adjective-eng
"óviðjafnanlegur"-adjective-isl "incomparable"-adjective-eng
"óvæginn"-adjective-isl "merciless"-adjective-eng
"óvær"-adjective-isl "restless"-adjective-eng
"óákveðinn"-adjective-isl "undecided"-adjective-eng
"óáreittur"-adjective-isl "undisturbed"-adjective-eng
"óáreiðanlegur"-adjective-isl "unreliable"-adjective-eng
"óátalinn"-adjective-isl "without criticism"-adjective-eng
"óæskilegur"-adjective-isl "undesirable"-adjective-eng
"óætur"-adjective-isl "inedible"-adjective-eng
"óþekkur"-adjective-isl "rude"-adjective-eng
"óþreyjufullur"-adjective-isl "impatient"-adjective-eng
"óþroskaður"-adjective-isl "unripe"-adjective-eng
"óþroskaður"-adjective-isl "immature"-adjective-eng
"öfgafullur"-adjective-isl "fanatical"-adjective-eng
"öfugsnúinn"-adjective-isl "turned inside out"-adjective-eng
"öfugsnúinn"-adjective-isl "perverse"-adjective-eng
"öfundsjúkur"-adjective-isl "envious"-adjective-eng
"öfundsverður"-adjective-isl "enviable"-adjective-eng
"ökufær"-adjective-isl "fit to drive"-adjective-eng
"ölvaður"-adjective-isl "intoxicated"-adjective-eng
"örendur"-adjective-isl "dead"-adjective-eng
"örfínn"-adjective-isl "very fine"-adjective-eng
"örlagaríkur"-adjective-isl "fateful"-adjective-eng
"örlagaþrunginn"-adjective-isl "fateful"-adjective-eng
"örlyndur"-adjective-isl "generous"-adjective-eng
"örlyndur"-adjective-isl "high-spirited"-adjective-eng
"örlátur"-adjective-isl "generous"-adjective-eng
"örstuttur"-adjective-isl "very short"-adjective-eng
"örvhendur"-adjective-isl "left-handed"-adjective-eng
"örvilnaður"-adjective-isl "despairing"-adjective-eng
"örvæntingarfullur"-adjective-isl "desperate"-adjective-eng
"örðugur"-adjective-isl "hard"-adjective-eng
"örþreyttur"-adjective-isl "exhausted"-adjective-eng
"örþunnur"-adjective-isl "extremely thin"-adjective-eng
"ötull"-adjective-isl "energetic"-adjective-eng
"úldinn"-adjective-isl "rotten"-adjective-eng
"úreltur"-adjective-isl "obsolete"-adjective-eng
"úrillur"-adjective-isl "sullen"-adjective-eng
"úrkomulaus"-adjective-isl "rainless"-adjective-eng
"úrkynjaður"-adjective-isl "degenerate"-adjective-eng
"úrræðagóður"-adjective-isl "resourceful"-adjective-eng
"úrsérgenginn"-adjective-isl "hopelessly out-of-date"-adjective-eng
"útbelgdur"-adjective-isl "blown-up"-adjective-eng
"útdauður"-adjective-isl "extinct"-adjective-eng
"útfjólublár"-adjective-isl "ultraviolet"-adjective-eng
"útgrátinn"-adjective-isl "with one's face swollen from crying"-adjective-eng
"úthaldslaus"-adjective-isl "staminaless"-adjective-eng
"úthverfur"-adjective-isl "turned inside out"-adjective-eng
"úthverfur"-adjective-isl "extrovert"-adjective-eng
"útitekinn"-adjective-isl "sunburnt"-adjective-eng
"útkeyrður"-adjective-isl "exhausted"-adjective-eng
"útlifaður"-adjective-isl "burnt out"-adjective-eng
"útlægur"-adjective-isl "outlawed"-adjective-eng
"útlærður"-adjective-isl "skilled"-adjective-eng
"útrunninn"-adjective-isl "expired"-adjective-eng
"útsaumaður"-adjective-isl "embroidered"-adjective-eng
"útsjónarsamur"-adjective-isl "practical"-adjective-eng
"útskrifaður"-adjective-isl "discharged"-adjective-eng
"útslitinn"-adjective-isl "worn-out"-adjective-eng
"útsmoginn"-adjective-isl "cunning"-adjective-eng
"útsprunginn"-adjective-isl "flowering"-adjective-eng
"útstæður"-adjective-isl "protruding"-adjective-eng
"úttaugaður"-adjective-isl "exhausted"-adjective-eng
"útvalinn"-adjective-isl "chosen"-adjective-eng
"útvíður"-adjective-isl "flared"-adjective-eng
"útþvældur"-adjective-isl "run-down"-adjective-eng
"ýtarlegur"-adjective-isl "detailed"-adjective-eng
"ýtinn"-adjective-isl "pushy"-adjective-eng
"þagmælskur"-adjective-isl "discreet"-adjective-eng
"þarflaus"-adjective-isl "useless"-adjective-eng
"þarflegur"-adjective-isl "useful"-adjective-eng
"þarlendur"-adjective-isl "native"-adjective-eng
"þaulvanur"-adjective-isl "highly experienced"-adjective-eng
"þegjandalegur"-adjective-isl "silent"-adjective-eng
"þiðinn"-adjective-isl "thawed"-adjective-eng
"þjáður"-adjective-isl "suffering"-adjective-eng
"þjófóttur"-adjective-isl "thievish"-adjective-eng
"þjónustulipur"-adjective-isl "service-minded"-adjective-eng
"þjóðfélagslegur"-adjective-isl "social"-adjective-eng
"þjóðkunnur"-adjective-isl "well-known"-adjective-eng
"þjóðrækinn"-adjective-isl "patriotic"-adjective-eng
"þokukenndur"-adjective-isl "vague"-adjective-eng
"þolanlegur"-adjective-isl "bearable"-adjective-eng
"þolanlegur"-adjective-isl "reasonable"-adjective-eng
"þolgóður"-adjective-isl "enduring"-adjective-eng
"þrautalaus"-adjective-isl "painless"-adjective-eng
"þrautgóður"-adjective-isl "tenacious"-adjective-eng
"þrautreyndur"-adjective-isl "well-tried"-adjective-eng
"þrautseigur"-adjective-isl "tough"-adjective-eng
"þrefaldur"-adjective-isl "threefold"-adjective-eng
"þrekaður"-adjective-isl "worn out"-adjective-eng
"þrekinn"-adjective-isl "sturdy"-adjective-eng
"þreklaus"-adjective-isl "weak"-adjective-eng
"þreklaus"-adjective-isl "lacking in stamina/endurance"-adjective-eng
"þrekmikill"-adjective-isl "strong"-adjective-eng
"þreytulegur"-adjective-isl "tired looking"-adjective-eng
"þrifalegur"-adjective-isl "neat"-adjective-eng
"þrifinn"-adjective-isl "neat"-adjective-eng
"þriflegur"-adjective-isl "plump"-adjective-eng
"þrjóskur"-adjective-isl "stubborn"-adjective-eng
"þroskaheftur"-adjective-isl "retarded"-adjective-eng
"þrotlaus"-adjective-isl "incessant"-adjective-eng
"þrumulostinn"-adjective-isl "thunderstruck"-adjective-eng
"þrunginn"-adjective-isl "swollen"-adjective-eng
"þrunginn"-adjective-isl "filled with"-adjective-eng
"þrálátur"-adjective-isl "persistent"-adjective-eng
"þrálátur"-adjective-isl "stubborn"-adjective-eng
"þrár"-adjective-isl "stubborn"-adjective-eng
"þrár"-adjective-isl "rancid"-adjective-eng
"þráðbeinn"-adjective-isl "dead straight"-adjective-eng
"þrætugjarn"-adjective-isl "quarrelsome"-adjective-eng
"þríhyrndur"-adjective-isl "triangular"-adjective-eng
"þrískiptur"-adjective-isl "triple"-adjective-eng
"þrítugur"-adjective-isl "thirty years old"-adjective-eng
"þróttmikill"-adjective-isl "vigorous"-adjective-eng
"þröngsýnn"-adjective-isl "narrow-minded"-adjective-eng
"þumbaralegur"-adjective-isl "gruff"-adjective-eng
"þungaður"-adjective-isl "pregnant"-adjective-eng
"þungbrýnn"-adjective-isl "glowering"-adjective-eng
"þungbær"-adjective-isl "hard to bear"-adjective-eng
"þunglamalegur"-adjective-isl "lumbering"-adjective-eng
"þunglyndur"-adjective-isl "sad"-adjective-eng
"þunnhærður"-adjective-isl "thin-haired"-adjective-eng
"þurftarfrekur"-adjective-isl "needing a lot of feeding"-adjective-eng
"þurrlegur"-adjective-isl "curt"-adjective-eng
"þvalur"-adjective-isl "clammy"-adjective-eng
"þveginn"-adjective-isl "washed"-adjective-eng
"þvengmjór"-adjective-isl "thin as a reed"-adjective-eng
"þver"-adjective-isl "transverse"-adjective-eng
"þver"-adjective-isl "contradictory"-adjective-eng
"þver"-adjective-isl "headstrong"-adjective-eng
"þver"-adjective-isl "bullheaded"-adjective-eng
"þver"-adjective-isl "cross"-adjective-eng
"þver"-adjective-isl "stubborn"-adjective-eng
"þverfaglegur"-adjective-isl "inter-disciplinary"-adjective-eng
"þveröfugur"-adjective-isl "directly opposite"-adjective-eng
"þveröfugur"-adjective-isl "completely wrong"-adjective-eng
"þybbinn"-adjective-isl "plump"-adjective-eng
"þyrnóttur"-adjective-isl "thorny"-adjective-eng
"þyrstur"-adjective-isl "thirsty"-adjective-eng
"þægur"-adjective-isl "obedient"-adjective-eng
"þéttbýll"-adjective-isl "densely populated"-adjective-eng
"þéttkenndur"-adjective-isl "fairly intoxicated"-adjective-eng
"þéttskipaður"-adjective-isl "crowded"-adjective-eng
"þéttvaxinn"-adjective-isl "thickset"-adjective-eng
"þíður"-adjective-isl "melted"-adjective-eng
"þíður"-adjective-isl "warm"-adjective-eng
"þóknanlegur"-adjective-isl "pleasing"-adjective-eng
"þóttafullur"-adjective-isl "haughty"-adjective-eng
"þýðingarlaus"-adjective-isl "useless"-adjective-eng
"þýðingarlaus"-adjective-isl "insignificant"-adjective-eng
"þýður"-adjective-isl "gentle"-adjective-eng
"endur"-adverb-isl "earlier"-adverb-eng
"og"-adverb-isl "also"-adverb-eng
"á móts við"-preposition-isl "opposite"-preposition-eng
"við hliðina á"-preposition-isl "next to"-preposition-eng
"þvert í gegnum"-preposition-isl "straight through"-preposition-eng
"út frá"-preposition-isl "from"-preposition-eng
"svona"-subordinatingConjunction-isl "then"-subordinatingConjunction-eng
"að því er ég best veit"-adverb-isl "to the best of my knowledge"-adverb-eng
"dúkka"-verb-isl "turn up"-verb-eng
"filma"-verb-isl "film"-verb-eng
"fita"-verb-isl "feed"-verb-eng
"gáta"-verb-isl "check"-verb-eng
"höfða"-verb-isl "appeal"-verb-eng
"hrúga saman"-verb-isl "accumulate"-verb-eng
"hrúga upp"-verb-isl "pile up"-verb-eng
"iðja"-verb-isl "work"-verb-eng
"skyggja"-verb-isl "overshadow"-verb-eng
"líka"-verb-isl "like"-verb-eng
"leggja fyrir"-verb-isl "save up"-verb-eng
"liggja fyrir"-verb-isl "lie"-verb-eng
"vinna á vöktum"-verb-isl "monitor"-verb-eng
"gera verkfall"-verb-isl "go on strike"-verb-eng
"ganga af"-verb-isl "leave"-verb-eng
"stuðla að"-verb-isl "work for"-verb-eng
"halda uppi"-verb-isl "uphold"-verb-eng
"bera kennsl á"-verb-isl "recognise"-verb-eng
"blæða út"-verb-isl "bleed to death"-verb-eng
"blæða út"-verb-isl "be bleeding to death"-verb-eng
"fá inngöngu í"-verb-isl "get into"-verb-eng
"detta í það"-verb-isl "go and get drunk"-verb-eng
"hrynja í það"-verb-isl "go and get drunk"-verb-eng
"koma á legg"-verb-isl "survive childhood"-verb-eng
"mislíka"-verb-isl "dislike"-verb-eng
"dáma"-verb-isl "be damned"-verb-eng
"lengja"-verb-isl "get longer"-verb-eng
"lengja eftir"-verb-isl "long for"-verb-eng
"snúa aftur"-verb-isl "return"-verb-eng
"aðgreinir"-noun-isl "identifier"-noun-eng
"æðahimna"-noun-isl "blood-vessel membrane"-noun-eng
"æskuvinur"-noun-isl "childhood friend"-noun-eng
"æ"-noun-isl "æ"-noun-eng
"æviskeið"-noun-isl "life span"-noun-eng
"afturhólf"-noun-isl "back compartment"-noun-eng
"ásjóna"-noun-isl "face"-noun-eng
"augnlæknisfræði"-noun-isl "ophthalmology"-noun-eng
"ausa"-noun-isl "scoop"-noun-eng
"beinakerfi"-noun-isl "skeletal system"-noun-eng
"belgbólga"-noun-isl "bursitis"-noun-eng
"belgmein"-noun-isl "bursitis"-noun-eng
"berdreymi"-noun-isl "lucid dreaming"-noun-eng
"berserkur"-noun-isl "berserker"-noun-eng
"bjargbelti"-noun-isl "life belt"-noun-eng
"björgunarbelti"-noun-isl "life belt"-noun-eng
"björgunarsveitarmaður"-noun-isl "rescue worker"-noun-eng
"blámaskríkja"-noun-isl "cerulean warbler"-noun-eng
"blísturhljóð"-noun-isl "sibilant consonant"-noun-eng
"blóðfruma"-noun-isl "blood cell"-noun-eng
"blóðfrumnamyndun"-noun-isl "blood-cell formation"-noun-eng
"bón"-noun-isl "wax"-noun-eng
"breytingaskeið"-noun-isl "time of change"-noun-eng
"bylta"-noun-isl "heavy fall"-noun-eng
"dagblaðapappír"-noun-isl "newspaper paper"-noun-eng
"dagdreymi"-noun-isl "daydream"-noun-eng
"Danskur"-noun-isl "Dane"-noun-eng
"dauðadagur"-noun-isl "day of death"-noun-eng
"dauðyfli"-noun-isl "zombie"-noun-eng
"deildarfall"-noun-isl "partitive"-noun-eng
"deyfing"-noun-isl "anaesthesia"-noun-eng
"díselolía"-noun-isl "diesel"-noun-eng
"djús"-noun-isl "juice"-noun-eng
"doktorspróf"-noun-isl "doctor"-noun-eng
"dvergkráka"-noun-isl "jackdaw"-noun-eng
"efahyggjumaður"-noun-isl "sceptic"-noun-eng
"efnisatriði"-noun-isl "topic"-noun-eng
"eignartjón"-noun-isl "property damage"-noun-eng
"eiturlyfjanotandi"-noun-isl "drug user"-noun-eng
"endurgerð"-noun-isl "remake"-noun-eng
"endurreisnartími"-noun-isl "reconstruction time"-noun-eng
"fæðingarstaður"-noun-isl "birthplace"-noun-eng
"fálkaorða"-noun-isl "falcon"-noun-eng
"fangaráð"-noun-isl "output"-noun-eng
"finka"-noun-isl "finch"-noun-eng
"fiskvinnslufólk"-noun-isl "fish processors"-noun-eng
"fjallafinka"-noun-isl "brambling"-noun-eng
"fjallafura"-noun-isl "mountain pine"-noun-eng
"fjallaljón"-noun-isl "puma"-noun-eng
"fjarskiptafyrirtæki"-noun-isl "telecommunications company"-noun-eng
"fjarverufall"-noun-isl "abessive"-noun-eng
"flaggdúkur"-noun-isl "flag fabric"-noun-eng
"flauelsblóm"-noun-isl "French marigold"-noun-eng
"fleyta"-noun-isl "small boat"-noun-eng
"flokksfélag"-noun-isl "group"-noun-eng
"flokksformaður"-noun-isl "group leader"-noun-eng
"flokksmaður"-noun-isl "group member"-noun-eng
"fræðiheiti"-noun-isl "technical term"-noun-eng
"framhólf"-noun-isl "compartment"-noun-eng
"fréttabréf"-noun-isl "newsletter"-noun-eng
"freysfura"-noun-isl "Jeffrey pine"-noun-eng
"frumdýr"-noun-isl "protozoon"-noun-eng
"frummál"-noun-isl "proto-language"-noun-eng
"fulltingi"-noun-isl "help"-noun-eng
"fullvissa"-noun-isl "assurance"-noun-eng
"furðuhlutur"-noun-isl "surprise"-noun-eng
"fygli"-noun-isl "bird"-noun-eng
"fylgsn"-noun-isl "hiding place"-noun-eng
"gagnasafnsfræði"-noun-isl "database studies"-noun-eng
"gallabuxur"-noun-isl "jeans"-noun-eng
"gaumljós"-noun-isl "pilot lamp"-noun-eng
"geimvísindamaður"-noun-isl "space scientist"-noun-eng
"gelgjuskeið"-noun-isl "puberty"-noun-eng
"gengistrygging"-noun-isl "price guarantee"-noun-eng
"girni"-noun-isl "fishing line"-noun-eng
"gleymni"-noun-isl "forgetfulness"-noun-eng
"göltur"-noun-isl "boar"-noun-eng
"greinrof"-noun-isl "bundle"-noun-eng
"grjón"-noun-isl "cereal"-noun-eng
"grufl"-noun-isl "pondering"-noun-eng
"grund"-noun-isl "meadow"-noun-eng
"grunnendurlífgun"-noun-isl "basic resuscitation"-noun-eng
"guðshús"-noun-isl "church"-noun-eng
"gúmmístígvél"-noun-isl "wellington boot"-noun-eng
"hæfa"-noun-isl "truth"-noun-eng
"hafskip"-noun-isl "ocean-going vessel"-noun-eng
"halur"-noun-isl "man"-noun-eng
