"ja"-coordinatingConjunction-sme "og"-coordinatingConjunction-nob
"odne"-adverb-sme "i dag"-adverb-nob
"ohpit"-adverb-sme "på ny"-adverb-nob
"ođđasit"-adverb-sme "på ny"-adverb-nob
"ok"-adverb-sme "ok"-adverb-nob
"oktan"-adverb-sme "sammen"-adverb-nob
"oktanaga"-adverb-sme "samtidig"-adverb-nob
"okte"-adverb-sme "en gang"-adverb-nob
"oktii"-adverb-sme "en gang"-adverb-nob
"oktii njálmmiid"-adverb-sme "samtidig"-adverb-nob
"oktii"-adverb-sme "sammen"-adverb-nob
"oktiibuot"-adverb-sme "tilsammen"-adverb-nob
"okto"-adverb-sme "alene"-adverb-nob
"olggobealde"-adverb-sme "utenfor"-adverb-nob
"olggobeallai"-adverb-sme "utenfor"-adverb-nob
"olggos"-adverb-sme "ut"-adverb-nob
"olggul"-adverb-sme "utvendig"-adverb-nob
"olgolis"-adverb-sme "lenger ut"-adverb-nob
"olgu"-adverb-sme "utendørs"-adverb-nob
"olgun"-adverb-sme "ute"-adverb-nob
"lullelis"-adverb-sme "lenger sør"-adverb-nob
"ollu"-adverb-sme "mye"-adverb-nob
"ollu"-adverb-sme "hvor mye"-adverb-nob
"ollu"-adverb-sme "mange"-adverb-nob
"ollásii"-adverb-sme "fullstendig"-adverb-nob
"olu"-adverb-sme "mye"-adverb-nob
"olus"-adverb-sme "nesten ikke"-adverb-nob
"olus"-adverb-sme "mye"-adverb-nob
"olus"-adverb-sme "nesten"-adverb-nob
"obbaáigge"-adverb-sme "hele tiden"-adverb-nob
"čoahkis"-adverb-sme "samle"-verb-nob
"oppa"-adverb-sme "hele"-adverb-nob
"oppalohkái"-adverb-sme "fullstendig"-adverb-nob
"oppanassii"-adverb-sme "i hele tatt"-adverb-nob
"otne"-adverb-sme "i dag"-adverb-nob
"otnážii"-adverb-sme "til i dag"-adverb-nob
"ovdal"-adverb-sme "før"-adverb-nob
"ovdalaš"-adverb-sme "tidligere"-adverb-nob
"ovdalaš"-adverb-sme "fra før av"-adverb-nob
"ovdalaš"-adverb-sme "like før"-adverb-nob
"ovdalii"-adverb-sme "før"-adverb-nob
"ovdalii"-adverb-sme "foran"-adverb-nob
"ovdalis"-adverb-sme "foran"-adverb-nob
"ovdan"-adverb-sme "frem"-adverb-nob
"ovddalgihtii"-adverb-sme "på forhånd"-adverb-nob
"ovddalgihtii"-adverb-sme "forhånds"-adverb-nob
"ovdamearkka dihte"-adverb-sme "for eksempel"-adverb-nob
"ovddas"-adverb-sme "i veien"-adverb-nob
"ovddemus"-adverb-sme "først"-adverb-nob
"ovddemusas"-adverb-sme "framforalt"-adverb-nob
"ovddemusas"-adverb-sme "fremst"-adverb-nob
"ovddemusat"-adverb-sme "framforalt"-adverb-nob
"ovddemussii"-adverb-sme "først og fremst"-adverb-nob
"ovddos"-adverb-sme "framover"-adverb-nob
"ovddas guovlluid"-adverb-sme "framover"-adverb-nob
"ovddas guvlui"-adverb-sme "framover"-adverb-nob
"ovddos guvlui"-adverb-sme "framover"-adverb-nob
"daváš guvlui"-adverb-sme "nordover"-adverb-nob
"dohko guvlui"-adverb-sme "ditover"-adverb-nob
"sisa guvlui"-adverb-sme "innover"-adverb-nob
"bajás guvlui"-adverb-sme "oppover"-adverb-nob
"oarjjás guvlui"-adverb-sme "vestover"-adverb-nob
"nuorttas guvlui"-adverb-sme "østover"-adverb-nob
"máttás guvlui"-adverb-sme "sørover"-adverb-nob
"maŋás guvlui"-adverb-sme "bakover"-adverb-nob
"maŋos guvlui"-adverb-sme "bakover"-adverb-nob
"vulos guvlui"-adverb-sme "nedover"-adverb-nob
"lulás guvlui"-adverb-sme "sørover"-adverb-nob
"luksa guvlui"-adverb-sme "sørover"-adverb-nob
"nuppe guvlui"-adverb-sme "i motsatt retning"-adverb-nob
"olggos guvlui"-adverb-sme "utover"-adverb-nob
"ruoktot guvlui"-adverb-sme "hjemover"-adverb-nob
"ruovttoguvlui"-adverb-sme "hjemover"-adverb-nob
"vuolás guvlui"-adverb-sme "nedover"-adverb-nob
"ovddos"-adverb-sme "fram"-adverb-nob
"ovttas"-adverb-sme "sammen"-adverb-nob
"ovttatmano"-adverb-sme "straks"-adverb-nob
"ovttatmanu"-adverb-sme "straks"-adverb-nob
"ovtto"-adverb-sme "bestandig"-adverb-nob
"reaida"-adverb-sme "i orden"-adverb-nob
"ruoktot"-adverb-sme "hjem"-adverb-nob
"ruoktut"-adverb-sme "hjem"-adverb-nob
"ruossalassii"-adverb-sme "i kryss"-adverb-nob
"ruovttus"-adverb-sme "hjemme"-adverb-nob
"guossis"-adverb-sme "på besøk"-adverb-nob
"guossái"-adverb-sme "på besøk"-adverb-nob
"rádjai"-adverb-sme "til"-adverb-nob
"sahtedohko"-adverb-sme "tilfeldig"-adverb-nob
"sakka"-adverb-sme "svært"-adverb-nob
"sakka"-adverb-sme "meget"-adverb-nob
"sakka"-adverb-sme "mye"-adverb-nob
"sallalaga"-adverb-sme "i hverandres favn"-adverb-nob
"sealggabealde"-adverb-sme "på ryggsiden"-adverb-nob
"sealggebeallái"-adverb-sme "til ryggsiden"-adverb-nob
"seammá"-adverb-sme "samme"-adverb-nob
"seammá"-adverb-sme "like"-adverb-nob
"seamma ládje"-adverb-sme "likedan"-adverb-nob
"seammás"-adverb-sme "samtidig"-adverb-nob
"oktanis"-adverb-sme "samtidig"-adverb-nob
"seaŋgagurrii"-adverb-sme "ved senga"-adverb-nob
"sierra"-adverb-sme "adskilt"-adverb-nob
"sihkkarit"-adverb-sme "sikkert"-adverb-nob
"siivvožit"-adverb-sme "stille"-adverb-nob
"sisa"-adverb-sme "inn"-adverb-nob
"siskkabealde"-adverb-sme "innenfor"-adverb-nob
"siskkil"-adverb-sme "innvendig"-adverb-nob
"siste"-adverb-sme "innenfra"-adverb-nob
"siste"-adverb-sme "inne"-adverb-nob
"snáhppát"-adverb-sme "fort"-adverb-nob
"sorjankeahttá"-adverb-sme "uavhengig av"-adverb-nob
"suige"-adverb-sme "kanskje"-adverb-nob
"sulaid"-adverb-sme "omtrent"-adverb-nob
"sullii"-adverb-sme "omtrent"-adverb-nob
"summal"-adverb-sme "tilfeldig"-adverb-nob
"suolggaid"-adverb-sme "langsomt"-adverb-nob
"suoli"-adverb-sme "i hemmelighet"-adverb-nob
"uhccánaš"-adverb-sme "svært lite"-adverb-nob
"uhcán"-adverb-sme "lite"-adverb-nob
"uhtes"-adverb-sme "nesten"-adverb-nob
"uksaráigge"-adverb-sme "gjennom døråpninga"-adverb-nob
"unnán"-adverb-sme "lite"-adverb-nob
"unnán"-adverb-sme "få"-adverb-nob
"vare"-adverb-sme "gid"-adverb-nob
"vare"-adverb-sme "om bare"-adverb-nob
"varranaga"-adverb-sme "blodig"-adverb-nob
"veagal"-adverb-sme "med makt"-adverb-nob
"veahá"-adverb-sme "litt"-adverb-nob
"veahá"-adverb-sme "noe"-pronoun-nob
"veaháš"-adverb-sme "litt"-adverb-nob
"veaittalassii"-adverb-sme "på egen hånd"-adverb-nob
"vealggás"-adverb-sme "på kreditt"-adverb-nob
"veallut"-adverb-sme "liggende"-adverb-nob
"vearrut"-adverb-sme "galt"-adverb-nob
"vehá"-adverb-sme "litt"-adverb-nob
"veháš"-adverb-sme "litt"-adverb-nob
"vel"-adverb-sme "enda"-adverb-nob
"vel"-adverb-sme "jo"-adverb-nob
"velá"-adverb-sme "enda"-adverb-nob
"viehka"-adverb-sme "ganske"-adverb-nob
"viidáseappot"-adverb-sme "videre"-adverb-nob
"viidásut"-adverb-sme "videre"-adverb-nob
"viidát"-adverb-sme "vidt"-adverb-nob
"viimma"-adverb-sme "endelig"-adverb-nob
"viimmat"-adverb-sme "endelig"-adverb-nob
"visot"-adverb-sme "alt"-adverb-nob
"vissa"-adverb-sme "visst"-adverb-nob
"vitnjut"-adverb-sme "på skrå"-adverb-nob
"vuhtii"-adverb-sme "i mot"-adverb-nob
"vuhtii"-adverb-sme "til"-adverb-nob
"vulos"-adverb-sme "ned"-adverb-nob
"vulos oivviid"-adverb-sme "oppned"-adverb-nob
"vuohččan"-adverb-sme "først"-adverb-nob
"vuoiga"-adverb-sme "virkelig"-adverb-nob
"vuolimusas"-adverb-sme "nederst"-adverb-nob
"vuolimussii"-adverb-sme "nederst"-adverb-nob
"vuolleliidda"-adverb-sme "lenger ned"-adverb-nob
"vuolleleappos"-adverb-sme "nedenfor"-adverb-nob
"vuollelis"-adverb-sme "lengre ned"-adverb-nob
"vuollin"-adverb-sme "nede"-adverb-nob
"vuolás"-adverb-sme "ned"-adverb-nob
"vuos"-adverb-sme "først"-adverb-nob
"vuos"-adverb-sme "enda"-adverb-nob
"vuosttažettiin"-adverb-sme "først"-adverb-nob
"vuot"-adverb-sme "atter"-adverb-nob
"vuot"-adverb-sme "igjen"-adverb-nob
"vuovdimassii"-adverb-sme "til salgs"-adverb-nob
"vurrolaga"-adverb-sme "etter tur"-adverb-nob
"váile"-adverb-sme "på"-adverb-nob
"várra"-adverb-sme "kanskje"-adverb-nob
"vára"-adverb-sme "vare"-adverb-nob
"várás"-adverb-sme "for"-adverb-nob
"vásedin"-adverb-sme "egentlig"-adverb-nob
"áibbas"-adverb-sme "helt"-adverb-nob
"áiggil"-adverb-sme "i tide"-adverb-nob
"áigá"-adverb-sme "for lenge siden"-adverb-nob
"áinnas"-adverb-sme "gjerne"-adverb-nob
"álelassii"-adverb-sme "stadig"-adverb-nob
"álfárot"-adverb-sme "fullstendig"-adverb-nob
"álgage"-adverb-sme "overhodet"-adverb-nob
"álggos"-adverb-sme "i begynnelsen"-adverb-nob
"álgoálggus"-adverb-sme "i begynnelsen"-adverb-nob
"állut"-adverb-sme "på skrå"-adverb-nob
"álo"-adverb-sme "alltid"-adverb-nob
"álohii"-adverb-sme "alltid"-adverb-nob
"ándagassii"-adverb-sme "unnskyld"-adverb-nob
"čavga"-adverb-sme "stramt"-adverb-nob
"čađa"-adverb-sme "gjennom"-adverb-nob
"čađat"-adverb-sme "bestandig"-adverb-nob
"čađat"-adverb-sme "alltid"-adverb-nob
"čeabeha birra"-adverb-sme "rundt halsen"-adverb-nob
"birra čeabeha"-adverb-sme "rundt halsen"-adverb-nob
"čuoččat"-adverb-sme "stående"-adverb-nob
"čálalaččat"-adverb-sme "skriftlig"-adverb-nob
"regionálalaččat"-adverb-sme "regionalt"-adverb-nob
"šat"-adverb-sme "mer"-adverb-nob
"šahten"-adverb-sme "lenger"-adverb-nob
"šat"-adverb-sme "lenger"-adverb-nob
"šerrosit"-adverb-sme "klart"-adverb-nob
"šlumpa"-adverb-sme "på slump"-adverb-nob
"álot"-adverb-sme "bestandig"-adverb-nob
"dahkkivuoigatvuođalaččat"-adverb-sme "opphavsrettslig"-adverb-nob
"sávvamis"-adverb-sme "forhåpentligvis"-adverb-nob
"dássidit"-adverb-sme "jevnt"-adverb-nob
"leaikkas"-adverb-sme "morsom"-adverb-nob
"lihkus"-adverb-sme "heldigvis"-adverb-nob
"buorrelihkus"-adverb-sme "heldigvis"-adverb-nob
"árvideames"-adverb-sme "sannsynligvis"-adverb-nob
"balus"-adverb-sme "redd"-adverb-nob
"ilus"-adverb-sme "glad"-adverb-nob
"gaskamuttus"-adverb-sme "halvveis"-adverb-nob
"bures boahtin"-interjection-sme "velkommen"-interjection-nob
"buresboahtin"-interjection-sme "velkommen"-interjection-nob
"bures"-interjection-sme "hei"-interjection-nob
"ámmen"-interjection-sme "amen"-interjection-nob
"fišš"-interjection-sme "fysj"-interjection-nob
"giitu"-interjection-sme "takk"-interjection-nob
"juo"-interjection-sme "ja"-interjection-nob
"leage buorre"-interjection-sme "vær så god"-interjection-nob
"li"-interjection-sme "nei"-interjection-nob
"vuoi"-interjection-sme "oj"-interjection-nob
"doantá"-interjection-sme "pokker"-adverb-nob
"gáfat"-interjection-sme "herlighet"-interjection-nob
"jo"-interjection-sme "ja"-interjection-nob
"jua"-interjection-sme "jada"-interjection-nob
"ojá"-interjection-sme "åja"-interjection-nob
"justte"-interjection-sme "akkurat"-interjection-nob
"juo"-interjection-sme "ja"-interjection-nob
"hyš"-interjection-sme "hysj"-interjection-nob
"obalohkái"-adverb-sme "i det hele tatt"-adverb-nob
"go"-particle-sme "da"-adverb-nob
"leat"-verb-sme "være"-verb-nob
"leat"-verb-sme "ha"-verb-nob
"leat"-verb-sme "ha"-verb-nob
"leat"-verb-sme "måtte"-verb-nob
"fertet"-verb-sme "måtte"-verb-nob
"galgat"-verb-sme "skulle"-verb-nob
"galgat"-verb-sme "burde"-verb-nob
"áigut"-verb-sme "skulle"-verb-nob
"máhttit"-verb-sme "kunne"-verb-nob
"sáhttit"-verb-sme "kunne"-verb-nob
"berret"-verb-sme "burde"-verb-nob
"šaddat"-verb-sme "bli"-verb-nob
"šaddat"-verb-sme "vokse"-verb-nob
"šaddat"-verb-sme "komme til å"-verb-nob
"šaddat"-verb-sme "vokse"-verb-nob
"šaddat"-verb-sme "bli"-verb-nob
"šaddat"-verb-sme "få"-verb-nob
"šaddat"-verb-sme "føde"-verb-nob
"ii"-verb-sme "ikke"-adverb-nob
"ii"-verb-sme "eller"-coordinatingConjunction-nob
"dáidit"-verb-sme "nok"-adverb-nob
"soaitit"-verb-sme "kanskje"-adverb-nob
"veadjit"-verb-sme "muligens"-adverb-nob
"geahč"-verb-sme "se"-verb-nob
"gč"-verb-sme "se"-verb-nob
"vrd"-verb-sme "sml"-verb-nob
"fuom"-verb-sme "obs"-verb-nob
"gávvasit"-verb-sme "bøyes"-verb-nob
"suivet"-verb-sme "skravere"-verb-nob
"vearjudit"-verb-sme "bevæpne"-verb-nob
"gednet"-verb-sme "sone"-verb-nob
"logget"-verb-sme "logge"-verb-nob
"varieret"-verb-sme "variere"-verb-nob
"almmáštaddat"-verb-sme "kjekke"-verb-nob
"balddáskit"-verb-sme "skremt"-adjective-nob
"ballástallat"-verb-sme "redd"-adjective-nob
"siiddastallat"-verb-sme "utøve siida"-verb-nob
"beallidit"-verb-sme "halvere"-verb-nob
"bestet"-verb-sme "rekruttere"-verb-nob
"biekkahaddat"-verb-sme "oppholdt av vind"-adjective-nob
"biggot"-verb-sme "lufte"-verb-nob
"bihkkadit"-verb-sme "tjærebre"-verb-nob
"biigot"-verb-sme "tjenestegjøre"-verb-nob
"boaggut"-verb-sme "gå hjulbeint"-verb-nob
"boakčánit"-verb-sme "få noe i vranghalsen"-verb-nob
"boatkuluvvat"-verb-sme "lemster"-adjective-nob
"bokset"-verb-sme "bokse"-verb-nob
"bonjagit"-verb-sme "vridd"-adjective-nob
"bonjahit"-verb-sme "vri"-verb-nob
"čieruhit"-verb-sme "få til å gråte"-verb-nob
"buhtásmuvvat"-verb-sme "rein"-adjective-nob
"buolladit"-verb-sme "spole"-verb-nob
"báitot"-verb-sme "gå i offside"-verb-nob
"bálkádit"-verb-sme "lønne"-verb-nob
"bázahallat"-verb-sme "bli etter"-verb-nob
"ceggestit"-verb-sme "sette fort opp"-verb-nob
"cirget"-verb-sme "sprute"-verb-nob
"cáhkkat"-verb-sme "stønne"-verb-nob
"dalvat"-verb-sme "bli lenge"-verb-nob
"dearvvašmuvvat"-verb-sme "frisk"-adjective-nob
"dearšát"-verb-sme "gape"-verb-nob
"deddohallat"-verb-sme "ha mareritt"-verb-nob
"deddot"-verb-sme "ha mareritt"-verb-nob
"dihkkadit"-verb-sme "stikke"-verb-nob
"dilddistit"-verb-sme "disse"-verb-nob
"dilvet"-verb-sme "planere"-verb-nob
"dipmat"-verb-sme "myk"-adjective-nob
"doaimmahuvvat"-verb-sme "tiltaksløs"-adjective-nob
"doarostuddat"-verb-sme "ville slåss"-verb-nob
"doavskkuhit"-verb-sme "smatte"-verb-nob
"dolkadit"-verb-sme "gjøre lei"-verb-nob
"dorggiidit"-verb-sme "skjelven"-adjective-nob
"duhkoštallat"-verb-sme "lugge"-verb-nob
"duolgut"-verb-sme "bestikke"-verb-nob
"duolvvidit"-verb-sme "skitne til"-verb-nob
"durget"-verb-sme "legge ris"-verb-nob
"oktiibidjat"-verb-sme "legge sammen"-verb-nob
"oktiibidjat"-verb-sme "sammenlagt"-adjective-nob
"dálvat"-verb-sme "bli vinter"-verb-nob
"dárjat"-verb-sme "holde ut"-verb-nob
"heajastallat"-verb-sme "holde bryllup"-verb-nob
"dárkut"-verb-sme "iaktta"-verb-nob
"dárrat"-verb-sme "være i affekt"-verb-nob
"dáruiduvvat"-verb-sme "fornorsket"-adjective-nob
"eardudit"-verb-sme "irritere"-verb-nob
"eastat"-verb-sme "unngå"-verb-nob
"fanahallat"-verb-sme "tøye"-verb-nob
"faŋádit"-verb-sme "strekke"-verb-nob
"fierpmástuvvat"-verb-sme "bli redd fiskegarn"-verb-nob
"fillašuvvat"-verb-sme "bli narret"-verb-nob
"gaccestit"-verb-sme "spise en skjefull"-verb-nob
"galjedit"-verb-sme "gjøre videre"-verb-nob
"gazzut"-verb-sme "klore"-verb-nob
"geahčastallat"-verb-sme "se på stadig"-verb-nob
"geavzut"-verb-sme "vingle"-verb-nob
"geađđut"-verb-sme "dunkel"-adjective-nob
"gevkkohallat"-verb-sme "trippe"-verb-nob
"giddehuvvot"-verb-sme "behefte"-verb-nob
"giellut"-verb-sme "koagulere"-verb-nob
"giessasaddat"-verb-sme "bukte"-verb-nob
"giikanastit"-verb-sme "se med kikkert"-verb-nob
"gimssordit"-verb-sme "vimse"-verb-nob
"goaruhit"-verb-sme "sy"-verb-nob
"goastut"-verb-sme "harsk"-adjective-nob
"golket"-verb-sme "vindstille"-adjective-nob
"gollát"-verb-sme "være gyllen"-verb-nob
"gopmárdallat"-verb-sme "tilbe"-verb-nob
"borahallat"-verb-sme "spise"-verb-nob
"gottáhallat"-verb-sme "drepe"-verb-nob
"časkkahallat"-verb-sme "slå"-verb-nob
"govastit"-verb-sme "symbolisere"-verb-nob
"gullostallat"-verb-sme "ryktes"-verb-nob
"sirddašit"-verb-sme "flytte"-verb-nob
"davkasit"-verb-sme "skjules"-verb-nob
"gullostit"-verb-sme "høres plutselig"-verb-nob
"guohpat"-verb-sme "rynke"-verb-nob
"guoskkahallat"-verb-sme "berøre"-verb-nob
"guoskkaldahttit"-verb-sme "berøre plutselig"-verb-nob
"guosmut"-verb-sme "svi"-verb-nob
"guštet"-verb-sme "koste"-verb-nob
"gákkahit"-verb-sme "brekke"-verb-nob
"gárddástallat"-verb-sme "arbeide i reingjerdet"-verb-nob
"goađástallat"-verb-sme "bo i goahti"-verb-nob
"gárrut"-verb-sme "få gjort"-verb-nob
"gáskkahallat"-verb-sme "bite"-verb-nob
"gávnnahallat"-verb-sme "oppdage"-verb-nob
"heaitalit"-verb-sme "gjøre slutt"-verb-nob
"hehppet"-verb-sme "skjemme ut"-verb-nob
"heiset"-verb-sme "heise"-verb-nob
"hieibmat"-verb-sme "blåse"-verb-nob
"hilggodit"-verb-sme "forsømme"-verb-nob
"humahallat"-verb-sme "snakke"-verb-nob
"hápmašuvvat"-verb-sme "forme"-verb-nob
"háskkidit"-verb-sme "sløse"-verb-nob
"ilosmuvvat"-verb-sme "glad"-adjective-nob
"jakŋat"-verb-sme "knusktørr"-adjective-nob
"jiessut"-verb-sme "surne"-verb-nob
"jietnadallat"-verb-sme "lage lyd"-verb-nob
"juhcat"-verb-sme "suse"-verb-nob
"kustet"-verb-sme "koste"-verb-nob
"lahcat"-verb-sme "knirke"-verb-nob
"leabbut"-verb-sme "bre ut"-verb-nob
"leaicidit"-verb-sme "fråtse"-verb-nob
"liehmudit"-verb-sme "varm"-adjective-nob
"liekkihit"-verb-sme "kjennes varm"-verb-nob
"lievddistit"-verb-sme "dampe"-verb-nob
"lievllistit"-verb-sme "dampe"-verb-nob
"dámpet"-verb-sme "dampe"-verb-nob
"likšat"-verb-sme "logre"-verb-nob
"čuoggasit"-verb-sme "stikke"-verb-nob
"njihtat"-verb-sme "bedra"-verb-nob
"geahnohuvvat"-verb-sme "svekke"-verb-nob
"ráhkat"-verb-sme "briste"-verb-nob
"bunccardit"-verb-sme "streve"-verb-nob
"riehkkat"-verb-sme "drive"-verb-nob
"suhtadit"-verb-sme "ergre"-verb-nob
"dolkkástuvvat"-verb-sme "kjede"-verb-nob
"suoláduhttit"-verb-sme "frastjele"-verb-nob
"láhttadit"-verb-sme "gestikulere"-verb-nob
"njálggistit"-verb-sme "smiske"-verb-nob
"digget"-verb-sme "digge"-verb-nob
"gárganit"-verb-sme "rakne"-verb-nob
"stevdnet"-verb-sme "stevne"-verb-nob
"ruoidnadit"-verb-sme "slanke"-verb-nob
"roasmmehuvvat"-verb-sme "forulykke"-verb-nob
"vaháguvvat"-verb-sme "skade"-verb-nob
"beaškkehit"-verb-sme "smelle"-verb-nob
"beaškkehit"-verb-sme "kollidere"-verb-nob
"oktiičaskit"-verb-sme "sammenslå"-verb-nob
"suttihit"-verb-sme "smelte"-verb-nob
"hálbut"-verb-sme "billig"-adjective-nob
"fierpmástit"-verb-sme "fiske med garn"-verb-nob
"galbet"-verb-sme "skilte"-verb-nob
"dálkkáskit"-verb-sme "bli dårlig vær"-verb-nob
"riejáskit"-verb-sme "bli bråk"-verb-nob
"gassut"-verb-sme "tykk"-adjective-nob
"beroštuvvat"-verb-sme "interessert"-adjective-nob
"čájehallat"-verb-sme "vise frem"-verb-nob
"skilihit"-verb-sme "klinge"-verb-nob
"noidošit"-verb-sme "drive trolldom"-verb-nob
"feaskárastit"-verb-sme "drive korridorpolitikk"-verb-nob
"árvaladdat"-verb-sme "foreslå"-verb-nob
"steavlidit"-verb-sme "halshugge"-verb-nob
"gižaidit"-verb-sme "knirke"-verb-nob
"háhpohallat"-verb-sme "ta til"-verb-nob
"birzzehit"-verb-sme "marginalisere"-verb-nob
"guottihit"-verb-sme "kalve"-verb-nob
"hárbmadit"-verb-sme "ergre"-verb-nob
"čagarduhttit"-verb-sme "kile"-verb-nob
"válmmastit"-verb-sme "gjøre ferdig"-verb-nob
"válmmaštuvvat"-verb-sme "ferdig"-adjective-nob
"loahcat"-verb-sme "blusse"-verb-nob
"lovset"-verb-sme "lose"-verb-nob
"láivut"-verb-sme "svekkes"-verb-nob
"lássahuvvat"-verb-sme "blokkere"-verb-nob
"látnjat"-verb-sme "spalte"-verb-nob
"mannet"-verb-sme "verpe"-verb-nob
"moaráhuvvat"-verb-sme "frustrere"-verb-nob
"muitát"-verb-sme "huske på"-verb-nob
"muohtahuvvat"-verb-sme "få snø på"-verb-nob
"máizadit"-verb-sme "tine"-verb-nob
"mánet"-verb-sme "mane"-verb-nob
"márset"-verb-sme "marsjere"-verb-nob
"naffát"-verb-sme "kose"-verb-nob
"nallasit"-verb-sme "makte økonomiske forpliktelser"-verb-nob
"njuolgat"-verb-sme "rett"-adjective-nob
"neutraliseret"-verb-sme "nøytralisere"-verb-nob
"disambigueret"-verb-sme "disambiguere"-verb-nob
"leksikaliseret"-verb-sme "leksikalisere"-verb-nob
"testet"-verb-sme "teste"-verb-nob
"listet"-verb-sme "liste"-verb-nob
"nettobušetteret"-verb-sme "nettobudsjettere"-verb-nob
"niesttehuvvat"-verb-sme "fri for mat"-adjective-nob
"nilkkistit"-verb-sme "flire"-verb-nob
"nirvvonárvvohallat"-verb-sme "lage grimaser"-verb-nob
"njahkahastit"-verb-sme "hikke"-verb-nob
"njavggodit"-verb-sme "svinne ut av syne"-verb-nob
"njaŋggistit"-verb-sme "traske"-verb-nob
"njeazzut"-verb-sme "geipe"-verb-nob
"njoammudit"-verb-sme "smitte"-verb-nob
"njorostallat"-verb-sme "drive på å kaste lasso"-verb-nob
"njuorasmuvvat"-verb-sme "røre"-verb-nob
"njuorrasit"-verb-sme "røre"-verb-nob
"mearkkašahttit"-verb-sme "bemerke"-verb-nob
"njuoršut"-verb-sme "flamme"-verb-nob
"njáhkalit"-verb-sme "liste"-verb-nob
"nohkastit"-verb-sme "blunde"-verb-nob
"nummárastit"-verb-sme "nummerere"-verb-nob
"nádjat"-verb-sme "skjære"-verb-nob
"nállašuhttit"-verb-sme "avle"-verb-nob
"oadjut"-verb-sme "fornemme"-verb-nob
"oahpástuvvat"-verb-sme "kjenne"-verb-nob
"oidnostit"-verb-sme "skimtes"-verb-nob
"operašonaliseret"-verb-sme "operasjonalisere"-verb-nob
"ovttastuhttit"-verb-sme "fusjonere"-verb-nob
"penšuneret"-verb-sme "pensjonere"-verb-nob
"postet"-verb-sme "poste"-verb-nob
"pusset"-verb-sme "pusse"-verb-nob
"rapmaduvvat"-verb-sme "kvalm"-adjective-nob
"ravkalit"-verb-sme "blinke"-verb-nob
"reitot"-verb-sme "abortere"-verb-nob
"rešisseret"-verb-sme "regissere"-verb-nob
"riegádahttit"-verb-sme "føde"-verb-nob
"riehkidit"-verb-sme "vegre"-verb-nob
"riggut"-verb-sme "rik"-adjective-nob
"riibat"-verb-sme "holde"-verb-nob
"ritnut"-verb-sme "rimbelagt"-adjective-nob
"riškkuhit"-verb-sme "sprøyte"-verb-nob
"rosset"-verb-sme "romstere med husarbeid"-verb-nob
"ruoksát"-verb-sme "se rød ut"-verb-nob
"ruškkodahttit"-verb-sme "brune"-verb-nob
"ráhkadastit"-verb-sme "tilberede"-verb-nob
"ráhkistuvvat"-verb-sme "forelske"-verb-nob
"sahkanit"-verb-sme "unnfange"-verb-nob
"sarret"-verb-sme "plukke blåbær"-verb-nob
"seabbát"-verb-sme "glitre"-verb-nob
"seaktut"-verb-sme "egne"-verb-nob
"seatnat"-verb-sme "tilpasse"-verb-nob
"sisaheivehit"-verb-sme "innpasse"-verb-nob
"skunjihit"-verb-sme "knise plutselig"-verb-nob
"skuodnját"-verb-sme "skimtes"-verb-nob
"skuvret"-verb-sme "skrubbe"-verb-nob
"skálbmet"-verb-sme "hogge i stykker"-verb-nob
"smáhkohallat"-verb-sme "holde på å smake"-verb-nob
"snuvsset"-verb-sme "snuse"-verb-nob
"soaiggáhallat"-verb-sme "gyse"-verb-nob
"sohpat"-verb-sme "skave"-verb-nob
"sojaldahttit"-verb-sme "bøye"-verb-nob
"sollet"-verb-sme "avlede"-verb-nob
"spioneret"-verb-sme "spionere"-verb-nob
"spánderet"-verb-sme "spandere"-verb-nob
"stađđat"-verb-sme "få ro til"-verb-nob
"storbmet"-verb-sme "blåse opp"-verb-nob
"suorggidit"-verb-sme "avlede"-verb-nob
"suotnjat"-verb-sme "krype"-verb-nob
"sárggodit"-verb-sme "tegne"-verb-nob
"rávdnjet"-verb-sme "streame"-verb-nob
"tennjet"-verb-sme "tegne"-verb-nob
"tihppet"-verb-sme "tippe"-verb-nob
"ujostallat"-verb-sme "være blyg"-verb-nob
"varahuvvat"-verb-sme "blodig"-adjective-nob
"vealčut"-verb-sme "misse"-verb-nob
"veanzát"-verb-sme "gape"-verb-nob
"verddestallat"-verb-sme "være venner"-verb-nob
"viegahit"-verb-sme "løpe etter"-verb-nob
"vihkut"-verb-sme "fornemme"-verb-nob
"viidut"-verb-sme "utvides"-verb-nob
"vovdnet"-verb-sme "trille"-verb-nob
"váibbadit"-verb-sme "gjøre trøtt"-verb-nob
"váidut"-verb-sme "avta"-verb-nob
"válbbáskit"-verb-sme "oppleve noe ubehagelig"-verb-nob
"viimmáskit"-verb-sme "vill"-adjective-nob
"várkat"-verb-sme "verke"-verb-nob
"ággadit"-verb-sme "vegre"-verb-nob
"áhcagahttit"-verb-sme "gløde"-verb-nob
"árrit"-verb-sme "sinke"-verb-nob
"ávdnet"-verb-sme "danne"-verb-nob
"áŧestuvvat"-verb-sme "fortvile"-verb-nob
"áššáskuhttot"-verb-sme "tiltale"-verb-nob
"čaimmahit"-verb-sme "få til å le"-verb-nob
"šattastuvvat"-verb-sme "bli til noe"-verb-nob
"šealggáhallat"-verb-sme "glitre"-verb-nob
"čirrot"-verb-sme "begynne å gråte"-verb-nob
