"av"-preposition-swe "af"-preposition-dan
"troligen"-adverb-swe "sandsynligvis"-adverb-dan
"givetvis"-adverb-swe "naturligvis"-adverb-dan
"hoppeligen"-adverb-swe "forhåbentligvis"-adverb-dan
"förhoppningsvis"-adverb-swe "forhåbentligvis"-adverb-dan
"kanhända"-adverb-swe "muligvis"-adverb-dan
"törhända"-adverb-swe "muligvis"-adverb-dan
"måhända"-adverb-swe "muligvis"-adverb-dan
"kanske"-adverb-swe "muligvis"-adverb-dan
"möjligen"-adverb-swe "muligvis"-adverb-dan
"möjligtvis"-adverb-swe "muligvis"-adverb-dan
"ryckvis"-adverb-swe "rykvis"-adverb-dan
"växelvis"-adverb-swe "vekselvis"-adverb-dan
"stegvis"-adverb-swe "trinvis"-adverb-dan
"dussinvis"-adverb-swe "dusinvis"-adverb-dan
"månadsvis"-adverb-swe "månedsvis"-adverb-dan
"förhållandevis"-adverb-swe "forholdsvis"-adverb-dan
"tillnärmelsevis"-adverb-swe "tilnærmelsesvis"-adverb-dan
"inledningsvis"-adverb-swe "indledningsvis"-adverb-dan
"avslutningsvis"-adverb-swe "afslutningsvis"-adverb-dan
"försöksvis"-adverb-swe "forsøgsvis"-adverb-dan
"huvudsakligen"-adverb-swe "fortrinsvis"-adverb-dan
"framförallt"-adverb-swe "fortrinsvis"-adverb-dan
"fläckvis"-adverb-swe "pletvis"-adverb-dan
"naturligtvis"-adverb-swe "givetvis"-adverb-dan
"bums"-adverb-swe "straks"-adverb-dan
"strax"-adverb-swe "straks"-adverb-dan
"till exempel"-adverb-swe "f.eks."-adverb-dan
"exempelvis"-adverb-swe "f.eks."-adverb-dan
"gärna"-adverb-swe "sagtens"-adverb-dan
"baklänges"-adverb-swe "baglæns"-adverb-dan
"framåt"-adverb-swe "forlæns"-adverb-dan
"framstupa"-adverb-swe "næsegrus"-adverb-dan
"än"-adverb-swe "fortsat"-adverb-dan
"ännu"-adverb-swe "fortsat"-adverb-dan
"ändå"-adverb-swe "fortsat"-adverb-dan
"lite"-adverb-swe "lidt efter lidt"-adverb-dan
"bakfram"-adverb-swe "bagvendt"-adverb-dan
"istället"-adverb-swe "i stedet"-adverb-dan
"synnerligen"-adverb-swe "meget"-adverb-dan
"särdeles"-adverb-swe "meget"-adverb-dan
"sjusärdeles"-adverb-swe "meget"-adverb-dan
"väldigt"-adverb-swe "meget"-adverb-dan
"rätt"-adverb-swe "slet og ret"-adverb-dan
"rätt"-adverb-swe "til sin ret"-adverb-dan
"självfallet"-adverb-swe "selvsagt"-adverb-dan
"försöksvis"-adverb-swe "foreløbigt"-adverb-dan
"gärna"-adverb-swe "gladeligt"-adverb-dan
"svårligen"-adverb-swe "dårligt"-adverb-dan
"mycket"-adverb-swe "gennemsnitligt"-adverb-dan
"mäkta"-adverb-swe "gennemsnitligt"-adverb-dan
"urbota"-adverb-swe "gennemsnitligt"-adverb-dan
"lagligen"-adverb-swe "lovligt"-adverb-dan
"pin"-adverb-swe "helt"-adverb-dan
"helt"-adverb-swe "helt"-adverb-dan
"platt"-adverb-swe "helt"-adverb-dan
"kav"-adverb-swe "helt"-adverb-dan
"mycket"-adverb-swe "voldsomt"-adverb-dan
"mäkta"-adverb-swe "voldsomt"-adverb-dan
"urbota"-adverb-swe "voldsomt"-adverb-dan
"särla"-adverb-swe "sent"-adverb-dan
"säkerligen"-adverb-swe "sikkert"-adverb-dan
"sist"-adverb-swe "sidst"-adverb-dan
"åtminstone"-adverb-swe "mindst"-adverb-dan
"senast"-adverb-swe "senest"-adverb-dan
"ofta"-adverb-swe "oftest"-adverb-dan
"visst"-adverb-swe "vist"-adverb-dan
"gärna"-adverb-swe "helst"-adverb-dan
"ytterst"-adverb-swe "yderst"-adverb-dan
"fortfarande"-adverb-swe "endnu"-adverb-dan
"dock"-adverb-swe "endnu"-adverb-dan
"ändock"-adverb-swe "endnu"-adverb-dan
"ändå"-adverb-swe "endnu"-adverb-dan
"även"-adverb-swe "selv"-adverb-dan
"söderöver"-adverb-swe "sydpå"-adverb-dan
"söderut"-adverb-swe "sydpå"-adverb-dan
"lika"-adverb-swe "derpå"-adverb-dan
"si"-adverb-swe "derpå"-adverb-dan
"därpå"-adverb-swe "derpå"-adverb-dan
"så"-adverb-swe "derpå"-adverb-dan
"efteråt"-adverb-swe "herpå"-adverb-dan
"lika"-adverb-swe "lige så"-adverb-dan
"likaså"-adverb-swe "ligeså"-adverb-dan
"även"-adverb-swe "også"-adverb-dan
"lika"-adverb-swe "så"-adverb-dan
"därpå"-adverb-swe "så"-adverb-dan
"omfattande"-adjective-swe "omfattende"-adjective-dan
"levande"-adjective-swe "levende"-adjective-dan
"enastående"-adjective-swe "enestående"-adjective-dan
"höger"-adjective-swe "højre"-adjective-dan
"betydande"-adjective-swe "betydelig"-adjective-dan
"noga"-adjective-swe "omhyggelig"-adjective-dan
"kriminalpolitisk"-adjective-swe "kriminalpolitisk"-adjective-dan
"enstaka"-adjective-swe "enkel"-adjective-dan
"annorlunda"-adjective-swe "anderledes"-adjective-dan
"lycklig"-adjective-swe "glad"-adjective-dan
"lat"-adjective-swe "lad"-adjective-dan
"fläskig"-adjective-swe "fed"-adjective-dan
"ledsen"-adjective-swe "led"-adjective-dan
"tjock"-adjective-swe "bred"-adjective-dan
"vid"-adjective-swe "vid"-adjective-dan
"isig"-adjective-swe "iskold"-adjective-dan
"iskall"-adjective-swe "iskold"-adjective-dan
"råkall"-adjective-swe "råkold"-adjective-dan
"smakfull"-adjective-swe "smagfuld"-adjective-dan
"bristfällig"-adjective-swe "mangelfuld"-adjective-dan
"mallig"-adjective-swe "betydningsfuld"-adjective-dan
"viktig"-adjective-swe "betydningsfuld"-adjective-dan
"betydelsefull"-adjective-swe "betydningsfuld"-adjective-dan
"högdragen"-adjective-swe "betydningsfuld"-adjective-dan
"skrabbig"-adjective-swe "ond"-adjective-dan
"spyfärdig"-adjective-swe "ond"-adjective-dan
"tafflig"-adjective-swe "ond"-adjective-dan
"uschlig"-adjective-swe "ond"-adjective-dan
"dålig"-adjective-swe "ond"-adjective-dan
"fisig"-adjective-swe "ond"-adjective-dan
"underhaltig"-adjective-swe "ond"-adjective-dan
"skral"-adjective-swe "ond"-adjective-dan
"osund"-adjective-swe "usund"-adjective-dan
"ohälsosam"-adjective-swe "usund"-adjective-dan
"självhärlig"-adjective-swe "selvgod"-adjective-dan
"självmedveten"-adjective-swe "selvgod"-adjective-dan
"självbelåten"-adjective-swe "selvgod"-adjective-dan
"hjärndöd"-adjective-swe "hjernedød"-adjective-dan
"avdöd"-adjective-swe "afdød"-adjective-dan
"framliden"-adjective-swe "afdød"-adjective-dan
"skendöd"-adjective-swe "skindød"-adjective-dan
"mjuk"-adjective-swe "blød"-adjective-dan
"blöt"-adjective-swe "blød"-adjective-dan
"händelserik"-adjective-swe "spændende"-adjective-dan
"närbelägen"-adjective-swe "nærliggende"-adjective-dan
"jämnårig"-adjective-swe "jævnaldrende"-adjective-dan
"vilsam"-adjective-swe "velgørende"-adjective-dan
"tjänlig"-adjective-swe "passende"-adjective-dan
"lämplig"-adjective-swe "passende"-adjective-dan
"passlig"-adjective-swe "passende"-adjective-dan
"livaktig"-adjective-swe "levende"-adjective-dan
"anspråksfull"-adjective-swe "krævende"-adjective-dan
"närgången"-adjective-swe "nærgående"-adjective-dan
"exempellös"-adjective-swe "enestående"-adjective-dan
"rak"-adjective-swe "lige"-adjective-dan
"gen"-adjective-swe "lige"-adjective-dan
"rätt"-adjective-swe "lige"-adjective-dan
"tyst"-adjective-swe "stille"-adjective-dan
"ytterlig"-adjective-swe "ydre"-adjective-dan
"främre"-adjective-swe "fremmere"-adjective-dan
"ofantlig"-adjective-swe "uhyre"-adjective-dan
"indirekt"-adjective-swe "indirekte"-adjective-dan
"ständig"-adjective-swe "stadig"-adjective-dan
"allsidig"-adjective-swe "alsidig"-adjective-dan
"ömsesidig"-adjective-swe "gensidig"-adjective-dan
"turlig"-adjective-swe "heldig"-adjective-dan
"olycklig"-adjective-swe "uheldig"-adjective-dan
"oturlig"-adjective-swe "uheldig"-adjective-dan
"likgiltig"-adjective-swe "ligegyldig"-adjective-dan
"giltig"-adjective-swe "gyldig"-adjective-dan
"gill"-adjective-swe "gyldig"-adjective-dan
"ogiltig"-adjective-swe "ugyldig"-adjective-dan
"tillfällig"-adjective-swe "tilfældig"-adjective-dan
"beständig"-adjective-swe "bestandig"-adjective-dan
"förståndig"-adjective-swe "forstandig"-adjective-dan
"vettig"-adjective-swe "forstandig"-adjective-dan
"vattnig"-adjective-swe "vandig"-adjective-dan
"eländig"-adjective-swe "elendig"-adjective-dan
"tjuvtjock"-adjective-swe "elendig"-adjective-dan
"urusel"-adjective-swe "elendig"-adjective-dan
"utvändig"-adjective-swe "udvendig"-adjective-dan
"nödvändig"-adjective-swe "nødvendig"-adjective-dan
"onödig"-adjective-swe "unødvendig"-adjective-dan
"obehövlig"-adjective-swe "unødvendig"-adjective-dan
"sävlig"-adjective-swe "besindig"-adjective-dan
"mogen"-adjective-swe "besindig"-adjective-dan
"grundlig"-adjective-swe "grundig"-adjective-dan
"sakkunnig"-adjective-swe "sagkyndig"-adjective-dan
"självständig"-adjective-swe "selvstændig"-adjective-dan
"otålig"-adjective-swe "utålmodig"-adjective-dan
"rättfärdig"-adjective-swe "retfærdig"-adjective-dan
"rimlig"-adjective-swe "retfærdig"-adjective-dan
"renhårig"-adjective-swe "retfærdig"-adjective-dan
"rättvis"-adjective-swe "retfærdig"-adjective-dan
"orimlig"-adjective-swe "uretfærdig"-adjective-dan
"likvärd"-adjective-swe "ligeværdig"-adjective-dan
"likvärdig"-adjective-swe "ligeværdig"-adjective-dan
"nämnvärd"-adjective-swe "nævneværdig"-adjective-dan
"sevärd"-adjective-swe "seværdig"-adjective-dan
"älskvärd"-adjective-swe "elskværdig"-adjective-dan
"ämabel"-adjective-swe "elskværdig"-adjective-dan
"vördnadsvärd"-adjective-swe "ærværdig"-adjective-dan
"ärevördig"-adjective-swe "ærværdig"-adjective-dan
"ovärdig"-adjective-swe "uværdig"-adjective-dan
"istadig"-adjective-swe "stædig"-adjective-dan
"enveten"-adjective-swe "stædig"-adjective-dan
"envis"-adjective-swe "stædig"-adjective-dan
"överdådig"-adjective-swe "overdådig"-adjective-dan
"kräslig"-adjective-swe "overdådig"-adjective-dan
"rådig"-adjective-swe "snarrådig"-adjective-dan
"förebildlig"-adjective-swe "forbilledlig"-adjective-dan
"föredömlig"-adjective-swe "forbilledlig"-adjective-dan
"ypperlig"-adjective-swe "forbilledlig"-adjective-dan
"lidelsefull"-adjective-swe "lidenskabelig"-adjective-dan
"vänlig"-adjective-swe "venskabelig"-adjective-dan
"vänskaplig"-adjective-swe "venskabelig"-adjective-dan
"begriplig"-adjective-swe "begribelig"-adjective-dan
"stollig"-adjective-swe "tåbelig"-adjective-dan
"dåraktig"-adjective-swe "tåbelig"-adjective-dan
"adlig"-adjective-swe "adelig"-adjective-dan
"långtradig"-adjective-swe "kedelig"-adjective-dan
"tradig"-adjective-swe "kedelig"-adjective-dan
"ledsam"-adjective-swe "kedelig"-adjective-dan
"fredlig"-adjective-swe "fredelig"-adjective-dan
"fridsam"-adjective-swe "fredelig"-adjective-dan
"rejäl"-adjective-swe "pålidelig"-adjective-dan
"högtidlig"-adjective-swe "højtidelig"-adjective-dan
"odräglig"-adjective-swe "uudholdelig"-adjective-dan
"oigenkännlig"-adjective-swe "ugenkendelig"-adjective-dan
"omisskännlig"-adjective-swe "umiskendelig"-adjective-dan
"oförtydbar"-adjective-swe "umiskendelig"-adjective-dan
"oändlig"-adjective-swe "uendelig"-adjective-dan
"gemen"-adjective-swe "almindelig"-adjective-dan
"ursprunglig"-adjective-swe "oprindelig"-adjective-dan
"evärdlig"-adjective-swe "evindelig"-adjective-dan
"evinnerlig"-adjective-swe "evindelig"-adjective-dan
"omständlig"-adjective-swe "omstændelig"-adjective-dan
"kruserlig"-adjective-swe "omstændelig"-adjective-dan
"förfärlig"-adjective-swe "forfærdelig"-adjective-dan
"hemsk"-adjective-swe "forfærdelig"-adjective-dan
"prydlig"-adjective-swe "nydelig"-adjective-dan
"avsevärd"-adjective-swe "betydelig"-adjective-dan
"rundlig"-adjective-swe "betydelig"-adjective-dan
"betydlig"-adjective-swe "betydelig"-adjective-dan
"gladelig"-adjective-swe "glædelig"-adjective-dan
"hugnesam"-adjective-swe "glædelig"-adjective-dan
"dödlig"-adjective-swe "dødelig"-adjective-dan
"behaglig"-adjective-swe "behagelig"-adjective-dan
"angenäm"-adjective-swe "behagelig"-adjective-dan
"obehaglig"-adjective-swe "ubehagelig"-adjective-dan
"beklaglig"-adjective-swe "beklagelig"-adjective-dan
"oklanderlig"-adjective-swe "upåklagelig"-adjective-dan
"trygg"-adjective-swe "antagelig"-adjective-dan
"antaglig"-adjective-swe "antagelig"-adjective-dan
"säker"-adjective-swe "antagelig"-adjective-dan
"trevlig"-adjective-swe "hyggelig"-adjective-dan
"ohygglig"-adjective-swe "uhyggelig"-adjective-dan
"kuslig"-adjective-swe "uhyggelig"-adjective-dan
"hemsk"-adjective-swe "uhyggelig"-adjective-dan
"outsäglig"-adjective-swe "usigelig"-adjective-dan
"obeskrivbar"-adjective-swe "usigelig"-adjective-dan
"självfallen"-adjective-swe "selvfølgelig"-adjective-dan
"självklar"-adjective-swe "selvfølgelig"-adjective-dan
"kunglig"-adjective-swe "kongelig"-adjective-dan
"tillgänglig"-adjective-swe "tilgængelig"-adjective-dan
"åtkomlig"-adjective-swe "tilgængelig"-adjective-dan
"utåtvänd"-adjective-swe "omgængelig"-adjective-dan
"sorglig"-adjective-swe "sørgelig"-adjective-dan
"oduglig"-adjective-swe "udugelig"-adjective-dan
"obruklig"-adjective-swe "ubrugelig"-adjective-dan
"oanvändbar"-adjective-swe "ubrugelig"-adjective-dan
"obrukbar"-adjective-swe "ubrugelig"-adjective-dan
"sjuklig"-adjective-swe "sygelig"-adjective-dan
"behörig"-adjective-swe "skikkelig"-adjective-dan
"rätt"-adjective-swe "skikkelig"-adjective-dan
"ögonblicklig"-adjective-swe "øjeblikkelig"-adjective-dan
"omedelbar"-adjective-swe "øjeblikkelig"-adjective-dan
"uttrycklig"-adjective-swe "udtrykkelig"-adjective-dan
"tillräcklig"-adjective-swe "tilstrækkelig"-adjective-dan
"otillräcklig"-adjective-swe "utilstrækkelig"-adjective-dan
"täck"-adjective-swe "tækkelig"-adjective-dan
"folklig"-adjective-swe "folkelig"-adjective-dan
"upptänklig"-adjective-swe "tænkelig"-adjective-dan
"tänkbar"-adjective-swe "tænkelig"-adjective-dan
"kyrklig"-adjective-swe "kirkelig"-adjective-dan
"övermänsklig"-adjective-swe "overmenneskelig"-adjective-dan
"rimlig"-adjective-swe "rimelig"-adjective-dan
"skälig"-adjective-swe "rimelig"-adjective-dan
"obillig"-adjective-swe "urimelig"-adjective-dan
"orimlig"-adjective-swe "urimelig"-adjective-dan
"oresonlig"-adjective-swe "urimelig"-adjective-dan
"hemlig"-adjective-swe "hemmelig"-adjective-dan
"framkomlig"-adjective-swe "fremkommelig"-adjective-dan
"mödosam"-adjective-swe "møjsommelig"-adjective-dan
"vämjelig"-adjective-swe "væmmelig"-adjective-dan
"försumlig"-adjective-swe "forsømmelig"-adjective-dan
"misskötsam"-adjective-swe "forsømmelig"-adjective-dan
"märkbar"-adjective-swe "påviselig"-adjective-dan
"ansenlig"-adjective-swe "anselig"-adjective-dan
"oansenlig"-adjective-swe "uanselig"-adjective-dan
"påpasslig"-adjective-swe "påpasselig"-adjective-dan
"oläslig"-adjective-swe "ulæselig"-adjective-dan
"fruktansvärd"-adjective-swe "frygtelig"-adjective-dan
"oförneklig"-adjective-swe "unægtelig"-adjective-dan
"hjärtlig"-adjective-swe "hjertelig"-adjective-dan
"ängslig"-adjective-swe "ængstelig"-adjective-dan
"omistlig"-adjective-swe "umistelig"-adjective-dan
"kristlig"-adjective-swe "kristelig"-adjective-dan
"ofattlig"-adjective-swe "ufattelig"-adjective-dan
"ofattbar"-adjective-swe "ufattelig"-adjective-dan
"otröttlig"-adjective-swe "utrættelig"-adjective-dan
"gruvlig"-adjective-swe "gruelig"-adjective-dan
"bokstavlig"-adjective-swe "bogstavelig"-adjective-dan
"outsäglig"-adjective-swe "ubeskrivelig"-adjective-dan
"obeskrivbar"-adjective-swe "ubeskrivelig"-adjective-dan
"förståelig"-adjective-swe "forståelig"-adjective-dan
"begriplig"-adjective-swe "forståelig"-adjective-dan
"oförståelig"-adjective-swe "uforståelig"-adjective-dan
"saklig"-adjective-swe "saglig"-adjective-dan
"osaklig"-adjective-swe "usaglig"-adjective-dan
"fulltalig"-adjective-swe "fuldtallig"-adjective-dan
"mangrann"-adjective-swe "fuldtallig"-adjective-dan
"övertalig"-adjective-swe "overtallig"-adjective-dan
"oräknelig"-adjective-swe "utallig"-adjective-dan
"tallös"-adjective-swe "utallig"-adjective-dan
"helig"-adjective-swe "hellig"-adjective-dan
"motvillig"-adjective-swe "modvillig"-adjective-dan
"tjänstvillig"-adjective-swe "tjenestevillig"-adjective-dan
"tjänstaktig"-adjective-swe "tjenestevillig"-adjective-dan
"ofrivillig"-adjective-swe "ufrivillig"-adjective-dan
"välvillig"-adjective-swe "velvillig"-adjective-dan
"riskvillig"-adjective-swe "risikovillig"-adjective-dan
"tjänstvillig"-adjective-swe "tjenstvillig"-adjective-dan
"tjänstaktig"-adjective-swe "tjenstvillig"-adjective-dan
"ovillig"-adjective-swe "uvillig"-adjective-dan
"ogin"-adjective-swe "uvillig"-adjective-dan
"ovanlig"-adjective-swe "usædvanlig"-adjective-dan
"sannolik"-adjective-swe "sandsynlig"-adjective-dan
"rofylld"-adjective-swe "rolig"-adjective-dan
"sedig"-adjective-swe "rolig"-adjective-dan
"rolig"-adjective-swe "rolig"-adjective-dan
"förtrolig"-adjective-swe "fortrolig"-adjective-dan
"förtrogen"-adjective-swe "fortrolig"-adjective-dan
"otrolig"-adjective-swe "utrolig"-adjective-dan
"orolig"-adjective-swe "urolig"-adjective-dan
"ofelbar"-adjective-swe "ufejlbarlig"-adjective-dan
"försvarlig"-adjective-swe "forsvarlig"-adjective-dan
"innerlig"-adjective-swe "inderlig"-adjective-dan
"förunderlig"-adjective-swe "forunderlig"-adjective-dan
"hederlig"-adjective-swe "hæderlig"-adjective-dan
"oförvitlig"-adjective-swe "hæderlig"-adjective-dan
"hedersam"-adjective-swe "hæderlig"-adjective-dan
"ohederlig"-adjective-swe "uhæderlig"-adjective-dan
"härlig"-adjective-swe "herlig"-adjective-dan
"ljuvlig"-adjective-swe "herlig"-adjective-dan
"förebildlig"-adjective-swe "ypperlig"-adjective-dan
"föredömlig"-adjective-swe "ypperlig"-adjective-dan
"likformig"-adjective-swe "lig"-adjective-dan
"likadan"-adjective-swe "lig"-adjective-dan
"tillgjord"-adjective-swe "unaturlig"-adjective-dan
"onaturlig"-adjective-swe "unaturlig"-adjective-dan
"otillbörlig"-adjective-swe "utilbørlig"-adjective-dan
"obönhörlig"-adjective-swe "ubønhørlig"-adjective-dan
"skrabbig"-adjective-swe "dårlig"-adjective-dan
"spyfärdig"-adjective-swe "dårlig"-adjective-dan
"tafflig"-adjective-swe "dårlig"-adjective-dan
"uschlig"-adjective-swe "dårlig"-adjective-dan
"dålig"-adjective-swe "dårlig"-adjective-dan
"fisig"-adjective-swe "dårlig"-adjective-dan
"underhaltig"-adjective-swe "dårlig"-adjective-dan
"skral"-adjective-swe "dårlig"-adjective-dan
"världslig"-adjective-swe "verdslig"-adjective-dan
"statlig"-adjective-swe "statslig"-adjective-dan
"nattlig"-adjective-swe "natlig"-adjective-dan
"muntlig"-adjective-swe "mundtlig"-adjective-dan
"genomsnittlig"-adjective-swe "gennemsnitlig"-adjective-dan
"rimlig"-adjective-swe "formodentlig"-adjective-dan
"skälig"-adjective-swe "formodentlig"-adjective-dan
"rätt"-adjective-swe "ordentlig"-adjective-dan
"västlig"-adjective-swe "vestlig"-adjective-dan
"avsiktlig"-adjective-swe "forsætlig"-adjective-dan
"uppsåtlig"-adjective-swe "forsætlig"-adjective-dan
"omöjlig"-adjective-swe "umulig"-adjective-dan
"olaglig"-adjective-swe "ulovlig"-adjective-dan
"olovlig"-adjective-swe "ulovlig"-adjective-dan
"enhällig"-adjective-swe "enstemmig"-adjective-dan
"unison"-adjective-swe "enstemmig"-adjective-dan
"okontant"-adjective-swe "uenig"-adjective-dan
"långvarig"-adjective-swe "langvarig"-adjective-dan
"färgrik"-adjective-swe "farverig"-adjective-dan
"händelserik"-adjective-swe "begivenhedsrig"-adjective-dan
"rätt"-adjective-swe "behørig"-adjective-dan
"tusenårig"-adjective-swe "tusindårig"-adjective-dan
"hetsig"-adjective-swe "hidsig"-adjective-dan
"yrkesmässig"-adjective-swe "jobmæssig"-adjective-dan
"yrkesmässig"-adjective-swe "arbejdsmæssig"-adjective-dan
"lämplig"-adjective-swe "hensigtsmæssig"-adjective-dan
"yrkesmässig"-adjective-swe "erhvervsmæssig"-adjective-dan
"rättsenlig"-adjective-swe "retmæssig"-adjective-dan
"rättmätig"-adjective-swe "retmæssig"-adjective-dan
"bärig"-adjective-swe "bærekraftig"-adjective-dan
"kraftvunnen"-adjective-swe "retskraftig"-adjective-dan
"häftig"-adjective-swe "heftig"-adjective-dan
"förnuftig"-adjective-swe "fornuftig"-adjective-dan
"noggrann"-adjective-swe "nøjagtig"-adjective-dan
"skattskyldig"-adjective-swe "skattepligtig"-adjective-dan
"oförställd"-adjective-swe "oprigtig"-adjective-dan
"oriktig"-adjective-swe "urigtig"-adjective-dan
"försiktig"-adjective-swe "forsigtig"-adjective-dan
"betydelsefull"-adjective-swe "vigtig"-adjective-dan
"konkurrenskraftig"-adjective-swe "konkurrencedygtig"-adjective-dan
"bärig"-adjective-swe "bæredygtig"-adjective-dan
"kunnig"-adjective-swe "dygtig"-adjective-dan
"driven"-adjective-swe "dygtig"-adjective-dan
"väldig"-adjective-swe "mægtig"-adjective-dan
"klyftig"-adjective-swe "kløgtig"-adjective-dan
"spänstig"-adjective-swe "spændstig"-adjective-dan
"gynnsam"-adjective-swe "gunstig"-adjective-dan
"ogynnsam"-adjective-swe "ugunstig"-adjective-dan
"vettvillig"-adjective-swe "vanvittig"-adjective-dan
"vansinnig"-adjective-swe "vanvittig"-adjective-dan
"vanvettig"-adjective-swe "vanvittig"-adjective-dan
"vettlös"-adjective-swe "vanvittig"-adjective-dan
"onyttig"-adjective-swe "unyttig"-adjective-dan
"timslång"-adjective-swe "timelang"-adjective-dan
"avlång"-adjective-swe "aflang"-adjective-dan
"knälång"-adjective-swe "knælang"-adjective-dan
"klok"-adjective-swe "klog"-adjective-dan
"trygg"-adjective-swe "tryg"-adjective-dan
"leklysten"-adjective-swe "legesyg"-adjective-dan
"tullfri"-adjective-swe "toldfri"-adjective-dan
"alliansfri"-adjective-swe "alliancefri"-adjective-dan
"kalorifattig"-adjective-swe "kaloriefri"-adjective-dan
"smärtfri"-adjective-swe "smertefri"-adjective-dan
"valfri"-adjective-swe "valgfri"-adjective-dan
"felfri"-adjective-swe "fejlfri"-adjective-dan
"fördomsfri"-adjective-swe "fordomsfri"-adjective-dan
"ogästvänlig"-adjective-swe "ugæstfri"-adjective-dan
"ofri"-adjective-swe "ufri"-adjective-dan
"molnfri"-adjective-swe "skyfri"-adjective-dan
"feg"-adjective-swe "fej"-adjective-dan
"seg"-adjective-swe "sej"-adjective-dan
"rolig"-adjective-swe "sej"-adjective-dan
"cool"-adjective-swe "sej"-adjective-dan
"skyhög"-adjective-swe "skyhøj"-adjective-dan
"dryg"-adjective-swe "drøj"-adjective-dan
"viljestark"-adjective-swe "viljestærk"-adjective-dan
"snabb"-adjective-swe "rask"-adjective-dan
"thailändsk"-adjective-swe "thailandsk"-adjective-dan
"inhemsk"-adjective-swe "indenlandsk"-adjective-dan
"grund"-adjective-swe "overfladisk"-adjective-dan
"turkisk"-adjective-swe "tyrkisk"-adjective-dan
"eterisk"-adjective-swe "æterisk"-adjective-dan
"faktisk"-adjective-swe "faktisk"-adjective-dan
"moralisk"-adjective-swe "moralsk"-adjective-dan
"rebellisk"-adjective-swe "rebelsk"-adjective-dan
"försåtlig"-adjective-swe "lumsk"-adjective-dan
"bakslug"-adjective-swe "lumsk"-adjective-dan
"lömsk"-adjective-swe "lumsk"-adjective-dan
"snygg"-adjective-swe "smuk"-adjective-dan
"käck"-adjective-swe "kæk"-adjective-dan
"kavat"-adjective-swe "kæk"-adjective-dan
"maximal"-adjective-swe "maksimal"-adjective-dan
"vanlig"-adjective-swe "normal"-adjective-dan
"anormal"-adjective-swe "unormal"-adjective-dan
"onormal"-adjective-swe "unormal"-adjective-dan
"originell"-adjective-swe "original"-adjective-dan
"marginell"-adjective-swe "marginal"-adjective-dan
"paradoxal"-adjective-swe "paradoksal"-adjective-dan
"riskabel"-adjective-swe "risikabel"-adjective-dan
"bekväm"-adjective-swe "komfortabel"-adjective-dan
"obekväm"-adjective-swe "ukomfortabel"-adjective-dan
"odiskutabel"-adjective-swe "indiskutabel"-adjective-dan
"idealisk"-adjective-swe "ideel"-adjective-dan
"ideal"-adjective-swe "ideel"-adjective-dan
"ideell"-adjective-swe "ideel"-adjective-dan
"reell"-adjective-swe "reel"-adjective-dan
"inofficiell"-adjective-swe "uofficiel"-adjective-dan
"kommersiell"-adjective-swe "kommerciel"-adjective-dan
"industriell"-adjective-swe "industriel"-adjective-dan
"potentiell"-adjective-swe "potentiel"-adjective-dan
"torftig"-adjective-swe "enkel"-adjective-dan
"enkel"-adjective-swe "enkel"-adjective-dan
"påver"-adjective-swe "enkel"-adjective-dan
"spenslig"-adjective-swe "spinkel"-adjective-dan
"gracil"-adjective-swe "spinkel"-adjective-dan
"uråldrig"-adjective-swe "ældgammel"-adjective-dan
"sliskig"-adjective-swe "vammel"-adjective-dan
"jolmig"-adjective-swe "vammel"-adjective-dan
"vimmelkantig"-adjective-swe "svimmel"-adjective-dan
"formell"-adjective-swe "formel"-adjective-dan
"kriminell"-adjective-swe "kriminel"-adjective-dan
"proffsig"-adjective-swe "professionel"-adjective-dan
"professionell"-adjective-swe "professionel"-adjective-dan
"traditionell"-adjective-swe "traditionel"-adjective-dan
"okonventionell"-adjective-swe "ukonventionel"-adjective-dan
"hormonell"-adjective-swe "hormonel"-adjective-dan
"generell"-adjective-swe "generel"-adjective-dan
"kulturell"-adjective-swe "kulturel"-adjective-dan
"individuell"-adjective-swe "individuel"-adjective-dan
"manuell"-adjective-swe "manuel"-adjective-dan
"aktuell"-adjective-swe "aktuel"-adjective-dan
"inaktuell"-adjective-swe "uaktuel"-adjective-dan
"eventuell"-adjective-swe "eventuel"-adjective-dan
"virtuell"-adjective-swe "virtuel"-adjective-dan
"seg"-adjective-swe "cool"-adjective-dan
"rolig"-adjective-swe "cool"-adjective-dan
"stressig"-adjective-swe "travl"-adjective-dan
"förnämlig"-adjective-swe "fornem"-adjective-dan
"extrem"-adjective-swe "ekstrem"-adjective-dan
"komfortabel"-adjective-swe "bekvem"-adjective-dan
"bekväm"-adjective-swe "bekvem"-adjective-dan
"obekväm"-adjective-swe "ubekvem"-adjective-dan
"stygg"-adjective-swe "grim"-adjective-dan
"slitsam"-adjective-swe "slidsom"-adjective-dan
"våldsam"-adjective-swe "voldsom"-adjective-dan
"tjatig"-adjective-swe "plagsom"-adjective-dan
"omtänksam"-adjective-swe "betænksom"-adjective-dan
"förtänksam"-adjective-swe "betænksom"-adjective-dan
"eftertänksam"-adjective-swe "eftertænksom"-adjective-dan
"verksam"-adjective-swe "virksom"-adjective-dan
"uppmärksam"-adjective-swe "opmærksom"-adjective-dan
"alert"-adjective-swe "opmærksom"-adjective-dan
"otvivelaktig"-adjective-swe "utvivlsom"-adjective-dan
