"10a"-adjective-epo "Xème"-adjective-fra
"propono"-noun-epo "offre"-noun-fra
"propono"-noun-epo "proposition"-noun-fra
"proporcia"-adjective-epo "proportionnel"-adjective-fra
"proporcia"-adjective-epo "proportionné"-adjective-fra
"proporcie"-adverb-epo "proportionnellement"-adverb-fra
"proporcieco"-noun-epo "proportionnalité"-noun-fra
"proporciigi"-verb-epo "proportionner"-verb-fra
"proporcio"-noun-epo "proportion"-noun-fra
"propozicio"-noun-epo "proposition"-noun-fra
"propra"-adjective-epo "inhérent"-adjective-fra
"propra"-adjective-epo "propre"-adjective-fra
"propra divizoro"-noun-epo "diviseur propre"-noun-fra
"propramove"-adverb-epo "de soi-même"-adverb-fra
"propramove"-adverb-epo "de son propre mouvement"-adverb-fra
"propramove"-adverb-epo "tout seul"-adverb-fra
"propraokule"-adverb-epo "de ses propres yeux"-adverb-fra
"propravola"-adjective-epo "bénévole"-adjective-fra
"propravola"-adjective-epo "volontaire"-adjective-fra
"propravola"-adjective-epo "libre"-adjective-fra
"propravola helpado"-noun-epo "bénévolat"-noun-fra
"propravole"-adverb-epo "bénévolement"-adverb-fra
"propravole"-adverb-epo "volontairement"-adverb-fra
"propravolulo"-noun-epo "bénévole"-noun-fra
"propre"-adverb-epo "proprement"-adverb-fra
"propreco"-noun-epo "particularité"-noun-fra
"proprietaĵo"-noun-epo "propriété"-noun-fra
"proprieti"-verb-epo "être propriétaire de"-verb-fra
"proprieto"-noun-epo "domaine"-noun-fra
"proprieto"-noun-epo "propriété"-noun-fra
"proprietulo"-noun-epo "propriétaire"-noun-fra
"proprigi"-verb-epo "approprier"-verb-fra
"propulsoro"-noun-epo "propulseur"-noun-fra
"proskribi"-verb-epo "proscrire"-verb-fra
"proskribita"-adjective-epo "proscrit"-adjective-fra
"proskribito"-noun-epo "proscrit"-noun-fra
"proskribito"-noun-epo "hors-la-loi"-noun-fra
"proskribo"-noun-epo "proscription"-noun-fra
"prospekta"-adjective-epo "prospectif"-adjective-fra
"prospektado"-noun-epo "prospection"-noun-fra
"prospektato"-noun-epo "prospect"-noun-fra
"prospekte"-adverb-epo "prospectivement"-adverb-fra
"prospekti"-verb-epo "prospecter"-verb-fra
"prospektivo"-noun-epo "prospective"-noun-fra
"prospera"-adjective-epo "prospère"-adjective-fra
"prosperi"-verb-epo "prospérer"-verb-fra
"prosperi"-verb-epo "réussir"-verb-fra
"prosperita"-adjective-epo "réussi"-adjective-fra
"prospero"-noun-epo "prospérité"-noun-fra
"prostato"-noun-epo "prostate"-noun-fra
"prostituado"-noun-epo "prostitution"-noun-fra
"prostituejo"-noun-epo "lupanar"-noun-fra
"prostituejo"-noun-epo "maison de prostitution"-noun-fra
"prostituejo"-noun-epo "bordel"-noun-fra
"prostituejo"-noun-epo "claque"-noun-fra
"prostituejo"-noun-epo "maison close"-noun-fra
"prostitui"-verb-epo "prostituer"-verb-fra
"prostituitino"-noun-epo "fille publique"-noun-fra
"prostituitino"-noun-epo "putain"-noun-fra
"prostituito"-noun-epo "prostitué"-noun-fra
"prostituito"-noun-epo "gigolo"-noun-fra
"prostituito"-noun-epo "tapin"-noun-fra
"prostracia"-adjective-epo "prostré"-adjective-fra
"protaktinio"-noun-epo "protactinium"-noun-fra
"proteino"-noun-epo "protéine"-noun-fra
"protekta"-adjective-epo "protecteur"-adjective-fra
"protektado"-noun-epo "protection"-noun-fra
"protektanteco"-noun-epo "égide"-noun-fra
"protektanto"-noun-epo "protecteur"-noun-fra
"protekti"-verb-epo "protéger"-verb-fra
"protekti"-verb-epo "plaider"-verb-fra
"protektilo"-noun-epo "préservateur"-noun-fra
"protektisma"-adjective-epo "protectionniste"-adjective-fra
"protektismo"-noun-epo "protectionnisme"-noun-fra
"protektista"-adjective-epo "protectionniste"-adjective-fra
"protektisto"-noun-epo "protectionniste"-noun-fra
"protektiva"-adjective-epo "protectif"-adjective-fra
"protekto"-noun-epo "protection"-noun-fra
"protekto"-noun-epo "sauvegarde"-noun-fra
"protektorato"-noun-epo "protectorat"-noun-fra
"protestanta"-adjective-epo "protestant"-adjective-fra
"protestanta"-adjective-epo "évangélique"-adjective-fra
"protestante"-adverb-epo "évangéliquement"-adverb-fra
"protestantismo"-noun-epo "protestantisme"-noun-fra
"protestanto"-noun-epo "évangélique"-noun-fra
"protestanto"-noun-epo "protestant"-noun-fra
"protesti"-verb-epo "mettre en cause"-verb-fra
"protesti"-verb-epo "protester"-verb-fra
"protesto"-noun-epo "protestation"-noun-fra
"protezo"-noun-epo "prothèse"-noun-fra
"proto"-adverb-epo "proto"-adverb-fra
"protokola"-adjective-epo "protocolaire"-adjective-fra
"protokole"-adverb-epo "protocolairement"-adverb-fra
"protokoli"-verb-epo "dresser un procès-verbal"-verb-fra
"protokoli"-verb-epo "verbaliser"-verb-fra
"protokolo"-noun-epo "fichier log"-noun-fra
"protokolo"-noun-epo "fichier de trace"-noun-fra
"protokolo"-noun-epo "procès verbal"-noun-fra
"protokolo"-noun-epo "protocole"-noun-fra
"protokolo"-noun-epo "compte-rendu"-noun-fra
"protono"-noun-epo "proton"-noun-fra
"prototipa"-adjective-epo "prototypique"-adjective-fra
"prototipa"-adjective-epo "prototype"-adjective-fra
"prototipe"-adverb-epo "prototypiquement"-adverb-fra
"prototipo"-noun-epo "prototype"-noun-fra
"protozoa"-adjective-epo "protozoaire"-adjective-fra
"protozoo"-noun-epo "protozoaire"-noun-fra
"protruda"-adjective-epo "protubérant"-adjective-fra
"prova"-adjective-epo "d'épreuve"-adjective-fra
"prova"-adjective-epo "d'essai"-adjective-fra
"prova"-adjective-epo "éprouvant"-adjective-fra
"provado"-noun-epo "essai"-noun-fra
"provado"-noun-epo "expérience"-noun-fra
"provado"-noun-epo "test"-noun-fra
"provaĵo"-noun-epo "échantillon"-noun-fra
"provaĵo"-noun-epo "essai"-noun-fra
"provaĵo"-noun-epo "spécimen"-noun-fra
"provbalono"-noun-epo "ballon d'essai"-noun-fra
"provbalono"-noun-epo "ballon-sonde"-noun-fra
"provbudo"-noun-epo "cabine d'essayage"-noun-fra
"provcele"-adverb-epo "à titre expérimental"-adverb-fra
"provcele"-adverb-epo "pour essayer"-adverb-fra
"provedziĝo"-noun-epo "mariage à l'essai"-noun-fra
"provekzemplero"-noun-epo "échantillon"-noun-fra
"provekzemplero"-noun-epo "spécimen"-noun-fra
"provenca"-adjective-epo "provençal"-adjective-fra
"provencano"-noun-epo "Provençal"-noun-fra
"Provenco"-properNoun-epo "Provence"-properNoun-fra
"Provenco-Alpoj-Bordo Lazura"-properNoun-epo "PACA"-noun-fra
"Provenco-Alpoj-Bordo Lazura"-properNoun-epo "Provence-Alpes-Côte-d'Azur"-properNoun-fra
"proverba"-adjective-epo "proverbial"-adjective-fra
"proverbo"-noun-epo "proverbe"-noun-fra
"provi"-verb-epo "essayer"-verb-fra
"provi"-verb-epo "tâcher"-verb-fra
"provi"-verb-epo "éprouver"-verb-fra
"provi"-verb-epo "mettre à l'épreuve"-verb-fra
"provi"-verb-epo "tester"-verb-fra
"provi"-verb-epo "tenter"-verb-fra
"provianta"-adjective-epo "ravitailleur"-adjective-fra
"proviantado"-noun-epo "ravitaillement"-noun-fra
"provianti"-verb-epo "ravitailler"-verb-fra
"proviantisto"-noun-epo "ravitailleur"-noun-fra
"providenco"-noun-epo "providence"-noun-fra
"provilo"-noun-epo "instrument de test"-noun-fra
"provilo"-noun-epo "testeur"-noun-fra
"provilo"-noun-epo "test"-noun-fra
"provinca"-adjective-epo "provincial"-adjective-fra
"provincestro"-noun-epo "gouverneur"-noun-fra
"provincisma"-adjective-epo "provincialiste"-adjective-fra
"provincismo"-noun-epo "provincialisme"-noun-fra
"provincista"-adjective-epo "provincialiste"-adjective-fra
"provincisto"-noun-epo "provincialiste"-noun-fra
"provinco"-noun-epo "province"-noun-fra
"provizado"-noun-epo "fourniture"-noun-fra
"provizado"-noun-epo "approvisionnement"-noun-fra
"provizaĵo"-noun-epo "provision"-noun-fra
"provizejo"-noun-epo "réserve"-noun-fra
"provizi"-verb-epo "approvisionner"-verb-fra
"provizi"-verb-epo "doter"-verb-fra
"provizi"-verb-epo "fournir"-verb-fra
"provizi"-verb-epo "munir"-verb-fra
"provizi"-verb-epo "pourvoir"-verb-fra
"provizi"-verb-epo "subvenir"-verb-fra
"provizita"-adjective-epo "pourvu"-adjective-fra
"provizo"-noun-epo "approvisionnement"-noun-fra
"provizo"-noun-epo "provision"-noun-fra
"provizora"-adjective-epo "provisoire"-adjective-fra
"provizora urĝa juĝo"-noun-epo "référé"-noun-fra
"provizore"-adverb-epo "provisoirement"-adverb-fra
"provizumi"-verb-epo "approvisionner"-verb-fra
"provjaro"-noun-epo "période d'apprentissage"-noun-fra
"provjaro"-noun-epo "période de formation"-noun-fra
"provludi"-verb-epo "répéter"-verb-fra
"provo"-noun-epo "essai"-noun-fra
"provo"-noun-epo "tentative"-noun-fra
"provo"-noun-epo "expérience"-noun-fra
"provo"-noun-epo "test"-noun-fra
"provoka"-adjective-epo "provocant"-adjective-fra
"provoka"-adjective-epo "provocateur"-adjective-fra
"provoki"-verb-epo "faire de la provocation"-verb-fra
"provoki"-verb-epo "provoquer"-verb-fra
"provokisto"-noun-epo "provocateur"-noun-fra
"provoko"-noun-epo "provocation"-noun-fra
"provotempo"-noun-epo "probation"-noun-fra
"provotempo"-noun-epo "période probatoire"-noun-fra
"provotempo"-noun-epo "période d'essai"-noun-fra
"provtempo"-noun-epo "période d'essai"-noun-fra
"provtempo"-noun-epo "probation"-noun-fra
"provtempo"-noun-epo "période probatoire"-noun-fra
"provtubo"-noun-epo "éprouvette"-noun-fra
"provtubo"-noun-epo "tube à essai"-noun-fra
"proza"-adjective-epo "en prose"-adjective-fra
"proza"-adjective-epo "prosaïque"-adjective-fra
"prozo"-noun-epo "prose"-noun-fra
"prozodio"-noun-epo "prosodie"-noun-fra
"prpers"-pronoun-epo "le"-pronoun-fra
"prpers"-pronoun-epo "le"-pronoun-fra
"prpers"-pronoun-epo "le"-pronoun-fra
"prpers"-pronoun-epo "le"-pronoun-fra
"prpers"-pronoun-epo "le"-pronoun-fra
"prpers"-pronoun-epo "le"-pronoun-fra
"prpers"-pronoun-epo "le"-pronoun-fra
"prpers"-pronoun-epo "le"-pronoun-fra
"prpers"-pronoun-epo "les"-pronoun-fra
"prpers"-pronoun-epo "leur"-pronoun-fra
"prpers"-pronoun-epo "lui"-pronoun-fra
"prpers"-pronoun-epo "lui"-pronoun-fra
"prpers"-pronoun-epo "le"-pronoun-fra
"prpers"-pronoun-epo "leur"-pronoun-fra
"prpers"-pronoun-epo "me"-pronoun-fra
"prpers"-pronoun-epo "me"-pronoun-fra
"prpers"-pronoun-epo "nous"-pronoun-fra
"prpers"-pronoun-epo "te"-pronoun-fra
"prpers"-pronoun-epo "te"-pronoun-fra
"prpers"-pronoun-epo "vous"-pronoun-fra
"prpers"-pronoun-epo "elle"-pronoun-fra
"prpers"-pronoun-epo "elle"-pronoun-fra
"prpers"-pronoun-epo "elles"-pronoun-fra
"prpers"-pronoun-epo "elles"-pronoun-fra
"prpers"-pronoun-epo "eux ils"-pronoun-fra
"prpers"-pronoun-epo "eux"-pronoun-fra
"prpers"-pronoun-epo "il"-pronoun-fra
"prpers"-pronoun-epo "il"-pronoun-fra
"prpers"-pronoun-epo "ils"-pronoun-fra
"prpers"-pronoun-epo "ils"-pronoun-fra
"prpers"-pronoun-epo "je"-pronoun-fra
"prpers"-pronoun-epo "je"-pronoun-fra
"prpers"-pronoun-epo "j'"-pronoun-fra
"prpers"-pronoun-epo "lui il"-pronoun-fra
"prpers"-pronoun-epo "moi je"-pronoun-fra
"prpers"-pronoun-epo "moi"-pronoun-fra
"prpers"-pronoun-epo "nous"-pronoun-fra
"prpers"-pronoun-epo "nous"-pronoun-fra
"prpers"-pronoun-epo "on"-pronoun-fra
"prpers"-pronoun-epo "on"-pronoun-fra
"prpers"-pronoun-epo "on"-pronoun-fra
"prpers"-pronoun-epo "toi tu"-pronoun-fra
"prpers"-pronoun-epo "toi"-pronoun-fra
"prpers"-pronoun-epo "tu"-pronoun-fra
"prpers"-pronoun-epo "tu"-pronoun-fra
"prpers"-pronoun-epo "vous"-pronoun-fra
"prpers"-pronoun-epo "vous"-pronoun-fra
"prpers"-pronoun-epo "lui"-pronoun-fra
"pruda"-adjective-epo "bégueule"-adjective-fra
"pruda"-adjective-epo "prude"-adjective-fra
"pruda"-adjective-epo "pudibond"-adjective-fra
"prudeco"-noun-epo "pruderie"-noun-fra
"prudenta"-adjective-epo "prudent"-adjective-fra
"prudenta"-adjective-epo "raisonnable"-adjective-fra
"prudente"-adverb-epo "raisonnablement"-adverb-fra
"Prudential"-properNoun-epo "Prudential"-properNoun-fra
"Prudential Financial"-properNoun-epo "Prudential Financial"-properNoun-fra
"prudento"-noun-epo "bon sens"-noun-fra
"prudento"-noun-epo "prudence"-noun-fra
"prudentulo"-noun-epo "prudent"-noun-fra
"prudulo"-noun-epo "sainte nitouche"-noun-fra
"prujno"-noun-epo "gelée blanche"-noun-fra
"prujno"-noun-epo "givre"-noun-fra
"prunarbo"-noun-epo "prunier"-noun-fra
"prunelarbo"-noun-epo "prunellier"-noun-fra
"prunelo"-noun-epo "prunelle"-noun-fra
"prunelujo"-noun-epo "prunellier"-noun-fra
"pruno"-noun-epo "prune"-noun-fra
"pruntado"-noun-epo "emprunt"-noun-fra
"pruntado"-noun-epo "prêt"-noun-fra
"prunte"-adverb-epo "en prêt"-adverb-fra
"prunti"-verb-epo "emprunter"-verb-fra
"prunti"-verb-epo "prêter"-verb-fra
"prunto"-noun-epo "prêt"-noun-fra
"pruntvorto"-noun-epo "emprunt linguistique"-noun-fra
"pruntvorto"-noun-epo "mot emprunté"-noun-fra
"prunujo"-noun-epo "prunier"-noun-fra
"pruo"-noun-epo "proue"-noun-fra
"prusa"-adjective-epo "prussien"-adjective-fra
"Prusio"-properNoun-epo "Prusse"-properNoun-fra
"pruso"-noun-epo "Prussien"-noun-fra
"pruve"-adverb-epo "à preuve"-adverb-fra
"pruvebla"-adjective-epo "démontrable"-adjective-fra
"pruvebla"-adjective-epo "prouvable"-adjective-fra
"pruveble"-adverb-epo "démontrablement"-adverb-fra
"pruvi"-verb-epo "prouver"-verb-fra
"pruvi"-verb-epo "démontrer"-verb-fra
"pruvita"-adjective-epo "avéré"-adjective-fra
"pruvo"-noun-epo "démonstration"-noun-fra
"pruvo"-noun-epo "preuve"-noun-fra
"pruvo de ekzisto"-noun-epo "démonstration d'existence"-noun-fra
"pruvo per absurdo"-noun-epo "démonstration par l'absurde"-noun-fra
"pruvo per indukto"-noun-epo "démonstration par récurrence"-noun-fra
"pruvo per redukto al absurdo"-noun-epo "démonstration par l'absurde"-noun-fra
"PSA"-properNoun-epo "PSA"-properNoun-fra
"psalmi"-verb-epo "psalmodier"-verb-fra
"psalmo"-noun-epo "psaume"-noun-fra
"psaltero"-noun-epo "psaltérion"-noun-fra
"PSA Peugeot Citroën"-properNoun-epo "PSA Peugeot Citroën"-properNoun-fra
"pseŭda"-adjective-epo "prétendu"-adjective-fra
"pseŭdonimo"-noun-epo "alias"-noun-fra
"pseŭdonimo"-noun-epo "pseudonyme"-noun-fra
"pseŭdonimo"-noun-epo "nom alias"-noun-fra
"pseŭdonomo"-noun-epo "alias"-noun-fra
"pseŭdonomo"-noun-epo "pseudonyme"-noun-fra
"pseŭdoscienco"-noun-epo "pseudoscience"-noun-fra
"pseŭdoskorpio"-noun-epo "pseudoscorpion"-noun-fra
"pseŭdoskorpiulo"-noun-epo "pseudoscorpion"-noun-fra
"PSF"-noun-epo "PSF"-noun-fra
"psika"-adjective-epo "psychique"-adjective-fra
"psikanaliza"-adjective-epo "psychanalitique"-adjective-fra
"psikanalize"-adverb-epo "psychanalitiquement"-adverb-fra
"psikanalizisto"-noun-epo "psychanaliste"-noun-fra
"psikanalizo"-noun-epo "psychanalyse"-noun-fra
"psike"-adverb-epo "psychiquement"-adverb-fra
"psikiatria"-adjective-epo "psychiatrique"-adjective-fra
"psikiatrie"-adverb-epo "psychiatriquement"-adverb-fra
"psikiatrio"-noun-epo "psychiatrie"-noun-fra
"psikiatro"-noun-epo "psychiatre"-noun-fra
"psiko"-noun-epo "psyché"-noun-fra
"psikologia"-adjective-epo "psychologique"-adjective-fra
"psikologie"-adverb-epo "psychologiquement"-adverb-fra
"psikologiisto"-noun-epo "psychologue"-noun-fra
"psikologio"-noun-epo "psychologie"-noun-fra
"psikologo"-noun-epo "psychologue"-noun-fra
"psikozo"-noun-epo "psychose"-noun-fra
"PSOE"-noun-epo "PSOE"-noun-fra
"pterido"-noun-epo "ptéride"-noun-fra
"Ptolemeo"-properNoun-epo "Ptolémée"-properNoun-fra
"ptolomea"-adjective-epo "ptoloméen"-adjective-fra
"Ptolomeo"-properNoun-epo "Ptolomée"-properNoun-fra
"PTT"-properNoun-epo "PTT"-properNoun-fra
"puatua"-adjective-epo "poitevin"-adjective-fra
"puatuano"-noun-epo "Poitevin"-noun-fra
"Puatuo"-properNoun-epo "Poitou"-properNoun-fra
"Puatuo-Ĉarentoj"-properNoun-epo "Poitou-Charentes"-properNoun-fra
"pubera"-adjective-epo "pubère"-adjective-fra
"pubera"-adjective-epo "pubéral"-adjective-fra
"pubera"-adjective-epo "pubertaire"-adjective-fra
"puberulo"-noun-epo "pubère"-noun-fra
"publika"-adjective-epo "public"-adjective-fra
"publika ĝardeno"-noun-epo "jardin public"-noun-fra
"publika letero"-noun-epo "lettre ouverte"-noun-fra
"publika opinio"-noun-epo "opinion publique"-noun-fra
"publika sekreto"-noun-epo "secret de Polichinelle"-noun-fra
"publike"-adverb-epo "publiquement"-adverb-fra
"publikeco"-noun-epo "publicité"-noun-fra
"publikigado"-noun-epo "publication"-noun-fra
"publikigaĵo"-noun-epo "publication"-noun-fra
"publikigi"-verb-epo "publier"-verb-fra
"publikigo"-noun-epo "publication"-noun-fra
"publikiĝo"-noun-epo "publication"-noun-fra
"publiko"-noun-epo "public"-noun-fra
"publikulino"-noun-epo "fille publique"-noun-fra
"publikulino"-noun-epo "putain"-noun-fra
"Publix"-properNoun-epo "Publix"-properNoun-fra
"Publix Super Markets"-properNoun-epo "Publix Super Markets"-properNoun-fra
"puĉa"-adjective-epo "putschiste"-adjective-fra
"puĉanto"-noun-epo "putschiste"-noun-fra
"pucelo"-noun-epo "pucelle"-noun-fra
"puĉinto"-noun-epo "putschiste"-noun-fra
"puĉisto"-noun-epo "putschiste"-noun-fra
"puĉo"-noun-epo "coup d'état"-noun-fra
"puĉo"-noun-epo "putsch"-noun-fra
"pudelo"-noun-epo "caniche"-noun-fra
"pudo"-noun-epo "poud"-noun-fra
"pudora"-adjective-epo "pudique"-adjective-fra
"pudore"-adverb-epo "pudiquement"-adverb-fra
"pudoro"-noun-epo "pudeur"-noun-fra
"puebla"-adjective-epo "pueblo"-adjective-fra
"pueblo"-noun-epo "Pueblo"-noun-fra
"pufigita"-adjective-epo "soufflé"-adjective-fra
"pufmaizo"-noun-epo "pop-corn"-noun-fra
"pufvangeto"-noun-epo "pommette"-noun-fra
"pugno"-noun-epo "poing"-noun-fra
"pugnobato"-noun-epo "coup de poing"-noun-fra
"pugnoganto"-noun-epo "gant de boxe"-noun-fra
"pugnoganto"-noun-epo "moufle"-noun-fra
"pugo"-noun-epo "cul"-noun-fra
"pugo"-noun-epo "postérieur"-noun-fra
"pugtruo"-noun-epo "trou du cul"-noun-fra
"pulbazaro"-noun-epo "marché aux puces"-noun-fra
"pulbazaro"-noun-epo "trace"-noun-fra
"pulĉinela sekreto"-noun-epo "secret de Polichinelle"-noun-fra
"pulĉinelo"-noun-epo "polichinelle"-noun-fra
"pulio"-noun-epo "poulie"-noun-fra
"pulko"-noun-epo "pulque"-noun-fra
"Pullitzer-premio"-noun-epo "prix Pullitzer"-noun-fra
"pulma"-adjective-epo "pulmonaire"-adjective-fra
"pulmo"-noun-epo "poumon"-noun-fra
"pulo"-noun-epo "puce"-noun-fra
"pulovero"-noun-epo "pullover"-noun-fra
"pulovero"-noun-epo "pull"-noun-fra
"pulpo"-noun-epo "pulpe"-noun-fra
"pulpo"-noun-epo "chair"-noun-fra
"pulsaro"-noun-epo "pulsar"-noun-fra
"pulsbato"-noun-epo "pulsation"-noun-fra
"pulsostelo"-noun-epo "pulsar"-noun-fra
"pulvo"-noun-epo "poudre"-noun-fra
"pulvopafilo"-noun-epo "arme à feu"-noun-fra
"pulvorigi"-verb-epo "réduire en poudre"-verb-fra
"pulvorigi"-verb-epo "pulvériser"-verb-fra
"pulvoro"-noun-epo "poudre"-noun-fra
"pumiko"-noun-epo "ponce"-noun-fra
"pumpi"-verb-epo "bomber"-verb-fra
"pumpumado"-noun-epo "martellement"-noun-fra
"punca"-adjective-epo "rouge vif"-adjective-fra
"punco"-noun-epo "ponceau"-noun-fra
"punĉo"-noun-epo "punch"-noun-fra
"pundo"-noun-epo "livre"-noun-fra
"pundomo"-noun-epo "maison de correction"-noun-fra
"pundomo"-noun-epo "pénitencier"-noun-fra
"punekzilo"-noun-epo "déportation"-noun-fra
"puni"-verb-epo "punir"-verb-fra
"puni"-verb-epo "peiner"-verb-fra
"punika"-adjective-epo "punique"-adjective-fra
"punike"-adverb-epo "puniquement"-adverb-fra
"punka"-adjective-epo "punk"-adjective-fra
"punko"-noun-epo "punk"-noun-fra
"punkorekti"-verb-epo "corriger"-verb-fra
"punkti"-verb-epo "ponctuer"-verb-fra
"punkto"-noun-epo "point"-noun-fra
"punktokomo"-noun-epo "point-virgule"-noun-fra
"punktoparo"-noun-epo "bipoint"-noun-fra
"punktoparo"-noun-epo "vecteur lié"-noun-fra
"punlaborejo"-noun-epo "bagne"-noun-fra
"punlaboro"-noun-epo "travaux forcés"-noun-fra
"puno"-noun-epo "châtiment"-noun-fra
"puno"-noun-epo "pénalité"-noun-fra
"puno"-noun-epo "punition"-noun-fra
"puntilia"-adjective-epo "susceptible"-adjective-fra
"puntiliema"-adjective-epo "susceptible"-adjective-fra
"puntiliemo"-noun-epo "susceptibilité"-noun-fra
"puntilio"-noun-epo "point d'honneur"-noun-fra
"punto"-noun-epo "dentelle"-noun-fra
"pupilo"-noun-epo "pupille"-noun-fra
"pupilo"-noun-epo "prunelle"-noun-fra
"pupitro"-noun-epo "lutrin"-noun-fra
"pupitro"-noun-epo "pupitre"-noun-fra
"pupo"-noun-epo "chrysalide"-noun-fra
"pupo"-noun-epo "poupée"-noun-fra
"pupo"-noun-epo "marionnette"-noun-fra
"pupteatro"-noun-epo "théâtre de marionnettes"-noun-fra
"pura"-adjective-epo "propre"-adjective-fra
"pura"-adjective-epo "pur"-adjective-fra
"pure"-adverb-epo "purement"-adverb-fra
"pureco"-noun-epo "propreté"-noun-fra
"pureco"-noun-epo "pureté"-noun-fra
"purema"-adjective-epo "propre"-adjective-fra
"purgatorio"-noun-epo "purgatoire"-noun-fra
"purigi"-verb-epo "curer"-verb-fra
"purigi"-verb-epo "nettoyer"-verb-fra
"purigi"-verb-epo "purger"-verb-fra
"purigi"-verb-epo "purifier"-verb-fra
"purigi"-verb-epo "toiletter"-verb-fra
"purigi"-verb-epo "torcher"-verb-fra
"purigo"-noun-epo "nettoyage"-noun-fra
"purisma"-adjective-epo "puriste"-adjective-fra
"purismo"-noun-epo "purisme"-noun-fra
"purista"-adjective-epo "puriste"-adjective-fra
"puristo"-noun-epo "puriste"-noun-fra
"puritana"-adjective-epo "puritain"-adjective-fra
"puritanismo"-noun-epo "puritanisme"-noun-fra
"puritano"-noun-epo "puritain"-noun-fra
"puro"-noun-epo "pureté"-noun-fra
"purpura"-adjective-epo "pourpre"-adjective-fra
"purpuro"-noun-epo "pourpre"-noun-fra
"purrasa"-adjective-epo "de race pure"-adjective-fra
"puruma"-adjective-epo "propre"-adjective-fra
"pusi"-verb-epo "suppurer"-verb-fra
"puŝi"-verb-epo "bousculer"-verb-fra
"puŝi"-verb-epo "pousser"-verb-fra
"puŝiĝi"-verb-epo "heurter"-verb-fra
"Puŝkin"-properNoun-epo "Pouchkine"-properNoun-fra
"Puŝkino"-properNoun-epo "Pouchkine"-properNoun-fra
"puŝkrajono"-noun-epo "porte-mine"-noun-fra
"puso"-noun-epo "pus"-noun-fra
"puŝo"-noun-epo "poussée"-noun-fra
"puŝo"-noun-epo "impulsion"-noun-fra
"Puteaux"-properNoun-epo "Puteaux"-properNoun-fra
"Putin"-properNoun-epo "Poutine"-properNoun-fra
"putino"-noun-epo "putain"-noun-fra
"puto"-noun-epo "puits"-noun-fra
"putoro"-noun-epo "putois"-noun-fra
"putrema"-adjective-epo "corruptible"-adjective-fra
"putremo"-noun-epo "corruptibilité"-noun-fra
"putri"-verb-epo "pourrir"-verb-fra
"putriĝo"-noun-epo "putréfaction"-noun-fra
"Puy-de-Dôme"-properNoun-epo "Puy-de-Dôme"-properNoun-fra
"Puy-en-Velay"-properNoun-epo "Puy-en-Velay"-properNoun-fra
"Pyrénées-Atlantiques"-properNoun-epo "Pyrénées-Atlantiques"-properNoun-fra
"Pyrénées-Orientales"-properNoun-epo "Pyrénées-Orientales"-properNoun-fra
"Quanta"-properNoun-epo "Quanta"-properNoun-fra
"Quanta Computer"-properNoun-epo "Quanta Computer"-properNoun-fra
"Quimper"-properNoun-epo "Quimper"-properNoun-fra
"rabaĵo"-noun-epo "butin"-noun-fra
"rabarbo"-noun-epo "rhubarbe"-noun-fra
"rabataĵo"-noun-epo "occase"-noun-fra
"rabati"-verb-epo "faire une remise"-verb-fra
"rabatita"-adjective-epo "en solde"-adjective-fra
"rabato"-noun-epo "rabais"-noun-fra
"rabato"-noun-epo "réduction"-noun-fra
"rabato"-noun-epo "reduction"-noun-fra
"rabato"-noun-epo "remise"-noun-fra
"rabbirdo"-noun-epo "oiseau de proie"-noun-fra
"rabbirdo"-noun-epo "rapace"-noun-fra
"rabejo"-noun-epo "repaire"-noun-fra
"rabekspedicio"-noun-epo "incursion"-noun-fra
"rabeno"-noun-epo "rabbin"-noun-fra
"rabeno"-noun-epo "rabbi"-noun-fra
"rabia"-adjective-epo "enragé"-adjective-fra
"rabia"-adjective-epo "rabique"-adjective-fra
"rabi"-verb-epo "voler"-verb-fra
"rabie"-adverb-epo "rabiquement"-adverb-fra
"rabio"-noun-epo "colère"-noun-fra
"rabio"-noun-epo "rage"-noun-fra
"rabisto"-noun-epo "voleur"-noun-fra
"rabisto"-noun-epo "saccageur"-noun-fra
"Rabobank"-properNoun-epo "Rabobank"-properNoun-fra
"rabobesto"-noun-epo "carnivore"-noun-fra
"rabobirdo"-noun-epo "oiseau de proie"-noun-fra
"rabobirdo"-noun-epo "rapace"-noun-fra
"rabomurdo"-noun-epo "crime crapuleux"-noun-fra
"rabotaĵo"-noun-epo "copeau"-noun-fra
"raboti"-verb-epo "raboter"-verb-fra
"rabotilo"-noun-epo "rabot"-noun-fra
"racia"-adjective-epo "rationnel"-adjective-fra
"racie"-adverb-epo "rationnellement"-adverb-fra
"racieco"-noun-epo "rationalité"-noun-fra
"raciigi"-verb-epo "rationaliser"-verb-fra
"raciisma"-adjective-epo "rationaliste"-adjective-fra
"raciismo"-noun-epo "rationalisme"-noun-fra
"raciista"-adjective-epo "rationaliste"-adjective-fra
"raciisto"-noun-epo "rationaliste"-noun-fra
"racio"-noun-epo "raison"-noun-fra
"racionala"-adjective-epo "rationnel"-adjective-fra
"racionala frakcio"-noun-epo "fraction rationnelle"-noun-fra
"racionala funkcio"-noun-epo "fonction rationnelle"-noun-fra
"racionalisma"-adjective-epo "rationaliste"-adjective-fra
"racionalismo"-noun-epo "rationalisme"-noun-fra
"racionalista"-adjective-epo "rationaliste"-adjective-fra
"racionalisto"-noun-epo "rationaliste"-noun-fra
