"ac’h"-interjection-bre "arrg"-interjection-fra
"adkemer"-verb-bre "reprendre"-verb-fra
"adkemerout"-verb-bre "reprendre"-verb-fra
"adkempenn"-verb-bre "réarranger"-verb-fra
"adkempenn"-verb-bre "réformer"-verb-fra
"adkempenn"-verb-bre "restaurer"-verb-fra
"adkempouezañ"-verb-bre "rééquilibrer"-verb-fra
"adkinnig"-verb-bre "représenter"-verb-fra
"adkinnig"-verb-bre "reproposer"-verb-fra
"adkoadañ"-verb-bre "reboiser"-verb-fra
"adkodañ"-verb-bre "recoder"-verb-fra
"adkomz"-verb-bre "reparler"-verb-fra
"adkouezhañ"-verb-bre "retomber"-verb-fra
"adkregiñ"-verb-bre "recommencer"-verb-fra
"adkreizennañ"-verb-bre "recentraliser"-verb-fra
"adkreskiñ"-verb-bre "raugmenter"-verb-fra
"adkrouiñ"-verb-bre "recréer"-verb-fra
"adlabourat"-verb-bre "retravailler"-verb-fra
"adlakaat"-verb-bre "remettre"-verb-fra
"adlakat"-verb-bre "remettre"-verb-fra
"adlañsañ"-verb-bre "relancer"-verb-fra
"adlâret"-verb-bre "redire"-verb-fra
"adlârout"-verb-bre "redire"-verb-fra
"adlavaret"-verb-bre "redire"-verb-fra
"adlavarout"-verb-bre "redire"-verb-fra
"adlec’helaat"-verb-bre "relocaliser"-verb-fra
"adlenn"-verb-bre "relire"-verb-fra
"adlivañ"-verb-bre "repeindre"-verb-fra
"adlodennañ"-verb-bre "remembrer"-verb-fra
"adneveziñ"-verb-bre "renouveler"-verb-fra
"adnevesaat"-verb-bre "renouveler"-verb-fra
"adober"-verb-bre "refaire"-verb-fra
"adpakañ"-verb-bre "récupérer"-verb-fra
"adperc’hennañ"-verb-bre "réapproprier"-verb-fra
"adpellgomz"-verb-bre "retéléphoner"-verb-fra
"adpignat"-verb-bre "remonter"-verb-fra
"adpouezañ"-verb-bre "réappuyer"-verb-fra
"adprenañ"-verb-bre "racheter"-verb-fra
"adreiñ"-verb-bre "redonner"-verb-fra
"adreizhañ"-verb-bre "réformer"-verb-fra
"adsellet"-verb-bre "vérifier"-verb-fra
"adsevel"-verb-bre "relever"-verb-fra
"adskignañ"-verb-bre "rediffuser"-verb-fra
"adskoulmañ"-verb-bre "renouer"-verb-fra
"adskrivañ"-verb-bre "réécrire"-verb-fra
"adstagañ"-verb-bre "rattacher"-verb-fra
"adstaliañ"-verb-bre "réinstaller"-verb-fra
"adstekiñ"-verb-bre "retoucher"-verb-fra
"adstudiañ"-verb-bre "réétudier"-verb-fra
"adstummañ"-verb-bre "reformer"-verb-fra
"adtapout"-verb-bre "récupérer"-verb-fra
"adtermeniñ"-verb-bre "redéfinir"-verb-fra
"adteuler"-verb-bre "rejeter"-verb-fra
"adteurel"-verb-bre "rejeter"-verb-fra
"adtreiñ"-verb-bre "retraduire"-verb-fra
"adunaniñ"-verb-bre "réunifier"-verb-fra
"adunvaniñ"-verb-bre "réunifier"-verb-fra
"advabañ"-verb-bre "adopter"-verb-fra
"advevañ"-verb-bre "revivre"-verb-fra
"advouezhiañ"-verb-bre "doubler"-verb-fra
"advrezhonekaat"-verb-bre "rebretonniser"-verb-fra
"adwelet"-verb-bre "revoir"-verb-fra
"adwelout"-verb-bre "revoir"-verb-fra
"adwerzhañ"-verb-bre "revendre"-verb-fra
"aerañ"-verb-bre "aérer"-verb-fra
"aesaat"-verb-bre "faciliter"-verb-fra
"aezhennañ"-verb-bre "volatiliser"-verb-fra
"ahuniñ"-verb-bre "anesthésier"-verb-fra
"akoursiñ"-verb-bre "accoutumer"-verb-fra
"alaouriñ"-verb-bre "dorer"-verb-fra
"alc’hwezañ"-verb-bre "fermer à clef"-verb-fra
"aliañ"-verb-bre "conseiller"-verb-fra
"aloubiñ"-verb-bre "envahir"-verb-fra
"alumiñ"-verb-bre "allumer"-verb-fra
"amaezhiañ"-verb-bre "administrer"-verb-fra
"ambroug"-verb-bre "accompagner"-verb-fra
"ambuziñ"-verb-bre "amuser"-verb-fra
"amdreiñ"-verb-bre "convertir"-verb-fra
"ameilañ"-verb-bre "assister"-verb-fra
"amgrediñ"-verb-bre "douter"-verb-fra
"amparañ"-verb-bre "constituer"-verb-fra
"ampellañ"-verb-bre "reporter"-verb-fra
"amplaat"-verb-bre "amplifier"-verb-fra
"ampoezoniñ"-verb-bre "empoisonner"-verb-fra
"amprestañ"-verb-bre "emprunter"-verb-fra
"amprestiñ"-verb-bre "emprunter"-verb-fra
"amprouiñ"-verb-bre "tester"-verb-fra
"analañ"-verb-bre "respirer"-verb-fra
"analizañ"-verb-bre "analyser"-verb-fra
"anaout"-verb-bre "connaître"-verb-fra
"anavezout"-verb-bre "connaître"-verb-fra
"anavezout"-verb-bre "reconnaître"-verb-fra
"anavezout"-verb-bre "identifier"-verb-fra
"anavezout"-verb-bre "faire connaître"-verb-fra
"anavout"-verb-bre "connaître"-verb-fra
"andoriñ"-verb-bre "abriter"-verb-fra
"ankeniañ"-verb-bre "angoisser"-verb-fra
"ankouaat"-verb-bre "oublier"-verb-fra
"ankounac’haat"-verb-bre "oublier"-verb-fra
"annezañ"-verb-bre "habiter"-verb-fra
"anouediñ"-verb-bre "prendre froid"-verb-fra
"antreal"-verb-bre "entrer"-verb-fra
"antren"-verb-bre "entrer"-verb-fra
"anzav"-verb-bre "reconnaître"-verb-fra
"aotren"-verb-bre "autoriser"-verb-fra
"aozañ"-verb-bre "organiser"-verb-fra
"aoziñ"-verb-bre "organiser"-verb-fra
"akuizitañ"-verb-bre "acquérir"-verb-fra
"aprouiñ"-verb-bre "approuver"-verb-fra
"araokaat"-verb-bre "progresser"-verb-fra
"arat"-verb-bre "labourer"-verb-fra
"arbennikaat"-verb-bre "spécialiser"-verb-fra
"arc’hañ"-verb-bre "revendiquer"-verb-fra
"arc’hantañ"-verb-bre "enrichir"-verb-fra
"arc’hantaouiñ"-verb-bre "financer"-verb-fra
"arc’hwelañ"-verb-bre "fonctionner"-verb-fra
"argarzhiñ"-verb-bre "détester"-verb-fra
"argas"-verb-bre "chasser"-verb-fra
"argilañ"-verb-bre "reculer"-verb-fra
"argrediñ"-verb-bre "hésiter"-verb-fra
"arguzenniñ"-verb-bre "argumenter"-verb-fra
"armañ"-verb-bre "armer"-verb-fra
"arnevesaat"-verb-bre "moderniser"-verb-fra
"arnodiñ"-verb-bre "expérimenter"-verb-fra
"arouezennañ"-verb-bre "caractériser"-verb-fra
"aroueziañ"-verb-bre "symboliser"-verb-fra
"arruout"-verb-bre "arriver"-verb-fra
"arsellet"-verb-bre "observer"-verb-fra
"arsellout"-verb-bre "observer"-verb-fra
"arverañ"-verb-bre "utiliser"-verb-fra
"arvestiñ"-verb-bre "contempler"-verb-fra
"arzaelañ"-verb-bre "contester"-verb-fra
"asantiñ"-verb-bre "accepter"-verb-fra
"asoupañ"-verb-bre "trébucher"-verb-fra
"assevel"-verb-bre "rétablir"-verb-fra
"astenn"-verb-bre "étendre"-verb-fra
"astommañ"-verb-bre "réchauffer"-verb-fra
"atebekaat"-verb-bre "responsabiliser"-verb-fra
"atersiñ"-verb-bre "interroger"-verb-fra
"aveiñ"-verb-bre "équiper"-verb-fra
"avielañ"-verb-bre "évangéliser"-verb-fra
"awenañ"-verb-bre "inspirer"-verb-fra
"azasaat"-verb-bre "adapter"-verb-fra
"azeuliñ"-verb-bre "adorer"-verb-fra
"azoniñ"-verb-bre "caractériser"-verb-fra
"awenañ"-verb-bre "inspirer"-verb-fra
"azpediñ"-verb-bre "supplier"-verb-fra
"azrec’hiñ"-verb-bre "affliger"-verb-fra
"bac’hañ"-verb-bre "emprisonner"-verb-fra
"badaouiñ"-verb-bre "étourdir"-verb-fra
"badeziñ"-verb-bre "baptiser"-verb-fra
"bageal"-verb-bre "naviguer"-verb-fra
"balañsiñ"-verb-bre "équilibrer"-verb-fra
"bale"-verb-bre "marcher"-verb-fra
"bamañ"-verb-bre "émerveiller"-verb-fra
"bangounellat"-verb-bre "pomper"-verb-fra
"bannañ"-verb-bre "lancer"-verb-fra
"bannikat"-verb-bre "jongler"-verb-fra
"barn"-verb-bre "juger"-verb-fra
"barrekaat"-verb-bre "améliorer"-verb-fra
"barrennañ"-verb-bre "barrer"-verb-fra
"barrenniñ"-verb-bre "barrer"-verb-fra
"bazailhat"-verb-bre "bailler"-verb-fra
"beajiñ"-verb-bre "voyager"-verb-fra
"begeliat"-verb-bre "bêler"-verb-fra
"beilhañ"-verb-bre "veiller"-verb-fra
"belegiñ"-verb-bre "ordonner prêtre"-verb-fra
"benañ"-verb-bre "tailler"-verb-fra
"bennigañ"-verb-bre "bénir"-verb-fra
"berniañ"-verb-bre "amasser"-verb-fra
"bernout"-verb-bre "importer"-verb-fra
"berraat"-verb-bre "raccourcir"-verb-fra
"beuziñ"-verb-bre "noyer"-verb-fra
"bevaat"-verb-bre "animer"-verb-fra
"bevañ"-verb-bre "vivre"-verb-fra
"bevañ -bevaik"-verb-bre "vivoter"-verb-fra
"beviñ"-verb-bre "vivre"-verb-fra
"bevenniñ"-verb-bre "limiter"-verb-fra
"beveziñ"-verb-bre "consommer"-verb-fra
"bezhina"-verb-bre "récolter du goémon"-verb-fra
"bihanaat"-verb-bre "diminuer"-verb-fra
"biñsañ"-verb-bre "visser"-verb-fra
"birviñ"-verb-bre "bouillir"-verb-fra
"bitellat"-verb-bre "bricoler"-verb-fra
"bizitañ"-verb-bre "visiter"-verb-fra
"blechat"-verb-bre "maltraiter"-verb-fra
"blejal"-verb-bre "beugler"-verb-fra
"bleniañ"-verb-bre "conduire"-verb-fra
"bleinañ"-verb-bre "conduire"-verb-fra
"blêjal"-verb-bre "beugler"-verb-fra
"bleuniañ"-verb-bre "fleurir"-verb-fra
"bleuniaoua"-verb-bre "butiner"-verb-fra
"blodañ"-verb-bre "caler"-verb-fra
"boazañ"-verb-bre "habituer"-verb-fra
"boaziañ"-verb-bre "habituer"-verb-fra
"bodañ"-verb-bre "regrouper"-verb-fra
"boikotiñ"-verb-bre "boycotter"-verb-fra
"bolzenniñ"-verb-bre "bomber"-verb-fra
"bombezañ"-verb-bre "bombarder"-verb-fra
"botaouiñ"-verb-bre "chausser"-verb-fra
"boueta"-verb-bre "nourrir"-verb-fra
"boulc’hañ"-verb-bre "entamer"-verb-fra
"boullañ"-verb-bre "clarifier"-verb-fra
"bountañ"-verb-bre "pousser"-verb-fra
"bourrañ"-verb-bre "plaire"-verb-fra
"brammañ"-verb-bre "péter"-verb-fra
"brañsellat"-verb-bre "balancer"-verb-fra
"brañskailh"-verb-bre "lapider"-verb-fra
"brañskellat"-verb-bre "balancer"-verb-fra
"brasaat"-verb-bre "grandir"-verb-fra
"brasaat"-verb-bre "agrandir"-verb-fra
"brasjediñ"-verb-bre "évaluer"-verb-fra
"braskontañ"-verb-bre "évaluer"-verb-fra
"braslenn"-verb-bre "parcourir"-verb-fra
"bravaat"-verb-bre "embellir"-verb-fra
"breinañ"-verb-bre "pourrir"-verb-fra
"breutaat"-verb-bre "plaider"-verb-fra
"brezeliañ"-verb-bre "guerroyer"-verb-fra
"brezeliñ"-verb-bre "guerroyer"-verb-fra
"brezhonegañ"-verb-bre "parler breton"-verb-fra
"brezhonegiñ"-verb-bre "parler breton"-verb-fra
"brezhonekaat"-verb-bre "bretonniser"-verb-fra
"briaat"-verb-bre "respecter"-verb-fra
"briata"-verb-bre "embrasser"-verb-fra
"brientekaat"-verb-bre "privilégier"-verb-fra
"brientiñ"-verb-bre "privilégier"-verb-fra
"brifañ"-verb-bre "bouffer"-verb-fra
"brizhkelaouiñ"-verb-bre "informer grossièrement"-verb-fra
"brochañ"-verb-bre "fâcher"-verb-fra
"brodañ"-verb-bre "broder"-verb-fra
"brodiñ"-verb-bre "broder"-verb-fra
"brokañ"-verb-bre "aventurer"-verb-fra
"broudañ"-verb-bre "inciter"-verb-fra
"broustañ"-verb-bre "brosser"-verb-fra
"brudañ"-verb-bre "faire connaître"-verb-fra
"brudiñ"-verb-bre "faire connaître"-verb-fra
"bruzunañ"-verb-bre "émietter"-verb-fra
"buanaat"-verb-bre "accélérer"-verb-fra
"budjediñ"-verb-bre "budgétiser"-verb-fra
"buhezañ"-verb-bre "animer"-verb-fra
"buheziñ"-verb-bre "animer"-verb-fra
"buhezañ"-verb-bre "animer"-verb-fra
"buhezekaat"-verb-bre "vivifier"-verb-fra
"bukañ"-verb-bre "braquer"-verb-fra
"burutellañ"-verb-bre "examiner"-verb-fra
"butunat"-verb-bre "fumer"-verb-fra
"butuniñ"-verb-bre "fumer"-verb-fra
"chadennañ"-verb-bre "enchaîner"-verb-fra
"chalañ"-verb-bre "préoccuper"-verb-fra
"chañch"-verb-bre "changer"-verb-fra
"chaokat"-verb-bre "mâcher"-verb-fra
"chaseal"-verb-bre "chasser"-verb-fra
"cheñch"-verb-bre "changer"-verb-fra
"cheñch penn d’ar vazh"-verb-bre "renverser la situation"-verb-fra
"cheñch a ober penn d’ar vazh"-verb-bre "renverser la situation"-verb-fra
"chevreta"-verb-bre "pêcher la crevette"-verb-fra
"chikanañ"-verb-bre "gronder"-verb-fra
"choaz"-verb-bre "choisir"-verb-fra
"choazañ"-verb-bre "choisir"-verb-fra
"chom"-verb-bre "rester"-verb-fra
"chom da c’hortoz"-verb-bre "rester à attendre"-verb-fra
"chom a ober da c’hortoz"-verb-bre "rester à attendre"-verb-fra
"chom da ruzañ"-verb-bre "rester traîner"-verb-fra
"chom a ober da ruzañ"-verb-bre "rester traîner"-verb-fra
"choual"-verb-bre "crier"-verb-fra
"chourañ"-verb-bre "caresser"-verb-fra
"c’hoantaat"-verb-bre "désirer"-verb-fra
"c’hoari"-verb-bre "jouer"-verb-fra
"c’hoari bouloù"-verb-bre "jouer aux boules"-verb-fra
"c’hoari a ober bouloù"-verb-bre "jouer aux boules"-verb-fra
"c’hoari brañsigell"-verb-bre "jouer à la balançoire"-verb-fra
"c’hoari a ober brañsigell"-verb-bre "jouer à la balançoire"-verb-fra
"c’hoari loto"-verb-bre "jouer au loto"-verb-fra
"c’hoari a ober loto"-verb-bre "jouer au loto"-verb-fra
"c’hoari mouchig-dall"-verb-bre "jouer à colin-maillard"-verb-fra
"c’hoari a ober mouchig-dall"-verb-bre "jouer à colin-maillard"-verb-fra
"c’hoarvezout"-verb-bre "arriver"-verb-fra
"c’hoarzhin"-verb-bre "rire"-verb-fra
"c’hwedañ"-verb-bre "vomir"-verb-fra
"c’hwediñ"-verb-bre "vomir"-verb-fra
"c’hwekaat"-verb-bre "édulcorer"-verb-fra
"c’hwennat"-verb-bre "sarcler"-verb-fra
"c’hwennat"-verb-bre "épurer"-verb-fra
"c’hwesha"-verb-bre "flairer"-verb-fra
"c’hwezañ"-verb-bre "gonfler"-verb-fra
"c’hwezhañ"-verb-bre "souffler"-verb-fra
"c’hweziñ"-verb-bre "suer"-verb-fra
"c’hwibanat"-verb-bre "siffler"-verb-fra
"c’hwitellat"-verb-bre "siffler"-verb-fra
"daleañ"-verb-bre "retarder"-verb-fra
"dallañ"-verb-bre "aveugler"-verb-fra
"danevellañ"-verb-bre "narrer"-verb-fra
"danevelliñ"-verb-bre "narrer"-verb-fra
"dañsal"-verb-bre "danser"-verb-fra
"dantañ"-verb-bre "mordre"-verb-fra
"danzen"-verb-bre "préparer"-verb-fra
"daougementiñ"-verb-bre "doubler"-verb-fra
"daouhanteriñ"-verb-bre "couper en deux"-verb-fra
"darañ"-verb-bre "daller"-verb-fra
"dareañ"-verb-bre "daller"-verb-fra
"daremprediñ"-verb-bre "entretenir des relations avec"-verb-fra
"dareviñ"-verb-bre "mûrir"-verb-fra
"darnaouiñ"-verb-bre "fragmenter"-verb-fra
"daskemmañ"-verb-bre "transformer"-verb-fra
"daskorañ"-verb-bre "rembourser"-verb-fra
"daskoriñ"-verb-bre "rembourser"-verb-fra
"dasorc’hiñ"-verb-bre "ressusciter"-verb-fra
"dasparzhañ"-verb-bre "répartir"-verb-fra
"daspegañ"-verb-bre "agglutiner"-verb-fra
"dasprenañ"-verb-bre "racheter"-verb-fra
"dasseniñ"-verb-bre "résonner"-verb-fra
"dastum"-verb-bre "ramasser"-verb-fra
"dastumañ"-verb-bre "ramasser"-verb-fra
"dazlenn"-verb-bre "entrevoir"-verb-fra
"dazlivañ"-verb-bre "nuancer"-verb-fra
"debriñ"-verb-bre "manger"-verb-fra
"dec’hervel"-verb-bre "rappeler"-verb-fra
"dedennañ"-verb-bre "intéresser"-verb-fra
"dedostaat"-verb-bre "approcher"-verb-fra
"degas"-verb-bre "apporter"-verb-fra
"degas da soñj"-verb-bre "rappeler"-verb-fra
"degas a ober da soñj"-verb-bre "rappeler"-verb-fra
"degas da soñj da"-verb-bre "rappeler à"-verb-fra
"degas a ober da soñj da"-verb-bre "rappeler à"-verb-fra
"degemer"-verb-bre "accueillir"-verb-fra
"degouezhout"-verb-bre "arriver"-verb-fra
"dekvedenniñ"-verb-bre "diviser par dix"-verb-fra
"delc’her"-verb-bre "tenir"-verb-fra
"delec’hiañ"-verb-bre "localiser"-verb-fra
"dellezout"-verb-bre "mériter"-verb-fra
"demata"-verb-bre "saluer"-verb-fra
"denañ"-verb-bre "téter"-verb-fra
"denesaat"-verb-bre "approcher"-verb-fra
"deport"-verb-bre "attendre"-verb-fra
"derc’hel"-verb-bre "tenir"-verb-fra
"dereiñ"-verb-bre "attribuer"-verb-fra
"dereout"-verb-bre "convenir"-verb-fra
"dereout ouzh"-verb-bre "convenir à"-verb-fra
"dereout a ober ouzh"-verb-bre "convenir à"-verb-fra
"desachañ"-verb-bre "attirer"-verb-fra
"desevel"-verb-bre "élever"-verb-fra
"deskiñ"-verb-bre "apprendre"-verb-fra
"deskrivañ"-verb-bre "décrire"-verb-fra
"deuriañ"-verb-bre "intéresser"-verb-fra
"deverañ"-verb-bre "dériver"-verb-fra
"deviñ"-verb-bre "brûler"-verb-fra
"devoudañ"-verb-bre "occasionner"-verb-fra
"dezastum"-verb-bre "conclure"-verb-fra
"dezougen"-verb-bre "transporter"-verb-fra
"dezrevell"-verb-bre "raconter"-verb-fra
"dezrevellañ"-verb-bre "raconter"-verb-fra
"dezrevelliñ"-verb-bre "raconter"-verb-fra
"diaezhennañ"-verb-bre "évaporer"-verb-fra
"dialiñ"-verb-bre "venger"-verb-fra
"dianadiñ"-verb-bre "disparaître"-verb-fra
"diankañ"-verb-bre "égarer"-verb-fra
"diarbenn"-verb-bre "prévenir"-verb-fra
"diawelout"-verb-bre "prévoir"-verb-fra
"diazezañ"-verb-bre "établir"-verb-fra
"dibab"-verb-bre "choisir"-verb-fra
"diberc’hennañ"-verb-bre "déposséder"-verb-fra
"dibennfreuzañ"-verb-bre "liquider"-verb-fra
"dibezhiañ"-verb-bre "dépecer"-verb-fra
"dibluskañ"-verb-bre "éplucher"-verb-fra
"diboultrennañ"-verb-bre "dépoussiérer"-verb-fra
"dibradañ"-verb-bre "décoller"-verb-fra
"dibradañ"-verb-bre "soulever"-verb-fra
"dibrennañ"-verb-bre "ouvrir"-verb-fra
"dibunañ"-verb-bre "défiler"-verb-fra
"dibuniñ"-verb-bre "défiler"-verb-fra
"dichañsañ da"-verb-bre "arriver de"-verb-fra
"dichañsañ a ober da"-verb-bre "arriver de"-verb-fra
"dic’hailhañ"-verb-bre "abîmer"-verb-fra
"dic’hizañ"-verb-bre "déguiser"-verb-fra
"dic’hoanagiñ"-verb-bre "désespérer"-verb-fra
"dic’hoprañ"-verb-bre "licencier"-verb-fra
"dic’houzout"-verb-bre "ignorer"-verb-fra
"didalvoudekaat"-verb-bre "dévaloriser"-verb-fra
"didermeniñ"-verb-bre "déterminer"-verb-fra
"didoueziañ"-verb-bre "trier"-verb-fra
"didroc’hañ"-verb-bre "découper"-verb-fra
"diduañ"-verb-bre "divertir"-verb-fra
"diduiñ"-verb-bre "divertir"-verb-fra
"dielfennañ"-verb-bre "analyser"-verb-fra
"diellaouiñ"-verb-bre "archiver"-verb-fra
"dieubiñ"-verb-bre "libérer"-verb-fra
"difaziañ"-verb-bre "corriger"-verb-fra
"difenn"-verb-bre "défendre"-verb-fra
"diflukañ"-verb-bre "jaillir"-verb-fra
"diforc’hiñ"-verb-bre "différencier"-verb-fra
"diforc’hañ"-verb-bre "différencier"-verb-fra
"difredañ"-verb-bre "licencier"-verb-fra
"difregañ"-verb-bre "déchirer"-verb-fra
"difrejañ"-verb-bre "défrayer"-verb-fra
"difuiñ"-verb-bre "isoler"-verb-fra
"digaeañ"-verb-bre "appareiller"-verb-fra
"digalonekaat"-verb-bre "décourager"-verb-fra
"digareziñ"-verb-bre "excuser"-verb-fra
"digargañ"-verb-bre "décharger"-verb-fra
"digammañ"-verb-bre "rectifier"-verb-fra
"digejañ"-verb-bre "épeler"-verb-fra
"digemmañ"-verb-bre "distinguer"-verb-fra
"digemplezhañ"-verb-bre "décomplexer"-verb-fra
"digenvezañ"-verb-bre "isoler"-verb-fra
"digevreañ"-verb-bre "déconnecter"-verb-fra
"digeriñ"-verb-bre "ouvrir"-verb-fra
"diginklañ"-verb-bre "retirer la décoration"-verb-fra
"diglañvaat"-verb-bre "guérir"-verb-fra
"digoll"-verb-bre "dédommager"-verb-fra
"digoñfizañ"-verb-bre "déconfire"-verb-fra
"digoriñ"-verb-bre "ouvrir"-verb-fra
"digouezhout"-verb-bre "arriver"-verb-fra
"digoumanantiñ"-verb-bre "désabonner"-verb-fra
"digousket"-verb-bre "réveiller"-verb-fra
"digreizennañ"-verb-bre "décentraliser"-verb-fra
"digreskiñ"-verb-bre "décroître"-verb-fra
"dihanañ"-verb-bre "cesser"-verb-fra
"dihuniñ"-verb-bre "réveiller"-verb-fra
"dilamat"-verb-bre "éliminer"-verb-fra
"dilec’hiañ"-verb-bre "déplacer"-verb-fra
"dileizhañ"-verb-bre "dissoudre"-verb-fra
"dilemel"-verb-bre "supprimer"-verb-fra
"dilenn"-verb-bre "élire"-verb-fra
"dilestrañ"-verb-bre "débarquer"-verb-fra
"dileuriañ"-verb-bre "représenter"-verb-fra
"dileuskel"-verb-bre "délaisser"-verb-fra
"dilezel"-verb-bre "délaisser"-verb-fra
"diloc’hañ"-verb-bre "déplacer"-verb-fra
"dilojañ"-verb-bre "déménager"-verb-fra
"dilouzañ"-verb-bre "nettoyer"-verb-fra
"dimeziñ"-verb-bre "marier"-verb-fra
"dinac’h"-verb-bre "refuser"-verb-fra
"dinac’hañ"-verb-bre "refuser"-verb-fra
"dinec’hiñ"-verb-bre "tranquilliser"-verb-fra
"diogeliñ"-verb-bre "assurer"-verb-fra
"diober"-verb-bre "défaire"-verb-fra
"diorren"-verb-bre "développer"-verb-fra
"dioueriñ"-verb-bre "passer"-verb-fra
"dioueriñ"-verb-bre "passer de"-verb-fra
"diregiñ"-verb-bre "déchirer"-verb-fra
"direnkañ"-verb-bre "déranger"-verb-fra
"dirijañ"-verb-bre "diriger"-verb-fra
"dirinegañ"-verb-bre "décrypter"-verb-fra
"dirouestlañ"-verb-bre "démêler"-verb-fra
"disammañ"-verb-bre "décharger"-verb-fra
"disec’hañ"-verb-bre "dessécher"-verb-fra
"disemplañ"-verb-bre "ranimer"-verb-fra
"disemplañ"-verb-bre "revenir à soi"-verb-fra
"disfasañ"-verb-bre "effacer"-verb-fra
"disgwiriañ"-verb-bre "éradiquer"-verb-fra
"dishañvalout"-verb-bre "différencier"-verb-fra
"disheñvelaat"-verb-bre "différencier"-verb-fra
"disheñvelout"-verb-bre "différencier"-verb-fra
"dishualañ"-verb-bre "émanciper"-verb-fra
"diskanañ"-verb-bre "déchanter"-verb-fra
"diskar"-verb-bre "abattre"-verb-fra
"diskargañ"-verb-bre "décharger"-verb-fra
"diskenn"-verb-bre "descendre"-verb-fra
"diskenn banneoù"-verb-bre "verser à boire"-verb-fra
"diskenn a ober banneoù"-verb-bre "verser à boire"-verb-fra
"diskenn ur banne"-verb-bre "verser à boire"-verb-fra
"diskenn a ober ur banne"-verb-bre "verser à boire"-verb-fra
"diskleriañ"-verb-bre "déclarer"-verb-fra
"disklêriañ"-verb-bre "déclarer"-verb-fra
"diskontañ"-verb-bre "décompter"-verb-fra
"diskornañ"-verb-bre "décongeler"-verb-fra
"diskouez"-verb-bre "montrer"-verb-fra
"diskoulmañ"-verb-bre "résoudre"-verb-fra
"diskregiñ"-verb-bre "décrocher"-verb-fra
"diskuliañ"-verb-bre "révéler"-verb-fra
"diskwel"-verb-bre "montrer"-verb-fra
"dislâret"-verb-bre "contredire"-verb-fra
"dislârout"-verb-bre "contredire"-verb-fra
"dislavaret"-verb-bre "contredire"-verb-fra
"dislavarout"-verb-bre "contredire"-verb-fra
"disleberiñ"-verb-bre "dénaturer"-verb-fra
"dislonkañ"-verb-bre "vomir"-verb-fra
"dismantrañ"-verb-bre "ruiner"-verb-fra
"dismegañsiñ"-verb-bre "mépriser"-verb-fra
"disoc’hañ"-verb-bre "aboutir"-verb-fra
"disoc’hañ war"-verb-bre "aboutir à"-verb-fra
"disoc’hañ a ober war"-verb-bre "aboutir à"-verb-fra
"disodiñ"-verb-bre "gagner en sagesse"-verb-fra
"disoñjal"-verb-bre "oublier"-verb-fra
"dispakañ"-verb-bre "déployer"-verb-fra
"dispartiañ"-verb-bre "séparer"-verb-fra
"dispegañ"-verb-bre "décoller"-verb-fra
"dispenn"-verb-bre "mettre en pièces"-verb-fra
"dispign"-verb-bre "dépenser"-verb-fra
"displegañ"-verb-bre "déplier"-verb-fra
"displegañ"-verb-bre "expliquer"-verb-fra
"disprizañ"-verb-bre "mépriser"-verb-fra
"disprizout"-verb-bre "mépriser"-verb-fra
"distagañ"-verb-bre "détacher"-verb-fra
"distagañ"-verb-bre "prononcer"-verb-fra
"distaliañ"-verb-bre "débarrasser"-verb-fra
"distanañ"-verb-bre "calmer"-verb-fra
"distegnañ"-verb-bre "relâcher"-verb-fra
"distekiñ"-verb-bre "démarrer"-verb-fra
"disteraat"-verb-bre "déprécier"-verb-fra
"disteuler"-verb-bre "rejeter"-verb-fra
"disteurel"-verb-bre "rejeter"-verb-fra
"distlabezañ"-verb-bre "mettre en ordre"-verb-fra
"distoufañ"-verb-bre "déboucher"-verb-fra
"distouvañ"-verb-bre "déboucher"-verb-fra
"distrañsiñ"-verb-bre "gêner"-verb-fra
"distreiñ"-verb-bre "revenir"-verb-fra
"distresañ"-verb-bre "altérer"-verb-fra
"distroadañ"-verb-bre "supplanter"-verb-fra
"distrujañ"-verb-bre "détruire"-verb-fra
"distummañ"-verb-bre "déformer"-verb-fra
"disvantañ"-verb-bre "déchaîner"-verb-fra
"diuzañ"-verb-bre "sélectionner"-verb-fra
"divankañ"-verb-bre "rectifier"-verb-fra
"diverkañ"-verb-bre "effacer"-verb-fra
"diverrañ"-verb-bre "résumer"-verb-fra
"divervel"-verb-bre "ressusciter"-verb-fra
"diviañ"-verb-bre "épuiser"-verb-fra
"divinnigañ"-verb-bre "profaner"-verb-fra
"divinout"-verb-bre "deviner"-verb-fra
"divizout"-verb-bre "décider"-verb-fra
"divorañ"-verb-bre "émerger"-verb-fra
"divroañ"-verb-bre "émigrer"-verb-fra
"divroiñ"-verb-bre "émigrer"-verb-fra
"divrudañ"-verb-bre "décrier"-verb-fra
"divyezhekaat"-verb-bre "bilinguiser"-verb-fra
"diwall"-verb-bre "protéger"-verb-fra
"diwan"-verb-bre "germer"-verb-fra
"diwanañ"-verb-bre "germer"-verb-fra
"diwaskañ"-verb-bre "déprimer"-verb-fra
"diweredekaat"-verb-bre "désactiver"-verb-fra
"diwiskañ"-verb-bre "déshabiller"-verb-fra
"dizarbenn"-verb-bre "repousser"-verb-fra
"dizemperañ"-verb-bre "désespérer"-verb-fra
"dizeoriañ"-verb-bre "appareiller"-verb-fra
"dizesperiñ"-verb-bre "désespérer"-verb-fra
